,COFA FP Equity_DX_SI_QTY,COFA FP Equity_DX_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COFA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COFA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COFA FP Equity_DX_SI_MV,COFA FP Equity_DX_DSS,COFA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY,COFA FP Equity_DX_BROKER_SI_QTY,COFA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COFA FP Equity_DX_BROKER_SI_MV_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_x,COFA FP Equity_DX_BROKER_SI_MV_INC_x,COFA FP Equity_DX_SUPPLY_SI_MV_NEW,COFA FP Equity_DX_BROKER_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_NEW,COFA FP Equity_DX_SUPPLY_SI_MV_DEC,COFA FP Equity_DX_BROKER_SI_QTY_INC,COFA FP Equity_DX_SUPPLY_SI_QTY_DEC,COFA FP Equity_DX_BROKER_SI_MV_NEW_y,COFA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COFA FP Equity_DX_BROKER_SI_MV_INC_y,COFA FP Equity_DX_SUPPLY_SI_QTY_INC_y,COFA FP Equity_DX_BROKER_SI_MV_ADD,COFA FP Equity_DX_SUPPLY_SI_QTY_ADD,COFA FP Equity_DX_BROKER_SI_QTY_DEC,COFA FP Equity_DX_SUPPLY_SI_MV,COFA FP Equity_DX_BROKER_SI_MV_DEC,COFA FP Equity_DX_SUPPLY_SI_MV_RMV,COFA FP Equity_DX_BROKER_SI_MV_RMV,COFA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COFA FP Equity_DX_UTILIZATION_QUANTITY,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COFA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COFA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COFA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COFA FP Equity_DX_ACTIVE_UTILIZATION_MV,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COFA FP Equity_DX_BROKER_SI_CON_RATIO,COFA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COFA FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9201943.0,81294495.0,,91.71,0.0,,0.0,,0.0
2014-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9238998.0,82187553.15,,92.16,0.0,,0.0,,0.0
2014-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9254476.0,82487139.34,,92.62,0.0,,0.0,,0.0
2014-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9176084.0,83794999.79,,92.18,0.0,,0.0,,0.0
2014-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9254748.0,84513350.87,,94.03,0.0,,0.0,,0.0
2014-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9232881.0,85202026.17,,94.01,0.0,,0.0,,0.0
2014-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9231464.0,85754184.68,,94.54,0.0,,0.0,,0.0
2014-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9189961.0,86011727.64,,94.51,0.0,,0.0,,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9209019.0,84579067.58,,94.54,0.0,,0.0,,0.0
2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9203175.0,82512884.72,,95.32,0.0,,0.0,,0.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9207665.0,85372028.44,,95.19,0.0,,0.0,,0.0
2014-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9149988.0,83876834.55,,95.55,0.0,,0.0,,0.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8995848.0,82857286.2,,93.65,0.0,,0.0,,0.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9021153.0,82064553.87,,93.81,0.0,,0.0,,0.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9060425.0,85116366.54,,94.53,0.0,,0.0,,0.0
2014-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9008867.0,81558785.53,,94.2,0.0,,0.0,,0.0
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9055542.0,83248686.56,,93.83,0.0,,0.0,,0.0
2014-11-27,71393.0,652577.58,0.05,0.43,0.05,0.75,0.0,228515.95,71393.0,25000.0,652577.58,,,,,,25000.0,,,,,,,,,0.26,71393.0,,0.75,,,,4.16,0.77,1643465.0,15022318.83,,17.27,4.16,35.02,0.5449,64.98,0.0077
2014-11-28,25000.0,224798.47,0.02,0.15,0.02,0.26,0.0,224798.47,25000.0,25000.0,224798.47,,,,,,,,0.49,,46393.0,,,,,,,,0.26,,,,3.35,0.26,721209.0,6485067.15,,7.55,3.35,,1.0,100.0,0.0026
2014-12-01,26000.0,238566.28,0.02,0.16,0.02,0.27,0.0,229390.66,26000.0,25000.0,238566.28,,,,,,,,,,,,,,,,1000.0,,0.27,,,,3.48,0.27,721209.0,6617544.2,,7.41,3.48,3.84,0.9261,96.16,0.0027
2014-12-02,26000.0,240613.08,0.02,0.16,0.02,0.27,0.0,231358.74,26000.0,25000.0,240613.08,,,,,,,,,,,,,,,,,,0.27,,,,3.48,0.27,721209.0,6674320.08,,7.57,3.48,3.87,0.9255,96.13,0.0027
2014-12-03,26000.0,245388.96,0.02,0.16,0.02,0.28,0.0,235950.92,26000.0,25000.0,245388.96,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.27,721209.0,6806797.13,,7.63,3.48,3.87,0.9255,96.13,0.0027
2014-12-04,26000.0,244479.27,0.02,0.16,0.02,0.28,0.0,235076.22,26000.0,25000.0,244479.27,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.27,721209.0,6781563.41,,7.78,3.48,3.83,0.9264,96.17,0.0027
2014-12-05,26000.0,251074.52,0.02,0.16,0.02,0.28,0.0,241417.81,26000.0,25000.0,251074.52,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6967366.3,,7.76,3.48,3.89,0.9252,96.11,0.0027
2014-12-08,26000.0,241067.93,0.02,0.15,0.02,0.29,0.0,231796.09,26000.0,25000.0,241067.93,,,,,,,,,,,,,,,,,,0.29,,,,3.48,0.26,721505.0,6689681.41,,7.97,3.48,3.84,0.9262,96.16,0.0026
2014-12-09,26000.0,239248.55,0.02,0.15,0.02,0.28,0.0,230046.68,26000.0,25000.0,239248.55,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6639193.25,,7.65,3.48,3.82,0.9265,96.18,0.0026
2014-12-10,26000.0,244479.27,0.02,0.15,0.02,0.27,0.0,235076.22,26000.0,25000.0,244479.27,,,,,,,,,,,,,,,,,,0.27,,,,3.48,0.26,721505.0,6784346.71,,7.59,3.48,3.84,0.9262,96.16,0.0026
2014-12-11,26000.0,245616.38,0.02,0.16,0.02,0.28,0.0,236169.6,26000.0,25000.0,245616.38,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6815901.81,,7.76,3.48,3.85,0.926,96.15,0.0026
2014-12-12,26000.0,245616.38,0.02,0.15,0.02,0.28,0.0,236169.6,26000.0,25000.0,245616.38,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6815901.81,,7.79,3.48,3.82,0.9265,96.18,0.0026
2014-12-15,26000.0,244024.42,0.02,0.16,0.02,0.28,0.0,234638.87,26000.0,25000.0,244024.42,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6771724.67,,7.79,3.48,3.85,0.9259,96.15,0.0026
2014-12-16,26000.0,238793.7,0.02,0.16,0.02,0.28,0.0,229609.33,26000.0,25000.0,238793.7,,,,,,,,,,,,,,,,,,0.28,,,,3.48,0.26,721505.0,6626571.21,,7.74,3.48,3.82,0.9265,96.18,0.0026
2014-12-17,42000.0,389417.42,0.03,0.24,0.03,0.44,0.0,231796.09,42000.0,25000.0,389417.42,,,,,,,,,,,,,,,,16000.0,,0.44,,,,0.42,0.42,9942365.0,92184051.82,,105.92,0.42,38.4,0.4985,59.2,0.0042
2014-12-18,53000.0,498825.18,0.03,0.29,0.03,0.57,0.0,235294.9,53000.0,25000.0,498825.18,,,12000.0,,,,,0.01,,1000.0,,,,12000.0,,,,0.57,,,,0.53,0.53,9910355.0,93274237.62,,106.3,0.53,46.81,0.502,53.19,0.0053
2014-12-19,53000.0,495116.44,0.03,0.29,0.03,0.57,0.0,233545.49,53000.0,25000.0,495116.44,,,,,,,,,,,,,,,,,,0.57,,,,0.53,0.53,9889245.0,92383543.05,,106.28,0.53,47.29,0.5015,52.71,0.0053
2014-12-22,53909.0,501721.98,0.03,0.27,0.03,0.58,0.0,493262.07,53909.0,53000.0,501721.98,,,,,,28000.0,,,,,,,,,0.3,909.0,,0.58,,,,6.07,0.54,834132.0,7763126.01,,8.91,6.07,46.41,0.485,51.9,0.0054
2014-12-23,53909.0,522469.88,0.03,0.27,0.03,0.59,0.0,513660.13,53909.0,53000.0,522469.88,,,,,,,,,,,,,,,,,,0.59,,,,0.57,0.57,9351702.0,90633895.08,,100.94,0.58,45.41,0.4867,52.93,0.0057
2014-12-24,33909.0,323297.02,0.02,0.17,0.02,0.37,0.0,314630.39,33909.0,33000.0,323297.02,,,,,,5000.0,,0.21,,20000.0,,,,,0.06,,25000.0,0.37,0.27,,,3.82,0.36,854132.0,8143511.54,,9.44,3.78,15.55,0.6934,81.76,0.0036
2014-12-25,33909.0,323297.02,0.02,0.17,0.02,0.37,0.0,314630.39,33909.0,33000.0,323297.02,,,,,,,,,,,,,,,,,,0.37,,,,3.82,0.36,854132.0,8143511.54,,9.31,3.82,15.56,0.6933,81.75,0.0036
2014-12-26,33909.0,323297.02,0.02,0.17,0.02,0.37,0.0,314630.39,33909.0,33000.0,323297.02,,,,,,,,,,,,,,,,,,0.37,,,,3.82,0.37,854132.0,8143511.54,,9.31,3.82,15.58,0.6936,81.77,0.0037
2014-12-29,33909.0,324780.04,0.02,0.17,0.02,0.37,0.0,316073.64,33909.0,33000.0,324780.04,,,,,,,,,,,,,,,,,,0.37,,,,3.88,0.37,840132.0,8046775.24,,9.17,3.9,15.27,0.6978,82.09,0.0037
2014-12-30,33909.0,322852.12,0.02,0.17,0.02,0.37,0.0,314197.41,33909.0,33000.0,322852.12,,,,,,,,,,,,,,,,,,0.37,,,,3.82,0.35,854132.0,8132304.87,,9.35,3.8,15.38,0.6957,81.94,0.0035
2014-12-31,33909.0,325669.84,0.02,0.18,0.02,0.38,0.0,316939.6,33909.0,33000.0,325669.84,,,,,,,,,,,,,,,,,,0.37,,,,3.82,0.35,854132.0,8203280.43,,9.31,3.84,15.22,0.6985,82.13,0.0035
2015-01-01,33909.0,325669.84,0.02,0.18,0.02,0.38,0.0,316939.6,33909.0,33000.0,325669.84,,,,,,,,,,,,,,,,,,0.37,,,,3.82,0.35,854132.0,8203280.43,,9.38,3.82,15.19,0.6987,82.15,0.0035
2015-01-02,33909.0,331750.2,0.02,0.18,0.02,0.38,0.0,322856.96,33909.0,33000.0,331750.2,,,,,,,,,,,,,,,,,,0.38,,,,3.82,0.36,854132.0,8356438.21,,9.34,3.89,15.09,0.7004,82.28,0.0036
2015-01-05,5909.0,56983.98,0.0,0.03,0.0,0.07,0.0,48217.96,5909.0,5000.0,56983.98,,,,,,,,0.31,,28000.0,,,,,,,28000.0,0.07,0.31,,,0.79,0.06,741801.0,7153626.11,,8.3,0.79,14.86,0.747,85.14,0.0006
2015-01-06,5909.0,57888.49,0.0,0.03,0.0,0.07,0.0,48983.32,5909.0,5000.0,57888.49,,,,,,,,,,,,,,,,,,0.07,,,,0.79,0.06,741801.0,7267175.73,,8.18,0.79,14.81,0.7477,85.19,0.0006
2015-01-07,6409.0,62618.65,0.0,0.03,0.0,0.07,0.0,48852.12,6409.0,5000.0,62618.65,,,,,,,,,,,,,,,,500.0,,0.07,,,,0.72,0.06,881063.0,8608358.83,,9.86,0.72,21.2,0.6659,78.8,0.0006
2015-01-08,6409.0,62646.68,0.0,0.03,0.0,0.07,0.0,48873.99,6409.0,5000.0,62646.68,,,,,,,,,,,,,,,,,,0.07,,,,0.72,0.06,881632.0,8617774.03,,9.85,0.72,21.13,0.6667,78.87,0.0006
2015-01-09,6409.0,62114.11,0.0,0.03,0.0,0.07,0.0,48458.5,6409.0,5000.0,62114.11,,,,,,,,,,,,,,,,,,0.07,,,,0.72,0.06,881063.0,8538998.73,,9.83,0.72,21.06,0.6675,78.94,0.0006
2015-01-12,6409.0,61105.03,0.0,0.04,0.0,0.07,0.0,47671.27,6409.0,5000.0,61105.03,,,,,,,,,,,,,,,,,,0.07,,,,0.72,0.06,881063.0,8400278.53,,9.73,0.72,21.05,0.6676,78.95,0.0006
2015-01-13,7409.0,70412.47,0.0,0.05,0.0,0.08,0.0,47518.2,7409.0,5000.0,70412.47,,,1000.0,,,,,,,,,,,1000.0,,,,0.08,,,,0.83,0.07,880063.0,8363801.52,,9.59,0.84,18.42,0.5206,68.53,0.0007
2015-01-14,7409.0,70412.47,0.0,0.05,0.0,0.08,0.0,47518.2,7409.0,5000.0,70412.47,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.07,880063.0,8363801.52,,9.56,0.83,18.35,0.5216,68.62,0.0007
2015-01-15,7409.0,70509.68,0.0,0.05,0.0,0.08,0.0,47583.8,7409.0,5000.0,70509.68,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.07,880063.0,8375348.42,,9.56,0.84,18.52,0.5198,68.44,0.0007
2015-01-16,7409.0,71092.94,0.0,0.05,0.0,0.08,0.0,47977.42,7409.0,5000.0,71092.94,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.07,880063.0,8444629.79,,9.58,0.83,18.43,0.5205,68.52,0.0007
2015-01-19,7409.0,70639.29,0.0,0.05,0.0,0.08,0.0,47671.27,7409.0,5000.0,70639.29,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550333.0,5247014.67,,6.03,1.33,18.47,0.5184,68.32,0.0007
2015-01-20,7409.0,70639.29,0.0,0.05,0.0,0.08,0.0,47671.27,7409.0,5000.0,70639.29,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550333.0,5247014.67,,6.0,1.33,18.47,0.5201,68.48,0.0007
2015-01-21,7409.0,69796.8,0.0,0.05,0.0,0.08,0.0,47102.71,7409.0,5000.0,69796.8,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550333.0,5184435.6,,5.98,1.33,18.29,0.5217,68.64,0.0007
2015-01-22,7409.0,69894.01,0.0,0.05,0.0,0.08,0.0,47168.32,7409.0,5000.0,69894.01,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550476.0,5193005.27,,5.94,1.33,18.61,0.519,68.37,0.0007
2015-01-23,7409.0,70639.29,0.0,0.05,0.0,0.08,0.0,47671.27,7409.0,5000.0,70639.29,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5247357.9,,5.96,1.33,18.65,0.5187,68.33,0.0007
2015-01-26,7409.0,71967.83,0.0,0.05,0.0,0.08,0.0,48567.84,7409.0,5000.0,71967.83,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5346046.74,,6.03,1.32,18.51,0.5198,68.45,0.0007
2015-01-27,7409.0,71578.99,0.0,0.05,0.0,0.08,0.0,48305.43,7409.0,5000.0,71578.99,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5317162.21,,6.11,1.33,18.27,0.5218,68.66,0.0007
2015-01-28,7409.0,71287.36,0.0,0.05,0.0,0.08,0.0,48108.62,7409.0,5000.0,71287.36,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5295498.8,,6.08,1.33,18.49,0.52,68.47,0.0007
2015-01-29,7409.0,70963.32,0.0,0.05,0.0,0.08,0.0,47889.95,7409.0,5000.0,70963.32,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5271428.35,,6.05,1.33,18.4,0.5208,68.55,0.0007
2015-01-30,7409.0,70153.24,0.0,0.05,0.0,0.08,0.0,47343.26,7409.0,5000.0,70153.24,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5211252.23,,6.01,1.33,18.38,0.5209,68.56,0.0007
2015-02-02,7409.0,72518.68,0.0,0.05,0.0,0.08,0.0,48939.59,7409.0,5000.0,72518.68,,,,,,,,,,,,,,,,,,0.08,,,,1.33,0.07,550369.0,5386966.51,,6.01,1.32,18.52,0.5197,68.44,0.0007
2015-02-03,6409.0,63067.12,0.0,0.05,0.0,0.07,0.0,49202.0,6409.0,5000.0,63067.12,,,,,,,,0.01,,1000.0,,,,,,,,0.07,,,,4.38,0.06,139831.0,1375992.96,,1.57,4.37,21.6,0.6613,78.4,0.0006
2015-02-04,6409.0,62702.74,0.0,0.05,0.0,0.08,0.0,48917.72,6409.0,5000.0,62702.74,,,,,,,,,,,,,,,,,,0.07,,,,4.38,0.06,139831.0,1368042.78,,1.57,4.38,21.26,0.6652,78.74,0.0006
2015-02-05,24532.0,240546.36,0.02,0.19,0.02,0.28,0.0,49027.06,24532.0,5000.0,240546.36,,,18123.0,,,,,,,,,,,18123.0,,,,0.27,,,,0.24,0.24,10154141.0,99565533.99,,112.43,0.24,21.22,0.6657,78.78,0.0024
2015-02-06,24532.0,237434.92,0.02,0.2,0.02,0.28,0.0,48392.9,24532.0,5000.0,237434.92,,,,,,,,,,,,,,,,,,0.27,,,,0.24,0.24,10150218.0,98239696.73,,112.36,0.24,21.36,0.664,78.64,0.0024
2015-02-09,24532.0,240975.53,0.02,0.2,0.02,0.27,0.0,0.0,24532.0,0.0,240975.53,,,,,,,,,,,,,,,,,5000.0,0.27,0.06,,,0.24,0.24,10120955.0,99417188.03,,111.69,0.25,20.13,0.6784,79.87,0.0024
2015-02-10,19532.0,190579.65,0.01,0.15,0.01,0.22,0.0,0.0,19532.0,0.0,190579.65,,,,,,,,0.06,,5000.0,,,,,,,,0.22,,,,0.19,0.19,10145603.0,98993724.41,,112.51,0.2,,1.0,100.0,0.0019
2015-02-11,19532.0,193654.89,0.01,0.16,0.01,0.22,0.0,0.0,19532.0,0.0,193654.89,,,,,,,,,,,,,,,,,,0.22,,,,0.19,0.19,10152216.0,100656679.3,,112.57,0.2,,1.0,100.0,0.0019
2015-02-12,19532.0,198011.48,0.01,0.15,0.01,0.23,0.0,0.0,19532.0,0.0,198011.48,,,,,,,,,,,,,,,,,,0.23,,,,0.19,0.19,10083016.0,102219585.91,,112.95,0.2,,1.0,100.0,0.0019
2015-02-13,19532.0,203478.58,0.02,0.15,0.01,0.23,0.0,0.0,19532.0,0.0,203478.58,,,,,,,,,,,,,,,,,,0.23,,,,0.19,0.19,10178771.0,106039416.75,,115.67,0.2,,1.0,100.0,0.0019
2015-02-16,19532.0,203478.58,0.02,0.14,0.01,0.23,0.0,0.0,19532.0,0.0,203478.58,,,,,,,,,,,,,,,,,,0.23,,,,0.19,0.19,10106678.0,105288373.26,,116.3,0.2,,1.0,100.0,0.0019
2015-02-17,19532.0,201599.27,0.02,0.15,0.01,0.23,0.0,0.0,19532.0,0.0,201599.27,,,,,,,,,,,,,,,,,,0.23,,,,0.19,0.19,10107561.0,104325050.43,,120.19,0.19,,1.0,100.0,0.0019
2015-02-18,19532.0,192031.84,0.02,0.15,0.01,0.22,0.0,0.0,19532.0,0.0,192031.84,,,,,,,,,,,,,,,,,,0.22,,,,0.2,0.2,9951474.0,97839437.89,,116.86,0.19,,1.0,100.0,0.002
2015-02-19,19532.0,190579.65,0.02,0.11,0.01,0.22,0.0,0.0,19532.0,0.0,190579.65,,,,,,,,,,,,,,,,,,0.22,,,,0.2,0.2,9917363.0,96766717.53,,114.1,0.19,,1.0,100.0,0.002
2015-02-20,19532.0,193569.47,0.02,0.1,0.01,0.22,0.0,0.0,19532.0,0.0,193569.47,,,,,,,,,,,,,,,,,,0.22,,,,0.2,0.2,9927897.0,98389192.82,,114.21,0.19,,1.0,100.0,0.002
2015-02-23,19532.0,181695.61,0.02,0.08,0.01,0.21,0.0,0.0,19532.0,0.0,181695.61,,,,,,,,,,,,,,,,,,0.21,,,,0.19,0.19,10465220.0,97352269.82,,119.61,0.17,,1.0,100.0,0.0019
2015-02-24,44595.0,416988.52,0.05,0.17,0.03,0.48,0.0,234353.25,24453.0,25063.0,228649.41,,,,,,25063.0,,,,,,,,,0.27,4921.0,,0.26,,,,0.22,0.22,11025508.0,103094747.41,,122.83,0.21,43.83,0.5076,56.17,0.004
2015-02-25,142192.0,1340147.7,0.15,0.52,0.09,1.52,0.0,1156060.24,122050.0,122660.0,1150311.04,,,87982.0,1.04,,,,,97597.0,,,,1.04,87982.0,,9615.0,,1.31,,,,0.94,0.94,12852070.0,121129684.53,,142.78,0.91,13.83,0.7617,86.17,0.011
2015-02-26,168994.0,1608275.35,0.18,0.61,0.11,1.86,0.0,1422393.99,148852.0,149462.0,1416588.77,,,12238.0,,,26802.0,,,,,,,,12238.0,0.31,14564.0,,1.62,,,,1.15,1.15,12769189.0,121521308.02,,143.04,1.12,11.43,0.7975,88.57,0.0131
2015-02-27,202720.0,1907072.65,0.22,0.69,0.13,2.23,0.0,1723326.88,182578.0,183188.0,1717588.35,,,33726.0,0.37,,,,,33726.0,,,,0.37,33726.0,,,,1.97,,,,100.0,1.42,0.0,0.0,,0.0,100.0,9.45,0.8289,90.55,0.0158
2015-03-02,322720.0,2958335.25,0.35,1.09,0.21,3.49,0.0,1679262.26,302578.0,183188.0,2773695.97,,,,,,,,,,,,,,,,120000.0,,3.22,,,,32.2,2.35,637125.0,5840447.9,,6.85,31.94,36.97,0.4668,57.15,0.0251
2015-03-03,322720.0,2934341.12,0.35,1.07,0.21,3.4,0.0,1665642.29,302578.0,183188.0,2751199.39,,,,,,,,,,,,,,,,,,3.16,,,,32.2,2.35,637125.0,5793077.86,,6.68,32.12,36.99,0.4657,57.04,0.0251
2015-03-04,322720.0,2952689.57,0.35,1.06,0.21,3.39,0.0,1676057.57,302578.0,183188.0,2768402.66,,,,,,,,,,,,,,,,,,3.16,,,,32.13,2.35,639045.0,5846868.83,,6.64,32.21,36.79,0.4661,57.2,0.0251
2015-03-05,322720.0,2997855.0,0.35,0.99,0.21,3.4,0.0,1701695.16,302578.0,183188.0,2810749.16,,,,,,,,,,,,,,,,,,3.19,,,,32.13,2.35,639045.0,5936304.68,,6.68,32.3,36.9,0.4649,57.01,0.0251
2015-03-06,322720.0,2945632.48,0.35,0.97,0.21,3.48,0.0,1672051.69,302578.0,183188.0,2761786.02,,,,,,,,,,,,,,,,,,3.19,,,,32.13,2.34,639045.0,5832894.48,,6.79,32.0,36.65,0.4681,57.47,0.025
2015-03-09,322720.0,2949866.73,0.35,0.97,0.21,3.39,0.0,1674455.22,302578.0,183188.0,2765756.0,,,,,,,,,,,,,,,,,,3.16,,,,32.13,2.32,639045.0,5841279.09,,6.67,32.14,36.99,0.4652,56.99,0.0248
2015-03-10,322720.0,2900467.05,0.35,0.98,0.21,3.41,0.0,1646414.1,302578.0,183188.0,2719439.51,,,,,,,,,,,,,,,,,,3.14,,,,32.11,2.32,639745.0,5749749.92,,6.69,31.97,36.75,0.4675,57.36,0.0248
2015-03-11,322720.0,2963980.93,0.35,0.95,0.21,3.37,0.0,1682466.96,302578.0,183188.0,2778989.28,,,,,,,,,,,,,,,,,,3.15,,,,29.03,2.31,739745.0,6794094.18,,7.6,29.31,36.58,0.4661,57.32,0.0246
2015-03-12,322720.0,2968215.19,0.35,0.93,0.21,3.4,0.0,1684870.49,302578.0,183188.0,2782959.27,,,,,,,,,,,,,,,,,,3.17,,,,29.03,2.31,739745.0,6803800.02,,7.77,29.01,37.08,0.4648,56.89,0.0246
2015-03-13,322720.0,2997855.0,0.35,0.9,0.21,3.44,0.0,1701695.16,302578.0,183188.0,2810749.16,,,,,,,,,,,,,,,,,,3.2,,,,29.03,2.31,739745.0,6871740.97,,7.78,29.18,36.7,0.4661,57.25,0.0246
2015-03-16,322720.0,3045843.26,0.35,0.9,0.21,3.44,0.0,1728935.1,302578.0,183188.0,2855742.32,,,,,,,,,,,,,,,,,,3.24,,,,29.03,2.31,739745.0,6981740.59,,7.86,29.19,37.05,0.4639,56.83,0.0246
2015-03-17,322720.0,3026083.39,0.35,0.9,0.21,3.5,0.0,1717718.65,302578.0,183188.0,2837215.73,,,,,,,,,,,,,,,,,,3.25,,,,29.03,2.3,739745.0,6936446.62,,7.98,28.97,37.02,0.4654,56.98,0.0246
2015-03-18,322720.0,2992209.32,0.35,0.92,0.21,3.42,0.0,1698490.46,302578.0,183188.0,2805455.85,,,,,,,,,,,,,,,,,,3.18,,,,29.03,2.3,739745.0,6858799.83,,7.93,28.65,37.57,0.464,56.51,0.0246
2015-03-19,522720.0,4839719.64,0.57,1.48,0.33,5.55,0.0,1696086.93,502578.0,183188.0,4653230.45,,,200000.0,,,,,,,,,,,200000.0,,,,5.32,,,,48.18,3.8,540470.0,5004061.98,,5.73,48.15,35.22,0.3235,38.17,0.0395
2015-03-20,595720.0,5513001.03,0.65,1.65,0.38,6.28,0.0,1695285.76,575578.0,183188.0,5326599.92,,,73000.0,,,,,,,,,,,73000.0,,,,6.08,,,,55.18,4.35,467470.0,4326130.72,,4.95,55.14,30.52,0.3466,45.99,0.0451
2015-03-23,595720.0,5575530.34,0.65,1.63,0.38,6.3,0.0,1714513.95,575578.0,183188.0,5387015.05,,,,,,,,,,,,,,,,,,6.1,,,,55.18,4.31,467470.0,4375198.36,,4.95,55.22,30.65,0.3462,45.88,0.0446
