,BXX FP Equity_DX_SI_QTY,BXX FP Equity_DX_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BXX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BXX FP Equity_DX_SI_MV,BXX FP Equity_DX_DSS,BXX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY,BXX FP Equity_DX_BROKER_SI_QTY,BXX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BXX FP Equity_DX_BROKER_SI_MV_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_x,BXX FP Equity_DX_BROKER_SI_MV_INC_x,BXX FP Equity_DX_SUPPLY_SI_MV_NEW,BXX FP Equity_DX_BROKER_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_NEW,BXX FP Equity_DX_SUPPLY_SI_MV_DEC,BXX FP Equity_DX_BROKER_SI_QTY_INC,BXX FP Equity_DX_SUPPLY_SI_QTY_DEC,BXX FP Equity_DX_BROKER_SI_MV_NEW_y,BXX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BXX FP Equity_DX_BROKER_SI_MV_INC_y,BXX FP Equity_DX_SUPPLY_SI_QTY_INC_y,BXX FP Equity_DX_BROKER_SI_MV_ADD,BXX FP Equity_DX_SUPPLY_SI_QTY_ADD,BXX FP Equity_DX_BROKER_SI_QTY_DEC,BXX FP Equity_DX_SUPPLY_SI_MV,BXX FP Equity_DX_BROKER_SI_MV_DEC,BXX FP Equity_DX_SUPPLY_SI_MV_RMV,BXX FP Equity_DX_BROKER_SI_MV_RMV,BXX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BXX FP Equity_DX_UTILIZATION_QUANTITY,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BXX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BXX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BXX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BXX FP Equity_DX_ACTIVE_UTILIZATION_MV,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BXX FP Equity_DX_BROKER_SI_CON_RATIO,BXX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BXX FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-12-28,45688.0,950538.84,0.62,1.33,0.95,,501275.67,21594.0,24094.0,449263.17,,,,,,,,,,,,,,,,,,0.44,,,,100.0,45.75,0.0,0.0,,0.0,100.0,45.87,0.5034,54.13,0.968
2012-12-31,45688.0,950538.84,0.61,1.33,0.96,,501275.67,21594.0,24094.0,449263.17,,,,,,,,,,,,,,,,,,0.45,,,,100.0,45.75,0.0,0.0,,0.0,100.0,46.59,0.5023,53.41,0.968
2013-01-01,45688.0,950538.84,0.63,1.33,0.95,,501275.67,21594.0,24094.0,449263.17,,,,,,,,,,,,,,,,,,0.43,,,,100.0,50.87,0.0,0.0,,0.0,100.0,45.69,0.5037,54.31,1.0763
2013-01-02,45688.0,888631.6,0.63,1.33,0.95,,468628.3,21594.0,24094.0,420003.3,,,,,,,,,,,,,,,,,,0.43,,,,100.0,50.87,0.0,0.0,,0.0,100.0,45.69,0.5037,54.31,1.0763
2013-01-03,45688.0,891601.32,0.61,1.33,0.93,,470194.41,21594.0,24094.0,421406.91,,,,,,,,,,,,,,,,,,0.42,,,,100.0,50.87,0.0,0.0,,0.0,100.0,44.91,0.5052,55.09,1.0763
2013-01-04,45688.0,887717.84,0.62,1.33,0.94,,468146.42,21594.0,24094.0,419571.42,,,,,,,,,,,,,,,,,,0.42,,,,100.0,50.87,0.0,0.0,,0.0,100.0,45.0,0.505,55.0,1.0763
2013-01-07,45688.0,895713.24,0.62,1.33,0.94,,472362.87,21594.0,24094.0,423350.37,,,,,,,,,,,,,,,,,,0.42,,,,100.0,50.87,0.0,0.0,,0.0,100.0,44.89,0.5052,55.11,1.0763
2013-01-08,45688.0,897312.32,0.63,1.43,0.94,,473206.16,21594.0,24094.0,424106.16,,,,,,,,,,,,,,,,,,0.42,,,,100.0,50.87,0.0,0.0,,0.0,100.0,45.11,0.5048,54.89,1.0763
2013-01-09,38188.0,741801.9,0.53,1.2,0.78,,370900.95,19094.0,19094.0,370900.95,,,,,,,,0.05,,2500.0,,,,,,,5000.0,0.37,0.11,,,100.0,44.98,0.0,0.0,,0.0,100.0,47.88,0.5009,52.12,0.8996
2013-01-10,40688.0,789347.2,0.56,1.28,0.83,,418923.6,19094.0,21594.0,370423.6,,,,0.06,,,,,2500.0,,,,0.06,,,,,0.37,,,,100.0,44.98,0.0,0.0,,0.0,100.0,44.55,0.5059,55.45,0.9585
2013-01-11,40688.0,784261.2,0.52,1.32,0.83,,416224.35,19094.0,21594.0,368036.85,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,44.52,0.506,55.48,1.0109
2013-01-14,40688.0,784464.64,0.59,1.32,0.83,,416332.32,19094.0,21594.0,368132.32,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,44.36,0.5064,55.64,1.0109
2013-01-15,40688.0,791991.92,0.6,1.3,0.83,,420327.21,19094.0,21594.0,371664.71,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,44.36,0.5064,55.64,1.0109
2013-01-16,40688.0,791381.6,0.77,1.3,0.83,,420003.3,19094.0,21594.0,371378.3,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,44.6,0.5058,55.4,1.0109
2013-01-17,39688.0,763597.12,0.83,1.23,0.81,,396228.56,19094.0,20594.0,367368.56,,,,,,,,,,,,,,,,,1000.0,0.37,0.02,,,100.0,47.44,0.0,0.0,,0.0,100.0,45.75,0.5036,54.25,0.986
2013-01-18,39688.0,767764.36,0.84,1.22,0.81,,398390.93,19094.0,20594.0,369373.43,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,45.49,0.5041,54.51,0.986
2013-01-21,39688.0,757643.92,0.81,1.22,0.81,,393139.46,19094.0,20594.0,364504.46,,,,,,,,,,,,,,,,,,0.37,,,,100.0,47.44,0.0,0.0,,0.0,100.0,45.62,0.5038,54.38,0.986
2013-01-22,39688.0,762803.36,0.81,1.22,0.81,,395816.68,19094.0,20594.0,366986.68,,,,,,,,,,,,,,,,,,0.36,,,,100.0,43.15,0.0,0.0,,0.0,100.0,45.29,0.5044,54.71,0.8969
2013-01-23,39688.0,767962.8,0.82,1.22,0.81,,398493.9,19094.0,20594.0,369468.9,,,,,,,,,,,,,,,,,,0.37,,,,100.0,44.3,0.0,0.0,,0.0,100.0,45.46,0.5041,54.54,0.9208
2013-01-24,27688.0,528702.36,0.6,0.85,0.57,,278672.43,13094.0,14594.0,250029.93,,,,,,,,0.11,,6000.0,,,,,,,6000.0,0.25,0.13,,,100.0,29.59,0.0,0.0,,0.0,100.0,44.81,0.5054,55.19,0.6257
2013-01-25,27688.0,521226.6,0.61,0.85,0.56,,274732.05,13094.0,14594.0,246494.55,,,,,,,,,,,,,,,,,,0.25,,,,100.0,34.23,0.0,0.0,,0.0,100.0,44.49,0.5061,55.51,0.7239
2013-01-28,27688.0,519703.76,0.61,0.85,0.56,,273929.38,13094.0,14594.0,245774.38,,,,,,,,,,,,,,,,,,0.25,,,,100.0,38.23,0.0,0.0,,0.0,100.0,44.13,0.5069,55.87,0.8084
2013-01-29,27688.0,517904.04,0.62,0.85,0.56,,272980.77,13094.0,14594.0,244923.27,,,,,,,,,,,,,,,,,,0.25,,,,100.0,38.23,0.0,0.0,,0.0,100.0,44.06,0.5071,55.94,0.8084
2013-01-30,27688.0,524272.28,0.61,0.85,0.56,,276337.39,13094.0,14594.0,247934.89,,,,,,,,,,,,,,,,,,0.24,,,,100.0,38.23,0.0,0.0,,0.0,100.0,43.98,0.5073,56.02,0.8084
2013-01-31,27688.0,535762.8,0.59,0.83,0.56,,282393.9,13094.0,14594.0,253368.9,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.28,0.5065,55.72,1.1187
2013-02-01,27688.0,533270.88,0.57,0.78,0.56,,281080.44,13094.0,14594.0,252190.44,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.81,0.5054,55.19,1.1187
2013-02-04,29188.0,595581.14,0.61,0.83,0.59,,328398.07,13094.0,16094.0,267183.07,,,,,,1500.0,,,,,,,,,0.03,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,42.52,0.4599,52.61,1.1793
2013-02-05,29188.0,586386.92,0.58,0.83,0.61,,323328.46,13094.0,16094.0,263058.46,,,,,,,,,,,,,,,,,,0.27,,,,100.0,52.91,0.0,0.0,,0.0,100.0,43.81,0.4563,51.17,1.1793
2013-02-06,29188.0,599375.58,0.53,0.83,0.61,,330490.29,13094.0,16094.0,268885.29,,,,,,,,,,,,,,,,,,0.26,,,,100.0,52.91,0.0,0.0,,0.0,100.0,43.47,0.4572,51.56,1.1793
2013-02-07,36188.0,754881.68,0.62,1.03,0.75,,481740.84,13094.0,23094.0,273140.84,,,,0.14,,,,,7000.0,,,,0.14,,,,,0.27,,,,100.0,52.91,0.0,0.0,,0.0,100.0,35.74,0.4914,60.17,1.4621
2013-02-08,43188.0,880387.38,0.63,1.27,0.9,,470771.19,20094.0,23094.0,409616.19,,,,,,,,,,,,,,,,7000.0,,0.42,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.1,0.4899,59.83,1.745
2013-02-11,41688.0,852519.6,0.6,1.23,0.86,,441597.3,20094.0,21594.0,410922.3,,,,,,,,,,,,,,,,,1500.0,0.41,0.03,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.09,0.5333,62.91,1.6844
2013-02-12,41688.0,836886.6,0.59,1.23,0.86,,433499.55,20094.0,21594.0,403387.05,,,,,,,,,,,,,,,,,,0.41,,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.17,0.5329,62.83,1.6844
2013-02-13,41688.0,831884.04,0.57,1.31,0.86,,430908.27,20094.0,21594.0,400975.77,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.74,0.5352,63.26,1.6844
2013-02-14,41688.0,843973.56,0.59,1.37,0.86,,437170.53,20094.0,21594.0,406803.03,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.6,0.5359,63.4,1.6844
2013-02-15,41688.0,857939.04,0.58,1.37,0.86,,444404.52,20094.0,21594.0,413534.52,,,,,,,,,,,,,,,,,,0.41,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.93,0.5341,63.07,1.6844
2013-02-18,41688.0,855020.88,0.58,1.37,0.87,,442892.94,20094.0,21594.0,412127.94,,,,,,,,,,,,,,,,,,0.41,,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.32,0.5322,62.68,1.6844
2013-02-19,41688.0,825839.28,0.59,1.37,0.86,,427777.14,20094.0,21594.0,398062.14,,,,,,,,,,,,,,,,,,0.41,,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.24,0.5326,62.76,1.6844
2013-02-20,41688.0,840430.08,0.54,1.43,0.85,,435335.04,20094.0,21594.0,405095.04,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.43,0.5368,63.57,1.6844
2013-02-21,41688.0,878366.16,0.53,1.43,0.86,,454985.58,20094.0,21594.0,423380.58,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.84,0.5347,63.16,1.6844
2013-02-22,41688.0,843765.12,0.54,1.43,0.87,,437062.56,20094.0,21594.0,406702.56,,,,,,,,,,,,,,,,,,0.42,,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.87,0.5294,62.13,1.6844
2013-02-25,41688.0,830008.08,0.54,1.43,0.85,,429936.54,20094.0,21594.0,400071.54,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.93,0.5342,63.07,1.6844
2013-02-26,41688.0,881492.76,0.48,1.33,0.85,,456605.13,20094.0,21594.0,424887.63,,,,,,,,,,,,,,,,,,0.4,,,,100.0,81.19,0.0,0.0,,0.0,100.0,36.55,0.5362,63.45,1.6844
2013-02-27,41688.0,853353.36,0.47,1.15,0.88,,442029.18,20094.0,21594.0,411324.18,,,,,,,,,,,,,,,,,,0.43,,,,100.0,81.19,0.0,0.0,,0.0,100.0,37.95,0.529,62.05,1.6844
2013-02-28,34688.0,697749.12,0.39,0.96,0.72,,434363.31,13094.0,21594.0,263385.81,,,,,,,,0.15,,7000.0,,,,,,,,0.27,,,,100.0,52.91,0.0,0.0,,0.0,100.0,37.19,0.5328,62.81,1.4015
2013-03-01,27688.0,563727.68,0.31,0.76,0.57,,297133.84,13094.0,14594.0,266593.84,,,,,,,,,,,,,,,,,7000.0,0.26,0.14,,,100.0,52.91,0.0,0.0,,0.0,100.0,45.77,0.5036,54.23,1.1187
2013-03-04,27688.0,562481.72,0.31,0.76,0.58,,296477.11,13094.0,14594.0,266004.61,,,,,,,,,,,,,,,,,,0.27,,,,100.0,52.91,0.0,0.0,,0.0,100.0,46.07,0.5031,53.93,1.1187
2013-03-05,27688.0,535762.8,0.31,0.82,0.58,,282393.9,13094.0,14594.0,253368.9,,,,,,,,,,,,,,,,,,0.27,,,,100.0,52.91,0.0,0.0,,0.0,100.0,46.02,0.5032,53.98,1.1187
2013-03-06,27688.0,536455.0,0.3,0.82,0.56,,282758.75,13094.0,14594.0,253696.25,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.81,0.5054,55.19,1.1187
2013-03-07,27688.0,532440.24,0.29,0.82,0.57,,280642.62,13094.0,14594.0,251797.62,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.85,0.5053,55.15,1.1187
2013-03-08,27688.0,517904.04,0.29,0.82,0.56,,272980.77,13094.0,14594.0,244923.27,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.66,0.5057,55.34,1.1187
2013-03-11,27688.0,521088.16,0.29,0.82,0.56,,274659.08,13094.0,14594.0,246429.08,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,43.98,0.5073,56.02,1.1187
2013-03-12,27688.0,524272.28,0.3,0.82,0.56,,276337.39,13094.0,14594.0,247934.89,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.13,0.5069,55.87,1.1187
2013-03-13,27688.0,526210.44,0.3,0.82,0.56,,277358.97,13094.0,14594.0,248851.47,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.28,0.5065,55.72,1.1187
2013-03-14,27688.0,511812.68,0.3,0.82,0.56,,269770.09,13094.0,14594.0,242042.59,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.37,0.5063,55.63,1.1187
2013-03-15,27688.0,518457.8,0.32,0.82,0.55,,273272.65,13094.0,14594.0,245185.15,,,,,,,,,,,,,,,,,,0.24,,,,100.0,52.91,0.0,0.0,,0.0,100.0,43.69,0.508,56.31,1.1187
2013-03-18,27688.0,523856.96,0.32,0.8,0.56,,276118.48,13094.0,14594.0,247738.48,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.0,0.5072,56.0,1.1187
2013-03-19,27688.0,537424.08,0.32,0.8,0.56,,283269.54,13094.0,14594.0,254154.54,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,44.26,0.5066,55.74,1.1187
2013-03-20,35688.0,674146.32,0.43,1.03,0.72,,426800.66,13094.0,22594.0,247345.66,,,,,,8000.0,,,,,,,,,0.16,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,35.23,0.3575,43.25,1.4419
2013-03-21,35688.0,685031.16,0.44,0.79,0.71,,433691.83,13094.0,22594.0,251339.33,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,34.81,0.3593,43.92,1.4419
2013-03-22,35688.0,686637.12,0.44,0.79,0.72,,434708.56,13094.0,22594.0,251928.56,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,35.06,0.3582,43.52,1.4419
2013-03-25,35688.0,702518.28,0.42,0.78,0.72,,444762.89,13094.0,22594.0,257755.39,,,,,,,,,,,,,,,,,,0.25,,,,100.0,52.91,0.0,0.0,,0.0,100.0,35.11,0.3582,43.49,1.4419
2013-03-26,27688.0,549468.36,0.31,0.58,0.57,,289617.93,13094.0,14594.0,259850.43,,,,,,,,,,,,,,,,,8000.0,0.26,0.15,,,100.0,52.91,0.0,0.0,,0.0,100.0,45.24,0.5045,54.76,1.1187
2013-03-27,26188.0,529914.18,0.28,0.55,0.54,,264957.09,13094.0,13094.0,264957.09,,,,,,,,,,,,,,,,,1500.0,0.26,0.03,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.14,0.5007,51.86,1.2621
2013-03-28,26188.0,526378.8,0.26,0.55,0.54,,263189.4,13094.0,13094.0,263189.4,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.62,0.5004,51.38,1.2621
2013-03-29,26188.0,526378.8,0.26,0.55,0.54,,263189.4,13094.0,13094.0,263189.4,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.46,0.5005,51.54,1.2621
2013-04-01,26188.0,526378.8,0.26,0.55,0.54,,263189.4,13094.0,13094.0,263189.4,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.46,0.5005,51.54,1.2621
2013-04-02,26188.0,503726.18,0.26,0.55,0.54,,251863.09,13094.0,13094.0,251863.09,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.46,0.5005,51.54,1.2621
2013-04-03,26188.0,518522.4,0.25,0.58,0.53,,259261.2,13094.0,13094.0,259261.2,,,,,,,,,,,,,,,,,,0.25,,,,100.0,63.1,0.0,0.0,,0.0,100.0,47.36,0.5014,52.64,1.2621
2013-04-04,26188.0,525593.16,0.25,0.58,0.54,,262796.58,13094.0,13094.0,262796.58,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.08,0.5007,51.92,1.2621
2013-04-05,26188.0,539734.68,0.26,0.58,0.54,,269867.34,13094.0,13094.0,269867.34,,,,,,,,,,,,,,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.42,0.5005,51.58,1.2621
2013-04-08,26188.0,538032.46,0.24,0.65,0.55,,269016.23,13094.0,13094.0,269016.23,,,,,,,,,,,,,,,,,,0.27,,,,100.0,63.1,0.0,0.0,,0.0,100.0,49.08,0.5002,50.92,1.2621
2013-04-09,26188.0,535937.42,0.24,0.65,0.55,,267968.71,13094.0,13094.0,267968.71,,,,,,,,,,,,,,,,,,0.27,,,,100.0,63.1,0.0,0.0,,0.0,100.0,49.0,0.5002,51.0,1.2621
2013-04-10,26188.0,508832.84,0.23,0.65,0.55,,254416.42,13094.0,13094.0,254416.42,,,,,,,,,,,,,,,,,,0.27,,,,100.0,63.1,0.0,0.0,,0.0,100.0,48.91,0.5002,51.09,1.2621
2013-04-11,26188.0,500583.62,0.24,0.64,0.53,,250291.81,13094.0,13094.0,250291.81,,,,,,,,,,,,,,,,,,0.25,,,,100.0,63.1,0.0,0.0,,0.0,100.0,47.61,0.5011,52.39,1.2621
2013-04-12,26188.0,515903.6,0.24,0.64,0.53,,257951.8,13094.0,13094.0,257951.8,,,,,,,,,,,,,,,,,,0.25,,,,100.0,63.1,0.0,0.0,,0.0,100.0,47.2,0.5016,52.8,1.2621
2013-04-15,66188.0,1313831.8,0.6,1.62,1.32,,1053915.9,13094.0,53094.0,259915.9,,,,,,40000.0,,,,,,,,,0.79,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,21.14,0.4355,59.41,3.1898
2013-04-16,76188.0,1527950.34,0.69,1.75,1.53,,1265350.17,13094.0,63094.0,262600.17,,,,0.21,,,,,10000.0,,,,0.21,,,,,0.26,,,,100.0,63.1,0.0,0.0,,0.0,100.0,18.27,0.4817,64.77,3.6717
2013-04-17,76188.0,1594233.9,0.68,1.75,1.55,,1320241.95,13094.0,63094.0,273991.95,,,,,,,,,,,,,,,,,,0.26,,,,100.0,66.3,0.0,0.0,,0.0,100.0,18.12,0.4828,64.89,3.8576
2013-04-18,76188.0,1592329.2,0.62,1.75,1.6,,1318664.6,13094.0,63094.0,273664.6,,,,,,,,,,,,,,,,,,0.27,,,,100.0,66.3,0.0,0.0,,0.0,100.0,17.49,0.4874,65.38,3.8576
2013-04-19,76188.0,1567187.16,0.6,1.75,1.6,,1297843.58,13094.0,63094.0,269343.58,,,,,,,,,,,,,,,,,,0.27,,,,100.0,66.3,0.0,0.0,,0.0,100.0,17.51,0.4873,65.37,3.8576
2013-04-22,71288.0,1456057.4,0.51,1.64,1.48,,1188612.45,13094.0,58194.0,267444.95,,,,,,,,,,,,,,,,,4900.0,0.27,0.12,,,100.0,66.3,0.0,0.0,,0.0,100.0,18.95,0.4637,62.81,3.6095
2013-04-23,26188.0,501762.08,0.17,0.6,0.55,,250881.04,13094.0,13094.0,250881.04,,,,,,,,,,,,,,,,,45100.0,0.27,0.93,,,100.0,62.5,0.0,0.0,,0.0,100.0,48.86,0.5003,51.14,1.25
2013-04-24,26188.0,486703.98,0.17,0.6,0.53,,243351.99,13094.0,13094.0,243351.99,,,,,,,,,,,,,,,,,,0.25,,,,100.0,62.5,0.0,0.0,,0.0,100.0,47.26,0.5015,52.74,1.25
2013-04-25,26188.0,485525.52,0.16,0.6,0.52,,242762.76,13094.0,13094.0,242762.76,,,,,,,,,,,,,,,,,,0.24,,,,100.0,62.5,0.0,0.0,,0.0,100.0,46.5,0.5024,53.5,1.25
2013-04-26,26188.0,491025.0,0.15,0.6,0.52,,245512.5,13094.0,13094.0,245512.5,,,,,,,,,,,,,,,,,,0.24,,,,100.0,62.5,0.0,0.0,,0.0,100.0,46.44,0.5025,53.56,1.25
2013-04-29,26188.0,476228.78,0.14,0.6,0.53,,238114.39,13094.0,13094.0,238114.39,,,,,,,,,,,,,,,,,,0.25,,,,100.0,62.5,0.0,0.0,,0.0,100.0,46.72,0.5021,53.28,1.25
2013-04-30,26188.0,478716.64,0.13,0.6,0.52,,239358.32,13094.0,13094.0,239358.32,,,,,,,,,,,,,,,,,,0.24,,,,100.0,62.5,0.0,0.0,,0.0,100.0,45.96,0.5033,54.04,1.25
2013-05-01,26188.0,478716.64,0.12,0.6,0.52,,239358.32,13094.0,13094.0,239358.32,,,,,,,,,,,,,,,,,,0.24,,,,100.0,62.5,0.0,0.0,,0.0,100.0,46.09,0.5031,53.91,1.25
2013-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.24,,13094.0,,,,,,,13094.0,0.0,0.28,,,0.0,0.0,20950.0,378566.5,,0.38,0.0,,0.0,,0.0
2013-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,401051.25,,0.41,0.0,,0.0,,0.0
2013-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,403346.25,,0.4,0.0,,0.0,,0.0
2013-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,398412.0,,0.4,0.0,,0.0,,0.0
2013-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,391527.0,,0.4,0.0,,0.0,,0.0
2013-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,392789.25,,0.39,0.0,,0.0,,0.0
2013-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,389920.5,,0.39,0.0,,0.0,,0.0
2013-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,391986.0,,0.39,0.0,,0.0,,0.0
2013-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,386363.25,,0.39,0.0,,0.0,,0.0
2013-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,382461.75,,0.39,0.0,,0.0,,0.0
2013-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,381543.75,,0.38,0.0,,0.0,,0.0
2013-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,378675.0,,0.38,0.0,,0.0,,0.0
2013-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,375117.75,,0.38,0.0,,0.0,,0.0
2013-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,375462.0,,0.37,0.0,,0.0,,0.0
2013-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,371560.5,,0.38,0.0,,0.0,,0.0
2013-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,22950.0,386363.25,,0.37,0.0,,0.0,,0.0
2013-05-24,3500.0,59482.5,0.02,0.08,0.06,,59482.5,0.0,3500.0,0.0,,,,,,3500.0,,,,,,,,,0.06,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1525
2013-05-27,3500.0,58240.0,0.02,0.08,0.06,,58240.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1525
2013-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3500.0,0.0,0.06,,,0.0,0.0,22950.0,370298.25,,0.38,0.0,,0.0,,0.0
2013-05-29,35000.0,583625.0,0.15,0.81,0.57,,583625.0,0.0,35000.0,0.0,,,,,,35000.0,,,,,,,,,0.57,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5251
