,ETL FP Equity_DX_SI_QTY,ETL FP Equity_DX_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ETL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETL FP Equity_DX_SI_MV,ETL FP Equity_DX_DSS,ETL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY,ETL FP Equity_DX_BROKER_SI_QTY,ETL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETL FP Equity_DX_BROKER_SI_MV_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETL FP Equity_DX_BROKER_SI_MV_INC_x,ETL FP Equity_DX_SUPPLY_SI_MV_NEW,ETL FP Equity_DX_BROKER_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_NEW,ETL FP Equity_DX_SUPPLY_SI_MV_DEC,ETL FP Equity_DX_BROKER_SI_QTY_INC,ETL FP Equity_DX_SUPPLY_SI_QTY_DEC,ETL FP Equity_DX_BROKER_SI_MV_NEW_y,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ETL FP Equity_DX_BROKER_SI_MV_INC_y,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETL FP Equity_DX_BROKER_SI_MV_ADD,ETL FP Equity_DX_SUPPLY_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_DEC,ETL FP Equity_DX_SUPPLY_SI_MV,ETL FP Equity_DX_BROKER_SI_MV_DEC,ETL FP Equity_DX_SUPPLY_SI_MV_RMV,ETL FP Equity_DX_BROKER_SI_MV_RMV,ETL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETL FP Equity_DX_UTILIZATION_QUANTITY,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETL FP Equity_DX_ACTIVE_UTILIZATION_MV,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETL FP Equity_DX_BROKER_SI_CON_RATIO,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETL FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-01-14,25718408.0,54008656.8,11.09,81.25,5.41,57.09,2.0,47904897.6,23445460.0,22811856.0,49235466.0,,,453210.0,0.0,,,,0.24,44280.0,61969.0,,,0.0,453210.0,,9469.0,,46.84,,,,98.74,89.05,300000.0,630000.0,,0.6,98.73,24.04,0.2079,34.69,0.9768
2025-01-15,26227356.0,54920083.46,11.31,81.28,5.52,59.09,2.0,48853832.47,23727238.0,23330388.0,49684836.37,,,300246.0,2.52,,,,0.0,571725.0,18468.0,,,2.52,300246.0,,,53193.0,49.85,1.1,,,100.0,91.17,0.0,0.0,,0.0,100.0,21.26,0.2039,35.64,1.0078
2025-01-16,26761144.0,56198402.4,11.54,81.91,5.63,60.1,2.0,50114769.6,24271096.0,23864176.0,50969301.6,,,107241.0,1.84,,,,0.57,896858.0,264307.0,,,1.84,107241.0,,700925.0,363070.0,50.8,0.81,,,98.58,93.86,348588.0,732034.8,,0.73,98.58,20.85,0.2035,35.68,1.0348
2025-01-17,26429322.0,56875900.94,12.7,79.9,5.56,59.66,2.0,50402663.42,24372328.0,23421312.0,52449249.86,,,399422.0,0.32,,,,0.88,99030.0,461190.0,,,0.32,399422.0,,163000.0,541892.0,51.24,1.17,,,98.26,94.26,432588.0,930929.38,,0.91,98.26,21.19,0.2092,36.48,1.0221
2025-01-20,25995460.0,57917884.88,12.49,78.79,5.47,59.03,2.0,51267287.06,23894172.0,23010452.0,53236215.22,,,98955.0,0.34,,,,1.08,152172.0,604524.0,,,0.34,98955.0,,27411.0,563033.0,50.91,1.11,,,98.22,92.53,432586.0,963801.61,,0.92,98.22,21.58,0.2019,35.01,1.0067
2025-01-21,26381840.0,56193319.2,12.68,79.97,5.55,61.92,2.0,49845058.68,23985182.0,23401436.0,51088437.66,,163000.0,178180.0,1.23,0.36,,,0.0,437615.0,87169.0,,163000.0,1.23,178180.0,,,46630.0,52.97,0.0,0.35,,97.07,93.31,722908.0,1539794.04,163000.0,1.61,97.05,21.05,0.1992,34.86,1.0264
2025-01-22,26194234.0,53383848.89,12.59,78.92,5.51,59.37,2.0,47548643.22,23994614.0,23331032.0,48901023.33,,,288072.0,0.0,,,,0.69,160690.0,289520.0,,,0.0,288072.0,,10880.0,231096.0,51.09,0.85,,,98.17,92.92,446978.0,910941.16,,0.95,98.17,22.11,0.2026,34.94,1.0144
2025-01-23,25863624.0,51778975.25,12.43,76.57,5.44,56.57,2.0,46013711.74,23800804.0,22983872.0,47649209.61,,,252963.0,0.0,,,,1.06,52500.0,446772.0,,,0.0,252963.0,,,399660.0,48.49,1.26,,,97.25,92.25,672138.0,1345620.28,,1.37,97.25,22.84,0.2053,35.04,1.0024
2025-01-24,26178784.0,52462283.14,12.58,75.59,5.51,56.15,2.0,46059198.53,23949672.0,22983632.0,47995142.69,,,150147.0,0.39,,,,0.0,211319.0,1280.0,,,0.39,150147.0,,,211559.0,47.75,0.48,,,97.27,92.79,672136.0,1346960.54,,1.33,97.29,22.77,0.2003,34.48,1.0143
2025-01-27,26159678.0,52790230.2,12.57,74.88,5.51,56.48,2.0,46925050.43,24048004.0,23253246.0,48528872.07,,,713820.0,1.07,,,,1.19,517935.0,615487.0,,,1.07,713820.0,,,248320.0,48.2,0.45,,,98.48,92.77,372138.0,750974.48,,0.75,98.47,22.35,0.2005,34.61,1.0092
2025-01-28,25998292.0,50904655.74,12.5,72.05,5.47,56.38,2.0,45205246.68,23907064.0,23087460.0,46810031.31,,,440938.0,0.36,,,,1.05,197511.0,586716.0,,,0.36,440938.0,,4837.0,363297.0,48.28,0.6,,,96.87,91.83,771454.0,1510506.93,,1.41,97.15,22.41,0.2002,34.48,0.9987
2025-01-29,26262390.0,47587450.68,12.62,71.15,5.53,55.23,2.0,41852775.1,24169700.0,23097558.0,43795496.4,,,266121.0,0.0,,,,0.1,33020.0,7727.0,,,0.0,266121.0,,4243.0,22922.0,47.3,0.09,,,100.0,92.98,0.0,0.0,,0.0,100.0,22.35,0.1988,34.18,1.0103
2025-01-30,26494422.0,47451509.8,12.73,68.73,5.58,49.4,2.0,41605603.42,24438384.0,23230376.0,43769145.74,,,397215.0,0.0,,,,0.88,260671.0,155533.0,,,0.0,397215.0,,27000.0,127854.0,44.33,1.55,,,100.0,94.3,0.0,0.0,,0.0,100.0,20.01,0.2056,36.54,1.0224
2025-01-31,26683412.0,46162302.76,12.83,68.12,5.62,49.34,2.0,40518959.72,24568958.0,23421364.0,42504297.34,,,418718.0,0.3,,50785.0,,0.62,234408.0,303305.0,,,0.3,418718.0,0.09,15162.0,94204.0,44.14,0.32,,,100.0,95.93,0.0,0.0,,0.0,100.0,19.92,0.2011,35.94,1.0419
2025-02-03,26620356.0,45015022.0,12.8,65.63,5.6,47.54,2.0,39588508.3,24473152.0,23411300.0,41384100.03,,,260507.0,0.0,,,,0.93,89985.0,356312.0,,,0.0,260507.0,,,100049.0,42.41,1.09,,,100.0,95.11,0.0,0.0,,0.0,100.0,20.48,0.1992,35.31,1.0345
2025-02-04,26638904.0,44833275.43,12.8,65.55,5.61,46.5,2.0,39499811.41,24511056.0,23469882.0,41252107.25,,,298510.0,0.12,,,,0.71,333850.0,263631.0,,,0.12,298510.0,,3024.0,275268.0,41.29,0.67,,,100.0,94.43,0.0,0.0,,0.0,100.0,20.71,0.2054,36.27,1.0263
2025-02-05,26594300.0,44306103.8,12.78,65.33,5.6,46.27,2.0,38933360.42,24487796.0,23369364.0,40796668.14,,,111398.0,0.04,,,,0.23,48583.0,134659.0,,,0.04,111398.0,,,149100.0,41.17,0.31,,,100.0,94.28,0.0,0.0,,0.0,100.0,20.86,0.2027,35.79,1.0239
2025-02-06,26421924.0,45842038.14,12.7,76.69,5.56,45.89,2.0,40675978.48,24514910.0,23444368.0,42533368.85,,,43175.0,0.15,,,,0.09,91341.0,16060.0,,,0.15,43175.0,,,16338.0,40.91,0.03,,,100.0,94.32,0.0,0.0,,0.0,100.0,21.26,0.2052,35.88,1.0166
2025-02-07,26206010.0,45074337.2,12.6,76.67,5.51,46.98,2.0,40018318.08,24488064.0,23266464.0,42119470.08,,,147352.0,0.28,,,,0.12,104967.0,174198.0,,,0.28,147352.0,,,282871.0,42.59,0.22,,,100.0,94.16,0.0,0.0,,0.0,100.0,21.38,0.2099,36.5,1.0077
2025-02-10,26339594.0,45383120.46,12.66,75.45,5.54,46.93,2.0,40318282.7,24437532.0,23400048.0,42105867.64,,,11278.0,0.13,,,,0.13,166584.0,61809.0,,,0.13,11278.0,,,33000.0,42.12,0.07,,,100.0,94.11,0.0,0.0,,0.0,100.0,21.59,0.2088,36.23,1.0143
2025-02-11,26325800.0,46070150.0,12.65,76.67,5.54,46.83,2.0,40964532.0,24499724.0,23408304.0,42874517.0,,,130947.0,0.11,,,,0.17,89763.0,89049.0,,,0.11,130947.0,,20293.0,81507.0,42.13,0.14,,,100.0,94.34,0.0,0.0,,0.0,100.0,21.67,0.2104,36.46,1.0137
2025-02-12,26616090.0,45779674.8,12.79,78.7,5.6,47.94,2.0,40761578.24,24495724.0,23698592.0,42132645.28,,,3154.0,0.86,,,,0.01,306000.0,7154.0,,,0.86,3154.0,,,15711.0,42.8,0.0,,,100.0,94.29,0.0,0.0,,0.0,100.0,22.31,0.2113,36.28,1.0245
2025-02-13,26261640.0,45143759.16,12.62,75.57,5.53,46.47,2.0,40140513.4,24245024.0,23351084.0,41677196.26,,,100000.0,0.0,,,,0.89,1615.0,350699.0,,,0.0,100000.0,,,349123.0,41.55,0.77,,,100.0,93.76,0.0,0.0,,0.0,100.0,22.12,0.213,36.61,1.0156
2025-02-14,26231120.0,36461256.8,12.61,75.14,5.52,45.93,2.0,32647405.38,24001884.0,23487342.0,33362618.76,,,146912.0,0.34,,,,0.7,185741.0,402336.0,,,0.34,146912.0,,12284.0,49484.0,41.16,0.09,,,100.0,93.43,2.0,2.78,,0.0,100.0,21.31,0.2162,37.59,1.0211
2025-02-17,26525314.0,34721636.03,12.75,57.45,5.58,42.57,2.0,30999130.62,24266416.0,23681536.0,31764738.54,,,264532.0,0.0,,,,,216463.0,,,,0.0,264532.0,,,22268.0,35.46,0.15,,,100.0,94.35,0.0,0.0,,0.0,100.0,22.61,0.2151,37.01,1.0313
2025-02-18,27238994.0,35247258.24,13.09,56.16,5.73,38.67,2.0,31208324.5,24799248.0,24117716.0,32090226.91,,,594600.0,0.0,,,,0.09,455451.0,61768.0,,,0.0,594600.0,,,19271.0,32.84,0.04,,,100.0,95.48,2.0,2.59,,0.0,100.0,23.56,0.2067,35.06,1.0488
2025-02-19,27735376.0,35279398.27,13.33,53.91,5.84,39.02,2.0,31155014.59,25065932.0,24492936.0,31883865.5,,,162277.0,0.35,,,,0.01,375220.0,9954.0,,,0.35,162277.0,,114360.0,,32.49,,,,100.0,96.32,0.0,0.0,,0.0,100.0,23.24,0.2025,34.67,1.0658
2025-02-20,27864972.0,33995265.84,13.39,52.77,5.86,38.32,2.0,30052162.4,25174200.0,24632920.0,30712524.0,,,131746.0,0.0,,,,0.04,175700.0,29077.0,,,0.0,131746.0,,5600.0,35717.0,31.9,0.28,,,100.0,96.63,0.0,0.0,,0.0,100.0,23.16,0.2018,34.6,1.0696
2025-02-21,27986324.0,32939903.35,13.45,52.9,5.89,37.39,2.0,29103410.64,25243668.0,24726772.0,29711797.24,,,69869.0,0.16,,,,0.01,187791.0,3325.0,,,0.16,69869.0,,2922.0,93939.0,30.85,0.59,,,100.0,96.89,0.0,0.0,,0.0,100.0,23.4,0.1986,33.88,1.0741
2025-02-24,27935420.0,36176368.9,13.43,50.78,5.88,36.51,2.0,32049530.24,25250864.0,24748672.0,32699868.88,,,80996.0,0.0,,,,0.09,110000.0,73800.0,,,0.0,80996.0,,,88100.0,29.71,0.12,,,100.0,97.14,0.0,0.0,,0.0,100.0,24.18,0.1999,33.69,1.0747
2025-02-25,27829490.0,37569811.5,13.38,44.59,5.86,39.03,2.0,33267701.7,25189464.0,24642742.0,34005776.4,,,,1.54,,,,0.0,168000.0,61400.0,,,1.54,,,,273930.0,32.09,0.1,,,100.0,97.06,0.0,0.0,,0.0,100.0,22.99,0.2035,34.89,1.0723
2025-02-26,27848560.0,36119582.32,13.39,40.53,5.86,40.28,2.0,31872234.16,25254612.0,24573812.0,32755231.76,,,87816.0,,,,,0.0,,55666.0,,,,87816.0,,33000.0,68929.0,34.14,0.0,,,100.0,97.2,0.0,0.0,,0.0,100.0,22.4,0.2038,35.21,1.0719
2025-02-27,27641536.0,33280409.34,13.29,39.4,5.82,38.94,2.0,29475778.98,25008658.0,24481544.0,30110424.23,,,31000.0,0.05,,,,0.54,55000.0,276955.0,,,0.05,31000.0,,,147270.0,32.57,0.89,,,100.0,96.54,0.0,0.0,,0.0,100.0,22.74,0.2047,35.2,1.067
2025-02-28,27450408.0,32913039.19,13.19,37.65,5.78,36.5,2.0,29131565.85,25151656.0,24296552.0,30156835.54,,,159619.0,0.0,,,,0.04,137010.0,16620.0,,,0.0,159619.0,,,322000.0,30.31,0.66,,,100.0,96.95,0.0,0.0,,0.0,100.0,22.68,0.2038,35.14,1.0581
2025-03-03,27529110.0,55498685.76,13.23,36.52,5.79,37.45,2.0,49140709.63,25096008.0,24375352.0,50593552.13,,,42001.0,0.27,,,,0.15,171860.0,101551.0,,,0.27,42001.0,,3900.0,93061.0,30.11,0.34,,,100.0,96.6,0.0,0.0,,1.89,94.11,25.04,0.2024,33.54,1.0596
2025-03-04,27734578.0,99012443.46,13.33,28.52,5.84,61.7,2.0,87813039.3,25156740.0,24597490.0,89809561.8,,,135283.0,7.56,,,,0.0,278572.0,100527.0,,,7.56,135283.0,,25978.0,56434.0,50.4,0.0,,,100.0,96.69,0.0,0.0,,3.59,93.35,25.95,0.2036,33.07,1.066
2025-03-05,27676920.0,217125437.4,13.3,19.44,5.82,106.05,2.0,192564123.12,24612068.0,24546096.0,193081673.46,,,113467.0,16.45,,,,0.0,282284.0,658140.0,,,16.45,113467.0,,,333678.0,87.64,0.0,,,96.79,94.97,817390.0,6412424.55,,14.31,85.97,26.69,0.2016,32.08,1.068
2025-03-06,27656916.0,191247574.14,13.29,12.8,5.82,213.39,2.0,169803301.68,24451652.0,24555792.0,169083173.58,,,40181.0,49.02,,,,0.0,224421.0,216203.0,,,49.02,40181.0,,15607.0,214725.0,191.75,0.0,,,95.27,94.56,1212700.0,8385820.5,,9.51,95.27,20.9,0.1994,35.09,1.0696
2025-03-07,28049946.0,163671434.91,13.48,10.32,5.9,193.07,2.0,145786086.27,24468244.0,24984762.0,142772203.74,,,134246.0,1.63,,100000.0,,5.05,622850.0,117655.0,,,1.63,134246.0,0.69,,293880.0,168.7,15.65,,,95.85,92.65,1060140.0,6185916.9,,7.33,95.84,20.16,0.1923,34.19,1.0622
2025-03-10,28541388.0,213061461.42,13.72,9.59,6.01,173.49,2.0,190254512.86,24404216.0,25486204.0,182177472.44,,,93767.0,3.64,,10000.0,,3.8,696100.0,157794.0,,,3.64,93767.0,0.07,,204657.0,142.96,14.96,,,95.41,92.57,1174522.0,8767806.73,,10.55,93.13,21.39,0.1871,32.64,1.0826
2025-03-11,28974428.0,217597954.28,13.93,8.82,6.1,218.36,2.0,194659530.44,24357622.0,25920044.0,182925741.22,,,112238.0,32.49,,,,0.0,438190.0,174033.0,,,32.49,112238.0,,15200.0,4351.0,180.99,0.03,,,94.84,92.08,1326106.0,9959056.06,,9.88,94.82,20.26,0.187,33.11,1.0954
2025-03-12,27865830.0,189487644.0,13.35,7.91,5.86,211.69,2.0,168723259.2,23618328.0,24812244.0,160604630.4,,,40349.0,2.45,,,,5.14,246892.0,779644.0,,,2.45,40349.0,,,1354692.0,177.52,9.72,,,92.62,88.31,1881076.0,12791316.8,,14.14,92.62,20.16,0.1798,31.6,1.0419
2025-03-13,27323620.0,174324695.6,13.09,7.42,5.75,188.44,2.0,155174589.68,23365550.0,24322036.0,149072209.0,,,51966.0,1.04,,,,3.97,499909.0,304743.0,,,1.04,51966.0,,,990118.0,159.23,14.89,,,91.83,85.44,2077606.0,13255126.28,,14.15,91.84,20.56,0.1751,30.27,0.9992
2025-03-14,27237806.0,161111622.49,13.05,7.26,5.73,177.2,2.0,143342453.8,23493772.0,24233720.0,138965661.38,,,215549.0,0.82,,2500.0,,3.33,185200.0,87328.0,,,0.82,215549.0,0.02,,276015.0,149.58,7.24,,,97.22,86.0,671802.0,3973708.83,,4.28,97.22,20.99,0.174,29.81,0.9971
2025-03-17,25895660.0,151489611.0,12.41,6.68,5.45,154.44,2.0,135211190.4,23085020.0,23113024.0,135047367.0,,,67737.0,0.0,,,,7.13,30600.0,481552.0,,,0.0,67737.0,,5065.0,1151297.0,136.28,15.23,,,96.45,83.29,850432.0,4975027.2,,5.02,96.45,21.78,0.1824,31.28,0.9343
2025-03-18,26051572.0,148493960.4,12.48,6.57,5.48,153.41,2.0,132693571.8,23094382.0,23279574.0,131637977.4,,,50334.0,0.92,,,,0.4,251551.0,40973.0,,,0.92,50334.0,,,85000.0,135.02,0.93,,,96.64,81.0,804074.0,4583221.8,,4.7,96.64,21.62,0.1819,31.33,0.9137
2025-03-19,26232312.0,129220368.91,12.57,6.52,5.52,149.75,2.0,115490720.23,22499374.0,23445132.0,110831916.32,,,592108.0,0.72,,100000.0,,7.1,200759.0,1187116.0,,,0.72,592108.0,0.57,,135200.0,128.27,3.14,,,99.16,80.49,190416.0,937989.22,,1.09,99.16,20.92,0.1809,31.35,0.9384
2025-03-20,25064278.0,110332951.76,12.01,6.05,5.27,125.16,2.0,98211630.97,22533004.0,22310684.0,99190283.61,,,216950.0,0.0,,,,5.91,172043.0,183319.0,,,0.0,216950.0,,,1306491.0,111.13,14.34,,,99.23,80.55,174044.0,766141.69,,0.86,99.23,19.86,0.1831,32.6,0.8959
2025-03-21,22805244.0,95189088.46,10.93,5.4,4.8,102.23,1.0,83738579.3,20598076.0,20061950.0,85976369.22,,,10922.0,0.03,,,,13.58,16300.0,1951511.0,,,0.03,10922.0,,5659.0,2265035.0,90.77,18.23,,,95.31,73.74,1013742.0,4231359.11,,4.47,95.31,14.68,0.1826,34.3,0.8164
2025-03-24,22718064.0,87646290.91,10.89,5.22,4.78,97.32,1.0,77482158.43,20521528.0,20083504.0,79172055.02,,,172422.0,0.02,,11000.0,,2.5,369221.0,250893.0,,,0.02,172422.0,0.05,1925.0,358667.0,85.68,2.51,,,95.68,73.56,925982.0,3572438.56,,3.87,95.68,14.89,0.1868,35.2,0.8144
2025-03-25,19802230.0,67525604.3,9.49,4.47,4.17,79.29,1.0,59685325.48,18381036.0,17503028.0,62679332.76,,,818635.0,1.07,,,,13.78,369000.0,2978957.0,,,1.07,818635.0,,19830.0,2949475.0,70.9,16.45,,,90.47,65.8,1935464.0,6599932.24,,7.47,90.47,15.99,0.1871,35.07,0.7088
2025-03-26,19751900.0,100734690.0,9.47,4.33,4.16,71.85,1.0,86360452.2,19042372.0,16933422.0,97116097.2,,,1082140.0,0.0,,,,3.07,323000.0,601304.0,,,0.0,1082140.0,,180500.0,892607.0,65.41,4.67,,,82.89,67.99,3929840.0,20042184.0,,17.16,79.22,17.43,0.1858,33.94,0.7052
2025-03-27,19819628.0,86611774.36,9.5,3.96,4.17,100.15,1.0,74238311.64,18072198.0,16988172.0,78975505.26,,,60690.0,15.52,,,,0.0,641619.0,1043843.0,,,15.52,60690.0,,12978.0,586869.0,91.88,0.0,,,78.35,64.69,4992526.0,21817338.62,,25.44,78.32,12.87,0.2052,38.5,0.7094
2025-03-28,19716072.0,80165548.75,9.45,3.69,4.15,86.89,1.0,68640862.09,18664460.0,16881668.0,75889694.36,,,695576.0,0.0,,,,1.63,136873.0,122715.0,,,0.0,695576.0,,19400.0,243378.0,81.33,2.4,,,81.19,66.9,4325070.0,17585734.62,,18.88,81.16,12.73,0.2034,38.32,0.7067
2025-03-31,19635384.0,86120794.22,9.41,3.66,4.13,81.56,1.0,74127698.28,18850808.0,16900980.0,82679643.89,,,1251476.0,3.88,,,,5.98,1151296.0,1075635.0,,,3.88,1251476.0,,10509.0,1131984.0,76.7,7.05,,,82.96,67.44,3870738.0,16977056.87,,17.15,81.72,12.73,0.1729,32.98,0.7025
2025-04-01,27348116.0,108790805.45,13.11,5.0,5.76,119.97,2.0,66854435.08,19772960.0,16806042.0,78656834.88,,,1382580.0,2.73,,,,0.03,398192.0,460428.0,,,2.73,1382580.0,,,493129.0,86.78,0.0,,,87.23,79.9,2893780.0,11511456.84,,12.7,87.23,15.57,0.1576,29.54,1.1051
2025-04-02,21318110.0,82287904.6,10.22,3.87,4.49,85.4,1.0,71375661.44,20107492.0,18491104.0,77614919.12,,,893905.0,0.0,,1500000.0,,5.79,936043.0,757185.0,,,0.0,893905.0,5.97,197812.0,750980.0,79.8,3.83,,,88.69,81.1,2565150.0,9901479.0,,10.19,88.68,18.13,0.1882,34.23,0.8599
2025-04-03,23555408.0,92714085.89,11.29,4.23,4.96,91.35,1.0,80060609.47,21436644.0,20340602.0,84374630.78,,,1454350.0,7.93,,,,0.68,2164450.0,155267.0,,,7.93,1454350.0,,30069.0,314953.0,81.98,2.51,,,92.94,86.43,1629510.0,6413751.36,,6.6,92.55,16.44,0.1665,30.64,0.9497
2025-04-04,23850618.0,88247286.6,11.43,4.22,5.02,95.49,2.0,76402328.6,21567124.0,20649278.0,79798358.8,,,149969.0,2.28,,,,0.0,352588.0,19490.0,,,2.28,149969.0,,,43912.0,85.26,0.0,,,92.76,86.93,1682974.0,6227003.8,,6.95,92.47,16.04,0.1641,30.33,0.9614
2025-04-07,24058184.0,95871863.24,11.53,4.18,5.06,90.36,2.0,82996344.18,22039328.0,20827188.0,87826722.08,,,659713.0,0.38,,21192.0,,1.21,501627.0,187510.0,,,0.38,659713.0,0.08,,344910.0,81.63,4.39,,,94.13,89.26,1375186.0,5480116.21,,5.71,93.46,17.78,0.1646,29.66,0.9744
2025-04-08,24423176.0,94517691.12,11.7,4.22,5.14,98.1,2.0,81845391.6,21801748.0,21148680.0,84372764.76,,,80407.0,6.44,,,,0.0,573408.0,317985.0,,,6.44,80407.0,,,251916.0,86.51,0.61,,,94.11,88.83,1363558.0,5276969.46,,5.36,94.17,17.83,0.163,29.49,0.9951
2025-04-09,24516092.0,92057925.46,11.75,4.24,5.16,94.99,2.0,80090379.98,21701542.0,21328996.0,81489290.21,,,110765.0,0.19,,,,0.89,284960.0,219972.0,,,0.19,110765.0,,9000.0,104642.0,83.14,1.75,,,93.95,88.19,1397154.0,5246313.27,,5.4,93.9,17.14,0.16,29.26,0.9962
2025-04-10,24636328.0,93987591.32,11.81,4.24,5.18,94.73,2.0,80868760.07,21854388.0,21197578.0,83374490.22,,,502571.0,0.66,,,,0.0,192239.0,352918.0,,,0.66,502571.0,,3193.0,323658.0,83.25,1.5,,,94.86,89.0,1184692.0,4519599.98,,4.42,94.96,16.01,0.1554,28.84,1.0033
2025-04-11,25102716.0,91875940.56,12.03,4.31,5.28,95.52,2.0,78797486.88,22024878.0,21529368.0,80611053.48,,,380271.0,2.03,,,,0.59,554105.0,222401.0,,,2.03,380271.0,,12620.0,222316.0,83.33,1.64,,,95.87,89.35,949902.0,3476641.32,,3.61,95.85,16.41,0.1497,27.83,1.0184
2025-04-14,25176340.0,92145404.4,12.07,4.32,5.3,93.27,2.0,78931896.72,22333868.0,21566092.0,81741956.88,,,319995.0,0.0,,,,0.32,140712.0,11004.0,,,0.0,319995.0,,,103987.0,81.9,0.58,,,95.97,90.36,937408.0,3430913.28,,3.43,95.98,16.13,0.1494,27.81,1.0186
2025-04-15,25043320.0,103428911.6,12.0,4.43,5.27,93.54,2.0,88567503.08,22356920.0,21444916.0,92334079.6,,,39554.0,0.44,,,,0.01,67223.0,16503.0,,,0.44,39554.0,,,188400.0,82.3,0.43,,,96.34,90.71,848388.0,3503842.44,,4.1,95.26,16.08,0.1497,27.92,1.0162
2025-04-16,25445314.0,97964458.9,12.19,4.83,5.35,104.98,2.0,84301925.4,22599360.0,21896604.0,87007536.0,,,302755.0,7.47,,63000.0,,0.0,424030.0,60316.0,,,7.47,302755.0,0.29,,35341.0,92.75,0.11,,,96.33,91.48,860410.0,3312578.5,,3.55,96.32,16.7,0.1502,27.63,1.03
2025-04-17,25381652.0,99622984.1,12.16,5.55,5.34,99.29,2.0,85579491.1,22579204.0,21803692.0,88623375.7,,,188401.0,0.0,,,,1.53,120121.0,208556.0,,,0.0,188401.0,,,213033.0,86.67,1.56,,,97.7,91.52,532342.0,2089442.35,,2.05,97.69,16.5,0.1494,27.42,1.0288
2025-04-18,25381652.0,99622984.1,12.16,6.32,5.34,99.83,2.0,85579491.1,22568696.0,21803692.0,88582131.8,,,,,,,,0.04,,10509.0,,,,,,,,87.77,,,,97.7,91.62,532342.0,2089442.35,,2.09,97.67,16.73,0.1494,27.32,1.0304
2025-04-21,25348704.0,99493663.2,12.15,6.31,5.33,99.43,2.0,85450162.35,22579204.0,21770742.0,88623375.7,,,,0.06,,,,,9050.0,,,,0.06,,,10509.0,42000.0,87.9,0.18,,,97.7,91.63,532344.0,2089450.2,,2.09,97.68,16.8,0.1506,27.61,1.0287
2025-04-22,25634316.0,95615998.68,12.28,6.38,5.39,101.04,2.0,82228894.4,22713998.0,22045280.0,84723212.54,,,145260.0,1.39,,,,0.08,283818.0,29515.0,,,1.39,145260.0,,19049.0,9281.0,88.79,0.0,,,97.71,92.15,532344.0,1985643.12,,2.09,97.7,17.35,0.1512,27.46,1.04
2025-04-23,25836208.0,93268710.88,12.38,6.85,5.44,98.11,2.0,80352000.92,22976258.0,22258172.0,82944291.38,,,302139.0,0.0,,,,0.48,235010.0,48503.0,,,0.0,302139.0,,8624.0,22117.0,86.68,1.46,,,97.74,93.09,532344.0,1921761.84,,1.99,97.76,17.36,0.1502,27.2,1.0468
2025-04-24,25781114.0,91780765.84,12.36,7.4,5.43,93.77,2.0,79046944.88,22850724.0,22204198.0,81348577.44,,,15000.0,0.0,,,,0.8,93439.0,140534.0,,,0.0,15000.0,,,147413.0,82.16,1.63,,,96.94,92.27,720194.0,2563890.64,,2.6,96.94,17.58,0.1487,26.73,1.041
2025-04-25,25560092.0,88949120.16,12.25,7.87,5.38,92.29,2.0,76634388.48,22553828.0,22021376.0,78487321.44,,,21069.0,0.11,,,,1.27,54234.0,317964.0,,,0.11,21069.0,,,237057.0,80.38,1.15,,,97.69,91.97,532344.0,1852557.12,,1.9,97.7,16.99,0.1477,26.77,1.0423
2025-04-28,25471546.0,89914557.38,12.21,8.23,5.36,89.79,2.0,77408734.6,22587936.0,21928820.0,79735414.08,,,130088.0,0.0,,,,0.6,129748.0,106490.0,,,0.0,130088.0,,10509.0,222304.0,78.49,1.3,,,97.7,92.41,532342.0,1879167.26,,1.85,97.69,16.86,0.1482,26.84,1.042
2025-04-29,25654024.0,88634652.92,12.29,8.45,5.4,91.68,2.0,76399399.23,22764166.0,22112706.0,78650193.53,,,173010.0,0.8,,,,0.0,215248.0,2998.0,,,0.8,173010.0,,6218.0,31361.0,80.42,0.0,,,97.71,92.81,532344.0,1839248.52,,1.88,97.72,17.32,0.1486,26.68,1.0459
