,SK FP Equity_DX_SI_QTY,SK FP Equity_DX_SHORT_INTEREST_VALUE,SK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SK FP Equity_DX_SI_MV,SK FP Equity_DX_DSS,SK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY,SK FP Equity_DX_BROKER_SI_QTY,SK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SK FP Equity_DX_BROKER_SI_MV_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SK FP Equity_DX_SUPPLY_SI_QTY_INC_x,SK FP Equity_DX_BROKER_SI_MV_INC_x,SK FP Equity_DX_SUPPLY_SI_MV_NEW,SK FP Equity_DX_BROKER_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_NEW,SK FP Equity_DX_SUPPLY_SI_MV_DEC,SK FP Equity_DX_BROKER_SI_QTY_INC,SK FP Equity_DX_SUPPLY_SI_QTY_DEC,SK FP Equity_DX_BROKER_SI_MV_NEW_y,SK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SK FP Equity_DX_BROKER_SI_MV_INC_y,SK FP Equity_DX_SUPPLY_SI_QTY_INC_y,SK FP Equity_DX_BROKER_SI_MV_ADD,SK FP Equity_DX_SUPPLY_SI_QTY_ADD,SK FP Equity_DX_BROKER_SI_QTY_DEC,SK FP Equity_DX_SUPPLY_SI_MV,SK FP Equity_DX_BROKER_SI_MV_DEC,SK FP Equity_DX_SUPPLY_SI_MV_RMV,SK FP Equity_DX_BROKER_SI_MV_RMV,SK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SK FP Equity_DX_UTILIZATION_QUANTITY,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SK FP Equity_DX_ACTIVE_UTILIZATION_MV,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SK FP Equity_DX_BROKER_SI_CON_RATIO,SK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SK FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-10-06,155178.0,13911707.7,0.52,3.51,0.28,13.82,0.0,10043041.25,148188.0,112025.0,13285054.2,,,4333.0,0.21,,,,0.16,2359.0,1843.0,,,0.21,4333.0,,149.0,286.0,13.13,0.0,,,3.28,3.28,4375262.0,392242238.3,,387.96,3.27,18.2,0.1496,21.42,0.0343
2023-10-09,149288.0,13114950.8,0.5,3.33,0.27,13.28,0.0,9668946.7,142298.0,110062.0,12500879.3,,,795.0,0.09,,,,0.59,795.0,6725.0,,,0.09,795.0,,40.0,2758.0,12.75,0.22,,,3.14,3.14,4383673.0,385105673.05,,391.23,3.16,18.0,0.1553,22.46,0.033
2023-10-10,153373.0,13788232.7,0.51,3.37,0.28,13.62,0.0,10284560.0,146636.0,114400.0,13182576.4,,,2376.0,0.85,,1838.0,,0.95,10405.0,10532.0,,,0.85,2376.0,0.16,12494.0,7905.0,12.88,0.67,,,3.23,3.23,4397574.0,395341902.6,,386.88,3.22,21.7,0.159,22.3,0.0338
2023-10-11,169426.0,15138213.1,0.57,3.66,0.31,15.21,0.0,11439033.75,160667.0,128025.0,14355596.45,,,6203.0,1.12,,1982.0,,,11643.0,,,,1.12,6203.0,0.18,7828.0,,14.43,,,,3.53,3.53,4393820.0,392587817.0,,394.42,3.53,20.1,0.156,24.04,0.0372
2023-10-12,156036.0,13973023.8,0.52,3.37,0.28,13.99,0.0,10073927.25,148046.0,112495.0,13257519.3,,,4122.0,,,,,1.51,,16743.0,,,,4122.0,,,15530.0,13.27,1.41,,,3.25,3.25,4406101.0,394566344.55,,394.97,3.25,18.25,0.1544,24.43,0.0343
2023-10-13,162414.0,14284311.3,0.54,3.59,0.29,14.46,0.0,10019615.8,155637.0,113924.0,13688274.15,,,9560.0,1.23,,,,1.14,13999.0,12743.0,,,1.23,9560.0,,10774.0,12570.0,13.9,1.12,,,3.42,3.42,4398383.0,386837784.85,,393.52,3.41,17.35,0.1511,26.63,0.0357
2023-10-16,165146.0,14598906.4,0.55,3.58,0.3,14.57,0.0,10345098.4,156738.0,117026.0,13855639.2,,,5986.0,0.83,,,,0.73,9546.0,8159.0,,,0.83,5986.0,,3274.0,6444.0,13.76,0.63,,,3.44,3.44,4405084.0,389409425.6,,387.14,3.43,17.28,0.1497,25.83,0.0362
2023-10-17,190635.0,16756816.5,0.64,4.06,0.34,16.83,0.0,12243678.9,171234.0,139291.0,15051468.6,,,5234.0,2.08,,,,0.22,23406.0,2497.0,,,2.08,5234.0,,11759.0,1141.0,15.09,0.1,,,3.74,3.74,4401813.0,386919362.7,,388.57,3.74,18.72,0.1515,24.57,0.0417
2023-10-18,199605.0,17535299.25,0.67,4.3,0.36,17.59,0.0,11887247.05,181025.0,135313.0,15903046.25,,,6246.0,0.17,,,,0.4,1989.0,4526.0,,,0.17,6246.0,,8071.0,5967.0,15.92,0.52,,,3.95,3.95,4405252.0,387001388.2,,387.71,3.94,18.29,0.169,29.88,0.0435
2023-10-19,197908.0,17504962.6,0.66,4.35,0.36,17.45,0.0,11818335.2,183224.0,133616.0,16206162.8,,,5489.0,0.51,,,,0.31,5833.0,3634.0,,,0.51,5489.0,,344.0,7530.0,16.07,0.67,,,3.99,3.99,4411914.0,390233793.3,,387.48,3.98,18.54,0.1714,30.1,0.0431
2023-10-20,174225.0,15227265.0,0.58,3.79,0.31,15.37,0.0,9902507.4,160924.0,113301.0,14064757.6,,,427.0,0.05,,,,2.0,427.0,22727.0,,,0.05,427.0,,,20742.0,14.19,1.82,,,3.49,3.49,4450114.0,388939963.6,,392.63,3.49,16.08,0.1735,32.42,0.0378
2023-10-23,180391.0,15865388.45,0.6,3.95,0.33,15.81,0.0,10425593.0,163802.0,118540.0,14406385.9,,,4500.0,1.34,,,,0.94,15822.0,10583.0,,,1.34,4500.0,,8961.0,10583.0,14.28,0.94,,,3.56,3.56,4438892.0,390400551.4,,387.39,3.55,15.74,0.1756,31.69,0.0392
2023-10-24,197521.0,17648501.35,0.66,4.34,0.36,17.52,0.0,11911784.6,182029.0,133316.0,16264291.15,,,14922.0,1.36,,,,0.02,14776.0,251.0,,,1.36,14922.0,,3556.0,,16.08,,,,3.96,3.96,4417162.0,394673424.7,,389.8,3.96,16.69,0.1707,30.03,0.0429
2023-10-25,206915.0,17939530.5,0.69,4.49,0.37,18.36,0.0,12140687.7,189350.0,140031.0,16416645.0,,,7401.0,0.81,,,,0.39,9111.0,4321.0,,,0.81,7401.0,,4241.0,2396.0,16.88,0.25,,,4.09,4.09,4443254.0,385230121.8,,395.8,4.09,16.15,0.1569,28.35,0.0447
2023-10-26,214152.0,18652639.2,0.71,4.58,0.39,18.66,0.0,13105675.7,196579.0,150467.0,17122030.9,,,10028.0,0.83,,,,0.3,10436.0,3207.0,,,0.83,10028.0,,408.0,,17.06,,,,4.23,4.23,4448621.0,387474889.1,,386.32,4.23,15.43,0.1478,25.66,0.0461
2023-10-27,205395.0,19091465.25,0.69,4.34,0.37,18.29,0.0,12819385.15,191094.0,137917.0,17762187.3,,,2009.0,,,,,0.72,,8930.0,,,,2009.0,,1436.0,12550.0,16.73,1.1,,,4.11,4.11,4459175.0,414480316.25,,391.73,4.1,15.76,0.152,27.6,0.0442
2023-10-30,227145.0,20817839.25,0.76,5.03,0.41,20.78,0.0,15054795.6,200556.0,164264.0,18380957.4,,,25386.0,2.39,,,,2.06,26347.0,24114.0,,,2.39,25386.0,,8190.0,,18.6,,,,4.31,4.31,4456656.0,408452522.4,,412.85,4.31,20.39,0.1457,22.47,0.0488
2023-10-31,241017.0,22450733.55,0.8,5.34,0.44,22.32,0.0,16416849.15,220047.0,176241.0,20497378.05,,,16798.0,1.55,,11198.0,,0.22,15698.0,2371.0,,,1.55,16798.0,1.07,5064.0,14919.0,20.22,1.28,,,4.73,4.73,4429252.0,412584823.8,,407.24,4.73,20.87,0.1543,25.37,0.0518
2023-11-01,224410.0,21128201.5,0.75,4.94,0.41,21.0,0.0,15764099.4,219260.0,167436.0,20643329.0,,,8945.0,0.73,,,,1.03,7211.0,11258.0,,,0.73,8945.0,,1526.0,16016.0,20.45,1.5,,,4.7,4.7,4445970.0,418588075.5,,414.61,4.7,23.52,0.1848,28.83,0.0481
2023-11-02,213385.0,20580983.25,0.71,4.77,0.39,20.25,0.0,14201105.1,202395.0,147238.0,19520997.75,,,8422.0,,,,,2.33,,25287.0,,,,8422.0,,,20198.0,19.05,1.8,,,4.38,4.38,4418085.0,426124298.25,,416.28,4.38,24.69,0.1924,28.63,0.0462
2023-11-03,212134.0,20746705.2,0.71,4.74,0.38,20.58,0.0,14262271.8,200994.0,145831.0,19657213.2,,,1019.0,0.06,,,,0.25,566.0,2986.0,,,0.06,1019.0,,566.0,1973.0,19.36,0.03,,,4.35,4.35,4418989.0,432177124.2,,425.63,4.35,24.28,0.1921,28.88,0.0459
2023-11-06,230692.0,22342520.2,0.77,5.16,0.42,22.55,0.0,16131336.0,218507.0,166560.0,21162402.95,,,1100.0,2.31,,,,0.59,23518.0,6005.0,,,2.31,1100.0,,22418.0,2789.0,21.39,0.26,,,4.72,4.72,4409516.0,427061624.6,,430.92,4.73,25.31,0.1951,29.27,0.0498
2023-11-07,240951.0,23239723.95,0.8,5.48,0.44,23.35,0.0,16480218.6,228766.0,170868.0,22064480.7,,,2940.0,0.4,,,,0.08,4874.0,758.0,,,0.4,2940.0,,8077.0,566.0,22.17,0.06,,,4.95,4.95,4397332.0,424122671.4,,426.15,4.95,26.66,0.1988,29.1,0.0521
2023-11-08,243129.0,23729390.4,0.81,5.64,0.44,23.52,0.0,17047401.6,230806.0,174666.0,22526665.6,,,435.0,0.32,,138.0,,0.1,3660.0,1023.0,,,0.32,435.0,0.01,2628.0,,22.24,,,,4.99,4.99,4393885.0,428843176.0,,424.22,4.98,26.04,0.2018,30.26,0.0526
2023-11-09,255788.0,25220696.8,0.85,5.73,0.46,25.07,0.0,17726505.2,243603.0,179782.0,24019255.8,,,6239.0,0.59,,,,0.01,5116.0,72.0,,,0.59,6239.0,,6630.0,,23.8,,,,5.26,5.26,4383532.0,432216255.2,,429.02,5.26,27.73,0.2077,30.38,0.0553
2023-11-10,312924.0,30823014.0,1.04,6.97,0.57,30.76,0.0,23123860.0,297972.0,234760.0,29350242.0,,,33585.0,5.22,,1721.0,,0.02,53257.0,187.0,,,5.22,33585.0,0.17,20971.0,,29.36,,,,6.43,6.43,4335516.0,427048326.0,,427.75,6.42,22.95,0.2212,37.5,0.0675
2023-11-13,258071.0,25510318.35,0.86,5.79,0.47,25.5,0.0,16074295.05,225639.0,162613.0,22304415.15,,,18320.0,1.8,,,,8.93,18320.0,90653.0,,,1.8,18320.0,,,90467.0,22.22,8.78,,,4.87,4.87,4410623.0,435990083.55,,434.28,4.87,15.48,0.1515,27.28,0.0557
2023-11-14,251638.0,25390274.2,0.84,5.69,0.45,24.99,0.0,15742821.6,219412.0,156024.0,22138670.8,,,4651.0,0.27,,,,1.08,2824.0,10928.0,,,0.27,4651.0,,50.0,9413.0,21.64,0.9,,,4.73,4.73,4419360.0,445913424.0,,435.61,4.73,15.18,0.1552,28.68,0.0542
2023-11-15,254929.0,25798814.8,0.85,5.57,0.46,25.77,0.0,16277514.0,222703.0,160845.0,22537543.6,,,334.0,0.78,,,,0.65,7083.0,6895.0,,,0.78,334.0,,9852.0,2262.0,22.49,0.22,,,4.71,4.71,4504526.0,455858031.2,,454.65,4.71,13.58,0.1579,29.6,0.0539
2023-11-16,208319.0,20852731.9,0.7,4.51,0.38,21.07,0.0,13069056.0,182447.0,130560.0,18262944.7,,,,,,,,4.07,,40256.0,,,,,,,30285.0,18.45,3.03,,,3.86,3.86,4543426.0,454796942.6,,459.3,3.86,16.66,0.1819,34.24,0.0441
2023-11-17,189805.0,19227246.5,0.63,4.12,0.34,19.09,0.0,10515142.6,176024.0,103802.0,17831231.2,,,6400.0,,,,,1.51,,14683.0,,,,6400.0,,1860.0,26758.0,17.6,2.72,,,3.72,3.72,4552271.0,461145052.3,,456.06,3.71,18.12,0.2396,41.73,0.0401
2023-11-20,187269.0,19157618.7,0.63,4.01,0.34,19.06,0.0,10732906.8,173488.0,104916.0,17747822.4,,,,0.3,,,,0.52,3027.0,5563.0,,,0.3,,,3027.0,1913.0,17.57,0.19,,,3.66,3.66,4562773.0,466771677.9,,462.19,3.66,18.37,0.2377,41.22,0.0395
2023-11-21,178182.0,18263655.0,0.59,3.81,0.32,18.31,0.0,9882742.5,165997.0,96417.0,17014692.5,,,,,,,,0.76,,7491.0,,,,,,,8499.0,17.02,0.85,,,3.52,3.52,4553981.0,466783052.5,,466.37,3.52,19.41,0.2571,43.04,0.0378
2023-11-22,175243.0,17927358.9,0.58,3.72,0.32,18.01,0.0,9744688.8,163058.0,95256.0,16680833.4,,,,,,,,0.3,,2939.0,,,,,,,1161.0,16.75,0.12,,,3.46,3.46,4555251.0,466002177.3,,467.3,3.46,19.71,0.2576,42.85,0.0371
2023-11-23,162987.0,16689868.8,0.54,3.49,0.29,16.74,0.0,9754214.4,150802.0,95256.0,15442124.8,,,,,,,,1.26,,12256.0,,,,,,,,15.42,,,,3.2,3.2,4568114.0,467774873.6,,467.14,3.2,21.24,0.2338,38.46,0.0345
2023-11-24,182441.0,18864399.4,0.61,3.95,0.33,18.79,0.0,10704174.8,164919.0,103522.0,17052624.6,,,5753.0,0.04,,8180.0,,,363.0,,,,0.04,5753.0,0.84,8364.0,277.0,16.89,0.04,,,3.49,3.49,4558058.0,471303197.2,,467.03,3.49,18.72,0.2,35.73,0.0386
2023-11-27,153721.0,15956239.8,0.51,3.43,0.28,15.94,0.0,7369488.6,137157.0,70997.0,14236896.6,,,,,,,,2.83,,27762.0,,,,,,,32525.0,14.19,3.35,,,2.91,2.91,4573839.0,474764488.2,,472.99,2.91,18.01,0.2352,42.53,0.0326
2023-11-28,156564.0,16173061.2,0.52,3.53,0.28,16.23,0.0,7473135.2,139506.0,72344.0,14410969.8,,,3315.0,0.24,,,,0.1,2313.0,966.0,,,0.24,3315.0,,,966.0,14.46,0.1,,,3.09,3.09,4378620.0,452311446.0,,453.16,3.09,17.59,0.2283,41.83,0.0347
2023-11-29,155424.0,16257350.4,0.52,3.5,0.28,16.17,0.0,7376915.0,138366.0,70525.0,14473083.6,,,1172.0,,,,,0.24,,2312.0,,,,1172.0,,,1819.0,14.33,0.19,,,3.06,3.06,4376183.0,457748741.8,,453.06,3.07,17.89,0.2291,41.78,0.0344
2023-11-30,155774.0,16278383.0,0.52,3.49,0.28,16.3,0.0,7426501.5,137965.0,71067.0,14417342.5,,,,,,542.0,,0.1,,943.0,,,,,0.06,542.0,,14.45,,,,2.95,2.95,4538710.0,474295195.0,,474.76,2.95,17.72,0.2291,41.79,0.0333
2023-12-01,158468.0,16797608.0,0.53,3.39,0.29,16.71,0.0,8842202.0,142284.0,83417.0,15082104.0,,,14850.0,1.62,,,,1.08,15321.0,10531.0,,,1.62,14850.0,,,2971.0,14.93,0.3,,,3.05,3.05,4519270.0,479042620.0,,473.54,3.06,17.51,0.1781,34.4,0.034
2023-12-04,146806.0,15590797.2,0.49,3.19,0.27,15.6,0.0,8739198.0,128997.0,82290.0,13699481.4,,,836.0,0.3,,,,1.45,2791.0,14123.0,,,0.3,836.0,,,3918.0,13.7,0.41,,,2.77,2.77,4535549.0,481675303.8,,480.77,2.77,18.79,0.1767,33.51,0.0315
2023-12-05,144970.0,15497293.0,0.48,3.14,0.26,15.46,0.0,8658472.4,132775.0,80996.0,14193647.5,,,1994.0,0.25,,1994.0,,0.06,2326.0,542.0,,,0.25,1994.0,0.21,2326.0,5614.0,14.13,0.6,,,2.84,2.84,4541718.0,485509654.2,,482.92,2.84,19.08,0.183,33.91,0.031
2023-12-06,139409.0,15097994.7,0.47,3.04,0.25,15.0,0.0,8470251.3,127214.0,78211.0,13777276.2,,,,,,,,0.58,,5561.0,,,,,,,2785.0,13.63,0.29,,,2.72,2.72,4551945.0,492975643.5,,488.03,2.72,19.95,0.1872,33.91,0.0298
2023-12-07,115834.0,12834407.2,0.39,2.5,0.21,12.69,0.0,8195765.2,105133.0,73969.0,11648736.4,,,,,,,,2.54,,23987.0,,,,,,1906.0,4242.0,11.41,0.44,,,2.27,2.27,4531866.0,502130752.8,,492.42,2.26,24.13,0.1748,28.92,0.025
2023-12-08,99472.0,11011550.4,0.33,2.16,0.18,11.02,0.0,6495765.3,95080.0,58679.0,10525356.0,,,1000.0,0.11,,,,1.24,1000.0,11490.0,,,0.11,1000.0,,437.0,16290.0,10.54,1.75,,,2.05,2.05,4542566.0,502862056.2,,503.28,2.05,27.71,0.2208,34.05,0.0214
2023-12-11,106913.0,11888725.6,0.36,2.38,0.19,11.88,0.0,6525104.8,101770.0,58679.0,11316824.0,,,2269.0,,,,,0.21,,1873.0,,,,2269.0,,6294.0,,11.28,,,,2.15,2.15,4632900.0,515178480.0,,513.2,2.15,25.87,0.2489,39.6,0.0226
2023-12-12,110221.0,12267597.3,0.37,2.46,0.2,12.25,0.0,6624464.7,105829.0,59519.0,11778767.7,,,839.0,0.09,,,,0.04,840.0,317.0,,,0.09,839.0,,3537.0,,11.74,,,,2.23,2.23,4634900.0,515864370.0,,514.64,2.23,25.09,0.2502,40.57,0.0233
2023-12-13,103584.0,11301014.4,0.35,2.31,0.19,11.37,0.0,6425335.4,100977.0,58894.0,11016590.7,,,2627.0,0.0,,,,1.05,215.0,9479.0,,,0.0,2627.0,,2000.0,840.0,11.15,0.09,,,2.13,2.13,4646178.0,506898019.8,,513.76,2.12,26.54,0.2197,35.02,0.0218
2023-12-14,106516.0,11823276.0,0.36,2.3,0.19,11.7,0.0,7077249.0,101373.0,63759.0,11252403.0,,,,0.24,,2865.0,,0.5,2000.0,4469.0,,,0.24,,0.32,4865.0,,10.99,,,,2.14,2.14,4628577.0,513772047.0,,503.54,2.14,26.2,0.1971,30.96,0.0225
2023-12-15,98340.0,10945242.0,0.33,2.05,0.18,10.98,0.0,6969606.0,93197.0,62620.0,10372826.1,,,334.0,0.19,,,,1.12,1726.0,10102.0,,,0.19,334.0,,1592.0,2865.0,10.42,0.32,,,1.98,1.98,4613341.0,513464853.3,,512.92,1.99,26.76,0.1875,28.02,0.0209
2023-12-18,97118.0,10818945.2,0.32,1.85,0.18,10.83,0.0,6848426.4,91975.0,61476.0,10246015.0,,,922.0,0.19,,,,0.34,1682.0,3046.0,,,0.19,922.0,,902.0,2826.0,10.23,0.32,,,1.95,1.95,4616886.0,514321100.4,,513.74,1.95,26.79,0.1889,28.42,0.0206
2023-12-19,80778.0,9039058.2,0.27,1.51,0.15,9.02,0.0,6274009.2,77635.0,56068.0,8687356.5,,,,,,,,1.6,,14340.0,,,,,,,5408.0,8.62,0.59,,,1.65,1.65,4638161.0,519010215.9,,516.1,1.64,18.59,0.1905,34.26,0.0171
2023-12-20,126640.0,14373640.0,0.42,2.33,0.23,14.37,0.0,12208968.0,121497.0,107568.0,13789909.5,,,22648.0,5.86,,,,0.68,51500.0,6244.0,,,5.86,22648.0,,27458.0,,13.64,,,,2.58,2.58,4590422.0,521012897.0,,515.56,2.58,21.84,0.2899,47.0,0.0269
2023-12-21,139002.0,15818427.6,0.46,2.62,0.25,15.8,0.0,11126339.8,133859.0,97771.0,15233154.2,,,7922.0,0.1,,,,1.27,836.0,11397.0,,,0.1,7922.0,,15837.0,10633.0,15.14,1.2,,,2.84,2.84,4582304.0,521466195.2,,519.68,2.83,17.04,0.2451,42.81,0.0295
2023-12-22,108943.0,12288770.4,0.36,2.06,0.2,12.37,0.0,7069176.0,105420.0,62670.0,11891376.0,,,,,,,,3.79,,33531.0,,,,,,5092.0,35101.0,11.99,4.01,,,2.23,2.23,4612039.0,520237999.2,,523.79,2.24,21.9,0.1631,22.22,0.0231
2023-12-25,108943.0,12288770.4,0.36,2.06,0.2,12.33,0.0,7069176.0,105420.0,62670.0,11891376.0,,,,,,,,,,,,,,,,,,11.92,,,,2.23,2.23,4612039.0,520237999.2,,521.52,2.23,21.84,0.1632,22.27,0.0231
2023-12-26,108943.0,12288770.4,0.36,2.06,0.2,12.29,0.0,7069176.0,105420.0,62670.0,11891376.0,,,,,,,,,,,,,,,,,,11.89,,,,2.23,2.23,4612015.0,520235292.0,,519.99,2.24,21.87,0.1633,22.31,0.0231
2023-12-27,98281.0,11184377.8,0.33,1.86,0.18,11.14,0.0,5268257.2,95758.0,46294.0,10897260.4,,,,,,,,1.73,,15376.0,,,,,,5714.0,16376.0,10.78,1.82,,,2.03,2.03,4625101.0,526336493.8,,521.38,2.03,23.22,0.1686,24.13,0.0208
2023-12-28,97978.0,11120503.0,0.33,1.84,0.18,11.16,0.0,4906264.5,96455.0,43227.0,10947642.5,,,,,,,,0.35,,3067.0,,,,,,3764.0,3067.0,10.98,0.35,,,2.04,2.04,4623314.0,524746139.0,,526.55,2.04,24.24,0.1871,27.31,0.0208
2023-12-29,91093.0,10293509.0,0.3,1.78,0.16,10.35,0.0,4676392.0,89570.0,41384.0,10121410.0,,,,,,,,0.78,,6885.0,,,,,,,1843.0,10.18,0.21,,,1.98,1.98,4437754.0,501466202.0,,504.02,1.98,23.82,0.184,26.13,0.0201
2024-01-01,91093.0,10293509.0,0.3,1.8,0.16,10.31,0.0,4676392.0,89570.0,41384.0,10121410.0,,,,,,,,,,,,,,,,,,10.13,,,,1.9,1.9,4631151.0,523320063.0,,524.74,1.89,23.76,0.184,26.15,0.0193
2024-01-02,87145.0,9856099.5,0.29,1.72,0.16,9.9,0.0,4983977.7,85622.0,44067.0,9683848.2,,,334.0,0.31,,,,0.75,2683.0,6631.0,,,0.31,334.0,,2349.0,,9.72,,,,1.8,1.8,4677321.0,529005005.1,,530.33,1.8,19.45,0.1706,27.3,0.0183
2024-01-03,83591.0,9228446.4,0.28,1.66,0.15,9.36,0.0,4656561.6,82068.0,42179.0,9060307.2,,,200.0,,,,,0.44,,3776.0,,,,200.0,,22.0,1888.0,9.28,0.22,,,1.73,1.73,4675093.0,516130267.2,,526.89,1.73,20.06,0.1768,28.74,0.0176
2024-01-04,83588.0,9320062.0,0.28,1.67,0.15,9.3,0.0,4614316.0,82065.0,41384.0,9150247.5,,,,,,,,0.14,,1195.0,,,,,,1192.0,795.0,9.07,0.09,,,1.73,1.73,4665161.0,520165451.5,,515.34,1.73,20.39,0.1798,28.45,0.0176
2024-01-05,89599.0,9900689.5,0.3,1.8,0.16,9.96,0.0,4741776.0,88076.0,42912.0,9732398.0,,,887.0,0.17,,,,0.02,1528.0,168.0,,,0.17,887.0,,5292.0,,9.82,,,,1.86,1.86,4651565.0,513997932.5,,517.97,1.86,20.95,0.1762,26.65,0.0189
2024-01-08,92428.0,10379664.4,0.31,1.89,0.17,10.34,0.0,5136714.3,90905.0,45741.0,10208631.5,,,,0.32,,,,,2829.0,,,,0.32,,,2829.0,,10.09,,,,1.91,1.91,4657444.0,523030961.2,,517.07,1.91,20.18,0.168,25.66,0.0195
2024-01-09,106852.0,11881942.4,0.36,2.18,0.19,11.94,0.0,7035624.0,105329.0,63270.0,11712584.8,,,514.0,1.94,,,,0.43,17529.0,3799.0,,,1.94,514.0,,17709.0,,11.83,,,,2.22,2.22,4645586.0,516589163.2,,520.92,2.22,18.45,0.1531,22.35,0.0225
2024-01-10,87521.0,9749839.4,0.29,1.78,0.16,9.76,0.0,6976536.4,85998.0,62626.0,9580177.2,,,6137.0,0.37,,,,3.28,3310.0,29168.0,,,0.37,6137.0,,3700.0,3954.0,9.57,0.45,,,1.82,1.82,4651947.0,518226895.8,,516.77,1.82,18.78,0.1403,20.25,0.0185
2024-01-11,84408.0,9267998.4,0.28,1.68,0.15,9.34,0.0,6013746.0,63976.0,54770.0,7024564.8,,,,,,,,2.47,,22022.0,,,,,,,7856.0,7.12,0.9,,,1.35,1.35,4670479.0,512818594.2,,518.84,1.35,17.05,0.197,34.45,0.0178
2024-01-12,66903.0,7366020.3,0.22,1.33,0.12,7.38,0.0,6386901.0,65380.0,58010.0,7198338.0,,,,0.35,,,,0.22,3240.0,1836.0,,,0.35,,,3240.0,,7.19,,,,1.38,1.38,4669627.0,514125932.7,,512.9,1.38,21.23,0.1716,25.37,0.0141
2024-01-15,63306.0,6957329.4,0.21,1.26,0.11,6.97,0.0,6076261.1,56629.0,55289.0,6223527.1,,,,,,,,0.96,,8751.0,,,,,,,2721.0,6.24,0.31,,,1.2,1.2,4669609.0,513190029.1,,514.03,1.2,18.1,0.1739,26.8,0.0134
2024-01-16,58035.0,6320011.5,0.19,1.16,0.1,6.35,0.0,4792362.3,55457.0,44007.0,6039267.3,,,,,,10.0,,0.79,,7183.0,,,,,0.0,6011.0,11292.0,6.1,1.24,,,1.17,1.17,4674357.0,509037477.3,,513.92,1.17,17.12,0.1597,29.15,0.0123
2024-01-17,89137.0,9332643.9,0.3,1.85,0.16,9.56,0.0,5637676.2,69843.0,53846.0,7312562.1,,,12401.0,1.3,,,,,11839.0,,,,1.3,12401.0,,1985.0,2000.0,7.56,0.25,,,1.48,1.48,4659544.0,487854256.8,,504.0,1.48,18.78,0.1793,32.43,0.0188
2024-01-18,100363.0,10548151.3,0.33,2.06,0.18,10.71,0.0,8873382.8,97795.0,84428.0,10278254.5,,,1291.0,3.29,,,,0.3,30582.0,2740.0,,,3.29,1291.0,,29401.0,,10.24,,,,2.07,2.07,4631302.0,486749840.2,,484.95,2.07,16.67,0.2625,46.22,0.0212
2024-01-19,110186.0,11536474.2,0.37,2.26,0.2,11.57,0.0,10235786.1,107618.0,97763.0,11267604.6,,,12569.0,1.24,,,,0.36,13335.0,3528.0,,,1.24,12569.0,,782.0,,11.3,,,,2.28,2.28,4619353.0,483646259.1,,484.69,2.28,15.39,0.3234,53.41,0.0233
2024-01-22,82284.0,8722104.0,0.27,1.68,0.15,8.68,0.0,7873362.0,78748.0,74277.0,8347288.0,,,,0.0,,,,3.04,4.0,28870.0,,,0.0,,,,23490.0,8.25,2.46,,,1.67,1.67,4648006.0,492688636.0,,487.93,1.66,20.77,0.2497,42.82,0.0174
2024-01-23,83617.0,8796508.4,0.28,1.73,0.15,8.83,0.0,7485400.8,81049.0,71154.0,8526354.8,,,964.0,,,,,0.3,,3119.0,,,,964.0,,4456.0,3123.0,8.6,0.32,,,1.72,1.72,4618611.0,485877877.2,,489.22,1.73,20.25,0.2194,39.17,0.0178
2024-01-24,97053.0,10326439.2,0.32,2.07,0.18,10.29,0.0,8685644.8,94485.0,81632.0,10053204.0,,,,1.13,,,,,10478.0,,,,1.13,,,13436.0,,9.95,,,,2.01,2.01,4606530.0,490134792.0,,484.88,2.01,17.96,0.26,45.55,0.0206
2024-01-25,109622.0,11773402.8,0.37,2.36,0.2,11.72,0.0,9791872.8,107054.0,91172.0,11497599.6,,,,1.04,,,,,9540.0,,,,1.04,,,12569.0,,11.41,,,,2.28,2.28,4593704.0,493363809.6,,490.11,2.28,15.86,0.2842,48.94,0.0233
2024-01-26,99762.0,10754343.6,0.33,2.15,0.18,10.73,0.0,8966480.6,97194.0,83177.0,10477513.2,,,,,,,,1.03,,9860.0,,,,,,,7995.0,10.43,0.82,,,2.07,2.07,4606147.0,496542646.6,,494.63,2.06,17.44,0.2606,45.77,0.0212
