,ECRP FP Equity_DX_SI_QTY,ECRP FP Equity_DX_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP FP Equity_DX_SI_MV,ECRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY,ECRP FP Equity_DX_BROKER_SI_QTY,ECRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP FP Equity_DX_BROKER_SI_MV_NEW_x,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP FP Equity_DX_BROKER_SI_MV_INC_x,ECRP FP Equity_DX_BROKER_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_NEW,ECRP FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP FP Equity_DX_BROKER_SI_QTY_INC,ECRP FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP FP Equity_DX_BROKER_SI_MV_NEW_y,ECRP FP Equity_DX_BROKER_SI_MV_INC_y,ECRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP FP Equity_DX_BROKER_SI_MV_ADD,ECRP FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP FP Equity_DX_BROKER_SI_QTY_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV,ECRP FP Equity_DX_BROKER_SI_MV_DEC,ECRP FP Equity_DX_SUPPLY_SI_MV_RMV,ECRP FP Equity_DX_BROKER_SI_MV_RMV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP FP Equity_DX_UTILIZATION_QUANTITY,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ECRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP FP Equity_DX_BROKER_SI_CON_RATIO,ECRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP FP Equity_PX_LAST
2022-02-24,77.0,4005.46,0.0,0.0,0.0,0.0,77.0,0.0,4005.46,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,52.019
2022-02-25,77.0,4007.39,0.0,0.0,0.0,0.0,77.0,0.0,4007.39,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,52.044
2022-02-28,77.0,4009.62,0.0,0.0,0.0,0.0,77.0,0.0,4009.62,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,52.073
2022-03-01,77.0,4055.9,0.0,0.0,0.0,0.0,77.0,0.0,4055.9,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,52.674
2022-03-02,77.0,4042.35,0.0,0.0,0.0,0.0,77.0,0.0,4042.35,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,52.498
2022-03-03,19077.0,1001237.27,1.34,0.07,1.0,997196.0,77.0,19000.0,4041.27,,,,19000.0,,,,,,,,1.0,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.4,0.992,99.6,0.1441,52.484
2022-03-04,19077.0,1002095.73,1.49,0.07,1.0,998051.0,77.0,19000.0,4044.73,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.4,0.992,99.6,0.1441,52.529
2022-03-07,19077.0,993129.54,1.51,0.07,1.0,989121.0,77.0,19000.0,4008.54,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.4,0.992,99.6,0.1441,52.059
2022-03-08,19077.0,987749.83,1.52,0.07,0.99,983763.0,77.0,19000.0,3986.83,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.4,0.992,99.6,0.1441,51.777
2022-03-09,23077.0,1196588.6,1.84,0.08,1.19,1088892.0,2077.0,21000.0,107696.6,,2000.0,0.11,,,,2000.0,,,0.11,2000.0,,,,0.11,,,,4.68,1.57,42283.0,2192458.12,,2.19,4.68,8.68,0.8354,90.99,0.1743,51.852
2022-03-10,23077.0,1190819.35,1.86,0.08,1.2,1083642.0,2077.0,21000.0,107177.35,,,,,,,,,,,,,,,0.11,,,,4.68,1.57,42283.0,2181887.37,,2.18,4.68,8.63,0.8363,91.04,0.1743,51.602
2022-03-11,23077.0,1188880.89,1.9,0.08,1.19,1081878.0,2077.0,21000.0,107002.89,,,,,,,,,,,,,,,0.11,,,,4.68,1.57,42283.0,2178335.59,,2.18,4.68,8.65,0.8358,91.01,0.1743,51.518
2022-03-14,23077.0,1186503.96,1.88,0.08,1.19,1079715.0,2077.0,21000.0,106788.96,,,,,,,,,,,,,,,0.11,,,,4.68,1.57,42283.0,2173980.44,,2.17,4.68,8.65,0.8359,91.02,0.1743,51.415
2022-03-15,18577.0,957217.08,1.51,0.07,0.96,850195.5,2077.0,16500.0,107021.58,,,,,,,,,,,,,,4500.0,0.11,0.23,,,4.68,1.57,42283.0,2178716.14,,2.18,4.68,10.79,0.8002,88.8,0.1403,51.527
2022-03-16,2077.0,106857.5,0.17,0.01,0.11,102896.0,77.0,2000.0,3961.5,,,,,,0.1,,2000.0,,,,,,14500.0,0.0,0.74,,,100.0,0.06,0.0,0.0,,0.0,100.0,3.7,0.9287,96.3,0.0157,51.448
2022-03-17,77.0,3974.82,0.01,0.0,0.0,0.0,77.0,0.0,3974.82,,,,,,,,,,,,,,2000.0,0.0,0.1,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.621
2022-03-18,77.0,3979.59,0.01,0.0,0.0,0.0,77.0,0.0,3979.59,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.683
2022-03-21,77.0,3964.73,0.01,0.0,0.0,0.0,77.0,0.0,3964.73,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.49
2022-03-22,77.0,3958.34,0.01,0.0,0.0,0.0,77.0,0.0,3958.34,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.407
2022-03-23,77.0,3963.04,0.01,0.0,0.0,0.0,77.0,0.0,3963.04,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.468
2022-03-24,77.0,3959.65,0.01,0.0,0.0,0.0,77.0,0.0,3959.65,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.424
2022-03-25,77.0,3950.18,0.01,0.0,0.0,0.0,77.0,0.0,3950.18,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.301
2022-03-28,77.0,3952.87,0.01,0.0,0.0,0.0,77.0,0.0,3952.87,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.336
2022-03-29,77.0,3959.11,0.01,0.0,0.0,0.0,77.0,0.0,3959.11,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.417
2022-03-30,77.0,3946.25,0.01,0.0,0.0,0.0,77.0,0.0,3946.25,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.25
2022-03-31,77.0,3964.73,0.01,0.0,0.0,0.0,77.0,0.0,3964.73,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.49
2022-04-01,77.0,3963.27,0.01,0.0,0.0,0.0,77.0,0.0,3963.27,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.471
2022-04-04,77.0,3969.58,0.01,0.0,0.0,0.0,77.0,0.0,3969.58,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,51.553
2022-04-05,14077.0,722037.48,1.21,0.05,0.72,718088.0,77.0,14000.0,3949.48,,,,14000.0,,,,,,,,0.72,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.54,0.9892,99.46,0.1063,51.292
2022-04-06,14077.0,720587.55,1.22,0.05,0.72,716646.0,77.0,14000.0,3941.55,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.55,0.9891,99.45,0.1063,51.189
2022-04-07,14077.0,719630.32,1.25,0.05,0.72,715694.0,77.0,14000.0,3936.32,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.55,0.9891,99.45,0.1063,51.121
2022-04-08,14077.0,718743.47,1.24,0.05,0.72,714812.0,77.0,14000.0,3931.47,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.55,0.9891,99.45,0.1063,51.058
2022-04-11,14077.0,713380.13,1.25,0.05,0.72,709478.0,77.0,14000.0,3902.13,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.54,0.9892,99.46,0.1063,50.677
2022-04-12,14077.0,715083.45,1.22,0.05,0.71,711172.0,77.0,14000.0,3911.45,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.55,0.9891,99.45,0.1063,50.798
2022-04-13,77.0,3906.9,0.01,0.0,0.0,0.0,77.0,0.0,3906.9,,,,,,,,,,,,,,14000.0,0.0,0.71,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.739
2022-04-14,77.0,3907.44,0.01,0.0,0.0,0.0,77.0,0.0,3907.44,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.746
2022-04-15,77.0,3907.44,0.01,0.0,0.0,0.0,77.0,0.0,3907.44,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,
2022-04-18,77.0,3907.44,0.01,0.0,0.0,0.0,77.0,0.0,3907.44,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,
2022-04-19,77.0,3894.2,0.01,0.0,0.0,0.0,77.0,0.0,3894.2,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.574
2022-04-20,77.0,3895.97,0.01,0.0,0.0,0.0,77.0,0.0,3895.97,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.597
2022-04-21,77.0,3882.96,0.01,0.0,0.0,0.0,77.0,0.0,3882.96,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.428
2022-04-22,77.0,3865.4,0.01,0.0,0.0,0.0,77.0,0.0,3865.4,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.2
2022-04-25,77.0,3882.42,0.01,0.0,0.0,0.0,77.0,0.0,3882.42,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.421
2022-04-26,77.0,3880.95,0.01,0.0,0.0,0.0,77.0,0.0,3880.95,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.402
2022-04-27,77.0,3872.02,0.01,0.0,0.0,0.0,77.0,0.0,3872.02,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.286
2022-04-28,77.0,3861.7,0.01,0.0,0.0,0.0,77.0,0.0,3861.7,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.152
2022-04-29,77.0,3850.39,0.01,0.0,0.0,0.0,77.0,0.0,3850.39,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,50.005
2022-05-02,77.0,3846.54,0.01,0.0,0.0,0.0,77.0,0.0,3846.54,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.955
2022-05-03,9277.0,463506.75,0.9,0.04,0.46,459659.6,77.0,9200.0,3847.15,,,,9200.0,,,,,,,,0.46,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.83,0.9836,99.17,0.0701,49.963
2022-05-04,9277.0,462105.92,0.9,0.04,0.47,458270.4,77.0,9200.0,3835.52,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.83,0.9836,99.17,0.0701,49.812
2022-05-05,9277.0,459935.11,0.94,0.04,0.47,456117.6,77.0,9200.0,3817.51,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.82,0.9837,99.18,0.0701,49.578
2022-05-06,9277.0,457022.13,0.95,0.04,0.46,453228.8,77.0,9200.0,3793.33,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.83,0.9836,99.17,0.0701,49.264
2022-05-09,9277.0,456604.66,1.08,0.04,0.46,452814.8,77.0,9200.0,3789.86,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.83,0.9836,99.17,0.0701,49.219
2022-05-10,9277.0,459248.61,1.05,0.04,0.46,455436.8,77.0,9200.0,3811.81,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.83,0.9835,99.17,0.0701,49.504
2022-05-11,77.0,3822.36,0.01,0.0,0.0,0.0,77.0,0.0,3822.36,,,,,,,,,,,,,,9200.0,0.0,0.45,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.641
2022-05-12,77.0,3842.53,0.01,0.0,0.0,0.0,77.0,0.0,3842.53,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.903
2022-05-13,77.0,3841.61,0.01,0.0,0.0,0.0,77.0,0.0,3841.61,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.891
2022-05-16,77.0,3842.92,0.01,0.0,0.0,0.0,77.0,0.0,3842.92,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.908
2022-05-17,77.0,3824.9,0.01,0.0,0.0,0.0,77.0,0.0,3824.9,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.674
2022-05-18,77.0,3820.82,0.01,0.0,0.0,0.0,77.0,0.0,3820.82,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.621
2022-05-19,77.0,3825.75,0.01,0.0,0.0,0.0,77.0,0.0,3825.75,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.685
2022-05-20,77.0,3817.43,0.01,0.0,0.0,0.0,77.0,0.0,3817.43,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.577
2022-05-23,77.0,3812.73,0.01,0.0,0.0,0.0,77.0,0.0,3812.73,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.516
2022-05-24,127477.0,6326810.99,10.12,0.5,6.31,3161494.7,63777.0,63700.0,3165316.29,,,,63700.0,,,,,,,,3.15,63700.0,,3.16,,,,73.98,48.18,22432.0,1113322.59,,1.11,73.98,49.97,0.4994,49.97,0.963,49.631
2022-05-25,203977.0,10125214.3,16.31,0.8,10.13,6641698.2,70177.0,133800.0,3483516.1,,6400.0,0.31,63700.0,,,6400.0,,,0.31,6400.0,3.16,,,3.49,,,,53.78,53.02,60315.0,2993976.29,,3.0,53.78,34.39,0.509,62.43,1.5409,49.639
2022-05-26,203977.0,10154994.95,16.91,0.8,10.14,6661233.0,70177.0,133800.0,3493761.95,,,,,,,,,,,,,,,3.49,,,,53.78,53.02,60315.0,3002782.28,,3.01,53.74,34.36,0.5091,62.45,1.5409,49.785
2022-05-27,203977.0,10177432.41,17.1,0.8,10.17,6675951.0,70177.0,133800.0,3501481.42,,,,,,,,,,,,,,,3.5,,,,53.78,53.02,60315.0,3009416.93,,3.01,53.75,34.36,0.5091,62.45,1.5409,49.895
2022-05-30,203977.0,10148875.64,17.2,0.79,10.16,6657219.0,70177.0,133800.0,3491656.64,,,,,,,,,,,,,,,3.5,,,,53.78,53.02,60315.0,3000972.83,,3.0,53.82,34.43,0.5089,62.4,1.5409,49.755
2022-05-31,140277.0,6937679.59,11.74,0.54,6.99,6617346.6,70177.0,133800.0,3470743.89,,,,,,,,,,,,,,,3.49,,,,53.78,53.02,60315.0,2982998.96,,2.99,53.86,45.49,0.4582,49.92,1.0597,49.457
2022-06-01,70177.0,3463585.84,5.87,0.27,3.49,3459785.5,77.0,70100.0,3800.34,,,,,,3.52,,70100.0,,,,,,63700.0,0.0,3.2,,,100.0,0.06,0.0,0.0,,0.0,100.0,9.07,0.8331,90.82,0.5302,49.355
2022-06-02,63777.0,3143185.67,5.43,0.25,3.15,3139390.8,77.0,63700.0,3794.87,,,,,,,,,,,,,,6400.0,0.0,0.31,,,100.0,0.06,0.0,0.0,,0.0,100.0,0.12,0.9976,99.88,0.4818,49.284
2022-06-03,77.0,3782.47,0.01,0.0,0.0,0.0,77.0,0.0,3782.47,,,,,,,,,,,,,,63700.0,0.0,3.15,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.123
2022-06-06,77.0,3778.93,0.01,0.0,0.0,0.0,77.0,0.0,3778.93,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.077
2022-06-07,77.0,3783.78,0.01,0.0,0.0,0.0,77.0,0.0,3783.78,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,49.14
2022-06-08,77.0,3768.77,0.01,0.0,0.0,0.0,77.0,0.0,3768.77,,,,,,,,,,,,,,,0.0,,,,100.0,0.06,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0006,48.945
2022-06-09,40877.0,1980163.63,3.57,0.16,1.98,988216.8,20477.0,20400.0,991946.83,,20400.0,,20400.0,,,,,,,20400.0,1.0,,,0.99,,,,46.16,15.47,23883.0,1156940.29,,1.15,46.16,49.65,0.4981,50.16,0.3088,48.442
2022-06-10,105677.0,5076617.4,9.11,0.42,5.11,2536459.2,52877.0,52800.0,2540158.2,,,1.55,,,,32400.0,,,1.55,,,32400.0,,2.55,,,,40.52,39.95,77615.0,3728546.99,,3.75,40.51,30.71,0.3815,50.04,0.7983,48.039
2022-06-13,138077.0,6540569.41,12.41,0.56,6.61,4035838.8,52877.0,85200.0,2504730.61,,,,32400.0,,,,,,,,1.57,,,2.52,,,,40.52,39.95,77615.0,3676544.94,,3.7,40.49,38.24,0.3896,47.13,1.0431,47.369
2022-06-14,138077.0,6513782.48,12.42,0.56,6.53,4019310.0,52877.0,85200.0,2494472.48,,,,,,,,,,,,,,,2.5,,,,40.52,39.95,77615.0,3661487.63,,3.67,40.51,38.26,0.3886,46.96,1.0431,47.175
2022-06-15,138077.0,6544849.8,12.54,0.56,6.56,4038480.0,52877.0,85200.0,2506369.8,,,,,,,,,,,,,,,2.51,,,,40.52,39.95,77615.0,3678951.0,,3.69,40.53,38.18,0.3881,46.95,1.0431,47.4
2022-06-16,157677.0,7437308.74,14.14,0.64,7.46,4962073.6,52477.0,105200.0,2475235.14,,,0.98,,,0.01,20000.0,400.0,,0.98,,,,,2.48,,,,40.21,39.64,78015.0,3679811.52,,3.69,40.21,41.06,0.3985,46.24,1.1912,47.168
2022-06-17,137277.0,6484279.1,12.91,0.55,6.5,4005528.0,52477.0,84800.0,2478751.1,,,,,,,,,,,,,,20400.0,2.48,1.0,,,40.21,39.64,78015.0,3685038.53,,3.69,40.22,38.12,0.3898,47.26,1.0371,47.235
2022-06-20,137277.0,6479062.57,13.01,0.55,6.48,4002305.6,52477.0,84800.0,2476756.97,,,,,,,,,,,,,,,2.48,,,,40.21,39.64,78015.0,3682073.96,,3.68,40.21,38.14,0.39,47.26,1.0371,47.197
2022-06-21,112877.0,5326327.0,10.89,0.46,5.34,4190205.6,56477.0,88800.0,2664980.2,,4000.0,0.19,,,,4000.0,,,0.19,4000.0,,,,2.67,,,,43.28,42.67,74015.0,3492545.81,,3.49,43.28,28.8,0.377,49.9,0.8527,47.187
2022-06-22,80477.0,3821128.44,7.09,0.33,3.8,2677928.4,24077.0,56400.0,1143200.04,,,,,,1.52,,32400.0,,,,,,32400.0,1.14,1.52,,,54.28,18.19,20283.0,963057.12,,0.96,54.28,29.95,0.3398,40.19,0.608,47.481
2022-06-23,114477.0,5466734.66,18.21,0.46,5.45,3505143.6,41077.0,73400.0,1961591.06,,17000.0,0.81,,,,17000.0,,,0.81,17000.0,,,,1.97,,,,100.0,31.03,0.0,0.0,,0.0,100.0,35.8,0.3369,36.01,0.8648,47.754
2022-06-24,82077.0,3923937.22,13.64,0.33,3.92,1960128.0,41077.0,41000.0,1963809.22,,,,,,,,,,,,,,32400.0,1.96,1.53,,,100.0,31.03,0.0,0.0,,0.0,100.0,49.92,0.4991,49.98,0.62,47.808
2022-06-27,201877.0,9617218.4,33.56,0.82,9.63,4806775.1,100977.0,100900.0,4810443.3,,,2.87,,,,59900.0,,,2.87,,,59900.0,,4.81,,,,79.38,76.28,26232.0,1249666.25,,1.25,79.36,29.69,0.3794,50.02,1.5251,47.639
2022-06-28,261777.0,12396188.06,43.99,1.04,12.47,7614523.2,100977.0,160800.0,4781664.86,,,,59900.0,,,,,,,,2.86,,,4.8,,,,79.38,76.28,26232.0,1242190.13,,1.25,79.34,38.55,0.3831,45.85,1.9776,47.354
2022-06-29,261777.0,12426030.64,44.54,1.03,12.42,7632854.4,100977.0,160800.0,4793176.24,,,,,,,,,,,,,,,4.79,,,,79.38,76.28,26232.0,1245180.58,,1.24,79.39,38.48,0.3826,45.82,1.9776,47.468
2022-06-30,261777.0,12483098.02,44.21,1.05,12.43,7667908.8,100977.0,160800.0,4815189.22,,,,,,,,,,,,,,,4.8,,,,79.38,76.28,26232.0,1250899.15,,1.25,79.41,38.54,0.3821,45.7,1.9776,47.686
2022-07-01,257777.0,12415829.21,41.68,1.03,12.32,7744932.0,96977.0,160800.0,4670897.21,,,,,,0.18,,4000.0,,,,,,,4.65,,,,78.71,73.26,26232.0,1263464.28,,1.25,78.77,39.13,0.3889,46.35,1.9474,48.165
2022-07-04,253777.0,12175966.68,42.57,1.0,12.17,7523107.2,96977.0,156800.0,4652859.48,,,,,,,,,,,,,,4000.0,4.66,0.15,,,78.71,73.26,26232.0,1258585.13,,1.26,78.68,38.32,0.3897,47.07,1.9172,47.979
2022-07-05,262777.0,12689238.55,42.47,1.04,12.66,9793009.2,82977.0,202800.0,4006876.35,,23000.0,1.02,23000.0,,1.81,23000.0,37000.0,,1.02,23000.0,1.11,,,3.99,,,,100.0,62.68,0.0,0.0,,0.0,100.0,45.56,0.4234,45.61,1.9851,48.289
2022-07-06,225777.0,10966666.22,36.37,0.89,10.91,8053403.4,82977.0,165800.0,4030441.82,,,,,,,,,,,,,,37000.0,4.01,1.8,,,100.0,62.68,0.0,0.0,,0.0,100.0,36.76,0.426,52.95,1.7056,48.573
2022-07-07,222777.0,10785302.9,35.64,0.84,10.82,8026875.4,79977.0,165800.0,3871926.5,,,,,,0.13,,3000.0,,,,,,,3.89,,,,100.0,60.42,0.0,0.0,,0.0,100.0,37.22,0.4242,52.45,1.683,48.413
2022-07-08,211777.0,10278173.14,33.4,0.8,10.28,7901172.4,71977.0,162800.0,3493259.74,,,,,,0.39,,8000.0,,,,,,3000.0,3.49,0.15,,,83.49,54.37,14232.0,690721.66,,0.69,83.49,37.68,0.4181,51.41,1.5999,48.533
2022-07-11,144777.0,7052522.0,22.71,0.54,7.0,6030669.4,43977.0,123800.0,2142251.6,,,,,,1.4,,28000.0,,,,,,39000.0,2.13,1.98,,,51.01,33.22,42232.0,2057247.42,,2.04,51.01,30.35,0.4057,53.69,1.0937,48.713
2022-07-12,115877.0,5677161.86,17.99,0.44,5.62,4546550.4,43977.0,92800.0,2154565.16,,,,,,,,,,,,,,31000.0,2.14,1.5,,,51.01,33.22,42232.0,2069072.38,,2.05,51.01,37.94,0.3608,42.11,0.8754,48.993
2022-07-13,100977.0,4929192.26,15.51,0.38,4.93,2972833.5,40077.0,60900.0,1956358.76,,,,,,0.17,,3900.0,,,,,,31900.0,1.96,1.52,,,46.49,30.28,46132.0,2251933.58,,2.26,46.49,39.66,0.5205,60.26,0.7628,48.815
2022-07-14,224977.0,10970778.43,34.84,0.85,11.02,6968375.6,82077.0,142900.0,4002402.83,,42000.0,4.01,,,,82000.0,,,4.01,42000.0,,,,4.02,,,,64.02,62.0,46132.0,2249580.85,,2.26,64.01,36.42,0.3691,44.91,1.6996,48.764
2022-07-15,204077.0,9979977.53,29.41,0.78,9.96,5966166.0,82077.0,122000.0,4013811.53,,,,,,,,,,,,,,20900.0,4.01,1.01,,,64.02,62.0,46132.0,2255993.2,,2.25,64.05,39.19,0.3573,40.15,1.5417,48.903
2022-07-18,204077.0,9951610.83,28.6,0.77,9.95,5949208.0,82077.0,122000.0,4002402.83,,,,,,,,,,,,,,,4.0,,,,64.02,62.0,46132.0,2249580.85,,2.25,63.98,39.22,0.3577,40.2,1.5417,48.764
2022-07-19,204077.0,9981610.15,28.31,0.76,9.95,5967142.0,82077.0,122000.0,4014468.15,,,,,,,,,,,,,,,4.01,,,,64.02,62.0,46132.0,2256362.25,,2.25,64.05,39.18,0.3573,40.16,1.5417,48.911
2022-07-20,204077.0,9991609.92,29.05,0.75,9.97,5973120.0,82077.0,122000.0,4018489.92,,,,,,,,,,,,,,,4.01,,,,64.02,61.93,46132.0,2258622.72,,2.25,64.03,39.19,0.3574,40.17,1.5399,48.96
2022-07-21,204077.0,9983650.92,29.22,0.74,10.04,5968362.0,82077.0,122000.0,4015288.92,,,,,,,,,,,,,,,4.04,,,,64.02,61.93,46132.0,2256823.57,,2.27,64.01,39.21,0.3575,40.19,1.5399,48.921
2022-07-22,204077.0,10149769.6,27.14,0.73,10.01,6067670.0,82077.0,122000.0,4082099.6,,,,,,,,,,,,,,,4.05,,,,64.02,61.93,46132.0,2294375.02,,2.25,64.21,39.07,0.3564,40.04,1.5399,49.735
