,ALCUR FP Equity_DX_SI_QTY,ALCUR FP Equity_DX_SHORT_INTEREST_VALUE,ALCUR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCUR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCUR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCUR FP Equity_DX_SI_MV,ALCUR FP Equity_DX_DSS,ALCUR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCUR FP Equity_DX_SUPPLY_SI_QTY,ALCUR FP Equity_DX_BROKER_SI_QTY,ALCUR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCUR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCUR FP Equity_DX_BROKER_SI_MV_INC_x,ALCUR FP Equity_DX_BROKER_SI_QTY_ADD,ALCUR FP Equity_DX_SUPPLY_SI_MV_DEC,ALCUR FP Equity_DX_BROKER_SI_QTY_INC,ALCUR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCUR FP Equity_DX_BROKER_SI_MV_INC_y,ALCUR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCUR FP Equity_DX_BROKER_SI_MV_ADD,ALCUR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCUR FP Equity_DX_BROKER_SI_QTY_DEC,ALCUR FP Equity_DX_SUPPLY_SI_MV,ALCUR FP Equity_DX_BROKER_SI_MV_DEC,ALCUR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCUR FP Equity_DX_UTILIZATION_QUANTITY,ALCUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCUR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCUR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCUR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCUR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCUR FP Equity_DX_BROKER_SI_CON_RATIO,ALCUR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCUR FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,351804.73,0.35,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,347698.06,0.35,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,347698.06,0.35,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,355911.4,0.36,0.0,,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,347698.06,0.35,0.0,,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,347698.06,0.35,0.0,,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,336746.94,0.34,0.0,,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,332640.27,0.33,0.0,,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,335378.05,0.34,0.0,,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,339484.72,0.34,0.0,,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,340853.61,0.34,0.0,,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,325795.82,0.33,0.0,,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,334009.16,0.33,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,332640.27,0.33,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,325795.82,0.33,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,325795.82,0.33,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,327164.71,0.33,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,327164.71,0.33,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,325795.82,0.33,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,316213.59,0.32,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,318951.37,0.32,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,314844.7,0.31,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,303893.58,0.3,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,301155.8,0.3,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,299786.91,0.3,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,287466.9,0.29,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,280622.45,0.28,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,266249.11,0.27,0.0,,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,266933.55,0.27,0.0,,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,266933.55,0.27,0.0,,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,268302.44,0.27,0.0,,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,277884.67,0.28,0.0,,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,273778.0,0.27,0.0,,0.0,,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,298418.02,0.3,0.0,,0.0,,0.0
2022-12-20,1000.0,2290.0,0.03,0.34,0.02,0.0,0.0,2290.0,1000.0,1000.0,2290.0,,,1000.0,,,,,,0.0,1000.0,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-21,1000.0,2200.0,0.03,0.29,0.02,0.0,0.0,2200.0,1000.0,1000.0,2200.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-22,1000.0,2260.0,0.03,0.28,0.02,0.0,0.0,2260.0,1000.0,1000.0,2260.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-23,1000.0,2280.0,0.03,0.28,0.02,0.0,0.0,2280.0,1000.0,1000.0,2280.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-26,1000.0,2280.0,0.03,0.3,0.02,0.0,0.0,2280.0,1000.0,1000.0,2280.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-27,1000.0,2190.0,0.03,0.3,0.02,0.0,0.0,2190.0,1000.0,1000.0,2190.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-28,1000.0,2190.0,0.03,0.29,0.02,0.0,0.0,2190.0,1000.0,1000.0,2190.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-29,1000.0,2210.0,0.03,0.29,0.02,0.0,0.0,2210.0,1000.0,1000.0,2210.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2022-12-30,1000.0,2200.0,0.03,0.29,0.02,0.0,0.0,2200.0,1000.0,1000.0,2200.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2023-01-02,1000.0,2320.0,0.03,0.3,0.02,0.0,0.0,2320.0,1000.0,1000.0,2320.0,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0073
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1000.0,,,,,1000.0,0.0,0.0,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,325795.82,0.33,0.0,,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,329902.49,0.33,0.0,,0.0,,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,323058.04,0.32,0.0,,0.0,,0.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,327164.71,0.33,0.0,,0.0,,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,327164.71,0.33,0.0,,0.0,,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,328533.6,0.33,0.0,,0.0,,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,344960.28,0.34,0.0,,0.0,,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,355911.4,0.36,0.0,,0.0,,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,349066.95,0.35,0.0,,0.0,,0.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,379182.53,0.38,0.0,,0.0,,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,380551.42,0.38,0.0,,0.0,,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,380551.42,0.38,0.0,,0.0,,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,410667.0,0.41,0.0,,0.0,,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,416142.56,0.42,0.0,,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,446258.14,0.45,0.0,,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,448995.92,0.45,0.0,,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,438044.8,0.44,0.0,,0.0,,0.0
2023-01-31,10000.0,31400.0,0.29,1.57,0.18,0.03,0.0,31400.0,10000.0,10000.0,31400.0,,,10000.0,,,,,,0.03,10000.0,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-01,10000.0,31200.0,0.29,1.48,0.18,0.03,0.0,31200.0,10000.0,10000.0,31200.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-02,10000.0,31600.0,0.29,1.58,0.18,0.03,0.0,31600.0,10000.0,10000.0,31600.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-03,10000.0,32000.0,0.29,1.6,0.18,0.03,0.0,32000.0,10000.0,10000.0,32000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-06,10000.0,31700.0,0.29,1.58,0.18,0.03,0.0,31700.0,10000.0,10000.0,31700.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-07,10000.0,30500.0,0.29,1.55,0.18,0.03,0.0,30500.0,10000.0,10000.0,30500.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-08,10000.0,30000.0,0.29,1.54,0.18,0.03,0.0,30000.0,0.0,10000.0,0.0,,,,0.03,,10000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0731
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,10000.0,0.0,0.03,0.0,0.0,136889.0,431200.35,0.43,0.0,,0.0,,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,396978.1,0.4,0.0,,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,391502.54,0.39,0.0,,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,381920.31,0.38,0.0,,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,136889.0,388764.76,0.39,0.0,,0.0,,0.0
2023-02-16,10000.0,28100.0,0.29,1.36,0.18,0.03,0.0,28100.0,10000.0,10000.0,28100.0,,,10000.0,,,,,,0.03,10000.0,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-17,10000.0,27000.0,0.29,1.36,0.18,0.03,0.0,27000.0,10000.0,10000.0,27000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-20,10000.0,26400.0,0.29,1.34,0.18,0.03,0.0,26400.0,10000.0,10000.0,26400.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-21,10000.0,26800.0,0.29,1.33,0.18,0.03,0.0,26800.0,10000.0,10000.0,26800.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-22,10000.0,25800.0,0.29,1.33,0.18,0.03,0.0,25800.0,10000.0,10000.0,25800.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-23,10000.0,25000.0,0.29,1.33,0.18,0.03,0.0,25000.0,10000.0,10000.0,25000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-24,10000.0,25000.0,0.29,1.31,0.18,0.03,0.0,25000.0,10000.0,10000.0,25000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-27,10000.0,25200.0,0.29,1.31,0.18,0.03,0.0,25200.0,10000.0,10000.0,25200.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-02-28,10000.0,24800.0,0.29,1.08,0.18,0.03,0.0,24800.0,10000.0,10000.0,24800.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-01,10000.0,26400.0,0.29,1.07,0.18,0.02,0.0,26400.0,10000.0,10000.0,26400.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-02,10000.0,27000.0,0.29,0.73,0.18,0.03,0.0,27000.0,10000.0,10000.0,27000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-03,10000.0,26100.0,0.29,0.7,0.18,0.03,0.0,26100.0,10000.0,10000.0,26100.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-06,10000.0,24900.0,0.29,0.67,0.18,0.03,0.0,24900.0,10000.0,10000.0,24900.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-07,10000.0,24200.0,0.29,0.66,0.18,0.02,0.0,24200.0,10000.0,10000.0,24200.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-08,10000.0,24600.0,0.29,0.7,0.18,0.02,0.0,24600.0,10000.0,10000.0,24600.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-09,10000.0,24300.0,0.29,0.67,0.18,0.02,0.0,24300.0,10000.0,10000.0,24300.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-10,10000.0,23700.0,0.29,0.68,0.18,0.02,0.0,23700.0,10000.0,10000.0,23700.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-13,10000.0,22800.0,0.29,0.67,0.18,0.02,0.0,22800.0,10000.0,10000.0,22800.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-14,10000.0,22600.0,0.29,0.68,0.18,0.02,0.0,22600.0,10000.0,10000.0,22600.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-15,10000.0,20900.0,0.29,0.69,0.18,0.02,0.0,20900.0,10000.0,10000.0,20900.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-16,10000.0,22100.0,0.29,0.45,0.18,0.02,0.0,22100.0,10000.0,10000.0,22100.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-17,10000.0,22000.0,0.29,0.45,0.18,0.02,0.0,22000.0,10000.0,10000.0,22000.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-20,10000.0,23000.0,0.29,0.45,0.18,0.02,0.0,23000.0,10000.0,10000.0,23000.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-21,10000.0,25000.0,0.29,0.45,0.18,0.02,0.0,25000.0,10000.0,10000.0,25000.0,,,,,,,,,,,,0.02,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-22,10000.0,25000.0,0.29,0.44,0.18,0.03,0.0,25000.0,10000.0,10000.0,25000.0,,,,,,,,,,,,0.03,,100.0,7.33,0.0,0.0,0.0,100.0,,1.0,100.0,0.0733
2023-03-23,10000.0,25700.0,0.29,0.44,0.18,0.03,0.0,25700.0,10000.0,10000.0,25700.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-24,10000.0,25100.0,0.29,0.44,0.18,0.03,0.0,25100.0,10000.0,10000.0,25100.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-27,10000.0,27600.0,0.29,0.45,0.18,0.03,0.0,27600.0,10000.0,10000.0,27600.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-28,10000.0,27000.0,0.29,0.44,0.17,0.03,0.0,27000.0,10000.0,10000.0,27000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-29,10000.0,26800.0,0.29,0.43,0.17,0.03,0.0,26800.0,10000.0,10000.0,26800.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-30,10000.0,25300.0,0.29,0.41,0.17,0.03,0.0,25300.0,10000.0,10000.0,25300.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-03-31,10000.0,26000.0,0.29,0.4,0.17,0.03,0.0,26000.0,10000.0,10000.0,26000.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-03,10000.0,26300.0,0.29,0.4,0.17,0.03,0.0,26300.0,10000.0,10000.0,26300.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-04,10000.0,27900.0,0.29,0.4,0.17,0.03,0.0,27900.0,10000.0,10000.0,27900.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-05,10000.0,26100.0,0.29,0.38,0.17,0.03,0.0,26100.0,10000.0,10000.0,26100.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-06,10000.0,26300.0,0.29,0.37,0.17,0.03,0.0,26300.0,10000.0,10000.0,26300.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-07,10000.0,26300.0,0.29,0.37,0.17,0.03,0.0,26300.0,10000.0,10000.0,26300.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
2023-04-10,10000.0,26300.0,0.29,0.37,0.17,0.03,0.0,26300.0,10000.0,10000.0,26300.0,,,,,,,,,,,,0.03,,100.0,7.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0731
