,EEUE FP Equity_DX_SI_QTY,EEUE FP Equity_DX_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEUE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEUE FP Equity_DX_SI_MV,EEUE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEUE FP Equity_DX_SUPPLY_SI_QTY,EEUE FP Equity_DX_BROKER_SI_QTY,EEUE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEUE FP Equity_DX_BROKER_SI_QTY_ADD,EEUE FP Equity_DX_BROKER_SI_MV_ADD,EEUE FP Equity_DX_SUPPLY_SI_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEUE FP Equity_DX_UTILIZATION_QUANTITY,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEUE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEUE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEUE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEUE FP Equity_DX_BROKER_SI_CON_RATIO,EEUE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEUE FP Equity_DX_DEMAND_SUPPLY_RATIO,EEUE FP Equity_PX_LAST
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,9.99
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,10.06
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,9.883
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,9.778
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,9.499
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,9.498
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,9.503
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,9.664
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,9.89
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,10.09
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,10.186
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,10.166
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,10.582
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,10.678
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,10.79
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,10.692
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,10.694
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,10.828
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,10.798
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,10.846
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,10.768
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,10.818
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,10.796
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,10.916
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,10.906
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,10.892
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,10.91
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,10.826
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,10.894
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,10.888
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,10.89
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,10.966
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,10.932
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,10.954
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,10.984
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,10.96
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,10.86
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,10.902
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,10.946
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,11.036
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,11.064
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,11.038
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,10.778
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,10.902
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,11.01
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,11.044
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,11.12
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,11.176
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,11.142
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,11.086
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,11.18
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,11.172
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,11.342
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,11.358
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,11.446
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,11.374
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,11.376
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,11.388
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,11.474
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,11.362
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,11.376
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,11.358
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,11.44
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,11.432
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,11.372
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,11.282
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,11.348
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,11.22
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,11.224
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,11.004
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,11.144
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,11.284
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,11.316
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,11.384
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,11.37
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,11.404
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,11.398
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,11.378
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,11.422
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,11.496
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,11.652
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,11.644
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,11.554
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,11.476
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,11.532
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,11.486
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,11.44
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,11.49
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,11.456
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,11.27
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,11.476
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,11.492
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,11.512
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,11.476
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,11.414
2021-03-08,,,,,,,,,,,,,,,,,,,,,,,11.674
2021-03-09,,,,,,,,,,,,,,,,,,,,,,,11.752
2021-03-10,,,,,,,,,,,,,,,,,,,,,,,11.8
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,11.866
2021-03-12,,,,,,,,,,,,,,,,,,,,,,,11.83
2021-03-15,,,,,,,,,,,,,,,,,,,,,,,11.83
2021-03-16,,,,,,,,,,,,,,,,,,,,,,,11.936
2021-03-17,,,,,,,,,,,,,,,,,,,,,,,11.89
2021-03-18,,,,,,,,,,,,,,,,,,,,,,,11.942
2021-03-19,,,,,,,,,,,,,,,,,,,,,,,11.848
2021-03-22,,,,,,,,,,,,,,,,,,,,,,,11.876
2021-03-23,,,,,,,,,,,,,,,,,,,,,,,11.828
2021-03-24,,,,,,,,,,,,,,,,,,,,,,,11.824
2021-03-25,,,,,,,,,,,,,,,,,,,,,,,11.824
2021-03-26,,,,,,,,,,,,,,,,,,,,,,,11.93
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,11.958
2021-03-30,,,,,,,,,,,,,,,,,,,,,,,12.036
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,12.006
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,12.078
2021-04-06,,,,,,,,,,,,,,,,,,,,,,,12.152
2021-04-07,,,,,,,,,,,,,,,,,,,,,,,12.126
2021-04-08,,,,,,,,,,,,,,,,,,,,,,,12.218
2021-04-09,,,,,,,,,,,,,,,,,,,,,,,12.228
2021-04-12,,,,,,,,,,,,,,,,,,,,,,,12.172
2021-04-13,,,,,,,,,,,,,,,,,,,,,,,12.176
2021-04-14,,,,,,,,,,,,,,,,,,,,,,,12.204
2021-04-15,,,,,,,,,,,,,,,,,,,,,,,12.262
2021-04-16,,,,,,,,,,,,,,,,,,,,,,,12.372
2021-04-19,,,,,,,,,,,,,,,,,,,,,,,12.362
2021-04-20,,,,,,,,,,,,,,,,,,,,,,,12.154
2021-04-21,,,,,,,,,,,,,,,,,,,,,,,12.234
2021-04-22,,,,,,,,,,,,,,,,,,,,,,,12.342
2021-04-23,,,,,,,,,,,,,,,,,,,,,,,12.302
2021-04-26,,,,,,,,,,,,,,,,,,,,,,,12.332
2021-04-27,,,,,,,,,,,,,,,,,,,,,,,12.336
2021-04-28,,,,,,,,,,,,,,,,,,,,,,,12.33
2021-04-29,,,,,,,,,,,,,,,,,,,,,,,12.304
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,12.27
2021-05-03,,,,,,,,,,,,,,,,,,,,,,,12.372
2021-05-04,,,,,,,,,,,,,,,,,,,,,,,12.176
2021-05-05,,,,,,,,,,,,,,,,,,,,,,,12.422
2021-05-06,,,,,,,,,,,,,,,,,,,,,,,12.422
2021-05-07,,,,,,,,,,,,,,,,,,,,,,,12.536
2021-05-10,,,,,,,,,,,,,,,,,,,,,,,12.534
2021-05-11,,,,,,,,,,,,,,,,,,,,,,,12.304
2021-05-12,,,,,,,,,,,,,,,,,,,,,,,12.342
2021-05-13,,,,,,,,,,,,,,,,,,,,,,,12.31
2021-05-14,,,,,,,,,,,,,,,,,,,,,,,12.49
2021-05-17,,,,,,,,,,,,,,,,,,,,,,,12.48
2021-05-18,,,,,,,,,,,,,,,,,,,,,,,12.524
2021-05-19,,,,,,,,,,,,,,,,,,,,,,,12.314
2021-05-20,,,,,,,,,,,,,,,,,,,,,,,12.474
2021-05-21,,,,,,,,,,,,,,,,,,,,,,,12.536
2021-05-24,,,,,,,,,,,,,,,,,,,,,,,12.596
2021-05-25,,,,,,,,,,,,,,,,,,,,,,,12.564
2021-05-26,,,,,,,,,,,,,,,,,,,,,,,12.556
2021-05-27,,,,,,,,,,,,,,,,,,,,,,,12.556
2021-05-28,,,,,,,,,,,,,,,,,,,,,,,12.658
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,12.574
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,12.694
2021-06-02,,,,,,,,,,,,,,,,,,,,,,,12.716
2021-06-03,,,,,,,,,,,,,,,,,,,,,,,12.722
2021-06-04,,,,,,,,,,,,,,,,,,,,,,,12.784
2021-06-07,,,,,,,,,,,,,,,,,,,,,,,12.81
2021-06-08,,,,,,,,,,,,,,,,,,,,,,,12.826
2021-06-09,,,,,,,,,,,,,,,,,,,,,,,12.822
2021-06-10,,,,,,,,,,,,,,,,,,,,,,,12.832
2021-06-11,,,,,,,,,,,,,,,,,,,,,,,12.934
2021-06-14,,,,,,,,,,,,,,,,,,,,,,,12.95
2021-06-15,,,,,,,,,,,,,,,,,,,,,,,12.966
2021-06-16,,,,,,,,,,,,,,,,,,,,,,,13.004
2021-06-17,,,,,,,,,,,,,,,,,,,,,,,13.0
2021-06-18,,,,,,,,,,,,,,,,,,,,,,,12.792
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,12.89
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,12.92
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,12.83
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,12.952
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,12.976
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,12.878
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,12.93
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,12.84
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,12.908
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,12.932
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,12.972
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,12.908
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,12.994
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,12.792
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,12.932
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,13.01
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,13.022
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,13.012
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,12.888
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,12.856
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,12.57
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,12.628
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,12.836
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,12.886
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,13.04
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,13.026
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,12.956
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,13.046
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,13.11
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,13.044
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,13.114
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,13.148
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,13.226
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,13.26
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,13.268
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,13.306
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,13.35
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,13.396
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,13.432
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,13.454
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,13.37
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,13.396
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,13.412
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,13.2
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,13.262
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,13.346
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,13.342
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,13.34
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,13.284
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,13.358
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,13.382
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,13.308
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,13.372
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,13.408
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,13.338
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,13.432
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,13.358
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,13.232
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,13.22
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,13.184
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,13.222
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,13.23
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,13.126
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,13.178
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,13.05
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,12.834
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,12.992
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,13.096
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,13.232
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,13.116
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,13.088
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,12.836
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,12.908
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,12.89
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,12.862
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,12.808
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,12.96
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,12.81
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,13.038
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,12.998
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,13.018
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,12.998
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,13.092
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,13.228
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,13.342
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,13.27
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,13.322
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,13.362
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,13.34
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,13.414
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,13.424
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,13.518
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,13.468
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,13.522
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,13.518
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,13.608
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,13.642
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,13.678
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,13.742
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,13.75
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,13.744
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,13.72
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,13.754
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,13.794
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,13.836
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,13.896
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,13.926
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,13.934
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,13.886
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,13.834
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,13.822
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,13.658
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,13.668
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,13.726
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,13.204
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,13.318
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,13.186
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,13.46
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,13.268
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,13.204
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,13.386
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,13.69
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,13.638
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,13.624
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,13.576
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,13.526
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,13.408
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,13.432
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,13.61
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,13.524
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,13.348
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,13.528
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,13.658
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,13.762
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,13.754
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,13.876
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,13.968
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,13.922
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,13.946
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,13.92
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,14.04
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,14.126
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,14.132
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,13.938
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,13.914
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,13.698
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,13.81
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,13.898
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,13.9
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,13.778
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,13.856
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,13.712
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,13.732
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,13.798
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,13.556
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,13.038
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,13.146
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,13.36
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,13.448
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,13.316
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,13.47
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,13.564
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,13.624
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,13.366
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,13.196
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,13.232
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,13.268
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,13.462
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,13.454
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,13.386
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,13.128
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,13.3
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,13.314
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,13.236
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,13.142
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,12.97
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,12.962
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,12.916
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,12.494
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,12.872
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,12.854
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,12.57
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,12.662
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,12.432
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,11.986
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,11.832
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,11.766
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,12.328
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,12.106
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,12.244
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,12.386
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,12.38
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,12.828
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,12.846
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,13.02
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,12.97
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,13.086
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,12.934
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,12.908
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,12.904
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,12.96
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,13.186
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,13.122
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,13.0
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,13.072
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,13.132
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,13.174
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,12.97
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,12.95
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,13.132
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,13.058
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,13.0
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,12.998
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,13.088
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,12.976
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,13.116
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,13.138
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,12.932
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,12.718
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,12.608
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,12.708
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,12.806
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,12.908
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,12.66
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,12.846
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,12.656
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,12.566
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,12.326
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,11.968
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,12.062
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,12.244
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,12.166
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,12.44
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,12.43
