,EBBB FP Equity_DX_SI_QTY,EBBB FP Equity_DX_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EBBB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EBBB FP Equity_DX_SI_MV,EBBB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EBBB FP Equity_DX_SUPPLY_SI_QTY,EBBB FP Equity_DX_BROKER_SI_QTY,EBBB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EBBB FP Equity_DX_BROKER_SI_MV_NEW_x,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_x,EBBB FP Equity_DX_BROKER_SI_MV_INC_x,EBBB FP Equity_DX_BROKER_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_NEW,EBBB FP Equity_DX_SUPPLY_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_QTY_INC,EBBB FP Equity_DX_SUPPLY_SI_QTY_DEC,EBBB FP Equity_DX_BROKER_SI_MV_NEW_y,EBBB FP Equity_DX_BROKER_SI_MV_INC_y,EBBB FP Equity_DX_SUPPLY_SI_QTY_INC_y,EBBB FP Equity_DX_BROKER_SI_MV_ADD,EBBB FP Equity_DX_SUPPLY_SI_QTY_ADD,EBBB FP Equity_DX_BROKER_SI_QTY_DEC,EBBB FP Equity_DX_SUPPLY_SI_MV,EBBB FP Equity_DX_BROKER_SI_MV_DEC,EBBB FP Equity_DX_BROKER_SI_MV_RMV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EBBB FP Equity_DX_UTILIZATION_QUANTITY,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EBBB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EBBB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EBBB FP Equity_DX_ACTIVE_UTILIZATION_MV,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EBBB FP Equity_DX_BROKER_SI_CON_RATIO,EBBB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EBBB FP Equity_DX_DEMAND_SUPPLY_RATIO,EBBB FP Equity_PX_LAST
2021-09-01,563574.0,29754452.9,4562.12,10.0,29.74,29754452.9,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.86,0.0,0.0,,1.0,100.0,16102.1143,52.796
2021-09-02,563574.0,29767978.68,4570.75,10.0,29.79,29767978.68,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1848.7,0.0,0.0,,1.0,100.0,16102.1143,52.82
2021-09-03,563574.0,29742054.28,4589.36,9.82,29.74,29742054.28,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.09,0.0,0.0,,1.0,100.0,16102.1143,52.774
2021-09-06,563574.0,29740927.13,4250.18,9.82,29.74,29740927.13,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.02,0.0,0.0,,1.0,100.0,16102.1143,52.772
2021-09-07,563574.0,29719511.32,4409.81,9.82,29.72,29719511.32,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1845.69,0.0,0.0,,1.0,100.0,16102.1143,52.734
2021-09-08,563574.0,29725710.63,5021.45,9.82,29.72,29725710.63,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1846.08,0.0,0.0,,1.0,100.0,16102.1143,52.745
2021-09-09,563574.0,29755016.48,5021.45,9.49,29.74,29755016.48,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.9,0.0,0.0,,1.0,100.0,16102.1143,52.797
2021-09-10,564574.0,29796522.0,5030.36,9.51,29.8,29796522.0,1000.0,564574.0,52777.0,,,,1000.0,,,,,,,,0.05,1000.0,,0.05,,,49.14,49.14,1035.0,54624.2,0.06,46.84,0.18,0.9965,99.82,277.4319,52.777
2021-09-13,564574.0,29819669.53,3994.63,9.51,29.82,29819669.53,1000.0,564574.0,52818.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54666.63,0.06,46.84,0.18,0.9965,99.82,277.4319,52.818
2021-09-14,564574.0,29809507.2,3873.14,9.51,29.75,29809507.2,1000.0,564574.0,52800.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54648.0,0.06,46.84,0.18,0.9965,99.82,277.4319,52.8
2021-09-15,564574.0,29797086.57,3274.16,9.05,29.83,29797086.57,1000.0,564574.0,52778.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54625.23,0.06,46.84,0.18,0.9965,99.82,277.4319,52.778
2021-09-16,563574.0,29753889.33,3098.26,8.77,29.77,29753889.33,0.0,563574.0,0.0,,,,,,0.05,,1000.0,,,,,,1000.0,0.0,0.05,,0.0,0.0,35.0,1847.83,0.0,0.0,,1.0,100.0,16102.1143,52.795
2021-09-17,563574.0,29738109.26,4132.78,8.5,29.76,29738109.26,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,135.0,7123.55,0.01,0.0,,1.0,100.0,4174.6222,52.767
2021-09-20,563574.0,29742054.28,4132.78,8.5,29.75,29742054.28,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.09,0.0,0.0,,1.0,100.0,16102.1143,52.774
2021-09-21,563574.0,29751635.03,4132.78,8.5,29.75,29751635.03,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.69,0.0,0.0,,1.0,100.0,16102.1143,52.791
2021-09-22,563574.0,29745435.72,4132.78,8.5,29.67,29745435.72,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1847.3,0.0,0.0,,1.0,100.0,16102.1143,52.78
2021-09-23,563574.0,29712748.43,4013.11,8.5,29.69,29712748.43,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,35.0,1845.27,0.0,0.0,,1.0,100.0,16102.1143,52.722
2021-09-24,248128.0,13078330.62,1766.87,3.74,13.08,13078330.62,0.0,248128.0,0.0,,,,,,,,,,,,,,,0.0,,16.66,0.0,0.0,35.0,1844.78,0.0,0.0,,1.0,100.0,7089.3714,52.708
2021-09-27,564574.0,29755872.67,3570.99,8.39,29.75,29755872.67,1000.0,564574.0,52705.0,16.62,,,1000.0,315446.0,,,,16.62,,,0.05,1000.0,,0.05,,,49.14,49.14,1035.0,54549.68,0.06,46.84,0.18,0.9965,99.82,277.4319,52.705
2021-09-28,564574.0,29736112.58,4033.63,8.39,29.74,29736112.58,1000.0,564574.0,52670.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54513.45,0.06,46.84,0.18,0.9965,99.82,277.4319,52.67
2021-09-29,564574.0,29749662.36,912.27,8.39,29.74,29749662.36,1000.0,564574.0,52694.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54538.29,0.06,46.84,0.18,0.9965,99.82,277.4319,52.694
2021-09-30,564574.0,29750791.5,920.35,8.39,29.78,29750791.5,1000.0,564574.0,52696.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54540.36,0.06,46.84,0.18,0.9965,99.82,277.4319,52.696
2021-10-01,564574.0,29779584.78,699.68,8.39,29.76,29779584.78,1000.0,564574.0,52747.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54593.15,0.06,46.84,0.18,0.9965,99.82,277.4319,52.747
2021-10-04,564574.0,29755308.1,612.09,8.39,29.78,29755308.1,1000.0,564574.0,52704.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54548.64,0.06,46.84,0.18,0.9965,99.82,277.4319,52.704
2021-10-05,564574.0,29748533.21,612.98,8.52,29.74,29748533.21,1000.0,564574.0,52692.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54536.22,0.06,46.84,0.18,0.9965,99.82,277.4319,52.692
2021-10-06,564574.0,29729337.69,612.98,8.52,29.76,29729337.69,1000.0,564574.0,52658.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54501.03,0.06,46.84,0.18,0.9965,99.82,277.4319,52.658
2021-10-07,564574.0,29742887.47,605.2,8.35,29.74,29742887.47,1000.0,564574.0,52682.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54525.87,0.06,46.84,0.18,0.9965,99.82,277.4319,52.682
2021-10-08,564574.0,29719739.93,598.87,8.35,29.74,29719739.93,1000.0,564574.0,52641.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54483.44,0.06,46.84,0.18,0.9965,99.82,277.4319,52.641
2021-10-11,564574.0,29681913.48,603.28,8.35,29.66,29681913.48,1000.0,564574.0,52574.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54414.09,0.06,46.84,0.18,0.9965,99.82,277.4319,52.574
2021-10-12,564574.0,29677961.46,588.81,8.35,29.68,29677961.46,1000.0,564574.0,52567.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54406.85,0.06,46.84,0.18,0.9965,99.82,277.4319,52.567
2021-10-13,564574.0,29672315.72,578.75,8.35,29.71,29672315.72,1000.0,564574.0,52557.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54396.5,0.06,46.84,0.18,0.9965,99.82,277.4319,52.557
2021-10-14,564574.0,29717481.64,501.71,8.35,29.75,29717481.64,1000.0,564574.0,52637.0,,,,,,,,,,,,,,,0.05,,,49.14,49.14,1035.0,54479.3,0.06,46.84,0.18,0.9965,99.82,277.4319,52.637
2021-10-15,564574.0,29712965.05,501.71,8.23,29.7,29712965.05,1000.0,564574.0,52629.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62891.66,0.07,43.57,0.18,0.9965,99.82,257.2091,52.629
2021-10-18,564574.0,29666105.4,473.16,8.23,29.64,29666105.4,1000.0,564574.0,52546.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62792.47,0.07,43.57,0.18,0.9965,99.82,257.2091,52.546
2021-10-19,564574.0,29661024.24,470.03,8.23,29.66,29661024.24,1000.0,564574.0,52537.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62781.72,0.07,43.57,0.18,0.9965,99.82,257.2091,52.537
2021-10-20,564574.0,29680219.75,470.06,8.23,29.67,29680219.75,1000.0,564574.0,52571.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62822.35,0.07,43.57,0.18,0.9965,99.82,257.2091,52.571
2021-10-21,564574.0,29653120.2,464.26,8.23,29.63,29653120.2,1000.0,564574.0,52523.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62764.99,0.07,43.57,0.18,0.9965,99.82,257.2091,52.523
2021-10-22,564574.0,29644651.59,439.44,8.35,29.68,29644651.59,1000.0,564574.0,52508.0,,,,,,,,,,,,,,,0.05,,,45.56,45.56,1195.0,62747.06,0.07,43.57,0.18,0.9965,99.82,257.2091,52.508
2021-10-25,564574.0,29642957.87,431.5,8.17,29.66,29642957.87,1000.0,564574.0,52505.0,,,,,,,,,,,,,,,0.05,,,45.66,45.66,1190.0,62480.95,0.07,43.67,0.18,0.9965,99.82,257.7963,52.505
2021-10-26,564574.0,29666105.4,419.3,8.17,29.69,29666105.4,1000.0,564574.0,52546.0,,,,,,,,,,,,,,,0.05,,,45.66,45.66,1190.0,62529.74,0.07,43.66,0.18,0.9965,99.82,257.7963,52.546
2021-10-27,564574.0,29693204.96,427.77,8.17,29.69,29693204.96,1000.0,564574.0,52594.0,,,,,,,,,,,,,,,0.05,,,45.66,45.66,1190.0,62586.86,0.07,43.67,0.18,0.9965,99.82,257.7963,52.594
2021-10-28,564574.0,29648603.61,278.42,8.17,29.67,29648603.61,1000.0,564574.0,52515.0,,,,,,,,,,,,,,,0.05,,,45.66,45.66,1190.0,62492.85,0.07,43.67,0.18,0.9965,99.82,257.7963,52.515
2021-10-29,564574.0,29601743.97,277.48,8.06,29.68,29601743.97,1000.0,564574.0,52432.0,,,,,,,,,,,,,,,0.05,,,45.75,45.75,1186.0,62184.35,0.07,43.74,0.18,0.9965,99.82,258.2681,52.432
2021-11-01,563574.0,29556638.43,276.99,8.04,29.61,29556638.43,0.0,563574.0,0.0,,,,,,0.05,,1000.0,,,,,,1000.0,0.0,0.05,,0.0,0.0,186.0,9754.77,0.01,0.0,,1.0,100.0,3029.9677,52.445
2021-11-02,573774.0,30156987.67,282.0,8.32,30.15,30156987.67,0.0,573774.0,0.0,,,,10200.0,,,,,,,,0.53,,,0.0,,,0.0,0.0,186.0,9775.97,0.01,0.0,1.77,0.9652,98.23,3084.8065,52.559
2021-11-03,573774.0,30143790.86,262.79,8.32,30.22,30143790.86,0.0,573774.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,186.0,9771.7,0.01,0.0,1.78,0.9651,98.22,3084.8065,52.536
2021-11-04,573774.0,30211496.2,263.28,8.32,31.66,30211496.2,0.0,573774.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8424.64,0.01,0.0,1.69,0.9667,98.31,3586.0875,52.654
2021-11-05,573774.0,30233299.61,263.28,8.32,30.25,30233299.61,0.0,573774.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8430.72,0.01,0.0,1.78,0.9651,98.22,3586.0875,52.692
2021-11-08,573774.0,30222397.9,265.44,8.32,30.23,30222397.9,0.0,573774.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8427.68,0.01,0.0,1.78,0.9651,98.22,3586.0875,52.673
2021-11-09,573774.0,30264857.18,263.81,8.32,30.27,30264857.18,0.0,573774.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8439.52,0.01,0.0,1.78,0.9651,98.22,3586.0875,52.747
2021-11-10,563574.0,29667662.51,302.05,8.17,29.6,29667662.51,0.0,563574.0,0.0,,,,,,,,,,,,,,10200.0,0.0,0.54,,0.0,0.0,160.0,8422.72,0.01,0.0,,1.0,100.0,3522.3375,52.642
2021-11-11,563574.0,29647373.84,300.83,8.17,29.65,29647373.84,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8416.96,0.01,0.0,,1.0,100.0,3522.3375,52.606
2021-11-12,563574.0,29664844.64,335.47,8.17,29.64,29664844.64,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8421.92,0.01,0.0,,1.0,100.0,3522.3375,52.637
2021-11-15,563574.0,29646810.27,357.2,8.05,29.62,29646810.27,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8416.8,0.01,0.0,,1.0,100.0,3522.3375,52.605
2021-11-16,563574.0,29624830.88,357.2,8.05,29.61,29624830.88,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8410.56,0.01,0.0,,1.0,100.0,3522.3375,52.566
2021-11-17,563574.0,29601724.35,357.2,8.05,29.6,29601724.35,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8404.0,0.01,0.0,,1.0,100.0,3522.3375,52.525
2021-11-18,623074.0,32763723.22,397.89,8.9,32.76,32763723.22,1000.0,623074.0,52584.0,,,,59500.0,,,,,,,,3.12,1000.0,,0.05,,,46.3,46.3,1160.0,60997.44,0.07,44.25,9.54,0.8274,90.46,288.4602,52.584
2021-11-19,623074.0,32796123.06,400.42,8.9,32.79,32796123.06,1000.0,623074.0,52636.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,61057.76,0.07,44.25,9.54,0.8274,90.46,288.4602,52.636
2021-11-22,623074.0,32758738.62,400.42,8.9,32.73,32758738.62,1000.0,623074.0,52576.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60988.16,0.07,44.25,9.56,0.8271,90.44,288.4602,52.576
2021-11-23,623074.0,32720731.11,406.42,8.9,32.71,32720731.11,1000.0,623074.0,52515.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60917.4,0.07,44.25,9.56,0.8271,90.44,288.4602,52.515
2021-11-24,623074.0,32703908.11,410.89,8.9,32.73,32703908.11,1000.0,623074.0,52488.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60886.08,0.07,44.25,9.55,0.8272,90.45,288.4602,52.488
2021-11-25,623074.0,32701415.82,428.64,8.57,32.7,32701415.82,1000.0,623074.0,52484.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60881.44,0.07,44.24,9.55,0.8272,90.45,288.4602,52.484
2021-11-26,623074.0,32661539.08,428.64,8.46,32.5,32661539.08,1000.0,623074.0,52420.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60807.2,0.07,44.24,9.62,0.8262,90.38,288.4602,52.42
2021-11-29,622074.0,32617206.04,452.01,8.23,32.68,32617206.04,0.0,622074.0,0.0,,,,,,0.05,,1000.0,,,,,,1000.0,0.0,0.06,,0.0,0.0,160.0,8389.28,0.01,0.0,9.4,0.8296,90.6,3887.9625,52.433
2021-11-30,602074.0,31572760.56,437.37,7.86,31.64,31572760.56,0.0,602074.0,0.0,,,,,,,,,,,,,,20000.0,0.0,1.04,,0.0,0.0,160.0,8390.4,0.01,0.0,6.39,0.8803,93.61,3762.9625,52.44
2021-12-01,602074.0,31607680.85,437.37,7.86,31.6,31607680.85,0.0,602074.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8399.68,0.01,0.0,6.39,0.8804,93.61,3762.9625,52.498
2021-12-02,602074.0,31642601.14,442.19,7.86,31.65,31642601.14,0.0,602074.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8408.96,0.01,0.0,6.39,0.8804,93.61,3762.9625,52.556
2021-12-03,603074.0,31684301.81,466.46,7.88,31.69,31684301.81,1000.0,603074.0,52538.0,,,0.06,,,,1000.0,,,0.06,,,1000.0,,0.05,,,46.3,46.3,1160.0,60944.08,0.07,44.25,6.55,0.8775,93.45,279.2009,52.538
2021-12-06,603074.0,31717470.88,476.68,7.88,31.73,31717470.88,1000.0,603074.0,52593.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,61007.88,0.07,44.24,6.54,0.8777,93.46,279.2009,52.593
2021-12-07,603074.0,31734356.95,386.79,7.88,31.8,31734356.95,1000.0,603074.0,52621.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,61040.36,0.07,44.25,6.55,0.8776,93.45,279.2009,52.621
2021-12-08,603074.0,31701187.88,386.4,7.7,31.7,31701187.88,1000.0,603074.0,52566.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60976.56,0.07,44.25,6.56,0.8775,93.44,279.2009,52.566
2021-12-09,564574.0,29685300.92,669.46,7.21,29.7,29685300.92,1000.0,564574.0,52580.0,,,,,,,,,,,,,,38500.0,0.05,2.04,,46.3,46.3,1160.0,60992.8,0.07,44.25,0.18,0.9965,99.82,261.3769,52.58
2021-12-10,563574.0,29635538.79,678.16,7.2,29.65,29635538.79,0.0,563574.0,0.0,,,,,,0.05,,1000.0,,,,,,1000.0,0.0,0.05,,0.0,0.0,160.0,8413.6,0.01,0.0,,1.0,100.0,3522.3375,52.585
2021-12-13,563574.0,29632720.92,678.16,7.2,29.62,29632720.92,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8412.8,0.01,0.0,,1.0,100.0,3522.3375,52.58
2021-12-14,563574.0,29619195.14,671.69,7.2,29.62,29619195.14,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8408.96,0.01,0.0,,1.0,100.0,3522.3375,52.556
2021-12-15,563574.0,29619758.72,816.38,7.2,29.71,29619758.72,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8409.12,0.01,0.0,,1.0,100.0,3522.3375,52.557
2021-12-16,563574.0,29632157.35,816.38,7.2,29.66,29632157.35,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8412.64,0.01,0.0,,1.0,100.0,3522.3375,52.579
2021-12-17,563574.0,29654136.73,816.38,7.2,29.61,29654136.73,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8418.88,0.01,0.0,,1.0,100.0,3522.3375,52.618
2021-12-20,563574.0,29655263.88,816.38,7.2,29.65,29655263.88,0.0,563574.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8419.2,0.01,0.0,,1.0,100.0,3522.3375,52.62
2021-12-21,67323.0,3541189.8,99.44,0.86,3.55,3541189.8,0.0,67323.0,0.0,,,,,,,,,,,,,,496251.0,0.0,26.15,,0.0,0.0,160.0,8416.0,0.01,0.0,,1.0,100.0,420.7688,52.6
2021-12-22,67323.0,3541863.03,132.62,0.86,3.54,3541863.03,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8417.6,0.01,0.0,,1.0,100.0,420.7688,52.61
2021-12-23,67323.0,3540247.28,134.63,0.86,3.54,3540247.28,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8413.76,0.01,0.0,,1.0,100.0,420.7688,52.586
2021-12-24,67323.0,3544219.34,134.63,0.86,3.55,3544219.34,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8423.2,0.01,0.0,,1.0,100.0,420.7688,52.645
2021-12-27,67323.0,3539304.76,141.82,0.86,3.54,3539304.76,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8411.52,0.01,0.0,,1.0,100.0,420.7688,52.572
2021-12-28,67323.0,3538092.94,141.82,0.86,3.54,3538092.94,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8408.64,0.01,0.0,,1.0,100.0,420.7688,52.554
2021-12-29,67323.0,3537621.68,141.82,0.86,3.54,3537621.68,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8407.52,0.01,0.0,,1.0,100.0,420.7688,52.547
2021-12-30,67323.0,3534659.47,139.95,0.86,3.54,3534659.47,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8400.48,0.01,0.0,,1.0,100.0,420.7688,52.503
2021-12-31,67323.0,3536275.22,126.27,0.86,3.53,3536275.22,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8404.32,0.01,0.0,,1.0,100.0,420.7688,52.527
2022-01-03,67323.0,3533918.92,126.27,0.86,3.54,3533918.92,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8398.72,0.01,0.0,,1.0,100.0,420.7688,52.492
2022-01-04,67323.0,3532774.43,125.94,0.86,3.53,3532774.43,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8396.0,0.01,0.0,,1.0,100.0,420.7688,52.475
2022-01-05,67323.0,3531831.9,100.64,0.86,3.52,3531831.9,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8393.76,0.01,0.0,,1.0,100.0,420.7688,52.461
2022-01-06,67323.0,3527725.2,53.79,0.86,3.53,3527725.2,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8384.0,0.01,0.0,,1.0,100.0,420.7688,52.4
2022-01-07,67323.0,3528196.46,53.79,0.86,3.53,3528196.46,0.0,67323.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8385.12,0.01,0.0,,1.0,100.0,420.7688,52.407
2022-01-10,81823.0,4282043.06,65.39,1.05,4.28,4282043.06,0.0,81823.0,0.0,,,,14500.0,,,,,,,,0.76,,,0.0,,,0.0,0.0,160.0,8373.28,0.01,0.0,17.74,0.7081,82.26,511.3938,52.333
2022-01-11,81823.0,4282370.35,65.89,1.05,4.29,4282370.35,0.0,81823.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8373.92,0.01,0.0,17.71,0.7085,82.29,511.3938,52.337
2022-01-12,81823.0,4282697.64,65.67,1.05,4.28,4282697.64,0.0,81823.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8374.56,0.01,0.0,17.72,0.7084,82.28,511.3938,52.341
2022-01-13,81823.0,4283106.76,65.67,1.05,4.28,4283106.76,0.0,81823.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,160.0,8375.36,0.01,0.0,17.73,0.7083,82.27,511.3938,52.346
2022-01-14,82823.0,4331228.79,66.48,1.06,4.34,4331228.79,0.0,82823.0,0.0,,,0.05,,,,1000.0,,,0.05,,,,,0.0,,,0.0,0.0,160.0,8367.2,0.01,0.0,18.73,0.6955,81.27,517.6438,52.295
2022-01-17,83823.0,4382601.73,68.66,1.08,4.38,4330317.73,1000.0,82823.0,52284.0,,,,,,,,,,,,,1000.0,,0.05,,,100.0,46.3,0.0,0.0,0.0,100.0,19.7,0.6837,80.3,38.8069,52.284
2022-01-18,69323.0,3622196.07,78.39,0.9,3.62,3569945.07,1000.0,68323.0,52251.0,,,,,,,,,,,,,,14500.0,0.05,0.76,,46.3,46.3,1160.0,60611.16,0.07,44.23,2.89,0.9439,97.11,32.094,52.251
2022-01-19,69323.0,3625107.64,78.53,0.9,3.62,3572814.64,1000.0,68323.0,52293.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60659.88,0.07,44.23,2.88,0.944,97.12,32.094,52.293
2022-01-20,69323.0,3625246.29,76.75,0.9,3.62,3572951.29,1000.0,68323.0,52295.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60662.2,0.07,44.23,2.88,0.944,97.12,32.094,52.295
2022-01-21,69323.0,3626008.84,76.75,0.9,3.63,3573702.84,1000.0,68323.0,52306.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60674.96,0.07,44.24,2.88,0.944,97.12,32.094,52.306
2022-01-24,69323.0,3627256.65,76.75,0.9,3.63,3574932.65,1000.0,68323.0,52324.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60695.84,0.07,44.23,2.88,0.944,97.12,32.094,52.324
2022-01-25,69323.0,3624067.79,77.44,0.9,3.63,3571789.79,1000.0,68323.0,52278.0,,,,,,,,,,,,,,,0.05,,,46.3,46.3,1160.0,60642.48,0.07,44.23,2.89,0.9439,97.11,32.094,52.278
2022-01-26,69323.0,3625731.55,76.61,0.9,3.61,3573429.55,1000.0,68323.0,52302.0,,,,,,,,,,,,,,,0.05,,,86.21,86.21,160.0,8368.32,0.01,82.59,2.88,0.944,97.12,59.7612,52.302
2022-01-27,69323.0,3620878.94,76.61,0.9,3.62,3568646.94,1000.0,68323.0,52232.0,,,,,,,,,,,,,,,0.05,,,86.21,86.21,160.0,8357.12,0.01,82.6,2.89,0.9439,97.11,59.7612,52.232
2022-01-28,74323.0,3876984.97,80.94,0.96,3.88,3824820.97,1000.0,73323.0,52164.0,,,0.26,,,,5000.0,,,0.26,,,,,0.05,,,86.21,86.21,160.0,8346.24,0.01,82.59,9.44,0.8291,90.56,64.0716,52.164
2022-01-31,74323.0,3871410.75,80.94,0.96,3.88,3819321.75,1000.0,73323.0,52089.0,,,,,,,,,,,,,,,0.05,,,86.21,86.21,160.0,8334.24,0.01,82.56,9.43,0.8291,90.57,64.0716,52.089
