,CAPE FP Equity_DX_SI_QTY,CAPE FP Equity_DX_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CAPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CAPE FP Equity_DX_SI_MV,CAPE FP Equity_DX_DSS,CAPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CAPE FP Equity_DX_SUPPLY_SI_QTY,CAPE FP Equity_DX_BROKER_SI_QTY,CAPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,CAPE FP Equity_DX_BROKER_SI_MV_INC_x,CAPE FP Equity_DX_BROKER_SI_QTY_ADD,CAPE FP Equity_DX_SUPPLY_SI_MV_DEC,CAPE FP Equity_DX_BROKER_SI_QTY_INC,CAPE FP Equity_DX_SUPPLY_SI_QTY_DEC,CAPE FP Equity_DX_BROKER_SI_MV_INC_y,CAPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,CAPE FP Equity_DX_BROKER_SI_MV_ADD,CAPE FP Equity_DX_SUPPLY_SI_QTY_ADD,CAPE FP Equity_DX_BROKER_SI_QTY_DEC,CAPE FP Equity_DX_SUPPLY_SI_MV,CAPE FP Equity_DX_BROKER_SI_MV_DEC,CAPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CAPE FP Equity_DX_UTILIZATION_QUANTITY,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CAPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CAPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CAPE FP Equity_DX_ACTIVE_UTILIZATION_MV,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CAPE FP Equity_DX_BROKER_SI_CON_RATIO,CAPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CAPE FP Equity_DX_DEMAND_SUPPLY_RATIO,CAPE FP Equity_PX_LAST
2022-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20651.8,0.0,0.0,,0.0,,0.0,439.4
2022-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20393.3,0.0,0.0,,0.0,,0.0,433.9
2022-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20433.25,0.0,0.0,,0.0,,0.0,434.75
2022-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20362.75,0.0,0.0,,0.0,,0.0,433.25
2022-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20499.05,0.0,0.0,,0.0,,0.0,436.15
2022-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20501.4,0.0,0.0,,0.0,,0.0,436.2
2022-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20477.9,0.0,0.0,,0.0,,0.0,435.7
2022-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20477.9,0.0,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20621.25,0.0,0.0,,0.0,,0.0,438.75
2022-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20550.75,0.0,0.0,,0.0,,0.0,437.25
2022-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20586.0,0.0,0.0,,0.0,,0.0,438.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20517.85,0.0,0.0,,0.0,,0.0,436.55
2023-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20435.6,0.0,0.0,,0.0,,0.0,434.8
2023-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20886.8,0.0,0.0,,0.0,,0.0,444.4
2023-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20741.1,0.0,0.0,,0.0,,0.0,441.3
2023-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,20954.95,0.0,0.0,,0.0,,0.0,445.85
2023-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21187.6,0.0,0.0,,0.0,,0.0,450.8
2023-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21328.6,0.0,0.0,,0.0,,0.0,453.8
2023-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21197.0,0.0,0.0,,0.0,,0.0,451.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21326.25,0.0,0.0,,0.0,,0.0,453.75
2023-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21453.15,0.0,0.0,,0.0,,0.0,456.45
2023-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21486.05,0.0,0.0,,0.0,,0.0,457.15
2023-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21577.7,0.0,0.0,,0.0,,0.0,459.1
2023-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21497.8,0.0,0.0,,0.0,,0.0,457.4
2023-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21620.0,0.0,0.0,,0.0,,0.0,460.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21528.35,0.0,0.0,,0.0,,0.0,458.05
2023-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21471.95,0.0,0.0,,0.0,,0.0,456.85
2023-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21540.1,0.0,0.0,,0.0,,0.0,458.3
2023-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21479.0,0.0,0.0,,0.0,,0.0,457.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21394.4,0.0,0.0,,0.0,,0.0,455.2
2023-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21481.35,0.0,0.0,,0.0,,0.0,457.05
2023-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21446.1,0.0,0.0,,0.0,,0.0,456.3
2023-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21441.4,0.0,0.0,,0.0,,0.0,456.2
2023-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21455.5,0.0,0.0,,0.0,,0.0,456.5
2023-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21455.5,0.0,0.0,,0.0,,0.0,456.5
2023-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21617.65,0.0,0.0,,0.0,,0.0,459.95
2023-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,47.0,21603.55,0.0,0.0,,0.0,,0.0,459.65
2023-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,32864.4,0.01,0.0,,0.0,,0.0,456.45
2023-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,33048.0,0.01,0.0,,0.0,,0.0,459.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,33073.2,0.01,0.0,,0.0,,0.0,459.35
2023-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,33300.0,0.01,0.0,,0.0,,0.0,462.5
2023-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,32839.2,0.01,0.0,,0.0,,0.0,456.1
2023-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,33159.6,0.01,0.0,,0.0,,0.0,460.55
2023-02-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,72.0,33210.0,0.01,0.0,,0.0,,0.0,461.25
2023-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40328.85,0.02,0.0,,0.0,,0.0,463.55
2023-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40241.85,0.02,0.0,,0.0,,0.0,462.55
2023-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40011.3,0.02,0.0,,0.0,,0.0,459.9
2023-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40398.45,0.02,0.0,,0.0,,0.0,464.35
2023-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40568.1,0.02,0.0,,0.0,,0.0,466.3
2023-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40281.0,0.02,0.0,,0.0,,0.0,463.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40294.05,0.02,0.0,,0.0,,0.0,463.15
2023-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39985.2,0.02,0.0,,0.0,,0.0,459.6
2023-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40350.6,0.02,0.0,,0.0,,0.0,463.8
2023-02-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39946.05,0.02,0.0,,0.0,,0.0,459.15
2023-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39367.5,0.02,0.0,,0.0,,0.0,452.5
2023-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39776.4,0.02,0.0,,0.0,,0.0,457.2
2023-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40054.8,0.02,0.0,,0.0,,0.0,460.4
2023-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40020.0,0.02,0.0,,0.0,,0.0,460.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39846.0,0.02,0.0,,0.0,,0.0,458.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39728.55,0.02,0.0,,0.0,,0.0,456.65
2023-03-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39728.55,0.02,0.0,,0.0,,0.0,456.65
2023-03-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39467.55,0.02,0.0,,0.0,,0.0,453.65
2023-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,38967.3,0.02,0.0,,0.0,,0.0,447.9
2023-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39332.7,0.02,0.0,,0.0,,0.0,452.1
2023-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,38754.15,0.02,0.0,,0.0,,0.0,445.45
2023-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39115.2,0.02,0.0,,0.0,,0.0,449.6
2023-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39289.2,0.02,0.0,,0.0,,0.0,451.6
2023-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39258.75,0.02,0.0,,0.0,,0.0,451.25
2023-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39502.35,0.02,0.0,,0.0,,0.0,454.05
2023-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39650.25,0.02,0.0,,0.0,,0.0,455.75
2023-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39728.55,0.02,0.0,,0.0,,0.0,456.65
2023-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,39602.4,0.02,0.0,,0.0,,0.0,455.2
2023-03-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,90.0,41400.0,0.02,0.0,,0.0,,0.0,460.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40167.9,0.02,0.0,,0.0,,0.0,461.7
2023-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40294.05,0.02,0.0,,0.0,,0.0,463.15
2023-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40550.7,0.02,0.0,,0.0,,0.0,466.1
2023-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40911.75,0.02,0.0,,0.0,,0.0,470.25
2023-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40833.45,0.02,0.0,,0.0,,0.0,469.35
2023-04-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40846.5,0.02,0.0,,0.0,,0.0,469.5
2023-04-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40950.9,0.02,0.0,,0.0,,0.0,470.7
2023-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,41325.0,0.02,0.0,,0.0,,0.0,475.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,41325.0,0.02,0.0,,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,41325.0,0.02,0.0,,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,41433.75,0.02,0.0,,0.0,,0.0,476.25
2023-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,41338.05,0.02,0.0,,0.0,,0.0,475.15
2023-04-13,65.0,31024.5,0.4,0.02,0.03,,0.0,65.0,0.0,31024.5,,,,,,,,,,65.0,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,477.3
2023-04-14,65.0,31352.75,0.4,0.02,0.03,,0.0,65.0,0.0,31352.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,482.35
2023-04-17,65.0,31278.0,0.4,0.02,0.03,,0.0,65.0,0.0,31278.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,481.2
2023-04-18,65.0,31525.0,0.41,0.02,0.03,,0.0,65.0,0.0,31525.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,485.0
2023-04-19,65.0,31440.5,0.39,0.02,0.03,,0.0,65.0,0.0,31440.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,483.7
2023-04-20,65.0,31521.75,0.4,0.02,0.03,,0.0,65.0,0.0,31521.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,484.95
2023-04-21,65.0,31473.0,0.39,0.02,0.03,,0.0,65.0,0.0,31473.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,484.2
2023-04-24,65.0,31586.75,0.39,0.02,0.03,,0.0,65.0,0.0,31586.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,485.95
2023-04-25,65.0,31395.0,0.38,0.02,0.03,,0.0,65.0,0.0,31395.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,483.0
2023-04-26,65.0,31281.25,0.38,0.02,0.03,,0.0,65.0,0.0,31281.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,481.25
2023-04-27,65.0,31577.0,0.38,0.02,0.03,,0.0,65.0,0.0,31577.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,485.8
2023-04-28,65.0,31570.5,0.38,0.02,0.03,,0.0,65.0,0.0,31570.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,485.7
2023-05-01,65.0,31570.5,0.39,0.02,0.03,,0.0,65.0,0.0,31570.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,
2023-05-02,65.0,31408.0,0.39,0.02,0.03,,0.0,65.0,0.0,31408.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,483.2
2023-05-03,65.0,31349.5,0.39,0.02,0.03,,0.0,65.0,0.0,31349.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,482.3
2023-05-04,65.0,31131.75,0.38,0.02,0.03,,0.0,65.0,0.0,31131.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,478.95
2023-05-05,65.0,31154.5,0.38,0.02,0.03,,0.0,65.0,0.0,31154.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,479.3
2023-05-08,65.0,31460.0,0.39,0.02,0.03,,0.0,65.0,0.0,31460.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,484.0
2023-05-09,65.0,31577.0,0.38,0.02,0.03,,0.0,65.0,0.0,31577.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,485.8
2023-05-10,65.0,31196.75,0.39,0.02,0.03,,0.0,65.0,0.0,31196.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,479.95
2023-05-11,65.0,31161.0,0.62,0.02,0.03,,0.0,65.0,0.0,31161.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,479.4
2023-05-12,65.0,31297.5,0.62,0.02,0.03,,0.0,65.0,0.0,31297.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,481.5
2023-05-15,65.0,31437.25,0.62,0.02,0.03,,0.0,65.0,0.0,31437.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,483.65
2023-05-16,65.0,31261.75,0.61,0.02,0.03,,0.0,65.0,0.0,31261.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,480.95
2023-05-17,65.0,31135.0,0.62,0.02,0.03,,0.0,65.0,0.0,31135.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,479.0
2023-05-18,65.0,31258.5,0.74,0.02,0.03,,0.0,65.0,0.0,31258.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,480.9
2023-05-19,65.0,31378.75,0.73,0.02,0.03,,0.0,65.0,0.0,31378.75,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,482.75
2023-05-22,65.0,31343.0,0.73,0.02,0.03,,0.0,65.0,0.0,31343.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,482.2
2023-05-23,65.0,31226.0,0.94,0.02,0.03,,0.0,65.0,0.0,31226.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,480.4
2023-05-24,65.0,30657.25,1.1,0.02,0.03,,0.0,65.0,0.0,30657.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,471.65
2023-05-25,65.0,30543.5,1.08,0.02,0.03,,0.0,65.0,0.0,30543.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,469.9
2023-05-26,65.0,30758.0,1.07,0.02,0.03,,0.0,65.0,0.0,30758.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,473.2
2023-05-29,65.0,30660.5,1.07,0.02,0.03,,0.0,65.0,0.0,30660.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,471.7
2023-05-30,65.0,30384.25,1.09,0.02,0.03,,0.0,65.0,0.0,30384.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,467.45
2023-05-31,65.0,30043.0,1.12,0.02,0.03,,0.0,65.0,0.0,30043.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,462.2
2023-06-01,65.0,30215.25,1.19,0.02,0.03,,0.0,65.0,0.0,30215.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,464.85
2023-06-02,65.0,30498.0,1.18,0.02,0.03,,0.0,65.0,0.0,30498.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,469.2
2023-06-05,65.0,30329.0,1.33,0.02,0.03,,0.0,65.0,0.0,30329.0,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,466.6
2023-06-06,65.0,30384.25,1.24,0.02,0.03,,0.0,65.0,0.0,30384.25,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,467.45
2023-06-07,65.0,30335.5,1.33,0.02,0.03,,0.0,65.0,0.0,30335.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,466.7
2023-06-08,65.0,30309.5,1.37,0.02,0.03,,0.0,65.0,0.0,30309.5,,,,,,,,,,,,0.03,,100.0,42.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4276,466.3
2023-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.03,,65.0,,,,,,0.0,,0.0,0.0,152.0,70657.2,0.05,0.0,,0.0,,0.0,464.85
2023-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40533.3,0.02,0.0,,0.0,,0.0,465.9
2023-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,87.0,40720.35,0.02,0.0,,0.0,,0.0,468.05
