,EUDIV FP Equity_DX_SI_QTY,EUDIV FP Equity_DX_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EUDIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EUDIV FP Equity_DX_SI_MV,EUDIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EUDIV FP Equity_DX_SUPPLY_SI_QTY,EUDIV FP Equity_DX_BROKER_SI_QTY,EUDIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EUDIV FP Equity_DX_BROKER_SI_QTY_ADD,EUDIV FP Equity_DX_SUPPLY_SI_MV_DEC,EUDIV FP Equity_DX_SUPPLY_SI_QTY_DEC,EUDIV FP Equity_DX_BROKER_SI_MV_ADD,EUDIV FP Equity_DX_SUPPLY_SI_QTY_ADD,EUDIV FP Equity_DX_BROKER_SI_QTY_DEC,EUDIV FP Equity_DX_SUPPLY_SI_MV,EUDIV FP Equity_DX_BROKER_SI_MV_DEC,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_UTILIZATION_QUANTITY,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EUDIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EUDIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EUDIV FP Equity_DX_ACTIVE_UTILIZATION_MV,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EUDIV FP Equity_DX_BROKER_SI_CON_RATIO,EUDIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EUDIV FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5230.08,0.01,0.0,,0.0,,0.0
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5256.0,0.01,0.0,,0.0,,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5274.24,0.01,0.0,,0.0,,0.0
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5304.96,0.01,0.0,,0.0,,0.0
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5311.68,0.01,0.0,,0.0,,0.0
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5316.48,0.01,0.0,,0.0,,0.0
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5322.24,0.01,0.0,,0.0,,0.0
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5341.44,0.01,0.0,,0.0,,0.0
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5334.72,0.01,0.0,,0.0,,0.0
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5334.72,0.01,0.0,,0.0,,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5334.72,0.01,0.0,,0.0,,0.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5282.88,0.01,0.0,,0.0,,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5279.04,0.01,0.0,,0.0,,0.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5275.2,0.01,0.0,,0.0,,0.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5218.56,0.01,0.0,,0.0,,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5242.56,0.01,0.0,,0.0,,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5215.68,0.01,0.0,,0.0,,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5211.84,0.01,0.0,,0.0,,0.0
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5191.68,0.01,0.0,,0.0,,0.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5201.28,0.01,0.0,,0.0,,0.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5202.24,0.01,0.0,,0.0,,0.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5160.0,0.01,0.0,,0.0,,0.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5159.04,0.01,0.0,,0.0,,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5169.6,0.01,0.0,,0.0,,0.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5191.68,0.01,0.0,,0.0,,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5225.28,0.01,0.0,,0.0,,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5291.52,0.01,0.0,,0.0,,0.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5274.24,0.01,0.0,,0.0,,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5238.72,0.01,0.0,,0.0,,0.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5308.8,0.01,0.0,,0.0,,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5337.6,0.01,0.0,,0.0,,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5310.72,0.01,0.0,,0.0,,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5310.72,0.01,0.0,,0.0,,0.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5345.28,0.01,0.0,,0.0,,0.0
2024-05-03,44.0,4891.92,0.09,0.03,0.0,4891.92,44.0,44.0,4891.92,44.0,,,0.0,44.0,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-06,44.0,4933.28,0.1,0.03,0.0,4933.28,44.0,44.0,4933.28,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-07,44.0,4984.32,0.09,0.03,0.01,4984.32,44.0,44.0,4984.32,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-08,44.0,5019.52,0.08,0.03,0.01,5019.52,44.0,44.0,5019.52,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-09,44.0,5049.44,0.08,0.03,0.01,5049.44,44.0,44.0,5049.44,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-10,44.0,5110.16,0.08,0.03,0.01,5110.16,44.0,44.0,5110.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-13,44.0,5120.72,0.08,0.03,0.01,5120.72,44.0,44.0,5120.72,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-14,44.0,5106.64,0.08,0.03,0.01,5106.64,44.0,44.0,5106.64,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-15,44.0,5143.6,0.09,0.03,0.01,5143.6,44.0,44.0,5143.6,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-16,44.0,5147.12,0.09,0.03,0.01,5147.12,44.0,44.0,5147.12,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-17,44.0,5123.36,0.09,0.03,0.01,5123.36,44.0,44.0,5123.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-20,44.0,5142.72,0.09,0.03,0.01,5142.72,44.0,44.0,5142.72,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-21,44.0,5124.24,0.09,0.03,0.01,5124.24,44.0,44.0,5124.24,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-22,44.0,5125.12,0.09,0.03,0.01,5125.12,44.0,44.0,5125.12,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-23,44.0,5110.16,0.09,0.03,0.01,5110.16,44.0,44.0,5110.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-24,44.0,5119.84,0.09,0.03,0.01,5119.84,44.0,44.0,5119.84,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-27,44.0,5134.8,0.09,0.03,0.01,5134.8,44.0,44.0,5134.8,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-28,44.0,5115.44,0.09,0.03,0.01,5115.44,44.0,44.0,5115.44,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-29,44.0,5075.84,0.09,0.03,0.01,5075.84,44.0,44.0,5075.84,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-30,44.0,5081.12,0.09,0.03,0.01,5081.12,44.0,44.0,5081.12,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-05-31,44.0,5102.24,0.09,0.03,0.01,5102.24,44.0,44.0,5102.24,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-03,44.0,5132.16,0.09,0.03,0.01,5132.16,44.0,44.0,5132.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-04,44.0,5105.76,0.09,0.03,0.01,5105.76,44.0,44.0,5105.76,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-05,44.0,5155.92,0.09,0.03,0.01,5155.92,44.0,44.0,5155.92,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-06,44.0,5146.24,0.11,0.03,0.01,5146.24,44.0,44.0,5146.24,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-07,44.0,5121.6,0.11,0.03,0.01,5121.6,44.0,44.0,5121.6,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-10,44.0,5086.4,0.11,0.03,0.01,5086.4,44.0,44.0,5086.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-11,44.0,5042.4,0.11,0.03,0.0,5042.4,44.0,44.0,5042.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-12,44.0,5101.36,0.12,0.03,0.01,5101.36,44.0,44.0,5101.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-13,44.0,5030.96,0.12,0.03,0.01,5030.96,44.0,44.0,5030.96,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-14,44.0,4948.24,0.15,0.03,0.0,4948.24,44.0,44.0,4948.24,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-17,44.0,4967.6,0.15,0.03,0.0,4967.6,44.0,44.0,4967.6,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-18,44.0,5013.36,0.16,0.03,0.01,5013.36,44.0,44.0,5013.36,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-19,44.0,4997.52,0.2,0.03,0.01,4997.52,44.0,44.0,4997.52,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-20,44.0,5052.08,0.2,0.03,0.01,5052.08,44.0,44.0,5052.08,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-21,44.0,5035.36,0.2,0.03,0.01,5035.36,44.0,44.0,5035.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-24,44.0,5065.28,0.12,0.03,0.01,5065.28,44.0,44.0,5065.28,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-25,44.0,5039.76,0.11,0.03,0.01,5039.76,44.0,44.0,5039.76,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-26,44.0,5010.72,0.1,0.03,0.01,5010.72,44.0,44.0,5010.72,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-27,44.0,4997.52,0.1,0.03,0.01,4997.52,44.0,44.0,4997.52,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-06-28,44.0,4964.96,0.1,0.03,0.0,4964.96,44.0,44.0,4964.96,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-01,44.0,5032.72,0.1,0.03,0.01,5032.72,44.0,44.0,5032.72,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-02,44.0,4996.64,0.09,0.03,0.01,4996.64,44.0,44.0,4996.64,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-03,44.0,5042.4,0.09,0.03,0.0,5042.4,44.0,44.0,5042.4,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-04,44.0,5066.16,0.09,0.03,0.01,5066.16,44.0,44.0,5066.16,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-05,44.0,5060.88,0.09,0.03,0.01,5060.88,44.0,44.0,5060.88,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-08,44.0,5060.88,0.09,0.03,0.01,5060.88,44.0,44.0,5060.88,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-09,44.0,5012.48,0.09,0.03,0.0,5012.48,44.0,44.0,5012.48,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-10,44.0,5073.2,0.09,0.03,0.01,5073.2,44.0,44.0,5073.2,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-11,44.0,5113.68,0.1,0.03,0.01,5113.68,44.0,44.0,5113.68,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-12,44.0,5145.36,0.1,0.03,0.01,5145.36,44.0,44.0,5145.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-15,44.0,5111.92,0.11,0.03,0.01,5111.92,44.0,44.0,5111.92,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-16,44.0,5092.56,0.11,0.03,0.01,5092.56,44.0,44.0,5092.56,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-17,44.0,5074.96,0.11,0.03,0.01,5074.96,44.0,44.0,5074.96,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-18,44.0,5096.08,0.11,0.03,0.01,5096.08,44.0,44.0,5096.08,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-19,44.0,5056.48,0.1,0.03,0.01,5056.48,44.0,44.0,5056.48,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-22,44.0,5120.72,0.1,0.03,0.01,5120.72,44.0,44.0,5120.72,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-23,44.0,5103.12,0.11,0.03,0.01,5103.12,44.0,44.0,5103.12,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-24,44.0,5080.24,0.1,0.03,0.01,5080.24,44.0,44.0,5080.24,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-25,44.0,5079.36,0.1,0.03,0.01,5079.36,44.0,44.0,5079.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-26,44.0,5122.48,0.1,0.03,0.01,5122.48,44.0,44.0,5122.48,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-29,44.0,5104.0,0.09,0.03,0.01,5104.0,44.0,44.0,5104.0,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-30,44.0,5130.4,0.09,0.03,0.01,5130.4,44.0,44.0,5130.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-07-31,44.0,5169.12,0.09,0.03,0.01,5169.12,44.0,44.0,5169.12,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-01,44.0,5064.4,0.09,0.03,0.01,5064.4,44.0,44.0,5064.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-02,44.0,4982.56,0.09,0.03,0.0,4982.56,44.0,44.0,4982.56,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-05,44.0,4877.84,0.13,0.03,0.0,4877.84,44.0,44.0,4877.84,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-06,44.0,4860.24,0.14,0.03,0.0,4860.24,44.0,44.0,4860.24,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-07,44.0,4961.44,0.15,0.03,0.0,4961.44,44.0,44.0,4961.44,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-08,44.0,4955.28,0.15,0.03,0.0,4955.28,44.0,44.0,4955.28,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-09,44.0,4964.08,0.15,0.03,0.0,4964.08,44.0,44.0,4964.08,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-08-12,88.0,9931.68,0.3,0.05,0.01,4965.84,44.0,44.0,4965.84,,,,,,,0.0,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,1.8333
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,44.0,,,44.0,0.0,0.0,0.0,0.0,48.0,5438.4,0.01,0.0,,0.0,,0.0
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5465.28,0.01,0.0,,0.0,,0.0
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5542.08,0.01,0.0,,0.0,,0.0
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5552.64,0.01,0.0,,0.0,,0.0
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5593.92,0.01,0.0,,0.0,,0.0
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5582.4,0.01,0.0,,0.0,,0.0
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5599.68,0.01,0.0,,0.0,,0.0
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5604.48,0.01,0.0,,0.0,,0.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5650.56,0.01,0.0,,0.0,,0.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5647.68,0.01,0.0,,0.0,,0.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5656.32,0.01,0.0,,0.0,,0.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5704.32,0.01,0.0,,0.0,,0.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,48.0,5705.28,0.01,0.0,,0.0,,0.0
2024-08-30,44.0,5261.52,0.18,0.03,0.01,5261.52,44.0,44.0,5261.52,44.0,,,0.01,44.0,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-02,44.0,5275.6,0.18,0.03,0.01,5275.6,44.0,44.0,5275.6,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-03,44.0,5258.88,0.19,0.03,0.01,5258.88,44.0,44.0,5258.88,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-04,44.0,5236.88,0.2,0.03,0.01,5236.88,44.0,44.0,5236.88,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-05,44.0,5248.32,0.2,0.03,0.01,5248.32,44.0,44.0,5248.32,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-06,44.0,5198.16,0.2,0.03,0.01,5198.16,44.0,44.0,5198.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-09,44.0,5244.8,0.25,0.03,0.01,5244.8,44.0,44.0,5244.8,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-10,44.0,5228.08,0.25,0.03,0.01,5228.08,44.0,44.0,5228.08,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-11,44.0,5220.16,0.24,0.03,0.01,5220.16,44.0,44.0,5220.16,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-12,44.0,5236.0,0.24,0.03,0.01,5236.0,44.0,44.0,5236.0,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-13,44.0,5266.8,0.3,0.03,0.01,5266.8,44.0,44.0,5266.8,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-16,44.0,5284.4,0.31,0.03,0.01,5284.4,44.0,44.0,5284.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-17,44.0,5299.36,0.33,0.03,0.01,5299.36,44.0,44.0,5299.36,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-18,44.0,5288.8,0.43,0.03,0.01,5288.8,44.0,44.0,5288.8,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-19,44.0,5302.0,0.44,0.03,0.01,5302.0,44.0,44.0,5302.0,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-20,44.0,5254.48,0.42,0.03,0.01,5254.48,44.0,44.0,5254.48,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-23,44.0,5269.44,0.42,0.03,0.01,5269.44,44.0,44.0,5269.44,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-24,44.0,5303.76,0.41,0.03,0.01,5303.76,44.0,44.0,5303.76,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-25,44.0,5312.56,0.42,0.03,0.01,5312.56,44.0,44.0,5312.56,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-26,44.0,5350.4,0.42,0.03,0.01,5350.4,44.0,44.0,5350.4,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-27,44.0,5375.04,0.45,0.03,0.01,5375.04,44.0,44.0,5375.04,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
2024-09-30,44.0,5333.68,0.47,0.03,0.01,5333.68,44.0,44.0,5333.68,,,,,,,0.01,,100.0,91.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.9167
