,ALJXR FP Equity_DX_SI_QTY,ALJXR FP Equity_DX_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALJXR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALJXR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALJXR FP Equity_DX_SI_MV,ALJXR FP Equity_DX_DSS,ALJXR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY,ALJXR FP Equity_DX_BROKER_SI_QTY,ALJXR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALJXR FP Equity_DX_BROKER_SI_MV_INC_x,ALJXR FP Equity_DX_SUPPLY_SI_MV_NEW,ALJXR FP Equity_DX_BROKER_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_NEW,ALJXR FP Equity_DX_SUPPLY_SI_MV_DEC,ALJXR FP Equity_DX_BROKER_SI_QTY_INC,ALJXR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALJXR FP Equity_DX_BROKER_SI_MV_NEW_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALJXR FP Equity_DX_BROKER_SI_MV_INC_y,ALJXR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALJXR FP Equity_DX_BROKER_SI_MV_ADD,ALJXR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALJXR FP Equity_DX_BROKER_SI_QTY_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV,ALJXR FP Equity_DX_BROKER_SI_MV_DEC,ALJXR FP Equity_DX_SUPPLY_SI_MV_RMV,ALJXR FP Equity_DX_BROKER_SI_MV_RMV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_UTILIZATION_QUANTITY,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALJXR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALJXR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALJXR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALJXR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALJXR FP Equity_DX_BROKER_SI_CON_RATIO,ALJXR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALJXR FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-10-05,217200.0,1335780.0,1.0,0.18,0.87,1.31,0.0,572565.0,193100.0,93100.0,1187565.0,,,,,,,,0.01,,7267.0,,,,,,,7267.0,1.16,0.06,,,18.87,17.41,830000.0,5104500.0,,5.1,18.5,27.92,0.3772,53.17,0.1958
2011-10-06,217200.0,1372704.0,1.0,0.18,0.87,1.36,0.0,588392.0,193100.0,93100.0,1220392.0,,,,,,,,,,,,,,,,,,1.2,,,,18.87,17.38,830000.0,5245600.0,,5.25,18.65,28.26,0.3754,52.78,0.1955
2011-10-07,517200.0,3304908.0,2.38,0.43,2.07,3.31,1.0,594909.0,493100.0,93100.0,3150909.0,,,300000.0,,,,,,,,,,,300000.0,,,,3.15,,,,48.2,44.42,530000.0,3386700.0,,3.39,48.16,20.83,0.4215,60.21,0.4659
2011-10-10,507200.0,3301872.0,2.34,0.42,2.03,3.29,1.0,540981.0,483100.0,83100.0,3144981.0,,,,,,,,0.06,,10000.0,,,,,,,10000.0,3.13,0.07,,,47.69,42.12,530000.0,3450300.0,,3.45,47.57,21.29,0.4378,61.73,0.4422
2011-10-11,507200.0,3773568.0,2.34,0.42,2.03,3.68,1.0,618264.0,483100.0,83100.0,3594264.0,,,,,,,,,,,,,,,,,,3.52,,,,47.69,43.52,530000.0,3943200.0,,3.94,47.14,21.31,0.4508,62.89,0.4569
2011-10-12,507200.0,3819216.0,2.34,0.39,2.03,3.82,1.0,625743.0,483100.0,83100.0,3637743.0,,,,,,,,,,,,,,,,,,3.62,,,,47.69,39.8,530000.0,3990900.0,,3.99,47.6,21.25,0.4358,61.55,0.4178
2011-10-13,507200.0,3727920.0,2.34,0.38,2.03,3.82,1.0,2815785.0,490100.0,383100.0,3602235.0,,,7000.0,,,300000.0,,,,,,,,7000.0,2.26,,,3.62,,,,48.04,39.71,530000.0,3895500.0,,3.9,48.15,20.93,0.4351,61.56,0.4109
2011-10-14,469200.0,3631608.0,2.16,0.36,1.87,3.49,1.0,2671074.0,445100.0,345100.0,3445074.0,,,,0.05,,,,0.34,7000.0,45000.0,,,0.05,,,,45000.0,3.43,0.36,,,45.65,40.17,530000.0,4102200.0,,4.1,45.54,23.86,0.4992,66.11,0.4235
2011-10-17,469200.0,3439236.0,2.16,0.35,1.87,3.6,1.0,2529583.0,445100.0,345100.0,3262583.0,,,,,,,,,,,,,,,,,,3.28,,,,45.65,39.74,530000.0,3884900.0,,3.88,45.78,22.42,0.511,67.48,0.4189
2011-10-18,469200.0,3589380.0,2.16,0.34,1.87,3.47,1.0,2640015.0,445100.0,345100.0,3405015.0,,,,,,,,,,,,,,,,,,3.39,,,,48.11,41.15,480000.0,3672000.0,,3.67,48.02,23.78,0.5003,66.22,0.4338
2011-10-19,469200.0,3401700.0,2.16,0.34,1.87,3.55,1.0,2501975.0,445100.0,345100.0,3226975.0,,,,,,,,,,,,,,,,,,3.24,,,,48.11,41.54,480000.0,3480000.0,,3.48,48.23,22.39,0.5114,67.52,0.4378
2011-10-20,469200.0,3214020.0,2.16,0.34,1.87,3.37,1.0,2363935.0,445100.0,345100.0,3048935.0,,,,,,,,,,,,,,,,,,3.06,,,,48.11,41.54,480000.0,3288000.0,,3.29,48.24,22.37,0.5116,67.54,0.4378
2011-10-21,489200.0,3302100.0,2.25,0.36,1.95,3.34,1.0,2531925.0,465100.0,375100.0,3139425.0,,,,,,30000.0,,0.07,,10000.0,,,,,0.2,30000.0,,3.14,,,,49.21,43.4,480000.0,3240000.0,,3.24,49.22,21.48,0.5284,69.11,0.4565
2011-10-24,489200.0,3346128.0,2.25,0.39,1.95,3.31,1.0,2565684.0,465100.0,375100.0,3181284.0,,,,,,,,,,,,,,,,,,3.18,,,,49.21,43.15,480000.0,3283200.0,,3.28,49.16,21.88,0.5248,68.72,0.4539
2011-10-25,489200.0,3248288.0,2.25,0.4,1.95,3.33,1.0,2490664.0,465100.0,375100.0,3088264.0,,,,,,,,,,,,,,,,,,3.1,,,,49.21,37.49,480000.0,3187200.0,,3.19,49.3,21.3,0.5299,69.27,0.3943
2011-10-26,489200.0,3341236.0,2.25,0.42,1.95,3.27,1.0,2561933.0,465100.0,375100.0,3176633.0,,,,,,,,,,,,,,,,,,3.17,,,,49.21,43.15,480000.0,3278400.0,,3.28,49.12,22.1,0.5228,68.51,0.4539
2011-10-27,489200.0,3468428.0,2.25,0.42,1.95,3.36,1.0,2659459.0,465100.0,375100.0,3297559.0,,,,,,,,,,,,,,,,,,3.27,,,,49.21,43.15,480000.0,3403200.0,,3.4,49.03,22.18,0.5224,68.45,0.4539
2011-10-28,489200.0,3458644.0,2.25,0.41,1.95,3.47,1.0,2651957.0,465100.0,375100.0,3288257.0,,,,,,,,,,,,,,,,,,3.29,,,,49.21,43.15,480000.0,3393600.0,,3.39,49.22,21.66,0.5267,68.93,0.4539
2011-10-31,484200.0,3365190.0,2.23,0.43,1.93,3.42,1.0,2572195.0,460100.0,370100.0,3197695.0,,,,,,,,0.04,,5000.0,,,,,,,5000.0,3.21,0.04,,,48.94,42.69,480000.0,3336000.0,,3.34,49.06,21.72,0.5376,69.78,0.4493
2011-11-01,484200.0,3031092.0,2.23,0.43,1.93,3.31,1.0,2316826.0,460100.0,370100.0,2880226.0,,,,,,,,,,,,,,,,,,2.93,,,,48.94,42.69,480000.0,3004800.0,,3.0,49.35,20.57,0.5488,70.92,0.4493
2011-11-02,484200.0,3050460.0,2.23,0.43,1.93,3.03,1.0,2331630.0,460100.0,370100.0,2898630.0,,,,,,,,,,,,,,,,,,2.89,,,,100.0,42.69,0.0,0.0,,0.0,100.0,22.01,0.5354,69.53,0.4493
2011-11-03,486200.0,3140852.0,2.24,0.43,1.94,3.08,1.0,2403766.0,460100.0,372100.0,2972246.0,,,,0.01,,,,,2000.0,,,,0.01,,,,,2.96,,,,100.0,42.56,0.0,0.0,,0.0,100.0,22.18,0.529,69.01,0.4498
2011-11-04,486200.0,3077646.0,2.24,0.44,1.94,3.13,1.0,2355393.0,460100.0,372100.0,2912433.0,,,,,,,,,,,,,,,,,,2.92,,,,100.0,42.56,0.0,0.0,,0.0,100.0,21.55,0.5346,69.61,0.4498
2011-11-07,486200.0,3048474.0,2.24,0.46,1.94,3.07,1.0,2333067.0,460100.0,372100.0,2884827.0,,,,,,,,,,,,,,,,,,2.89,,,,100.0,42.56,0.0,0.0,,0.0,100.0,21.71,0.5331,69.45,0.4498
2011-11-08,516200.0,3231412.0,2.38,0.5,2.06,3.23,1.0,2517146.0,460100.0,402100.0,2880226.0,,,,0.17,,,,,30000.0,,,,0.17,,,,,2.88,,,,100.0,44.51,0.0,0.0,,0.0,100.0,20.51,0.5519,71.17,0.4993
2011-11-09,494200.0,3014620.0,2.28,0.5,1.97,3.03,1.0,488610.0,465100.0,80100.0,2837110.0,,,35000.0,0.05,,,,0.19,8000.0,30000.0,,,0.05,35000.0,,,330000.0,2.84,2.07,,,55.56,47.52,372000.0,2269200.0,,2.27,55.62,21.53,0.5124,67.92,0.5049
2011-11-10,172200.0,1010814.0,0.79,0.18,0.69,1.03,0.0,341047.0,165100.0,58100.0,969137.0,,,,0.04,,,,1.85,8000.0,300000.0,,,0.04,,,,30000.0,0.98,0.19,,,19.72,16.54,672000.0,3944640.0,,3.94,19.83,21.42,0.4643,63.48,0.1725
2011-11-11,172200.0,1065918.0,0.79,0.18,0.69,1.04,0.0,359639.0,165100.0,58100.0,1021969.0,,,,,,,,,,,,,,,,,,1.01,,,,19.72,16.57,672000.0,4159680.0,,4.16,19.58,20.3,0.4751,64.72,0.1728
2011-11-14,172200.0,1081416.0,0.79,0.18,0.69,1.08,0.0,364868.0,157100.0,58100.0,986588.0,,,,,,,,0.04,,8000.0,,,,,,,,0.98,,,,100.0,16.05,0.0,0.0,,0.0,100.0,20.78,0.4726,64.4,0.1759
2011-11-15,160200.0,951588.0,0.74,0.17,0.64,0.98,0.0,273834.0,153100.0,46100.0,909414.0,,,,,,,,0.04,,4000.0,,,,,,,12000.0,0.92,0.07,,,100.0,15.64,0.0,0.0,,0.0,100.0,23.38,0.5267,68.45,0.1637
2011-11-16,160200.0,941976.0,0.74,0.17,0.64,0.95,0.0,271068.0,153100.0,46100.0,900228.0,,,,,,,,,,,,,,,,,,0.9,,,,100.0,16.7,0.0,0.0,,0.0,100.0,22.75,0.5324,69.08,0.1747
2011-11-17,153200.0,828812.0,0.71,0.17,0.61,0.86,0.0,211531.0,146100.0,39100.0,790401.0,,,,,,,,0.05,,7000.0,,,,,,,7000.0,0.8,0.04,,,100.0,17.87,0.0,0.0,,0.0,100.0,19.85,0.5549,71.53,0.1874
2011-11-18,151200.0,752976.0,0.7,0.16,0.6,0.78,0.0,184758.0,146100.0,37100.0,727578.0,,,,,,,,,,,,,,,,,2000.0,0.74,0.01,,,100.0,22.35,0.0,0.0,,0.0,100.0,20.15,0.5701,72.59,0.2313
2011-11-21,116200.0,501984.0,0.54,0.12,0.46,0.54,0.0,160272.0,106100.0,37100.0,458352.0,,,,,,,,0.23,,40000.0,,,,,,,,0.48,,,,100.0,36.91,0.0,0.0,,0.0,100.0,27.32,0.4779,63.14,0.4043
2011-11-22,116200.0,500822.0,0.54,0.12,0.46,0.5,0.0,159901.0,106100.0,37100.0,457291.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,37.25,0.0,0.0,,0.0,100.0,25.5,0.4919,64.99,0.408
2011-11-23,136200.0,588384.0,0.63,0.15,0.54,0.59,0.0,160272.0,126100.0,37100.0,544752.0,,,20000.0,,,,,,,,,,,20000.0,,,,0.55,,,,100.0,44.28,0.0,0.0,,0.0,100.0,21.33,0.5474,70.62,0.4782
2011-11-24,136200.0,596556.0,0.63,0.16,0.54,0.59,0.0,162498.0,126100.0,37100.0,552318.0,,,,,,,,,,,,,,,,,,0.55,,,,100.0,44.28,0.0,0.0,,0.0,100.0,21.23,0.549,70.76,0.4782
2011-11-25,168200.0,797268.0,0.77,0.2,0.67,0.76,0.0,175854.0,163100.0,37100.0,773094.0,,,37000.0,,,,,,,,,,,37000.0,,,,0.75,,,,100.0,41.22,0.0,0.0,,0.0,100.0,21.26,0.5449,70.44,0.4251
2011-11-28,168200.0,908280.0,0.77,0.21,0.67,0.84,0.0,200340.0,163100.0,37100.0,880740.0,,,,,,,,,,,,,,,,,,0.82,,,,100.0,54.4,0.0,0.0,,0.0,100.0,20.65,0.5516,71.1,0.561
2011-11-29,168200.0,896506.0,0.77,0.2,0.67,0.9,0.0,197743.0,163100.0,37100.0,869323.0,,,,,,,,,,,,,,,,,,0.87,,,,100.0,54.4,0.0,0.0,,0.0,100.0,22.46,0.5326,69.19,0.561
2011-11-30,168200.0,933510.0,0.77,0.21,0.67,0.91,0.0,205905.0,163100.0,37100.0,905205.0,,,,,,,,,,,,,,,,,,0.89,,,,100.0,54.11,0.0,0.0,,0.0,100.0,21.81,0.5397,69.9,0.558
2011-12-01,168200.0,973878.0,0.77,0.21,0.67,0.95,0.0,214809.0,163100.0,37100.0,944349.0,,,,,,,,,,,,,,,,,,0.93,,,,100.0,54.11,0.0,0.0,,0.0,100.0,21.75,0.5398,69.93,0.558
2011-12-02,168200.0,970514.0,0.77,0.21,0.67,0.97,0.0,214067.0,163100.0,37100.0,941087.0,,,,,,,,,,,,,,,,,,0.94,,,,100.0,54.11,0.0,0.0,,0.0,100.0,22.31,0.5336,69.3,0.558
2011-12-05,168200.0,963786.0,0.77,0.21,0.67,0.97,0.0,212583.0,163100.0,37100.0,934563.0,,,,,,,,,,,,,,,,,,0.94,,,,100.0,42.56,0.0,0.0,,0.0,100.0,22.37,0.5333,69.27,0.439
2011-12-06,168200.0,911644.0,0.77,0.21,0.67,0.94,0.0,201082.0,163100.0,37100.0,884002.0,,,,,,,,,,,,,,,,,,0.9,,,,100.0,33.95,0.0,0.0,,0.0,100.0,22.99,0.5272,68.62,0.3501
2011-12-07,177200.0,930300.0,0.82,0.22,0.71,0.97,0.0,242025.0,172100.0,46100.0,903525.0,,,,,,9000.0,,,,,,,,,0.05,9000.0,,0.93,,,,100.0,31.71,0.0,0.0,,0.0,100.0,21.04,0.4603,63.84,0.3265
2011-12-08,222400.0,1152032.0,1.02,0.27,0.89,1.2,0.0,472934.0,217300.0,91300.0,1125614.0,,,,,,45200.0,,,,,,,,,0.25,45200.0,,1.16,,,,100.0,47.08,0.0,0.0,,0.0,100.0,26.86,0.3197,46.89,0.4818
2011-12-09,228000.0,1251720.0,1.05,0.28,0.91,1.24,0.0,531981.0,217300.0,96900.0,1192977.0,,,,0.02,,,,,5600.0,,,,0.02,,,,,1.18,,,,100.0,47.08,0.0,0.0,,0.0,100.0,28.26,0.3234,46.77,0.494
2011-12-12,225178.0,1510944.38,1.04,0.27,0.9,1.36,0.0,631263.38,217300.0,94078.0,1458083.0,,,,,,,,,,,,,,,,,2822.0,1.33,0.0,,,100.0,40.33,0.0,0.0,,0.0,100.0,26.0,0.3382,49.81,0.4179
2011-12-13,158208.0,1069486.08,0.73,0.15,0.63,1.09,0.0,617188.0,153108.0,91300.0,1035010.08,,,,,,,,0.41,,64192.0,,,,,,,2778.0,1.03,0.0,,,100.0,33.07,0.0,0.0,,0.0,100.0,23.48,0.2717,41.89,0.3417
2011-12-14,158208.0,979307.52,0.73,0.15,0.63,1.08,0.0,565147.0,153108.0,91300.0,947738.52,,,,,,,,,,,,,,,,,,1.01,,,,100.0,31.85,0.0,0.0,,0.0,100.0,23.86,0.2737,42.27,0.3292
2011-12-15,126655.0,766262.75,0.58,0.11,0.51,0.79,0.0,361469.35,107908.0,59747.0,652843.4,,,,,,13647.0,,0.31,,45200.0,,,,,0.09,,45200.0,0.66,0.32,,,100.0,23.25,0.0,0.0,,0.0,100.0,24.26,0.2258,33.68,0.2728
2011-12-16,159655.0,919612.8,0.74,0.14,0.64,0.98,0.0,534222.72,140908.0,92747.0,811630.08,,,25785.0,0.21,,,,,33000.0,,,,0.21,25785.0,,7215.0,,0.84,,,,100.0,29.92,0.0,0.0,,0.0,100.0,23.58,0.2519,38.61,0.339
2011-12-19,159655.0,1021792.0,0.74,0.14,0.64,0.95,0.0,593580.8,140908.0,92747.0,901811.2,,,,,,,,,,,,,,,,,,0.82,,,,100.0,29.52,0.0,0.0,,0.0,100.0,23.01,0.2479,37.77,0.3345
2011-12-20,159655.0,1034564.4,0.74,0.13,0.64,1.04,0.0,601000.56,140908.0,92747.0,913083.84,,,,,,,,,,,,,,,,,,0.91,,,,100.0,27.4,0.0,0.0,,0.0,100.0,23.53,0.251,38.26,0.3104
2011-12-21,286655.0,1857524.4,1.32,0.23,1.15,1.88,1.0,730600.56,220908.0,112747.0,1431483.84,,,25138.0,,,20000.0,,,,,,,,25138.0,0.14,54862.0,,1.43,,,,100.0,41.86,0.0,0.0,,0.0,100.0,30.67,0.2479,35.41,0.5431
2011-12-22,239655.0,1555360.95,1.1,0.19,0.96,1.6,0.0,1121128.03,220908.0,172747.0,1433692.92,,,,0.34,,10000.0,,,50000.0,,,,0.34,,0.07,,,1.43,,,,100.0,47.84,0.0,0.0,,0.0,100.0,22.18,0.2416,38.97,0.519
2011-12-23,241505.0,1535971.8,1.11,0.19,0.96,1.61,0.0,1098670.92,222758.0,172747.0,1416740.88,,,,,,,,,,,,,,,,1850.0,,1.44,,,,100.0,45.65,0.0,0.0,,0.0,100.0,21.96,0.24,38.79,0.4949
2011-12-26,241505.0,1535971.8,1.11,0.19,0.96,1.6,0.0,1098670.92,222758.0,172747.0,1416740.88,,,,,,,,,,,,,,,,,,1.42,,,,100.0,49.09,0.0,0.0,,0.0,100.0,21.95,0.2406,38.87,0.5322
2011-12-27,318512.0,2143585.76,1.47,0.25,1.27,2.11,1.0,1192919.42,248258.0,177254.0,1670776.34,,,25500.0,0.01,,2500.0,,,2007.0,,,,0.01,25500.0,0.02,,,1.61,,,,100.0,54.71,0.0,0.0,,0.0,100.0,27.34,0.2065,31.21,0.7019
2011-12-28,259012.0,1756101.36,1.19,0.2,1.03,1.8,1.0,1289922.12,238258.0,190254.0,1615389.24,,,,0.16,,,,0.07,23000.0,10000.0,,,0.16,,,,10000.0,1.61,0.07,,,100.0,52.5,0.0,0.0,,0.0,100.0,20.29,0.1863,30.74,0.5708
2011-12-29,281844.0,1871444.16,1.3,0.22,1.13,1.95,1.0,1414891.04,238258.0,213086.0,1582033.12,,,,0.15,,,,,22832.0,,,,0.15,,,,,1.6,,,,100.0,53.69,0.0,0.0,,0.0,100.0,19.02,0.1797,27.82,0.6351
2011-12-30,281544.0,1872267.6,1.3,0.22,1.12,1.91,1.0,1415026.9,238258.0,212786.0,1584415.7,,,,,,,,,,,,,,,,,300.0,1.58,0.01,,,100.0,53.69,0.0,0.0,,0.0,100.0,18.87,0.1792,27.8,0.6344
2012-01-02,465873.0,3461436.39,2.15,0.36,1.86,4.5,1.0,1655299.98,243258.0,222786.0,1807406.94,,,,0.04,,5000.0,,,5000.0,,,,0.04,,0.03,5000.0,,1.69,,,,100.0,51.15,0.0,0.0,,0.0,100.0,10.64,0.3842,59.69,0.9796
2012-01-03,291115.0,2148428.7,1.34,0.22,1.16,2.24,1.0,1640994.66,234258.0,222357.0,1728824.04,,,,,,,,0.04,,9000.0,,,,,,,429.0,1.73,0.0,,,100.0,49.26,0.0,0.0,,0.0,100.0,21.02,0.1746,26.22,0.6121
2012-01-04,291115.0,2072738.8,1.34,0.22,1.16,2.2,1.0,1583181.84,228829.0,222357.0,1629262.48,,,,,,,,0.04,,5429.0,,,,,,,,1.67,,,,100.0,48.12,0.0,0.0,,0.0,100.0,19.51,0.1741,26.96,0.6121
2012-01-05,296115.0,2140911.45,1.36,0.23,1.18,2.15,1.0,1625716.11,241329.0,224857.0,1744808.67,,,12500.0,0.02,,,,,2500.0,,,,0.02,12500.0,,,,1.73,,,,100.0,51.17,0.0,0.0,,0.0,100.0,19.17,0.1699,26.48,0.6278
2012-01-06,280444.0,2038827.88,1.29,0.22,1.12,2.07,1.0,1520782.22,226650.0,209186.0,1647745.5,,,,0.1,,,,0.1,12655.0,14679.0,,,0.1,,,,28326.0,1.64,0.21,,,100.0,46.11,0.0,0.0,,0.0,100.0,20.64,0.1636,24.7,0.5705
2012-01-09,264197.0,2058094.63,1.22,0.2,1.06,1.96,1.0,1467939.81,231150.0,188439.0,1800658.5,,,4500.0,0.03,,,,,4500.0,,,,0.03,4500.0,,,25247.0,1.73,0.19,,,100.0,39.75,0.0,0.0,,0.0,100.0,22.46,0.1564,22.77,0.4543
2012-01-10,260818.0,2021339.5,1.2,0.2,1.04,2.06,1.0,1434215.0,215179.0,185060.0,1667637.25,,,,,,,,0.09,,15971.0,,,,,,,3379.0,1.67,0.0,,,100.0,38.8,0.0,0.0,,0.0,100.0,21.62,0.1552,23.04,0.4703
2012-01-11,260818.0,2023947.68,1.2,0.2,1.04,2.06,1.0,1436065.6,215179.0,185060.0,1669789.04,,,,,,,,,,,,,,,,,,1.67,,,,100.0,44.5,0.0,0.0,,0.0,100.0,21.62,0.1553,23.09,0.5393
2012-01-12,260818.0,2013514.96,1.2,0.2,1.04,2.04,1.0,1428663.2,221287.0,185060.0,1708335.64,,,11108.0,,,,,0.04,,5000.0,,,,11108.0,,,,1.71,,,,100.0,44.45,0.0,0.0,,0.0,100.0,21.65,0.1551,22.93,0.5239
2012-01-13,248713.0,1847937.59,1.15,0.19,0.99,1.96,0.0,1396505.65,143787.0,187955.0,1068337.41,,,,0.24,,,,0.6,30108.0,77500.0,,,0.24,,,,27213.0,1.11,0.21,,,100.0,36.68,0.0,0.0,,0.0,100.0,22.93,0.1742,24.48,0.6345
2012-01-16,241192.0,1789644.64,1.11,0.19,0.96,1.87,0.0,1338820.28,143787.0,180434.0,1066899.54,,,,,,,,,,,,,,,,,7521.0,1.07,0.06,,,100.0,35.39,0.0,0.0,,0.0,100.0,23.34,0.1792,25.63,0.5936
2012-01-17,209358.0,1532500.56,0.96,0.16,0.84,1.58,0.0,1087752.0,184658.0,148600.0,1351696.56,,,,0.0,,,,0.08,1000.0,11129.0,,,0.0,,,52000.0,32834.0,1.36,0.28,,,100.0,47.57,0.0,0.0,,0.0,100.0,28.02,0.2182,31.29,0.5394
2012-01-18,203018.0,1500303.02,0.94,0.16,0.81,1.51,0.0,1209004.0,178318.0,163600.0,1317770.02,,,,0.11,,,,0.16,15000.0,21340.0,,,0.11,,,15000.0,,1.3,,,,100.0,37.06,0.0,0.0,,0.0,100.0,26.38,0.2111,29.3,0.422
2012-01-19,237484.0,1788254.52,1.09,0.19,0.95,1.79,0.0,1491436.98,192784.0,198066.0,1451663.52,,,3466.0,0.27,,,,,34466.0,,,,0.27,3466.0,,11000.0,,1.42,,,,100.0,46.76,0.0,0.0,,0.0,100.0,21.79,0.26,41.81,0.576
2012-01-20,237484.0,1778755.16,1.09,0.19,0.95,1.84,0.0,1483514.34,192784.0,198066.0,1443952.16,,,,,,,,,,,,,,,,,,1.45,,,,100.0,33.88,0.0,0.0,,0.0,100.0,21.58,0.2604,41.97,0.4173
2012-01-23,217484.0,1663752.6,1.0,0.18,0.87,1.66,0.0,1362204.9,172784.0,178066.0,1321797.6,,,,,,,,0.15,,20000.0,,,,,,,20000.0,1.3,0.16,,,100.0,42.14,0.0,0.0,,0.0,100.0,24.2,0.309,46.51,0.5305
2012-01-24,217484.0,1646353.88,1.0,0.18,0.87,1.7,0.0,1347959.62,172784.0,178066.0,1307974.88,,,,,,,,,,,,,,,,,,1.32,,,,100.0,42.14,0.0,0.0,,0.0,100.0,24.09,0.3092,46.55,0.5305
2012-01-25,221484.0,1694352.6,1.02,0.22,0.88,1.71,0.0,1392804.9,172784.0,182066.0,1321797.6,,,,0.03,,,,,4000.0,,,,0.03,,,,,1.31,,,,100.0,42.14,0.0,0.0,,0.0,100.0,25.79,0.3072,45.62,0.5402
2012-01-26,213263.0,1667716.66,0.98,0.22,0.85,1.67,0.0,1359467.9,164563.0,173845.0,1286882.66,,,,,,,,0.06,,8221.0,,,,,,,8221.0,1.27,0.06,,,100.0,35.94,0.0,0.0,,0.0,100.0,26.97,0.33,48.01,0.4658
2012-01-27,213263.0,1770082.9,0.98,0.22,0.85,1.71,0.0,1442913.5,164563.0,173845.0,1365872.9,,,,,,,,,,,,,,,,,,1.3,,,,100.0,34.62,0.0,0.0,,0.0,100.0,27.02,0.3275,47.63,0.4487
2012-01-30,212022.0,1759782.6,0.98,0.21,0.85,1.8,0.0,1432613.2,158322.0,172604.0,1314072.6,,,,0.06,,,,0.03,5000.0,6241.0,,,0.06,,,,6241.0,1.32,0.05,,,100.0,33.31,0.0,0.0,,0.0,100.0,29.82,0.3481,48.45,0.446
2012-01-31,222022.0,1813919.74,1.02,0.21,0.89,1.88,0.0,1491874.68,158322.0,182604.0,1293490.74,,,,0.08,,,,,10000.0,,,,0.08,,,,,1.31,,,,100.0,33.31,0.0,0.0,,0.0,100.0,33.58,0.3442,45.76,0.4671
2012-02-01,222155.0,1841664.95,1.02,0.23,0.89,1.85,0.0,1514889.73,153455.0,182737.0,1272141.95,,,,0.03,,,,0.04,5000.0,4867.0,,,0.03,,,,4867.0,1.26,0.04,,,100.0,32.28,0.0,0.0,,0.0,100.0,36.41,0.362,45.63,0.4673
2012-02-02,227155.0,1939903.7,1.05,0.25,0.91,1.92,0.0,1603273.98,158455.0,187737.0,1353205.7,,,5000.0,0.06,,,,,5000.0,,,,0.06,5000.0,,,,1.33,,,,100.0,33.42,0.0,0.0,,0.0,100.0,35.26,0.3674,47.2,0.4791
2012-02-03,227155.0,1980791.6,1.05,0.25,0.91,1.98,0.0,1637066.64,158455.0,187737.0,1381727.6,,,,,,,,,,,,,,,,,,1.36,,,,100.0,33.79,0.0,0.0,,0.0,100.0,35.32,0.3671,47.11,0.4844
2012-02-06,227155.0,1983063.15,1.05,0.24,0.91,2.02,0.0,1638944.01,158455.0,187737.0,1383312.15,,,,,,,,,,,,,,,,,,1.38,,,,100.0,34.27,0.0,0.0,,0.0,100.0,35.32,0.3679,47.22,0.4913
2012-02-07,242155.0,2341638.85,1.12,0.26,0.97,2.14,0.0,1960466.79,158455.0,202737.0,1532259.85,,,,0.13,,,,,15000.0,,,,0.13,,,,,1.42,,,,100.0,32.59,0.0,0.0,,0.0,100.0,40.17,0.3685,43.58,0.4981
2012-02-08,242155.0,2317423.35,1.12,0.24,0.97,2.39,0.0,1940193.09,158455.0,202737.0,1516414.35,,,,,,,,,,,,,,,,,,1.53,,,,100.0,34.1,0.0,0.0,,0.0,100.0,39.96,0.3691,43.81,0.5212
2012-02-09,242155.0,2281100.1,1.12,0.23,0.97,2.36,0.0,1909782.54,158455.0,202737.0,1492646.1,,,,,,,,,,,,,,,,,,1.51,,,,100.0,34.04,0.0,0.0,,0.0,100.0,40.0,0.3692,43.79,0.5202
2012-02-10,248155.0,2439363.65,1.14,0.24,0.99,2.4,0.0,2051884.71,164455.0,208737.0,1616592.65,,,6000.0,0.05,,,,,6000.0,,,,0.05,6000.0,,,,1.58,,,,100.0,33.44,0.0,0.0,,0.0,100.0,38.59,0.3732,45.56,0.5046
