,ALHUN FP Equity_DX_SI_QTY,ALHUN FP Equity_DX_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHUN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHUN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHUN FP Equity_DX_SI_MV,ALHUN FP Equity_DX_DSS,ALHUN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHUN FP Equity_DX_SUPPLY_SI_QTY,ALHUN FP Equity_DX_BROKER_SI_QTY,ALHUN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHUN FP Equity_DX_SUPPLY_SI_MV_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHUN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHUN FP Equity_DX_SUPPLY_SI_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_UTILIZATION_QUANTITY,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHUN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHUN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHUN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHUN FP Equity_DX_BROKER_SI_CON_RATIO,ALHUN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHUN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHUN FP Equity_PX_LAST
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1727313.75,1.72,0.0,0.0,,0.0,14.25
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1715192.25,1.73,0.0,0.0,,0.0,14.15
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.73,0.0,0.0,,0.0,14.1
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.71,0.0,0.0,,0.0,13.95
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1709131.5,1.69,0.0,0.0,,0.0,14.1
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.71,0.0,0.0,,0.0,14.0
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,14.0
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.7,0.0,0.0,,0.0,14.0
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.69,0.0,0.0,,0.0,13.95
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.69,0.0,0.0,,0.0,14.0
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1678827.75,1.7,0.0,0.0,,0.0,13.85
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1642463.25,1.68,0.0,0.0,,0.0,13.55
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1636402.5,1.64,0.0,0.0,,0.0,13.5
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1666706.25,1.64,0.0,0.0,,0.0,13.75
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1666706.25,1.67,0.0,0.0,,0.0,13.75
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1697010.0,1.67,0.0,0.0,,0.0,14.0
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1690949.25,1.7,0.0,0.0,,0.0,13.95
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1684888.5,1.69,0.0,0.0,,0.0,13.9
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1672767.0,1.69,0.0,0.0,,0.0,13.8
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1648524.0,1.67,0.0,0.0,,0.0,13.6
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1630341.75,1.65,0.0,0.0,,0.0,13.45
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1618220.25,1.63,0.0,0.0,,0.0,13.35
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1612159.5,1.62,0.0,0.0,,0.0,13.3
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1606098.75,1.61,0.0,0.0,,0.0,13.25
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1593977.25,1.61,0.0,0.0,,0.0,13.15
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1593977.25,1.59,0.0,0.0,,0.0,13.15
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1593977.25,1.59,0.0,0.0,,0.0,13.15
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1575795.0,1.59,0.0,0.0,,0.0,13.0
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1587916.5,1.58,0.0,0.0,,0.0,13.1
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1569734.25,1.59,0.0,0.0,,0.0,12.95
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1587916.5,1.57,0.0,0.0,,0.0,13.1
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1581855.75,1.59,0.0,0.0,,0.0,13.05
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1593977.25,1.58,0.0,0.0,,0.0,13.15
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1581855.75,1.59,0.0,0.0,,0.0,13.05
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1539430.5,1.58,0.0,0.0,,0.0,12.7
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1563673.5,1.54,0.0,0.0,,0.0,12.9
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1569734.25,1.56,0.0,0.0,,0.0,12.95
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1569734.25,1.57,0.0,0.0,,0.0,12.95
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1551552.0,1.57,0.0,0.0,,0.0,12.8
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1551552.0,1.55,0.0,0.0,,0.0,12.8
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1515187.5,1.55,0.0,0.0,,0.0,12.5
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1515187.5,1.52,0.0,0.0,,0.0,12.5
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1515187.5,1.52,0.0,0.0,,0.0,12.5
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1533369.75,1.52,0.0,0.0,,0.0,12.65
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1545491.25,1.53,0.0,0.0,,0.0,12.75
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1539430.5,1.55,0.0,0.0,,0.0,12.7
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1484883.75,1.54,0.0,0.0,,0.0,12.25
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1472762.25,1.48,0.0,0.0,,0.0,12.15
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.47,0.0,0.0,,0.0,12.2
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.48,0.0,0.0,,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.48,0.0,0.0,,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.48,0.0,0.0,,0.0,12.2
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.48,0.0,0.0,,0.0,12.2
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.48,0.0,0.0,,0.0,12.2
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1454580.0,1.48,0.0,0.0,,0.0,12.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1430337.0,1.45,0.0,0.0,,0.0,11.8
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1424276.25,1.43,0.0,0.0,,0.0,11.75
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1406094.0,1.42,0.0,0.0,,0.0,11.6
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1406094.0,1.41,0.0,0.0,,0.0,11.6
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1406094.0,1.41,0.0,0.0,,0.0,11.6
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1369729.5,1.41,0.0,0.0,,0.0,11.3
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1363668.75,1.37,0.0,0.0,,0.0,11.25
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1327304.25,1.36,0.0,0.0,,0.0,10.95
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1321243.5,1.33,0.0,0.0,,0.0,10.9
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1309122.0,1.32,0.0,0.0,,0.0,10.8
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1309122.0,1.31,0.0,0.0,,0.0,10.8
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1290939.75,1.31,0.0,0.0,,0.0,10.65
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1278818.25,1.29,0.0,0.0,,0.0,10.55
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1297000.5,1.28,0.0,0.0,,0.0,10.7
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1303061.25,1.3,0.0,0.0,,0.0,10.75
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1290939.75,1.3,0.0,0.0,,0.0,10.65
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1278818.25,1.29,0.0,0.0,,0.0,10.55
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1278818.25,1.28,0.0,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1278818.25,1.28,0.0,0.0,,0.0,10.55
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1254575.25,1.28,0.0,0.0,,0.0,10.35
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1278818.25,1.25,0.0,0.0,,0.0,10.55
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1309122.0,1.28,0.0,0.0,,0.0,10.8
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1339425.75,1.31,0.0,0.0,,0.0,11.05
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1351547.25,1.34,0.0,0.0,,0.0,11.15
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1400033.25,1.35,0.0,0.0,,0.0,11.55
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1412154.75,1.4,0.0,0.0,,0.0,11.65
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1424276.25,1.41,0.0,0.0,,0.0,11.75
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1424276.25,1.42,0.0,0.0,,0.0,11.75
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1436397.75,1.42,0.0,0.0,,0.0,11.85
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1430337.0,1.44,0.0,0.0,,0.0,11.8
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1442458.5,1.43,0.0,0.0,,0.0,11.9
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1436397.75,1.44,0.0,0.0,,0.0,11.85
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1436397.75,1.44,0.0,0.0,,0.0,11.85
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1430337.0,1.44,0.0,0.0,,0.0,11.8
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1418215.5,1.43,0.0,0.0,,0.0,11.7
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1418215.5,1.42,0.0,0.0,,0.0,11.7
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1418215.5,1.42,0.0,0.0,,0.0,11.7
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1406094.0,1.42,0.0,0.0,,0.0,11.6
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1333365.0,1.41,0.0,0.0,,0.0,11.0
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1345486.5,1.33,0.0,0.0,,0.0,11.1
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1357608.0,1.35,0.0,0.0,,0.0,11.2
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1393972.5,1.36,0.0,0.0,,0.0,11.5
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1418215.5,1.39,0.0,0.0,,0.0,11.7
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1436397.75,1.42,0.0,0.0,,0.0,11.85
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1466701.5,1.44,0.0,0.0,,0.0,12.1
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1460640.75,1.47,0.0,0.0,,0.0,12.05
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1497005.25,1.46,0.0,0.0,,0.0,12.35
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1509126.75,1.5,0.0,0.0,,0.0,12.45
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1478823.0,1.51,0.0,0.0,,0.0,12.2
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1400033.25,1.48,0.0,0.0,,0.0,11.55
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,121215.0,1412154.75,1.4,0.0,0.0,,0.0,11.65
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,120603.0,1411055.1,1.41,0.0,0.0,,0.0,11.7
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,120023.0,1350258.75,1.4,0.0,0.0,,0.0,11.25
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,120023.0,1392266.8,1.35,0.0,0.0,,0.0,11.6
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,120023.0,1398267.95,1.39,0.0,0.0,,0.0,11.65
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,120023.0,1368262.2,1.4,0.0,0.0,,0.0,11.4
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,119354.0,1336764.8,1.36,0.0,0.0,,0.0,11.2
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118740.0,1306140.0,1.33,0.0,0.0,,0.0,11.0
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1274648.4,1.3,0.0,0.0,,0.0,10.8
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1268747.25,1.27,0.0,0.0,,0.0,10.75
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1357264.5,1.27,0.0,0.0,,0.0,11.5
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1369066.8,1.36,0.0,0.0,,0.0,11.6
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1298253.0,1.37,0.0,0.0,,0.0,11.0
2024-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1292351.85,1.3,0.0,0.0,,0.0,10.95
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1292351.85,1.29,0.0,0.0,,0.0,10.95
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1339561.05,1.29,0.0,0.0,,0.0,11.35
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1292351.85,1.34,0.0,0.0,,0.0,10.95
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1292351.85,1.29,0.0,0.0,,0.0,10.95
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1298253.0,1.29,0.0,0.0,,0.0,11.0
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1321857.6,1.3,0.0,0.0,,0.0,11.2
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1339561.05,1.32,0.0,0.0,,0.0,11.35
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,118023.0,1339561.05,1.34,0.0,0.0,,0.0,11.35
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117943.0,1344550.2,1.34,0.0,0.0,,0.0,11.4
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117841.0,1331603.3,1.34,0.0,0.0,,0.0,11.3
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117841.0,1325711.25,1.33,0.0,0.0,,0.0,11.25
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117133.0,1323602.9,1.32,0.0,0.0,,0.0,11.3
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117133.0,1323602.9,1.32,0.0,0.0,,0.0,11.3
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117034.0,1304929.1,1.32,0.0,0.0,,0.0,11.15
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,117034.0,1287374.0,1.3,0.0,0.0,,0.0,11.0
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116993.0,1269374.05,1.29,0.0,0.0,,0.0,10.85
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116993.0,1275223.7,1.27,0.0,0.0,,0.0,10.9
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116993.0,1275223.7,1.28,0.0,0.0,,0.0,10.9
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,116993.0,1269374.05,1.28,0.0,0.0,,0.0,10.85
