,PAEEM FP Equity_DX_SI_QTY,PAEEM FP Equity_DX_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAEEM FP Equity_DX_SI_MV,PAEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAEEM FP Equity_DX_SUPPLY_SI_QTY,PAEEM FP Equity_DX_BROKER_SI_QTY,PAEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAEEM FP Equity_DX_BROKER_SI_MV_INC_x,PAEEM FP Equity_DX_BROKER_SI_QTY_ADD,PAEEM FP Equity_DX_SUPPLY_SI_MV_DEC,PAEEM FP Equity_DX_BROKER_SI_QTY_INC,PAEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,PAEEM FP Equity_DX_BROKER_SI_MV_INC_y,PAEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAEEM FP Equity_DX_BROKER_SI_MV_ADD,PAEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,PAEEM FP Equity_DX_BROKER_SI_QTY_DEC,PAEEM FP Equity_DX_SUPPLY_SI_MV,PAEEM FP Equity_DX_BROKER_SI_MV_DEC,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_UTILIZATION_QUANTITY,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAEEM FP Equity_DX_BROKER_SI_CON_RATIO,PAEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAEEM FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-03-01,1628.0,33554.71,0.03,0.01,0.03,33554.71,1628.0,1628.0,33554.71,,,,,,,,,,,,0.03,,100.0,96.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.9656
2023-03-02,2800.0,58016.0,0.04,0.02,0.06,29008.0,1400.0,1400.0,29008.0,,,,0.0,,228.0,,,,,228.0,0.03,0.0,100.0,83.04,0.0,0.0,0.0,100.0,,1.0,100.0,1.6607
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,1400.0,,,,,1400.0,0.0,0.03,0.0,0.0,1686.0,35210.42,0.04,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5976.83,0.01,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5921.92,0.01,0.0,,0.0,,0.0
2023-03-08,228.0,4718.46,0.0,0.0,0.01,4718.46,228.0,228.0,4718.46,,,228.0,,,,,,0.01,228.0,,0.0,,100.0,79.72,0.0,0.0,0.0,100.0,,1.0,100.0,0.7972
2023-03-09,228.0,4657.58,0.0,0.0,0.0,4657.58,228.0,228.0,4657.58,,,,,,,,,,,,0.0,,100.0,79.72,0.0,0.0,0.0,100.0,,1.0,100.0,0.7972
2023-03-10,128.0,2585.22,0.0,0.0,0.0,2585.22,128.0,128.0,2585.22,,,,0.0,,100.0,,,,,100.0,0.0,0.0,100.0,44.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.4476
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,128.0,,,,,128.0,0.0,0.0,0.0,0.0,286.0,5697.41,0.01,0.0,,0.0,,0.0
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5703.98,0.01,0.0,,0.0,,0.0
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5646.5,0.01,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5706.27,0.01,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5685.97,0.01,0.0,,0.0,,0.0
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,286.0,5659.37,0.01,0.0,,0.0,,0.0
2023-03-21,46.0,912.69,0.0,0.0,0.0,456.34,23.0,23.0,456.34,,,23.0,,,,,,0.0,23.0,,0.0,,100.0,7.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1489
2023-03-22,46.0,920.46,0.0,0.0,0.0,460.23,23.0,23.0,460.23,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-03-23,46.0,931.68,0.0,0.0,0.0,465.84,23.0,23.0,465.84,,,,,,,,,,,,0.0,,100.0,7.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1489
2023-03-24,46.0,930.21,0.0,0.0,0.0,465.11,23.0,23.0,465.11,,,,,,,,,,,,0.0,,100.0,7.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.1489
2023-03-27,72.0,1440.79,0.0,0.0,0.0,720.4,36.0,36.0,720.4,13.0,0.0,,,13.0,,0.0,13.0,,,,0.0,,100.0,11.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.2236
2023-03-28,72.0,1457.93,0.0,0.0,0.0,728.96,36.0,36.0,728.96,,,,,,,,,,,,0.0,,100.0,10.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.2118
2023-03-29,26.0,530.06,0.0,0.0,0.0,265.03,13.0,13.0,265.03,,,,0.0,,23.0,,,,,23.0,0.0,0.0,100.0,4.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.082
2023-03-30,26.0,531.36,0.0,0.0,0.0,265.68,13.0,13.0,265.68,,,,,,,,,,,,0.0,,100.0,4.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.082
2023-03-31,26.0,533.81,0.0,0.0,0.0,266.9,13.0,13.0,266.9,,,,,,,,,,,,0.0,,100.0,4.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.082
2023-04-03,26.0,531.67,0.0,0.0,0.0,265.84,13.0,13.0,265.84,,,,,,,,,,,,0.0,,100.0,4.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.082
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,13.0,,,,,13.0,0.0,0.0,0.0,0.0,317.0,6441.44,0.01,0.0,,0.0,100.0,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6155.09,0.01,0.0,,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6190.66,0.01,0.0,,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6190.66,0.01,0.0,,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6190.66,0.01,0.0,,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6254.19,0.01,0.0,,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6174.24,0.01,0.0,,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6197.95,0.01,0.0,,0.0,,0.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6189.14,0.01,0.0,,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6259.36,0.01,0.0,,0.0,,0.0
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6246.29,0.01,0.0,,0.0,,0.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6183.66,0.01,0.0,,0.0,,0.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6181.84,0.01,0.0,,0.0,,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6087.3,0.01,0.0,,0.0,,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6052.34,0.01,0.0,,0.0,,0.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5986.37,0.01,0.0,,0.0,,0.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,5998.53,0.01,0.0,,0.0,,0.0
2023-04-27,242.0,4809.75,0.02,0.0,0.0,4809.75,242.0,242.0,4809.75,,,242.0,,,,,,0.0,242.0,,0.0,,100.0,79.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.7961
2023-04-28,442.0,8854.59,0.03,0.0,0.01,8854.59,442.0,442.0,8854.59,,0.0,,,200.0,,0.0,,,200.0,,0.01,,100.0,87.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.877
2023-05-01,442.0,8854.59,0.03,0.0,0.01,8854.59,442.0,442.0,8854.59,,,,,,,,,,,,0.01,,100.0,87.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.877
2023-05-02,442.0,8760.88,0.03,0.0,0.01,8760.88,442.0,442.0,8760.88,,,,,,,,,,,,0.01,,100.0,87.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.877
2023-05-03,442.0,8704.75,0.03,0.0,0.01,8704.75,442.0,442.0,8704.75,,,,,,,,,,,,0.01,,100.0,87.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.877
2023-05-04,642.0,12793.13,0.04,0.0,0.01,8807.73,442.0,442.0,8807.73,,,,,,,,,,,,0.01,,100.0,87.7,0.0,0.0,0.0,100.0,,1.0,100.0,1.2738
2023-05-05,400.0,8040.0,0.03,0.0,0.01,4020.0,200.0,200.0,4020.0,,,,0.0,,242.0,,,,,242.0,0.0,0.0,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-08,400.0,8064.4,0.03,0.0,0.01,4032.2,200.0,200.0,4032.2,,,,,,,,,,,,0.0,,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-09,400.0,8048.0,0.03,0.0,0.01,4024.0,200.0,200.0,4024.0,,,,,,,,,,,,0.0,,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-10,400.0,8043.2,0.03,0.0,0.01,4021.6,200.0,200.0,4021.6,,,,,,,,,,,,0.0,,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-11,400.0,8016.4,0.03,0.0,0.01,4008.2,200.0,200.0,4008.2,,,,,,,,,,,,0.0,,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-12,400.0,7987.6,0.03,0.0,0.01,3993.8,200.0,200.0,3993.8,,,,,,,,,,,,0.0,,100.0,39.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.7937
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,200.0,,,,,200.0,0.0,0.0,0.0,0.0,404.0,8195.95,0.01,0.0,,0.0,,0.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8201.2,0.01,0.0,,0.0,,0.0
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8216.55,0.01,0.0,,0.0,,0.0
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8214.94,0.01,0.0,,0.0,,0.0
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8216.96,0.01,0.0,,0.0,,0.0
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8291.29,0.01,0.0,,0.0,,0.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8229.48,0.01,0.0,,0.0,,0.0
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8137.77,0.01,0.0,,0.0,,0.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8143.02,0.01,0.0,,0.0,,0.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,404.0,8282.0,0.01,0.0,,0.0,,0.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6199.17,0.01,0.0,,0.0,,0.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6161.78,0.01,0.0,,0.0,,0.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6099.76,0.01,0.0,,0.0,,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6167.25,0.01,0.0,,0.0,,0.0
2023-06-02,100.0,2081.7,0.01,0.0,0.0,2081.7,100.0,100.0,2081.7,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-06-05,100.0,2076.4,0.01,0.0,0.0,2076.4,100.0,100.0,2076.4,,,,,,,,,,,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-06-06,100.0,2090.5,0.01,0.0,0.0,2090.5,100.0,100.0,2090.5,,,,,,,,,,,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,304.0,6380.35,0.01,0.0,,0.0,,0.0
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6343.57,0.01,0.0,,0.0,,0.0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6398.29,0.01,0.0,,0.0,,0.0
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6415.62,0.01,0.0,,0.0,,0.0
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6462.74,0.01,0.0,,0.0,,0.0
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6465.47,0.01,0.0,,0.0,,0.0
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6439.33,0.01,0.0,,0.0,,0.0
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6473.98,0.01,0.0,,0.0,,0.0
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6422.91,0.01,0.0,,0.0,,0.0
2023-06-20,242.0,5041.1,0.02,0.0,0.01,5041.1,242.0,242.0,5041.1,,,242.0,,,,,,0.01,242.0,,0.01,,100.0,79.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.7961
2023-06-21,242.0,4994.88,0.02,0.0,0.01,4994.88,242.0,242.0,4994.88,,,,,,,,,,,,0.01,,100.0,79.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.7961
2023-06-22,142.0,2922.93,0.01,0.0,0.0,2922.93,142.0,142.0,2922.93,,,,0.0,,100.0,,,,,100.0,0.0,0.0,100.0,46.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.4671
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,142.0,,,,,142.0,0.0,0.0,0.0,0.0,304.0,6211.94,0.01,0.0,,0.0,,0.0
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6212.54,0.01,0.0,,0.0,,0.0
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6248.42,0.01,0.0,,0.0,,0.0
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6243.86,0.01,0.0,,0.0,,0.0
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6234.13,0.01,0.0,,0.0,,0.0
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6291.28,0.01,0.0,,0.0,,0.0
2023-07-03,500.0,10450.0,0.04,0.0,0.01,5225.0,250.0,250.0,5225.0,,,250.0,,,,,,0.01,250.0,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-04,500.0,10496.0,0.04,0.0,0.01,5248.0,250.0,250.0,5248.0,,,,,,,,,,,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-05,500.0,10385.0,0.04,0.0,0.01,5192.5,250.0,250.0,5192.5,,,,,,,,,,,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-06,500.0,10143.5,0.04,0.0,0.01,5071.75,250.0,250.0,5071.75,,,,,,,,,,,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-07,500.0,10272.0,0.04,0.0,0.01,5136.0,250.0,250.0,5136.0,,,,,,,,,,,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-10,500.0,10187.5,0.04,0.0,0.01,5093.75,250.0,250.0,5093.75,,,,,,,,,,,,0.01,,100.0,45.13,0.0,0.0,0.0,100.0,,1.0,100.0,0.9025
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,250.0,,,,,250.0,0.0,0.01,0.0,0.0,504.0,10338.05,0.01,0.0,,0.0,,0.0
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,504.0,10473.12,0.01,0.0,,0.0,,0.0
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,504.0,10500.84,0.01,0.0,,0.0,,0.0
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,504.0,10478.16,0.01,0.0,,0.0,,0.0
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6281.55,0.01,0.0,,0.0,,0.0
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6276.38,0.01,0.0,,0.0,,0.0
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6281.55,0.01,0.0,,0.0,,0.0
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6253.89,0.01,0.0,,0.0,,0.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6262.1,0.01,0.0,,0.0,,0.0
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6368.5,0.01,0.0,,0.0,,0.0
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6439.94,0.01,0.0,,0.0,,0.0
2023-07-26,188.0,3988.23,0.01,0.0,0.0,3988.23,188.0,188.0,3988.23,,,188.0,,,,,,0.0,188.0,,0.0,,100.0,61.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.6184
2023-07-27,188.0,4015.68,0.01,0.0,0.0,4015.68,188.0,188.0,4015.68,,,,,,,,,,,,0.0,,100.0,61.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.6184
2023-07-28,188.0,4061.55,0.01,0.0,0.0,4061.55,188.0,188.0,4061.55,,,,,,,,,,,,0.0,,100.0,61.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.6184
2023-07-31,188.0,4078.66,0.01,0.0,0.0,4078.66,188.0,188.0,4078.66,,,,,,,,,,,,0.0,,100.0,61.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.6184
2023-08-01,188.0,4046.14,0.01,0.0,0.0,4046.14,188.0,188.0,4046.14,,,,,,,,,,,,0.0,,100.0,61.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.6184
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,188.0,,,,,188.0,0.0,0.0,0.0,0.0,304.0,6414.4,0.01,0.0,,0.0,,0.0
2023-08-03,165.0,3491.73,0.01,0.0,0.0,3491.73,165.0,165.0,3491.73,,,165.0,,,,,,0.0,165.0,,0.0,,100.0,54.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.5428
2023-08-04,165.0,3475.73,0.01,0.0,0.0,3475.73,165.0,165.0,3475.73,,,,,,,,,,,,0.0,,100.0,54.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.5428
2023-08-07,165.0,3464.18,0.01,0.0,0.0,3464.18,165.0,165.0,3464.18,,,,,,,,,,,,0.0,,100.0,54.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.5428
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,165.0,,,,,165.0,0.0,0.0,0.0,0.0,304.0,6296.75,0.01,0.0,,0.0,,0.0
2023-08-09,173.0,3598.23,0.01,0.0,0.0,3598.23,173.0,173.0,3598.23,,,173.0,,,,,,0.0,173.0,,0.0,,100.0,56.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.5691
2023-08-10,173.0,3621.41,0.01,0.0,0.0,0.0,173.0,0.0,3621.41,,,,,,,,,,,173.0,0.0,0.0,100.0,56.91,0.0,0.0,0.0,100.0,,1.0,100.0,0.5691
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,173.0,,,,,,0.0,,0.0,0.0,304.0,6240.51,0.01,0.0,,0.0,,0.0
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6241.73,0.01,0.0,,0.0,,0.0
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6187.01,0.01,0.0,,0.0,,0.0
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6161.17,0.01,0.0,,0.0,,0.0
2023-08-17,100.0,2035.7,0.01,0.0,0.0,2035.7,100.0,100.0,2035.7,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-08-18,100.0,2012.2,0.01,0.0,0.0,2012.2,100.0,100.0,2012.2,,,,,,,,,,,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-08-21,100.0,2004.8,0.01,0.0,0.0,2004.8,100.0,100.0,2004.8,,,,,,,,,,,,0.0,,100.0,32.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.3289
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,304.0,6143.23,0.01,0.0,,0.0,,0.0
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6218.02,0.01,0.0,,0.0,,0.0
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6212.85,0.01,0.0,,0.0,,0.0
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,304.0,6220.14,0.01,0.0,,0.0,,0.0
2023-08-28,200.0,4147.2,0.01,0.0,0.0,2073.6,100.0,100.0,2073.6,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-08-29,200.0,4173.6,0.01,0.0,0.0,2086.8,100.0,100.0,2086.8,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
2023-08-30,200.0,4129.6,0.01,0.0,0.0,2064.8,100.0,100.0,2064.8,,,,,,,,,,,,0.0,,100.0,24.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.4951
