,GOAI FP Equity_DX_SI_QTY,GOAI FP Equity_DX_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GOAI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GOAI FP Equity_DX_SI_MV,GOAI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY,GOAI FP Equity_DX_BROKER_SI_QTY,GOAI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_x,GOAI FP Equity_DX_BROKER_SI_MV_INC_x,GOAI FP Equity_DX_SUPPLY_SI_MV_NEW,GOAI FP Equity_DX_BROKER_SI_QTY_ADD,GOAI FP Equity_DX_SUPPLY_SI_MV_DEC,GOAI FP Equity_DX_BROKER_SI_QTY_INC,GOAI FP Equity_DX_SUPPLY_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GOAI FP Equity_DX_BROKER_SI_MV_INC_y,GOAI FP Equity_DX_SUPPLY_SI_QTY_INC_y,GOAI FP Equity_DX_BROKER_SI_MV_ADD,GOAI FP Equity_DX_SUPPLY_SI_QTY_ADD,GOAI FP Equity_DX_BROKER_SI_QTY_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV,GOAI FP Equity_DX_BROKER_SI_MV_DEC,GOAI FP Equity_DX_SUPPLY_SI_MV_RMV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GOAI FP Equity_DX_UTILIZATION_QUANTITY,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GOAI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GOAI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GOAI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GOAI FP Equity_DX_ACTIVE_UTILIZATION_MV,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GOAI FP Equity_DX_BROKER_SI_CON_RATIO,GOAI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GOAI FP Equity_DX_DEMAND_SUPPLY_RATIO,GOAI FP Equity_PX_LAST
2024-06-21,129.0,12556.22,0.04,0.0,0.01,12556.22,129.0,129.0,12556.22,,,,,,0.0,,20.0,,,,,,20.0,0.01,0.0,,100.0,0.92,0.0,0.0,,0.0,100.0,22.48,0.6515,77.52,0.0092,97.335
2024-06-24,158.0,15355.55,0.05,0.0,0.02,12537.12,129.0,129.0,12537.12,,,,,,,,,,,,,,,0.01,,,100.0,0.92,0.0,0.0,,0.0,100.0,36.69,0.5354,63.31,0.0113,97.187
2024-06-25,129.0,12536.74,0.04,0.0,0.01,12536.74,129.0,129.0,12536.74,,,,,,,,,,,,,,,0.01,,,100.0,0.91,0.0,0.0,,0.0,100.0,22.48,0.6515,77.52,0.0091,97.184
2024-06-26,158.0,15411.48,0.05,0.0,0.02,12582.79,129.0,129.0,12582.79,,,,,,,,,,,,,,,0.01,,,100.0,0.91,0.0,0.0,,0.0,100.0,36.71,0.5353,63.29,0.0112,97.541
2024-06-27,100.0,9816.5,0.04,0.0,0.01,9816.5,100.0,100.0,9816.5,,,,,,0.0,,29.0,,,,,,29.0,0.01,0.0,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,98.165
2024-06-28,100.0,9913.6,0.04,0.0,0.01,9913.6,100.0,100.0,9913.6,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,99.136
2024-07-01,100.0,9849.8,0.04,0.0,0.01,9849.8,100.0,100.0,9849.8,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,98.498
2024-07-02,100.0,9861.6,0.04,0.0,0.01,9861.6,100.0,100.0,9861.6,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,98.616
2024-07-03,100.0,9906.5,0.04,0.0,0.01,9906.5,100.0,100.0,9906.5,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,99.065
2024-07-04,100.0,9890.8,0.04,0.0,0.01,9890.8,100.0,100.0,9890.8,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,98.908
2024-07-05,100.0,9959.2,0.04,0.0,0.01,9959.2,100.0,100.0,9959.2,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,99.592
2024-07-08,690.0,68836.47,0.3,0.01,0.07,9976.3,690.0,100.0,68836.47,,,,,,,,,,,,,590.0,,0.07,,,100.0,4.75,0.0,0.0,,0.0,100.0,14.49,0.7522,85.51,0.0475,99.763
2024-07-09,13790.0,1374008.02,5.86,0.14,1.38,717393.6,6690.0,7200.0,666578.22,,6000.0,,,7100.0,,,,,,6000.0,0.71,,,0.67,,,100.0,32.57,0.0,0.0,,0.0,100.0,4.27,0.9045,95.01,0.6714,99.638
2024-07-10,100.0,9947.8,0.04,0.0,0.01,9947.8,100.0,100.0,9947.8,,,,,,0.65,,6590.0,,,,,,7100.0,0.01,0.71,,100.0,0.69,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0069,99.478
2024-07-11,100.0,9935.5,0.04,0.0,0.01,9935.5,100.0,100.0,9935.5,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,99.355
2024-07-12,100.0,10008.0,0.04,0.0,0.01,10008.0,100.0,100.0,10008.0,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,100.08
2024-07-15,100.0,10027.2,0.04,0.0,0.01,10027.2,100.0,100.0,10027.2,,,,,,,,,,,,,,,0.01,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007,100.272
2024-07-16,100.0,10015.0,0.05,0.0,0.01,10015.0,100.0,100.0,10015.0,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,100.15
2024-07-17,100.0,9838.9,0.05,0.0,0.01,9838.9,100.0,100.0,9838.9,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,98.389
2024-07-18,100.0,9685.2,0.05,0.0,0.01,9685.2,100.0,100.0,9685.2,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,96.852
2024-07-19,166.0,15946.29,0.07,0.0,0.02,9606.2,166.0,100.0,15946.29,,,,,,,,,,,,,66.0,,0.02,,,100.0,1.18,0.0,0.0,,0.0,100.0,39.76,0.521,60.24,0.0118,96.062
2024-07-22,166.0,16025.47,0.07,0.0,0.02,9653.9,166.0,100.0,16025.47,,,,,,,,,,,,,,,0.02,,,100.0,1.15,0.0,0.0,,0.0,100.0,39.76,0.521,60.24,0.0115,96.539
2024-07-23,166.0,16245.76,0.07,0.0,0.02,9786.6,166.0,100.0,16245.76,,,,,,,,,,,,,,,0.02,,,100.0,1.17,0.0,0.0,,0.0,100.0,39.76,0.521,60.24,0.0117,97.866
2024-07-24,166.0,15863.79,0.07,0.0,0.02,9556.5,166.0,100.0,15863.79,,,,,,,,,,,,,,,0.02,,,100.0,1.16,0.0,0.0,,0.0,100.0,39.76,0.521,60.24,0.0116,95.565
2024-07-25,100.0,9399.1,0.04,0.0,0.01,9399.1,100.0,100.0,9399.1,,,,,,0.01,,66.0,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.991
2024-07-26,100.0,9386.8,0.04,0.0,0.01,9386.8,100.0,100.0,9386.8,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.868
2024-07-29,100.0,9422.1,0.04,0.0,0.01,9422.1,100.0,100.0,9422.1,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,94.221
2024-07-30,100.0,9383.7,0.05,0.0,0.01,9383.7,100.0,100.0,9383.7,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.837
2024-07-31,100.0,9564.4,0.04,0.0,0.01,9564.4,100.0,100.0,9564.4,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,95.644
2024-08-01,100.0,9400.0,0.04,0.0,0.01,9400.0,100.0,100.0,9400.0,,,,,,,,,,,,,,,0.01,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007,94.0
2024-08-02,100.0,8833.6,0.04,0.0,0.01,8833.6,100.0,100.0,8833.6,,,,,,,,,,,,,,,0.01,,,100.0,0.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.007,88.336
2024-08-05,5500.0,475986.5,1.94,0.06,0.49,242320.4,2800.0,2800.0,242320.4,,,,,2700.0,,,,,,,0.24,2700.0,,0.25,,,100.0,16.86,0.0,0.0,,0.0,100.0,1.82,0.9643,98.18,0.3311,86.543
2024-08-06,100.0,8718.1,0.03,0.0,0.01,8718.1,100.0,100.0,8718.1,,,,,,0.24,,2700.0,,,,,,2700.0,0.01,0.24,,100.0,0.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0068,87.181
2024-08-07,100.0,8900.7,0.03,0.0,0.01,8900.7,100.0,100.0,8900.7,,,,,,,,,,,,,,,0.01,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,89.007
2024-08-08,100.0,8904.3,0.03,0.0,0.01,8904.3,100.0,100.0,8904.3,,,,,,,,,,,,,,,0.01,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,89.043
2024-08-09,200.0,17842.8,0.06,0.0,0.02,8921.4,200.0,100.0,17842.8,,,,,,,,,,,,,100.0,,0.02,,,100.0,1.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0143,89.214
2024-08-12,100.0,8962.7,0.03,0.0,0.01,8962.7,100.0,100.0,8962.7,,,,,,0.01,,100.0,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,89.627
2024-08-13,100.0,9097.4,0.03,0.0,0.01,9097.4,100.0,100.0,9097.4,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,90.974
2024-08-14,100.0,9114.9,0.03,0.0,0.01,9114.9,100.0,100.0,9114.9,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,91.149
2024-08-15,100.0,9314.4,0.03,0.0,0.01,9314.4,100.0,100.0,9314.4,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.144
2024-08-16,100.0,9323.6,0.03,0.0,0.01,9323.6,100.0,100.0,9323.6,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.236
2024-08-19,100.0,9355.5,0.03,0.0,0.01,9355.5,100.0,100.0,9355.5,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.555
2024-08-20,100.0,9411.4,0.03,0.0,0.01,9411.4,100.0,100.0,9411.4,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,94.114
2024-08-21,100.0,9406.6,0.03,0.0,0.01,9406.6,100.0,100.0,9406.6,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,94.066
2024-08-22,140.0,13206.9,0.04,0.0,0.01,9433.5,140.0,100.0,13206.9,,,,,,,,,,,,,40.0,,0.01,,,100.0,1.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.01,94.335
2024-08-23,100.0,9401.6,0.03,0.0,0.01,9401.6,100.0,100.0,9401.6,,,,,,0.0,,40.0,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,94.016
2024-08-26,100.0,9392.1,0.03,0.0,0.01,9392.1,100.0,100.0,9392.1,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.921
2024-08-27,100.0,9394.0,0.03,0.0,0.01,9394.0,100.0,100.0,9394.0,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.94
2024-08-28,100.0,9329.9,0.03,0.0,0.01,9329.9,100.0,100.0,9329.9,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.299
2024-08-29,100.0,9519.1,0.03,0.0,0.01,9519.1,100.0,100.0,9519.1,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,95.191
2024-08-30,100.0,9473.4,0.03,0.0,0.01,9473.4,100.0,100.0,9473.4,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,94.734
2024-09-02,100.0,9537.6,0.03,0.0,0.01,9537.6,100.0,100.0,9537.6,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,95.376
2024-09-03,100.0,9366.2,0.03,0.0,0.01,9366.2,100.0,100.0,9366.2,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,93.662
2024-09-04,100.0,9168.3,0.03,0.0,0.01,9168.3,100.0,100.0,9168.3,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,91.683
2024-09-05,100.0,9066.7,0.03,0.0,0.01,9066.7,100.0,100.0,9066.7,,,,,,,,,,,,,,,0.01,,,100.0,0.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0071,90.667
2024-09-06,100.0,8928.5,0.03,0.0,0.01,8928.5,100.0,100.0,8928.5,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,89.285
2024-09-09,100.0,9027.6,0.03,0.0,0.01,9027.6,100.0,100.0,9027.6,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,90.276
2024-09-10,100.0,9100.9,0.03,0.0,0.01,9100.9,100.0,100.0,9100.9,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,91.009
2024-09-11,100.0,9068.3,0.03,0.0,0.01,9068.3,100.0,100.0,9068.3,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,90.683
2024-09-12,100.0,9281.9,0.03,0.0,0.01,9281.9,100.0,100.0,9281.9,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,92.819
2024-09-13,100.0,9350.3,0.04,0.0,0.01,9350.3,100.0,100.0,9350.3,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,93.503
2024-09-16,100.0,9336.0,0.04,0.0,0.01,9336.0,100.0,100.0,9336.0,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,93.36
2024-09-17,100.0,9392.5,0.05,0.0,0.01,9392.5,100.0,100.0,9392.5,,,,,,,,,,,,,,,0.01,,,100.0,0.73,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0073,93.925
2024-09-18,100.0,9278.4,0.04,0.0,0.01,9278.4,100.0,100.0,9278.4,,,,,,,,,,,,,,,0.01,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,92.784
2024-09-19,3176.0,301497.68,1.39,0.04,0.29,301497.68,3176.0,3176.0,301497.68,,,,,3076.0,,,,,,,0.29,3076.0,,0.29,,,100.0,23.76,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2376,94.93
2024-09-20,3176.0,299433.28,1.37,0.04,0.3,299433.28,3176.0,3176.0,299433.28,,,,,,,,,,,,,,,0.3,,,100.0,23.76,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2376,94.28
2024-09-23,3176.0,301897.86,1.34,0.04,0.3,301897.86,3176.0,3176.0,301897.86,,,,,,,,,,,,,,,0.3,,,100.0,23.41,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2341,95.056
2024-09-24,3176.0,301427.81,1.34,0.04,0.3,301427.81,3176.0,3176.0,301427.81,,,,,,,,,,,,,,,0.3,,,100.0,23.94,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2394,94.908
2024-09-25,3176.0,302310.74,1.36,0.04,0.3,302310.74,3176.0,3176.0,302310.74,,,,,,,,,,,,,,,0.3,,,100.0,23.94,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2394,95.186
2024-09-26,3176.0,303060.27,1.45,0.04,0.3,303060.27,3176.0,3176.0,303060.27,,,,,,,,,,,,,,,0.3,,,100.0,23.94,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2394,95.422
2024-09-27,3176.0,304969.05,1.38,0.04,0.3,304969.05,3176.0,3176.0,304969.05,,,,,,,,,,,,,,,0.3,,,100.0,23.94,0.0,0.0,,0.0,100.0,3.15,0.939,96.85,0.2394,96.023
2024-09-30,1800.0,172506.6,0.84,0.02,0.17,172506.6,1800.0,1800.0,172506.6,,,,,,0.13,,1376.0,,,,,,1376.0,0.17,0.13,,100.0,13.57,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1357,95.837
2024-10-01,1800.0,171572.4,0.86,0.02,0.17,171572.4,1800.0,1800.0,171572.4,,,,,,,,,,,,,,,0.17,,,100.0,13.57,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1357,95.318
2024-10-02,1800.0,172920.6,0.86,0.02,0.17,172920.6,1800.0,1800.0,172920.6,,,,,,,,,,,,,,,0.17,,,100.0,13.57,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1357,96.067
2024-10-03,1800.0,172744.2,0.86,0.02,0.17,172744.2,1800.0,1800.0,172744.2,,,,,,,,,,,,,,,0.17,,,100.0,13.36,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1336,95.969
2024-10-04,1800.0,173862.0,0.86,0.02,0.17,173862.0,1800.0,1800.0,173862.0,,,,,,,,,,,,,,,0.17,,,100.0,13.36,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1336,96.59
2024-10-07,1800.0,174571.2,0.74,0.02,0.17,174571.2,1800.0,1800.0,174571.2,,,,,,,,,,,,,,,0.17,,,100.0,13.45,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1345,96.984
2024-10-08,1800.0,174987.0,0.73,0.02,0.18,174987.0,1800.0,1800.0,174987.0,,,,,,,,,,,,,,,0.18,,,100.0,13.55,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1355,97.215
2024-10-09,1800.0,176931.0,0.71,0.02,0.18,176931.0,1800.0,1800.0,176931.0,,,,,,,,,,,,,,,0.18,,,100.0,13.65,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1365,98.295
2024-10-10,1800.0,178054.2,0.66,0.02,0.18,178054.2,1800.0,1800.0,178054.2,,,,,,,,,,,,,,,0.18,,,100.0,13.64,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1364,98.919
2024-10-11,1800.0,179096.4,0.67,0.02,0.18,179096.4,1800.0,1800.0,179096.4,,,,,,,,,,,,,,,0.18,,,100.0,13.64,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1364,99.498
2024-10-14,1800.0,180039.6,0.7,0.02,0.18,180039.6,1800.0,1800.0,180039.6,,,,,,,,,,,,,,,0.18,,,100.0,13.54,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1354,100.022
2024-10-15,1800.0,178767.0,0.68,0.02,0.18,178767.0,1800.0,1800.0,178767.0,,,,,,,,,,,,,,,0.18,,,100.0,13.64,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1364,99.315
2024-10-16,1800.0,178468.2,0.68,0.02,0.18,178468.2,1800.0,1800.0,178468.2,,,,,,,,,,,,,,,0.18,,,100.0,13.54,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1354,99.149
2024-10-17,1800.0,180012.6,0.87,0.02,0.18,180012.6,1800.0,1800.0,180012.6,,,,,,,,,,,,,,,0.18,,,100.0,13.54,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1354,100.007
2024-10-18,1800.0,180109.8,0.86,0.02,0.18,180109.8,1800.0,1800.0,180109.8,,,,,,,,,,,,,,,0.18,,,100.0,15.5,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.155,100.061
2024-10-21,1800.0,180081.0,0.86,0.02,0.18,180081.0,1800.0,1800.0,180081.0,,,,,,,,,,,,,,,0.18,,,100.0,15.64,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1564,100.045
2024-10-22,1800.0,179809.2,0.81,0.02,0.18,179809.2,1800.0,1800.0,179809.2,,,,,,,,,,,,,,,0.18,,,100.0,15.5,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.155,99.894
2024-10-23,1800.0,178587.0,0.81,0.02,0.18,178587.0,1800.0,1800.0,178587.0,,,,,,,,,,,,,,,0.18,,,100.0,15.24,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1524,99.215
2024-10-24,1800.0,178201.8,0.8,0.02,0.18,178201.8,1800.0,1800.0,178201.8,,,,,,,,,,,,,,,0.18,,,100.0,15.63,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1563,99.001
2024-10-25,1800.0,179416.8,0.8,0.02,0.18,179416.8,1800.0,1800.0,179416.8,,,,,,,,,,,,,,,0.18,,,100.0,15.63,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1563,99.676
2024-10-28,1800.0,178918.2,0.78,0.02,0.18,178918.2,1800.0,1800.0,178918.2,,,,,,,,,,,,,,,0.18,,,100.0,15.63,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1563,99.399
2024-10-29,1800.0,180464.4,0.43,0.02,0.18,180464.4,1800.0,1800.0,180464.4,,,,,,,,,,,,,,,0.18,,,100.0,15.63,0.0,0.0,,0.0,100.0,5.54,0.8953,94.46,0.1563,100.258
2024-10-30,1800.0,179704.8,0.45,0.02,0.18,179704.8,1800.0,1800.0,179704.8,,,,,,,,,,,,,,,0.18,,,100.0,15.63,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1563,99.836
2024-10-31,1800.0,175773.6,0.44,0.02,0.18,175773.6,1800.0,1800.0,175773.6,,,,,,,,,,,,,,,0.18,,,100.0,15.81,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1581,97.652
2024-11-01,1800.0,177298.2,0.45,0.02,0.18,177298.2,1800.0,1800.0,177298.2,,,,,,,,,,,,,,,0.18,,,100.0,15.81,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1581,98.499
2024-11-04,1800.0,176596.2,0.46,0.02,0.18,176596.2,1800.0,1800.0,176596.2,,,,,,,,,,,,,,,0.18,,,100.0,15.81,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1581,98.109
2024-11-05,1800.0,177685.2,0.45,0.02,0.18,177685.2,1800.0,1800.0,177685.2,,,,,,,,,,,,,,,0.18,,,100.0,15.81,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1581,98.714
2024-11-06,1800.0,185758.2,0.45,0.02,0.18,185758.2,1800.0,1800.0,185758.2,,,,,,,,,,,,,,,0.18,,,100.0,15.81,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1581,103.199
2024-11-07,1800.0,187270.2,0.44,0.02,0.19,187270.2,1800.0,1800.0,187270.2,,,,,,,,,,,,,,,0.19,,,100.0,15.8,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.158,104.039
2024-11-08,1800.0,188703.0,0.45,0.02,0.19,188703.0,1800.0,1800.0,188703.0,,,,,,,,,,,,,,,0.19,,,100.0,15.8,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.158,104.835
2024-11-11,1800.0,190749.6,0.44,0.02,0.19,190749.6,1800.0,1800.0,190749.6,,,,,,,,,,,,,,,0.19,,,100.0,15.8,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.158,105.972
2024-11-12,1800.0,191541.6,0.44,0.02,0.19,191541.6,1800.0,1800.0,191541.6,,,,,,,,,,,,,,,0.19,,,100.0,15.76,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1576,106.412
2024-11-13,1800.0,193613.4,0.44,0.02,0.19,193613.4,1800.0,1800.0,193613.4,,,,,,,,,,,,,,,0.19,,,100.0,15.8,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.158,107.563
2024-11-14,1800.0,192114.0,0.43,0.02,0.19,192114.0,1800.0,1800.0,192114.0,,,,,,,,,,,,,,,0.19,,,100.0,15.66,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1566,106.73
2024-11-15,1800.0,188053.2,0.43,0.02,0.19,188053.2,1800.0,1800.0,188053.2,,,,,,,,,,,,,,,0.19,,,100.0,15.66,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1566,104.474
2024-11-18,1890.0,197926.47,0.48,0.02,0.2,188501.4,1890.0,1800.0,197926.47,,,,,,,,,,,,,90.0,,0.2,,,100.0,16.44,0.0,0.0,,0.0,100.0,5.29,0.8998,94.71,0.1644,104.723
2024-11-19,1890.0,197493.66,0.47,0.02,0.2,188089.2,1890.0,1800.0,197493.66,,,,,,,,,,,,,,,0.2,,,100.0,16.44,0.0,0.0,,0.0,100.0,5.29,0.8998,94.71,0.1644,104.494
2024-11-20,1800.0,188449.2,0.44,0.02,0.19,188449.2,1800.0,1800.0,188449.2,,,,,,0.01,,90.0,,,,,,,0.19,,,100.0,15.65,0.0,0.0,,0.0,100.0,5.56,0.8951,94.44,0.1565,104.694
2024-11-21,1800.0,192553.2,0.45,0.02,0.19,10697.4,1800.0,100.0,192553.2,,,,,,,,,,,,,,1700.0,0.19,0.18,,100.0,15.12,0.0,0.0,,0.0,100.0,5.54,0.8953,94.46,0.1512,106.974
2024-11-22,1800.0,194268.6,0.44,0.02,0.19,10792.7,1800.0,100.0,194268.6,,,,,,,,,,,,,,,0.19,,,100.0,15.0,0.0,0.0,,0.0,100.0,5.66,0.8933,94.34,0.15,107.927
2024-11-25,1800.0,194923.8,0.44,0.02,0.19,10829.1,1800.0,100.0,194923.8,,,,,,,,,,,,,,,0.19,,,100.0,15.65,0.0,0.0,,0.0,100.0,5.72,0.8921,94.28,0.1565,108.291
2024-11-26,6200.0,672464.4,1.48,0.07,0.6,75923.4,5600.0,700.0,607387.2,,,,,600.0,,,,,,,0.0,3800.0,,0.6,,,100.0,36.6,0.0,0.0,,0.0,100.0,29.59,0.5586,68.61,0.4052,108.462
