,ARTO FP Equity_DX_SI_QTY,ARTO FP Equity_DX_SHORT_INTEREST_VALUE,ARTO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ARTO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ARTO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ARTO FP Equity_DX_SI_MV,ARTO FP Equity_DX_DSS,ARTO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ARTO FP Equity_DX_SUPPLY_SI_QTY,ARTO FP Equity_DX_BROKER_SI_QTY,ARTO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ARTO FP Equity_DX_BROKER_SI_QTY_ADD,ARTO FP Equity_DX_BROKER_SI_MV_ADD,ARTO FP Equity_DX_BROKER_SI_QTY_DEC,ARTO FP Equity_DX_SUPPLY_SI_MV,ARTO FP Equity_DX_BROKER_SI_MV_DEC,ARTO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ARTO FP Equity_DX_UTILIZATION_QUANTITY,ARTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ARTO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ARTO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ARTO FP Equity_DX_ACTIVE_UTILIZATION_MV,ARTO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ARTO FP Equity_DX_BROKER_SI_CON_RATIO,ARTO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ARTO FP Equity_DX_DEMAND_SUPPLY_RATIO,ARTO FP Equity_PX_LAST
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.0
2012-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.01
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.05
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.0
2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2349.99
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,2349.98
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.99
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.98
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.0
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.09
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.0
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2177.0
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.0
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.0
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.06
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.06
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.5
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.0
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.01
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2290.21
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.0
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2265.0
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2370.0
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2370.0
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.99
2012-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.02
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2275.01
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.0
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.0
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.0
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2302.0
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.0
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.0
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.0
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.99
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.99
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.99
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.99
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.99
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.5
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2797.0
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,2794.99
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2641.0
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.01
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2652.01
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,2760.01
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2820.0
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2012-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2012-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,2916.0
2012-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3010.0
2012-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0
2012-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2012-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0
2012-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.0
2012-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.01
2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.01
2012-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.01
2012-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3465.0
2012-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3150.0
2012-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3459.8
2012-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3460.0
2012-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3400.0
2012-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3177.0
2012-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3398.0
2012-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.99
2012-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3397.99
2012-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,3364.05
2012-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.02
2012-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3120.01
2012-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.02
2012-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.02
2012-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.01
2012-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3130.0
2012-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0
2012-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.01
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3120.01
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3120.0
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,3120.0
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,2835.0
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.05
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.01
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.02
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.02
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.02
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.02
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.03
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3189.0
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.05
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.05
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,3285.01
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,3286.01
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3285.01
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.51
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3215.0
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.0
2013-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.0
2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.0
2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.0
2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,3501.0
2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,3699.99
2013-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3867.97
2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3868.96
2013-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0
2013-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3549.99
2013-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3451.15
2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3480.01
2013-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3542.0
2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3494.0
2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.02
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3605.0
2013-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3565.0
2013-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3462.1
2013-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.0
2013-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,3521.01
2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3523.21
2013-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.99
2013-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3719.0
2013-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3760.0
2013-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,3798.0
2013-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,3699.0
2013-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3694.0
2013-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3695.0
2013-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,3701.0
2013-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,3696.0
2013-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3696.0
2013-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,3696.0
2013-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,3711.0
2013-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,3740.0
2013-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,3870.0
2013-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.0
2013-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3882.0
2013-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,3881.99
2013-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0
2013-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,3602.0
2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.01
2013-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,3599.0
2013-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,3694.0
2013-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,3747.0
2013-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0
2013-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.0
2013-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,3996.98
2013-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,3830.0
2013-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,3938.0
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,3938.0
2013-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.0
2013-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0
2013-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.01
2013-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4049.99
2013-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0
2013-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.0
2013-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.99
2013-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.01
2013-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0
2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4299.0
2013-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4110.0
2013-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,4505.01
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4503.0
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.0
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.0
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.0
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,4503.0
2013-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.0
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.01
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.0
2013-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.0
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.0
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.0
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.0
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,4739.99
2013-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4985.0
2013-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4985.0
2013-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,4493.1
2013-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4493.1
2013-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4480.0
2013-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.01
2013-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.01
2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.01
2013-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.0
2013-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,4489.99
2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.2
2013-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.2
2013-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.0
2013-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0
2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4419.99
2013-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4417.0
2013-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4413.99
2013-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4412.0
2013-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,4420.03
2013-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,4496.0
2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,4402.0
2013-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,4435.0
2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0
2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0
2013-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4550.0
2013-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.0
2014-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.0
2014-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.0
2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4701.0
2014-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,4832.99
2014-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4830.0
2014-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.01
2014-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,4900.01
2014-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4895.0
2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,4899.99
2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,4851.0
2014-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,4851.0
2014-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.99
2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.0
2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4685.0
2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,4670.0
2014-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.98
2014-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.0
2014-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.0
2014-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5750.01
2014-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,5450.0
2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,5455.0
2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,5450.0
2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0
2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5549.0
2014-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,5577.0
2014-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,5567.99
2014-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,5567.0
2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,5554.0
2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,5553.99
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0
2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,5301.0
2014-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5325.01
2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5480.0
2014-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0
2014-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0
2014-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,5680.0
2014-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5750.0
2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0
2014-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.99
2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.99
2014-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,6495.0
2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.01
2014-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.0
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.0
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,6050.0
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,6050.0
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,6050.0
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,6096.0
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.02
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5931.13
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,6150.0
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,6280.0
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.0
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.0
2014-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.0
2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0
2014-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.01
2014-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.13
2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.0
2014-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.0
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.0
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,6057.0
2014-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5950.0
2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,5921.01
2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,5960.01
2014-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.01
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.0
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.0
2014-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.0
2014-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.0
2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.0
2014-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.12
2014-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,5845.0
2014-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.0
2014-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,6049.0
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.0
2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.0
2014-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.01
2014-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.01
2014-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,5845.0
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5800.01
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,5750.0
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,5700.0
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,5819.99
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5510.0
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.0
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.0
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.0
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5001.0
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,4890.0
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4411.02
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4439.01
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,4439.01
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.0
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4890.0
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,4889.99
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.0
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.0
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.01
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,4520.0
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.01
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.02
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,4685.01
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4684.99
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.79
2015-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,4679.8
2015-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,4678.98
2015-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,4674.98
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,4674.5
2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,4674.49
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.0
2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,4630.0
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,4601.0
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,4685.0
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,4889.0
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,4990.0
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5447.0
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.99
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,5447.0
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.0
