,ALNSE FP Equity_DX_SI_QTY,ALNSE FP Equity_DX_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSE FP Equity_DX_SI_MV,ALNSE FP Equity_DX_DSS,ALNSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSE FP Equity_DX_SUPPLY_SI_QTY,ALNSE FP Equity_DX_BROKER_SI_QTY,ALNSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_x,ALNSE FP Equity_DX_BROKER_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_NEW,ALNSE FP Equity_DX_SUPPLY_SI_MV_DEC,ALNSE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNSE FP Equity_DX_BROKER_SI_MV_NEW_y,ALNSE FP Equity_DX_BROKER_SI_MV_ADD,ALNSE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNSE FP Equity_DX_BROKER_SI_QTY_DEC,ALNSE FP Equity_DX_SUPPLY_SI_MV,ALNSE FP Equity_DX_BROKER_SI_MV_DEC,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_UTILIZATION_QUANTITY,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNSE FP Equity_DX_BROKER_SI_CON_RATIO,ALNSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNSE FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSE FP Equity_PX_LAST
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2418.2,0.0,0.0,,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2182.8,0.0,0.0,,0.0,,0.0,20.4
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2182.8,0.0,0.0,,0.0,,0.0,20.4
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2225.6,0.0,0.0,,0.0,,0.0,20.8
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2225.6,0.0,0.0,,0.0,,0.0,20.8
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2140.0,0.0,0.0,,0.0,,0.0,20.0
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2182.8,0.0,0.0,,0.0,,0.0,20.4
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2118.6,0.0,0.0,,0.0,,0.0,19.8
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2118.6,0.0,0.0,,0.0,,0.0,19.8
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2129.3,0.0,0.0,,0.0,,0.0,19.9
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2129.3,0.0,0.0,,0.0,,0.0,19.9
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2107.9,0.0,0.0,,0.0,,0.0,19.7
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2118.6,0.0,0.0,,0.0,,0.0,19.8
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2075.8,0.0,0.0,,0.0,,0.0,19.4
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2140.0,0.0,0.0,,0.0,,0.0,20.0
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2247.0,0.0,0.0,,0.0,,0.0,21.0
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2161.4,0.0,0.0,,0.0,,0.0,20.2
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2107.9,0.0,0.0,,0.0,,0.0,19.7
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2107.9,0.0,0.0,,0.0,,0.0,19.7
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2107.9,0.0,0.0,,0.0,,0.0,19.7
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2033.0,0.0,0.0,,0.0,,0.0,19.0
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2065.1,0.0,0.0,,0.0,,0.0,19.3
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2065.1,0.0,0.0,,0.0,,0.0,19.3
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2086.5,0.0,0.0,,0.0,,0.0,19.5
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2247.0,0.0,0.0,,0.0,,0.0,21.0
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2225.6,0.0,0.0,,0.0,,0.0,20.8
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2180.66,0.0,0.0,,0.0,,0.0,20.6
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2204.2,0.0,0.0,,0.0,,0.0,20.6
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2182.8,0.0,0.0,,0.0,,0.0,20.4
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2140.0,0.0,0.0,,0.0,,0.0,20.0
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2054.4,0.0,0.0,,0.0,,0.0,19.2
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2043.7,0.0,0.0,,0.0,,0.0,19.1
2023-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2097.2,0.0,0.0,,0.0,,0.0,19.6
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2140.0,0.0,0.0,,0.0,,0.0,20.0
2023-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2118.6,0.0,0.0,,0.0,,0.0,19.8
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2140.0,0.0,0.0,,0.0,,0.0,20.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2225.6,0.0,0.0,,0.0,,0.0,20.8
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2332.6,0.0,0.0,,0.0,,0.0,21.8
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2311.2,0.0,0.0,,0.0,,0.0,21.6
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2354.0,0.0,0.0,,0.0,,0.0,22.0
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2396.8,0.0,0.0,,0.0,,0.0,22.4
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2268.4,0.0,0.0,,0.0,,0.0,21.2
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2289.8,0.0,0.0,,0.0,,0.0,21.4
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2354.0,0.0,0.0,,0.0,,0.0,22.0
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2354.0,0.0,0.0,,0.0,,0.0,22.0
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2375.4,0.0,0.0,,0.0,,0.0,22.2
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2354.0,0.0,0.0,,0.0,,0.0,22.0
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2375.4,0.0,0.0,,0.0,,0.0,22.2
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2354.0,0.0,0.0,,0.0,,0.0,22.0
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2332.6,0.0,0.0,,0.0,,0.0,21.8
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2375.4,0.0,0.0,,0.0,,0.0,22.2
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2418.2,0.0,0.0,,0.0,,0.0,22.6
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2439.6,0.0,0.0,,0.0,,0.0,22.8
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2439.6,0.0,0.0,,0.0,,0.0,22.8
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2503.8,0.0,0.0,,0.0,,0.0,23.4
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2696.4,0.0,0.0,,0.0,,0.0,25.2
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2696.4,0.0,0.0,,0.0,,0.0,25.2
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2675.0,0.0,0.0,,0.0,,0.0,25.0
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2632.2,0.0,0.0,,0.0,,0.0,24.6
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2632.2,0.0,0.0,,0.0,,0.0,24.6
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2568.0,0.0,0.0,,0.0,,0.0,24.0
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2568.0,0.0,0.0,,0.0,,0.0,24.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2568.0,0.0,0.0,,0.0,,0.0,24.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2525.2,0.0,0.0,,0.0,,0.0,23.6
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2525.2,0.0,0.0,,0.0,,0.0,23.6
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2503.8,0.0,0.0,,0.0,,0.0,23.4
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2482.4,0.0,0.0,,0.0,,0.0,23.2
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2461.0,0.0,0.0,,0.0,,0.0,23.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2525.2,0.0,0.0,,0.0,,0.0,23.6
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2525.2,0.0,0.0,,0.0,,0.0,23.6
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2568.0,0.0,0.0,,0.0,,0.0,24.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2525.2,0.0,0.0,,0.0,,0.0,23.6
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2568.0,0.0,0.0,,0.0,,0.0,24.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,107.0,2546.6,0.0,0.0,,0.0,,0.0,23.8
