,GDS FP Equity_DX_SI_QTY,GDS FP Equity_DX_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GDS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GDS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GDS FP Equity_DX_SI_MV,GDS FP Equity_DX_DSS,GDS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY,GDS FP Equity_DX_BROKER_SI_QTY,GDS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GDS FP Equity_DX_BROKER_SI_MV_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_x,GDS FP Equity_DX_BROKER_SI_MV_INC_x,GDS FP Equity_DX_SUPPLY_SI_MV_NEW,GDS FP Equity_DX_BROKER_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_NEW,GDS FP Equity_DX_SUPPLY_SI_MV_DEC,GDS FP Equity_DX_BROKER_SI_QTY_INC,GDS FP Equity_DX_SUPPLY_SI_QTY_DEC,GDS FP Equity_DX_BROKER_SI_MV_NEW_y,GDS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GDS FP Equity_DX_BROKER_SI_MV_INC_y,GDS FP Equity_DX_SUPPLY_SI_QTY_INC_y,GDS FP Equity_DX_BROKER_SI_MV_ADD,GDS FP Equity_DX_SUPPLY_SI_QTY_ADD,GDS FP Equity_DX_BROKER_SI_QTY_DEC,GDS FP Equity_DX_SUPPLY_SI_MV,GDS FP Equity_DX_BROKER_SI_MV_DEC,GDS FP Equity_DX_SUPPLY_SI_MV_RMV,GDS FP Equity_DX_BROKER_SI_MV_RMV,GDS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GDS FP Equity_DX_UTILIZATION_QUANTITY,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GDS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GDS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GDS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GDS FP Equity_DX_ACTIVE_UTILIZATION_MV,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GDS FP Equity_DX_BROKER_SI_CON_RATIO,GDS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GDS FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-04-10,1000.0,17200.0,0.0,0.45,0.0,0.02,0.0,17200.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-13,1000.0,17200.0,0.0,0.45,0.0,0.02,0.0,17200.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-14,1000.0,17700.0,0.0,0.45,0.0,0.02,0.0,17700.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-15,1000.0,17600.0,0.0,0.46,0.0,0.02,0.0,17600.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-16,1000.0,18000.0,0.0,0.53,0.0,0.02,0.0,18000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-17,1000.0,18750.0,0.0,0.54,0.0,0.02,0.0,18750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-20,1000.0,18050.0,0.0,0.53,0.0,0.02,0.0,18050.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-21,1000.0,18000.0,0.0,0.53,0.0,0.02,0.0,18000.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-22,1000.0,18100.0,0.0,0.59,0.0,0.02,0.0,18100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-23,1000.0,18400.0,0.0,0.65,0.0,0.02,0.0,18400.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-24,1000.0,18050.0,0.0,0.66,0.0,0.02,0.0,18050.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-27,1000.0,17900.0,0.0,0.67,0.0,0.02,0.0,17900.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-28,1000.0,18100.0,0.0,0.66,0.0,0.02,0.0,18100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-29,1000.0,18350.0,0.0,0.68,0.0,0.02,0.0,18350.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-04-30,1000.0,17950.0,0.0,0.75,0.0,0.02,0.0,17950.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-05-01,1000.0,17950.0,0.0,0.75,0.0,0.02,0.0,17950.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1176
2020-05-04,1000.0,17750.0,0.0,0.75,0.0,0.02,0.0,17750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1031
2020-05-05,19000.0,334400.0,0.04,13.78,0.02,0.34,0.0,176000.0,9000.0,10000.0,158400.0,,,,,,9000.0,,,,,,,,,0.16,9000.0,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.08,0.8188,89.92,1.9588
2020-05-06,19000.0,334400.0,0.04,13.51,0.02,0.33,0.0,176000.0,9000.0,10000.0,158400.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.0,0.82,90.0,1.9588
2020-05-07,19000.0,334400.0,0.04,14.46,0.02,0.33,0.0,176000.0,9000.0,10000.0,158400.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.0,0.82,90.0,1.9588
2020-05-08,19000.0,334400.0,0.04,14.3,0.02,0.33,0.0,176000.0,9000.0,10000.0,158400.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.0,0.82,90.0,1.9588
2020-05-11,19000.0,325850.0,0.04,16.35,0.02,0.33,0.0,171500.0,9000.0,10000.0,154350.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.24,0.8162,89.76,1.9588
2020-05-12,19000.0,335350.0,0.04,19.09,0.02,0.33,0.0,176500.0,9000.0,10000.0,158850.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.74,0.8241,90.26,1.9588
2020-05-13,19000.0,334400.0,0.04,19.2,0.02,0.33,0.0,176000.0,9000.0,10000.0,158400.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.03,0.8196,89.97,1.9588
2020-05-14,19000.0,333450.0,0.04,23.99,0.02,0.33,0.0,175500.0,9000.0,10000.0,157950.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.03,0.8196,89.97,1.9588
2020-05-15,19000.0,336300.0,0.04,23.06,0.02,0.34,0.0,177000.0,9000.0,10000.0,159300.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.92,0.8212,90.08,1.9588
2020-05-18,19000.0,335350.0,0.04,23.41,0.02,0.34,0.0,176500.0,9000.0,10000.0,158850.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.03,0.8196,89.97,1.9588
2020-05-19,19000.0,329650.0,0.04,22.44,0.02,0.33,0.0,173500.0,9000.0,10000.0,156150.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.16,0.8175,89.84,1.9588
2020-05-20,19000.0,316350.0,0.04,22.09,0.02,0.32,0.0,166500.0,9000.0,10000.0,149850.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.38,0.814,89.62,1.9588
2020-05-21,19000.0,323950.0,0.04,21.09,0.02,0.32,0.0,170500.0,9000.0,10000.0,153450.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.79,0.8234,90.21,1.9588
2020-05-22,19000.0,323950.0,0.04,21.14,0.02,0.32,0.0,170500.0,9000.0,10000.0,153450.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.0,0.82,90.0,1.9588
2020-05-25,19000.0,322050.0,0.04,20.64,0.02,0.32,0.0,169500.0,9000.0,10000.0,152550.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.05,0.8192,89.95,1.9588
2020-05-26,19000.0,327750.0,0.04,18.15,0.02,0.32,0.0,172500.0,9000.0,10000.0,155250.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.84,0.8225,90.16,1.9588
2020-05-27,19000.0,331550.0,0.04,17.8,0.02,0.33,0.0,174500.0,9000.0,10000.0,157050.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.9,0.8217,90.1,1.9588
2020-05-28,19000.0,330600.0,0.04,17.13,0.02,0.33,0.0,174000.0,9000.0,10000.0,156600.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.03,0.8196,89.97,1.9588
2020-05-29,19000.0,320150.0,0.04,17.13,0.02,0.32,0.0,168500.0,9000.0,10000.0,151650.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.29,0.8153,89.71,1.9588
2020-06-01,19000.0,323000.0,0.04,17.34,0.02,0.32,0.0,170000.0,9000.0,10000.0,153000.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.92,0.8213,90.08,1.9588
2020-06-02,19000.0,320150.0,0.04,17.99,0.02,0.32,0.0,168500.0,9000.0,10000.0,151650.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.08,0.8187,89.92,1.9588
2020-06-03,19000.0,325850.0,0.04,16.25,0.02,0.32,0.0,171500.0,9000.0,10000.0,154350.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.84,0.8225,90.16,1.9588
2020-06-04,19000.0,326800.0,0.04,15.94,0.02,0.33,0.0,172000.0,9000.0,10000.0,154800.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.97,0.8204,90.03,1.9588
2020-06-05,19000.0,329650.0,0.04,15.72,0.02,0.33,0.0,173500.0,9000.0,10000.0,156150.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.92,0.8212,90.08,1.9588
2020-06-08,19000.0,338200.0,0.04,15.52,0.02,0.33,0.0,178000.0,9000.0,10000.0,160200.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.77,0.8237,90.23,1.9588
2020-06-09,19000.0,336300.0,0.04,14.71,0.02,0.34,0.0,177000.0,9000.0,10000.0,159300.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.05,0.8192,89.95,1.9588
2020-06-10,19000.0,337250.0,0.04,14.92,0.02,0.34,0.0,177500.0,9000.0,10000.0,159750.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.97,0.8204,90.03,1.9588
2020-06-11,19000.0,331550.0,0.04,15.33,0.02,0.33,0.0,174500.0,9000.0,10000.0,157050.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.15,0.8175,89.85,1.9588
2020-06-12,19000.0,331550.0,0.04,16.13,0.02,0.33,0.0,174500.0,9000.0,10000.0,157050.0,,,,,,,,,,,,,,,,,,0.15,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.0,0.82,90.0,1.9588
2020-06-15,19000.0,332500.0,0.04,16.37,0.02,0.33,0.0,175000.0,9000.0,10000.0,157500.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.97,0.8204,90.03,1.9588
2020-06-16,19000.0,340100.0,0.04,16.67,0.02,0.34,0.0,179000.0,9000.0,10000.0,161100.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,9.8,0.8232,90.2,1.9588
2020-06-17,19000.0,337250.0,0.04,16.82,0.02,0.34,0.0,177500.0,9000.0,10000.0,159750.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,92.78,0.0,0.0,,0.0,100.0,10.08,0.8188,89.92,1.9588
2020-06-18,10239.0,177646.65,0.02,9.03,0.01,0.18,0.0,173500.0,239.0,10000.0,4146.65,,,,,,,,0.16,,8761.0,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,10.21,0.8167,89.79,1.0556
2020-06-19,10239.0,176622.75,0.02,9.32,0.01,0.18,0.0,172500.0,239.0,10000.0,4122.75,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,10.05,0.8192,89.95,1.0556
2020-06-22,1478.0,25421.6,0.0,1.39,0.0,0.03,0.0,21310.8,239.0,1239.0,4110.8,,,,,,,,,,,,,,,,,8761.0,0.0,0.15,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.24,0.6892,80.76,0.1524
2020-06-23,1478.0,25643.3,0.0,1.38,0.0,0.03,0.0,21496.65,239.0,1239.0,4146.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.43,0.687,80.57,0.1524
2020-06-24,1478.0,25643.3,0.0,1.34,0.0,0.03,0.0,21496.65,239.0,1239.0,4146.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.29,0.6886,80.71,0.1524
2020-06-25,1478.0,25643.3,0.0,1.35,0.0,0.03,0.0,21496.65,239.0,1239.0,4146.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.29,0.6886,80.71,0.1524
2020-06-26,1478.0,25421.6,0.0,1.46,0.0,0.03,0.0,21310.8,239.0,1239.0,4110.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.15,0.6903,80.85,0.1524
2020-06-29,1478.0,25421.6,0.0,1.48,0.0,0.03,0.0,21310.8,239.0,1239.0,4110.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.29,0.6886,80.71,0.1524
2020-06-30,1478.0,25643.3,0.0,1.57,0.0,0.03,0.0,21496.65,239.0,1239.0,4146.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.43,0.687,80.57,0.1524
2020-07-01,1478.0,25643.3,0.0,1.59,0.0,0.03,0.0,21496.65,239.0,1239.0,4146.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.46,0.0,0.0,,0.0,100.0,19.29,0.6886,80.71,0.1524
2020-07-02,1478.0,25865.0,0.0,1.69,0.0,0.03,0.0,21682.5,239.0,1239.0,4182.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.37,0.0,0.0,,0.0,100.0,19.42,0.687,80.58,0.1463
2020-07-03,1478.0,25865.0,0.0,1.69,0.0,0.03,0.0,21682.5,239.0,1239.0,4182.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.37,0.0,0.0,,0.0,100.0,19.29,0.6886,80.71,0.1463
2020-07-06,1678.0,29365.0,0.0,2.05,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-07-07,1678.0,29365.0,0.0,2.43,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-07-08,1678.0,29868.4,0.0,2.51,0.0,0.03,0.0,23834.2,339.0,1339.0,6034.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.64,0.6187,74.36,0.1661
2020-07-09,1678.0,29868.4,0.0,2.82,0.0,0.03,0.0,23834.2,339.0,1339.0,6034.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-07-10,1678.0,29700.6,0.0,2.85,0.0,0.03,0.0,23700.3,339.0,1339.0,6000.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.21,0.6229,74.79,0.1661
2020-07-13,1678.0,30120.1,0.0,2.85,0.0,0.03,0.0,24035.05,339.0,1339.0,6085.05,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.58,0.6192,74.42,0.1661
2020-07-14,1678.0,29952.3,0.0,2.93,0.0,0.03,0.0,23901.15,339.0,1339.0,6051.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.21,0.6229,74.79,0.1661
2020-07-15,1678.0,30204.0,0.0,3.87,0.0,0.03,0.0,24102.0,339.0,1339.0,6102.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.48,0.6203,74.52,0.1661
2020-07-16,1678.0,29365.0,0.0,4.2,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.79,0.6271,75.21,0.1661
2020-07-17,1678.0,29532.8,0.0,4.21,0.0,0.03,0.0,23566.4,339.0,1339.0,5966.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.43,0.6208,74.57,0.1661
2020-07-20,1678.0,29197.2,0.0,4.65,0.0,0.03,0.0,23298.6,339.0,1339.0,5898.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.1,0.624,74.9,0.1661
2020-07-21,1678.0,30287.9,0.0,5.92,0.0,0.03,0.0,24168.95,339.0,1339.0,6118.95,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.29,0.6221,74.71,0.1661
2020-07-22,1678.0,30204.0,0.0,6.26,0.0,0.03,0.0,24102.0,339.0,1339.0,6102.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.26,0.6224,74.74,0.1661
2020-07-23,1678.0,29365.0,0.0,6.53,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.79,0.6271,75.21,0.1661
2020-07-24,1678.0,29281.1,0.0,6.95,0.0,0.03,0.0,23365.55,339.0,1339.0,5915.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.26,0.6224,74.74,0.1661
2020-07-27,1678.0,29113.3,0.0,6.74,0.0,0.03,0.0,23231.65,339.0,1339.0,5881.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.21,0.6229,74.79,0.1661
2020-07-28,1678.0,29365.0,0.0,7.12,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.48,0.6202,74.52,0.1661
2020-07-29,1678.0,29113.3,0.0,7.92,0.0,0.03,0.0,23231.65,339.0,1339.0,5881.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.15,0.6235,74.85,0.1661
2020-07-30,1678.0,29113.3,0.0,8.15,0.0,0.03,0.0,23231.65,339.0,1339.0,5881.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-07-31,1678.0,29113.3,0.0,8.1,0.0,0.03,0.0,23231.65,339.0,1339.0,5881.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-08-03,1678.0,29281.1,0.0,8.69,0.0,0.03,0.0,23365.55,339.0,1339.0,5915.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.43,0.6208,74.57,0.1661
2020-08-04,1678.0,29281.1,0.0,8.26,0.0,0.03,0.0,23365.55,339.0,1339.0,5915.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-08-05,1678.0,29365.0,0.0,10.39,0.0,0.03,0.0,23432.5,339.0,1339.0,5932.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.37,0.6213,74.63,0.1661
2020-08-06,1678.0,28693.8,0.0,10.06,0.0,0.03,0.0,22896.9,339.0,1339.0,5796.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.88,0.6262,75.12,0.1661
2020-08-07,1678.0,28693.8,0.0,9.83,0.0,0.03,0.0,22896.9,339.0,1339.0,5796.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-08-10,1678.0,28777.7,0.0,9.87,0.0,0.03,0.0,22963.85,339.0,1339.0,5813.85,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.37,0.6213,74.63,0.1661
2020-08-11,1678.0,28526.0,0.0,9.9,0.0,0.03,0.0,22763.0,339.0,1339.0,5763.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.25,0.6225,74.75,0.1661
2020-08-12,1678.0,28693.8,0.0,8.96,0.0,0.03,0.0,22896.9,339.0,1339.0,5796.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.43,0.6208,74.57,0.1661
2020-08-13,1678.0,28693.8,0.0,7.03,0.0,0.03,0.0,22896.9,339.0,1339.0,5796.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-08-14,1678.0,29029.4,0.0,7.08,0.0,0.03,0.0,23164.7,339.0,1339.0,5864.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.54,0.6197,74.46,0.1661
2020-08-17,1678.0,28358.2,0.0,6.95,0.0,0.03,0.0,22629.1,339.0,1339.0,5729.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.88,0.6262,75.12,0.1661
2020-08-18,1678.0,29197.2,0.0,6.29,0.0,0.03,0.0,23298.6,339.0,1339.0,5898.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.87,0.6164,74.13,0.1661
2020-08-19,1678.0,29532.8,0.0,6.27,0.0,0.03,0.0,23566.4,339.0,1339.0,5966.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.53,0.6197,74.47,0.1661
2020-08-20,1678.0,29532.8,0.0,6.59,0.0,0.03,0.0,23566.4,339.0,1339.0,5966.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.32,0.6218,74.68,0.1661
2020-08-21,1678.0,28274.3,0.0,6.59,0.0,0.03,0.0,22562.15,339.0,1339.0,5712.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.5,0.63,75.5,0.1661
2020-08-24,1678.0,28861.6,0.0,5.26,0.0,0.03,0.0,23030.8,339.0,1339.0,5830.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.71,0.618,74.29,0.1661
2020-08-25,1678.0,28945.5,0.0,4.32,0.0,0.03,0.0,23097.75,339.0,1339.0,5847.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,25.37,0.6213,74.63,0.1661
2020-08-26,1678.0,28190.4,0.0,4.33,0.0,0.03,0.0,22495.2,339.0,1339.0,5695.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.82,0.6268,75.18,0.1661
2020-08-27,1678.0,26848.0,0.0,4.37,0.0,0.03,0.0,21424.0,339.0,1339.0,5424.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,24.41,0.631,75.59,0.1661
2020-08-28,1678.0,28106.5,0.0,1.2,0.0,0.03,0.0,22428.25,339.0,1339.0,5678.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,26.19,0.6134,73.81,0.1661
2020-08-31,1578.0,26510.4,0.0,1.12,0.0,0.03,0.0,20815.2,339.0,1239.0,5695.2,,,,,,,,,,,,,,,,,100.0,0.01,0.0,,,100.0,3.36,0.0,0.0,,0.0,100.0,27.42,0.602,72.58,0.1562
2020-09-01,1578.0,26510.4,0.0,1.11,0.0,0.03,0.0,20815.2,339.0,1239.0,5695.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.36,0.0,0.0,,0.0,100.0,27.36,0.6025,72.64,0.1562
