,MTC FP Equity_DX_SI_QTY,MTC FP Equity_DX_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTC FP Equity_DX_SI_MV,MTC FP Equity_DX_DSS,MTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY,MTC FP Equity_DX_BROKER_SI_QTY,MTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTC FP Equity_DX_BROKER_SI_MV_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTC FP Equity_DX_BROKER_SI_MV_INC_x,MTC FP Equity_DX_SUPPLY_SI_MV_NEW,MTC FP Equity_DX_BROKER_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_NEW,MTC FP Equity_DX_SUPPLY_SI_MV_DEC,MTC FP Equity_DX_BROKER_SI_QTY_INC,MTC FP Equity_DX_SUPPLY_SI_QTY_DEC,MTC FP Equity_DX_BROKER_SI_MV_NEW_y,MTC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTC FP Equity_DX_BROKER_SI_MV_INC_y,MTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTC FP Equity_DX_BROKER_SI_MV_ADD,MTC FP Equity_DX_SUPPLY_SI_QTY_ADD,MTC FP Equity_DX_BROKER_SI_QTY_DEC,MTC FP Equity_DX_SUPPLY_SI_MV,MTC FP Equity_DX_BROKER_SI_MV_DEC,MTC FP Equity_DX_SUPPLY_SI_MV_RMV,MTC FP Equity_DX_BROKER_SI_MV_RMV,MTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTC FP Equity_DX_UTILIZATION_QUANTITY,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTC FP Equity_DX_ACTIVE_UTILIZATION_MV,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTC FP Equity_DX_BROKER_SI_CON_RATIO,MTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTC FP Equity_DX_DEMAND_SUPPLY_RATIO,MTC FP Equity_PX_LAST
2022-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12728.0,1909072.72,,1.43,0.0,,0.0,,0.0,149.99
2022-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12728.0,1913654.8,,1.43,0.0,,0.0,,0.0,150.35
2022-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12528.0,1877947.2,,1.4,0.0,,0.0,,0.0,149.9
2022-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12528.0,1866672.0,,1.4,0.0,,0.0,,0.0,149.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12528.0,1864792.8,,1.4,0.0,,0.0,,0.0,148.85
2022-12-13,2400.0,358584.0,1.82,0.12,0.36,,179292.0,1200.0,1200.0,179292.0,,,,,,1200.0,,,,,,,,,0.18,1200.0,,0.18,,,,12.75,9.58,8215.0,1227403.15,,1.23,12.63,,1.0,100.0,0.1916,149.41
2022-12-14,2400.0,357360.0,1.82,0.12,0.36,,178680.0,1200.0,1200.0,178680.0,,,,,,,,,,,,,,,,,,0.18,,,,12.75,9.58,8215.0,1223213.5,,1.23,12.68,,1.0,100.0,0.1916,148.9
2022-12-15,7500.0,1105500.0,5.48,0.37,1.12,,928620.0,1200.0,6300.0,176880.0,,,,0.76,,,,,5100.0,,,,0.76,,,,,0.18,,,,12.75,9.58,8215.0,1210891.0,,1.23,12.81,,1.0,100.0,0.5987,147.4
2022-12-16,7500.0,1096725.0,5.69,0.37,1.1,,921249.0,1200.0,6300.0,175476.0,,,,,,,,,,,,,,,,,,0.18,,,,12.75,9.58,8215.0,1201279.45,,1.21,12.8,,1.0,100.0,0.5987,146.23
2022-12-19,7500.0,1096575.0,5.65,0.38,1.09,,921123.0,1200.0,6300.0,175452.0,,,,,,,,,,,,,,,,,,0.17,,,,12.75,9.58,8215.0,1201115.15,,1.2,12.72,,1.0,100.0,0.5987,146.21
2022-12-20,7500.0,1089075.0,5.67,0.38,1.1,,914823.0,1200.0,6300.0,174252.0,,,,,,,,,,,,,,,,,,0.18,,,,13.23,9.85,7870.0,1142802.7,,1.15,13.21,,1.0,100.0,0.6156,145.21
2022-12-21,5100.0,741285.0,3.69,0.26,0.74,,741285.0,0.0,5100.0,0.0,,,,,,,,0.18,,1200.0,,,,,,,1200.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4186,145.35
2022-12-22,5100.0,740367.0,3.6,0.26,0.74,,740367.0,0.0,5100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4186,145.17
2022-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5100.0,0.0,0.74,,,0.0,0.0,12183.0,1762880.1,,1.32,0.0,,0.0,,0.0,144.7
2022-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12063.0,1745516.1,,1.31,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12063.0,1735986.33,,1.31,0.0,,0.0,,0.0,143.91
2022-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12063.0,1736589.48,,1.3,0.0,,0.0,,0.0,143.96
2022-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12063.0,1739122.71,,1.3,0.0,,0.0,,0.0,144.17
2022-12-30,2000.0,288440.0,1.43,0.1,0.29,,288440.0,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.29,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1658,144.22
2023-01-02,4000.0,578520.0,2.98,0.2,0.58,,289260.0,2000.0,2000.0,289260.0,,,,,,,,,,,,,,,,2000.0,,0.29,,,,22.69,16.77,6815.0,985653.45,,0.98,22.77,,1.0,100.0,0.3353,144.63
2023-01-03,4000.0,580400.0,3.24,0.2,0.58,,290200.0,2000.0,2000.0,290200.0,,,,,,,,,,,,,,,,,,0.29,,,,22.69,16.77,6815.0,988856.5,,0.98,22.94,,1.0,100.0,0.3353,145.1
2023-01-04,7800.0,1136694.0,6.23,0.39,1.13,,845234.0,2000.0,5800.0,291460.0,,,,0.55,,,,,3800.0,,,,0.55,,,,,0.29,,,,22.69,16.77,6815.0,993149.95,,0.99,22.56,,1.0,100.0,0.6539,145.73
2023-01-05,7800.0,1138254.0,6.25,0.39,1.14,,846394.0,2000.0,5800.0,291860.0,,,,,,,,,,,,,,,,,,0.29,,,,22.69,16.77,6815.0,994512.95,,0.99,22.87,,1.0,100.0,0.6539,145.93
2023-01-06,3800.0,554876.0,3.0,0.19,0.55,,554876.0,0.0,3800.0,0.0,,,,,,,,0.29,,2000.0,,,,,,,2000.0,0.0,0.28,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3186,146.02
2023-01-09,7800.0,1140438.0,5.7,0.39,1.14,,848018.0,2000.0,5800.0,292420.0,,,,0.3,,,,,2000.0,,,,0.3,,,2000.0,,0.29,,,,22.69,16.77,6815.0,996421.15,,1.0,22.51,,1.0,100.0,0.6539,146.21
2023-01-10,7800.0,1138878.0,6.26,0.39,1.14,,846858.0,2000.0,5800.0,292020.0,,,,,,,,,,,,,,,,,,0.29,,,,22.69,16.77,6815.0,995058.15,,1.0,22.68,,1.0,100.0,0.6539,146.01
2023-01-11,4000.0,587560.0,3.08,0.2,0.58,,293780.0,2000.0,2000.0,293780.0,,,,,,,,,,,,,,,,,3800.0,0.29,0.56,,,22.69,16.77,6815.0,1001055.35,,1.0,22.64,,1.0,100.0,0.3353,146.89
2023-01-12,4000.0,590200.0,2.96,0.2,0.58,,295100.0,2000.0,2000.0,295100.0,,,,,,,,,,,,,,,,,,0.29,,,,22.69,16.77,6815.0,1005553.25,,1.0,22.5,,1.0,100.0,0.3353,147.55
2023-01-13,4000.0,589480.0,2.95,0.2,0.59,,294740.0,2000.0,2000.0,294740.0,,,,,,,,,,,,,,,,,,0.3,,,,22.69,16.77,6815.0,1004326.55,,1.01,22.73,,1.0,100.0,0.3353,147.37
2023-01-16,4000.0,589240.0,3.08,0.2,0.59,,294620.0,2000.0,2000.0,294620.0,,,,,,,,,,,,,,,,,,0.3,,,,22.69,16.77,6815.0,1003917.65,,1.0,22.7,,1.0,100.0,0.3353,147.31
2023-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.3,,2000.0,,,,,,,2000.0,0.0,0.3,,,0.0,0.0,11928.0,1767848.88,,1.3,0.0,,0.0,,0.0,148.21
2023-01-18,1500.0,223485.0,1.24,0.08,0.22,,223485.0,0.0,1500.0,0.0,,,,,,1500.0,,,,,,,,,0.22,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1258,148.99
2023-01-19,3900.0,579657.0,3.08,0.2,0.58,,579657.0,0.0,3900.0,0.0,,,,0.36,,,,,2400.0,,,,0.36,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.327,148.63
2023-01-20,5600.0,826728.0,4.61,0.28,0.83,,826728.0,0.0,5600.0,0.0,,,,0.25,,,,,1700.0,,,,0.25,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4695,147.63
2023-01-23,5600.0,825720.0,4.63,0.28,0.83,,825720.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4695,147.45
2023-01-24,5600.0,827288.0,5.09,0.28,0.82,,827288.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4695,147.73
2023-01-25,4100.0,605324.0,3.55,0.21,0.61,,605324.0,0.0,4100.0,0.0,,,,,,,,,,,,,,,,,1500.0,0.0,0.22,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3437,147.64
2023-01-26,1700.0,250682.0,1.54,0.09,0.25,,250682.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,2400.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1425,147.46
2023-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1700.0,0.0,0.25,,,0.0,0.0,11928.0,1752461.76,,1.31,0.0,,0.0,,0.0,146.92
2023-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1743754.32,,1.31,0.0,,0.0,,0.0,146.19
2023-01-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1746617.04,,1.31,0.0,,0.0,,0.0,146.43
2023-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1746974.88,,1.32,0.0,,0.0,,0.0,146.46
2023-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1773335.76,,1.31,0.0,,0.0,,0.0,148.67
2023-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1763793.36,,1.32,0.0,,0.0,,0.0,147.87
2023-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11928.0,1752581.04,,1.31,0.0,,0.0,,0.0,146.93
2023-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13128.0,1927321.68,,1.48,0.0,,0.0,,0.0,146.81
2023-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13128.0,1921414.08,,1.49,0.0,,0.0,,0.0,146.36
2023-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,14828.0,2178678.04,,1.74,0.0,,0.0,,0.0,146.93
2023-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,14888.0,2179156.56,,1.75,0.0,,0.0,,0.0,146.37
2023-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,14888.0,2175285.68,,1.75,0.0,,0.0,,0.0,146.11
2023-02-14,2976.0,435150.72,3.98,0.15,0.44,,429594.36,38.0,2938.0,5556.36,,,,,,2938.0,,,,,,,,,0.43,38.0,,0.01,,,,0.32,0.26,11737.0,1716184.14,,1.72,0.32,1.29,0.9745,98.71,0.1999,146.22
2023-02-15,2976.0,432085.44,4.07,0.15,0.43,,426568.22,38.0,2938.0,5517.22,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.26,11737.0,1704095.03,,1.72,0.32,1.29,0.9745,98.71,0.1999,145.19
2023-02-16,2976.0,432502.08,3.79,0.15,0.43,,426979.54,38.0,2938.0,5522.54,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.26,11737.0,1705738.21,,1.7,0.32,1.29,0.9744,98.71,0.1999,145.33
2023-02-17,2976.0,429972.48,4.19,0.15,0.43,,424482.24,38.0,2938.0,5490.24,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.26,11737.0,1695761.76,,1.71,0.32,1.29,0.9744,98.71,0.1999,144.48
2023-02-20,2976.0,432621.12,4.94,0.15,0.43,,427097.06,38.0,2938.0,5524.06,,,,,,,,,,,,,,,,,,0.01,,,,0.32,0.26,11737.0,1706207.69,,1.7,0.32,1.29,0.9746,98.71,0.1999,145.37
2023-02-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,38.0,,,,,,,2938.0,0.0,0.43,,,0.0,0.0,15238.0,2202043.38,,1.72,0.0,,0.0,,0.0,144.51
2023-02-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15238.0,2204176.7,,1.71,0.0,,0.0,,0.0,144.65
2023-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15238.0,2204024.32,,1.71,0.0,,0.0,,0.0,144.64
2023-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15238.0,2212100.46,,1.71,0.0,,0.0,,0.0,145.17
2023-02-27,2200.0,317086.0,3.7,0.11,0.32,,158543.0,1100.0,1100.0,158543.0,,,,,,1100.0,,,,,,,,,0.16,1100.0,,0.16,,,,7.22,7.22,14138.0,2037709.94,,1.56,9.26,,1.0,100.0,0.1444,144.13
2023-02-28,2200.0,316162.0,3.7,0.11,0.32,,158081.0,1100.0,1100.0,158081.0,,,,,,,,,,,,,,,,,,0.16,,,,9.34,7.22,10675.0,1534104.25,,1.53,9.37,,1.0,100.0,0.1444,143.71
2023-03-01,2200.0,314644.0,2.63,0.11,0.31,,157322.0,1100.0,1100.0,157322.0,,,,,,,,,,,,,,,,,,0.16,,,,9.34,7.22,10675.0,1526738.5,,1.54,9.26,,1.0,100.0,0.1444,143.02
2023-03-02,6300.0,899640.0,8.07,0.31,0.9,,742560.0,1100.0,5200.0,157080.0,,,,0.58,,,,,4100.0,,,,0.58,,,,,0.16,,,,9.34,7.22,10675.0,1524390.0,,1.53,9.4,,1.0,100.0,0.4134,142.8
2023-03-03,6300.0,901152.0,6.57,0.3,0.9,,743808.0,1100.0,5200.0,157344.0,,,,,,,,,,,,,,,,,,0.16,,,,9.34,7.22,10675.0,1526952.0,,1.53,9.31,,1.0,100.0,0.4134,143.04
2023-03-06,6300.0,899388.0,6.3,0.3,0.9,,742352.0,1100.0,5200.0,157036.0,,,,,,,,,,,,,,,,,,0.16,,,,9.5,7.31,10475.0,1495411.0,,1.5,9.46,,1.0,100.0,0.4189,142.76
2023-03-07,6492.0,928161.24,5.79,0.31,0.93,,743444.0,1292.0,5200.0,184717.24,,,192.0,,,,,,,,,,,192.0,,,,0.19,,,,11.16,8.59,10283.0,1470160.51,,1.46,11.3,,1.0,100.0,0.4317,142.97
2023-03-08,6684.0,957750.36,5.71,0.32,0.96,,772619.68,1292.0,5392.0,185130.68,,,,,,192.0,,,,,,,,,0.03,,,0.18,,,,11.16,8.59,10283.0,1473451.07,,1.47,11.17,3.56,0.9313,96.44,0.4445,143.29
2023-03-09,384.0,55146.24,0.3,0.02,0.05,,27573.12,192.0,192.0,27573.12,,,,,,,,0.16,,1100.0,,,,,,,5200.0,0.03,0.74,,,1.66,1.28,11383.0,1634712.63,,1.63,1.65,,1.0,100.0,0.0255,143.61
2023-03-10,384.0,55522.56,0.28,0.02,0.05,,27761.28,192.0,192.0,27761.28,,,,,,,,,,,,,,,,,,0.03,,,,1.66,1.28,11383.0,1645867.97,,1.63,1.65,,1.0,100.0,0.0255,144.59
2023-03-13,492.0,72097.68,0.35,0.02,0.07,,28135.68,300.0,192.0,43962.0,,,108.0,,,,,,,,,,,108.0,,,,0.04,,,,2.59,1.71,11275.0,1652238.5,,1.63,2.57,,1.0,100.0,0.0281,146.54
2023-03-14,492.0,71438.4,0.22,0.02,0.07,,27878.4,300.0,192.0,43560.0,,,,,,,,,,,,,,,,,,0.04,,,,2.59,1.71,11275.0,1637130.0,,1.65,2.59,,1.0,100.0,0.0281,145.2
2023-03-15,600.0,88704.0,0.26,0.03,0.09,,44352.0,300.0,300.0,44352.0,,,,0.02,,,,,108.0,,,,0.02,,,,,0.04,,,,2.59,2.02,11275.0,1666896.0,,1.64,2.63,,1.0,100.0,0.0404,147.84
2023-03-16,408.0,59971.92,0.17,0.02,0.06,,15874.92,300.0,108.0,44097.0,,,,,,,,,,,,,,,,,192.0,0.04,0.03,,,2.59,2.02,11275.0,1657312.25,,1.67,2.58,,1.0,100.0,0.0275,146.99
2023-03-17,372.0,55070.88,0.14,0.02,0.05,,15988.32,264.0,108.0,39082.56,,,,,,,,0.01,,36.0,,,,,,,,0.04,,,,1.78,1.78,14574.0,2157534.96,,1.67,2.26,,1.0,100.0,0.0251,148.04
2023-03-20,3448.0,512096.96,1.21,0.16,0.51,,238820.16,1840.0,1608.0,273276.8,,,1576.0,,,1500.0,,,,,,,,1576.0,0.22,,,0.27,,,,15.9,12.4,9735.0,1445842.2,,1.44,15.82,6.72,0.8747,93.28,0.2324,148.52
2023-03-21,3448.0,507166.32,1.14,0.16,0.51,,236520.72,1840.0,1608.0,270645.6,,,,,,,,,,,,,,,,,,0.27,,,,15.9,12.4,9735.0,1431921.15,,1.45,15.83,6.72,0.8747,93.28,0.2324,147.09
2023-03-22,3604.0,527986.0,1.14,0.16,0.53,,258426.0,1840.0,1764.0,269560.0,,,,0.02,,,,,156.0,,,,0.02,,,,,0.27,,,,15.9,12.4,9735.0,1426177.5,,1.44,15.76,15.06,0.7442,84.94,0.2429,146.5
2023-03-23,3528.0,521403.12,1.0,0.16,0.52,,260701.56,1764.0,1764.0,260701.56,,,,,,,,0.01,,76.0,,,,,,,,0.26,,,,15.24,11.89,9811.0,1449967.69,,1.43,15.28,14.97,0.7455,85.03,0.2378,147.79
2023-03-24,3528.0,523519.92,0.96,0.16,0.52,,261759.96,1764.0,1764.0,261759.96,,,,,,,,,,,,,,,,,,0.26,,,,15.24,10.8,9811.0,1455854.29,,1.45,15.34,14.97,0.7455,85.03,0.2159,148.39
2023-03-27,3528.0,521120.88,0.92,0.16,0.52,,260560.44,1764.0,1764.0,260560.44,,,,,,,,,,,,,,,,,,0.26,,,,15.24,10.63,9811.0,1449182.81,,1.46,15.19,14.97,0.7455,85.03,0.2126,147.71
2023-03-28,3454.0,508601.5,0.9,0.15,0.51,,259749.0,1690.0,1764.0,248852.5,,,,,,,,0.01,,74.0,,,,,,,,0.25,,,,14.79,12.12,9735.0,1433478.75,,1.44,14.73,14.97,0.7455,85.03,0.2477,147.25
2023-03-29,528.0,77579.04,0.13,0.02,0.08,,38789.52,264.0,264.0,38789.52,,,,,,,,0.21,,1426.0,,,,,,,1500.0,0.04,0.22,,,2.31,1.93,11161.0,1639885.73,,1.65,2.31,,1.0,100.0,0.0386,146.93
2023-03-30,528.0,77225.28,0.13,0.02,0.08,,38612.64,264.0,264.0,38612.64,,,,,,,,,,,,,,,,,,0.04,,,,2.31,1.93,11161.0,1632407.86,,1.64,2.3,,1.0,100.0,0.0386,146.26
2023-03-31,3328.0,489515.52,0.82,0.14,0.49,,244757.76,1664.0,1664.0,244757.76,,,1400.0,,,1400.0,,,,,,,,1400.0,0.2,,,0.24,,,,14.56,12.16,9761.0,1435745.49,,1.42,14.65,15.87,0.733,84.13,0.2431,147.09
2023-04-03,3328.0,490813.44,0.81,0.14,0.49,,245406.72,1664.0,1664.0,245406.72,,,,,,,,,,,,,,,,,,0.24,,,,14.56,12.16,9761.0,1439552.28,,1.43,14.56,15.87,0.733,84.13,0.2431,147.48
2023-04-04,3204.0,472109.4,0.77,0.14,0.47,,245190.4,1540.0,1664.0,226919.0,,,,,,,,0.02,,124.0,,,,,,,,0.23,,,,13.66,11.38,9735.0,1434452.25,,1.44,13.52,15.87,0.733,84.13,0.2367,147.35
2023-04-05,3204.0,474384.24,0.78,0.14,0.47,,246371.84,1540.0,1664.0,228012.4,,,,,,,,,,,,,,,,,,0.23,,,,13.66,11.38,9735.0,1441364.1,,1.43,13.72,15.87,0.733,84.13,0.2367,148.06
2023-04-06,3204.0,474288.12,0.79,0.14,0.47,,246321.92,1540.0,1664.0,227966.2,,,,,,,,,,,,,,,,,,0.23,,,,13.66,11.38,9735.0,1441072.05,,1.43,13.72,15.87,0.733,84.13,0.2367,148.03
2023-04-07,3204.0,474288.12,0.78,0.14,0.47,,246321.92,1540.0,1664.0,227966.2,,,,,,,,,,,,,,,,,,0.23,,,,13.66,11.38,9735.0,1441072.05,,1.43,13.72,15.87,0.733,84.13,0.2367,
2023-04-10,3204.0,474288.12,0.78,0.14,0.48,,246321.92,1540.0,1664.0,227966.2,,,,,,,,,,,,,,,,,,0.23,,,,13.66,11.38,9735.0,1441072.05,,1.44,13.71,15.87,0.733,84.13,0.2367,
2023-04-11,667.0,98115.7,0.16,0.03,0.1,,38834.4,403.0,264.0,59281.3,,,,,,,,0.17,,1137.0,,,,,,,1400.0,0.06,0.21,,,3.57,2.98,10872.0,1599271.2,,1.6,3.56,,1.0,100.0,0.0493,147.1
2023-04-12,494.0,72371.0,0.12,0.02,0.07,,36185.5,247.0,247.0,36185.5,,,,,,,,0.02,,156.0,,,,,,,17.0,0.04,0.0,,,2.19,1.82,11028.0,1615602.0,,1.62,2.18,,1.0,100.0,0.0365,146.5
2023-04-13,494.0,72331.48,0.12,0.02,0.07,,36165.74,247.0,247.0,36165.74,,,,,,,,,,,,,,,,,,0.04,,,,2.19,1.82,11028.0,1614719.76,,1.61,2.18,,1.0,100.0,0.0365,146.42
2023-04-14,494.0,72069.66,0.12,0.02,0.07,,36034.83,247.0,247.0,36034.83,,,,,,,,,,,,,,,,,,0.04,,,,2.19,1.82,11028.0,1608874.92,,1.62,2.2,,1.0,100.0,0.0365,145.89
2023-04-17,627.0,91397.79,0.15,0.03,0.09,,36005.19,380.0,247.0,55392.6,,,133.0,,,,,,,,,,,133.0,,,,0.06,,,,3.37,2.81,10895.0,1588164.15,,1.59,3.39,,1.0,100.0,0.0463,145.77
2023-04-18,482.0,70265.96,0.12,0.02,0.07,,35132.98,241.0,241.0,35132.98,,,,,,,,0.02,,139.0,,,,,,,6.0,0.04,0.0,,,2.14,1.78,11034.0,1608536.52,,1.61,2.13,,1.0,100.0,0.0356,145.78
2023-04-19,482.0,70092.44,0.12,0.02,0.07,,35046.22,241.0,241.0,35046.22,,,,,,,,,,,,,,,,,,0.04,,,,2.14,1.78,11034.0,1604564.28,,1.61,2.14,,1.0,100.0,0.0356,145.42
2023-04-20,482.0,70314.16,0.12,0.02,0.07,,35157.08,241.0,241.0,35157.08,,,,,,,,,,,,,,,,,,0.04,,,,2.14,1.78,11034.0,1609639.92,,1.61,2.14,,1.0,100.0,0.0356,145.88
2023-04-21,482.0,70131.0,0.13,0.02,0.07,,35065.5,241.0,241.0,35065.5,,,,,,,,,,,,,,,,,,0.04,,,,2.14,1.78,11034.0,1605447.0,,1.61,2.13,,1.0,100.0,0.0356,145.5
2023-04-24,482.0,70092.44,0.13,0.02,0.07,,35046.22,241.0,241.0,35046.22,,,,,,,,,,,,,,,,,,0.03,,,,2.14,1.78,11034.0,1604564.28,,1.61,2.13,,1.0,100.0,0.0356,145.42
2023-04-25,2882.0,421867.16,0.77,0.12,0.42,,210933.58,1441.0,1441.0,210933.58,,,1200.0,,,1200.0,,,,,,,,1200.0,0.17,,,0.21,,,,12.78,10.64,9834.0,1439500.92,,1.43,12.86,16.72,0.7215,83.28,0.2129,146.38
2023-04-26,2882.0,422040.08,0.78,0.12,0.42,,211020.04,1441.0,1441.0,211020.04,,,,,,,,,,,,,,,,,,0.21,,,,12.78,10.64,9834.0,1440090.96,,1.44,12.7,16.72,0.7215,83.28,0.2129,146.44
2023-04-27,2882.0,420397.34,0.99,0.12,0.42,,210198.67,1441.0,1441.0,210198.67,,,,,,,,,,,,,,,,,,0.21,,,,12.78,10.64,9834.0,1434485.58,,1.44,12.8,16.78,0.7207,83.22,0.2129,145.87
2023-04-28,6882.0,1012135.74,2.46,0.29,1.0,,800207.87,1441.0,5441.0,211927.87,,,,0.58,,,,,4000.0,,,,0.58,,,,,0.21,,,,12.78,10.64,9834.0,1446286.38,,1.43,12.79,4.43,0.9153,95.57,0.5083,147.07
2023-05-01,6882.0,1012135.74,2.52,0.29,1.01,,800207.87,1441.0,5441.0,211927.87,,,,,,,,,,,,,,,,,,0.21,,,,12.78,10.64,9834.0,1446286.38,,1.45,12.84,4.43,0.9153,95.57,0.5083,
