,ALGBE FP Equity_DX_SI_QTY,ALGBE FP Equity_DX_SHORT_INTEREST_VALUE,ALGBE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGBE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGBE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGBE FP Equity_DX_SI_MV,ALGBE FP Equity_DX_DSS,ALGBE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGBE FP Equity_DX_SUPPLY_SI_QTY,ALGBE FP Equity_DX_BROKER_SI_QTY,ALGBE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGBE FP Equity_DX_BROKER_SI_MV_NEW_x,ALGBE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGBE FP Equity_DX_BROKER_SI_MV_INC_x,ALGBE FP Equity_DX_BROKER_SI_QTY_ADD,ALGBE FP Equity_DX_BROKER_SI_QTY_NEW,ALGBE FP Equity_DX_SUPPLY_SI_MV_DEC,ALGBE FP Equity_DX_BROKER_SI_QTY_INC,ALGBE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGBE FP Equity_DX_BROKER_SI_MV_NEW_y,ALGBE FP Equity_DX_BROKER_SI_MV_INC_y,ALGBE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGBE FP Equity_DX_BROKER_SI_MV_ADD,ALGBE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGBE FP Equity_DX_BROKER_SI_QTY_DEC,ALGBE FP Equity_DX_SUPPLY_SI_MV,ALGBE FP Equity_DX_BROKER_SI_MV_DEC,ALGBE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGBE FP Equity_DX_UTILIZATION_QUANTITY,ALGBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGBE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGBE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGBE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGBE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGBE FP Equity_DX_BROKER_SI_CON_RATIO,ALGBE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGBE FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-05-18,160.0,2918.4,0.01,0.03,0.0,0.0,0.0,2918.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-21,160.0,2940.8,0.01,0.03,0.0,0.0,0.0,2940.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-22,160.0,2908.8,0.01,0.03,0.0,0.0,0.0,2908.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-23,160.0,2860.8,0.01,0.03,0.0,0.0,0.0,2860.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-24,160.0,2864.0,0.01,0.03,0.0,0.0,0.0,2864.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-25,160.0,2793.6,0.01,0.03,0.0,0.0,0.0,2793.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-28,160.0,2768.0,0.01,0.03,0.0,0.0,0.0,2768.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-29,160.0,2742.4,0.01,0.03,0.0,0.0,0.0,2742.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-30,160.0,2720.0,0.01,0.03,0.0,0.0,0.0,2720.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-31,160.0,2640.0,0.01,0.03,0.0,0.0,0.0,2640.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-01,160.0,2569.6,0.01,0.03,0.0,0.0,0.0,2569.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-04,160.0,2531.2,0.01,0.03,0.0,0.0,0.0,2531.2,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-05,160.0,2560.0,0.01,0.03,0.0,0.0,0.0,2560.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-06,160.0,2560.0,0.01,0.03,0.0,0.0,0.0,2560.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-07,160.0,2560.0,0.01,0.03,0.0,0.0,0.0,2560.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-08,160.0,2560.0,0.01,0.03,0.0,0.0,0.0,2560.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-11,160.0,2560.0,0.01,0.03,0.0,0.0,0.0,2560.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-12,160.0,2524.8,0.01,0.03,0.0,0.0,0.0,2524.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-13,160.0,2544.0,0.01,0.03,0.0,0.0,0.0,2544.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-14,160.0,2544.0,0.01,0.03,0.0,0.0,0.0,2544.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-15,160.0,2540.8,0.01,0.03,0.0,0.0,0.0,2540.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-18,160.0,2544.0,0.01,0.03,0.0,0.0,0.0,2544.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-19,160.0,2534.4,0.01,0.03,0.0,0.0,0.0,2534.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-20,160.0,2524.8,0.01,0.03,0.0,0.0,0.0,2524.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-21,160.0,2464.0,0.01,0.04,0.0,0.0,0.0,2464.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-22,160.0,2540.8,0.01,0.04,0.0,0.0,0.0,2540.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-25,160.0,2444.8,0.01,0.03,0.0,0.0,0.0,2444.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-26,160.0,2425.6,0.01,0.03,0.0,0.0,0.0,2425.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-27,160.0,2496.0,0.01,0.03,0.0,0.0,0.0,2496.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-28,160.0,2425.6,0.01,0.03,0.0,0.0,0.0,2425.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-06-29,160.0,2476.8,0.01,0.03,0.0,0.0,0.0,2476.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-02,160.0,2428.8,0.01,0.03,0.0,0.0,0.0,2428.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-03,160.0,2326.4,0.01,0.03,0.0,0.0,0.0,2326.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-04,160.0,2240.0,0.01,0.03,0.0,0.0,0.0,2240.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-05,160.0,2112.0,0.01,0.03,0.0,0.0,0.0,2112.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-06,160.0,2070.4,0.01,0.03,0.0,0.0,0.0,2070.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-09,160.0,2028.8,0.01,0.03,0.0,0.0,0.0,2028.8,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-10,160.0,1958.4,0.01,0.03,0.0,0.0,0.0,1958.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-11,160.0,1904.0,0.01,0.02,0.0,0.0,0.0,1904.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-12,160.0,1817.6,0.01,0.02,0.0,0.0,0.0,1817.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-13,160.0,2073.6,0.01,0.02,0.0,0.0,0.0,2073.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-16,160.0,2262.4,0.01,0.02,0.0,0.0,0.0,2262.4,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-17,160.0,2160.0,0.01,0.02,0.0,0.0,0.0,2160.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-18,160.0,2080.0,0.01,0.02,0.0,0.0,0.0,2080.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-19,160.0,2073.6,0.01,0.02,0.0,0.0,0.0,2073.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-20,160.0,2073.6,0.01,0.02,0.0,0.0,0.0,2073.6,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-23,160.0,2064.0,0.01,0.02,0.0,0.0,0.0,2064.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-24,160.0,2048.0,0.01,0.02,0.0,0.0,0.0,2048.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-25,160.0,2064.0,0.01,0.02,0.0,0.0,0.0,2064.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-26,160.0,2064.0,0.01,0.02,0.0,0.0,0.0,2064.0,0.0,160.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-07-27,796.0,10156.96,0.03,0.09,0.02,0.01,0.0,10156.96,0.0,796.0,0.0,,,,636.0,,,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.93,0.6809,80.07,0.0
2018-07-30,796.0,10029.6,0.03,0.09,0.02,0.01,0.0,10029.6,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0
2018-07-31,796.0,9950.0,0.03,0.09,0.02,0.01,0.0,9950.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.6803,80.03,0.0
2018-08-01,796.0,10156.96,0.03,0.09,0.02,0.01,0.0,10156.96,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.43,0.6748,79.57,0.0
2018-08-02,796.0,10698.24,0.03,0.09,0.02,0.01,0.0,10698.24,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.95,0.6688,79.05,0.0
2018-08-03,796.0,10316.16,0.03,0.08,0.02,0.01,0.0,10316.16,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.52,0.6858,80.48,0.0
2018-08-06,796.0,10698.24,0.03,0.09,0.02,0.01,0.0,10698.24,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.69,0.6718,79.31,0.0
2018-08-07,796.0,10714.16,0.03,0.09,0.02,0.01,0.0,10714.16,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.12,0.6785,79.88,0.0
2018-08-08,796.0,11494.24,0.03,0.09,0.02,0.01,0.0,11494.24,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.6653,78.75,0.0
2018-08-09,796.0,11605.68,0.03,0.09,0.02,0.01,0.0,11605.68,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.6769,79.74,0.0
2018-08-10,796.0,11144.0,0.03,0.09,0.02,0.01,0.0,11144.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.46,0.6866,80.54,0.0
2018-08-13,796.0,11414.64,0.03,0.08,0.02,0.01,0.0,11414.64,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.49,0.6742,79.51,0.0
2018-08-14,796.0,11366.88,0.03,0.08,0.02,0.01,0.0,11366.88,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.03,0.6796,79.97,0.0
2018-08-15,796.0,11287.28,0.03,0.09,0.02,0.01,0.0,11287.28,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.6801,80.01,0.0
2018-08-16,796.0,11048.48,0.03,0.09,0.02,0.01,0.0,11048.48,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.76,0.6829,80.24,0.0
2018-08-17,796.0,10984.8,0.03,0.09,0.02,0.01,0.0,10984.8,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0
2018-08-20,796.0,10889.28,0.03,0.1,0.02,0.01,0.0,10889.28,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.96,0.6805,80.04,0.0
2018-08-21,796.0,11462.4,0.03,0.09,0.02,0.01,0.0,11462.4,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.94,0.6689,79.06,0.0
2018-08-22,796.0,11796.72,0.03,0.1,0.02,0.01,0.0,11796.72,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.6733,79.43,0.0
2018-08-23,796.0,11701.2,0.03,0.1,0.02,0.01,0.0,11701.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.6804,80.03,0.0
2018-08-24,796.0,11494.24,0.03,0.1,0.02,0.01,0.0,11494.24,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.82,0.6822,80.18,0.0
2018-08-27,796.0,11542.0,0.03,0.12,0.02,0.01,0.0,11542.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.88,0.6814,80.12,0.0
2018-08-28,796.0,11542.0,0.03,0.13,0.02,0.01,0.0,11542.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.6788,79.9,0.0
2018-08-29,796.0,11542.0,0.03,0.14,0.02,0.01,0.0,11542.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.6788,79.9,0.0
2018-08-30,796.0,11303.2,0.03,0.14,0.02,0.01,0.0,11303.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.77,0.6828,80.23,0.0
2018-08-31,796.0,10921.12,0.03,0.13,0.02,0.01,0.0,10921.12,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.55,0.6854,80.45,0.0
2018-09-03,796.0,10618.64,0.03,0.13,0.02,0.01,0.0,10618.64,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.65,0.6842,80.35,0.0
2018-09-04,796.0,10905.2,0.03,0.12,0.02,0.01,0.0,10905.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.53,0.6737,79.47,0.0
2018-09-05,796.0,11159.92,0.03,0.12,0.02,0.01,0.0,11159.92,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.47,0.6744,79.53,0.0
2018-09-06,796.0,11255.44,0.03,0.12,0.02,0.01,0.0,11255.44,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.24,0.6772,79.76,0.0
2018-09-07,796.0,11064.4,0.03,0.12,0.02,0.01,0.0,11064.4,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.83,0.6821,80.17,0.0
2018-09-10,796.0,10984.8,0.03,0.12,0.02,0.01,0.0,10984.8,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.98,0.6802,80.02,0.0
2018-09-11,796.0,11000.72,0.03,0.12,0.02,0.01,0.0,11000.72,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.12,0.6785,79.88,0.0
2018-09-12,796.0,11048.48,0.03,0.13,0.02,0.01,0.0,11048.48,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.17,0.678,79.83,0.0
2018-09-13,796.0,11032.56,0.03,0.13,0.02,0.01,0.0,11032.56,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.08,0.6791,79.92,0.0
2018-09-14,796.0,11112.16,0.03,0.15,0.02,0.01,0.0,11112.16,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.6774,79.78,0.0
2018-09-17,796.0,11191.76,0.03,0.15,0.02,0.01,0.0,11191.76,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.6774,79.78,0.0
2018-09-18,796.0,11159.92,0.03,0.16,0.02,0.01,0.0,11159.92,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.05,0.6793,79.95,0.0
2018-09-19,796.0,11064.4,0.03,0.16,0.02,0.01,0.0,11064.4,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.96,0.6804,80.04,0.0
2018-09-20,796.0,10841.52,0.03,0.15,0.02,0.01,0.0,10841.52,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.78,0.6827,80.22,0.0
2018-09-21,796.0,8962.96,0.03,0.15,0.02,0.01,0.0,8962.96,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.22,0.7149,82.78,0.0
2018-09-24,796.0,8994.8,0.03,0.08,0.02,0.01,0.0,8994.8,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.6781,79.84,0.0
2018-09-25,796.0,8931.12,0.03,0.07,0.02,0.01,0.0,8931.12,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.6802,80.01,0.0
2018-09-26,796.0,8915.2,0.03,0.07,0.02,0.01,0.0,8915.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.6791,79.93,0.0
2018-09-27,796.0,8978.88,0.03,0.07,0.02,0.01,0.0,8978.88,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.22,0.6774,79.78,0.0
2018-09-28,796.0,8915.2,0.03,0.07,0.02,0.01,0.0,8915.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.6802,80.01,0.0
2018-10-01,796.0,8915.2,0.03,0.07,0.02,0.01,0.0,8915.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.6788,79.9,0.0
2018-10-02,796.0,8851.52,0.03,0.07,0.02,0.01,0.0,8851.52,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.6802,80.01,0.0
2018-10-03,796.0,8708.24,0.03,0.07,0.02,0.01,0.0,8708.24,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.84,0.6819,80.16,0.0
2018-10-04,796.0,8660.48,0.03,0.07,0.02,0.01,0.0,8660.48,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0
2018-10-05,796.0,8358.0,0.03,0.07,0.02,0.01,0.0,8358.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.54,0.6856,80.46,0.0
2018-10-08,796.0,8055.52,0.03,0.07,0.02,0.01,0.0,8055.52,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.52,0.6859,80.48,0.0
2018-10-09,796.0,8246.56,0.03,0.07,0.02,0.01,0.0,8246.56,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.48,0.6743,79.52,0.0
2018-10-10,796.0,8373.92,0.03,0.06,0.02,0.01,0.0,8373.92,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.35,0.6759,79.65,0.0
2018-10-11,796.0,8166.96,0.03,0.06,0.02,0.01,0.0,8166.96,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.6836,80.3,0.0
2018-10-12,796.0,8198.8,0.03,0.06,0.02,0.01,0.0,8198.8,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.678,79.84,0.0
2018-10-15,796.0,8119.2,0.03,0.06,0.02,0.01,0.0,8119.2,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.6807,80.06,0.0
2018-10-16,796.0,7960.0,0.03,0.06,0.02,0.01,0.0,7960.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.78,0.6826,80.22,0.0
2018-10-17,796.0,7784.88,0.03,0.06,0.02,0.01,0.0,7784.88,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.6831,80.25,0.0
2018-10-18,796.0,7880.4,0.03,0.06,0.02,0.01,0.0,7880.4,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.6765,79.7,0.0
2018-10-19,796.0,7657.52,0.03,0.06,0.02,0.01,0.0,7657.52,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.64,0.6843,80.36,0.0
2018-10-22,796.0,7641.6,0.03,0.06,0.02,0.01,0.0,7641.6,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.6792,79.93,0.0
2018-10-23,796.0,7164.0,0.03,0.06,0.02,0.01,0.0,7164.0,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.08,0.6912,80.92,0.0
2018-10-24,796.0,7084.4,0.03,0.06,0.02,0.01,0.0,7084.4,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.92,0.6809,80.08,0.0
2018-10-25,796.0,6996.84,0.03,0.06,0.02,0.01,0.0,6996.84,0.0,796.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,0.0
