,SBT FP Equity_DX_SI_QTY,SBT FP Equity_DX_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SBT FP Equity_DX_SI_MV,SBT FP Equity_DX_DSS,SBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY,SBT FP Equity_DX_BROKER_SI_QTY,SBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SBT FP Equity_DX_BROKER_SI_MV_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,SBT FP Equity_DX_BROKER_SI_MV_INC_x,SBT FP Equity_DX_SUPPLY_SI_MV_NEW,SBT FP Equity_DX_BROKER_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_NEW,SBT FP Equity_DX_SUPPLY_SI_MV_DEC,SBT FP Equity_DX_BROKER_SI_QTY_INC,SBT FP Equity_DX_SUPPLY_SI_QTY_DEC,SBT FP Equity_DX_BROKER_SI_MV_NEW_y,SBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SBT FP Equity_DX_BROKER_SI_MV_INC_y,SBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,SBT FP Equity_DX_BROKER_SI_MV_ADD,SBT FP Equity_DX_SUPPLY_SI_QTY_ADD,SBT FP Equity_DX_BROKER_SI_QTY_DEC,SBT FP Equity_DX_SUPPLY_SI_MV,SBT FP Equity_DX_BROKER_SI_MV_DEC,SBT FP Equity_DX_SUPPLY_SI_MV_RMV,SBT FP Equity_DX_BROKER_SI_MV_RMV,SBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SBT FP Equity_DX_UTILIZATION_QUANTITY,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SBT FP Equity_DX_ACTIVE_UTILIZATION_MV,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SBT FP Equity_DX_BROKER_SI_CON_RATIO,SBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-25,11939.0,20211.47,0.06,0.48,0.03,0.02,0.0,9834.02,6130.0,5809.0,10377.44,,,,,,,,0.0,,27.0,,,,,,,,0.01,,,,0.65,0.65,938556.0,1588876.13,,1.87,0.65,,1.0,100.0,0.0126
2006-09-26,11849.0,20260.7,0.05,0.46,0.03,0.02,0.0,9932.86,6040.0,5809.0,10327.85,,,,,,,,0.0,,90.0,,,,,,,,0.01,,,,0.64,0.64,936959.0,1602114.01,,1.88,0.64,,1.0,100.0,0.0126
2006-09-27,11702.0,20706.19,0.05,0.45,0.03,0.02,0.0,10278.78,5893.0,5809.0,10427.41,,,,,,,,0.0,,148.0,,,,,,,,0.01,,,,0.63,0.63,929100.0,1644002.86,,1.93,0.63,,1.0,100.0,0.0125
2006-09-28,11927.0,21002.86,0.06,0.41,0.03,0.02,0.0,10229.36,6118.0,5809.0,10773.49,,,225.0,,,,,,,,,,,225.0,,,,0.01,,,,0.65,0.65,929240.0,1636345.53,,1.92,0.65,,1.0,100.0,0.0128
2006-09-29,11840.0,21051.1,0.05,0.4,0.03,0.02,0.0,10328.2,6031.0,5809.0,10722.9,,,,,,,,0.0,,86.0,,,,,,,,0.01,,,,0.65,0.65,927535.0,1649124.2,,1.94,0.65,,1.0,100.0,0.0127
2006-10-02,11867.0,21200.06,0.05,0.41,0.03,0.02,0.0,10377.61,6058.0,5809.0,10822.44,,,27.0,,,,,,,,,,,27.0,,,,0.01,,,,0.65,0.65,927280.0,1656559.2,,1.95,0.65,,1.0,100.0,0.0127
2006-10-03,11981.0,21199.87,0.06,0.41,0.03,0.02,0.0,10278.78,6172.0,5809.0,10921.09,,,114.0,,,,,,,,,,,114.0,,,,0.01,,,,0.66,0.66,929032.0,1643882.53,,1.93,0.66,,1.0,100.0,0.0128
2006-10-04,11868.0,21100.88,0.05,0.4,0.03,0.02,0.0,10328.2,6059.0,5809.0,10772.69,,,,,,,,0.0,,113.0,,,,,,,,0.01,,,,0.64,0.64,934163.0,1660908.55,,1.95,0.64,,1.0,100.0,0.0126
2006-10-05,11925.0,21100.78,0.06,0.4,0.03,0.02,0.0,10278.78,6116.0,5809.0,10822.0,,,57.0,,,,,,,,,,,57.0,,,,0.01,,,,0.65,0.65,934736.0,1653975.52,,1.94,0.65,,1.0,100.0,0.0127
2006-10-06,11897.0,21051.23,0.05,0.39,0.03,0.02,0.0,10278.78,6088.0,5809.0,10772.46,,,,,,,,0.0,,28.0,,,,,,,,0.01,,,,0.65,0.65,935127.0,1654667.38,,1.95,0.65,,1.0,100.0,0.0126
2006-10-09,11897.0,21051.23,0.05,0.39,0.03,0.02,0.0,10278.78,6088.0,5809.0,10772.46,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,0.65,0.65,934893.0,1654253.32,,1.94,0.65,,1.0,100.0,0.0126
2006-10-10,11956.0,20952.21,0.06,0.4,0.03,0.02,0.0,10179.94,6147.0,5809.0,10772.27,,,59.0,,,,,,,,,,,59.0,,,,0.01,,,,0.65,0.65,936188.0,1640616.46,,1.93,0.65,,1.0,100.0,0.0127
2006-10-11,11960.0,20755.74,0.06,0.41,0.03,0.02,0.0,10081.11,6151.0,5809.0,10674.63,,,4.0,,,,,,,,,,,4.0,,,,0.01,,,,0.65,0.65,936721.0,1625613.13,,1.91,0.65,,1.0,100.0,0.0127
2006-10-12,11963.0,20557.4,0.06,0.4,0.03,0.02,0.0,9982.27,6154.0,5809.0,10575.13,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,0.65,0.65,938306.0,1612399.43,,1.9,0.65,,1.0,100.0,0.0127
2006-10-13,11846.0,20557.9,0.05,0.39,0.03,0.02,0.0,10081.11,6037.0,5809.0,10476.79,,,,,,,,0.0,,117.0,,,,,,,,0.01,,,,0.64,0.64,936725.0,1625620.07,,1.91,0.64,,1.0,100.0,0.0126
2006-10-16,11873.0,20705.76,0.05,0.35,0.03,0.02,0.0,10130.53,6064.0,5809.0,10575.23,,,27.0,,,,,,,,,,,27.0,,,,0.01,,,,0.64,0.64,936234.0,1632732.52,,1.92,0.64,,1.0,100.0,0.0126
2006-10-17,11902.0,20756.33,0.05,0.36,0.03,0.02,0.0,10130.53,6093.0,5809.0,10625.8,,,28.0,,,,,,,,,,,28.0,,,,0.01,,,,0.65,0.65,936929.0,1633944.56,,1.92,0.65,,1.0,100.0,0.0126
2006-10-18,11872.0,20805.01,0.05,0.39,0.03,0.02,0.0,10179.94,6063.0,5809.0,10625.06,,,,,,,,0.0,,30.0,,,,,,,,0.01,,,,0.64,0.64,934142.0,1637030.96,,1.92,0.64,,1.0,100.0,0.0126
2006-10-19,11812.0,21001.32,0.05,0.39,0.03,0.02,0.0,10328.2,6003.0,5809.0,10673.12,,,,,,,,0.0,,59.0,,,,,,,,0.01,,,,0.64,0.64,931404.0,1656003.15,,1.95,0.64,,1.0,100.0,0.0126
2006-10-20,11896.0,21150.66,0.05,0.4,0.03,0.02,0.0,10328.2,6087.0,5809.0,10822.47,,,83.0,,,,,,,,,,,83.0,,,,0.01,,,,0.65,0.65,932107.0,1657253.06,,1.95,0.65,,1.0,100.0,0.0127
2006-10-23,12045.0,20903.25,0.06,0.3,0.03,0.02,0.0,10081.11,6236.0,5809.0,10822.14,,,149.0,,,,,,,,,,,149.0,,,,0.01,,,,0.66,0.66,936352.0,1624972.75,,1.91,0.66,,1.0,100.0,0.0128
2006-10-24,11963.0,20557.4,0.06,0.3,0.03,0.02,0.0,9982.27,6154.0,5809.0,10575.13,,,,,,,,0.0,,82.0,,,,,,,,0.01,,,,0.65,0.65,937618.0,1611217.16,,1.89,0.65,,1.0,100.0,0.0127
2006-10-25,11967.0,20360.67,0.06,0.28,0.03,0.02,0.0,9883.44,6158.0,5809.0,10477.23,,,3.0,,,,,,,,,,,3.0,,,,0.01,,,,0.65,0.65,936744.0,1593777.49,,1.87,0.65,,1.0,100.0,0.0127
2006-10-26,11908.0,20260.29,0.05,0.28,0.03,0.02,0.0,9883.44,6099.0,5809.0,10376.85,,,,,,,,0.0,,58.0,,,,,,,,0.01,,,,0.65,0.65,936601.0,1593534.19,,1.87,0.65,,1.0,100.0,0.0126
2006-10-27,11908.0,20260.29,0.05,0.27,0.03,0.02,0.0,9883.44,6099.0,5809.0,10376.85,,,,,,,,,,,,,,,,,,0.01,,,,0.65,0.65,936615.0,1593558.01,,1.87,0.65,,1.0,100.0,0.0126
2006-10-30,11908.0,20260.29,0.05,0.27,0.03,0.02,0.0,9883.44,6099.0,5809.0,10376.85,,,,,,,,,,,,,,,,,,0.01,,,,0.65,0.65,937133.0,1594439.34,,1.87,0.65,,1.0,100.0,0.0126
2006-10-31,11908.0,20260.29,0.05,0.25,0.03,0.02,0.0,9883.44,6099.0,5809.0,10376.85,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,0.65,0.65,937174.0,1594509.09,,1.87,0.65,,1.0,100.0,0.0126
2006-11-01,11818.0,20408.77,0.05,0.24,0.03,0.02,0.0,10031.69,6009.0,5809.0,10377.08,,,,,,,,0.0,,90.0,,,,,,,,0.01,,,,0.64,0.64,932409.0,1610197.94,,1.89,0.64,,1.0,100.0,0.0126
2006-11-02,12058.0,20310.34,0.06,0.25,0.03,0.02,0.0,9784.61,6249.0,5809.0,10525.74,,,240.0,,,,,,,,,,,240.0,,,,0.01,,,,0.66,0.66,936593.0,1577585.37,,1.85,0.66,,1.0,100.0,0.0128
2006-11-03,11850.0,20161.61,0.05,0.24,0.03,0.02,0.0,9883.44,6041.0,5809.0,10278.17,,,,,,,,0.0,,208.0,,,,,,,,0.01,,,,0.64,0.64,934710.0,1590316.84,,1.87,0.64,,1.0,100.0,0.0126
2006-11-06,11760.0,20508.69,0.05,0.24,0.03,0.02,0.0,10130.53,5951.0,5809.0,10378.17,,,,,,,,0.0,,90.0,,,,,,,,0.01,,,,0.64,0.64,930203.0,1622214.84,,1.91,0.64,,1.0,100.0,0.0126
2006-11-07,11962.0,20657.45,0.06,0.24,0.03,0.02,0.0,10031.69,6153.0,5809.0,10625.75,,,202.0,,,,,,,,,,,202.0,,,,0.01,,,,0.66,0.66,932204.0,1609843.92,,1.89,0.66,,1.0,100.0,0.0127
2006-11-08,11874.0,20606.49,0.05,0.24,0.03,0.02,0.0,10081.11,6065.0,5809.0,10525.38,,,,,,,,0.0,,87.0,,,,,,,,0.01,,,,0.65,0.65,934143.0,1621139.19,,1.91,0.65,,1.0,100.0,0.0126
2006-11-09,11933.0,20607.36,0.06,0.25,0.03,0.02,0.0,10031.69,6124.0,5809.0,10575.67,,,58.0,,,,,,,,,,,58.0,,,,0.01,,,,0.65,0.65,934117.0,1613147.53,,1.9,0.65,,1.0,100.0,0.0127
2006-11-10,11996.0,20410.01,0.06,0.25,0.03,0.02,0.0,9883.44,6187.0,5809.0,10526.57,,,63.0,,,,,,,,,,,63.0,,,,0.01,,,,0.66,0.66,936992.0,1594199.44,,1.87,0.66,,1.0,100.0,0.0127
2006-11-13,11970.0,20162.12,0.05,0.24,0.03,0.02,0.0,9784.61,6161.0,5809.0,10377.51,,,,,,,,0.0,,26.0,,,,,,,,0.01,,,,0.65,0.65,938221.0,1580327.56,,1.86,0.65,,1.0,100.0,0.0127
2006-11-14,11931.0,20197.92,0.05,0.24,0.03,0.02,0.0,9834.02,6122.0,5809.0,10363.9,,,,,,,,0.0,,39.0,,,,,,,,0.01,,,,0.65,0.65,938143.0,1588176.96,,1.86,0.64,,1.0,100.0,0.0126
2006-11-15,11879.0,20210.95,0.05,0.24,0.03,0.02,0.0,9883.44,6070.0,5809.0,10327.51,,,,,,,,0.0,,52.0,,,,,,,,0.01,,,,0.65,0.65,934115.0,1589304.51,,1.87,0.65,,1.0,100.0,0.0126
2006-11-16,11908.0,20260.29,0.05,0.24,0.03,0.02,0.0,9883.44,6099.0,5809.0,10376.85,,,29.0,,,,,,,,,,,29.0,,,,0.01,,,,0.65,0.65,934536.0,1590020.8,,1.87,0.65,,1.0,100.0,0.0127
2006-11-17,11760.0,20508.69,0.05,0.24,0.03,0.02,0.0,10130.53,5951.0,5809.0,10378.17,,,,,,,,0.0,,149.0,,,,,,,,0.01,,,,0.64,0.64,930372.0,1622509.56,,1.91,0.64,,1.0,100.0,0.0126
2006-11-20,11842.0,20853.17,0.05,0.21,0.03,0.02,0.0,10229.36,6033.0,5809.0,10623.81,,,82.0,,,,,,,,,,,82.0,,,,0.01,,,,0.64,0.64,929430.0,1636680.11,,1.92,0.64,,1.0,100.0,0.0127
2006-11-21,12080.0,20655.69,0.05,0.21,0.03,0.02,0.0,9932.86,6271.0,5809.0,10722.84,,,238.0,,,,,,,,,,,238.0,,,,0.01,,,,0.67,0.67,934352.0,1597656.28,,1.88,0.67,,1.0,100.0,0.0128
2006-11-22,11847.0,20458.85,0.05,0.2,0.03,0.02,0.0,10031.69,6038.0,5809.0,10427.16,,,,,,,,0.0,,233.0,,,,,,,,0.01,,,,0.64,0.64,933273.0,1611690.0,,1.89,0.64,,1.0,100.0,0.0126
2006-11-23,12027.0,20360.44,0.05,0.2,0.03,0.02,0.0,9834.02,6218.0,5809.0,10526.42,,,180.0,,,,,,,,,,,180.0,,,,0.01,,,,0.66,0.66,936911.0,1586091.32,,1.86,0.66,,1.0,100.0,0.0128
2006-11-24,11941.0,20113.27,0.05,0.2,0.03,0.02,0.0,9784.61,6132.0,5809.0,10328.66,,,,,,,,0.0,,86.0,,,,,,,,0.01,,,,0.32,0.32,1929931.0,3250751.3,,3.79,0.32,,1.0,100.0,0.0062
2006-11-27,11911.0,20062.74,0.05,0.21,0.03,0.02,0.0,9784.61,6102.0,5809.0,10278.13,,,,,,,,0.0,,29.0,,,,,,,,0.01,,,,0.32,0.32,1929887.0,3250677.19,,3.77,0.32,,1.0,100.0,0.0062
2006-11-28,12135.0,19717.41,0.05,0.21,0.03,0.02,0.0,9438.69,6326.0,5809.0,10278.73,,,224.0,,,,,,,,,,,224.0,,,,0.01,,,,0.33,0.33,1936719.0,3146855.15,,3.71,0.32,,1.0,100.0,0.0062
2006-11-29,11890.0,19420.48,0.05,0.21,0.03,0.02,0.0,9488.1,6081.0,5809.0,9932.37,,,,,,,,0.0,,245.0,,,,,,,,0.01,,,,0.31,0.31,1926902.0,3147296.29,,3.64,0.32,,1.0,100.0,0.0062
2006-11-30,11858.0,19569.96,0.05,0.21,0.03,0.02,0.0,9586.94,6049.0,5809.0,9983.02,,,,,,,,0.0,,33.0,,,,,,,,0.01,,,,0.31,0.31,1925719.0,3178128.25,,3.67,0.32,,1.0,100.0,0.0061
2006-12-01,11764.0,19915.21,0.05,0.21,0.03,0.02,0.0,9834.02,5955.0,5809.0,10081.19,,,,,,,,0.0,,94.0,,,,,,,,0.01,,,,0.31,0.31,1921574.0,3253021.72,,3.74,0.32,,1.0,100.0,0.0061
2006-12-04,11588.0,20208.73,0.05,0.22,0.03,0.02,0.0,10130.53,5779.0,5809.0,10078.21,,,,,,,,0.0,,176.0,,,,,,,,0.01,,,,0.3,0.3,1916590.0,3342411.0,,3.84,0.31,,1.0,100.0,0.006
2006-12-05,12117.0,20409.72,0.05,0.19,0.03,0.02,0.0,9784.61,6308.0,5809.0,10625.12,,,529.0,,,,,,,,,,,529.0,,,,0.01,,,,0.33,0.33,1920050.0,3234107.87,,3.84,0.32,,1.0,100.0,0.0063
2006-12-06,17772.0,29783.74,0.07,0.29,0.04,0.04,0.0,9735.19,11963.0,5809.0,20048.56,,,5655.0,,,,,,,,,,,5655.0,,,,0.02,,,,0.62,0.62,1920362.0,3218296.87,,3.77,0.62,,1.0,100.0,0.0092
2006-12-07,17522.0,29811.95,0.07,0.28,0.04,0.04,0.0,9883.44,11713.0,5809.0,19928.51,,,,,,,,0.0,,250.0,,,,,,,,0.02,,,,0.61,0.61,1917578.0,3262569.76,,3.79,0.62,,1.0,100.0,0.0091
2006-12-08,17501.0,30371.75,0.07,0.27,0.04,0.04,0.0,10081.11,11692.0,5809.0,20290.64,,,,,,,,0.0,,21.0,,,,,,,,0.02,,,,0.61,0.61,1914705.0,3322835.27,,3.87,0.61,,1.0,100.0,0.0091
2006-12-11,17618.0,30724.67,0.07,0.26,0.04,0.04,0.0,10130.53,11809.0,5809.0,20594.14,,,117.0,,,,,,,,,,,117.0,,,,0.02,,,,0.61,0.61,1913893.0,3337707.6,,3.93,0.61,,1.0,100.0,0.0091
2006-12-12,17448.0,31021.92,0.07,0.25,0.04,0.04,0.0,10328.2,11639.0,5809.0,20693.73,,,,,,,,0.0,,170.0,,,,,,,,0.02,,,,0.61,0.61,1911309.0,3398239.35,,3.96,0.61,,1.0,100.0,0.0091
2006-12-13,17658.0,31545.51,0.07,0.26,0.04,0.04,0.0,10377.61,11849.0,5809.0,21167.9,,,210.0,,,,,,,,,,,210.0,,,,0.02,,,,0.61,0.61,1918721.0,3427740.19,,3.99,0.62,,1.0,100.0,0.0091
2006-12-14,17409.0,31989.27,0.07,0.24,0.04,0.04,0.0,10674.12,11600.0,5809.0,21315.16,,,,,,,,0.0,,249.0,,,,,,,,0.03,,,,0.6,0.6,1914426.0,3517783.5,,4.1,0.61,,1.0,100.0,0.009
2006-12-15,17737.0,32591.98,0.07,0.24,0.04,0.04,0.0,10674.12,11928.0,5809.0,21917.86,,,328.0,,,,,,,,,,,328.0,,,,0.03,,,,0.62,0.62,1914618.0,3518136.31,,4.17,0.61,,1.0,100.0,0.0092
2006-12-18,17806.0,32415.81,0.07,0.24,0.04,0.04,0.0,10575.28,11997.0,5809.0,21840.53,,,69.0,,,,,,,,,,,69.0,,,,0.03,,,,0.62,0.62,1915579.0,3487310.47,,4.14,0.62,,1.0,100.0,0.0092
2006-12-19,18006.0,31860.85,0.08,0.24,0.04,0.04,0.0,10278.78,12197.0,5809.0,21582.07,,,199.0,,,,,,,,,,,199.0,,,,0.03,,,,0.63,0.63,1920871.0,3398899.38,,4.06,0.62,,1.0,100.0,0.0093
2006-12-20,17813.0,31216.27,0.07,0.22,0.04,0.04,0.0,10179.94,12004.0,5809.0,21036.33,,,,,,,,0.0,,192.0,,,,,,,,0.02,,,,0.62,0.62,1921145.0,3366697.82,,3.99,0.62,,1.0,100.0,0.0092
2006-12-21,17865.0,30851.47,0.07,0.22,0.04,0.04,0.0,10031.69,12056.0,5809.0,20819.78,,,51.0,,,,,,,,,,,51.0,,,,0.02,,,,0.62,0.62,1923340.0,3321458.84,,3.94,0.62,,1.0,100.0,0.0092
2006-12-22,18016.0,30345.92,0.08,0.22,0.04,0.04,0.0,9784.61,12207.0,5809.0,20561.32,,,151.0,,,,,,,,,,,151.0,,,,0.02,,,,0.63,0.63,1927906.0,3247340.42,,3.91,0.61,,1.0,100.0,0.0093
2006-12-25,5809.0,9784.61,0.02,0.07,0.01,0.04,0.0,9784.61,0.0,5809.0,0.0,,,,,,,,0.0,,12207.0,,,,,,,,0.02,,,,0.0,0.0,1158510.0,1951379.55,,2.38,0.98,,1.0,100.0,0.005
2006-12-26,17716.0,29840.61,0.07,0.21,0.04,0.04,0.0,9784.61,11907.0,5809.0,20056.0,,,11907.0,,,,,,,,,,,11907.0,,,,0.02,,,,0.61,0.61,1927855.0,3247254.52,,3.81,0.61,,1.0,100.0,0.0091
2006-12-27,17815.0,29855.81,0.07,0.21,0.04,0.04,0.0,9735.19,12006.0,5809.0,20120.62,,,98.0,,,,,,,,,,,98.0,,,,0.02,,,,0.62,0.62,1920392.0,3218347.15,,3.8,0.62,,1.0,100.0,0.0092
2006-12-28,17753.0,29600.88,0.07,0.2,0.04,0.03,0.0,9685.77,11944.0,5809.0,19915.11,,,,,,,,0.0,,62.0,,,,,,,,0.02,,,,0.62,0.62,1921342.0,3203594.36,,3.78,0.62,,1.0,100.0,0.0092
2006-12-29,17328.0,29776.7,0.07,0.19,0.04,0.04,0.0,9982.27,11519.0,5809.0,19794.43,,,,,,,,0.0,,425.0,,,,,,,,0.02,,,,0.6,0.6,1915406.0,3291463.06,,3.75,0.62,,1.0,100.0,0.009
2007-01-01,5809.0,9982.27,0.02,0.06,0.01,0.04,0.0,9982.27,0.0,5809.0,0.0,,,,,,,,0.0,,11519.0,,,,,,,,0.02,,,,0.0,0.0,1157752.0,1989498.8,,2.27,1.05,,1.0,100.0,0.005
2007-01-02,17492.0,30504.93,0.07,0.18,0.04,0.04,0.0,10130.53,11683.0,5809.0,20374.41,,,11683.0,,,,,,,,,,,11683.0,,,,0.02,,,,0.61,0.61,1913440.0,3336917.6,,3.87,0.61,,1.0,100.0,0.0091
2007-01-03,17975.0,30735.6,0.07,0.19,0.04,0.04,0.0,9932.86,12166.0,5809.0,20802.74,,,483.0,,,,,,,,,,,483.0,,,,0.02,,,,0.63,0.63,1922812.0,3287832.27,,3.9,0.62,,1.0,100.0,0.0093
2007-01-04,17617.0,30423.19,0.07,0.2,0.04,0.04,0.0,10031.69,11808.0,5809.0,20391.5,,,,,,,,0.0,,358.0,,,,,,,,0.02,,,,0.61,0.61,1921446.0,3318188.05,,3.89,0.61,,1.0,100.0,0.0091
2007-01-05,17731.0,30620.06,0.07,0.2,0.04,0.04,0.0,10031.69,11922.0,5809.0,20588.37,,,114.0,,,,,,,,,,,114.0,,,,0.02,,,,0.62,0.62,1921339.0,3318003.27,,3.92,0.61,,1.0,100.0,0.0092
2007-01-08,17803.0,30441.5,0.07,0.2,0.04,0.04,0.0,9932.86,11994.0,5809.0,20508.64,,,72.0,,,,,,,,,,,72.0,,,,0.02,,,,0.62,0.62,1923557.0,3289106.16,,3.93,0.61,,1.0,100.0,0.0092
2007-01-09,17038.0,30872.73,0.07,0.19,0.04,0.04,0.0,10525.86,11229.0,5809.0,20346.86,,,,,,,,0.0,,765.0,,,,,,,,0.02,,,,0.58,0.58,1914317.0,3468727.89,,4.0,0.59,,1.0,100.0,0.0088
2007-01-10,17514.0,32331.2,0.07,0.15,0.04,0.04,0.0,10723.53,11705.0,5809.0,21607.67,,,476.0,,,,,,,,,,,476.0,,,,0.03,,,,0.61,0.61,1916418.0,3537746.81,,4.17,0.6,,1.0,100.0,0.0091
2007-01-11,17834.0,32618.5,0.07,0.15,0.04,0.04,0.0,10624.7,12025.0,5809.0,21993.8,,,320.0,,,,,,,,,,,320.0,,,,0.03,,,,0.62,0.62,1919701.0,3511145.48,,4.2,0.61,,1.0,100.0,0.0092
2007-01-12,17527.0,32504.3,0.07,0.15,0.04,0.04,0.0,10772.95,11718.0,5809.0,21731.35,,,,,,,,0.0,,307.0,,,,,,,,0.03,,,,0.61,0.61,1918156.0,3557272.96,,4.18,0.61,,1.0,100.0,0.0091
2007-01-15,17271.0,33204.94,0.07,0.14,0.04,0.04,0.0,11168.29,11462.0,5809.0,22036.65,,,,,,,,0.0,,256.0,,,,,,,,0.03,,,,0.6,0.6,1912626.0,3677183.2,,4.24,0.61,,1.0,100.0,0.009
2007-01-16,17699.0,34027.81,0.07,0.14,0.04,0.04,0.0,11168.29,11890.0,5809.0,22859.52,,,428.0,,,,,,,,,,,428.0,,,,0.03,,,,0.62,0.62,1912702.0,3677329.32,,4.34,0.62,,1.0,100.0,0.0092
2007-01-17,17649.0,33931.68,0.07,0.14,0.04,0.04,0.0,11168.29,11840.0,5809.0,22763.39,,,,,,,,0.0,,49.0,,,,,,,,0.03,,,,0.61,0.61,1919114.0,3689656.92,,4.35,0.61,,1.0,100.0,0.0091
2007-01-18,17841.0,33845.49,0.07,0.15,0.04,0.04,0.0,11020.04,12032.0,5809.0,22825.46,,,191.0,,,,,,,,,,,191.0,,,,0.03,,,,0.62,0.62,1921839.0,3645848.67,,4.31,0.62,,1.0,100.0,0.0092
2007-01-19,17695.0,33869.58,0.07,0.15,0.04,0.04,0.0,11118.87,11886.0,5809.0,22750.71,,,,,,,,0.0,,145.0,,,,,,,,0.03,,,,0.61,0.61,1921790.0,3678453.08,,4.3,0.61,,1.0,100.0,0.0092
2007-01-22,17964.0,33620.37,0.07,0.15,0.04,0.04,0.0,10871.78,12155.0,5809.0,22748.59,,,268.0,,,,,,,,,,,268.0,,,,0.03,,,,0.63,0.63,1924452.0,3601691.72,,4.28,0.62,,1.0,100.0,0.0093
2007-01-23,18053.0,32711.9,0.08,0.15,0.04,0.04,0.0,10525.86,12244.0,5809.0,22186.04,,,89.0,,,,,,,,,,,89.0,,,,0.03,,,,0.63,0.63,1925050.0,3488176.01,,4.15,0.62,,1.0,100.0,0.0093
2007-01-24,17674.0,32175.51,0.07,0.15,0.04,0.04,0.0,10575.28,11865.0,5809.0,21600.23,,,,,,,,0.0,,379.0,,,,,,,,0.03,,,,0.61,0.61,1918726.0,3493039.58,,4.09,0.62,,1.0,100.0,0.0092
2007-01-25,17719.0,32709.64,0.07,0.15,0.04,0.04,0.0,10723.53,11910.0,5809.0,21986.1,,,45.0,,,,,,,,,,,45.0,,,,0.03,,,,0.62,0.62,1919515.0,3543463.94,,4.13,0.61,,1.0,100.0,0.0092
2007-01-26,18046.0,32392.18,0.08,0.16,0.04,0.04,0.0,10427.03,12237.0,5809.0,21965.15,,,327.0,,,,,,,,,,,327.0,,,,0.03,,,,0.63,0.63,1924263.0,3454010.53,,4.13,0.62,,1.0,100.0,0.0093
2007-01-29,17475.0,31961.89,0.07,0.16,0.04,0.04,0.0,10624.7,11666.0,5809.0,21337.19,,,,,,,,0.0,,571.0,,,,,,,,0.03,,,,0.61,0.61,1916438.0,3505177.43,,4.08,0.61,,1.0,100.0,0.0091
2007-01-30,17866.0,32221.07,0.07,0.18,0.04,0.04,0.0,10476.45,12057.0,5809.0,21744.62,,,392.0,,,,,,,,,,,392.0,,,,0.03,,,,0.62,0.62,1921893.0,3466105.99,,4.11,0.62,,1.0,100.0,0.0092
2007-01-31,17792.0,31784.9,0.07,0.18,0.04,0.04,0.0,10377.61,11983.0,5809.0,21407.29,,,,,,,,0.0,,75.0,,,,,,,,0.03,,,,0.62,0.62,1921139.0,3432059.88,,4.05,0.62,,1.0,100.0,0.0092
2007-02-01,17600.0,31741.34,0.07,0.17,0.04,0.04,0.0,10476.45,11791.0,5809.0,21264.9,,,,,,,,0.0,,192.0,,,,,,,,0.03,,,,0.61,0.61,1917947.0,3458989.44,,4.04,0.62,,1.0,100.0,0.0091
2007-02-02,17680.0,32036.03,0.07,0.18,0.04,0.04,0.0,10525.86,11871.0,5809.0,21510.16,,,80.0,,,,,,,,,,,80.0,,,,0.03,,,,0.61,0.61,1918715.0,3476697.04,,4.07,0.62,,1.0,100.0,0.0092
2007-02-05,17666.0,32160.94,0.07,0.19,0.04,0.04,0.0,10575.28,11857.0,5809.0,21585.66,,,,,,,,0.0,,15.0,,,,,,,,0.03,,,,0.61,0.61,1918735.0,3493055.97,,4.1,0.62,,1.0,100.0,0.0092
2007-02-06,17410.0,32435.43,0.07,0.18,0.04,0.04,0.0,10822.37,11601.0,5809.0,21613.06,,,,,,,,0.0,,256.0,,,,,,,,0.03,,,,0.6,0.6,1915740.0,3569089.64,,4.14,0.61,,1.0,100.0,0.009
2007-02-07,17910.0,32757.51,0.07,0.19,0.04,0.04,0.0,10624.7,12101.0,5809.0,22132.81,,,501.0,,,,,,,,,,,501.0,,,,0.03,,,,0.63,0.63,1922648.0,3516535.56,,4.16,0.62,,1.0,100.0,0.0093
