,CB3 FP Equity_DX_SI_QTY,CB3 FP Equity_DX_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CB3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CB3 FP Equity_DX_SI_MV,CB3 FP Equity_DX_DSS,CB3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CB3 FP Equity_DX_SUPPLY_SI_QTY,CB3 FP Equity_DX_BROKER_SI_QTY,CB3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CB3 FP Equity_DX_BROKER_SI_MV_NEW_x,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CB3 FP Equity_DX_BROKER_SI_MV_INC_x,CB3 FP Equity_DX_BROKER_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_NEW,CB3 FP Equity_DX_SUPPLY_SI_MV_DEC,CB3 FP Equity_DX_BROKER_SI_QTY_INC,CB3 FP Equity_DX_SUPPLY_SI_QTY_DEC,CB3 FP Equity_DX_BROKER_SI_MV_NEW_y,CB3 FP Equity_DX_BROKER_SI_MV_INC_y,CB3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CB3 FP Equity_DX_BROKER_SI_MV_ADD,CB3 FP Equity_DX_SUPPLY_SI_QTY_ADD,CB3 FP Equity_DX_BROKER_SI_QTY_DEC,CB3 FP Equity_DX_SUPPLY_SI_MV,CB3 FP Equity_DX_BROKER_SI_MV_DEC,CB3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CB3 FP Equity_DX_UTILIZATION_QUANTITY,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CB3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CB3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CB3 FP Equity_DX_ACTIVE_UTILIZATION_MV,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CB3 FP Equity_DX_BROKER_SI_CON_RATIO,CB3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CB3 FP Equity_DX_DEMAND_SUPPLY_RATIO,CB3 FP Equity_PX_LAST
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5178
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4494
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6934
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.3029
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0134
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1923
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.8694
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.6289
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.2459
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.9968
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1109
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.9932
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.397
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.3637
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2555
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5823
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.11
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4315
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8146
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9232
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.8572
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7425
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.4392
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.3465
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.7002
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5625
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.5394
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.4818
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.55
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.9493
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5615
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1538
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0892
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1755
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8234
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7269
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8288
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.705
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2899
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6675
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.3082
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0624
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.5237
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.9396
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.4
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0985
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0175
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.8154
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.45
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.7711
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4956
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3077
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.6407
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.5768
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.968
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.087
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0258
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3035
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1725
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0423
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.2978
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8302
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6902
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7335
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.1644
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4778
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.2413
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.8323
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.78
2022-09-21,3500.0,737055.55,11.43,0.23,0.73,,737055.55,0.0,3500.0,0.0,,,,3500.0,,,,,,,,0.73,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,210.5873
2022-09-22,3500.0,733369.0,10.55,0.23,0.74,,733369.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,209.534
2022-09-23,3500.0,730345.0,10.55,0.23,0.73,,730345.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,208.67
2022-09-26,3500.0,726395.95,9.56,0.23,0.73,,726395.95,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.5417
2022-09-27,3500.0,717274.95,9.56,0.23,0.73,,717274.95,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,204.9357
2022-09-28,3500.0,722841.0,8.61,0.23,0.72,,722841.0,0.0,3500.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,206.526
2022-09-29,1000.0,205410.0,2.46,0.07,0.21,,205410.0,0.0,1000.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,205.41
2022-09-30,1000.0,206859.9,2.41,0.07,0.21,,206859.9,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,206.8599
2022-10-03,1000.0,210133.1,2.22,0.07,0.21,,210133.1,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,210.1331
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.3714
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0686
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.2076
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3405
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.52
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3172
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.245
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0869
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.832
2022-10-17,3300.0,673930.62,8.96,0.21,0.67,,673930.62,0.0,3300.0,0.0,,,,3300.0,,,,,,,,0.67,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,204.2214
2022-10-18,3300.0,672985.5,8.93,0.21,0.67,,672985.5,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,203.935
2022-10-19,5300.0,1075972.08,13.11,0.33,1.08,,1075972.08,0.0,5300.0,0.0,,,0.4,,,,2000.0,,,0.4,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,203.0136
2022-10-20,5300.0,1075851.24,13.08,0.33,1.07,,1075851.24,0.0,5300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,202.9908
2022-10-21,5300.0,1073105.31,13.04,0.33,1.08,,1073105.31,0.0,5300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,202.4727
2022-10-24,5300.0,1081887.94,11.16,0.33,1.07,,1081887.94,0.0,5300.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,204.1298
2022-10-25,2000.0,413825.0,3.92,0.13,0.41,,413825.0,0.0,2000.0,0.0,,,,,,,,,,,,,,3300.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,206.9125
2022-10-26,2000.0,414840.0,3.94,0.13,0.41,,414840.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.42
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.255
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.575
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.1167
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4107
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3915
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9029
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4038
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0664
2022-11-08,5400.0,1112122.44,4.37,0.32,1.11,,1112122.44,0.0,5400.0,0.0,,,,5400.0,,,,,,,,1.11,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,205.9486
2022-11-09,5400.0,1119289.86,4.51,0.32,1.11,,1119289.86,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.2759
2022-11-10,5400.0,1134530.82,4.51,0.32,1.13,,1134530.82,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,210.0983
2022-11-11,5400.0,1120486.5,4.42,0.32,1.14,,1120486.5,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.4975
2022-11-14,5400.0,1119846.06,4.55,0.32,1.12,,1119846.06,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,207.3789
2022-11-15,5400.0,1126998.9,4.55,0.32,1.12,,1126998.9,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,208.7035
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.2216
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0707
2022-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6530.0,0.0,0.0,,0.0,,0.0,210.645
2022-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6538.71,0.0,0.0,,0.0,,0.0,210.9261
2022-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6539.92,0.0,0.0,,0.0,,0.0,210.965
2022-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6580.22,0.0,0.0,,0.0,,0.0,212.265
2022-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6621.29,0.0,0.0,,0.0,,0.0,213.59
2022-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6559.13,0.0,0.0,,0.0,,0.0,211.5847
2022-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6539.56,0.0,0.0,,0.0,,0.0,210.9536
2022-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6591.22,0.0,0.0,,0.0,,0.0,212.62
2022-11-30,3400.0,720579.68,3.29,0.2,0.73,,720579.68,0.0,3400.0,0.0,,,,3400.0,,,,,,,,0.73,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,211.9352
2022-12-01,3400.0,724608.0,3.29,0.2,0.72,,724608.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,213.12
2022-12-02,3400.0,728161.0,3.3,0.2,0.73,,728161.0,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,214.165
2022-12-05,3400.0,725657.58,3.54,0.2,0.73,,725657.58,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,213.4287
2022-12-06,3400.0,729426.82,3.54,0.2,0.72,,729426.82,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,214.5373
2022-12-07,3400.0,731280.5,3.46,0.2,0.73,,731280.5,0.0,3400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,109.6774,215.0825
2022-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3400.0,0.0,0.73,0.0,0.0,31.0,6664.54,0.0,0.0,,0.0,,0.0,214.985
2022-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6608.58,0.0,0.0,,0.0,,0.0,213.18
2022-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6616.57,0.0,0.0,,0.0,,0.0,213.4377
2022-12-13,1800.0,383253.48,2.41,0.11,0.38,,383253.48,0.0,1800.0,0.0,,,,1800.0,,,,,,,,0.38,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,212.9186
2022-12-14,1800.0,382720.14,1.97,0.11,0.38,,382720.14,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,212.6223
2022-12-15,1800.0,377603.46,1.97,0.11,0.38,,377603.46,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,209.7797
2022-12-16,1800.0,374239.62,1.9,0.11,0.38,,374239.62,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,207.9109
2022-12-19,1800.0,373923.0,1.69,0.11,0.37,,373923.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,207.735
2022-12-20,1800.0,371209.5,3.17,0.11,0.37,,371209.5,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,206.2275
2022-12-21,1800.0,370458.0,3.19,0.11,0.37,,370458.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,205.81
2022-12-22,1800.0,370845.0,3.16,0.11,0.37,,370845.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,206.025
2022-12-23,1800.0,368526.78,3.37,0.11,0.37,,368526.78,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,204.7371
2022-12-26,1800.0,368526.78,3.1,0.11,0.37,,368526.78,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,
2022-12-27,1800.0,365798.7,3.1,0.11,0.37,,365798.7,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,58.0645,203.2215
2022-12-28,800.0,162592.0,1.38,0.05,0.16,,162592.0,0.0,800.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,203.24
2022-12-29,800.0,162646.48,1.47,0.05,0.16,,162646.48,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,203.3081
2022-12-30,800.0,162896.0,1.48,0.05,0.16,,162896.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,203.62
2023-01-02,800.0,163320.0,1.48,0.05,0.16,,163320.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,204.15
2023-01-03,800.0,162615.52,1.48,0.05,0.16,,162615.52,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,203.2694
2023-01-04,800.0,165056.0,1.48,0.05,0.16,,165056.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,206.32
2023-01-05,800.0,165039.04,1.43,0.05,0.16,,165039.04,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,206.2988
2023-01-06,800.0,165334.16,1.35,0.05,0.17,,165334.16,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,206.6677
2023-01-09,800.0,165282.8,1.22,0.05,0.17,,165282.8,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,206.6035
2023-01-10,800.0,165373.6,1.22,0.05,0.17,,165373.6,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,25.8065,206.717
2023-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.17,0.0,0.0,31.0,6453.39,0.0,0.0,,0.0,,0.0,208.1738
2023-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6468.15,0.0,0.0,,0.0,,0.0,208.65
2023-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6477.14,0.0,0.0,,0.0,,0.0,208.94
2023-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6469.39,0.0,0.0,,0.0,,0.0,208.69
2023-01-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6481.98,0.0,0.0,,0.0,,0.0,209.0961
2023-01-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6548.43,0.0,0.0,,0.0,,0.0,211.2397
2023-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6569.37,0.0,0.0,,0.0,,0.0,211.915
2023-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6527.39,0.0,0.0,,0.0,,0.0,210.561
2023-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6464.43,0.0,0.0,,0.0,,0.0,208.53
2023-01-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6492.64,0.0,0.0,,0.0,,0.0,209.44
2023-01-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6503.72,0.0,0.0,,0.0,,0.0,209.7973
2023-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6474.97,0.0,0.0,,0.0,,0.0,208.87
2023-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,31.0,6440.01,0.0,0.0,,0.0,,0.0,207.7422
2023-01-30,3800.0,787455.0,7.47,0.21,0.79,,787455.0,0.0,3800.0,0.0,,,,3800.0,,,,,,,,0.79,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,122.5806,207.225
2023-01-31,3800.0,788272.0,9.77,0.21,0.79,,788272.0,0.0,3800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,122.5806,207.44
2023-02-01,3800.0,787484.64,9.75,0.21,0.79,,787484.64,0.0,3800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,122.5806,207.2328
2023-02-02,3800.0,796084.8,8.27,0.21,0.79,,796084.8,0.0,3800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,122.5806,209.496
2023-02-03,3800.0,793194.52,8.33,0.21,0.79,,793194.52,0.0,3800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,122.5806,208.7354
