,ALKKO FP Equity_DX_SI_QTY,ALKKO FP Equity_DX_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALKKO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALKKO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALKKO FP Equity_DX_SI_MV,ALKKO FP Equity_DX_DSS,ALKKO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALKKO FP Equity_DX_SUPPLY_SI_QTY,ALKKO FP Equity_DX_BROKER_SI_QTY,ALKKO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALKKO FP Equity_DX_BROKER_SI_MV_INC_x,ALKKO FP Equity_DX_BROKER_SI_QTY_ADD,ALKKO FP Equity_DX_SUPPLY_SI_MV_DEC,ALKKO FP Equity_DX_BROKER_SI_QTY_INC,ALKKO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALKKO FP Equity_DX_BROKER_SI_MV_INC_y,ALKKO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALKKO FP Equity_DX_BROKER_SI_MV_ADD,ALKKO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALKKO FP Equity_DX_BROKER_SI_QTY_DEC,ALKKO FP Equity_DX_SUPPLY_SI_MV,ALKKO FP Equity_DX_BROKER_SI_MV_DEC,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_UTILIZATION_QUANTITY,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALKKO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALKKO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALKKO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALKKO FP Equity_DX_BROKER_SI_CON_RATIO,ALKKO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALKKO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALKKO FP Equity_PX_LAST
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954510.0,77697.11,0.08,0.0,,0.0,,0.0,0.0814
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,954610.0,75796.03,0.08,0.0,,0.0,,0.0,0.0794
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,975610.0,76487.82,0.08,0.0,,0.0,,0.0,0.0784
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,975610.0,77463.43,0.08,0.0,,0.0,,0.0,0.0794
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978710.0,75360.67,0.08,0.0,,0.0,,0.0,0.077
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978710.0,73207.51,0.07,0.0,,0.0,,0.0,0.0748
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978810.0,68516.7,0.07,0.0,,0.0,,0.0,0.07
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978810.0,65384.51,0.07,0.0,,0.0,,0.0,0.0668
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978810.0,65580.27,0.07,0.0,,0.0,,0.0,0.067
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978710.0,67530.99,0.07,0.0,,0.0,,0.0,0.069
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978610.0,67719.81,0.07,0.0,,0.0,,0.0,0.0692
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978610.0,64196.82,0.07,0.0,,0.0,,0.0,0.0656
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,978610.0,64001.09,0.06,0.0,,0.0,,0.0,0.0654
2024-06-03,165600.0,11426.4,0.12,0.6,0.12,0.01,0.0,5713.2,82800.0,82800.0,5713.2,,,82800.0,,,,,,0.01,82800.0,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.069
2024-06-04,165600.0,11426.4,0.12,0.62,0.12,0.01,0.0,5713.2,82800.0,82800.0,5713.2,,,,,,,,,,,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.069
2024-06-05,165600.0,11260.8,0.12,0.63,0.12,0.01,0.0,5630.4,82800.0,82800.0,5630.4,,,,,,,,,,,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.068
2024-06-06,165600.0,11393.28,0.12,0.75,0.12,0.01,0.0,5696.64,82800.0,82800.0,5696.64,,,,,,,,,,,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.0688
2024-06-07,165600.0,10896.48,0.12,0.81,0.12,0.01,0.0,5448.24,82800.0,82800.0,5448.24,,,,,,,,,,,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.0658
2024-06-10,165600.0,10598.4,0.12,0.8,0.12,0.01,0.0,5299.2,82800.0,82800.0,5299.2,,,,,,,,,,,,0.01,,100.0,7.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.155,0.064
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,82800.0,,,,,82800.0,0.0,0.01,0.0,0.0,992110.0,63296.62,0.06,0.0,,0.0,,0.0,0.0638
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,991510.0,63456.64,0.06,0.0,,0.0,,0.0,0.064
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,991410.0,65631.34,0.06,0.0,,0.0,,0.0,0.0662
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,991410.0,62657.11,0.06,0.0,,0.0,,0.0,0.0632
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,991410.0,64838.21,0.06,0.0,,0.0,,0.0,0.0654
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,992110.0,63891.88,0.06,0.0,,0.0,,0.0,0.0644
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1001110.0,62669.49,0.06,0.0,,0.0,,0.0,0.0626
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000210.0,63213.27,0.06,0.0,,0.0,,0.0,0.0632
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000210.0,65613.78,0.06,0.0,,0.0,,0.0,0.0656
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,990710.0,63801.72,0.06,0.0,,0.0,,0.0,0.0644
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000710.0,63645.16,0.06,0.0,,0.0,,0.0,0.0636
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000610.0,65439.89,0.06,0.0,,0.0,,0.0,0.0654
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000710.0,67047.57,0.07,0.0,,0.0,,0.0,0.067
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1000710.0,67047.57,0.07,0.0,,0.0,,0.0,0.067
2024-07-01,182200.0,12170.96,0.13,1.79,0.13,0.01,0.0,6085.48,91100.0,91100.0,6085.48,,,91100.0,,,,,,0.01,91100.0,,0.01,,100.0,8.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.1692,0.0668
2024-07-02,188400.0,12246.0,0.14,1.79,0.14,0.01,0.0,6123.0,94200.0,94200.0,6123.0,3100.0,,3100.0,,,,,3100.0,0.0,,,0.01,,100.0,8.72,0.0,0.0,0.0,100.0,3.29,0.9363,96.71,0.1745,0.065
2024-07-03,188400.0,12359.04,0.14,1.77,0.14,0.01,0.0,6179.52,94200.0,94200.0,6179.52,,,,,,,,,,,,0.01,,100.0,8.72,0.0,0.0,0.0,100.0,3.29,0.9363,96.71,0.1745,0.0656
2024-07-04,188400.0,12359.04,0.14,2.22,0.14,0.01,0.0,6179.52,94200.0,94200.0,6179.52,,,,,,,,,,,,0.01,,100.0,8.73,0.0,0.0,0.0,100.0,3.29,0.9363,96.71,0.1746,0.0656
2024-07-05,188400.0,12396.72,0.14,2.56,0.14,0.01,0.0,6198.36,94200.0,94200.0,6198.36,,,,,,,,,,,,0.01,,100.0,8.73,0.0,0.0,0.0,100.0,3.29,0.9363,96.71,0.1746,0.0658
2024-07-08,188400.0,12321.36,0.14,2.79,0.14,0.01,0.0,6160.68,94200.0,94200.0,6160.68,,,,,,,,,,,,0.01,,100.0,8.73,0.0,0.0,0.0,100.0,3.29,0.9363,96.71,0.1746,0.0654
2024-07-09,6200.0,420.36,0.0,0.09,0.0,0.0,0.0,210.18,3100.0,3100.0,210.18,,,,0.01,,91100.0,,,,,91100.0,0.0,0.01,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0678
2024-07-10,6200.0,409.2,0.0,0.08,0.0,0.0,0.0,204.6,3100.0,3100.0,204.6,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.066
2024-07-11,6200.0,400.52,0.0,0.08,0.0,0.0,0.0,200.26,3100.0,3100.0,200.26,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0646
2024-07-12,6200.0,409.2,0.0,0.09,0.0,0.0,0.0,204.6,3100.0,3100.0,204.6,,,,,,,,,,,,0.0,,100.0,0.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0057,0.066
2024-07-15,6200.0,406.72,0.0,0.08,0.0,0.0,0.0,203.36,3100.0,3100.0,203.36,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0656
2024-07-16,6200.0,404.24,0.0,0.08,0.0,0.0,0.0,202.12,3100.0,3100.0,202.12,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0652
2024-07-17,6200.0,407.96,0.0,0.08,0.0,0.0,0.0,203.98,3100.0,3100.0,203.98,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0658
2024-07-18,6200.0,401.76,0.0,0.08,0.0,0.0,0.0,200.88,3100.0,3100.0,200.88,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0648
2024-07-19,6200.0,400.52,0.0,0.08,0.0,0.0,0.0,200.26,3100.0,3100.0,200.26,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0646
2024-07-22,6200.0,401.76,0.0,0.09,0.0,0.0,0.0,200.88,3100.0,3100.0,200.88,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.0648
2024-07-23,6200.0,403.0,0.0,0.09,0.0,0.0,0.0,201.5,3100.0,3100.0,201.5,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.065
2024-07-24,6200.0,403.0,0.0,0.09,0.0,0.0,0.0,201.5,3100.0,3100.0,201.5,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.065
2024-07-25,6200.0,403.0,0.0,0.09,0.0,0.0,0.0,201.5,3100.0,3100.0,201.5,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.065
2024-07-26,6200.0,403.0,0.0,0.09,0.0,0.0,0.0,201.5,3100.0,3100.0,201.5,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0063,0.065
2024-07-29,36200.0,2410.92,0.03,0.6,0.03,0.0,0.0,2204.46,18100.0,33100.0,1205.46,15000.0,0.0,15000.0,,15000.0,,0.0,15000.0,0.0,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0666
2024-07-30,36200.0,2418.16,0.03,0.61,0.03,0.0,0.0,2211.08,18100.0,33100.0,1209.08,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0668
2024-07-31,36200.0,2439.88,0.03,0.65,0.03,0.0,0.0,2230.94,18100.0,33100.0,1219.94,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0674
2024-08-01,36200.0,2454.36,0.03,0.64,0.03,0.0,0.0,2244.18,18100.0,33100.0,1227.18,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0678
2024-08-02,408400.0,27689.52,0.29,7.17,0.29,0.03,0.0,14861.76,204200.0,219200.0,13844.76,186100.0,,186100.0,,,,,186100.0,0.01,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.0678
2024-08-05,408400.0,26872.72,0.29,7.29,0.29,0.03,0.0,14423.36,204200.0,219200.0,13436.36,,,,,,,,,,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.0658
2024-08-06,408400.0,26137.6,0.29,6.41,0.29,0.03,0.0,14028.8,204200.0,219200.0,13068.8,,,,,,,,,,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.064
2024-08-07,408400.0,25974.24,0.29,6.36,0.29,0.03,0.0,13941.12,204200.0,219200.0,12987.12,,,,,,,,,,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.0636
2024-08-08,408400.0,26137.6,0.29,6.08,0.29,0.03,0.0,14028.8,204200.0,219200.0,13068.8,,,,,,,,,,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.064
2024-08-09,408400.0,25974.24,0.29,6.32,0.29,0.03,0.0,13941.12,204200.0,219200.0,12987.12,,,,,,,,,,,,0.01,,100.0,17.18,0.0,0.0,0.0,100.0,5.18,0.8317,90.97,0.3435,0.0636
2024-08-12,36200.0,2309.56,0.03,0.58,0.03,0.0,0.0,2111.78,18100.0,33100.0,1154.78,,,,0.01,,186100.0,,,,,186100.0,0.0,0.01,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0638
2024-08-13,36200.0,2295.08,0.03,0.62,0.03,0.0,0.0,2098.54,18100.0,33100.0,1147.54,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0634
2024-08-14,36200.0,2302.32,0.03,0.66,0.03,0.0,0.0,2105.16,18100.0,33100.0,1151.16,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0636
2024-08-15,36200.0,2258.88,0.03,0.65,0.03,0.0,0.0,2065.44,18100.0,33100.0,1129.44,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0624
2024-08-16,36200.0,2316.8,0.03,0.65,0.03,0.0,0.0,2118.4,18100.0,33100.0,1158.4,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.064
2024-08-19,36200.0,2309.56,0.03,0.64,0.03,0.0,0.0,2111.78,18100.0,33100.0,1154.78,,,,,,,,,,,,0.0,,100.0,1.8,0.0,0.0,0.0,100.0,42.63,0.5109,57.37,0.0361,0.0638
2024-08-20,21200.0,1369.52,0.02,0.38,0.02,0.0,0.0,200.26,18100.0,3100.0,1169.26,,,,,,,,,,,30000.0,0.0,0.0,100.0,1.8,0.0,0.0,0.0,100.0,29.25,0.5862,70.75,0.0211,0.0646
2024-08-21,6200.0,381.92,0.0,0.15,0.0,0.0,0.0,190.96,3100.0,3100.0,190.96,,,,0.0,,15000.0,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0616
2024-08-22,6200.0,396.8,0.0,0.14,0.0,0.0,0.0,198.4,3100.0,3100.0,198.4,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.064
2024-08-23,6200.0,373.24,0.0,0.14,0.0,0.0,0.0,186.62,3100.0,3100.0,186.62,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0602
2024-08-26,6200.0,396.8,0.0,0.17,0.0,0.0,0.0,198.4,3100.0,3100.0,198.4,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.064
2024-08-27,6200.0,389.36,0.0,0.16,0.0,0.0,0.0,194.68,3100.0,3100.0,194.68,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0628
2024-08-28,6200.0,395.56,0.0,0.16,0.0,0.0,0.0,197.78,3100.0,3100.0,197.78,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0638
2024-08-29,6200.0,395.56,0.0,0.17,0.0,0.0,0.0,197.78,3100.0,3100.0,197.78,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0638
2024-08-30,6200.0,391.84,0.0,0.17,0.0,0.0,0.0,195.92,3100.0,3100.0,195.92,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0632
2024-09-02,6200.0,396.8,0.0,0.13,0.0,0.0,0.0,198.4,3100.0,3100.0,198.4,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.064
2024-09-03,6200.0,373.24,0.0,0.13,0.0,0.0,0.0,186.62,3100.0,3100.0,186.62,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0602
2024-09-04,408000.0,25704.0,0.29,8.41,0.29,0.02,0.0,12852.0,204000.0,204000.0,12852.0,200900.0,,200900.0,,,,,200900.0,0.01,,,0.01,,100.0,17.16,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3432,0.063
2024-09-05,408000.0,25704.0,0.29,8.92,0.29,0.03,0.0,12852.0,204000.0,204000.0,12852.0,,,,,,,,,,,,0.01,,100.0,17.16,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3432,0.063
2024-09-06,408000.0,23990.4,0.29,8.92,0.29,0.03,0.0,11995.2,204000.0,204000.0,11995.2,,,,,,,,,,,,0.01,,100.0,17.16,0.0,0.0,0.0,100.0,1.49,0.9706,98.51,0.3432,0.0588
2024-09-09,408000.0,26520.0,0.29,9.11,0.29,0.02,0.0,13260.0,204000.0,204000.0,13260.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.065
2024-09-10,408000.0,24480.0,0.29,5.75,0.29,0.03,0.0,12240.0,204000.0,204000.0,12240.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.06
2024-09-11,408000.0,25296.0,0.29,5.59,0.29,0.02,0.0,12648.0,204000.0,204000.0,12648.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.062
2024-09-12,408000.0,24969.6,0.29,5.64,0.29,0.03,0.0,12484.8,204000.0,204000.0,12484.8,,,,,,,,,,,,0.01,,100.0,16.45,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.329,0.0612
2024-09-13,408000.0,24072.0,0.29,5.55,0.29,0.03,0.0,12036.0,204000.0,204000.0,12036.0,,,,,,,,,,,,0.01,,100.0,16.45,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.329,0.059
2024-09-16,408000.0,25132.8,0.29,5.55,0.29,0.02,0.0,12566.4,204000.0,204000.0,12566.4,,,,,,,,,,,,0.01,,100.0,16.45,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.329,0.0616
2024-09-17,408000.0,23664.0,0.29,6.46,0.29,0.03,0.0,11832.0,204000.0,204000.0,11832.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.058
2024-09-18,408000.0,23256.0,0.29,6.5,0.29,0.02,0.0,11628.0,204000.0,204000.0,11628.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.057
2024-09-19,408000.0,24153.6,0.29,6.52,0.29,0.02,0.0,12076.8,204000.0,204000.0,12076.8,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.0592
2024-09-20,408000.0,23256.0,0.29,6.52,0.29,0.02,0.0,11628.0,204000.0,204000.0,11628.0,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.057
2024-09-23,408000.0,21542.4,0.29,6.51,0.29,0.02,0.0,10771.2,204000.0,204000.0,10771.2,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.0528
2024-09-24,408000.0,19094.4,0.29,5.1,0.29,0.02,0.0,9547.2,204000.0,204000.0,9547.2,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.0468
2024-09-25,408000.0,17054.4,0.29,3.76,0.29,0.02,0.0,8527.2,204000.0,204000.0,8527.2,,,,,,,,,,,,0.01,,100.0,17.1,0.0,0.0,0.0,100.0,1.52,0.9701,98.48,0.3419,0.0418
2024-09-26,6200.0,265.36,0.0,0.05,0.0,0.0,0.0,132.68,3100.0,3100.0,132.68,,,,0.01,,200900.0,,,,,200900.0,0.0,0.01,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0428
2024-09-27,6200.0,250.48,0.0,0.05,0.0,0.0,0.0,125.24,3100.0,3100.0,125.24,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0404
2024-09-30,6200.0,281.48,0.0,0.05,0.0,0.0,0.0,140.74,3100.0,3100.0,140.74,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0454
2024-10-01,6200.0,276.52,0.0,0.05,0.0,0.0,0.0,138.26,3100.0,3100.0,138.26,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061,0.0446
2024-10-02,6200.0,255.44,0.0,0.05,0.0,0.0,0.0,127.72,3100.0,3100.0,127.72,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061,0.0412
2024-10-03,6200.0,256.68,0.0,0.05,0.0,0.0,0.0,128.34,3100.0,3100.0,128.34,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061,0.0414
2024-10-04,6200.0,248.0,0.0,0.05,0.0,0.0,0.0,124.0,3100.0,3100.0,124.0,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061,0.04
2024-10-07,6200.0,248.0,0.0,0.04,0.0,0.0,0.0,124.0,3100.0,3100.0,124.0,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0061,0.04
2024-10-08,6200.0,265.36,0.0,0.04,0.0,0.0,0.0,132.68,3100.0,3100.0,132.68,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0428
2024-10-09,6200.0,265.36,0.0,0.04,0.0,0.0,0.0,132.68,3100.0,3100.0,132.68,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0428
2024-10-10,6200.0,265.36,0.0,0.04,0.0,0.0,0.0,132.68,3100.0,3100.0,132.68,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0428
2024-10-11,6200.0,250.48,0.0,0.04,0.0,0.0,0.0,125.24,3100.0,3100.0,125.24,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0404
2024-10-14,6200.0,249.24,0.0,0.04,0.0,0.0,0.0,124.62,3100.0,3100.0,124.62,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0402
2024-10-15,6200.0,251.72,0.0,0.04,0.0,0.0,0.0,125.86,3100.0,3100.0,125.86,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0406
2024-10-16,6200.0,243.04,0.0,0.04,0.0,0.0,0.0,121.52,3100.0,3100.0,121.52,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.0392
2024-10-17,6200.0,248.0,0.0,0.04,0.0,0.0,0.0,124.0,3100.0,3100.0,124.0,,,,,,,,,,,,0.0,,100.0,0.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0062,0.04
