,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_x,SAF FP Equity_y,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity,SAF FP Equity
2020-06-19,2221090.0,209626474.2,0.63,1.76,0.55,215.17,0.0,191717869.2,580822.0,2031340.0,54817980.36,,,,0.82,,,,0.37,10000.0,3244.0,,,0.82,,,21217.0,1744.0,55.43,0.17,,,0.58,0.58,100183664.0,9455334208.32,,9581.16,0.58,18.19,0.2179,39.49,0.022
2020-06-22,2071362.0,193755201.48,0.59,1.55,0.52,198.61,0.0,173404358.46,537430.0,1853799.0,50271202.2,,,24188.0,0.75,,17772.0,,6.96,9000.0,71205.0,,,0.75,24188.0,1.68,3625.0,204313.0,50.61,20.84,,,0.53,0.53,100276968.0,9379907586.72,,9418.15,0.53,19.74,0.2201,39.71,0.0205
2020-06-23,2072218.0,197109376.16,0.59,1.55,0.52,200.3,0.0,172667055.6,466286.0,1815255.0,44353124.32,,,39545.0,1.13,,62000.0,,10.49,10000.0,110689.0,,,1.13,39545.0,5.9,,110544.0,43.77,10.83,,,0.46,0.46,100605536.0,9569598584.32,,9408.23,0.46,20.27,0.2249,40.8,0.0205
2020-06-24,2053129.0,184288859.04,0.58,1.54,0.51,191.32,0.0,161223860.16,444197.0,1796166.0,39871122.72,,,14835.0,0.0,,,,3.38,3000.0,36924.0,,,0.0,14835.0,,,22089.0,41.72,2.04,,,0.44,0.44,100560920.0,9026348179.2,,9522.5,0.44,20.11,0.2217,40.46,0.0203
2020-06-25,1961001.0,174332988.9,0.56,1.47,0.49,178.81,0.0,152623608.9,419135.0,1716801.0,37261101.5,,,,0.29,,,,2.68,4337.0,25062.0,,,0.29,,,,83702.0,37.54,8.98,,,0.42,0.42,100380248.0,8923804047.2,,9028.73,0.41,21.2,0.2411,42.65,0.0195
2020-06-26,2117871.0,185949073.8,0.6,1.59,0.53,190.34,0.0,146315978.2,777513.0,1666469.0,68265641.4,,,214112.0,1.22,,6910.0,,1.81,17910.0,20144.0,,,1.22,214112.0,0.65,164410.0,75152.0,68.92,7.01,,,0.77,0.77,99929176.0,8773781652.8,,8865.83,0.77,19.59,0.2193,39.4,0.021
2020-06-29,2320663.0,206956726.34,0.66,1.72,0.58,209.35,0.0,165032316.54,749664.0,1850553.0,66855035.52,,,3702.0,1.31,,207202.0,,3.34,10256.0,36550.0,,,1.31,3702.0,18.19,4999.0,33374.0,65.84,1.9,,,0.75,0.75,99541888.0,8877145571.84,,8745.51,0.75,19.31,0.2028,35.21,0.0231
2020-06-30,1697559.0,151456213.98,0.48,1.26,0.42,153.48,0.0,133556897.58,659339.0,1496939.0,58826225.58,,,,,,,,7.89,,90325.0,,,,,,,353614.0,58.95,32.58,,,0.67,0.67,98082024.0,8750878181.28,,8752.51,0.67,24.94,0.1884,30.44,0.0172
2020-07-01,2231651.0,200625424.9,0.63,1.65,0.56,198.39,0.0,187668048.0,445718.0,2087520.0,40070048.2,,,,54.56,,,,23.53,650070.0,263691.0,,,54.56,,,50070.0,59489.0,39.88,5.23,,,0.45,0.45,99509632.0,8945915916.8,,8881.61,0.45,22.83,0.1976,30.54,0.0223
2020-07-02,2168553.0,198552712.68,0.62,1.58,0.54,194.99,0.0,185362670.64,430115.0,2024494.0,39381329.4,,,720.0,,,,,2.03,,22745.0,,,,720.0,,6422.0,63026.0,38.72,5.11,,,0.42,0.42,102134984.0,9351479135.04,,9212.01,0.42,21.73,0.2014,31.34,0.0211
2020-07-03,2552084.0,231474018.8,0.72,1.84,0.64,227.76,0.0,218840415.8,371849.0,2412794.0,33726704.3,,,3701.0,44.1,,,,5.57,501497.0,61967.0,,,44.1,3701.0,,,113197.0,34.01,11.07,,,0.36,0.36,102112720.0,9261623704.0,,9327.95,0.36,16.93,0.2781,46.05,0.0249
2020-07-06,2360008.0,219103142.72,0.67,1.72,0.59,211.7,0.0,205503475.32,380180.0,2213523.0,35295911.2,,,,1.85,,,,0.46,11472.0,5017.0,,,1.85,,,13348.0,210743.0,34.49,19.61,,,0.37,0.37,101955488.0,9465547505.92,,9254.07,0.37,18.63,0.3134,49.1,0.0231
2020-07-07,2330246.0,212984484.4,0.66,1.71,0.58,209.39,0.0,199519436.4,387515.0,2182926.0,35418871.0,,,1318.0,0.85,,6500.0,,0.04,6700.0,483.0,,,0.85,1318.0,0.6,6500.0,43797.0,36.0,4.83,,,0.38,0.38,101957904.0,9318952425.6,,9444.42,0.38,18.42,0.3189,50.4,0.0228
2020-07-08,2948666.0,265497886.64,0.84,2.19,0.74,262.91,0.0,194364665.92,1018227.0,2158648.0,91681159.08,,,649900.0,0.26,,,,1.78,4100.0,19188.0,,,0.26,649900.0,,,28378.0,92.77,4.82,,,0.99,0.99,101928712.0,9177661228.48,,9279.04,0.99,22.45,0.2401,38.79,0.0286
2020-07-09,2981699.0,263224387.72,0.85,2.25,0.74,262.71,0.0,190471074.12,1047829.0,2157579.0,92502344.12,,,3000.0,0.94,,3272.0,,1.16,11000.0,7998.0,,,0.94,3000.0,0.29,34600.0,15341.0,94.49,2.78,,,1.02,1.02,101905928.0,8996255323.84,,9168.79,1.02,23.47,0.2407,38.52,0.029
2020-07-10,2931698.0,260686586.16,0.83,2.25,0.73,255.63,0.0,186578968.68,1059170.0,2098279.0,94181396.4,,,11000.0,,,,,0.22,,2196.0,,,,11000.0,,2537.0,59300.0,93.48,5.24,,,1.03,1.03,101836448.0,9055296956.16,,8996.16,1.03,23.56,0.2434,39.09,0.0285
2020-07-13,2868992.0,265381760.0,0.81,2.26,0.72,252.4,0.0,154615230.0,1423227.0,1671516.0,131648497.5,,,,,,,,0.98,,11000.0,,,,,,375057.0,426763.0,126.48,37.89,,,1.39,1.39,101272224.0,9367680720.0,,9020.2,1.38,37.19,0.3112,39.7,0.0279
2020-07-14,3359061.0,301442134.14,0.95,2.62,0.84,302.72,0.0,149766637.3,1925683.0,1668895.0,172810792.42,,,501602.0,1.59,,,,0.7,14696.0,7940.0,,,1.59,501602.0,,8794.0,17317.0,177.53,2.39,,,1.87,1.87,100912392.0,9055878058.08,,9285.22,1.88,33.76,0.3487,47.49,0.0327
2020-07-15,3260600.0,312104632.0,0.93,2.58,0.81,290.06,0.0,159467892.76,1826552.0,1665983.0,174837557.44,,,12240.0,0.2,,,,13.09,4400.0,111371.0,,,0.2,12240.0,,,7312.0,163.95,2.43,,,1.78,1.78,100879968.0,9656230536.96,,9131.37,1.76,34.48,0.3323,44.95,0.0317
2020-07-16,2781392.0,261506475.84,0.79,2.19,0.69,257.71,0.0,160586442.06,1310944.0,1708003.0,123254954.88,,,89272.0,4.45,,1220.0,,49.04,40800.0,606100.0,,,4.45,89272.0,0.12,1220.0,,125.39,,,,1.28,1.28,101379536.0,9531703974.72,,9588.41,1.29,31.52,0.2787,40.37,0.0271
2020-07-17,2950901.0,274787901.12,0.84,2.37,0.74,269.66,0.0,175219248.0,1313806.0,1881650.0,122341614.72,,,7000.0,13.76,,84250.0,,0.39,149000.0,4138.0,,,13.76,7000.0,7.92,,59603.0,123.55,6.05,,,1.28,1.28,101461528.0,9448097487.36,,9534.71,1.28,29.49,0.2482,38.11,0.0287
2020-07-20,3051863.0,284433631.6,0.87,2.53,0.76,277.0,0.0,195616734.4,1510129.0,2098892.0,140744022.8,,,11252.0,21.14,,,,3.34,227242.0,34582.0,,,21.14,11252.0,,219653.0,10000.0,140.6,0.92,,,1.47,1.47,101070160.0,9419738912.0,,9400.7,1.47,27.19,0.2325,36.85,0.0298
2020-07-21,3090832.0,289240058.56,0.88,2.63,0.77,279.81,0.0,196787603.98,1479926.0,2102881.0,138491475.08,,,5926.0,2.17,,,,6.76,28101.0,72647.0,,,2.17,5926.0,,36518.0,24112.0,137.19,2.32,,,1.44,1.44,101117776.0,9462601478.08,,9392.39,1.44,26.8,0.2278,36.46,0.0301
2020-07-22,2982617.0,272790150.82,0.85,2.58,0.74,269.85,0.0,188245258.5,1780058.0,2058225.0,162804104.68,,,317586.0,0.31,,32900.0,,2.97,3000.0,31931.0,,,0.31,317586.0,3.2,14477.0,80556.0,165.56,7.44,,,1.74,1.74,100738512.0,9213544307.52,,9365.49,1.74,27.92,0.2437,37.84,0.0291
2020-07-23,2956766.0,263033903.36,0.84,2.61,0.74,265.8,0.0,208021217.28,1586110.0,2338368.0,141100345.6,,,3000.0,32.71,,,,34.08,325422.0,354720.0,,,32.71,3000.0,,157772.0,45279.0,144.94,4.83,,,1.55,1.55,100689184.0,8957309808.64,,9177.11,1.55,17.32,0.2107,37.88,0.0289
2020-07-24,2707259.0,239700711.86,0.77,2.43,0.68,237.31,0.0,185002824.82,1301126.0,2089483.0,115201696.04,,,,0.16,,,,26.92,5351.0,287335.0,,,0.16,,,2351.0,254236.0,115.3,26.39,,,1.27,1.27,100870728.0,8931094257.12,,8941.57,1.27,18.77,0.2039,36.82,0.0265
2020-07-27,2506177.0,217937151.92,0.71,2.28,0.63,217.35,0.0,165047819.04,1247910.0,1897974.0,108518253.6,,,3492.0,3.73,,,,11.48,43400.0,128791.0,,,3.73,3492.0,,72083.0,234909.0,109.5,21.16,,,1.22,1.22,100793864.0,8765034413.44,,8855.73,1.22,20.31,0.2272,39.99,0.0246
2020-07-28,2637642.0,238337331.12,0.75,2.43,0.66,229.0,0.0,183310801.92,1347692.0,2028672.0,121777449.12,,,5413.0,11.59,,,,0.11,130698.0,1048.0,,,11.59,5413.0,,95417.0,,118.0,,,,1.32,1.32,100621856.0,9092190908.16,,8822.24,1.32,19.24,0.2086,37.61,0.0259
2020-07-29,2508478.0,227518954.6,0.71,2.36,0.63,222.03,0.0,172237667.4,1313806.0,1898982.0,119162204.2,,,4318.0,0.57,,,,3.25,3000.0,38204.0,,,0.57,4318.0,,,132690.0,118.16,10.68,,,1.29,1.29,100838224.0,9146026916.8,,9084.9,1.28,20.41,0.2252,39.58,0.0246
2020-07-30,2144250.0,202074120.0,0.61,2.04,0.54,188.26,0.0,146610016.16,938413.0,1555709.0,88436041.12,,,700.0,0.33,,,,34.01,3100.0,378093.0,,,0.33,700.0,,2000.0,346373.0,84.93,33.37,,,0.92,0.92,100977200.0,9516091328.0,,9171.1,0.92,23.97,0.2868,46.34,0.021
2020-07-31,2101054.0,187918269.76,0.6,2.01,0.52,188.43,0.0,137881866.72,876121.0,1541613.0,78360262.24,,,5458.0,7.33,,,,6.24,49554.0,67750.0,,,7.33,5458.0,,,63650.0,82.29,5.55,,,0.86,0.86,100943224.0,9028361954.56,,9439.79,0.86,25.08,0.3066,47.73,0.0206
2020-08-03,2285354.0,204813425.48,0.65,2.28,0.57,199.17,0.0,154554708.72,989721.0,1724556.0,88698796.02,,,113617.0,9.51,,76092.0,,0.06,118700.0,492.0,,,9.51,113617.0,7.17,475.0,11849.0,88.76,3.71,,,0.97,0.97,101406696.0,9088068095.52,,9093.05,0.97,22.6,0.2647,43.8,0.0223
2020-08-04,2322597.0,214329251.16,0.66,2.29,0.58,201.83,0.0,163576543.08,981779.0,1772611.0,90598566.12,,,67895.0,9.96,,1662.0,,7.84,113000.0,87640.0,,,9.96,67895.0,0.15,11803.0,66607.0,87.69,6.03,,,0.98,0.98,99687912.0,9199200519.36,,8944.88,0.97,22.11,0.2662,42.97,0.0231
2020-08-05,2348480.0,227614681.6,0.67,2.34,0.59,209.18,0.0,170602073.12,1115792.0,1760236.0,108142560.64,,,126026.0,0.31,,18000.0,,,3013.0,,,,0.31,126026.0,1.74,7987.0,33388.0,102.43,2.05,,,1.11,1.11,99578464.0,9651144730.88,,9212.16,1.1,22.06,0.2484,40.8,0.0233
2020-08-06,2209923.0,217765812.42,0.63,2.22,0.55,202.82,0.0,163833096.7,1042435.0,1662605.0,102721544.9,,,,,,,,6.23,,73357.0,,,,,,,97631.0,101.03,8.74,,,1.03,1.03,99763032.0,9830649173.28,,9688.76,1.03,24.13,0.276,42.78,0.0219
2020-08-07,2243147.0,219200324.84,0.64,2.26,0.56,208.75,0.0,165716409.88,1077335.0,1695829.0,105277176.2,,,,4.47,,,,,37400.0,,,,4.47,,,34900.0,4176.0,106.49,0.0,,,1.07,1.07,99783760.0,9750869027.2,,9841.81,1.07,23.94,0.2678,41.84,0.0222
2020-08-10,2245096.0,226193422.0,0.64,2.3,0.56,208.91,0.0,170917035.25,1085591.0,1696447.0,109373293.25,,,9000.0,1.07,,,,0.07,13231.0,744.0,,,1.07,9000.0,,,12613.0,106.6,1.23,,,1.08,1.08,99753432.0,10050158274.0,,9811.68,1.07,23.72,0.2627,41.24,0.0223
2020-08-11,2259141.0,240372602.4,0.64,2.34,0.56,217.52,0.0,180528028.8,1114546.0,1696692.0,118587694.4,,,28955.0,0.44,,,,,3255.0,,,,0.44,28955.0,,,3010.0,112.64,0.0,,,1.1,1.1,100282984.0,10670109497.6,,10191.31,1.09,23.58,0.2623,41.29,0.0223
2020-08-12,2381007.0,246434224.5,0.68,2.49,0.59,238.26,0.0,182709481.5,1142753.0,1765309.0,118274935.5,,,27730.0,8.18,,,,,69507.0,,,,8.18,27730.0,,477.0,890.0,121.26,0.09,,,1.13,1.13,100286856.0,10379689596.0,,10615.83,1.13,22.93,0.2435,39.36,0.0235
2020-08-13,2320299.0,240731021.25,0.66,2.48,0.58,228.84,0.0,178719853.75,1162045.0,1722601.0,120562168.75,,,37292.0,3.87,,,,2.04,37292.0,18000.0,,,3.87,37292.0,,,80000.0,120.23,8.28,,,1.15,1.15,99997648.0,10374755980.0,,10346.87,1.15,23.07,0.2546,40.66,0.0229
2020-08-14,2348397.0,238362295.5,0.67,2.56,0.59,231.27,0.0,176918966.0,1234188.0,1743044.0,125270082.0,,,72588.0,2.81,,43100.0,,0.05,29043.0,445.0,,,2.81,72588.0,4.36,,51700.0,127.9,5.33,,,1.22,1.22,100000416.0,10150042224.0,,10334.76,1.22,22.96,0.2499,40.34,0.0232
2020-08-17,2375804.0,240193784.4,0.67,2.58,0.59,231.21,0.0,178567470.6,1258216.0,1766246.0,127205637.6,,,23619.0,2.08,,,,,23202.0,,,,2.08,23619.0,,409.0,,127.32,,,,1.24,1.24,100048400.0,10114893240.0,,10127.03,1.24,22.42,0.247,40.35,0.0235
2020-08-18,2455745.0,243413444.4,0.7,2.69,0.61,238.43,0.0,185007480.0,1213482.0,1866500.0,120280335.84,,,8502.0,12.33,,9328.0,,5.84,126713.0,54487.0,,,12.33,8502.0,0.95,1251.0,35787.0,122.17,3.63,,,1.18,1.18,101224704.0,10033392660.48,,10174.78,1.19,21.46,0.2364,39.03,0.024
2020-08-19,2487996.0,247257042.48,0.71,2.76,0.62,240.35,0.0,185759903.44,1247770.0,1869188.0,124003382.6,,,35000.0,0.99,,,,1.29,10000.0,7312.0,,,0.99,35000.0,,6600.0,7312.0,124.27,0.81,,,1.23,1.23,100272176.0,9965048850.88,,9979.56,1.23,21.16,0.2307,38.67,0.0245
2020-08-20,2509881.0,245064780.84,0.71,2.84,0.63,242.73,0.0,183586145.4,1258957.0,1880235.0,122924561.48,,,12299.0,1.14,,,,0.11,11187.0,1112.0,,,1.14,12299.0,,,140.0,125.38,0.21,,,1.24,1.24,100155248.0,9779158414.72,,9943.95,1.25,20.94,0.2293,38.57,0.0247
2020-08-21,2720978.0,264587900.72,0.77,3.11,0.68,260.79,0.0,203458947.12,1470920.0,2092338.0,143032260.8,,,6829.0,20.72,,,,0.99,213523.0,7835.0,,,20.72,6829.0,,212969.0,1420.0,143.88,0.18,,,1.45,1.45,100036704.0,9727569096.96,,9783.05,1.45,19.12,0.2014,35.68,0.0268
2020-08-24,2665965.0,266729798.25,0.76,3.03,0.67,255.36,0.0,205152424.95,1422481.0,2050499.0,142319224.05,,,,0.14,,,,4.87,1526.0,48876.0,,,0.14,,,437.0,43365.0,138.42,4.24,,,1.4,1.4,100028744.0,10007875837.2,,9766.75,1.4,19.26,0.205,36.22,0.0263
2020-08-25,2761608.0,274393370.88,0.78,3.18,0.69,268.45,0.0,209773005.12,1483224.0,2111242.0,147373136.64,,,60743.0,6.88,,,,,60743.0,,,,6.88,60743.0,,,,148.18,,,,1.46,1.46,100007952.0,9936790110.72,,9985.7,1.46,18.83,0.1922,34.54,0.0272
2020-08-26,2786566.0,278266480.76,0.79,3.23,0.7,270.84,0.0,209076882.0,1436882.0,2093700.0,143487036.52,,,,0.7,,,,4.78,6192.0,47534.0,,,0.7,,,1192.0,23734.0,142.79,2.43,,,1.41,1.41,100730096.0,10058907386.56,,10012.64,1.41,18.54,0.1939,34.37,0.0273
2020-08-27,1632237.0,164774325.15,0.46,1.98,0.41,163.99,0.0,102797889.75,1251251.0,1018305.0,126313788.45,,,,3.21,,,,18.39,27689.0,185631.0,,,3.21,,,,106697.0,124.99,10.76,,92.03,1.22,1.22,100980992.0,10194031142.4,,10097.74,1.22,22.2,0.1884,31.01,0.016
2020-08-28,2107789.0,215521425.25,0.6,2.58,0.53,213.75,0.0,152595343.75,1762007.0,1492375.0,180165215.75,,,1830.0,52.57,,,,0.0,510044.0,1074.0,,,52.57,1830.0,,510000.0,35974.0,177.88,3.41,,,1.72,1.72,100491688.0,10275275098.0,,10115.84,1.73,23.75,0.2308,36.95,0.0206
2020-08-31,2108674.0,204583551.48,0.6,2.57,0.53,211.08,0.0,144866577.24,1776334.0,1493162.0,172339924.68,,,3747.0,1.71,,,,2.45,15976.0,24357.0,,,1.71,3747.0,,34937.0,15189.0,178.17,5.26,,,1.74,1.74,100518632.0,9752317676.64,,10181.09,1.72,24.51,0.2223,34.92,0.0206
2020-09-01,1776193.0,174066914.0,0.5,2.15,0.44,174.14,0.0,155280608.0,1364168.0,1584496.0,133688464.0,,,88104.0,6.17,,,,51.01,91334.0,500270.0,,,6.17,88104.0,,,,133.21,,,,1.33,1.33,101224544.0,9920005312.0,,9888.78,1.33,20.98,0.2525,43.38,0.0173
2020-09-02,1705303.0,171297686.35,0.48,2.05,0.43,169.99,0.0,158630238.2,1401738.0,1579196.0,140804582.1,,,129110.0,3.38,,8000.0,,9.56,28000.0,99540.0,,,3.38,129110.0,0.8,8000.0,41300.0,139.49,4.05,,,1.37,1.37,100830344.0,10128408054.8,,9961.92,1.38,21.91,0.2702,44.97,0.0167
2020-09-03,1772212.0,173109668.16,0.5,2.15,0.44,175.85,0.0,160913734.08,1480257.0,1647356.0,144591503.76,,,2500.0,8.85,,,,0.12,80370.0,1251.0,,,8.85,2500.0,,77270.0,12210.0,146.36,3.23,,,1.44,1.44,101020096.0,9867642977.28,,10098.34,1.43,21.68,0.2476,41.5,0.0173
2020-09-04,1741585.0,169351725.4,0.49,2.11,0.43,170.2,0.0,159234875.8,1448546.0,1637545.0,140856613.04,,,7284.0,0.51,,,,4.57,11329.0,46140.0,,,0.51,7284.0,,7145.0,21140.0,141.14,2.37,,,1.41,1.41,101067472.0,9827800977.28,,9862.7,1.41,21.87,0.2546,42.03,0.017
2020-09-07,1971822.0,198956839.8,0.56,2.39,0.49,194.97,0.0,166421533.9,1668572.0,1649371.0,168358914.8,,,219258.0,3.82,,,,0.06,12058.0,232.0,,,3.82,219258.0,,1000.0,232.0,164.99,0.23,,,1.63,1.63,100938976.0,10184742678.4,,9863.83,1.65,18.88,0.2214,38.97,0.0192
2020-09-08,2012780.0,197695251.6,0.57,2.46,0.5,201.25,0.0,166024114.38,1667930.0,1690329.0,163824084.6,,,7254.0,4.84,,,,5.72,40958.0,41640.0,,,4.84,7254.0,,33744.0,,166.41,,,,1.62,1.62,101019456.0,9922130968.32,,10170.61,1.61,19.07,0.2109,36.78,0.0196
2020-09-09,2834434.0,276187248.96,0.8,3.46,0.71,278.03,0.0,160297764.48,2523877.0,1645092.0,245926574.88,,,167432.0,0.46,,49000.0,,6.87,17275.0,67052.0,,,0.46,167432.0,4.8,755567.0,111512.0,247.26,12.53,,,2.47,2.47,99791888.0,9723721566.72,,9785.71,2.46,25.97,0.1796,26.04,0.0277
2020-09-10,4389343.0,426117418.44,1.25,5.38,1.1,427.99,1.0,307357124.52,2652989.0,3166019.0,257552172.12,,,146942.0,81.33,,699459.0,,2.15,832870.0,21370.0,,,81.33,146942.0,68.16,3540.0,11402.0,258.1,1.4,,,2.59,2.59,99854024.0,9693828649.92,,9724.12,2.59,32.95,0.2376,33.07,0.0428
2020-09-11,3794064.0,368707139.52,1.08,4.81,0.95,369.79,0.0,310650252.64,2739518.0,3196648.0,266226359.24,,,26365.0,4.94,,,,1.36,50341.0,13836.0,,,4.94,26365.0,,74000.0,19712.0,266.22,1.77,,,2.67,2.67,99807128.0,9699256699.04,,9702.47,2.67,18.99,0.2166,38.61,0.037
2020-09-14,4187143.0,408162699.64,1.19,5.46,1.05,408.18,0.0,309235024.16,3149845.0,3172292.0,307046890.6,,,245805.0,0.66,,,,7.52,6358.0,77561.0,,,0.66,245805.0,,242083.0,30714.0,306.05,2.92,,,3.06,3.06,99791256.0,9727651634.88,,9688.71,3.06,21.02,0.2083,34.77,0.0407
2020-09-15,4240927.0,411115463.38,1.2,5.67,1.06,414.11,0.0,309881699.96,3071033.0,3196634.0,297705939.02,,,60478.0,5.99,,,,35.9,62000.0,369219.0,,,5.99,60478.0,,229929.0,37658.0,299.21,3.58,,,2.98,2.98,99840944.0,9678581111.36,,9733.04,2.98,20.93,0.2059,34.44,0.0412
2020-09-16,3895013.0,379685867.24,1.11,5.29,0.97,379.93,0.0,297410895.12,2782693.0,3050994.0,271256913.64,,,20426.0,1.94,,,,30.12,20550.0,311948.0,,,1.94,20426.0,,3182.0,166190.0,270.4,16.27,,,2.71,2.71,100067552.0,9754584968.96,,9723.99,2.71,18.61,0.2228,37.95,0.0379
2020-09-17,4549139.0,445815622.0,1.29,6.24,1.14,444.86,1.0,299560716.0,2747270.0,3056742.0,269232460.0,,,34619.0,3.31,,,,6.75,32232.0,70042.0,,,3.31,34619.0,,,26484.0,267.89,2.19,,,2.66,2.66,100380744.0,9837312912.0,,9782.79,2.67,32.1,0.2355,32.26,0.0441
2020-09-18,3751221.0,357116239.2,1.06,5.3,0.94,364.83,0.0,294218741.6,1904852.0,3090533.0,181341910.4,,,6749.0,2.11,,,,82.8,52368.0,850486.0,,,2.11,6749.0,,1319.0,18577.0,184.84,1.64,,,1.85,1.85,101173936.0,9631758707.2,,9858.22,1.84,19.5,0.2271,38.7,0.0364
2020-09-21,3217559.0,285461834.48,0.91,4.26,0.8,301.77,0.0,217839539.2,1954717.0,2455360.0,173422492.24,,,89234.0,4.12,,,,8.76,120585.0,82872.0,,,4.12,89234.0,,43503.0,755758.0,183.13,74.17,,,1.9,1.9,100888488.0,8950826655.36,,9540.54,1.88,21.78,0.3031,48.5,0.0313
2020-09-22,3119792.0,277599092.16,0.89,4.04,0.78,284.54,0.0,211022387.58,1873026.0,2371571.0,166661853.48,,,,,,,,8.19,,81691.0,,,,,,,83789.0,166.59,8.56,,,1.82,1.82,100765080.0,8966076818.4,,8960.67,1.83,21.17,0.3281,51.39,0.0304
2020-09-23,2528657.0,216958770.6,0.72,3.28,0.63,228.62,0.0,201767623.2,1263619.0,2351604.0,108418510.2,,,772.0,1.56,,772.0,,54.69,17500.0,614679.0,,,1.56,772.0,0.07,4500.0,38239.0,110.95,3.95,,,1.22,1.22,102035968.0,8754686054.4,,9050.4,1.21,13.75,0.4241,62.84,0.0245
2020-09-24,2531122.0,209779391.36,0.72,3.17,0.63,223.27,0.0,199411683.52,1284126.0,2406029.0,106428362.88,,,80000.0,5.37,,,,5.84,72467.0,59493.0,,,5.37,80000.0,,,18042.0,108.7,1.61,,,1.25,1.25,101577424.0,8418736901.12,,8674.72,1.24,13.52,0.4311,63.24,0.0246
2020-09-25,2215547.0,188808915.34,0.63,2.68,0.55,197.54,0.0,183803007.32,1096177.0,2156806.0,93416203.94,,,1496.0,2.23,,,,17.0,3475.0,193669.0,,,2.23,1496.0,,4224.0,252698.0,92.11,21.21,,,1.06,1.06,101946760.0,8687902887.2,,8623.09,1.06,14.77,0.5542,72.72,0.0215
2020-09-28,2774883.0,237807473.1,0.79,3.23,0.69,246.87,0.0,232773369.4,468402.0,2716142.0,40142051.4,,,,58.3,,,,52.75,675711.0,630020.0,,,58.3,,,2245.0,116375.0,39.84,9.21,,,0.46,0.46,101881840.0,8731273688.0,,8728.25,0.45,11.71,0.6843,81.83,0.0271
2020-09-29,2632124.0,224520177.2,0.75,2.95,0.66,234.3,0.0,196698473.3,735332.0,2305961.0,62723819.6,,,,,,268975.0,,0.62,,7442.0,,,,,23.02,274372.0,679156.0,62.74,58.51,,,0.72,0.72,100948336.0,8610893060.8,,8611.14,0.72,18.77,0.4276,61.32,0.0259
2020-09-30,2005474.0,169342224.56,0.57,2.23,0.5,180.32,0.0,143698809.84,680257.0,1701786.0,57440901.08,,,3500.0,0.04,,,,4.97,500.0,58575.0,,,0.04,3500.0,,,604675.0,58.06,52.02,,,0.66,0.66,102025424.0,8615026802.56,,8696.85,0.66,24.28,0.3919,55.39,0.0195
2020-10-01,2556262.0,215186135.16,0.73,2.77,0.64,225.77,0.0,143435059.62,1231801.0,1703909.0,103693008.18,0.24,,552999.0,,,,2879.0,0.13,,1455.0,0.24,,,552999.0,,,756.0,103.86,0.15,,,1.2,1.2,101698240.0,8560957843.2,,8578.64,1.2,20.61,0.2907,44.18,0.0248
2020-10-02,1935682.0,163371560.8,0.55,2.06,0.48,173.5,0.0,123866199.6,849521.0,1467609.0,71699572.4,,,,,,10200.0,,32.41,,384280.0,,,,,0.86,2000.0,246500.0,71.64,20.81,,,0.83,0.83,101824640.0,8593999616.0,,8586.38,0.83,20.13,0.3991,57.53,0.0189
2020-10-05,1769736.0,150073612.8,0.5,1.88,0.44,159.35,0.0,115254648.0,792049.0,1359135.0,67165755.2,,,1200.0,0.2,,,,7.6,2400.0,88472.0,,,0.2,1200.0,,29800.0,110874.0,66.53,9.27,,,0.77,0.77,101870728.0,8638637734.4,,8582.7,0.77,18.72,0.391,56.88,0.0172
2020-10-06,1745534.0,152210564.8,0.5,1.85,0.44,158.88,0.0,118865372.0,763847.0,1363135.0,66607458.4,,,,0.4,,,,1.96,4000.0,28202.0,,,0.4,,,,,65.1,,,,0.74,0.74,102264672.0,8917479398.4,,8738.56,0.74,18.13,0.3935,57.35,0.0169
2020-10-07,1420211.0,121570061.6,0.4,1.49,0.35,131.63,0.0,116648147.2,438524.0,1362712.0,37537654.4,,,1889.0,0.0,,,,27.91,1889.0,327212.0,,,0.0,1889.0,,,2312.0,38.3,0.2,,,0.43,0.43,102607568.0,8783207820.8,,8936.65,0.43,22.45,0.5296,69.14,0.0138
2020-10-08,1593123.0,138824738.22,0.45,1.62,0.4,146.38,0.0,133988555.36,436336.0,1537624.0,38022319.04,,,,0.0,,172600.0,,0.2,2500.0,2188.0,,,0.0,,15.04,,188.0,37.37,0.02,,,0.42,0.42,102597632.0,8940357652.48,,8809.72,0.42,19.92,0.4403,62.37,0.0155
