,CP9 FP Equity_DX_DSS,CP9 FP Equity_PX_LAST
2022-11-01,,558.0
2022-11-02,,555.8
2022-11-03,,550.0
2022-11-04,,561.3
2022-11-07,,562.1
2022-11-08,,564.7
2022-11-09,,561.6
2022-11-10,,574.3
2022-11-11,,579.8
2022-11-14,,579.0
2022-11-15,,582.0
2022-11-16,,575.1
2022-11-17,,578.0
2022-11-18,,583.9
2022-11-21,,577.9
2022-11-22,,580.1
2022-11-23,,584.2
2022-11-24,,590.1
2022-11-25,,589.4
2022-11-28,,586.4
2022-11-29,,587.1
2022-11-30,,593.9
2022-12-01,,596.2
2022-12-02,,594.1
2022-12-05,,589.2
2022-12-06,,586.0
2022-12-07,,583.6
2022-12-08,,587.2
2022-12-09,,589.4
2022-12-12,,587.6
2022-12-13,,599.6
2022-12-14,,592.4
2022-12-15,,577.7
2022-12-16,,579.3
2022-12-19,,577.7
2022-12-20,,571.1
2022-12-21,,580.7
2022-12-22,,575.7
2022-12-23,,577.2
2022-12-27,,582.2
2022-12-28,,578.2
2022-12-29,,582.9
2022-12-30,,578.8
2023-01-02,,587.2
2023-01-03,,582.2
2023-01-04,,591.6
2023-01-05,,590.2
2023-01-06,,595.4
2023-01-09,,595.0
2023-01-10,,585.9
2023-01-11,,589.7
2023-01-12,,592.6
2023-01-13,,596.9
2023-01-16,,596.6
2023-01-17,,605.3
2023-01-18,,601.6
2023-01-19,,596.7
2023-01-20,,603.8
2023-01-23,,609.5
2023-01-24,,611.8
2023-01-25,,611.2
2023-01-26,,617.8
2023-01-27,,619.1
2023-01-30,,619.0
2023-01-31,,614.4
2023-02-01,,613.2
2023-02-02,,611.7
2023-02-03,,616.1
2023-02-06,,615.1
2023-02-07,,611.8
2023-02-08,,615.6
2023-02-09,,618.0
2023-02-10,,609.3
2023-02-13,,616.8
2023-02-14,,610.0
2023-02-15,,607.9
2023-02-16,,614.1
2023-02-17,,609.7
2023-02-20,,610.2
2023-02-21,,609.7
2023-02-22,,609.3
2023-02-23,,602.6
2023-02-24,,606.7
2023-02-27,,605.3
2023-02-28,,609.5
2023-03-01,,607.2
2023-03-02,,608.2
2023-03-03,,615.1
2023-03-06,,607.3
2023-03-07,,605.8
2023-03-08,,608.7
2023-03-09,,606.7
2023-03-10,,596.2
2023-03-13,,577.5
2023-03-14,,583.6
2023-03-15,,577.6
2023-03-16,,576.4
2023-03-17,,579.0
2023-03-20,,576.9
2023-03-21,,570.9
2023-03-22,,576.1
2023-03-23,,572.2
2023-03-24,,570.2
2023-03-27,,571.8
2023-03-28,,575.0
2023-03-29,,579.3
2023-03-30,,581.7
2023-03-31,,585.3
2023-04-03,,586.5
2023-04-04,,587.8
2023-04-05,,587.4
2023-04-06,,586.6
2023-04-11,,593.1
2023-04-12,,591.0
2023-04-13,,589.4
2023-04-14,,592.8
2023-04-17,,592.6
2023-04-18,,597.0
2023-04-19,,596.2
2023-04-20,,597.3
2023-04-21,,591.8
2023-04-24,,592.2
2023-04-25,,588.4
2023-04-26,,581.9
2023-04-27,,585.8
2023-04-28,,588.1
2023-05-02,,583.7
2023-05-03,,577.7
2023-05-04,,588.1
2023-05-05,,594.2
2023-05-08,,598.5
2023-05-09,,596.8
2023-05-10,,595.9
2023-05-11,,594.7
2023-05-12,,590.6
2023-05-15,,597.6
2023-05-16,,590.8
2023-05-17,,589.2
2023-05-18,,590.5
2023-05-19,,593.6
2023-05-22,,595.3
2023-05-23,,591.5
2023-05-24,,581.1
2023-05-25,,576.4
2023-05-26,,583.7
2023-05-29,,584.9
2023-05-30,,579.0
2023-05-31,,571.1
2023-06-01,,582.2
2023-06-02,,592.3
2023-06-05,,591.1
2023-06-06,,589.8
2023-06-07,,587.7
2023-06-08,,585.8
2023-06-09,,591.8
2023-06-12,,587.9
2023-06-13,,591.4
2023-06-14,,593.2
2023-06-15,,590.4
2023-06-16,,597.3
2023-06-19,,597.6
2023-06-20,,592.2
2023-06-21,,590.8
2023-06-22,,581.1
2023-06-23,,571.5
2023-06-26,,571.2
2023-06-27,,572.2
2023-06-28,,574.9
2023-06-29,,578.9
2023-06-30,,580.9
2023-07-03,,587.4
2023-07-04,,590.6
2023-07-05,,585.8
2023-07-06,,571.0
2023-07-07,,573.1
2023-07-10,,568.3
2023-07-11,,571.1
2023-07-12,,579.6
2023-07-13,,589.7
2023-07-14,,586.2
2023-07-17,,582.1
2023-07-18,,582.1
2023-07-19,,577.5
2023-07-20,,582.5
2023-07-21,,578.4
2023-07-24,,581.9
2023-07-25,,584.9
2023-07-26,,586.5
2023-07-27,,595.7
2023-07-28,,590.8
2023-07-31,,593.1
2023-08-01,,584.1
2023-08-02,,574.0
2023-08-03,,574.2
2023-08-04,,573.2
2023-08-07,,569.1
2023-08-08,,565.6
2023-08-09,,565.3
2023-08-10,,570.1
2023-08-11,,562.8
2023-08-14,,559.6
2023-08-15,,555.4
2023-08-16,,554.8
2023-08-17,,548.5
2023-08-18,,548.7
2023-08-21,,537.7
2023-08-22,,543.4
2023-08-23,,551.1
2023-08-24,,547.7
2023-08-25,,548.7
2023-08-28,,552.1
2023-08-29,,558.1
2023-08-30,,559.0
2023-08-31,,563.4
2023-09-01,,567.8
2023-09-04,,566.9
2023-09-05,,563.4
2023-09-06,,558.2
2023-09-07,,557.9
2023-09-08,,559.2
2023-09-11,,557.4
2023-09-12,,560.2
2023-09-13,,557.2
2023-09-14,,565.5
2023-09-15,,566.0
2023-09-18,,559.8
2023-09-19,,561.3
2023-09-20,,560.2
2023-09-21,,546.9
2023-09-22,,555.6
2023-09-25,,555.4
2023-09-26,,551.5
2023-09-27,,548.5
2023-09-28,,549.5
2023-09-29,,552.8
2023-10-02,,545.6
2023-10-03,,536.6
2023-10-04,,535.3
2023-10-05,,539.4
2023-10-06,,543.0
2023-10-09,,543.6
2023-10-10,,553.4
2023-10-11,,552.4
2023-10-12,,552.3
2023-10-13,,543.4
2023-10-16,,552.9
2023-10-17,,551.3
2023-10-18,,546.4
2023-10-19,,537.3
2023-10-20,,529.6
2023-10-23,,526.7
2023-10-24,,532.5
2023-10-25,,527.0
2023-10-26,,524.1
2023-10-27,,521.0
2023-10-30,,520.2
2023-10-31,,520.0
2023-11-01,,528.7
2023-11-02,,535.7
2023-11-03,,542.5
2023-11-06,,541.9
2023-11-07,,536.0
2023-11-08,,538.6
2023-11-09,,540.9
2023-11-10,,530.7
2023-11-13,,534.5
2023-11-14,,541.4
2023-11-15,,546.9
2023-11-16,,536.0
2023-11-17,,541.1
2023-11-20,,540.9
2023-11-21,,540.9
2023-11-22,,540.3
2023-11-23,,541.4
2023-11-24,,540.9
2023-11-27,,537.3
2023-11-28,,540.2
2023-11-29,,538.5
2023-11-30,,544.8
2023-12-01,,548.7
2023-12-04,,546.9
2023-12-05,,541.5
2023-12-06,,551.2
2023-12-07,,550.6
2023-12-08,,555.0
2023-12-11,,553.9
2023-12-12,,551.6
2023-12-13,,554.1
2023-12-14,,568.4
2023-12-15,,571.6
2023-12-18,,568.0
2023-12-19,,576.8
2023-12-20,,577.6
2023-12-21,,578.1
2023-12-22,,578.0
2023-12-27,,581.8
2023-12-28,,587.4
2023-12-29,,585.5
2024-01-02,,583.1
2024-01-03,,576.3
2024-01-04,,574.2
2024-01-05,,576.0
2024-01-08,,573.0
2024-01-09,,572.6
2024-01-10,,568.9
2024-01-11,,564.6
2024-01-12,,573.1
2024-01-15,,565.9
2024-01-16,,561.6
2024-01-17,,551.4
2024-01-18,,552.4
2024-01-19,,554.2
2024-01-22,,556.0
2024-01-23,,559.1
2024-01-24,,567.4
2024-01-25,,564.5
2024-01-26,,567.6
2024-01-29,,570.9
2024-01-30,,567.9
2024-01-31,,569.1
2024-02-01,,563.3
2024-02-02,,565.6
2024-02-05,,562.3
2024-02-06,,564.4
2024-02-07,,566.5
2024-02-08,,565.3
2024-02-09,,570.6
2024-02-12,,578.8
2024-02-13,,563.4
2024-02-14,,572.5
2024-02-15,,575.4
2024-02-16,,580.0
2024-02-19,,577.3
2024-02-20,,576.9
2024-02-21,,577.2
2024-02-22,,581.4
2024-02-23,,582.8
2024-02-26,,579.2
2024-02-27,,583.2
2024-02-28,,580.7
2024-02-29,,585.3
2024-03-01,,587.5
2024-03-04,,585.4
2024-03-05,,582.1
2024-03-06,,587.9
2024-03-07,,593.5
2024-03-08,,594.1
2024-03-11,,592.9
2024-03-12,,595.2
2024-03-13,,595.8
2024-03-14,,590.7
2024-03-15,,587.2
2024-03-18,,585.7
2024-03-19,,583.9
2024-03-20,,582.1
2024-03-21,,589.9
2024-03-22,,591.3
2024-03-25,,591.9
2024-03-26,,590.6
2024-03-27,,594.8
2024-03-28,,600.0
2024-04-02,,599.0
2024-04-03,,594.3
2024-04-04,,602.2
2024-04-05,,596.8
2024-04-08,,595.9
2024-04-09,,597.9
2024-04-10,,593.6
2024-04-11,,594.0
2024-04-12,,592.4
2024-04-15,,586.2
2024-04-16,,573.9
2024-04-17,,577.6
2024-04-18,,581.2
2024-04-19,,577.7
2024-04-22,,581.6
2024-04-23,,586.1
2024-04-24,,581.6
2024-04-25,,578.1
2024-04-26,,587.2
2024-04-29,,594.3
2024-04-30,,592.3
2024-05-02,,592.5
2024-05-03,,597.3
2024-05-06,,600.7
2024-05-07,,602.6
2024-05-08,,600.2
2024-05-09,,602.7
2024-05-10,,605.1
2024-05-13,,605.2
2024-05-14,,600.3
2024-05-15,,609.2
2024-05-16,,611.3
2024-05-17,,610.3
2024-05-20,,607.6
2024-05-21,,601.5
2024-05-22,,597.8
2024-05-23,,595.8
2024-05-24,,593.0
2024-05-27,,597.3
2024-05-28,,591.7
2024-05-29,,584.9
2024-05-30,,587.4
2024-05-31,,586.7
2024-06-03,,591.5
2024-06-04,,587.8
2024-06-05,,594.4
2024-06-06,,595.9
2024-06-07,,592.7
2024-06-10,,593.8
2024-06-11,,587.1
2024-06-12,,592.5
2024-06-13,,587.7
2024-06-14,,587.0
2024-06-17,,582.1
2024-06-18,,587.7
2024-06-19,,585.6
2024-06-20,,584.4
2024-06-21,,587.6
2024-06-24,,588.5
2024-06-25,,586.7
2024-06-26,,582.8
2024-06-27,,584.5
2024-06-28,,587.6
2024-07-01,,580.9
2024-07-02,,578.8
2024-07-03,,585.1
2024-07-04,,582.2
2024-07-05,,583.8
2024-07-08,,579.2
2024-07-09,,577.3
2024-07-10,,588.8
2024-07-11,,592.5
2024-07-12,,603.7
2024-07-15,,602.5
2024-07-16,,600.0
2024-07-17,,603.4
2024-07-18,,598.9
2024-07-19,,593.3
2024-07-22,,593.0
2024-07-23,,595.8
2024-07-24,,590.4
2024-07-25,,584.6
2024-07-26,,586.9
2024-07-29,,588.4
2024-07-30,,591.7
2024-07-31,,597.4
2024-08-01,,590.8
2024-08-02,,569.0
2024-08-05,,556.6
2024-08-06,,563.0
2024-08-07,,573.3
2024-08-08,,575.7
2024-08-09,,580.3
2024-08-12,,579.1
2024-08-13,,580.9
2024-08-14,,578.5
2024-08-15,,582.9
2024-08-16,,584.9
2024-08-19,,591.7
2024-08-20,,586.7
2024-08-21,,595.1
2024-08-22,,599.0
2024-08-23,,603.5
2024-08-26,,607.3
2024-08-27,,603.4
2024-08-28,,604.1
2024-08-29,,614.9
2024-08-30,,613.6
2024-09-02,,615.6
2024-09-03,,606.7
2024-09-04,,606.2
2024-09-05,,605.9
2024-09-06,,598.7
2024-09-09,,606.0
2024-09-10,,605.4
2024-09-11,,607.8
2024-09-12,,617.1
2024-09-13,,620.3
2024-09-16,,619.4
2024-09-17,,624.1
2024-09-18,,620.1
2024-09-19,,630.8
2024-09-20,,623.4
2024-09-23,,628.8
2024-09-24,,636.5
2024-09-25,,633.4
2024-09-26,,641.5
2024-09-27,,649.6
2024-09-30,,650.5
2024-10-01,,650.0
2024-10-02,,659.6
2024-10-03,,651.3
2024-10-04,,653.1
2024-10-07,,649.6
2024-10-08,,639.5
2024-10-09,,646.3
2024-10-10,,641.3
2024-10-11,,646.9
2024-10-14,,648.0
2024-10-15,,643.8
2024-10-16,,646.2
2024-10-17,,648.1
2024-10-18,,647.0
2024-10-21,,635.1
2024-10-22,,632.4
2024-10-23,,628.7
2024-10-24,,625.3
2024-10-25,,630.2
2024-10-28,,628.1
2024-10-29,,625.9
2024-10-30,,621.0
2024-10-31,,612.5
2024-11-01,,623.2
2024-11-04,,620.4
2024-11-05,,625.1
2024-11-06,,629.5
2024-11-07,,637.1
2024-11-08,,631.5
2024-11-11,,641.6
2024-11-12,,636.7
2024-11-13,,638.8
2024-11-14,,641.6
2024-11-15,,636.4
2024-11-18,,641.4
2024-11-19,,645.4
2024-11-20,,639.5
2024-11-21,,651.6
2024-11-22,,650.8
2024-11-25,,648.2
2024-11-26,,646.8
2024-11-27,,647.6
2024-11-28,,646.2
2024-11-29,,654.0
2024-12-02,,650.8
2024-12-03,,649.8
2024-12-04,,645.1
2024-12-05,,640.9
2024-12-06,,637.3
2024-12-09,,646.6
2024-12-10,,638.1
2024-12-11,,634.7
2024-12-12,,630.3
2024-12-13,,624.3
2024-12-16,,623.2
2024-12-17,,625.5
2024-12-18,,619.2
2024-12-19,,609.8
2024-12-20,,613.7
2024-12-23,,616.8
2024-12-24,,621.7
2024-12-27,,619.0
2024-12-30,,617.6
2024-12-31,,614.4
2025-01-02,,624.8
2025-01-03,,624.1
2025-01-06,,627.2
2025-01-07,,625.2
2025-01-08,,624.9
2025-01-09,,623.9
2025-01-10,,616.7
2025-01-13,,616.6
2025-01-14,,616.6
2025-01-15,,622.1
2025-01-16,,622.7
2025-01-17,,630.6
2025-01-20,,629.2
2025-01-21,,628.1
2025-01-22,,628.1
2025-01-23,,626.9
2025-01-24,,625.1
2025-01-27,,625.5
2025-01-28,,621.0
2025-01-29,,626.2
2025-01-30,,631.4
2025-01-31,,631.8
2025-02-03,,630.4
2025-02-04,,631.4
2025-02-05,,629.2
2025-02-06,,635.6
2025-02-07,,638.2
2025-02-10,,638.8
2025-02-11,,631.8
2025-02-12,,633.9
2025-02-13,,637.0
2025-02-14,,630.0
2025-02-17,,635.1
2025-02-18,,639.2
2025-02-19,,640.7
2025-02-20,,641.9
2025-02-21,,640.6
2025-02-24,,632.5
2025-02-25,,628.4
2025-02-26,,636.5
2025-02-27,,635.0
2025-02-28,,621.8
2025-03-03,,626.7
2025-03-04,,613.2
2025-03-05,,612.2
2025-03-06,,615.3
2025-03-07,,603.7
2025-03-10,,602.4
2025-03-11,,593.2
2025-03-12,,601.7
2025-03-13,,598.5
2025-03-14,,599.4
2025-03-17,,606.0
2025-03-18,,600.1
2025-03-19,,608.9
2025-03-20,,608.5
2025-03-21,,604.1
2025-03-24,,602.7
2025-03-25,,605.7
2025-03-26,,606.1
2025-03-27,,608.4
2025-03-28,,599.3
2025-03-31,,592.5
2025-04-01,,602.6
2025-04-02,,601.9
2025-04-03,,588.5
2025-04-04,,548.5
2025-04-07,,539.3
2025-04-08,,552.6
2025-04-09,,532.7
2025-04-10,,553.4
2025-04-11,,550.4
2025-04-14,,567.0
2025-04-15,,574.2
2025-04-16,,579.5
2025-04-17,,575.9
2025-04-22,,577.3
2025-04-23,,586.9
2025-04-24,,590.7
2025-04-25,,593.2
2025-04-28,,590.3
2025-04-29,,587.5
2025-04-30,,599.0
2025-05-02,,609.2
2025-05-05,,604.5
2025-05-06,,608.9
2025-05-07,,606.3
2025-05-08,,609.0
2025-05-09,,614.0
2025-05-12,,620.5
2025-05-13,,619.2
2025-05-14,,616.2
2025-05-15,,616.3
2025-05-16,,616.7
2025-05-19,,617.2
2025-05-20,,623.1
2025-05-21,,613.4
2025-05-22,,614.1
2025-05-23,,611.3
2025-05-26,,617.7
2025-05-27,,620.7
2025-05-28,,613.8
2025-05-29,,614.5
2025-05-30,,621.1
2025-06-02,,622.5
2025-06-03,,625.9
2025-06-04,,624.9
2025-06-05,,634.9
2025-06-06,,631.6
2025-06-09,,630.4
2025-06-10,,632.5
2025-06-11,,635.2
2025-06-12,,628.6
2025-06-13,,627.8
2025-06-16,,627.2
2025-06-17,,624.9
2025-06-18,,624.9
2025-06-19,,620.3
2025-06-20,,623.1
2025-06-23,,621.8
2025-06-24,,622.6
2025-06-25,,622.1
2025-06-26,,624.3
2025-06-27,,620.2
2025-06-30,,622.6
2025-07-01,,627.8
2025-07-02,,631.2
2025-07-03,,624.2
2025-07-04,,625.9
2025-07-07,,619.6
2025-07-08,,621.6
2025-07-09,,619.7
2025-07-10,,621.5
2025-07-11,,622.5
2025-07-14,,623.6
2025-07-15,,626.8
2025-07-16,,620.7
2025-07-17,,622.6
2025-07-18,,629.3
2025-07-21,,628.5
2025-07-22,,627.0
2025-07-23,,632.9
2025-07-24,,630.9
2025-07-25,,627.2
2025-07-28,,630.8
2025-07-29,,634.3
2025-07-30,,638.8
2025-07-31,,637.0
2025-08-01,,624.3
2025-08-04,,625.5
2025-08-05,,629.8
2025-08-06,,639.9
2025-08-07,,633.9
2025-08-08,,631.5
2025-08-11,,629.8
2025-08-12,,629.8
2025-08-13,,632.2
2025-08-14,,630.3
2025-08-15,,629.2
2025-08-18,,628.1
2025-08-19,,625.4
2025-08-20,,618.9
2025-08-21,,624.7
2025-08-22,,627.4
2025-08-25,,625.7
2025-08-26,,628.0
2025-08-27,,623.5
2025-08-28,,628.1
2025-08-29,,626.6
