,PASI FP Equity_DX_SI_QTY,PASI FP Equity_DX_SHORT_INTEREST_VALUE,PASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PASI FP Equity_DX_SI_MV,PASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PASI FP Equity_DX_SUPPLY_SI_QTY,PASI FP Equity_DX_BROKER_SI_QTY,PASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PASI FP Equity_DX_BROKER_SI_QTY_ADD,PASI FP Equity_DX_BROKER_SI_MV_ADD,PASI FP Equity_DX_BROKER_SI_QTY_DEC,PASI FP Equity_DX_SUPPLY_SI_MV,PASI FP Equity_DX_BROKER_SI_MV_DEC,PASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PASI FP Equity_DX_UTILIZATION_QUANTITY,PASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PASI FP Equity_DX_ACTIVE_UTILIZATION_MV,PASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PASI FP Equity_DX_BROKER_SI_CON_RATIO,PASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173224.0,0.17,0.0,,0.0,,0.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173106.0,0.17,0.0,,0.0,,0.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,174168.0,0.17,0.0,,0.0,,0.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,178298.0,0.18,0.0,,0.0,,0.0
2015-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,175230.0,0.18,0.0,,0.0,,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173696.0,0.17,0.0,,0.0,,0.0
2015-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173106.0,0.17,0.0,,0.0,,0.0
2015-02-10,13000.0,192010.0,1.76,1.83,0.19,192010.0,0.0,13000.0,0.0,13000.0,0.19,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-11,13000.0,191360.0,1.77,1.83,0.19,191360.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-12,13000.0,193440.0,1.77,1.83,0.19,193440.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-13,13000.0,194350.0,1.66,1.83,0.19,194350.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-16,13000.0,194870.0,1.65,1.83,0.19,194870.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-17,13000.0,195780.0,1.41,1.83,0.19,195780.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-18,13000.0,196690.0,1.45,1.83,0.2,196690.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-19,13000.0,196560.0,1.25,1.83,0.2,196560.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-20,13000.0,197340.0,1.25,1.83,0.2,197340.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-23,13000.0,196560.0,1.27,1.83,0.2,196560.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-24,13000.0,199680.0,1.27,1.83,0.2,199680.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-25,13000.0,197470.0,1.15,1.83,0.2,197470.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-26,13000.0,202540.0,1.15,1.83,0.2,202540.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-02-27,13000.0,203450.0,0.97,1.83,0.2,203450.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-02,13000.0,202930.0,0.97,1.72,0.2,202930.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-03,13000.0,196690.0,0.98,1.72,0.2,196690.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-04,13000.0,195390.0,0.95,1.52,0.2,195390.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-05,13000.0,194870.0,0.7,1.52,0.2,194870.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-06,13000.0,195650.0,0.73,1.43,0.19,195650.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-09,13000.0,198380.0,0.74,1.43,0.2,198380.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-10,13000.0,196300.0,0.72,1.43,0.2,196300.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-11,13000.0,199290.0,0.71,1.43,0.2,199290.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-12,13000.0,201890.0,0.72,1.43,0.2,201890.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-13,13000.0,205010.0,0.7,1.43,0.2,205010.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-16,13000.0,206960.0,0.63,1.43,0.2,206960.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-17,13000.0,207740.0,0.62,0.94,0.21,207740.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-18,13000.0,208650.0,0.62,0.94,0.21,208650.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-19,13000.0,210600.0,0.62,0.93,0.21,210600.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-20,13000.0,209690.0,0.63,0.93,0.21,209690.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-23,13000.0,206180.0,0.63,0.93,0.21,206180.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-24,13000.0,204100.0,0.64,0.93,0.21,204100.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-25,13000.0,201110.0,0.64,0.93,0.2,201110.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-26,13000.0,201240.0,0.63,0.93,0.2,201240.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-27,13000.0,204360.0,0.63,0.93,0.2,204360.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-30,13000.0,214110.0,0.6,0.92,0.2,214110.0,0.0,13000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.1017
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13000.0,0.0,0.21,0.0,0.0,11800.0,195762.0,0.2,0.0,,0.0,,0.0
2015-04-01,23000.0,384100.0,1.07,1.62,0.38,384100.0,0.0,23000.0,0.0,23000.0,0.38,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-02,23000.0,384790.0,1.15,1.62,0.38,384790.0,0.0,23000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-03,23000.0,384790.0,1.04,1.62,0.38,384790.0,0.0,23000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-06,23000.0,384790.0,1.04,1.62,0.38,384790.0,0.0,23000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-07,23000.0,393070.0,1.04,1.62,0.38,393070.0,0.0,23000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-08,23000.0,415150.0,1.01,1.82,0.39,415150.0,0.0,23000.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9492
2015-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,23000.0,0.0,0.4,0.0,0.0,11800.0,221250.0,0.22,0.0,,0.0,,0.0
2015-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,224672.0,0.22,0.0,,0.0,,0.0
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,230690.0,0.23,0.0,,0.0,,0.0
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,223846.0,0.22,0.0,,0.0,,0.0
2015-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,228684.0,0.23,0.0,,0.0,,0.0
2015-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,229746.0,0.23,0.0,,0.0,,0.0
2015-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,217946.0,0.22,0.0,,0.0,,0.0
2015-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,221840.0,0.22,0.0,,0.0,,0.0
2015-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,227622.0,0.23,0.0,,0.0,,0.0
2015-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,230572.0,0.23,0.0,,0.0,,0.0
2015-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,224200.0,0.22,0.0,,0.0,,0.0
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,224554.0,0.23,0.0,,0.0,,0.0
2015-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,227976.0,0.23,0.0,,0.0,,0.0
2015-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,225144.0,0.23,0.0,,0.0,,0.0
2015-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,219480.0,0.22,0.0,,0.0,,0.0
2015-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,216176.0,0.22,0.0,,0.0,,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,216176.0,0.22,0.0,,0.0,,0.0
2015-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,219008.0,0.22,0.0,,0.0,,0.0
2015-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,210748.0,0.21,0.0,,0.0,,0.0
2015-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,205792.0,0.21,0.0,,0.0,,0.0
2015-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,204730.0,0.2,0.0,,0.0,,0.0
2015-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,211928.0,0.21,0.0,,0.0,,0.0
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,212872.0,0.21,0.0,,0.0,,0.0
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,207090.0,0.21,0.0,,0.0,,0.0
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,203550.0,0.2,0.0,,0.0,,0.0
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,204376.0,0.2,0.0,,0.0,,0.0
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,206264.0,0.21,0.0,,0.0,,0.0
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,205556.0,0.2,0.0,,0.0,,0.0
2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,214052.0,0.21,0.0,,0.0,,0.0
2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,215232.0,0.22,0.0,,0.0,,0.0
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,214288.0,0.21,0.0,,0.0,,0.0
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,222430.0,0.22,0.0,,0.0,,0.0
2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,222430.0,0.22,0.0,,0.0,,0.0
2015-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,229864.0,0.23,0.0,,0.0,,0.0
2015-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,227386.0,0.23,0.0,,0.0,,0.0
2015-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,217356.0,0.22,0.0,,0.0,,0.0
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,214760.0,0.22,0.0,,0.0,,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,217946.0,0.22,0.0,,0.0,,0.0
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,212990.0,0.21,0.0,,0.0,,0.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,211574.0,0.21,0.0,,0.0,,0.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,210394.0,0.21,0.0,,0.0,,0.0
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,210040.0,0.21,0.0,,0.0,,0.0
2015-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,212400.0,0.21,0.0,,0.0,,0.0
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,206618.0,0.21,0.0,,0.0,,0.0
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,204258.0,0.2,0.0,,0.0,,0.0
2015-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,206736.0,0.21,0.0,,0.0,,0.0
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,208742.0,0.21,0.0,,0.0,,0.0
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,202016.0,0.2,0.0,,0.0,,0.0
2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,198948.0,0.2,0.0,,0.0,,0.0
2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,199656.0,0.2,0.0,,0.0,,0.0
2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,197060.0,0.2,0.0,,0.0,,0.0
2015-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,197060.0,0.2,0.0,,0.0,,0.0
2015-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,198830.0,0.2,0.0,,0.0,,0.0
2015-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,206854.0,0.21,0.0,,0.0,,0.0
2015-06-24,2203.0,38772.8,0.25,0.21,0.04,38772.8,0.0,2203.0,0.0,2203.0,0.04,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-06-25,2203.0,38045.81,0.25,0.21,0.04,38045.81,0.0,2203.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-06-26,2203.0,37230.7,0.33,0.21,0.04,37230.7,0.0,2203.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-06-29,2203.0,36107.17,0.3,0.21,0.04,36107.17,0.0,2203.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-06-30,2203.0,36746.04,0.32,0.21,0.04,36746.04,0.0,2203.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-07-01,2203.0,36878.22,0.32,0.21,0.04,36878.22,0.0,2203.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1867
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2203.0,0.0,0.04,0.0,0.0,11800.0,197768.0,0.2,0.0,,0.0,100.0,0.0
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,193284.0,0.19,0.0,,0.0,,0.0
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,190688.0,0.19,0.0,,0.0,,0.0
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,177236.0,0.18,0.0,,0.0,,0.0
2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173106.0,0.17,0.0,,0.0,,0.0
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,176410.0,0.18,0.0,,0.0,,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,182546.0,0.18,0.0,,0.0,,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,186322.0,0.19,0.0,,0.0,,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,184316.0,0.18,0.0,,0.0,,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,182074.0,0.18,0.0,,0.0,,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,185496.0,0.19,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,187620.0,0.19,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,186204.0,0.19,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,185260.0,0.18,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,183726.0,0.18,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,183608.0,0.18,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,181012.0,0.18,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,172634.0,0.17,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173578.0,0.17,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,175938.0,0.18,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,174522.0,0.17,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173460.0,0.17,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,171690.0,0.17,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,172752.0,0.17,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,176292.0,0.18,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,173342.0,0.17,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,174640.0,0.17,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,177472.0,0.18,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,172162.0,0.17,0.0,,0.0,,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,167206.0,0.17,0.0,,0.0,,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,170864.0,0.17,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,170510.0,0.17,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,169330.0,0.17,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,167206.0,0.17,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,161778.0,0.16,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,156586.0,0.16,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,151158.0,0.15,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,136526.0,0.14,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,148208.0,0.15,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,11800.0,141482.0,0.14,0.0,,0.0,,0.0
