,ALUPG FP Equity_DX_SI_QTY,ALUPG FP Equity_DX_SHORT_INTEREST_VALUE,ALUPG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALUPG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALUPG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALUPG FP Equity_DX_SI_MV,ALUPG FP Equity_DX_DSS,ALUPG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALUPG FP Equity_DX_SUPPLY_SI_QTY,ALUPG FP Equity_DX_BROKER_SI_QTY,ALUPG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALUPG FP Equity_DX_BROKER_SI_QTY_ADD,ALUPG FP Equity_DX_SUPPLY_SI_MV_DEC,ALUPG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALUPG FP Equity_DX_BROKER_SI_MV_ADD,ALUPG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALUPG FP Equity_DX_BROKER_SI_QTY_DEC,ALUPG FP Equity_DX_SUPPLY_SI_MV,ALUPG FP Equity_DX_BROKER_SI_MV_DEC,ALUPG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALUPG FP Equity_DX_UTILIZATION_QUANTITY,ALUPG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALUPG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALUPG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALUPG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALUPG FP Equity_DX_BROKER_SI_CON_RATIO,ALUPG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALUPG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALUPG FP Equity_PX_LAST
2011-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2011-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63
2011-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
2011-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2011-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2011-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2011-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2011-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74
2011-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2011-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2011-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2011-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2011-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2011-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2011-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2011-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2011-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13
2011-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2011-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2011-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2011-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2011-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2011-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2011-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16
2011-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2011-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2011-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2011-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2011-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2011-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2011-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
2011-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2011-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2011-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2011-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2011-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2011-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92
2011-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91
2011-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2011-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2011-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2011-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2011-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2011-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2011-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
2011-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2012-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21
2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2012-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2012-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18
2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2012-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2012-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2012-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57
2012-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63
