,BTC FP Equity_DX_SI_QTY,BTC FP Equity_DX_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BTC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BTC FP Equity_DX_SI_MV,BTC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BTC FP Equity_DX_SUPPLY_SI_QTY,BTC FP Equity_DX_BROKER_SI_QTY,BTC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BTC FP Equity_DX_BROKER_SI_MV_NEW_x,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_x,BTC FP Equity_DX_BROKER_SI_MV_INC_x,BTC FP Equity_DX_BROKER_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_NEW,BTC FP Equity_DX_SUPPLY_SI_MV_DEC,BTC FP Equity_DX_BROKER_SI_QTY_INC,BTC FP Equity_DX_SUPPLY_SI_QTY_DEC,BTC FP Equity_DX_BROKER_SI_MV_NEW_y,BTC FP Equity_DX_BROKER_SI_MV_INC_y,BTC FP Equity_DX_SUPPLY_SI_QTY_INC_y,BTC FP Equity_DX_BROKER_SI_MV_ADD,BTC FP Equity_DX_SUPPLY_SI_QTY_ADD,BTC FP Equity_DX_BROKER_SI_QTY_DEC,BTC FP Equity_DX_SUPPLY_SI_MV,BTC FP Equity_DX_BROKER_SI_MV_DEC,BTC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BTC FP Equity_DX_UTILIZATION_QUANTITY,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BTC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BTC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BTC FP Equity_DX_ACTIVE_UTILIZATION_MV,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BTC FP Equity_DX_BROKER_SI_CON_RATIO,BTC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BTC FP Equity_DX_DEMAND_SUPPLY_RATIO,BTC FP Equity_PX_LAST
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2638.1,0.0,0.0,,0.0,,0.0,8.04
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2465.25,0.0,0.0,,0.0,,0.0,7.52
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2384.56,0.0,0.0,,0.0,,0.0,7.27
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2231.38,0.0,0.0,,0.0,,0.0,6.8
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2174.64,0.0,0.0,,0.0,,0.0,6.63
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,328.0,2189.73,0.0,0.0,,0.0,,0.0,6.68
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1901.24,0.0,0.0,,0.0,,0.0,6.84
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1838.41,0.0,0.0,,0.0,,0.0,6.61
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1825.07,0.0,0.0,,0.0,,0.0,6.57
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1862.04,0.0,0.0,,0.0,,0.0,6.7
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2077.22,0.0,0.0,,0.0,,0.0,7.47
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2027.73,0.0,0.0,,0.0,,0.0,7.29
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2063.32,0.0,0.0,,0.0,,0.0,7.42
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1936.55,0.0,0.0,,0.0,,0.0,6.97
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1976.86,0.0,0.0,,0.0,,0.0,7.11
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1910.14,0.0,0.0,,0.0,,0.0,6.87
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1898.18,0.0,0.0,,0.0,,0.0,6.83
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1878.17,0.0,0.0,,0.0,,0.0,6.76
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1861.49,0.0,0.0,,0.0,,0.0,6.7
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1791.99,0.0,0.0,,0.0,,0.0,6.45
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1835.36,0.0,0.0,,0.0,,0.0,6.6
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1827.29,0.0,0.0,,0.0,,0.0,6.57
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1889.29,0.0,0.0,,0.0,,0.0,6.8
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1814.78,0.0,0.0,,0.0,,0.0,6.53
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1867.88,0.0,0.0,,0.0,,0.0,6.72
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1845.09,0.0,0.0,,0.0,,0.0,6.64
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1768.64,0.0,0.0,,0.0,,0.0,6.36
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1693.85,0.0,0.0,,0.0,,0.0,6.09
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1683.57,0.0,0.0,,0.0,,0.0,6.06
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1650.76,0.0,0.0,,0.0,,0.0,5.94
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1632.69,0.0,0.0,,0.0,,0.0,5.87
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1637.7,0.0,0.0,,0.0,,0.0,5.89
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1674.12,0.0,0.0,,0.0,,0.0,6.02
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1676.06,0.0,0.0,,0.0,,0.0,6.03
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1758.91,0.0,0.0,,0.0,,0.0,6.33
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1599.89,0.0,0.0,,0.0,,0.0,5.76
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1572.92,0.0,0.0,,0.0,,0.0,5.66
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1574.31,0.0,0.0,,0.0,,0.0,5.66
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1628.52,0.0,0.0,,0.0,,0.0,5.86
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1660.49,0.0,0.0,,0.0,,0.0,5.97
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1708.03,0.0,0.0,,0.0,,0.0,6.14
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1622.41,0.0,0.0,,0.0,,0.0,5.84
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1596.83,0.0,0.0,,0.0,,0.0,5.74
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1559.58,0.0,0.0,,0.0,,0.0,5.61
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1612.12,0.0,0.0,,0.0,,0.0,5.8
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1703.31,0.0,0.0,,0.0,,0.0,6.13
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1617.4,0.0,0.0,,0.0,,0.0,5.82
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1588.49,0.0,0.0,,0.0,,0.0,5.71
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1607.4,0.0,0.0,,0.0,,0.0,5.78
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1673.56,0.0,0.0,,0.0,,0.0,6.02
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1790.6,0.0,0.0,,0.0,,0.0,6.44
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1859.82,0.0,0.0,,0.0,,0.0,6.69
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1767.25,0.0,0.0,,0.0,,0.0,6.36
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1738.61,0.0,0.0,,0.0,,0.0,6.25
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1750.84,0.0,0.0,,0.0,,0.0,6.3
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1723.32,0.0,0.0,,0.0,,0.0,6.2
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1735.55,0.0,0.0,,0.0,,0.0,6.24
2023-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1820.34,0.0,0.0,,0.0,,0.0,6.55
2023-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1898.46,0.0,0.0,,0.0,,0.0,6.83
2023-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1869.55,0.0,0.0,,0.0,,0.0,6.73
2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1818.68,0.0,0.0,,0.0,,0.0,6.54
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1764.19,0.0,0.0,,0.0,,0.0,6.35
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1845.36,0.0,0.0,,0.0,,0.0,6.64
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1739.45,0.0,0.0,,0.0,,0.0,6.26
2023-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1781.15,0.0,0.0,,0.0,,0.0,6.41
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1727.49,0.0,0.0,,0.0,,0.0,6.21
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,378.0,2393.87,0.0,0.0,,0.0,,0.0,6.33
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1710.53,0.0,0.0,,0.0,,0.0,6.15
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1707.2,0.0,0.0,,0.0,,0.0,6.14
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1789.21,0.0,0.0,,0.0,,0.0,6.44
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1771.14,0.0,0.0,,0.0,,0.0,6.37
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1771.14,0.0,0.0,,0.0,,0.0,6.37
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1799.22,0.0,0.0,,0.0,,0.0,6.47
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1880.11,0.0,0.0,,0.0,,0.0,6.76
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1889.29,0.0,0.0,,0.0,,0.0,6.8
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,1929.32,0.0,0.0,,0.0,,0.0,6.94
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2027.18,0.0,0.0,,0.0,,0.0,7.29
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2051.92,0.0,0.0,,0.0,,0.0,7.38
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2181.47,0.0,0.0,,0.0,,0.0,7.85
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,278.0,2313.24,0.0,0.0,,0.0,,0.0,8.32
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6929.65,0.0,0.0,,0.0,,0.0,8.91
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6858.85,0.0,0.0,,0.0,,0.0,8.82
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6732.81,0.0,0.0,,0.0,,0.0,8.65
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,7057.24,0.0,0.0,,0.0,,0.0,9.07
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6474.52,0.0,0.0,,0.0,,0.0,8.32
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6370.26,0.0,0.0,,0.0,,0.0,8.19
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,778.0,6600.55,0.0,0.0,,0.0,,0.0,8.48
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,7435.44,0.0,0.0,,0.0,,0.0,8.98
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,7598.56,0.01,0.0,,0.0,,0.0,9.18
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,7720.27,0.01,0.0,,0.0,,0.0,9.32
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8315.6,0.01,0.0,,0.0,,0.0,10.04
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8412.48,0.01,0.0,,0.0,,0.0,10.16
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8587.19,0.01,0.0,,0.0,,0.0,10.37
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8843.04,0.01,0.0,,0.0,,0.0,10.68
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8843.04,0.01,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,8843.04,0.01,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,828.0,10184.4,0.01,0.0,,0.0,,0.0,12.3
2023-12-28,8200.0,99531.6,1.43,2.3,0.09,49765.8,4100.0,4100.0,49765.8,,,,4100.0,,,,,,,,0.04,4100.0,,0.05,,100.0,83.2,0.0,0.0,0.0,100.0,,1.0,100.0,1.664,12.14
2023-12-29,8200.0,93767.0,1.37,2.3,0.1,46883.5,4100.0,4100.0,46883.5,,,,,,,,,,,,,,,0.05,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,11.44
2024-01-01,8200.0,93767.0,1.38,2.3,0.1,46883.5,4100.0,4100.0,46883.5,,,,,,,,,,,,,,,0.05,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,
2024-01-02,8200.0,91003.6,1.38,2.3,0.09,45501.8,4100.0,4100.0,45501.8,,,,,,,,,,,,,,,0.05,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,11.1
2024-01-03,8200.0,85804.8,1.27,2.3,0.09,42902.4,4100.0,4100.0,42902.4,,,,,,,,,,,,,,,0.05,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,10.46
2024-01-04,8200.0,87067.6,1.23,2.22,0.09,43533.8,4100.0,4100.0,43533.8,,,,,,,,,,,,,,,0.04,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,10.62
2024-01-05,8200.0,81909.8,1.19,2.19,0.09,40954.9,4100.0,4100.0,40954.9,,,,,,,,,,,,,,,0.04,,100.0,87.61,0.0,0.0,0.0,100.0,,1.0,100.0,1.7521,9.99
2024-01-08,8200.0,82049.2,1.18,2.19,0.08,41024.6,4100.0,4100.0,41024.6,,,,,,,,,,,,,,,0.04,,100.0,85.77,0.0,0.0,0.0,100.0,,1.0,100.0,1.7155,10.01
2024-01-09,8200.0,87428.4,1.15,2.01,0.08,43714.2,4100.0,4100.0,43714.2,,,,,,,,,,,,,,,0.04,,100.0,83.16,0.0,0.0,0.0,100.0,,1.0,100.0,1.6633,10.66
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.04,,4100.0,,,,,,4100.0,0.0,0.04,0.0,0.0,830.0,8527.42,0.01,0.0,,0.0,,0.0,10.27
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,929.0,8709.38,0.01,0.0,,0.0,,0.0,9.38
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1185.0,10348.61,0.01,0.0,,0.0,,0.0,8.73
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1185.0,10049.99,0.01,0.0,,0.0,,0.0,8.48
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1096.0,9105.57,0.01,0.0,,0.0,,0.0,8.31
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1502.0,11852.28,0.01,0.0,,0.0,,0.0,7.89
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1502.0,11817.74,0.01,0.0,,0.0,,0.0,7.87
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1396.0,9980.0,0.01,0.0,,0.0,,0.0,7.15
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1396.0,10528.63,0.01,0.0,,0.0,,0.0,7.54
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1503.0,11167.29,0.01,0.0,,0.0,,0.0,7.43
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1603.0,11977.62,0.01,0.0,,0.0,,0.0,7.47
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1603.0,11842.96,0.01,0.0,,0.0,,0.0,7.39
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1603.0,12843.24,0.01,0.0,,0.0,,0.0,8.01
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1603.0,13894.8,0.01,0.0,,0.0,,0.0,8.67
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1603.0,13271.24,0.01,0.0,,0.0,,0.0,8.28
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1653.0,13624.03,0.01,0.0,,0.0,,0.0,8.24
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1653.0,12807.44,0.01,0.0,,0.0,,0.0,7.75
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1653.0,13271.94,0.01,0.0,,0.0,,0.0,8.03
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,10858.58,0.01,0.0,,0.0,,0.0,7.53
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,11164.49,0.01,0.0,,0.0,,0.0,7.74
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1443.0,10891.76,0.01,0.0,,0.0,,0.0,7.55
