,BON FP Equity_DX_SI_QTY,BON FP Equity_DX_SHORT_INTEREST_VALUE,BON FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,BON FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BON FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BON FP Equity_DX_SI_MV,BON FP Equity_DX_DSS,BON FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY,BON FP Equity_DX_BROKER_SI_QTY,BON FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BON FP Equity_DX_BROKER_SI_MV_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BON FP Equity_DX_SUPPLY_SI_QTY_INC_x,BON FP Equity_DX_BROKER_SI_MV_INC_x,BON FP Equity_DX_SUPPLY_SI_MV_NEW,BON FP Equity_DX_BROKER_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_NEW,BON FP Equity_DX_SUPPLY_SI_MV_DEC,BON FP Equity_DX_BROKER_SI_QTY_INC,BON FP Equity_DX_SUPPLY_SI_QTY_DEC,BON FP Equity_DX_BROKER_SI_MV_NEW_y,BON FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BON FP Equity_DX_BROKER_SI_MV_INC_y,BON FP Equity_DX_SUPPLY_SI_QTY_INC_y,BON FP Equity_DX_BROKER_SI_MV_ADD,BON FP Equity_DX_SUPPLY_SI_QTY_ADD,BON FP Equity_DX_BROKER_SI_QTY_DEC,BON FP Equity_DX_SUPPLY_SI_MV,BON FP Equity_DX_BROKER_SI_MV_DEC,BON FP Equity_DX_SUPPLY_SI_MV_RMV,BON FP Equity_DX_BROKER_SI_MV_RMV,BON FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BON FP Equity_DX_UTILIZATION_QUANTITY,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BON FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BON FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BON FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BON FP Equity_DX_ACTIVE_UTILIZATION_MV,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BON FP Equity_DX_BROKER_SI_CON_RATIO,BON FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BON FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-09-12,16218.0,1037728.76,0.3,7.96,0.2,1.15,0.0,801747.52,10652.0,12530.0,681581.37,,,,,,,,0.03,,344.0,,,,,,,59.0,0.76,0.01,,,100.0,4.6,0.0,0.0,,0.0,100.0,18.29,0.1451,22.88,0.07
2012-09-13,16435.0,1053238.23,0.3,8.1,0.21,1.21,0.0,816892.47,11652.0,12747.0,746719.31,,,1000.0,0.07,,,,,217.0,,,,0.07,1000.0,,,,0.82,,,,15.27,5.03,64666.0,4144125.54,,4.57,15.29,17.35,0.1444,21.47,0.071
2012-09-14,16446.0,1038131.06,0.3,8.39,0.21,1.15,0.0,805331.15,11663.0,12758.0,736210.78,,,11.0,0.0,,,,,11.0,,,,0.0,11.0,,,,0.82,,,,15.28,5.23,64666.0,4081952.04,,4.53,15.31,18.3,0.1443,22.47,0.0738
2012-09-17,16387.0,1024982.99,0.3,8.7,0.2,1.15,0.0,794303.96,10880.0,12699.0,680528.16,,,,,,,,0.06,,783.0,,,,,,,59.0,0.77,0.01,,,14.4,4.88,64666.0,4044764.14,,4.55,14.39,18.38,0.145,22.67,0.0735
2012-09-18,17387.0,1093624.59,0.32,9.5,0.22,1.21,0.0,861653.14,11796.0,13699.0,741956.38,,,1000.0,0.07,,,,0.01,1000.0,84.0,,,0.07,1000.0,,,,0.83,,,,15.42,5.28,64725.0,4071136.56,,4.54,15.4,17.34,0.1332,21.29,0.0778
2012-09-19,17387.0,1066596.43,0.32,9.75,0.22,1.21,0.0,840358.0,11596.0,13699.0,711350.56,,,,,,,,0.01,,200.0,,,,,,,,0.81,,,,15.19,5.19,64725.0,3970521.32,,4.53,15.18,17.35,0.1331,21.25,0.0778
2012-09-20,16623.0,1028840.65,0.31,8.85,0.21,1.14,0.0,800580.75,12148.0,12935.0,751871.27,,,552.0,,,,,,,,,,,552.0,,,764.0,0.83,0.06,,,15.92,5.44,64173.0,3971833.66,,4.41,15.9,18.48,0.1376,22.24,0.0744
2012-09-21,17739.0,1091855.78,0.33,9.54,0.22,1.22,0.0,864855.15,12148.0,14051.0,747723.32,,,,0.08,,,,,1116.0,,,,0.08,,,,,0.83,,,,5.44,5.44,211237.0,13001879.4,,14.52,5.43,17.23,0.1347,20.74,0.0794
2012-09-24,17739.0,1105085.56,0.33,9.16,0.22,1.22,0.0,875334.42,12148.0,14051.0,756783.32,,,,,,,,,,,,,,,,,,0.84,,,,15.92,5.45,64173.0,3997782.05,,4.41,15.91,17.24,0.1348,20.77,0.0796
2012-09-25,17791.0,1108005.28,0.33,9.11,0.22,1.23,0.0,878320.41,12168.0,14103.0,757810.59,,,20.0,0.01,,,,,160.0,,,,0.01,20.0,,,108.0,0.84,0.01,,,15.94,5.46,64153.0,3995383.21,,4.45,15.94,17.05,0.1338,20.72,0.0798
2012-09-26,17000.0,1054007.21,0.31,8.22,0.21,1.18,0.0,825349.65,11260.0,13312.0,698124.78,,,,0.0,,,,0.06,9.0,908.0,,,0.0,,,,800.0,0.78,0.06,,,5.05,5.05,211585.0,13118359.77,,14.71,5.06,17.83,0.1437,21.79,0.0763
2012-09-27,16915.0,1035969.94,0.31,7.58,0.21,1.16,0.0,810096.03,11260.0,13227.0,689625.87,,,,0.0,,,,,6.0,,,,0.0,,,,91.0,0.77,0.01,,,5.05,5.05,211585.0,12958658.0,,14.54,5.04,18.12,0.144,21.78,0.0759
2012-09-28,16915.0,1014539.23,0.31,7.48,0.21,1.15,0.0,793337.89,11169.0,13227.0,669901.78,,,,,,,,0.01,,91.0,,,,,,,,0.76,,,,14.79,5.01,64352.0,3859747.46,,4.39,14.79,18.24,0.1442,21.77,0.0758
2012-10-01,12350.0,757937.22,0.23,5.17,0.15,0.82,0.0,592970.8,7903.0,9662.0,485018.45,,,,,,,,0.23,,3266.0,,,,,,,3565.0,0.53,0.25,,,10.46,3.47,67618.0,4149813.66,,4.5,10.49,21.75,0.1726,25.58,0.0542
2012-10-02,12336.0,791994.5,0.23,4.88,0.15,0.83,0.0,619419.82,7858.0,9648.0,504498.44,,,,,,31.0,,0.0,,45.0,,,,,0.0,,45.0,0.54,0.0,,,10.41,3.45,67618.0,4341203.31,,4.61,10.39,21.61,0.1711,25.29,0.0541
2012-10-03,12546.0,800291.18,0.23,4.32,0.16,0.88,0.0,628827.55,7858.0,9858.0,501250.45,,,,0.02,,,,,210.0,,,,0.02,,,,,0.56,,,,10.41,3.45,67618.0,4313254.34,,4.84,10.4,21.83,0.1644,23.88,0.0551
2012-10-04,12792.0,817247.54,0.24,4.05,0.16,0.89,0.0,645518.23,7838.0,10104.0,500749.39,,,,0.02,,,,0.01,266.0,20.0,,,0.02,,,,20.0,0.55,0.0,,,10.38,3.44,67638.0,4321215.54,,4.76,10.41,21.28,0.1594,23.69,0.0562
2012-10-05,12551.0,796211.78,0.23,3.74,0.16,0.88,0.0,625690.13,7838.0,9863.0,497227.95,,,,,,,,,,,,,,,,,241.0,0.56,0.02,,,10.38,3.44,67638.0,4290827.24,,4.8,10.38,21.75,0.1643,24.03,0.0551
2012-10-08,12417.0,791169.87,0.23,3.67,0.16,0.87,0.0,619899.46,7838.0,9729.0,499411.24,,,,0.01,,,,,132.0,,,,0.01,,,,266.0,0.56,0.02,,,10.38,3.44,67638.0,4309667.98,,4.81,10.37,22.01,0.17,24.25,0.0546
2012-10-09,12377.0,791290.34,0.23,3.57,0.15,0.87,0.0,619440.26,7838.0,9689.0,501101.54,,,,,,,,,,,,,,,,,40.0,0.56,0.0,,,10.38,3.44,67638.0,4324254.37,,4.83,10.37,22.13,0.171,24.28,0.0543
2012-10-10,10614.0,672283.05,0.2,3.05,0.13,0.75,0.0,502027.09,5593.0,7926.0,354256.56,,,,0.04,,,,0.16,237.0,2245.0,,,0.04,,,,2000.0,0.4,0.15,,,3.08,3.08,176050.0,11150879.19,,12.53,3.08,25.39,0.2029,27.92,0.0584
2012-10-11,12600.0,798301.29,0.23,3.75,0.16,0.87,0.0,627997.01,5075.0,9912.0,321538.02,,,,,,2000.0,,0.04,,518.0,,,,,0.14,,14.0,0.36,0.02,,,2.79,2.79,176568.0,11186862.06,,12.43,2.79,21.84,0.1702,24.33,0.0694
2012-10-12,11374.0,727064.02,0.21,3.33,0.14,0.78,0.0,599217.35,3835.0,9374.0,245145.99,,,,,,,,0.09,,1240.0,,,,,,,538.0,0.27,0.04,,,5.12,2.11,71123.0,4546419.43,,5.01,5.12,18.12,0.1819,27.06,0.0626
2012-10-15,11374.0,723180.35,0.21,3.35,0.14,0.78,0.0,596016.58,3835.0,9374.0,243836.53,,,,,,,,,,,,,,,,,,0.27,,,,100.0,2.11,0.0,0.0,,0.0,100.0,18.18,0.1814,26.87,0.0626
2012-10-16,11374.0,723589.16,0.21,3.37,0.14,0.78,0.0,596353.51,3835.0,9374.0,243974.37,,,,,,,,,,,,,,,,,,0.27,,,,100.0,2.11,0.0,0.0,,0.0,100.0,18.19,0.1819,27.07,0.0626
2012-10-17,11235.0,706569.1,0.21,3.32,0.14,0.77,0.0,580789.11,3835.0,9235.0,241183.13,,,,,,,,,,,,,,,,,139.0,0.27,0.01,,,100.0,2.11,0.0,0.0,,0.0,100.0,18.42,0.1827,27.38,0.0619
2012-10-18,11235.0,711616.74,0.21,3.3,0.14,0.77,0.0,584938.2,3704.0,9235.0,234608.67,,,,,,,,0.01,,131.0,,,,,,,,0.26,,,,4.94,2.04,71254.0,4513176.63,,5.01,4.94,18.36,0.183,27.51,0.0619
2012-10-19,11235.0,709799.59,0.21,3.27,0.14,0.77,0.0,583444.52,3704.0,9235.0,234009.59,,,,,,,,,,,,,,,,,,0.26,,,,4.94,2.04,71254.0,4501651.99,,5.05,4.93,18.41,0.1826,27.36,0.0619
2012-10-22,11235.0,709092.92,0.21,3.25,0.14,0.77,0.0,582863.65,3704.0,9235.0,233776.61,,,,,,,,,,,,,,,,,,0.26,,,,4.94,1.96,71254.0,4497170.19,,5.0,4.95,18.35,0.1829,27.48,0.0595
2012-10-23,11235.0,706569.1,0.21,3.21,0.14,0.77,0.0,580789.11,3704.0,9235.0,232944.54,,,,,,,,,,,,,,,,,,0.26,,,,4.94,1.96,71254.0,4481163.75,,5.04,4.93,18.41,0.1827,27.42,0.0593
2012-10-24,11235.0,721207.27,0.21,3.15,0.14,0.76,0.0,592821.46,3696.0,9235.0,237256.97,,,,,,,,0.0,,8.0,,,,,,,,0.26,,,,100.0,1.95,0.0,0.0,,0.0,100.0,18.32,0.1831,27.55,0.0593
2012-10-25,11103.0,714729.14,0.2,3.03,0.14,0.77,0.0,585983.91,3696.0,9103.0,237921.18,,,,,,,,,,,,,,,,,132.0,0.26,0.01,,,100.0,1.95,0.0,0.0,,0.0,100.0,18.67,0.1831,27.45,0.0586
2012-10-26,11103.0,713332.4,0.2,3.0,0.14,0.77,0.0,584838.77,3696.0,9103.0,237456.23,,,,,,,,,,,,,,,,,,0.26,,,,100.0,1.95,0.0,0.0,,0.0,100.0,18.67,0.183,27.41,0.0586
2012-10-29,11103.0,709341.73,0.2,3.06,0.14,0.77,0.0,581566.95,3696.0,9103.0,236127.81,,,,,,,,,,,,,,,,,,0.26,,,,100.0,1.95,0.0,0.0,,0.0,100.0,18.67,0.183,27.43,0.0586
2012-10-30,11103.0,708344.06,0.2,3.06,0.14,0.76,0.0,580748.99,3725.0,9103.0,237645.83,,,,,,,,,,,,,,,,29.0,,0.26,,,,4.97,1.97,71233.0,4544490.03,,5.04,4.98,18.64,0.1834,27.61,0.0586
2012-10-31,11103.0,708344.06,0.2,3.06,0.14,0.76,0.0,580748.99,3758.0,9103.0,239751.15,,,33.0,,,,,,,,,,,33.0,,,,0.27,,,,5.01,1.98,71200.0,4542384.71,,5.06,5.01,18.63,0.1834,27.59,0.0586
2012-11-01,10016.0,639896.14,0.18,2.81,0.13,0.69,0.0,581566.95,2671.0,9103.0,170643.23,,,,,,,,0.08,,1087.0,,,,,,,,0.19,,,,3.62,1.41,71200.0,4548782.43,,5.06,3.61,20.7,0.1931,30.69,0.0529
2012-11-02,10016.0,638996.14,0.18,2.82,0.13,0.69,0.0,580748.99,2671.0,9103.0,170403.22,,,,,,,,,,,,,,,,,,0.19,,,,3.62,1.41,71200.0,4542384.71,,5.1,3.6,20.67,0.1926,30.6,0.0529
2012-11-05,9972.0,637085.09,0.18,2.85,0.12,0.68,0.0,578755.9,2627.0,9059.0,167832.18,,,,,,,,0.0,,44.0,,,,,,,44.0,0.19,0.0,,,3.56,1.39,71200.0,4548782.43,,5.07,3.55,20.78,0.1946,30.82,0.0527
2012-11-06,7968.0,509054.75,0.15,2.29,0.1,0.54,0.0,450725.56,2623.0,7055.0,167576.63,,,,,,,,0.0,,4.0,,,,,,,2004.0,0.19,0.14,,,1.38,1.38,186774.0,11932504.07,,13.26,1.39,18.82,0.2418,38.97,0.0421
2012-11-07,7968.0,507622.81,0.15,2.36,0.1,0.54,0.0,449457.7,2623.0,7055.0,167105.25,,,,,,,,,,,,,,,,,,0.19,,,,1.34,1.34,193774.0,12344892.44,,13.79,1.33,18.81,0.2415,38.91,0.0406
2012-11-08,7968.0,508338.78,0.15,2.41,0.1,0.54,0.0,450091.63,2623.0,7055.0,167340.94,,,,,,,,,,,,,,,,,,0.19,,,,1.34,1.34,193774.0,12362304.13,,13.75,1.34,18.8,0.2419,38.99,0.0406
2012-11-09,7968.0,501680.26,0.15,2.38,0.1,0.54,0.0,444196.06,2623.0,7055.0,165149.01,,,,,,,,,,,,,,,,,,0.19,,,,1.08,1.08,239877.0,15103106.92,,17.02,1.08,18.8,0.2417,38.95,0.0329
2012-11-12,7968.0,499102.77,0.15,2.42,0.1,0.54,0.0,441913.91,2623.0,7055.0,164300.52,,,,,,,,,,,,,,,,,,0.18,,,,1.08,1.08,239895.0,15026638.89,,16.8,1.08,18.73,0.2427,39.16,0.0329
2012-11-13,7968.0,498243.6,0.15,2.43,0.1,0.53,0.0,441153.19,2623.0,7055.0,164017.69,,,,,,,,,,,,,,,,,,0.18,,,,1.08,1.08,239895.0,15000771.77,,16.72,1.08,18.67,0.2439,39.41,0.0329
2012-11-14,7968.0,495164.93,0.15,2.73,0.1,0.53,0.0,438427.28,2561.0,7055.0,159151.28,,,,,,,,0.0,,62.0,,,,,,,,0.18,,,,1.06,1.06,240011.0,14915290.0,,16.67,1.06,18.65,0.2443,39.48,0.0328
2012-11-15,7968.0,492229.46,0.15,2.98,0.1,0.53,0.0,435828.16,2561.0,7055.0,158207.79,,,,,,,,,,,,,,,,,,0.18,,,,1.06,1.06,238205.0,14715300.88,,16.43,1.06,18.61,0.2452,39.66,0.0331
2012-11-16,8153.0,494500.56,0.15,3.15,0.1,0.54,0.0,439124.74,2746.0,7240.0,166552.01,,,,0.01,,,,,185.0,,,,0.01,,,185.0,,0.19,,,,3.72,1.14,71077.0,4311004.07,,4.91,3.7,18.1,0.2411,38.71,0.0337
2012-11-19,8153.0,499628.71,0.15,3.06,0.1,0.54,0.0,443678.63,2746.0,7240.0,168279.22,,,,,,,,,,,,,,,,,,0.19,,,,1.14,1.14,238135.0,14593288.76,,16.03,1.14,18.0,0.2441,39.31,0.0338
2012-11-20,8153.0,495452.93,0.15,3.04,0.1,0.54,0.0,439970.47,2746.0,7240.0,166872.78,,,,,,,,,,,,,,,,,,0.19,,,,1.14,1.14,237902.0,14457162.12,,16.21,1.14,18.04,0.2424,38.97,0.0339
2012-11-21,8153.0,495379.67,0.16,2.8,0.1,0.54,0.0,439905.41,2746.0,7240.0,166848.1,,,,,,,,,,,,,,,,,,0.19,,,,1.18,1.18,230252.0,13990207.26,,15.56,1.18,18.0,0.2434,39.18,0.035
2012-11-22,8153.0,503291.68,0.16,2.77,0.1,0.54,0.0,446931.41,2782.0,7240.0,171735.24,,,36.0,,,,,,,,,,,36.0,,,,0.19,,,,1.19,1.19,230044.0,14200813.32,,15.54,1.2,18.0,0.2437,39.24,0.035
2012-11-23,8153.0,512815.39,0.16,2.8,0.1,0.54,0.0,455388.62,2782.0,7240.0,174984.97,,,,,,,,,,,,,,,,,,0.19,,,,1.15,1.15,238203.0,14982726.01,,16.34,1.16,18.11,0.2419,38.88,0.0338
2012-11-26,8153.0,512522.36,0.16,2.78,0.1,0.55,0.0,455128.4,2788.0,7240.0,175262.15,,,6.0,,,,,,,,,,,6.0,,,,0.2,,,,1.16,1.16,237427.0,14925382.73,,16.6,1.16,18.24,0.2394,38.35,0.0339
2012-11-27,8190.0,522649.02,0.16,2.75,0.1,0.55,0.0,464385.46,2789.0,7277.0,177981.46,,,1.0,0.0,,,,,37.0,,,,0.0,1.0,,,,0.2,,,,3.78,1.16,71034.0,4533070.88,,4.98,3.78,18.14,0.2387,38.14,0.0341
2012-11-28,8190.0,525813.47,0.16,2.64,0.1,0.56,0.0,467197.14,2789.0,7277.0,179059.07,,,,,,,,,,,,,,,,,,0.2,,,,3.78,1.16,71034.0,4560516.96,,5.04,3.78,18.25,0.2373,37.83,0.0341
2012-11-29,8190.0,527579.67,0.16,2.66,0.1,0.56,0.0,468766.46,2789.0,7277.0,179660.53,,,,,,,,,,,,,,,,,,0.2,,,,3.78,1.17,71034.0,4575835.7,,5.05,3.79,18.31,0.2368,37.73,0.0345
2012-11-30,8005.0,516813.3,0.15,2.58,0.1,0.55,0.0,457868.82,2604.0,7092.0,168117.65,,,,,,,,0.01,,185.0,,,,,,,185.0,0.19,0.01,,,1.1,1.1,233894.0,15100503.36,,16.77,1.1,18.77,0.2398,38.55,0.0338
2012-12-03,8005.0,517460.66,0.15,2.45,0.1,0.55,0.0,458442.35,2604.0,7092.0,168328.24,,,,,,,,,,,,,,,,,,0.19,,,,1.1,1.1,233062.0,15065636.1,,16.72,1.11,18.79,0.2398,38.55,0.034
2012-12-04,7968.0,506548.86,0.15,2.45,0.1,0.54,0.0,448506.8,2567.0,7055.0,163191.63,,,,,,,,0.0,,37.0,,,,,,,37.0,0.18,0.0,,,1.09,1.09,233646.0,14853553.52,,16.76,1.09,18.89,0.2404,38.69,0.0337
2012-12-05,7968.0,510271.9,0.15,2.45,0.1,0.54,0.0,451803.25,2567.0,7055.0,164391.06,,,,,,,,,,,,,,,,,,0.18,,,,1.05,1.05,241132.0,15442129.06,,17.09,1.05,18.77,0.2421,39.04,0.0327
2012-12-06,7968.0,506190.87,0.15,2.52,0.1,0.54,0.0,448189.84,2567.0,7055.0,163076.3,,,,,,,,,,,,,,,,,,0.18,,,,1.06,1.06,240714.0,15292072.0,,17.2,1.05,18.82,0.2408,38.78,0.0328
2012-12-07,7968.0,510128.71,0.15,2.48,0.1,0.54,0.0,451676.46,2567.0,7055.0,164344.93,,,,,,,,,,,,,,,,,,0.18,,,,1.06,1.06,240715.0,15411098.4,,17.07,1.05,18.76,0.242,39.02,0.0328
2012-12-10,7968.0,511775.44,0.15,2.41,0.1,0.54,0.0,453134.5,2567.0,7055.0,164875.45,,,,,,,,,,,,,,,,,,0.18,,,,1.06,1.06,240712.0,15460653.82,,17.15,1.06,18.83,0.2415,38.91,0.0328
2012-12-11,7968.0,511560.65,0.15,2.35,0.1,0.54,0.0,452944.32,2571.0,7055.0,165063.06,,,4.0,,,,,,,,,,,4.0,,,,0.18,,,,1.06,1.06,240707.0,15453844.01,,17.15,1.06,18.86,0.2415,38.9,0.0328
2012-12-12,7968.0,510916.28,0.15,2.35,0.1,0.54,0.0,452373.79,2565.0,7055.0,164470.41,,,,,,,,0.0,,6.0,,,,,,,,0.18,,,,1.05,1.05,240683.0,15432839.1,,17.14,1.05,18.86,0.2415,38.9,0.0328
2012-12-13,7558.0,485577.44,0.15,2.25,0.09,0.51,0.0,426920.1,2155.0,6645.0,138451.89,,,,,,,,0.03,,410.0,,,,,,,410.0,0.15,0.03,,,0.89,0.89,240541.0,15453993.48,,17.15,0.89,15.89,0.2509,41.23,0.0311
2012-12-14,7558.0,486256.57,0.15,2.22,0.09,0.51,0.0,427517.19,2200.0,6645.0,141540.68,,,45.0,,,,,,,,,,,45.0,,,,0.16,,,,0.91,0.91,240456.0,15470138.84,,17.14,0.91,15.87,0.2509,41.22,0.0311
2012-12-17,8649.0,557302.76,0.17,2.48,0.11,0.59,0.0,428173.99,3339.0,6645.0,215150.18,,,1139.0,,,,,,,,,,,1139.0,,,,0.24,,,,1.38,1.38,239252.0,15416325.46,,17.1,1.38,13.76,0.2063,35.74,0.0357
2012-12-18,7030.0,456140.09,0.14,1.99,0.09,0.47,0.0,387686.63,1720.0,5975.0,111601.84,,,,,,2.0,,0.13,,1761.0,,,,,0.0,142.0,672.0,0.12,0.05,,,2.37,0.71,70749.0,4590534.14,,5.05,2.37,15.2,0.2698,44.63,0.029
2012-12-19,7030.0,458035.14,0.14,1.95,0.09,0.47,0.0,389297.29,1623.0,5975.0,105745.52,,,,,,,,0.01,,97.0,,,,,,,,0.12,,,,2.24,0.67,70846.0,4615925.71,,5.11,2.24,15.23,0.2684,44.41,0.029
2012-12-20,7010.0,459818.51,0.14,1.79,0.09,0.51,0.0,391928.04,1603.0,5975.0,105148.23,,,,,,,,0.0,,20.0,,,,,,,,0.12,,,,2.21,0.66,70846.0,4647118.7,,5.14,2.21,14.23,0.2953,48.29,0.0289
2012-12-21,7010.0,450055.24,0.15,1.7,0.09,0.51,0.0,383606.28,1603.0,5975.0,102915.63,,,,,,,,,,,,,,,,,,0.12,,,,2.21,0.66,70846.0,4548447.0,,5.19,2.21,14.27,0.2938,48.09,0.0289
2012-12-24,7119.0,452575.47,0.15,1.7,0.09,0.52,0.0,386014.64,1712.0,6072.0,108836.8,,,109.0,0.01,,,,,97.0,,,,0.01,109.0,,,,0.12,,,,2.36,0.71,70749.0,4497719.02,,5.05,2.4,13.87,0.2898,47.77,0.0293
2012-12-25,7119.0,452575.47,0.15,1.74,0.09,0.51,0.0,386014.64,1712.0,6072.0,108836.8,,,,,,,,,,,,,,,,,,0.12,,,,2.36,0.71,70749.0,4497719.02,,5.05,2.39,13.9,0.2903,47.84,0.0293
2012-12-26,7119.0,452575.47,0.15,1.74,0.09,0.51,0.0,386014.64,1712.0,6072.0,108836.8,,,,,,,,,,,,,,,,,,0.12,,,,2.36,0.71,70749.0,4497719.02,,4.99,2.36,13.85,0.2927,48.17,0.0293
2012-12-27,7119.0,454174.67,0.15,1.74,0.09,0.51,0.0,387378.65,1712.0,6072.0,109221.39,,,,,,,,,,,,,,,,,,0.12,,,,2.36,0.71,70749.0,4513612.02,,5.0,2.36,13.86,0.2927,48.18,0.0293
2012-12-28,7985.0,515450.32,0.17,1.93,0.1,0.57,0.0,456514.05,1578.0,7072.0,101863.57,,,,0.07,,,,0.01,1000.0,134.0,,,0.07,,,,,0.11,,,,2.18,0.65,70749.0,4567012.5,,5.02,2.18,24.22,0.2788,43.21,0.0329
2012-12-31,22392.0,1438614.71,0.47,5.4,0.28,1.64,0.0,904530.93,8978.0,14079.0,576807.92,,,,0.41,,1607.0,,,5400.0,,,,0.41,,0.12,7400.0,,0.65,,,,11.26,3.8,70749.0,4545398.02,,5.09,11.25,15.01,0.4697,66.15,0.0948
2013-01-01,22392.0,1438614.71,0.47,5.54,0.28,1.63,0.0,904530.93,8978.0,14079.0,576807.92,,,,,,,,,,,,,,,,,,0.64,,,,11.26,3.8,70749.0,4545398.02,,5.09,11.2,15.06,0.4686,66.05,0.0948
2013-01-02,22392.0,1475837.61,0.47,5.54,0.28,1.64,0.0,927934.88,8978.0,14079.0,591732.32,,,,,,,,,,,,,,,,,,0.64,,,,11.26,3.69,70749.0,4663006.22,,5.06,11.26,15.02,0.4702,66.19,0.092
2013-01-03,22392.0,1463513.29,0.47,5.56,0.28,1.68,0.0,920185.94,8978.0,14079.0,586790.92,,,,,,,,,,,,,,,,,,0.67,,,,11.26,3.7,70749.0,4624066.72,,5.26,11.26,14.61,0.4728,66.46,0.0923
2013-01-04,27144.0,1835849.17,0.57,6.85,0.34,1.98,0.0,1273610.22,8881.0,18831.0,600654.9,,,,0.36,,,,0.01,4849.0,97.0,,,0.36,,,,97.0,0.63,0.01,,,11.14,3.66,70846.0,4791577.16,,5.06,11.14,24.42,0.3709,54.15,0.1119
2013-01-07,27144.0,1824644.34,0.57,6.79,0.34,2.03,0.0,1265836.93,8881.0,18831.0,596988.89,,,,,,,,,,,,,,,,,,0.65,,,,11.14,3.67,70846.0,4762332.49,,5.19,11.14,24.45,0.3729,54.39,0.1121
2013-01-08,26930.0,1809023.9,0.57,6.74,0.34,2.02,0.0,1250597.77,8667.0,18617.0,582206.1,,,,,,,,0.02,,214.0,,,,,,,214.0,0.64,0.02,,,10.87,3.56,71060.0,4773458.54,,5.21,10.87,24.66,0.3791,54.85,0.1107
2013-01-09,26930.0,1810753.13,0.57,6.58,0.34,2.01,0.0,1251793.21,8667.0,18617.0,582762.62,,,,,,,,,,,,,,,,,,0.63,,,,10.87,3.56,71073.0,4778895.56,,5.2,10.87,24.66,0.3789,54.83,0.1107
2013-01-10,20472.0,1389667.53,0.43,5.02,0.26,1.5,0.0,825369.65,8665.0,12159.0,588192.12,,,,,,,,0.0,,2.0,,,,,,,6458.0,0.62,0.5,,,10.85,3.57,71231.0,4835258.29,,5.13,10.85,16.42,0.5573,72.51,0.0843
2013-01-11,18472.0,1245601.89,0.39,4.48,0.23,1.37,0.0,685040.58,8665.0,10159.0,584297.34,,,,,,,,,,,,,,,,,2000.0,0.64,0.14,,,10.82,3.57,71416.0,4815715.94,,5.23,10.82,17.91,0.5256,69.86,0.076
2013-01-14,7068.0,478294.34,0.15,1.75,0.09,0.52,0.0,416511.27,2661.0,6155.0,180070.92,,,,,,,,0.44,,6004.0,,,,,,,4004.0,0.2,0.31,,,1.07,1.07,246149.0,16656999.65,,18.08,1.07,20.62,0.3033,47.23,0.0284
2013-01-15,7068.0,481860.31,0.15,1.69,0.09,0.52,0.0,419616.61,2682.0,6155.0,182845.13,,,21.0,,,,,,,,,,,21.0,,,,0.2,,,,1.08,1.08,245491.0,16736328.57,,18.17,1.08,20.78,0.3018,46.98,0.0285
2013-01-16,6628.0,449917.76,0.14,1.6,0.08,0.49,0.0,381764.86,2221.0,5624.0,150764.54,,,,,,,,0.04,,547.0,,,,,,86.0,531.0,0.17,0.04,,,0.89,0.89,246096.0,16705335.11,,18.32,0.9,15.15,0.3147,50.16,0.0267
2013-01-17,6628.0,452957.75,0.14,1.67,0.08,0.49,0.0,384344.35,2221.0,5624.0,151783.22,,,,,,,,,,,,,,,,,,0.16,,,,0.89,0.89,246222.0,16826819.84,,18.18,0.89,15.17,0.3168,50.43,0.0267
2013-01-18,6636.0,457156.85,0.14,1.69,0.08,0.49,0.0,387990.87,2229.0,5632.0,153556.75,,,8.0,0.0,,,,,8.0,,,,0.0,8.0,,,,0.17,,,,0.9,0.9,246220.0,16962200.07,,18.39,0.9,15.15,0.3138,50.04,0.0267
2013-01-21,6636.0,464096.38,0.14,1.65,0.08,0.49,0.0,393880.47,2229.0,5632.0,155887.71,,,,,,,,,,,,,,,,,,0.17,,,,0.9,0.9,246220.0,17219682.2,,18.51,0.89,15.24,0.3131,49.94,0.0267
2013-01-22,6636.0,464279.0,0.14,1.6,0.08,0.5,0.0,394035.46,2229.0,5632.0,155949.05,,,,,,,,,,,,,,,,,,0.17,,,,0.9,0.9,246343.0,17235063.58,,18.78,0.9,15.35,0.31,49.53,0.0267
