,SHC FP Equity_DX_SI_QTY,SHC FP Equity_DX_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SHC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SHC FP Equity_DX_SI_MV,SHC FP Equity_DX_DSS,SHC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SHC FP Equity_DX_SUPPLY_SI_QTY,SHC FP Equity_DX_BROKER_SI_QTY,SHC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SHC FP Equity_DX_BROKER_SI_MV_NEW_x,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_x,SHC FP Equity_DX_BROKER_SI_MV_INC_x,SHC FP Equity_DX_BROKER_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_NEW,SHC FP Equity_DX_SUPPLY_SI_MV_DEC,SHC FP Equity_DX_BROKER_SI_QTY_INC,SHC FP Equity_DX_SUPPLY_SI_QTY_DEC,SHC FP Equity_DX_BROKER_SI_MV_NEW_y,SHC FP Equity_DX_BROKER_SI_MV_INC_y,SHC FP Equity_DX_SUPPLY_SI_QTY_INC_y,SHC FP Equity_DX_BROKER_SI_MV_ADD,SHC FP Equity_DX_SUPPLY_SI_QTY_ADD,SHC FP Equity_DX_BROKER_SI_QTY_DEC,SHC FP Equity_DX_SUPPLY_SI_MV,SHC FP Equity_DX_BROKER_SI_MV_DEC,SHC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SHC FP Equity_DX_UTILIZATION_QUANTITY,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SHC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SHC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SHC FP Equity_DX_ACTIVE_UTILIZATION_MV,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SHC FP Equity_DX_BROKER_SI_CON_RATIO,SHC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SHC FP Equity_DX_DEMAND_SUPPLY_RATIO,SHC FP Equity_PX_LAST
2009-02-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,119666.7,0.12,0.0,,0.0,,0.0,97.29
2009-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,124377.6,0.12,0.0,,0.0,,0.0,101.12
2009-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,126431.7,0.12,0.0,,0.0,,0.0,102.79
2009-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,119961.9,0.13,0.0,,0.0,,0.0,97.53
2009-03-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,124402.2,0.12,0.0,,0.0,,0.0,101.14
2009-03-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1230.0,126690.0,0.12,0.0,,0.0,,0.0,103.0
2009-03-09,30.0,3121.2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3121.2,,,,,,,,,,,,,30.0,,0.0,,2.44,2.44,1200.0,124848.0,0.12,2.39,,0.0,,0.0244,104.04
2009-03-10,30.0,2927.1,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2927.1,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,117084.0,0.12,2.42,,0.0,,0.0244,97.57
2009-03-11,30.0,2919.6,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2919.6,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,116784.0,0.12,2.41,,0.0,,0.0244,97.32
2009-03-12,30.0,2901.9,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2901.9,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,116076.0,0.12,2.42,,0.0,,0.0244,96.73
2009-03-13,30.0,2880.6,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2880.6,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,115224.0,0.12,2.43,,0.0,,0.0244,96.02
2009-03-16,30.0,2787.3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2787.3,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,111492.0,0.12,2.43,,0.0,,0.0244,92.91
2009-03-17,30.0,2805.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2805.0,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,112200.0,0.11,2.43,,0.0,,0.0244,93.5
2009-03-18,30.0,2820.3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2820.3,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,112812.0,0.11,2.35,,0.0,,0.0244,94.01
2009-03-19,30.0,2808.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2808.0,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,112320.0,0.11,2.4,,0.0,,0.0244,93.6
2009-03-20,30.0,2792.4,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2792.4,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,111696.0,0.11,2.47,,0.0,,0.0244,93.08
2009-03-23,30.0,2705.7,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2705.7,,,,,,,,,,,,,,,0.0,,2.44,2.44,1200.0,108228.0,0.11,2.43,,0.0,,0.0244,90.19
2009-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,30.0,,,,,,,0.0,,0.0,0.0,1230.0,111105.9,0.11,0.0,,0.0,,0.0,90.33
2009-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.84
2009-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.23
2009-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.79
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09
2009-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2
2009-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.01
2009-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.12
2009-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.99
2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.77
2009-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7
2009-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.52
2009-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.44
2009-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.95
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.64
2009-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.32
2009-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.53
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2009-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.23
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18
2009-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2
2009-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.57
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.83
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45
2009-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.67
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.55
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.85
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.25
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.24
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.71
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.45
2009-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24333.75,0.02,0.0,,0.0,,0.0,77.25
2009-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24242.4,0.02,0.0,,0.0,,0.0,76.96
2009-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24106.95,0.02,0.0,,0.0,,0.0,76.53
2009-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23924.25,0.02,0.0,,0.0,,0.0,75.95
2009-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23697.45,0.02,0.0,,0.0,,0.0,75.23
2009-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23883.3,0.02,0.0,,0.0,,0.0,75.82
2009-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23836.05,0.02,0.0,,0.0,,0.0,75.67
2009-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23108.4,0.02,0.0,,0.0,,0.0,73.36
2009-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23051.7,0.02,0.0,,0.0,,0.0,73.18
2009-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23458.05,0.02,0.0,,0.0,,0.0,74.47
2009-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23373.0,0.02,0.0,,0.0,,0.0,74.2
2009-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23291.1,0.02,0.0,,0.0,,0.0,73.94
2009-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23546.25,0.02,0.0,,0.0,,0.0,74.75
2009-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23549.4,0.02,0.0,,0.0,,0.0,74.76
2009-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23448.6,0.02,0.0,,0.0,,0.0,74.44
2009-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23218.65,0.02,0.0,,0.0,,0.0,73.71
2009-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,23310.0,0.02,0.0,,0.0,,0.0,74.0
2009-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24100.65,0.02,0.0,,0.0,,0.0,76.51
2009-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24110.1,0.02,0.0,,0.0,,0.0,76.54
2009-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24532.2,0.02,0.0,,0.0,,0.0,77.88
2009-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,315.0,24289.65,0.02,0.0,,0.0,,0.0,77.11
2009-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25
2009-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.87
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83
2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.56
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.52
2009-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.01
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.29
2009-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.08
2009-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59
2009-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.56
2009-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39
2009-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.55
2009-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4
2009-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.78
2009-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.08
2009-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
2009-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.18
2009-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.05
2009-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16
2009-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8
2009-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72
2009-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.92
2009-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98
2009-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.29
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.43
2009-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33
2009-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26
2009-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5
2009-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11
2009-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.92
2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.95
2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53
2009-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03
2009-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43
2009-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.43
2009-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.38
2009-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.56
2009-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.16
2009-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5
2009-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.48
2009-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.39
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.16
2009-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.91
2009-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.22
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2
2009-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.61
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8
2009-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.09
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28
2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.29
2009-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.14
2009-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.18
2009-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.66
2009-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81
2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.42
2009-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33
2009-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.04
2009-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.13
2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.29
2009-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.32
2009-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.23
2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.29
2009-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.58
2009-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1
2009-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.68
2009-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.87
2009-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.17
2009-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.68
2009-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.94
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.21
2009-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.26
2009-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.47
2009-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.76
2009-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.27
2009-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.08
2009-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.93
2009-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.89
2009-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85
2009-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33
2009-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.09
2009-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.93
2009-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.38
2009-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.14
2009-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.25
2009-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.66
2009-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.65
2009-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61
2009-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.09
2009-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.02
2009-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.3
2009-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.72
2009-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.74
2009-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.39
2009-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24
2009-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.78
2009-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.72
2009-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82
2009-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24
2009-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33
2009-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.38
2009-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.91
2009-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.54
2009-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.45
2009-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.74
2009-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.64
2009-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96
2009-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
2009-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.63
2009-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.88
2009-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.89
2009-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.81
2009-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.35
2009-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.57
2009-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.47
2009-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.94
2009-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.81
2009-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.21
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.91
2009-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5
2009-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.12
2009-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.74
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.49
2009-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.54
2009-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0
2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.88
2009-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.17
2009-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.11
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2010-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2010-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.89
2010-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.86
2010-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.56
2010-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.52
2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25
2010-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.12
2010-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88
2010-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.83
2010-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.49
