,MTD FP Equity_DX_SI_QTY,MTD FP Equity_DX_SHORT_INTEREST_VALUE,MTD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MTD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MTD FP Equity_DX_SI_MV,MTD FP Equity_DX_DSS,MTD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MTD FP Equity_DX_SUPPLY_SI_QTY,MTD FP Equity_DX_BROKER_SI_QTY,MTD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MTD FP Equity_DX_BROKER_SI_MV_NEW_x,MTD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MTD FP Equity_DX_SUPPLY_SI_QTY_INC_x,MTD FP Equity_DX_BROKER_SI_MV_INC_x,MTD FP Equity_DX_SUPPLY_SI_MV_NEW,MTD FP Equity_DX_BROKER_SI_QTY_ADD,MTD FP Equity_DX_BROKER_SI_QTY_NEW,MTD FP Equity_DX_SUPPLY_SI_MV_DEC,MTD FP Equity_DX_BROKER_SI_QTY_INC,MTD FP Equity_DX_SUPPLY_SI_QTY_DEC,MTD FP Equity_DX_BROKER_SI_MV_NEW_y,MTD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MTD FP Equity_DX_BROKER_SI_MV_INC_y,MTD FP Equity_DX_SUPPLY_SI_QTY_INC_y,MTD FP Equity_DX_BROKER_SI_MV_ADD,MTD FP Equity_DX_SUPPLY_SI_QTY_ADD,MTD FP Equity_DX_BROKER_SI_QTY_DEC,MTD FP Equity_DX_SUPPLY_SI_MV,MTD FP Equity_DX_BROKER_SI_MV_DEC,MTD FP Equity_DX_SUPPLY_SI_MV_RMV,MTD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MTD FP Equity_DX_UTILIZATION_QUANTITY,MTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MTD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MTD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MTD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MTD FP Equity_DX_ACTIVE_UTILIZATION_MV,MTD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MTD FP Equity_DX_BROKER_SI_CON_RATIO,MTD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MTD FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,24811227.9,,18.45,0.0,,0.0,,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,24889412.9,,18.45,0.0,,0.0,,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,24903486.2,,18.49,0.0,,0.0,,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25044219.2,,18.51,0.0,,0.0,,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25042655.5,,18.58,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25161496.7,,18.62,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25217789.9,,18.69,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25116149.4,,18.62,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25194334.4,,18.64,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25231863.2,,18.61,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25303793.4,,18.55,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25278774.2,,18.46,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25324121.5,,18.51,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25278774.2,,18.42,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25386669.5,,18.58,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25433580.5,,18.49,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25432016.8,,18.47,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25402306.5,,18.35,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25224044.7,,18.55,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25308484.5,,18.38,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25378851.0,,18.39,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25347577.0,,18.29,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25447653.8,,18.36,0.0,,0.0,,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25405433.9,,18.24,0.0,,0.0,,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25435144.2,,18.32,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25385105.8,,18.29,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25436707.9,,18.33,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25381978.4,,18.28,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25372596.2,,18.4,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25410125.0,,18.31,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25399179.1,,18.22,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25342885.9,,18.13,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25150550.8,,18.28,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25166187.8,,18.04,0.0,,0.0,,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25203716.6,,18.27,0.0,,0.0,,0.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25208407.7,,18.26,0.0,,0.0,,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25138041.2,,18.27,0.0,,0.0,,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25073929.5,,18.28,0.0,,0.0,,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25114585.7,,18.16,0.0,,0.0,,0.0
2015-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25211535.1,,18.14,0.0,,0.0,,0.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25314739.3,,18.12,0.0,,0.0,,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25295974.9,,18.1,0.0,,0.0,,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25349140.7,,18.14,0.0,,0.0,,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25341322.2,,18.25,0.0,,0.0,,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25336631.1,,18.15,0.0,,0.0,,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25394488.0,,18.07,0.0,,0.0,,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25371032.5,,18.1,0.0,,0.0,,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25285029.0,,18.0,0.0,,0.0,,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25206844.0,,18.01,0.0,,0.0,,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25236554.3,,18.29,0.0,,0.0,,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25464854.5,,17.94,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25421070.9,,17.89,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25525838.8,,17.77,0.0,,0.0,,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25549294.3,,17.73,0.0,,0.0,,0.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25521147.7,,17.59,0.0,,0.0,,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25447653.8,,17.67,0.0,,0.0,,0.0
2015-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25518020.3,,17.47,0.0,,0.0,,0.0
2015-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25560240.2,,17.19,0.0,,0.0,,0.0
2015-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25589950.5,,17.25,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25694718.4,,17.39,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25757266.4,,17.39,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25688463.6,,17.55,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25624351.9,,17.68,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25624351.9,,17.76,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25649371.1,,17.75,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25613406.0,,17.8,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25641552.6,,17.87,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25655625.9,,17.85,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25708791.7,,17.82,0.0,,0.0,,0.0
2015-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25705664.3,,17.73,0.0,,0.0,,0.0
2015-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25746320.5,,17.83,0.0,,0.0,,0.0
2015-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28851872.4,,21.01,0.0,,0.0,,0.0
2015-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28725606.0,,21.02,0.0,,0.0,,0.0
2015-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28850118.7,,20.94,0.0,,0.0,,0.0
2015-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29085114.5,,20.92,0.0,,0.0,,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29074592.3,,21.14,0.0,,0.0,,0.0
2015-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29044779.4,,21.22,0.0,,0.0,,0.0
2015-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29151755.1,,21.17,0.0,,0.0,,0.0
2015-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29199105.0,,20.97,0.0,,0.0,,0.0
2015-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29027242.4,,21.3,0.0,,0.0,,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,29036010.9,,21.24,0.0,,0.0,,0.0
2015-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28922020.4,,21.26,0.0,,0.0,,0.0
2015-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28899222.3,,21.32,0.0,,0.0,,0.0
2015-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28885192.7,,21.45,0.0,,0.0,,0.0
2015-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,175370.0,28844857.6,,21.42,0.0,,0.0,,0.0
2015-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25574313.5,,18.21,0.0,,0.0,,0.0
2015-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,156370.0,25575877.2,,18.15,0.0,,0.0,,0.0
2015-11-10,47000.0,7729620.0,3.83,2.56,5.48,,0.0,47000.0,0.0,7729620.0,,,,,,,,,,,,,,,,47000.0,,5.48,,,30.06,30.06,109370.0,17986990.2,,12.74,30.06,,1.0,100.0,0.3006
2015-11-11,47000.0,7742310.0,3.83,2.56,5.46,,0.0,47000.0,0.0,7742310.0,,,,,,,,,,,,,,,,,,5.46,,,30.06,30.06,109370.0,18016520.1,,12.7,30.06,,1.0,100.0,0.3006
2015-11-12,47000.0,7743720.0,3.95,2.56,5.49,,0.0,47000.0,0.0,7743720.0,,,,,,,,,,,,,,,,,,5.49,,,30.06,30.06,109370.0,18019801.2,,12.76,30.06,,1.0,100.0,0.3006
2015-11-13,47000.0,7769570.0,3.5,2.56,5.45,,0.0,47000.0,0.0,7769570.0,,,,,,,,,,,,,,,,,,5.45,,,30.06,30.06,109370.0,18079954.7,,12.69,30.06,,1.0,100.0,0.3006
2015-11-16,47000.0,7779910.0,3.51,2.49,5.42,,0.0,47000.0,0.0,7779910.0,,,,,,,,,,,,,,,,,,5.42,,,30.06,30.06,109370.0,18104016.1,,12.62,30.06,,1.0,100.0,0.3006
2015-11-17,47000.0,7786490.0,3.12,2.49,5.44,,0.0,47000.0,0.0,7786490.0,,,,,,,,,,,,,,,,,,5.44,,,30.06,30.06,109370.0,18119327.9,,12.65,30.06,,1.0,100.0,0.3006
2015-11-18,47000.0,7799180.0,3.09,2.49,5.45,,0.0,47000.0,0.0,7799180.0,,,,,,,,,,,,,,,,,,5.45,,,30.06,30.06,109370.0,18148857.8,,12.68,30.06,,1.0,100.0,0.3006
2015-11-19,7000.0,1164030.0,0.53,0.37,0.81,,0.0,7000.0,0.0,1164030.0,,,,,,,,4.59,,40000.0,,,,,,,,0.81,,,4.48,4.48,149370.0,24838737.3,,17.35,4.48,,1.0,100.0,0.0448
2015-11-20,7000.0,1165220.0,0.53,0.37,0.81,,0.0,7000.0,0.0,1165220.0,,,,,,,,,,,,,,,,,,0.81,,,4.48,4.48,149370.0,24864130.2,,17.35,4.48,,1.0,100.0,0.0448
2015-11-23,7000.0,1161370.0,0.52,0.37,0.81,,0.0,7000.0,0.0,1161370.0,,,,,,,,,,,,,,,,,,0.81,,,4.48,4.48,149370.0,24781976.7,,17.38,4.48,,1.0,100.0,0.0448
2015-11-24,27000.0,4486320.0,2.01,1.43,4.13,,3323200.0,17000.0,20000.0,2824720.0,,,10000.0,,,20000.0,,,,,,,,10000.0,3.32,,,1.96,,,10.87,10.87,139370.0,23157719.2,,16.1,10.87,19.59,0.685,80.41,0.1727
2015-11-25,27000.0,4504950.0,2.05,1.43,4.13,,3337000.0,17000.0,20000.0,2836450.0,,,,,,,,,,,,,,,,,,1.95,,,10.87,10.87,139370.0,23253884.5,,16.0,10.87,19.46,0.6866,80.54,0.1727
2015-11-26,22000.0,3672680.0,1.71,1.17,3.56,,3338800.0,12000.0,20000.0,2003280.0,,,,,,,,0.57,,5000.0,,,,,,,,1.38,,,7.67,7.67,144370.0,24101127.8,,16.63,7.67,6.47,0.8789,93.53,0.1407
2015-11-27,20000.0,3344200.0,1.56,1.06,3.33,,3344200.0,10000.0,20000.0,1672100.0,,,,,,,,0.23,,2000.0,,,,,,,,1.15,,,6.4,6.4,146370.0,24474527.7,,16.86,6.4,6.47,1.0,100.0,0.1279
2015-11-30,10000.0,1669800.0,0.78,0.53,1.15,,0.0,10000.0,0.0,1669800.0,,,,,,,,,,,,,,,,,20000.0,1.15,3.34,,6.4,6.4,146370.0,24440862.6,,16.89,6.4,,1.0,100.0,0.064
2015-12-01,16800.0,2805264.0,1.3,0.89,2.8,,2805264.0,10000.0,16800.0,1669800.0,,,,,,16800.0,,,,,,,,,2.8,,,1.15,,,6.46,6.46,144770.0,24173694.6,,16.71,6.46,,1.0,100.0,0.1085
2015-12-02,16800.0,2810640.0,1.28,0.89,2.81,,2810640.0,10000.0,16800.0,1673000.0,,,,,,,,,,,,,,,,,,1.15,,,6.4,6.4,146370.0,24487701.0,,16.87,6.4,,1.0,100.0,0.1074
2015-12-03,16800.0,2765952.0,1.27,0.89,2.79,,2765952.0,8400.0,16800.0,1382976.0,,,,,,,,0.15,,1600.0,,,,,,,,0.97,,,5.37,5.37,147970.0,24361780.8,,17.02,5.37,,1.0,100.0,0.1074
2015-12-04,8400.0,1380708.0,0.71,0.45,0.96,,0.0,8400.0,0.0,1380708.0,,,,,,,,,,,,,,,,,16800.0,0.96,2.79,,5.37,5.37,147970.0,24321828.9,,16.92,5.37,,1.0,100.0,0.0537
2015-12-07,9800.0,1623370.0,0.93,0.52,1.62,,1623370.0,4900.0,9800.0,811685.0,,,,,,9800.0,,0.4,,3500.0,,,,,1.62,,,0.56,,,3.13,3.13,151470.0,25091005.5,,17.29,3.13,,1.0,100.0,0.0627
2015-12-08,9800.0,1625134.0,0.93,0.52,1.63,,1625134.0,4900.0,9800.0,812567.0,,,,,,,,,,,,,,,,,,0.56,,,3.13,3.13,151470.0,25118270.1,,17.21,3.13,,1.0,100.0,0.0627
2015-12-09,9800.0,1621312.0,0.93,0.52,1.63,,1621312.0,4900.0,9800.0,810656.0,,,,,,,,,,,,,,,,,,0.55,,,3.13,3.13,151470.0,25059196.8,,17.14,3.13,,1.0,100.0,0.0627
2015-12-10,9800.0,1625526.0,0.49,0.45,1.62,,1625526.0,4900.0,9800.0,812763.0,,,,,,,,,,,,,,,,,,0.55,,,3.13,3.13,151470.0,25124328.9,,17.1,3.13,,1.0,100.0,0.0627
2015-12-11,9800.0,1626800.0,0.33,0.45,1.62,,1626800.0,4900.0,9800.0,813400.0,,,,,,,,,,,,,,,,,,0.55,,,3.48,3.48,135705.0,22527030.0,,15.1,3.48,,1.0,100.0,0.0697
2015-12-14,4900.0,810509.0,0.16,0.22,0.54,,0.0,4900.0,0.0,810509.0,,,,,,,,,,,,,,,,,9800.0,0.54,1.62,,3.48,3.48,135705.0,22446964.05,,14.91,3.48,,1.0,100.0,0.0348
2015-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.54,,4900.0,,,,,,,,0.0,,,0.0,0.0,140605.0,23147801.15,,15.71,0.0,,0.0,100.0,0.0
2015-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,140605.0,23090153.1,,15.73,0.0,,0.0,,0.0
2015-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,140605.0,23223727.85,,15.87,0.0,,0.0,,0.0
2015-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,140605.0,23310902.95,,15.79,0.0,,0.0,,0.0
2015-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,140605.0,23247630.7,,15.76,0.0,,0.0,,0.0
2015-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,130005.0,21436524.45,,14.54,0.0,,0.0,,0.0
