,EEMU FP Equity_DX_SI_QTY,EEMU FP Equity_DX_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEMU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEMU FP Equity_DX_SI_MV,EEMU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEMU FP Equity_DX_SUPPLY_SI_QTY,EEMU FP Equity_DX_BROKER_SI_QTY,EEMU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEMU FP Equity_DX_BROKER_SI_MV_INC_x,EEMU FP Equity_DX_BROKER_SI_QTY_ADD,EEMU FP Equity_DX_SUPPLY_SI_MV_DEC,EEMU FP Equity_DX_BROKER_SI_QTY_INC,EEMU FP Equity_DX_SUPPLY_SI_QTY_DEC,EEMU FP Equity_DX_BROKER_SI_MV_INC_y,EEMU FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEMU FP Equity_DX_BROKER_SI_MV_ADD,EEMU FP Equity_DX_SUPPLY_SI_QTY_ADD,EEMU FP Equity_DX_BROKER_SI_QTY_DEC,EEMU FP Equity_DX_SUPPLY_SI_MV,EEMU FP Equity_DX_BROKER_SI_MV_DEC,EEMU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEMU FP Equity_DX_UTILIZATION_QUANTITY,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEMU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEMU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEMU FP Equity_DX_ACTIVE_UTILIZATION_MV,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEMU FP Equity_DX_BROKER_SI_CON_RATIO,EEMU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEMU FP Equity_DX_DEMAND_SUPPLY_RATIO,EEMU FP Equity_PX_LAST
2018-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.724
2018-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59
2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.536
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.545
2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.584
2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.579
2018-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.622
2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.632
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.674
2018-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.684
2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.708
2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.755
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.817
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892
2018-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83
2018-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.831
2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.865
2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.891
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.767
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.802
2018-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76
2018-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.789
2018-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.689
2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.595
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.473
2018-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.526
2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33
2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.159
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14
2018-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.179
2018-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.333
2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.277
2018-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.218
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.164
2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132
2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.953
2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.904
2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.995
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.941
2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.006
2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.994
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.131
2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.171
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.212
2018-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.196
2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.177
2018-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.288
2018-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.263
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.244
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.132
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.215
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.183
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.116
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.104
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032
2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.895
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.998
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.936
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.965
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.077
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.061
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.054
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.091
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.183
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.093
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.686
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.732
2018-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.605
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.705
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.849
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.857
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.798
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.705
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.656
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.694
2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.531
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.525
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.465
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.344
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.489
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.583
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.514
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.384
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.652
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.646
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.778
2019-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.786
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.777
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.724
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.758
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.814
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.798
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.979
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.947
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.909
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.917
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.964
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.064
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.993
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.043
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.062
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.064
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.079
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.059
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.208
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.23
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.036
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.124
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.161
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.117
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.266
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.286
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.273
2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.333
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.332
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.347
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.388
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.405
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.371
2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.424
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.473
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.485
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.492
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.474
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.365
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.429
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.413
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.466
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.518
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.618
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.706
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.592
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.431
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.404
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.459
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.474
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.446
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.547
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.653
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.697
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.812
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.814
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.843
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.801
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.748
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.765
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.813
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.857
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.898
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.945
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.992
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.995
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.975
2019-04-25,4789.0,47650.55,0.03,0.03,0.05,47650.55,0.0,4789.0,0.0,,,4789.0,,,,,,0.05,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.95
2019-04-26,4789.0,47827.74,0.03,0.03,0.05,47827.74,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.987
2019-04-29,4789.0,47909.16,0.03,0.03,0.05,47909.16,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.004
2019-04-30,4789.0,48062.4,0.03,0.03,0.05,48062.4,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.036
2019-05-01,4789.0,48062.4,0.03,0.03,0.05,48062.4,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2019-05-02,4789.0,47770.28,0.03,0.03,0.05,47770.28,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.975
2019-05-03,4789.0,47909.16,0.03,0.03,0.05,47909.16,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.004
2019-05-06,4789.0,47415.89,0.03,0.03,0.05,47415.89,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.901
2019-05-07,4789.0,46740.64,0.04,0.03,0.05,46740.64,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.76
2019-05-08,4789.0,46927.41,0.07,0.03,0.05,46927.41,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.799
2019-05-09,4789.0,46055.81,0.07,0.03,0.05,46055.81,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.617
2019-05-10,4789.0,46204.27,0.07,0.03,0.05,46204.27,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.648
2019-05-13,4789.0,45552.97,0.07,0.03,0.05,45552.97,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.512
2019-05-14,4789.0,46170.75,0.08,0.03,0.05,46170.75,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.641
2019-05-15,4789.0,46443.72,0.08,0.03,0.05,46443.72,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.698
2019-05-16,4789.0,47176.44,0.08,0.03,0.05,47176.44,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.851
2019-05-17,4789.0,46898.68,0.08,0.03,0.05,46898.68,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.793
2019-05-20,4789.0,46324.0,0.1,0.03,0.05,46324.0,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.673
2019-05-21,4789.0,46635.28,0.1,0.03,0.05,46635.28,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.738
2019-05-22,4789.0,46587.39,0.1,0.03,0.05,46587.39,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.728
2019-05-23,4789.0,45792.42,0.1,0.03,0.05,45792.42,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.562
2019-05-24,4789.0,46094.13,0.1,0.03,0.05,46094.13,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.625
2019-05-27,4789.0,46309.63,0.1,0.03,0.05,46309.63,0.0,4789.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.67
2019-05-28,2688.0,25931.14,0.06,0.02,0.03,25931.14,0.0,2688.0,0.0,,,,,,,,,,,2101.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.647
2019-05-29,2688.0,25541.38,0.06,0.02,0.03,25541.38,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.502
2019-05-30,2688.0,25697.28,0.06,0.02,0.03,25697.28,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.56
2019-05-31,2688.0,25441.92,0.06,0.02,0.03,25441.92,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.465
2019-06-03,2688.0,25560.19,0.1,0.02,0.03,25560.19,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.509
2019-06-04,2688.0,25785.98,0.1,0.02,0.03,25785.98,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.593
2019-06-05,2688.0,25823.62,0.1,0.02,0.03,25823.62,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.607
2019-06-06,2688.0,25748.35,0.1,0.02,0.03,25748.35,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.579
2019-06-07,2688.0,26030.59,0.1,0.02,0.03,26030.59,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.684
2019-06-10,2688.0,26173.06,0.1,0.02,0.03,26173.06,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.737
2019-06-11,2688.0,26299.39,0.1,0.02,0.03,26299.39,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.784
2019-06-12,2688.0,26183.81,0.11,0.02,0.03,26183.81,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.741
2019-06-13,2688.0,26224.13,0.17,0.02,0.03,26224.13,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.756
2019-06-14,2688.0,26100.48,0.19,0.02,0.03,26100.48,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.71
2019-06-17,2688.0,26092.42,0.19,0.02,0.03,26092.42,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.707
2019-06-18,2688.0,26621.95,0.18,0.02,0.03,26621.95,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.904
2019-06-19,2688.0,26648.83,0.18,0.02,0.03,26648.83,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.914
2019-06-20,2688.0,26716.03,0.19,0.02,0.03,26716.03,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.939
2019-06-21,2688.0,26694.53,0.19,0.02,0.03,26694.53,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.931
2019-06-24,2688.0,26581.63,0.19,0.02,0.03,26581.63,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.889
2019-06-25,2688.0,26525.18,0.16,0.02,0.03,26525.18,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.868
2019-06-26,2688.0,26490.24,0.17,0.02,0.03,26490.24,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.855
2019-06-27,2688.0,26506.37,0.17,0.02,0.03,26506.37,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.861
2019-06-28,2688.0,26734.85,0.17,0.02,0.03,26734.85,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,9.946
2019-07-01,2688.0,26928.38,0.13,0.02,0.03,26928.38,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.018
2019-07-02,2688.0,26976.77,0.14,0.02,0.03,26976.77,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.036
2019-07-03,2688.0,27261.7,0.14,0.02,0.03,27261.7,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.142
2019-07-04,2688.0,27315.46,0.14,0.02,0.03,27315.46,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.162
2019-07-05,2688.0,27154.18,0.14,0.02,0.03,27154.18,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.102
2019-07-08,2688.0,27089.66,0.15,0.02,0.03,27089.66,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.078
2019-07-09,2688.0,26955.26,0.14,0.02,0.03,26955.26,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.028
2019-07-10,2688.0,26923.01,0.14,0.02,0.03,26923.01,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.016
2019-07-11,2688.0,26885.38,0.15,0.02,0.03,26885.38,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.002
2019-07-12,2688.0,26917.63,0.14,0.02,0.03,26917.63,0.0,2688.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,10.014
