,ALTHO FP Equity_DX_SI_QTY,ALTHO FP Equity_DX_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTHO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTHO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTHO FP Equity_DX_SI_MV,ALTHO FP Equity_DX_DSS,ALTHO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY,ALTHO FP Equity_DX_BROKER_SI_QTY,ALTHO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTHO FP Equity_DX_BROKER_SI_MV_INC_x,ALTHO FP Equity_DX_SUPPLY_SI_MV_NEW,ALTHO FP Equity_DX_BROKER_SI_QTY_ADD,ALTHO FP Equity_DX_SUPPLY_SI_MV_DEC,ALTHO FP Equity_DX_BROKER_SI_QTY_INC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTHO FP Equity_DX_BROKER_SI_MV_INC_y,ALTHO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTHO FP Equity_DX_BROKER_SI_MV_ADD,ALTHO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTHO FP Equity_DX_BROKER_SI_QTY_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV,ALTHO FP Equity_DX_BROKER_SI_MV_DEC,ALTHO FP Equity_DX_SUPPLY_SI_MV_RMV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_UTILIZATION_QUANTITY,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTHO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTHO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTHO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTHO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTHO FP Equity_DX_BROKER_SI_CON_RATIO,ALTHO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTHO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTHO FP Equity_PX_LAST
2023-09-20,15590.0,16369.5,0.15,0.51,0.15,0.02,0.0,8184.75,7795.0,7795.0,8184.75,,68.0,0.0,,,,68.0,,,0.0,68.0,,,,0.01,,,100.0,47.54,0.0,0.0,,0.0,100.0,9.83,0.6861,81.82,0.9509,1.05
2023-09-21,15590.0,16213.6,0.15,0.52,0.15,0.02,0.0,8106.8,7795.0,7795.0,8106.8,,,,,,,,,,,,,,,0.01,,,100.0,47.54,0.0,0.0,,0.0,100.0,9.9,0.684,81.68,0.9509,1.04
2023-09-22,15590.0,16681.3,0.15,0.53,0.15,0.02,0.0,8340.65,7795.0,7795.0,8340.65,,,,,,,,,,,,,,,0.01,,,100.0,47.54,0.0,0.0,,0.0,100.0,9.75,0.6881,81.96,0.9509,1.07
2023-09-25,15590.0,16447.45,0.15,0.53,0.15,0.02,0.0,8223.73,7795.0,7795.0,8223.73,,,,,,,,,,,,,,,0.01,,,100.0,47.54,0.0,0.0,,0.0,100.0,9.92,0.6835,81.64,0.9509,1.055
2023-09-26,15590.0,20033.15,0.15,0.54,0.15,0.02,0.0,10016.58,7795.0,7795.0,10016.58,,,,,,,,,,,,,,,0.01,,,100.0,47.54,0.0,0.0,,0.0,100.0,9.04,0.7075,83.27,0.9509,1.285
2023-09-27,14536.0,16280.32,0.14,0.42,0.14,0.02,0.0,8140.16,7268.0,7268.0,8140.16,,,,,,0.0,,527.0,,,,,,527.0,0.01,0.0,,100.0,45.8,0.0,0.0,,0.0,100.0,11.32,0.7801,87.59,0.9161,1.12
2023-09-28,14400.0,17208.0,0.14,0.39,0.14,0.02,0.0,8604.0,7200.0,7200.0,8604.0,,,,,,0.0,,68.0,,,,,,68.0,0.01,0.0,,100.0,45.37,0.0,0.0,,0.0,100.0,10.44,0.8131,89.56,0.9075,1.195
2023-09-29,16938.0,18377.73,0.17,0.43,0.17,0.02,0.0,9188.87,8469.0,8469.0,9188.87,,1269.0,,,1269.0,,,,,,1269.0,0.0,,,0.01,,,100.0,49.62,0.0,0.0,,0.0,100.0,16.91,0.5813,73.76,0.9923,1.085
2023-10-02,19326.0,20388.93,0.19,0.48,0.19,0.02,0.0,10194.47,9663.0,9663.0,10194.47,,1194.0,0.0,,,,1194.0,,,0.0,1194.0,,,,0.01,,,100.0,52.91,0.0,0.0,,0.0,100.0,27.46,0.5005,64.73,1.0582,1.055
2023-10-03,19326.0,19519.26,0.19,0.48,0.19,0.02,0.0,9759.63,9663.0,9663.0,9759.63,,,,,,,,,,,,,,,0.01,,,100.0,52.91,0.0,0.0,,0.0,100.0,27.86,0.4963,64.22,1.0582,1.01
2023-10-04,19326.0,17973.18,0.19,0.46,0.19,0.02,0.0,8986.59,9663.0,9663.0,8986.59,,,,,,,,,,,,,,,0.01,,,100.0,52.91,0.0,0.0,,0.0,100.0,28.2,0.4928,63.78,1.0582,0.93
2023-10-05,19326.0,14610.46,0.19,0.44,0.19,0.02,0.0,7305.23,9663.0,9663.0,7305.23,,,,,,,,,,,,,,,0.01,,,100.0,52.91,0.0,0.0,,0.0,100.0,29.25,0.4823,62.44,1.0582,0.756
2023-10-06,19326.0,14339.89,0.19,0.44,0.19,0.01,0.0,7169.95,9663.0,9663.0,7169.95,,,,,,,,,,,,,,,0.01,,,100.0,52.91,0.0,0.0,,0.0,100.0,27.49,0.5003,64.7,1.0582,0.742
2023-10-09,16788.0,12523.85,0.16,0.36,0.16,0.01,0.0,6261.92,8394.0,8394.0,6261.92,,,,,,0.0,,1269.0,,,,,,1269.0,0.01,0.0,,100.0,45.96,0.0,0.0,,0.0,100.0,15.49,0.6012,75.43,0.9192,0.746
2023-10-10,16788.0,13262.52,0.14,0.35,0.14,0.01,0.0,6631.26,8394.0,8394.0,6631.26,,,,,,,,,,,,,,,0.01,,,100.0,49.39,0.0,0.0,,0.0,100.0,15.18,0.6073,75.92,0.9879,0.79
2023-10-11,14400.0,11289.6,0.12,0.3,0.12,0.01,0.0,5644.8,7200.0,7200.0,5644.8,,,,,,0.0,,1194.0,,,,,,1194.0,0.01,0.0,,100.0,45.57,0.0,0.0,,0.0,100.0,10.81,0.8072,89.19,0.9114,0.784
2023-10-12,14400.0,11318.4,0.12,0.3,0.12,0.01,0.0,5659.2,7200.0,7200.0,5659.2,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.76,0.808,89.24,0.9114,0.786
2023-10-13,14400.0,10224.0,0.12,0.3,0.12,0.01,0.0,5112.0,7200.0,7200.0,5112.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,11.25,0.8002,88.75,0.9114,0.71
2023-10-16,14400.0,10857.6,0.12,0.31,0.12,0.01,0.0,5428.8,7200.0,7200.0,5428.8,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.48,0.8124,89.52,0.9114,0.754
2023-10-17,15100.0,11143.8,0.13,0.33,0.13,0.01,0.0,5571.9,7550.0,7550.0,5571.9,,350.0,,,350.0,,,,,,350.0,0.0,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.31,0.7279,84.53,0.935,0.738
2023-10-18,15100.0,10872.0,0.13,0.33,0.13,0.01,0.0,5436.0,7550.0,7550.0,5436.0,,,,,,,,,,,,,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.33,0.7275,84.51,0.935,0.72
2023-10-19,15100.0,10721.0,0.13,0.33,0.13,0.01,0.0,5360.5,7550.0,7550.0,5360.5,,,,,,,,,,,,,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.28,0.7286,84.58,0.935,0.71
2023-10-20,15100.0,10841.8,0.13,0.34,0.13,0.01,0.0,5420.9,7550.0,7550.0,5420.9,,,,,,,,,,,,,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.17,0.7311,84.74,0.935,0.718
2023-10-23,15100.0,10630.4,0.13,0.34,0.13,0.01,0.0,5315.2,7550.0,7550.0,5315.2,,,,,,,,,,,,,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.3,0.728,84.54,0.935,0.704
2023-10-24,15100.0,9996.2,0.13,0.33,0.13,0.01,0.0,4998.1,7550.0,7550.0,4998.1,,,,,,,,,,,,,,,0.01,,,100.0,46.75,0.0,0.0,,0.0,100.0,10.48,0.724,84.27,0.935,0.662
2023-10-25,14400.0,9907.2,0.12,0.31,0.12,0.01,0.0,4953.6,7200.0,7200.0,4953.6,,,,,,0.0,,350.0,,,,,,350.0,0.0,0.0,,100.0,45.57,0.0,0.0,,0.0,100.0,10.58,0.8107,89.42,0.9114,0.688
2023-10-26,14400.0,10252.8,0.12,0.32,0.12,0.01,0.0,5126.4,7200.0,7200.0,5126.4,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.6,0.8104,89.4,0.9114,0.712
2023-10-27,14400.0,10080.0,0.12,0.32,0.12,0.01,0.0,5040.0,7200.0,7200.0,5040.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.85,0.8065,89.15,0.9114,0.7
2023-10-30,14400.0,10800.0,0.12,0.34,0.12,0.01,0.0,5400.0,7200.0,7200.0,5400.0,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.44,0.8131,89.56,0.9114,0.75
2023-10-31,14590.0,10563.16,0.12,0.35,0.12,0.01,0.0,5281.58,7295.0,7295.0,5281.58,,95.0,,,95.0,,,,,,95.0,0.0,,,0.01,,,100.0,45.89,0.0,0.0,,0.0,100.0,10.78,0.782,87.76,0.9179,0.724
2023-11-01,14590.0,10767.42,0.12,0.36,0.12,0.01,0.0,5383.71,7295.0,7295.0,5383.71,,,,,,,,,,,,,,,0.01,,,100.0,45.89,0.0,0.0,,0.0,100.0,10.52,0.7865,88.05,0.9179,0.738
2023-11-02,14910.0,12077.1,0.13,0.37,0.13,0.01,0.0,6038.55,7455.0,7455.0,6038.55,,160.0,0.0,,,,160.0,,,0.0,160.0,,,,0.01,,,100.0,46.43,0.0,0.0,,0.0,100.0,9.95,0.7582,86.43,0.9287,0.81
2023-11-03,14910.0,11570.16,0.13,0.37,0.13,0.01,0.0,5785.08,7455.0,7455.0,5785.08,,,,,,,,,,,,,,,0.01,,,100.0,46.43,0.0,0.0,,0.0,100.0,10.55,0.7454,85.6,0.9287,0.776
2023-11-06,14910.0,12077.1,0.13,0.37,0.13,0.01,0.0,6038.55,7455.0,7455.0,6038.55,,,,,,,,,,,,,,,0.01,,,100.0,46.43,0.0,0.0,,0.0,100.0,10.17,0.7534,86.12,0.9287,0.81
2023-11-07,16754.0,13704.77,0.14,0.41,0.14,0.01,0.0,6852.39,8377.0,8377.0,6852.39,,922.0,0.0,,,,922.0,,,0.0,922.0,,,,0.01,,,100.0,49.34,0.0,0.0,,0.0,100.0,15.27,0.6037,75.64,0.9869,0.818
2023-11-08,16754.0,13738.28,0.14,0.47,0.14,0.01,0.0,6869.14,8377.0,8377.0,6869.14,,,,,,,,,,,,,,,0.01,,,100.0,49.34,0.0,0.0,,0.0,100.0,15.32,0.6029,75.57,0.9869,0.82
2023-11-09,18530.0,15454.02,0.16,0.55,0.16,0.02,0.0,7727.01,9265.0,9265.0,7727.01,,888.0,0.0,,,,888.0,,,0.0,888.0,,,,0.01,,,100.0,51.86,0.0,0.0,,0.0,100.0,23.97,0.5251,67.9,1.0372,0.834
2023-11-10,18530.0,13341.6,0.16,0.56,0.16,0.01,0.0,6670.8,9265.0,9265.0,6670.8,,,,,,,,,,,,,,,0.01,,,100.0,51.86,0.0,0.0,,0.0,100.0,25.28,0.5088,66.15,1.0372,0.72
2023-11-13,18020.0,12974.4,0.15,0.52,0.15,0.01,0.0,6487.2,9010.0,9010.0,6487.2,,,,,,0.0,,255.0,,,,,,255.0,0.01,0.0,,100.0,51.16,0.0,0.0,,0.0,100.0,21.75,0.5421,69.84,1.0233,0.72
2023-11-14,18020.0,12397.76,0.15,0.53,0.15,0.01,0.0,6198.88,9010.0,9010.0,6198.88,,,,,,,,,,,,,,,0.01,,,100.0,51.16,0.0,0.0,,0.0,100.0,22.12,0.5368,69.32,1.0233,0.688
2023-11-15,16176.0,10255.58,0.14,0.49,0.14,0.01,0.0,5127.79,8088.0,8088.0,5127.79,,,,,,0.0,,922.0,,,,,,922.0,0.01,0.0,,100.0,48.47,0.0,0.0,,0.0,100.0,12.4,0.6306,77.82,0.9693,0.634
2023-11-16,16176.0,10352.64,0.14,0.5,0.14,0.01,0.0,5176.32,8088.0,8088.0,5176.32,,,,,,,,,,,,,,,0.01,,,100.0,48.47,0.0,0.0,,0.0,100.0,11.98,0.6408,78.59,0.9693,0.64
2023-11-17,14400.0,9504.0,0.12,0.53,0.12,0.01,0.0,4752.0,7200.0,7200.0,4752.0,,,,,,0.0,,888.0,,,,,,888.0,0.0,0.0,,100.0,43.14,0.0,0.0,,0.0,100.0,10.62,0.8101,89.38,0.8629,0.66
2023-11-20,14400.0,9907.2,0.12,0.59,0.12,0.01,0.0,4953.6,7200.0,7200.0,4953.6,,,,,,,,,,,,,,,0.0,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.57,0.811,89.43,0.9114,0.688
2023-11-21,14400.0,9849.6,0.12,0.58,0.12,0.01,0.0,4924.8,7200.0,7200.0,4924.8,,,,,,,,,,,,,,,0.01,,,100.0,45.57,0.0,0.0,,0.0,100.0,10.8,0.8074,89.2,0.9114,0.684
2023-11-22,15134.0,12228.27,0.13,0.63,0.13,0.01,0.0,6114.14,7567.0,7567.0,6114.14,,367.0,,,367.0,,,,,,367.0,0.0,,,0.01,,,100.0,46.81,0.0,0.0,,0.0,100.0,9.47,0.7436,85.57,0.9361,0.808
2023-11-23,15134.0,12107.2,0.13,0.49,0.13,0.01,0.0,6053.6,7567.0,7567.0,6053.6,,,,,,,,,,,,,,,0.01,,,100.0,46.81,0.0,0.0,,0.0,100.0,10.19,0.7268,84.47,0.9361,0.8
2023-11-24,52934.0,45523.24,0.45,1.43,0.45,0.04,0.0,22761.62,26467.0,26467.0,22761.62,,18900.0,0.02,,,,18900.0,,,0.02,18900.0,,,,0.02,,,100.0,75.48,0.0,0.0,,0.0,100.0,23.16,0.6041,74.15,1.5095,0.86
2023-11-27,52934.0,41182.65,0.45,1.44,0.45,0.05,0.0,20591.33,26467.0,26467.0,20591.33,,,,,,,,,,,,,,,0.02,,,100.0,75.48,0.0,0.0,,0.0,100.0,21.67,0.619,75.59,1.5095,0.778
2023-11-28,52934.0,40335.71,0.45,1.31,0.45,0.04,0.0,20167.85,26467.0,26467.0,20167.85,,,,,,,,,,,,,,,0.02,,,100.0,75.48,0.0,0.0,,0.0,100.0,22.33,0.6123,74.95,1.5095,0.762
2023-11-29,52934.0,41076.78,0.45,1.29,0.45,0.04,0.0,20538.39,26467.0,26467.0,20538.39,,,,,,,,,,,,,,,0.02,,,100.0,75.48,0.0,0.0,,0.0,100.0,22.67,0.6089,74.62,1.5095,0.776
2023-11-30,52200.0,41551.2,0.44,1.16,0.44,0.04,0.0,20775.6,26100.0,26100.0,20775.6,,,,,,0.0,,367.0,,,,,,367.0,0.02,0.0,,100.0,75.22,0.0,0.0,,0.0,100.0,23.06,0.6044,74.19,1.5043,0.796
2023-12-01,52200.0,40089.6,0.44,1.1,0.44,0.04,0.0,20044.8,26100.0,26100.0,20044.8,,,,,,,,,,,,,,,0.02,,,100.0,75.22,0.0,0.0,,0.0,100.0,22.52,0.6096,74.71,1.5043,0.768
2023-12-04,11600.0,8862.4,0.1,0.24,0.1,0.01,0.0,4431.2,5800.0,5800.0,4431.2,,,,,,0.02,,20300.0,,,,,,20300.0,0.0,0.02,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.764
2023-12-05,11600.0,8328.8,0.1,0.22,0.1,0.01,0.0,4164.4,5800.0,5800.0,4164.4,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.718
2023-12-06,11600.0,8236.0,0.1,0.21,0.1,0.01,0.0,4118.0,5800.0,5800.0,4118.0,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.71
2023-12-07,11600.0,8328.8,0.1,0.2,0.1,0.01,0.0,4164.4,5800.0,5800.0,4164.4,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.718
2023-12-08,11600.0,8375.2,0.1,0.2,0.1,0.01,0.0,4187.6,5800.0,5800.0,4187.6,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.722
2023-12-11,11600.0,8468.0,0.1,0.19,0.1,0.01,0.0,4234.0,5800.0,5800.0,4234.0,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.73
2023-12-12,11600.0,8398.4,0.1,0.19,0.1,0.01,0.0,4199.2,5800.0,5800.0,4199.2,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.724
2023-12-13,11600.0,8328.8,0.1,0.19,0.1,0.01,0.0,4164.4,5800.0,5800.0,4164.4,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.718
2023-12-14,11600.0,8120.0,0.1,0.18,0.1,0.01,0.0,4060.0,5800.0,5800.0,4060.0,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.7
2023-12-15,11600.0,8096.8,0.1,0.18,0.1,0.01,0.0,4048.4,5800.0,5800.0,4048.4,,,,,,,,,,,,,,,0.0,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.698
2023-12-18,47000.0,32900.0,0.4,0.73,0.4,0.03,0.0,16450.0,23500.0,23500.0,16450.0,,17700.0,,,17700.0,,,,,,17700.0,0.01,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,24.71,0.6279,75.29,1.403,0.7
2023-12-19,47000.0,36660.0,0.4,0.69,0.4,0.03,0.0,18330.0,23500.0,23500.0,18330.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,25.73,0.6178,74.27,1.403,0.78
2023-12-20,47000.0,35908.0,0.4,0.49,0.4,0.04,0.0,17954.0,23500.0,23500.0,17954.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,24.49,0.6302,75.51,1.403,0.764
2023-12-21,47000.0,33088.0,0.4,0.39,0.4,0.04,0.0,16544.0,23500.0,23500.0,16544.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,23.94,0.6358,76.06,1.403,0.704
2023-12-22,47000.0,36660.0,0.4,0.38,0.4,0.03,0.0,18330.0,23500.0,23500.0,18330.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,25.67,0.6184,74.33,1.403,0.78
2023-12-25,47000.0,36660.0,0.4,0.37,0.4,0.03,0.0,18330.0,23500.0,23500.0,18330.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,24.67,0.6283,75.33,1.403,
2023-12-26,47000.0,36660.0,0.4,0.37,0.4,0.03,0.0,18330.0,23500.0,23500.0,18330.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,24.66,0.6284,75.34,1.403,
2023-12-27,47000.0,37318.0,0.4,0.37,0.4,0.04,0.0,18659.0,23500.0,23500.0,18659.0,,,,,,,,,,,,,,,0.02,,,100.0,70.15,0.0,0.0,,0.0,100.0,24.85,0.6265,75.15,1.403,0.794
2023-12-28,11600.0,10602.4,0.1,0.08,0.1,0.01,0.0,5301.2,5800.0,5800.0,5301.2,,,,,,0.01,,17700.0,,,,,,17700.0,0.0,0.01,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.914
2023-12-29,11600.0,11020.0,0.1,0.07,0.1,0.01,0.0,5510.0,5800.0,5800.0,5510.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,0.95
2024-01-01,11600.0,11020.0,0.1,0.07,0.1,0.01,0.0,5510.0,5800.0,5800.0,5510.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,
2024-01-02,38800.0,37403.2,0.33,0.22,0.33,0.04,0.0,18701.6,19400.0,19400.0,18701.6,,13600.0,,,13600.0,,,,,,13600.0,0.01,,,0.02,,,100.0,65.99,0.0,0.0,,0.0,100.0,30.05,0.5796,69.95,1.3197,0.964
2024-01-03,38800.0,41904.0,0.33,0.21,0.33,0.04,0.0,20952.0,19400.0,19400.0,20952.0,,,,,,,,,,,,,,,0.02,,,100.0,65.99,0.0,0.0,,0.0,100.0,31.14,0.5712,68.86,1.3197,1.08
2024-01-04,38800.0,49664.0,0.33,0.18,0.33,0.04,0.0,24832.0,19400.0,19400.0,24832.0,,,,,,,,,,,,,,,0.02,,,100.0,65.99,0.0,0.0,,0.0,100.0,31.79,0.5664,68.21,1.3197,1.28
2024-01-05,38800.0,58782.0,0.33,0.17,0.33,0.05,0.0,29391.0,19400.0,19400.0,29391.0,,,,,,,,,,,,,,,0.02,,,100.0,65.99,0.0,0.0,,0.0,100.0,31.77,0.5665,68.23,1.3197,1.515
2024-01-08,38800.0,73720.0,0.33,0.15,0.33,0.06,0.0,36860.0,19400.0,19400.0,36860.0,,,,,,,,,,,,,,,0.03,,,100.0,65.99,0.0,0.0,,0.0,100.0,32.46,0.5615,67.54,1.3197,1.9
2024-01-09,38800.0,79540.0,0.33,0.14,0.33,0.07,0.0,39770.0,19400.0,19400.0,39770.0,,,,,,,,,,,,,,,0.04,,,100.0,65.99,0.0,0.0,,0.0,100.0,30.71,0.5744,69.29,1.3197,2.05
2024-01-10,11600.0,21344.0,0.1,0.04,0.1,0.02,0.0,10672.0,5800.0,5800.0,10672.0,,,,,,0.03,,13600.0,,,,,,13600.0,0.01,0.03,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,1.84
2024-01-11,11600.0,16704.0,0.1,0.04,0.1,0.02,0.0,8352.0,5800.0,5800.0,8352.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,1.44
2024-01-12,11600.0,19024.0,0.09,0.03,0.09,0.02,0.0,9512.0,5800.0,5800.0,9512.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,1.64
2024-01-15,11600.0,26100.0,0.09,0.03,0.09,0.02,0.0,13050.0,5800.0,5800.0,13050.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,2.25
2024-01-16,11600.0,22794.0,0.09,0.03,0.09,0.02,0.0,11397.0,5800.0,5800.0,11397.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,1.965
2024-01-17,11600.0,21692.0,0.09,0.03,0.09,0.02,0.0,10846.0,5800.0,5800.0,10846.0,,,,,,,,,,,,,,,0.01,,,100.0,36.71,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7342,1.87
2024-01-18,49000.0,96285.0,0.38,0.12,0.38,0.09,0.0,48142.5,24500.0,24500.0,48142.5,,18700.0,0.04,,,,18700.0,,,0.04,18700.0,,,,0.05,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.965
2024-01-19,49000.0,94325.0,0.38,0.12,0.38,0.1,0.0,47162.5,24500.0,24500.0,47162.5,,,,,,,,,,,,,,,0.05,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.925
2024-01-22,49000.0,89425.0,0.38,0.12,0.38,0.09,0.0,44712.5,24500.0,24500.0,44712.5,,,,,,,,,,,,,,,0.05,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.825
2024-01-23,49000.0,79380.0,0.38,0.12,0.38,0.08,0.0,39690.0,24500.0,24500.0,39690.0,,,,,,,,,,,,,,,0.04,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.62
2024-01-24,49000.0,85015.0,0.38,0.11,0.38,0.08,0.0,42507.5,24500.0,24500.0,42507.5,,,,,,,,,,,,,,,0.04,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.735
2024-01-25,49000.0,69090.0,0.38,0.11,0.38,0.08,0.0,34545.0,24500.0,24500.0,34545.0,,,,,,,,,,,,,,,0.04,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.41
2024-01-26,49000.0,69580.0,0.38,0.11,0.38,0.07,0.0,34790.0,24500.0,24500.0,34790.0,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.42
2024-01-29,49000.0,61250.0,0.34,0.11,0.34,0.07,0.0,30625.0,24500.0,24500.0,30625.0,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.25
2024-01-30,49000.0,55860.0,0.34,0.1,0.34,0.06,0.0,27930.0,24500.0,24500.0,27930.0,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.14
2024-01-31,49000.0,48804.0,0.34,0.1,0.34,0.05,0.0,24402.0,24500.0,24500.0,24402.0,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,0.996
2024-02-01,49000.0,52920.0,0.34,0.1,0.34,0.05,0.0,26460.0,24500.0,24500.0,26460.0,,,,,,,,,,,,,,,0.02,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.08
2024-02-02,49000.0,56350.0,0.34,0.09,0.34,0.05,0.0,28175.0,24500.0,24500.0,28175.0,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.15
2024-02-05,49000.0,53165.0,0.34,0.09,0.34,0.05,0.0,26582.5,24500.0,24500.0,26582.5,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.085
2024-02-06,49000.0,49735.0,0.34,0.1,0.34,0.05,0.0,24867.5,24500.0,24500.0,24867.5,,,,,,,,,,,,,,,0.03,,,100.0,71.01,0.0,0.0,,0.0,100.0,,1.0,100.0,1.4203,1.015
2024-02-07,49300.0,50286.0,0.34,0.09,0.34,0.05,0.0,24990.0,24800.0,24500.0,25296.0,,300.0,,,,,,,,,300.0,,,,0.03,,,100.0,71.26,0.0,0.0,,0.0,100.0,0.61,0.9879,99.39,1.4167,1.02
