,EXA FP Equity_DX_SI_QTY,EXA FP Equity_DX_SHORT_INTEREST_VALUE,EXA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EXA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EXA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EXA FP Equity_DX_SI_MV,EXA FP Equity_DX_DSS,EXA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EXA FP Equity_DX_SUPPLY_SI_QTY,EXA FP Equity_DX_BROKER_SI_QTY,EXA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EXA FP Equity_DX_BROKER_SI_MV_NEW_x,EXA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EXA FP Equity_DX_SUPPLY_SI_QTY_INC_x,EXA FP Equity_DX_BROKER_SI_MV_INC_x,EXA FP Equity_DX_SUPPLY_SI_MV_NEW,EXA FP Equity_DX_BROKER_SI_QTY_ADD,EXA FP Equity_DX_BROKER_SI_QTY_NEW,EXA FP Equity_DX_SUPPLY_SI_MV_DEC,EXA FP Equity_DX_BROKER_SI_QTY_INC,EXA FP Equity_DX_SUPPLY_SI_QTY_DEC,EXA FP Equity_DX_BROKER_SI_MV_NEW_y,EXA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EXA FP Equity_DX_BROKER_SI_MV_INC_y,EXA FP Equity_DX_SUPPLY_SI_QTY_INC_y,EXA FP Equity_DX_BROKER_SI_MV_ADD,EXA FP Equity_DX_SUPPLY_SI_QTY_ADD,EXA FP Equity_DX_BROKER_SI_QTY_DEC,EXA FP Equity_DX_SUPPLY_SI_MV,EXA FP Equity_DX_BROKER_SI_MV_DEC,EXA FP Equity_DX_SUPPLY_SI_MV_RMV,EXA FP Equity_DX_BROKER_SI_MV_RMV,EXA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EXA FP Equity_DX_UTILIZATION_QUANTITY,EXA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EXA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EXA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EXA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EXA FP Equity_DX_ACTIVE_UTILIZATION_MV,EXA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EXA FP Equity_DX_BROKER_SI_CON_RATIO,EXA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EXA FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-12-09,2000.0,13697.02,0.09,0.61,0.02,0.01,0.0,6848.51,1000.0,1000.0,6848.51,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-12,2000.0,13828.0,0.09,0.61,0.02,0.01,0.0,6914.0,1000.0,1000.0,6914.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-13,2000.0,13846.71,0.09,0.6,0.02,0.02,0.0,6923.36,1000.0,1000.0,6923.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-14,2000.0,13846.71,0.09,0.66,0.02,0.02,0.0,6923.36,1000.0,1000.0,6923.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-15,2000.0,13996.41,0.09,0.56,0.02,0.02,0.0,6998.2,1000.0,1000.0,6998.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-16,2000.0,14089.96,0.09,0.56,0.02,0.02,0.0,7044.98,1000.0,1000.0,7044.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-19,2000.0,14052.54,0.09,0.54,0.02,0.02,0.0,7026.27,1000.0,1000.0,7026.27,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-20,2000.0,14314.51,0.09,0.55,0.02,0.02,0.0,7157.25,1000.0,1000.0,7157.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-21,2000.0,14501.62,0.09,0.54,0.02,0.02,0.0,7250.81,1000.0,1000.0,7250.81,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-22,2000.0,14557.76,0.09,0.54,0.02,0.02,0.0,7278.88,1000.0,1000.0,7278.88,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-23,2000.0,14595.18,0.09,0.56,0.02,0.02,0.0,7297.59,1000.0,1000.0,7297.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-26,2000.0,14595.18,0.09,0.51,0.02,0.02,0.0,7297.59,1000.0,1000.0,7297.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-27,2000.0,14595.18,0.09,0.51,0.02,0.02,0.0,7297.59,1000.0,1000.0,7297.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-28,2000.0,14782.3,0.09,0.19,0.02,0.02,0.0,7391.15,1000.0,1000.0,7391.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-29,2000.0,14857.15,0.09,0.2,0.02,0.02,0.0,7428.57,1000.0,1000.0,7428.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2011-12-30,2000.0,15231.38,0.06,0.2,0.02,0.02,0.0,7615.69,1000.0,1000.0,7615.69,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2012-01-02,2000.0,15062.98,0.06,0.2,0.02,0.02,0.0,7531.49,1000.0,1000.0,7531.49,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2012-01-03,2000.0,14969.42,0.06,0.2,0.02,0.02,0.0,7484.71,1000.0,1000.0,7484.71,,,,,,,,,,,,,,,,,,0.01,,,,100.0,5.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1091
2012-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,1000.0,,,,,,,1000.0,0.0,0.01,,,0.0,0.0,18324.0,140578.55,,0.15,0.0,,0.0,,0.0
2012-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,140578.55,,0.15,0.0,,0.0,,0.0
2012-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142807.24,,0.15,0.0,,0.0,,0.0
2012-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,143150.11,,0.15,0.0,,0.0,,0.0
2012-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142807.24,,0.15,0.0,,0.0,,0.0
2012-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142807.24,,0.15,0.0,,0.0,,0.0
2012-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142635.8,,0.15,0.0,,0.0,,0.0
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142635.8,,0.15,0.0,,0.0,,0.0
2012-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142635.8,,0.15,0.0,,0.0,,0.0
2012-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142464.36,,0.15,0.0,,0.0,,0.0
2012-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142292.93,,0.15,0.0,,0.0,,0.0
2012-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142292.93,,0.15,0.0,,0.0,,0.0
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142464.36,,0.15,0.0,,0.0,,0.0
2012-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142121.49,,0.15,0.0,,0.0,,0.0
2012-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142121.49,,0.15,0.0,,0.0,,0.0
2012-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,142121.49,,0.15,0.0,,0.0,,0.0
2012-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,141092.86,,0.15,0.0,,0.0,,0.0
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139892.8,,0.15,0.0,,0.0,,0.0
2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137492.68,,0.15,0.0,,0.0,,0.0
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,136806.93,,0.15,0.0,,0.0,,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,136806.93,,0.15,0.0,,0.0,,0.0
2012-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,135606.87,,0.15,0.0,,0.0,,0.0
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,135606.87,,0.14,0.0,,0.0,,0.0
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,136292.62,,0.14,0.0,,0.0,,0.0
2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,136292.62,,0.15,0.0,,0.0,,0.0
2012-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137149.81,,0.15,0.0,,0.0,,0.0
2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,136806.93,,0.15,0.0,,0.0,,0.0
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137149.81,,0.15,0.0,,0.0,,0.0
2012-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137492.68,,0.15,0.0,,0.0,,0.0
2012-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137664.12,,0.15,0.0,,0.0,,0.0
2012-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137321.25,,0.15,0.0,,0.0,,0.0
2012-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139378.49,,0.15,0.0,,0.0,,0.0
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139721.37,,0.15,0.0,,0.0,,0.0
2012-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139549.93,,0.15,0.0,,0.0,,0.0
2012-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139721.37,,0.15,0.0,,0.0,,0.0
2012-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,140578.55,,0.15,0.0,,0.0,,0.0
2012-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,139892.8,,0.15,0.0,,0.0,,0.0
2012-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,140064.24,,0.15,0.0,,0.0,,0.0
2012-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137492.68,,0.15,0.0,,0.0,,0.0
2012-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,137149.81,,0.15,0.0,,0.0,,0.0
2012-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18324.0,138006.99,,0.15,0.0,,0.0,,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,146051.07,,0.16,0.0,,0.0,,0.0
2012-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,147138.3,,0.16,0.0,,0.0,,0.0
2012-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,150218.78,,0.16,0.0,,0.0,,0.0
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,146775.89,,0.16,0.0,,0.0,,0.0
2012-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,147138.3,,0.16,0.0,,0.0,,0.0
2012-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,148406.74,,0.16,0.0,,0.0,,0.0
2012-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,148587.94,,0.16,0.0,,0.0,,0.0
2012-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,150943.6,,0.16,0.0,,0.0,,0.0
2012-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152574.45,,0.16,0.0,,0.0,,0.0
2012-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152574.45,,0.16,0.0,,0.0,,0.0
2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,151849.63,,0.16,0.0,,0.0,,0.0
2012-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152212.04,,0.16,0.0,,0.0,,0.0
2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,151124.81,,0.16,0.0,,0.0,,0.0
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152393.24,,0.16,0.0,,0.0,,0.0
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152755.65,,0.16,0.0,,0.0,,0.0
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19368.0,152755.65,,0.16,0.0,,0.0,,0.0
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152314.56,,0.16,0.0,,0.0,,0.0
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152314.56,,0.16,0.0,,0.0,,0.0
2012-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153039.0,,0.16,0.0,,0.0,,0.0
2012-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153763.45,,0.16,0.0,,0.0,,0.0
2012-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153582.34,,0.16,0.0,,0.0,,0.0
2012-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153582.34,,0.16,0.0,,0.0,,0.0
2012-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152857.89,,0.16,0.0,,0.0,,0.0
2012-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152495.67,,0.16,0.0,,0.0,,0.0
2012-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152133.45,,0.16,0.0,,0.0,,0.0
2012-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153039.0,,0.16,0.0,,0.0,,0.0
2012-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153039.0,,0.16,0.0,,0.0,,0.0
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,153039.0,,0.16,0.0,,0.0,,0.0
2012-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,152133.45,,0.16,0.0,,0.0,,0.0
2012-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,150684.56,,0.16,0.0,,0.0,,0.0
2012-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,150322.33,,0.16,0.0,,0.0,,0.0
2012-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,148149.0,,0.16,0.0,,0.0,,0.0
2012-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,147243.44,,0.16,0.0,,0.0,,0.0
2012-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,148149.0,,0.16,0.0,,0.0,,0.0
2012-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,148330.11,,0.16,0.0,,0.0,,0.0
2012-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,148330.11,,0.16,0.0,,0.0,,0.0
2012-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,150141.22,,0.16,0.0,,0.0,,0.0
2012-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,146519.0,,0.16,0.0,,0.0,,0.0
2012-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,146519.0,,0.16,0.0,,0.0,,0.0
2012-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,146700.11,,0.16,0.0,,0.0,,0.0
2012-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,146700.11,,0.16,0.0,,0.0,,0.0
2012-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,144707.89,,0.16,0.0,,0.0,,0.0
2012-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,144889.0,,0.15,0.0,,0.0,,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,19358.0,144889.0,,0.15,0.0,,0.0,,0.0
2012-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,151695.31,,0.17,0.0,,0.0,,0.0
2012-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,151301.3,,0.16,0.0,,0.0,,0.0
2012-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,149922.25,,0.16,0.0,,0.0,,0.0
2012-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,148543.2,,0.16,0.0,,0.0,,0.0
2012-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,149725.24,,0.16,0.0,,0.0,,0.0
2012-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,144800.07,,0.16,0.0,,0.0,,0.0
2012-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,139677.89,,0.15,0.0,,0.0,,0.0
2012-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,140859.93,,0.15,0.0,,0.0,,0.0
2012-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,140859.93,,0.15,0.0,,0.0,,0.0
2012-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,140268.91,,0.15,0.0,,0.0,,0.0
2012-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21057.0,140071.9,,0.15,0.0,,0.0,,0.0
