,CS FP Equity_DX_SI_QTY,CS FP Equity_DX_SHORT_INTEREST_VALUE,CS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CS FP Equity_DX_SI_MV,CS FP Equity_DX_DSS,CS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CS FP Equity_DX_SUPPLY_SI_QTY,CS FP Equity_DX_BROKER_SI_QTY,CS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CS FP Equity_DX_BROKER_SI_MV_NEW_x,CS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CS FP Equity_DX_SUPPLY_SI_QTY_INC_x,CS FP Equity_DX_BROKER_SI_MV_INC_x,CS FP Equity_DX_SUPPLY_SI_MV_NEW,CS FP Equity_DX_BROKER_SI_QTY_ADD,CS FP Equity_DX_BROKER_SI_QTY_NEW,CS FP Equity_DX_SUPPLY_SI_MV_DEC,CS FP Equity_DX_BROKER_SI_QTY_INC,CS FP Equity_DX_SUPPLY_SI_QTY_DEC,CS FP Equity_DX_BROKER_SI_MV_NEW_y,CS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CS FP Equity_DX_BROKER_SI_MV_INC_y,CS FP Equity_DX_SUPPLY_SI_QTY_INC_y,CS FP Equity_DX_BROKER_SI_MV_ADD,CS FP Equity_DX_SUPPLY_SI_QTY_ADD,CS FP Equity_DX_BROKER_SI_QTY_DEC,CS FP Equity_DX_SUPPLY_SI_MV,CS FP Equity_DX_BROKER_SI_MV_DEC,CS FP Equity_DX_SUPPLY_SI_MV_RMV,CS FP Equity_DX_BROKER_SI_MV_RMV,CS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CS FP Equity_DX_UTILIZATION_QUANTITY,CS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CS FP Equity_DX_ACTIVE_UTILIZATION_MV,CS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CS FP Equity_DX_BROKER_SI_CON_RATIO,CS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CS FP Equity_DX_DEMAND_SUPPLY_RATIO,CS FP Equity_PX_LAST
2013-08-06,71654544.0,1021237787.9,3.5,11.59,3.0,1212.37,1.0,597598663.94,36093736.0,41930156.0,514416602.94,,,437799.0,,,,,4.15,,241655.0,,,,437799.0,,39262.0,172624.0,621.23,0.0,,,7.63,7.63,436788640.0,6225216707.75,,7552.23,7.6,15.14,0.2147,40.1,0.1515,17.125
2013-08-07,73752840.0,1049608691.33,3.6,12.08,3.08,1237.39,1.0,635863441.29,36031472.0,44680208.0,512779523.78,,,631923.0,41.48,,,,15.59,2750052.0,809554.0,,,41.48,631923.0,,115369.0,,615.37,,,,7.69,7.69,432544128.0,6155723306.81,,7402.09,7.68,14.51,0.2087,39.51,0.1574,17.1
2013-08-08,76845152.0,1113442526.45,3.75,12.77,3.21,1290.84,1.0,682120913.06,36247364.0,47077136.0,525203679.08,,,751273.0,74.34,,36000.0,,9.56,4380945.0,553383.0,,,74.34,751273.0,0.64,18000.0,2020018.0,621.24,34.02,,,7.75,7.75,431577760.0,6253316168.29,,7400.01,7.74,13.81,0.2415,44.16,0.1643,17.41
2013-08-09,76366064.0,1105865259.2,3.73,12.75,3.19,1301.36,1.0,677323613.96,35931792.0,46772912.0,520332178.88,,,190000.0,,,,,7.81,,505569.0,,,,190000.0,,,304224.0,624.44,4.95,,,7.68,7.68,431846400.0,6253614577.66,,7525.84,7.66,13.86,0.2439,44.42,0.1633,17.4
2013-08-12,74715568.0,1094400618.19,3.65,12.71,3.12,1273.9,1.0,657924774.26,35669184.0,44917028.0,522466442.6,,,243351.0,,,,,9.24,,528215.0,,,,243351.0,,22256.0,1855886.0,622.09,32.34,,,7.62,7.62,432300064.0,6332140274.76,,7552.2,7.61,14.19,0.2317,42.7,0.1597,17.6
2013-08-13,75263384.0,1098040140.81,3.68,12.94,3.15,1292.83,1.0,654718912.04,36257376.0,44876648.0,528969761.02,,,598190.0,,,,,0.01,,10000.0,,,,598190.0,,,40378.0,635.76,0.66,43.91,,7.82,7.82,427484096.0,6236694020.63,2618400.0,7511.58,7.8,14.16,0.2332,42.92,0.1623,17.53
2013-08-14,72757440.0,1079645832.04,3.55,12.56,3.04,1248.39,1.0,651774613.09,34048728.0,43923156.0,505248223.02,,,543936.0,0.0,,,,56.03,7204.0,3132586.0,,,0.0,543936.0,,380000.0,960696.0,598.31,15.23,,,7.35,7.35,428983456.0,6365674772.02,,7552.68,7.34,14.69,0.2383,43.59,0.1571,17.83
2013-08-15,71604312.0,1058065155.65,3.5,12.51,2.99,1240.81,1.0,638875292.04,33598020.0,43235736.0,496463037.88,,,70073.0,0.55,,,,10.02,30000.0,620779.0,,,0.55,70073.0,,100000.0,717418.0,594.21,4.1,,,7.15,7.15,436321728.0,6447332627.83,,7750.7,7.12,14.79,0.2369,43.4,0.1524,17.755
2013-08-16,70708240.0,1068657236.67,3.45,12.57,2.96,1226.03,1.0,651108814.1,33061352.0,43080940.0,499676601.61,,,849373.0,,,,,24.69,,1386040.0,,,,849373.0,,,154797.0,589.26,4.57,,,7.04,7.04,436591264.0,6598473017.29,,7781.03,7.04,14.98,0.2411,43.81,0.1506,18.16
2013-08-19,68393168.0,1025414718.44,3.34,12.15,2.86,1207.9,1.0,662870357.16,29834552.0,44212164.0,447307671.71,,,370073.0,50.37,,,,13.99,2221524.0,978474.0,,,50.37,370073.0,,,1090300.0,540.08,17.91,,,6.4,6.4,436231328.0,6540390472.58,,7905.42,6.39,15.23,0.2798,48.81,0.1467,18.015
2013-08-20,70985376.0,1023516126.67,3.47,12.6,2.97,1241.04,1.0,663582485.1,31516260.0,46022384.0,454423180.94,,,1031681.0,18.04,,581509.0,,3.45,1228711.0,175073.0,,,18.04,1031681.0,10.73,825100.0,,558.17,,,,6.73,6.73,437006304.0,6301058398.3,,7799.92,6.68,14.87,0.2668,47.62,0.1515,17.325
2013-08-21,71408120.0,1014457085.74,3.49,12.38,2.99,1217.43,1.0,675257858.76,32982096.0,47531724.0,468559051.69,,,3077268.0,30.5,,87700.0,,31.41,2751609.0,1611448.0,,,30.5,3077268.0,1.52,15.0,1329970.0,569.62,22.21,,,7.1,7.1,431655040.0,6132292993.08,,7470.06,7.09,14.7,0.257,46.75,0.1537,17.07
2013-08-22,74036048.0,1067810901.96,3.62,12.9,3.1,1251.53,1.0,704097690.97,35491400.0,48818204.0,511887180.23,,,2647198.0,34.02,,141816.0,,7.55,2394664.0,401482.0,,,34.02,2647198.0,2.47,263587.0,1250000.0,608.9,19.01,,,7.57,7.57,433534976.0,6252810438.44,,7429.21,7.58,14.3,0.254,46.54,0.1579,17.33
2013-08-23,77625768.0,1127337362.53,3.79,13.69,3.25,1324.18,1.0,746770391.06,35686484.0,51420832.0,518264846.67,,,2016436.0,54.54,,,,42.17,2961035.0,2578446.0,,,54.54,2016436.0,,757097.0,358407.0,618.97,4.47,,,7.71,7.71,427247648.0,6204798342.76,,7409.13,7.71,13.71,0.2478,45.96,0.1677,17.45
2013-08-26,73006592.0,1042330287.92,3.57,13.11,3.05,1253.44,1.0,681569345.64,34451824.0,47738280.0,491875851.83,,,593675.0,,,,,31.11,,1828335.0,,,,593675.0,,,3682550.0,598.03,55.9,,,7.42,7.42,429961600.0,6138651127.84,,7485.01,7.4,14.49,0.2731,48.6,0.1572,17.155
2013-08-27,72165544.0,997890285.78,3.53,12.95,3.02,1217.48,1.0,654715465.02,33470812.0,47347788.0,462827497.73,,,80933.0,,,,,19.48,,1061947.0,,,,80933.0,,,390494.0,568.3,8.69,,,7.23,7.23,429684608.0,5941590300.66,,7322.05,7.2,14.74,0.2806,49.28,0.1558,16.615
2013-08-28,72124592.0,993422351.17,3.52,12.68,3.02,1188.91,1.0,652410325.37,33454278.0,47366388.0,460789123.18,,,23073.0,1.02,,,,2.36,99302.0,42303.0,,,1.02,23073.0,,2697.0,80700.0,556.22,1.39,,,7.24,7.24,428917920.0,5907785912.29,,7135.35,7.23,14.95,0.2772,48.84,0.156,16.55
2013-08-29,74252680.0,1041890943.6,3.63,12.94,3.1,1223.9,1.0,694668910.36,33276380.0,49507128.0,466924008.1,,,224489.0,41.26,,,,6.88,2594489.0,402388.0,,,41.26,224489.0,,,453749.0,556.25,7.56,,,7.18,7.18,430207168.0,6036535680.75,,7166.68,7.2,14.45,0.2912,50.46,0.1602,16.86
2013-08-30,73140704.0,1003461344.56,3.57,12.74,3.06,1215.89,1.0,645803614.72,33491138.0,47071600.0,459485081.91,,,2248108.0,,,,,41.02,,2465024.0,,,,2248108.0,,431675.0,2435531.0,560.08,32.81,,,7.26,7.26,427795136.0,5869178978.19,,7177.76,7.24,14.94,0.3127,52.44,0.1586,16.485
2013-09-02,73215768.0,1030083325.06,3.58,12.7,3.06,1215.21,1.0,663587025.68,33144812.0,47166120.0,466319197.16,,,54499.0,1.64,,,,8.89,94521.0,546281.0,,,1.64,54499.0,,145457.0,,551.9,,,,7.18,7.18,428591008.0,6029909439.88,,7088.59,7.22,14.99,0.312,52.39,0.1586,16.905
2013-09-03,73345680.0,1024586063.87,3.58,12.66,3.07,1224.5,1.0,656924771.49,33414448.0,47026400.0,466775654.04,,,380505.0,0.23,,,,1.82,13100.0,110870.0,,,0.23,380505.0,,,152821.0,563.6,3.49,,,7.25,7.25,427651776.0,5973985787.31,,7223.48,7.24,14.94,0.3086,52.05,0.1591,16.785
2013-09-04,74504088.0,1050069062.64,3.64,12.96,3.11,1237.09,1.0,693214343.13,32578740.0,49184672.0,459168454.94,,,6620.0,32.55,,,,18.16,2158272.0,1045093.0,,,32.55,6620.0,,202764.0,,547.95,,,,7.05,7.05,429336096.0,6051111609.96,,7215.73,7.06,14.45,0.315,52.88,0.1613,16.935
2013-09-05,76380992.0,1083514829.23,3.73,13.42,3.19,1281.03,1.0,704835598.71,34050388.0,49686484.0,483027247.66,,,1590314.0,16.11,,,,1.98,655014.0,118665.0,,,16.11,1590314.0,,,153200.0,579.42,2.54,,,7.41,7.41,425693408.0,6038742207.93,,7230.26,7.42,14.3,0.3216,53.55,0.1661,17.045
2013-09-06,74804408.0,1079826680.75,3.65,13.09,3.13,1259.37,1.0,711840777.28,32195752.0,49312384.0,464756462.16,,,938632.0,,,,,45.86,,2803269.0,,,,938632.0,,10000.0,374100.0,551.34,2.71,,,6.98,6.98,428798048.0,6189843423.16,,7325.25,7.0,14.57,0.3168,52.98,0.1623,17.345
2013-09-09,79567128.0,1160166560.63,3.89,13.73,3.33,1359.21,1.0,787503586.25,32438490.0,54008968.0,472984916.28,,,200429.0,95.59,,56000.0,,1.44,4942693.0,157261.0,,,95.59,200429.0,0.97,199571.0,302110.0,563.06,4.34,,,7.05,7.05,427589184.0,6234668580.27,,7418.56,7.05,13.43,0.3467,56.18,0.173,17.52
2013-09-10,80821456.0,1213096573.86,3.95,13.91,3.38,1398.32,1.0,829884738.87,32523704.0,55290316.0,488167323.93,,,70167.0,25.22,,,,3.09,1364880.0,200902.0,,,25.22,70167.0,,215948.0,83531.0,575.71,0.0,,,7.07,7.07,427235648.0,6412630091.94,,7532.47,7.1,13.1,0.3293,54.55,0.1758,18.035
2013-09-11,73781728.0,1105284009.47,3.6,12.46,3.08,1301.33,1.0,724363583.44,32669108.0,48353904.0,489398170.18,,,247019.0,11.27,,,,18.05,625000.0,1048107.0,,,11.27,247019.0,,946492.0,7561414.0,587.89,116.0,,,7.06,7.06,430143360.0,6443744142.03,,7748.08,7.05,14.39,0.2799,49.07,0.1594,18.0
2013-09-12,79717160.0,1179603722.2,3.89,13.4,3.33,1408.36,1.0,802050317.55,32993168.0,54202248.0,488211870.32,,,741956.0,120.47,,,,7.49,6751146.0,427895.0,,,120.47,741956.0,,10000.0,902800.0,591.26,13.79,,,7.13,7.13,429808448.0,6360031454.88,,7720.19,7.11,12.3,0.3311,54.86,0.1722,17.78
2013-09-13,81637600.0,1207002028.77,3.99,13.67,3.41,1430.17,1.0,840264704.7,33478084.0,56832708.0,494969417.37,,,1746574.0,48.63,,,,45.1,3175460.0,2493686.0,,,48.63,1746574.0,,1232027.0,545000.0,595.31,9.75,,,7.24,7.24,428814496.0,6339970389.1,,7649.8,7.22,12.06,0.3431,56.12,0.1766,17.765
2013-09-16,82084832.0,1229668302.56,4.01,14.1,3.43,1436.65,1.0,862863721.55,33517278.0,57599292.0,502104144.46,,,850224.0,9.73,,624659.0,,16.97,553490.0,932268.0,,,9.73,850224.0,11.25,121239.0,411565.0,596.64,7.81,,,7.22,7.22,430652256.0,6451367636.71,,7661.74,7.22,11.9,0.3329,55.27,0.1768,18.0
2013-09-17,82520496.0,1232760874.11,4.03,14.2,3.45,1460.29,1.0,861073514.49,33995584.0,57639900.0,507854749.78,,,301780.0,11.89,,,,0.21,161565.0,12000.0,,,11.89,301780.0,,188528.0,120958.0,610.61,1.0,,,7.31,7.31,430763936.0,6435115541.23,,7750.5,7.3,11.8,0.3368,55.65,0.1776,17.95
2013-09-18,82763632.0,1254301802.26,4.04,14.23,3.46,1461.93,1.0,876696539.39,34021624.0,57847792.0,515605505.31,,,980977.0,15.32,,,,18.15,959203.0,954940.0,,,15.32,980977.0,,,751310.0,609.57,11.34,,,7.36,7.36,428106624.0,6488053956.37,,7681.99,7.35,10.91,0.3436,56.45,0.1791,18.21
2013-09-19,86088552.0,1273883519.91,4.2,14.72,3.6,1538.66,1.0,886452816.53,36529040.0,59906136.0,540533450.42,,,237324.0,64.97,,,,3.12,3002955.0,190933.0,,,64.97,237324.0,,2461025.0,944609.0,657.5,16.79,,,7.92,7.92,424546880.0,6282174125.32,,7649.43,7.92,10.38,0.3457,56.67,0.1867,17.78
2013-09-20,87675032.0,1274739365.47,4.28,14.26,3.66,1539.22,1.0,887961817.72,37851116.0,61072940.0,550331223.06,,,1467283.0,25.77,,80000.0,,2.81,1449000.0,145207.0,,,25.77,1467283.0,1.49,,362198.0,669.25,24.34,,,8.12,8.12,428258720.0,6226610205.18,,7594.87,8.1,10.3,0.3255,54.69,0.1881,17.47
2013-09-23,87809432.0,1267193161.49,4.29,13.41,3.67,1520.59,1.0,863889538.51,39516880.0,59862736.0,570274957.47,,,2408443.0,13.03,,,,22.13,716249.0,1148956.0,,,13.03,2408443.0,,406279.0,1926454.0,689.5,46.8,,,8.45,8.45,428352064.0,6181623019.85,,7485.06,8.43,10.29,0.3322,55.23,0.1877,17.34
2013-09-24,93760712.0,1364391775.33,4.58,14.21,3.92,1615.82,1.0,943207640.15,41760136.0,64817028.0,607687216.53,,,1758425.0,81.87,,,,2.62,4998022.0,126253.0,,,81.87,1758425.0,,611085.0,43730.0,726.92,0.88,,,8.97,8.97,423684320.0,6165390484.05,,7366.9,8.98,9.6,0.3412,56.32,0.2014,17.485
2013-09-25,90855272.0,1333832432.49,4.44,13.66,3.8,1574.75,1.0,905689520.28,40184864.0,61691908.0,589947877.75,,,256935.0,,,,,30.72,,1832209.0,,,,256935.0,,,3125120.0,703.82,47.91,,,8.59,8.59,427612000.0,6277706747.95,,7487.18,8.59,9.92,0.3613,58.16,0.1942,17.64
2013-09-26,88709008.0,1283128213.37,4.33,13.32,3.71,1548.35,1.0,868666830.37,38955628.0,60055240.0,563472261.54,,,,4.59,,,,35.45,264514.0,2049235.0,,,4.59,,,820000.0,1901180.0,684.89,26.96,,,8.39,8.39,425192320.0,6150178817.26,,7481.07,8.39,10.17,0.3694,58.81,0.1911,17.38
2013-09-27,89268512.0,1292335541.19,4.36,13.42,3.73,1539.84,1.0,877084692.26,38910452.0,60584920.0,563304561.9,,,60978.0,14.15,,,,2.42,750000.0,140938.0,,,14.15,60978.0,,34783.0,220323.0,676.23,14.77,,,8.43,8.43,422570976.0,6117537737.81,,7343.13,8.43,10.12,0.3607,57.98,0.1934,17.395
2013-09-30,86325536.0,1230332293.01,4.22,13.12,3.61,1488.95,1.0,844883700.5,37940628.0,59280764.0,540738951.75,,,669000.0,16.57,,,,2.56,952314.0,158500.0,,,16.57,669000.0,,1000.0,2256469.0,656.99,38.4,26.32,,8.23,8.23,423239648.0,6032113216.39,1481325.0,7357.43,8.2,10.53,0.3551,57.31,0.1872,17.125
2013-10-01,97836304.0,1419220855.27,4.78,14.82,4.09,1675.41,1.0,1038180822.88,39708432.0,71568688.0,576013529.95,,116135.0,1462415.0,253.13,2.0,,,73.54,14999317.0,4246271.0,,116135.0,253.13,1462415.0,,4435528.0,2711394.0,683.01,48.38,,,8.65,8.65,419450944.0,6084587245.74,,7215.09,8.65,14.79,0.3394,55.19,0.2131,17.43
2013-10-02,91472656.0,1302548366.2,4.47,14.2,3.82,1584.75,1.0,932135954.56,38195556.0,65460104.0,543895424.48,,,100000.0,4.24,,,,26.41,100000.0,1612878.0,,,4.24,100000.0,,,6208584.0,661.71,95.23,,,8.33,8.33,420384672.0,5986175449.95,,7288.48,8.32,16.08,0.3283,53.76,0.1995,17.11
2013-10-03,92913696.0,1328867965.34,4.54,14.36,3.88,1584.96,1.0,996631866.3,35607768.0,69683936.0,509268538.97,,,27633.0,65.9,,,,53.5,4774622.0,3065422.0,,,65.9,27633.0,,450000.0,550788.0,608.87,9.73,,,7.72,7.72,425556512.0,6086383822.67,,7286.56,7.71,16.0,0.3684,57.52,0.2015,17.185
2013-10-04,91858560.0,1326773566.81,4.49,14.33,3.84,1575.78,1.0,989364299.92,35891388.0,68498184.0,518402910.68,,,13000.0,4.23,,,,0.05,190697.0,37686.0,,,4.23,13000.0,,308308.0,1376451.0,619.11,19.92,,,7.71,7.71,429408000.0,6202222022.39,,7410.82,7.71,16.23,0.3613,56.81,0.1974,17.355
2013-10-07,88233904.0,1274053115.19,4.31,13.59,3.69,1524.62,1.0,989162434.16,32366738.0,68503944.0,467359388.04,,,,,,105760.0,,60.0,,3500000.0,,,,,2.02,,100000.0,561.53,1.03,0.43,,6.95,6.95,433656960.0,6261787994.94,24651.0,7520.53,6.95,16.05,0.3632,57.02,0.1893,17.35
2013-10-08,87684672.0,1253351794.0,4.28,13.46,3.66,1513.98,1.0,973555228.72,29702492.0,68110064.0,424563048.31,,,332500.0,,,,,52.01,,2996746.0,,,,332500.0,,,393873.0,513.94,7.06,,,6.37,6.37,436407808.0,6237948966.41,,7557.81,6.37,16.17,0.3633,56.99,0.1881,17.175
2013-10-09,89251952.0,1293209998.8,4.36,13.99,3.73,1531.15,1.0,983076015.6,31809824.0,67847800.0,460906249.5,,,2554192.0,6.02,,,,16.43,384573.0,946861.0,,,6.02,2554192.0,,500000.0,646841.0,549.96,19.6,,,6.85,6.85,432556832.0,6267502364.46,,7466.38,6.86,16.29,0.3566,56.42,0.1922,17.41
2013-10-10,90363360.0,1373989702.48,4.41,14.16,3.78,1570.76,1.0,1046623617.74,31742478.0,68833432.0,482649581.68,,,332946.0,6.62,,650000.0,,9.88,335634.0,573068.0,,,6.62,332946.0,11.4,172777.0,,560.58,,,,6.78,6.78,436722464.0,6640436659.02,,7706.98,6.78,15.96,0.3467,55.62,0.1929,18.27
2013-10-11,87393640.0,1323015971.16,4.27,13.34,3.65,1573.81,1.0,982398857.76,32306798.0,64893708.0,489079179.34,,,939950.0,,,,,7.36,,435680.0,,,,939950.0,,60050.0,3939726.0,585.11,68.26,,,6.98,6.98,430769312.0,6521237468.31,,7852.9,6.93,12.17,0.3765,59.05,0.1887,18.19
2013-10-14,87361112.0,1332338863.71,4.27,13.36,3.65,1569.82,1.0,1061834448.41,28643772.0,69624208.0,436844378.07,,,,85.73,,,,86.59,4730500.0,4764329.0,,,85.73,,,1101303.0,,519.44,,,,6.19,6.19,433917376.0,6617646804.71,,7905.74,6.17,13.29,0.3679,57.99,0.1889,18.325
2013-10-15,88444600.0,1362112476.88,4.32,13.61,3.7,1600.93,1.0,1088589259.66,28667264.0,70684208.0,441497140.27,,,20000.0,25.65,,,,0.02,1080000.0,1248.0,,,25.65,20000.0,,4740.0,20000.0,524.57,0.0,,,6.18,6.18,435543200.0,6707688507.14,,8006.44,6.15,13.07,0.3674,58.01,0.1905,18.505
2013-10-16,88191328.0,1381698947.3,4.31,13.46,3.69,1608.79,1.0,1103377362.31,28430732.0,70426568.0,445426022.79,,,17000.0,1.82,,,,6.38,100000.0,353531.0,,,1.82,17000.0,,100000.0,357641.0,524.88,0.0,,,6.14,6.14,434545984.0,6808058595.56,,8058.14,6.12,13.07,0.3703,58.25,0.1905,18.825
2013-10-17,90557056.0,1417255635.16,4.42,13.68,3.78,1672.97,1.0,1116525246.46,29881464.0,71341568.0,467657354.51,,,1543000.0,31.0,,,,1.63,915000.0,92270.0,,,31.0,1543000.0,,,,555.61,,,,6.45,6.45,433482816.0,6784186576.47,,8124.25,6.4,12.88,0.3741,58.61,0.1954,18.805
2013-10-18,98005512.0,1535866194.5,4.79,14.88,4.1,1817.26,1.0,1233107325.88,26338876.0,78686096.0,412762388.81,,,135000.0,135.84,,300000.0,,64.77,7270000.0,3677587.0,,,135.84,135000.0,5.64,,225473.0,494.29,4.37,,,5.69,5.69,436824864.0,6845579680.61,,8216.35,5.67,11.74,0.4096,61.99,0.2116,18.83
2013-10-21,90172592.0,1395103739.66,4.4,13.8,3.77,1667.47,1.0,1096181564.97,26240582.0,70851744.0,405980722.82,,,,0.96,,102702.0,,7.15,62900.0,379161.0,,,0.96,,2.03,280867.0,7999950.0,491.54,148.95,,,5.63,5.63,440062112.0,6808413560.22,,8263.32,5.61,12.7,0.3703,58.34,0.1934,18.59
2013-10-22,88221400.0,1374460771.94,4.31,13.65,3.69,1618.6,1.0,1101395054.05,24370126.0,70694352.0,379678651.6,,,37200.0,,,42609.0,,38.73,,1981935.0,,,,37200.0,0.84,74279.0,200000.0,452.47,1.26,,,5.2,5.2,444045696.0,6918087789.35,,8246.31,5.2,12.72,0.3677,58.1,0.1883,18.72
2013-10-23,88316600.0,1372636399.44,4.31,13.83,3.69,1630.03,1.0,1086148196.81,25275984.0,69883704.0,392845010.68,,,961250.0,,,37200.0,,1.03,,55391.0,,,,961250.0,0.7,,847855.0,472.03,15.31,,,5.4,5.4,442431232.0,6876365409.15,,8277.67,5.39,12.83,0.3751,58.79,0.1888,18.675
2013-10-24,88297664.0,1369402671.07,4.31,13.92,3.69,1626.3,1.0,1078942788.3,25486568.0,69569112.0,395269509.01,,,37200.0,0.36,,,,2.36,123179.0,122264.0,,,0.36,37200.0,,295647.0,437766.0,474.95,8.38,,,5.45,5.45,442063776.0,6855938064.67,,8249.98,5.44,12.84,0.377,58.94,0.1889,18.635
2013-10-25,86874128.0,1320935357.91,4.24,13.93,3.63,1595.0,1.0,1050558592.52,24539932.0,69092224.0,373133689.0,,,586821.0,,,,,28.84,,1538457.0,,,,586821.0,,5000.0,476896.0,454.28,10.62,,,5.28,5.28,440529600.0,6698324786.02,,8172.7,5.27,12.95,0.3755,58.79,0.1868,18.27
2013-10-28,84436768.0,1257874148.98,4.12,13.51,3.53,1526.03,1.0,992950588.62,24046596.0,66653360.0,358227727.04,,,178067.0,0.0,,50000.0,,13.77,20000.0,721402.0,,,0.0,178067.0,0.96,50000.0,2508860.0,437.76,45.39,,,5.19,5.19,439029312.0,6540321654.76,,7990.95,5.19,13.45,0.395,60.48,0.1823,17.9
2013-10-29,81745952.0,1242620436.78,3.99,13.03,3.42,1453.83,1.0,1017882854.12,20963700.0,66961560.0,318669260.23,,,7935.0,5.43,,,,61.91,400000.0,3260238.0,,,5.43,7935.0,,169407.0,91798.0,377.71,2.5,,,4.51,4.51,444182080.0,6752012995.8,,7998.29,4.51,14.57,0.3707,58.09,0.1757,18.265
2013-10-30,84182040.0,1269842974.75,4.11,13.35,3.52,1518.08,1.0,1012521037.77,23125004.0,67123328.0,348828846.04,,,1715691.0,28.83,,148000.0,,1.97,1672325.0,118022.0,,,28.83,1715691.0,2.7,563635.0,1658557.0,421.76,13.96,,,4.94,4.94,444853248.0,6710383494.7,,8122.22,4.94,14.29,0.3488,56.06,0.1799,18.125
2013-10-31,83906184.0,1284885276.64,4.1,13.34,3.51,1509.69,1.0,1026891059.2,22913948.0,67058524.0,350889445.94,,,521985.0,23.29,,,,13.43,1603539.0,733042.0,,,23.29,521985.0,,,1668344.0,418.72,28.8,,,4.89,4.89,445690944.0,6825024146.96,,8149.1,4.89,14.44,0.3705,58.13,0.1791,18.4
2013-11-01,79220648.0,1209507779.5,3.87,13.21,3.31,1442.42,1.0,985807465.97,19779332.0,64568668.0,301982583.22,,,,2.38,,19402.0,,56.15,48067.0,3154018.0,,,2.38,,0.38,19402.0,2557325.0,364.42,45.11,,,4.24,4.24,447025088.0,6824992413.16,,8245.02,4.23,15.09,0.4044,60.93,0.1697,18.345
2013-11-04,79364120.0,1217642804.06,3.87,14.28,3.32,1441.41,1.0,987862827.98,20152800.0,64387408.0,309194027.5,,,878186.0,2.78,,,,12.78,148797.0,685619.0,,,2.78,878186.0,,180900.0,330056.0,369.96,5.06,,,4.32,4.32,445860352.0,6840605669.51,,8184.72,4.32,15.1,0.4055,61.02,0.1703,18.435
2013-11-05,78713840.0,1178186660.51,3.84,14.44,3.29,1434.55,1.0,990080786.42,17708464.0,66146616.0,265059817.47,,,99983.0,39.78,,130000.0,,46.17,1942437.0,2544319.0,,,39.78,99983.0,2.4,,313230.0,324.24,4.45,,,3.8,3.8,448567552.0,6714147170.35,,8235.09,3.79,14.75,0.3943,60.17,0.1688,17.985
2013-11-06,71734952.0,1087159630.43,3.5,13.14,3.0,1279.82,1.0,911751917.91,16770634.0,60160880.0,254162800.05,,,6807.0,1.75,,,,20.63,105320.0,1068000.0,,,1.75,6807.0,,123364.0,6091058.0,302.55,129.14,,,3.59,3.59,450638464.0,6829529153.11,,8124.52,3.59,16.2,0.3561,56.34,0.1535,18.21
2013-11-07,70418048.0,1060462044.6,3.44,13.02,2.94,1269.12,1.0,890848230.25,16491048.0,59155152.0,248347277.1,,,,2.92,,,,5.01,72000.0,315680.0,,,2.92,,,36094.0,1077724.0,300.61,11.25,,,3.58,3.58,444423552.0,6692805637.29,,8106.36,3.58,16.44,0.3503,55.73,0.1528,18.095
2013-11-08,71017144.0,1071257258.61,3.47,12.94,2.97,1273.49,1.0,901378469.63,16489977.0,59755324.0,248742860.68,,,,6.72,,4239.0,,0.03,614094.0,1071.0,,,6.72,,0.08,,18163.0,299.16,0.38,,,3.59,3.59,443226752.0,6685848635.26,,8030.5,3.59,16.29,0.344,55.16,0.1545,18.125
2013-11-11,73022352.0,1132194997.24,3.56,12.91,3.05,1313.13,1.0,955722398.93,16261471.0,61640528.0,252130417.74,,,160000.0,42.33,,,,8.02,2319486.0,442506.0,,,42.33,160000.0,,54000.0,434282.0,297.0,6.53,,,3.56,3.56,440174912.0,6824812124.36,,8008.48,3.58,15.81,0.3246,53.44,0.16,18.63
2013-11-12,81259296.0,1244352538.08,3.97,14.48,3.4,1493.44,1.0,943116036.83,24432416.0,61587808.0,374142287.19,,,770940.0,9.35,,,,2.26,366000.0,118717.0,,,9.35,770940.0,,7518721.0,418717.0,452.07,0.0,,,5.34,5.34,432793152.0,6627515664.85,,8030.95,5.33,14.22,0.271,47.59,0.1777,18.4
2013-11-13,80660040.0,1224770903.02,3.94,14.47,3.37,1467.77,1.0,1003050308.2,19123316.0,66058132.0,290375271.4,,,17000.0,85.2,,,,98.45,5076851.0,5326099.0,,,85.2,17000.0,,,606530.0,350.41,12.69,,,4.12,4.12,444683264.0,6752229763.42,,8158.1,4.12,14.34,0.3314,54.54,0.1739,18.245
