,LVE FP Equity_DX_SI_QTY,LVE FP Equity_DX_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVE FP Equity_DX_SI_MV,LVE FP Equity_DX_DSS,LVE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY,LVE FP Equity_DX_BROKER_SI_QTY,LVE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVE FP Equity_DX_BROKER_SI_MV_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVE FP Equity_DX_BROKER_SI_MV_INC_x,LVE FP Equity_DX_SUPPLY_SI_MV_NEW,LVE FP Equity_DX_BROKER_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_NEW,LVE FP Equity_DX_SUPPLY_SI_MV_DEC,LVE FP Equity_DX_BROKER_SI_QTY_INC,LVE FP Equity_DX_SUPPLY_SI_QTY_DEC,LVE FP Equity_DX_BROKER_SI_MV_NEW_y,LVE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LVE FP Equity_DX_BROKER_SI_MV_INC_y,LVE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVE FP Equity_DX_BROKER_SI_MV_ADD,LVE FP Equity_DX_SUPPLY_SI_QTY_ADD,LVE FP Equity_DX_BROKER_SI_QTY_DEC,LVE FP Equity_DX_SUPPLY_SI_MV,LVE FP Equity_DX_BROKER_SI_MV_DEC,LVE FP Equity_DX_SUPPLY_SI_MV_RMV,LVE FP Equity_DX_BROKER_SI_MV_RMV,LVE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVE FP Equity_DX_UTILIZATION_QUANTITY,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LVE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVE FP Equity_DX_ACTIVE_UTILIZATION_MV,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVE FP Equity_DX_BROKER_SI_CON_RATIO,LVE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVE FP Equity_DX_DEMAND_SUPPLY_RATIO,LVE FP Equity_PX_LAST
2020-11-18,670.0,17212.3,0.01,0.02,0.02,,4367.3,500.0,170.0,12845.0,,,,,,,,0.0,,170.0,,,,,,,,0.01,,,,100.0,3.72,0.0,0.0,,0.0,100.0,25.37,0.6213,74.63,0.0498,25.69
2020-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,500.0,,,,,,,170.0,0.0,0.0,,,0.0,0.0,12454.0,314463.5,,0.17,0.0,,0.0,,0.0,25.25
2020-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12429.0,316939.5,,0.17,0.0,,0.0,,0.0,25.5
2020-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12451.0,316628.93,,0.17,0.0,,0.0,,0.0,25.43
2020-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12436.0,324517.42,,0.17,0.0,,0.0,,0.0,26.095
2020-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12396.0,324279.36,,0.18,0.0,,0.0,,0.0,26.16
2020-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12396.0,324403.32,,0.18,0.0,,0.0,,0.0,26.17
2020-11-27,100.0,2638.0,0.0,0.0,0.0,,0.0,100.0,0.0,2638.0,,,,,,,,,,,,,,,,100.0,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.38
2020-11-30,100.0,2581.5,0.0,0.0,0.0,,0.0,100.0,0.0,2581.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,25.815
2020-12-01,100.0,2633.0,0.0,0.0,0.0,,0.0,100.0,0.0,2633.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.33
2020-12-02,100.0,2628.0,0.0,0.0,0.0,,0.0,100.0,0.0,2628.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.28
2020-12-03,100.0,2629.0,0.0,0.0,0.0,,0.0,100.0,0.0,2629.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.29
2020-12-04,100.0,2655.0,0.0,0.0,0.0,,0.0,100.0,0.0,2655.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.55
2020-12-07,100.0,2646.0,0.0,0.0,0.0,,0.0,100.0,0.0,2646.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0079,26.46
2020-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,100.0,,,,,,,,0.0,,,,0.0,0.0,12388.0,326981.26,,0.18,0.0,,0.0,,0.0,26.395
2020-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12395.0,327723.8,,0.18,0.0,,0.0,,0.0,26.44
2020-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12395.0,326484.3,,0.18,0.0,,0.0,,0.0,26.34
2020-12-11,102.0,2635.17,0.0,0.0,0.0,,0.0,102.0,0.0,2635.17,,,,,,,,,,,,,,,,102.0,,0.0,,,,100.0,0.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0081,25.835
2020-12-14,102.0,2657.61,0.0,0.0,0.0,,0.0,102.0,0.0,2657.61,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0081,26.055
2020-12-15,102.0,2684.64,0.0,0.0,0.0,,0.0,102.0,0.0,2684.64,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.8,0.0,0.0,,0.0,100.0,,1.0,100.0,0.008,26.32
2020-12-16,102.0,2717.28,0.0,0.0,0.0,,0.0,102.0,0.0,2717.28,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.8,0.0,0.0,,0.0,100.0,,1.0,100.0,0.008,26.64
2020-12-17,102.0,2745.84,0.0,0.0,0.0,,0.0,102.0,0.0,2745.84,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0081,26.92
2020-12-18,102.0,2721.87,0.0,0.0,0.0,,0.0,102.0,0.0,2721.87,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0081,26.685
2020-12-21,102.0,2571.93,0.0,0.0,0.0,,0.0,102.0,0.0,2571.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.81,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0081,25.215
2020-12-22,102.0,2641.8,0.0,0.0,0.0,,0.0,102.0,0.0,2641.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0064,25.9
2020-12-23,102.0,2708.1,0.0,0.0,0.0,,0.0,102.0,0.0,2708.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0064,26.55
2020-12-24,102.0,2698.41,0.0,0.0,0.0,,0.0,102.0,0.0,2698.41,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.64,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0064,26.455
2020-12-25,102.0,2698.41,0.0,0.0,0.0,,0.0,102.0,0.0,2698.41,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,
2020-12-28,102.0,2766.24,0.0,0.0,0.0,,0.0,102.0,0.0,2766.24,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,27.12
2020-12-29,102.0,2772.36,0.0,0.0,0.0,,0.0,102.0,0.0,2772.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,27.18
2020-12-30,102.0,2748.9,0.0,0.0,0.0,,0.0,102.0,0.0,2748.9,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,26.95
2020-12-31,102.0,2723.4,0.0,0.0,0.0,,0.0,102.0,0.0,2723.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,26.7
2021-01-01,102.0,2723.4,0.0,0.0,0.0,,0.0,102.0,0.0,2723.4,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,
2021-01-04,102.0,2743.8,0.0,0.0,0.0,,0.0,102.0,0.0,2743.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,26.9
2021-01-05,102.0,2723.91,0.0,0.0,0.0,,0.0,102.0,0.0,2723.91,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0074,26.705
2021-01-06,102.0,2821.83,0.0,0.0,0.0,,0.0,102.0,0.0,2821.83,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0056,27.665
2021-01-07,102.0,2839.68,0.0,0.0,0.0,,0.0,102.0,0.0,2839.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0083,27.84
2021-01-08,102.0,2870.79,0.0,0.0,0.0,,0.0,102.0,0.0,2870.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0083,28.145
2021-01-11,102.0,2835.09,0.0,0.0,0.0,,0.0,102.0,0.0,2835.09,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,27.795
2021-01-12,102.0,2819.79,0.0,0.0,0.0,,0.0,102.0,0.0,2819.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,27.645
2021-01-13,102.0,2829.99,0.0,0.0,0.0,,0.0,102.0,0.0,2829.99,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,27.745
2021-01-14,102.0,2870.79,0.0,0.0,0.0,,0.0,102.0,0.0,2870.79,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,28.145
2021-01-15,102.0,2802.96,0.0,0.0,0.0,,0.0,102.0,0.0,2802.96,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0072,27.48
2021-01-18,302.0,8318.59,0.01,0.01,0.01,,2754.5,202.0,100.0,5564.09,,,100.0,,,100.0,,,,,,,,100.0,0.0,,,0.01,,,,100.0,1.41,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.021,27.545
2021-01-19,302.0,8285.37,0.01,0.01,0.01,,2743.5,202.0,100.0,5541.87,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.435
2021-01-20,302.0,8421.27,0.01,0.01,0.01,,2788.5,202.0,100.0,5632.77,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.885
2021-01-21,302.0,8392.58,0.01,0.01,0.01,,2779.0,202.0,100.0,5613.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.79
2021-01-22,302.0,8315.57,0.01,0.01,0.01,,2753.5,202.0,100.0,5562.07,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.535
2021-01-25,302.0,8095.11,0.01,0.01,0.01,,2680.5,202.0,100.0,5414.61,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,26.805
2021-01-26,302.0,8270.27,0.01,0.01,0.01,,2738.5,202.0,100.0,5531.77,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0219,27.385
2021-01-27,302.0,8025.65,0.01,0.01,0.01,,2657.5,202.0,100.0,5368.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0219,26.575
2021-01-28,302.0,8107.19,0.01,0.01,0.01,,2684.5,202.0,100.0,5422.69,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0219,26.845
2021-01-29,302.0,7764.42,0.01,0.01,0.01,,2571.0,202.0,100.0,5193.42,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0219,25.71
2021-02-01,302.0,7981.86,0.01,0.01,0.01,,2643.0,202.0,100.0,5338.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,26.43
2021-02-02,302.0,8243.09,0.01,0.01,0.01,,2729.5,202.0,100.0,5513.59,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.295
2021-02-03,302.0,8341.24,0.01,0.01,0.01,,2762.0,202.0,100.0,5579.24,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,27.62
2021-02-04,302.0,8501.3,0.01,0.01,0.01,,2815.0,202.0,100.0,5686.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.46,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0218,28.15
2021-02-05,302.0,8570.76,0.01,0.01,0.01,,2838.0,202.0,100.0,5732.76,,,,,,,,,,,,,,,,,,0.01,,,,100.0,1.45,0.0,0.0,,0.0,100.0,33.77,0.5527,66.23,0.0217,28.38
2021-02-08,4291.0,122636.78,0.1,0.16,0.13,,2858.0,4191.0,100.0,119778.78,,,,,,,,,,,,,,,,3989.0,,0.12,,,,100.0,30.26,0.0,0.0,,0.0,100.0,2.29,0.9553,97.71,0.3098,28.58
2021-02-09,4291.0,122100.41,0.09,0.16,0.12,,2845.5,4191.0,100.0,119254.91,,,,,,,,,,,,,,,,,,0.12,,,,100.0,29.75,0.0,0.0,,0.0,100.0,2.37,0.9537,97.63,0.3046,28.455
2021-02-10,4291.0,121220.75,0.09,0.16,0.12,,2825.0,4191.0,100.0,118395.75,,,,,,,,,,,,,,,,,,0.12,,,,100.0,29.75,0.0,0.0,,0.0,100.0,2.38,0.9536,97.62,0.3046,28.25
2021-02-11,4291.0,122722.6,0.09,0.16,0.12,,2860.0,4191.0,100.0,119862.6,,,,,,,,,,,,,,,,,,0.12,,,,100.0,29.74,0.0,0.0,,0.0,100.0,2.38,0.9536,97.62,0.3045,28.6
2021-02-12,4189.0,121397.22,0.09,0.16,0.12,,2898.0,4089.0,100.0,118499.22,,,,,,,,0.0,,102.0,,,,,,,,0.12,,,,100.0,29.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3016,28.98
2021-02-15,4189.0,124078.18,0.09,0.16,0.13,,2962.0,4089.0,100.0,121116.18,,,,,,,,,,,,,,,,,,0.12,,,,100.0,29.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3016,29.62
2021-02-16,200.0,5895.0,0.0,0.01,0.01,,2947.5,100.0,100.0,2947.5,,,,,,,,0.12,,3989.0,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144,29.475
2021-02-17,200.0,5811.0,0.0,0.01,0.01,,2905.5,100.0,100.0,2905.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.055
2021-02-18,200.0,5751.0,0.0,0.01,0.01,,2875.5,100.0,100.0,2875.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,28.755
2021-02-19,200.0,5856.0,0.0,0.01,0.01,,2928.0,100.0,100.0,2928.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.28
2021-02-22,200.0,5814.0,0.0,0.01,0.01,,2907.0,100.0,100.0,2907.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.07
2021-02-23,200.0,5779.0,0.0,0.01,0.01,,2889.5,100.0,100.0,2889.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,28.895
2021-02-24,200.0,5829.0,0.0,0.01,0.01,,2914.5,100.0,100.0,2914.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.145
2021-02-25,200.0,5763.0,0.0,0.01,0.01,,2881.5,100.0,100.0,2881.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,28.815
2021-02-26,200.0,5599.0,0.0,0.01,0.01,,2799.5,100.0,100.0,2799.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,27.995
2021-03-01,200.0,5829.0,0.0,0.01,0.01,,2914.5,100.0,100.0,2914.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.145
2021-03-02,200.0,5830.0,0.0,0.01,0.01,,2915.0,100.0,100.0,2915.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144,29.15
2021-03-03,200.0,5851.0,0.0,0.01,0.01,,2925.5,100.0,100.0,2925.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0144,29.255
2021-03-04,200.0,5829.0,0.0,0.01,0.01,,2914.5,100.0,100.0,2914.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,29.145
2021-03-05,200.0,5716.0,0.0,0.01,0.01,,2858.0,100.0,100.0,2858.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,28.58
2021-03-08,200.0,6012.0,0.0,0.01,0.01,,3006.0,100.0,100.0,3006.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,30.06
2021-03-09,200.0,6087.0,0.0,0.01,0.01,,3043.5,100.0,100.0,3043.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0145,30.435
2021-03-10,200.0,6184.0,0.0,0.01,0.01,,3092.0,100.0,100.0,3092.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0169,30.92
2021-03-11,200.0,6278.0,0.0,0.01,0.01,,3139.0,100.0,100.0,3139.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0169,31.39
2021-03-12,200.0,6233.0,0.0,0.01,0.01,,3116.5,100.0,100.0,3116.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.165
2021-03-15,200.0,6221.0,0.0,0.01,0.01,,3110.5,100.0,100.0,3110.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.105
2021-03-16,200.0,6292.0,0.0,0.01,0.01,,3146.0,100.0,100.0,3146.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.46
2021-03-17,200.0,6295.0,0.0,0.01,0.01,,3147.5,100.0,100.0,3147.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.475
2021-03-18,200.0,6351.0,0.0,0.01,0.01,,3175.5,100.0,100.0,3175.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.755
2021-03-19,200.0,6250.0,0.0,0.01,0.01,,3125.0,100.0,100.0,3125.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.25
2021-03-22,200.0,6234.0,0.0,0.01,0.01,,3117.0,100.0,100.0,3117.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.85,0.0,0.0,,0.0,100.0,,1.0,100.0,0.017,31.17
2021-03-23,200.0,6212.0,0.0,0.01,0.01,,3106.0,100.0,100.0,3106.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,31.06
2021-03-24,200.0,6223.0,0.0,0.01,0.01,,3111.5,100.0,100.0,3111.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,31.115
2021-03-25,200.0,6237.0,0.0,0.01,0.01,,3118.5,100.0,100.0,3118.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,31.185
2021-03-26,200.0,6358.0,0.0,0.01,0.01,,3179.0,100.0,100.0,3179.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,31.79
2021-03-29,200.0,6412.0,0.0,0.01,0.01,,3206.0,100.0,100.0,3206.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,32.06
2021-03-30,200.0,6549.0,0.0,0.01,0.01,,3274.5,100.0,100.0,3274.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,32.745
2021-03-31,200.0,6514.0,0.0,0.01,0.01,,3257.0,100.0,100.0,3257.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0462,32.57
2021-04-01,200.0,6627.0,0.0,0.01,0.01,,3313.5,100.0,100.0,3313.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0465,33.135
2021-04-02,200.0,6627.0,0.0,0.01,0.01,,3313.5,100.0,100.0,3313.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0465,
2021-04-05,200.0,6627.0,0.0,0.01,0.01,,3313.5,100.0,100.0,3313.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0465,
2021-04-06,200.0,6711.0,0.0,0.01,0.01,,3355.5,100.0,100.0,3355.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0465,33.555
2021-04-07,200.0,6669.0,0.0,0.01,0.01,,3334.5,100.0,100.0,3334.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0465,33.345
2021-04-08,200.0,6741.0,0.01,0.01,0.01,,3370.5,100.0,100.0,3370.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,33.705
2021-04-09,200.0,6741.0,0.01,0.01,0.01,,3370.5,100.0,100.0,3370.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.047,33.705
2021-04-12,200.0,6680.0,0.01,0.01,0.01,,3340.0,100.0,100.0,3340.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.047,33.4
2021-04-13,200.0,6700.0,0.01,0.01,0.01,,3350.0,100.0,100.0,3350.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.047,33.5
2021-04-14,200.0,6731.0,0.01,0.01,0.01,,3365.5,100.0,100.0,3365.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,33.655
2021-04-15,200.0,6795.0,0.01,0.01,0.01,,3397.5,100.0,100.0,3397.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.34,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0468,33.975
2021-04-16,200.0,6930.0,0.01,0.01,0.01,,3465.0,100.0,100.0,3465.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,34.65
2021-04-19,200.0,6889.0,0.01,0.01,0.01,,3444.5,100.0,100.0,3444.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,34.445
2021-04-20,200.0,6625.0,0.01,0.01,0.01,,3312.5,100.0,100.0,3312.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,33.125
2021-04-21,200.0,6738.0,0.01,0.01,0.01,,3369.0,100.0,100.0,3369.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.35,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0469,33.69
