,EMEIS FP Equity_DX_SI_QTY,EMEIS FP Equity_DX_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EMEIS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMEIS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMEIS FP Equity_DX_SI_MV,EMEIS FP Equity_DX_DSS,EMEIS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY,EMEIS FP Equity_DX_BROKER_SI_QTY,EMEIS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMEIS FP Equity_DX_BROKER_SI_MV_INC_x,EMEIS FP Equity_DX_SUPPLY_SI_MV_NEW,EMEIS FP Equity_DX_BROKER_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_NEW,EMEIS FP Equity_DX_SUPPLY_SI_MV_DEC,EMEIS FP Equity_DX_BROKER_SI_QTY_INC,EMEIS FP Equity_DX_SUPPLY_SI_QTY_DEC,EMEIS FP Equity_DX_BROKER_SI_MV_NEW_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EMEIS FP Equity_DX_BROKER_SI_MV_INC_y,EMEIS FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMEIS FP Equity_DX_BROKER_SI_MV_ADD,EMEIS FP Equity_DX_SUPPLY_SI_QTY_ADD,EMEIS FP Equity_DX_BROKER_SI_QTY_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV,EMEIS FP Equity_DX_BROKER_SI_MV_DEC,EMEIS FP Equity_DX_SUPPLY_SI_MV_RMV,EMEIS FP Equity_DX_BROKER_SI_MV_RMV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_UTILIZATION_QUANTITY,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMEIS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMEIS FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EMEIS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMEIS FP Equity_DX_ACTIVE_UTILIZATION_MV,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMEIS FP Equity_DX_BROKER_SI_CON_RATIO,EMEIS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMEIS FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-18,528390.0,28651543.67,6.11,26.12,2.95,31.18,1.0,6731342.34,416851.0,124139.0,22603426.7,,,2114.0,0.0,,,,3.53,20.0,58658.0,,,0.0,2114.0,,,60000.0,24.57,3.82,,,56.33,56.33,323144.0,17522236.28,,19.05,56.32,21.79,0.5003,67.02,0.714
2006-09-19,529889.0,28564797.58,6.12,25.8,2.96,31.6,1.0,6805128.84,416250.0,126238.0,22438844.73,,,625.0,0.12,,,,0.0,2100.0,1225.0,,,0.12,625.0,,,1.0,24.82,0.0,,,56.34,56.34,322617.0,17391358.0,,18.96,56.69,21.7,0.4965,66.73,0.7172
2006-09-20,499957.0,26679471.93,5.78,24.05,2.79,29.59,1.0,4828172.39,422080.0,90477.0,22523680.06,,,5829.0,0.0,,,,,3.0,,,,0.0,5829.0,,,35764.0,25.05,2.25,,,54.65,54.65,350244.0,18690257.29,,20.76,54.68,13.6,0.5714,74.04,0.6473
2006-09-21,498628.0,26427848.55,5.76,24.84,2.78,29.14,1.0,4631291.93,420747.0,87381.0,22300067.38,,,1826.0,0.0,,,,0.2,4.0,3159.0,,,0.0,1826.0,,,3100.0,24.64,0.22,,,54.58,54.58,350176.0,18559724.48,,20.59,54.48,12.79,0.5784,74.64,0.6468
2006-09-22,503650.0,26990620.47,5.82,25.38,2.81,29.33,1.0,4912651.98,431524.0,91671.0,23125385.7,,,732.0,0.53,,5000.0,,,9090.0,,,,0.53,732.0,0.3,10045.0,9800.0,25.19,0.61,,,56.46,56.46,332813.0,17835459.88,,19.68,56.14,9.64,0.5607,73.78,0.6589
2006-09-25,502220.0,27186994.19,5.8,25.37,2.8,29.63,1.0,4981539.5,429720.0,92023.0,23262305.65,,,8.0,0.02,,,,0.0,374.0,1812.0,,,0.02,8.0,,,22.0,25.45,0.0,,,56.36,56.36,332722.0,18011451.32,,19.83,56.21,9.6,0.5612,73.82,0.6587
2006-09-26,501489.0,26965682.44,5.8,24.7,2.8,29.78,1.0,4950179.81,428989.0,92060.0,23067267.96,,,123.0,0.01,,,,0.0,37.0,854.0,,,0.01,123.0,,,,25.6,,,,57.06,57.06,322797.0,17357193.07,,19.17,57.18,9.58,0.5627,73.93,0.6671
2006-09-27,549108.0,29700337.42,6.35,25.28,3.06,32.4,1.0,4979263.94,475108.0,92058.0,25697800.63,,,709.0,,,,,0.1,,1590.0,,,,709.0,,47000.0,2.0,28.13,0.0,,,63.67,63.67,271054.0,14660859.54,,16.16,63.51,8.42,0.6051,76.98,0.7359
2006-09-28,545479.0,29578181.63,6.3,24.37,3.04,32.28,1.0,4882458.59,473523.0,90042.0,25676422.56,,,4517.0,0.0,,,,0.33,27.0,6102.0,,,0.0,4517.0,,,2044.0,28.12,0.11,,,63.49,63.49,272316.0,14766126.85,,16.21,63.43,8.48,0.6109,77.36,0.7314
2006-09-29,551097.0,29882813.38,6.37,25.08,3.07,32.69,1.0,5207912.45,479141.0,96044.0,25981054.31,,,6037.0,0.36,,,,0.0,6003.0,419.0,,,0.36,6037.0,,,,28.53,,,,64.24,64.24,266708.0,14462037.34,,15.87,64.26,8.34,0.5944,76.21,0.7389
2006-10-02,547267.0,29699925.82,6.33,25.16,3.05,32.38,1.0,5135417.59,476753.0,94628.0,25873163.8,,,924.0,0.0,,,,0.2,25.0,3312.0,,,0.0,924.0,,,1442.0,28.3,0.08,,,63.85,63.85,269918.0,14648324.45,,16.09,63.74,8.37,0.5976,76.41,0.7329
2006-10-03,551923.0,29977606.95,6.38,25.37,3.08,32.79,1.0,5421761.19,476183.0,99821.0,25863801.31,,,23.0,0.31,,,,0.0,5226.0,592.0,,,0.31,23.0,,,33.0,28.39,0.0,,,63.9,63.9,269032.0,14612428.82,,16.05,63.88,8.26,0.584,75.46,0.7406
2006-10-04,540969.0,29358136.29,6.25,24.21,3.02,32.25,1.0,4743808.63,467557.0,87412.0,25374101.15,,,1479.0,0.05,,,,0.6,898.0,10106.0,,,0.05,1479.0,,,13307.0,27.99,0.79,,,58.17,58.17,336205.0,18245689.14,,20.14,58.16,8.49,0.6225,77.95,0.673
2006-10-05,547907.0,29982860.81,6.33,24.71,3.06,32.62,1.0,5167668.01,467473.0,94434.0,25581308.31,,,14.0,0.42,,,,0.02,7022.0,98.0,,,0.42,14.0,,,,27.94,,,,57.45,57.45,346292.0,18949976.61,,20.79,57.33,8.34,0.6014,76.53,0.6733
2006-10-06,565388.0,30862629.05,6.54,24.17,3.15,34.07,1.0,6196183.66,465877.0,113511.0,25430658.3,,,13.0,1.29,,,,0.0,20000.0,1609.0,,,1.29,13.0,,,923.0,28.16,0.06,,,57.96,57.96,337982.0,18449300.47,,20.29,58.12,13.03,0.556,72.88,0.7033
2006-10-09,565493.0,31022062.03,6.54,24.0,3.15,33.92,1.0,6203830.91,466405.0,113088.0,25586249.24,,,574.0,0.06,,,,0.01,898.0,46.0,,,0.06,574.0,,,1321.0,28.02,0.08,,,57.97,57.97,338141.0,18549886.69,,20.34,57.94,13.06,0.5551,72.83,0.7029
2006-10-10,564148.0,31254949.05,6.52,22.98,3.15,34.03,1.0,6265305.7,465060.0,113088.0,25765271.89,,,4015.0,,,,,0.23,,5360.0,,,,4015.0,,,,28.12,,,,58.2,58.2,334071.0,18508214.31,,20.15,58.25,13.03,0.5556,72.87,0.706
2006-10-11,623813.0,34475735.26,7.21,26.5,3.48,37.99,1.0,4447874.04,572332.0,80481.0,31630579.22,,,2297.0,0.09,,,,0.27,1393.0,5025.0,,,0.09,2297.0,,110000.0,34000.0,34.85,1.96,,,65.77,65.77,297865.0,16461848.16,,18.28,65.59,5.32,0.696,82.96,0.7169
2006-10-12,571299.0,32091087.48,6.6,24.2,3.19,34.75,1.0,4520790.01,519818.0,80481.0,29199289.54,,,116.0,,,,,3.22,,52630.0,,,,116.0,,,,31.6,,,,59.73,59.73,350463.0,19686256.75,,21.65,59.34,6.09,0.6613,80.7,0.6565
2006-10-13,572505.0,32106962.0,6.62,24.78,3.19,35.09,1.0,4625212.84,520036.0,82473.0,29164419.68,,,1181.0,0.12,,,,0.0,1992.0,964.0,,,0.12,1181.0,,,,31.86,,,,59.81,59.81,349469.0,19598759.67,,21.62,59.57,6.01,0.6561,80.38,0.6584
2006-10-16,572980.0,32003820.44,6.62,27.13,3.2,35.06,1.0,4606532.66,520511.0,82473.0,29073162.38,,,525.0,,,,,0.0,,50.0,,,,525.0,,,,31.83,,,,59.83,59.83,349519.0,19522397.49,,21.59,59.59,5.99,0.6558,80.36,0.6586
2006-10-17,574555.0,31857545.47,6.64,26.97,3.2,35.17,1.0,4628577.46,521082.0,83477.0,28892609.95,,,623.0,0.06,,,,0.0,1004.0,52.0,,,0.06,623.0,,,,31.89,,,,59.98,59.98,347717.0,19279982.14,,21.44,59.8,5.93,0.6535,80.22,0.6613
2006-10-18,576466.0,31989619.31,6.66,27.06,3.21,35.21,1.0,4720037.35,521413.0,85057.0,28934583.08,,,920.0,0.1,,,,0.06,1580.0,589.0,,,0.1,920.0,,,,31.83,,,,60.04,60.04,347096.0,19261272.83,,21.37,59.84,6.28,0.6485,79.88,0.6637
2006-10-19,577895.0,32095097.0,6.68,27.37,3.22,35.15,1.0,4752770.17,522322.0,85577.0,29008687.14,,,909.0,0.03,,,,,520.0,,,,0.03,909.0,,,,31.75,,,,60.42,60.42,342163.0,19003027.67,,21.04,60.15,6.42,0.647,79.78,0.6685
2006-10-20,581483.0,32268025.87,6.72,27.26,3.24,35.52,1.0,4918756.49,522849.0,88638.0,29014270.51,,,824.0,0.19,,,,0.0,3061.0,297.0,,,0.19,824.0,,,,31.94,,,,60.53,60.53,340974.0,18921546.9,,21.0,60.32,7.07,0.6395,79.26,0.6732
2006-10-23,584366.0,33831018.98,6.75,27.75,3.26,35.91,1.0,5360942.21,521770.0,92600.0,30207114.67,,,4262.0,0.32,,,,0.24,3962.0,5341.0,,,0.32,4262.0,,,,32.01,,,,61.49,61.49,326800.0,18919610.32,,20.56,60.89,7.99,0.6258,78.3,0.6886
2006-10-24,582745.0,33737173.54,6.74,23.67,3.25,36.21,1.0,5360942.21,520149.0,92600.0,30113269.24,,,381.0,,,,,0.01,,2002.0,,,,381.0,,,,32.32,,,,61.38,61.38,327229.0,18944446.65,,20.61,61.07,7.9,0.6291,78.53,0.6877
2006-10-25,589481.0,34180551.57,6.81,24.21,3.29,36.88,1.0,5406963.5,526236.0,93249.0,30513344.34,,,6216.0,0.06,,,,0.0,649.0,128.0,,,0.06,6216.0,,,,32.92,,,,62.11,62.11,321083.0,18617723.12,,20.9,61.17,7.83,0.6287,78.51,0.6957
2006-10-26,589584.0,34560439.04,6.81,26.01,3.29,36.81,1.0,4293735.24,526339.0,73249.0,30853121.74,,,114.0,,,,,0.0,,11.0,,,,114.0,,,20000.0,32.9,1.29,,,62.1,62.1,321170.0,18826454.26,,21.02,61.02,7.93,0.6307,78.65,0.6957
2006-10-27,585265.0,34731467.54,6.76,25.55,3.26,36.84,1.0,4346826.25,522020.0,73249.0,30978310.14,,,79.0,,,,,0.16,,4398.0,,,,79.0,,,,32.91,,,,61.83,61.83,322203.0,19120540.33,,21.27,60.74,8.02,0.6295,78.56,0.6933
2006-10-30,584424.0,34628611.0,6.76,24.84,3.26,37.11,1.0,4340189.87,521179.0,73249.0,30881183.62,,,122.0,,,,,0.0,,964.0,,,,122.0,,,,33.18,,,,61.8,61.8,322098.0,19085127.14,,21.33,60.87,7.95,0.6315,78.7,0.693
2006-10-31,584652.0,34774544.59,6.76,24.83,3.26,37.07,1.0,4356780.81,521407.0,73249.0,31012792.18,,,292.0,,,,,0.01,,64.0,,,,292.0,,,,33.13,,,,61.81,61.81,322169.0,19162305.54,,21.36,60.8,7.98,0.6303,78.62,0.6931
2006-11-01,573557.0,35855431.74,6.63,24.3,3.2,36.83,1.0,4966687.18,504112.0,79449.0,31514136.18,,,2788.0,0.27,,2100.0,,1.2,4100.0,20083.0,,,0.27,2788.0,0.14,,,32.39,,,,59.63,59.63,341327.0,21337769.31,,23.49,57.96,8.53,0.6661,80.85,0.6784
2006-11-02,553968.0,33601954.61,6.4,22.5,3.09,36.44,1.0,4819126.18,484523.0,79449.0,29389639.57,,,350.0,,,,,0.02,,4439.0,,,,350.0,,,,32.06,,0.95,,58.75,58.75,340176.0,20634005.05,15500.0,23.36,57.85,8.41,0.6648,80.77,0.6717
2006-11-03,557898.0,33410697.71,6.45,21.92,3.11,36.17,1.0,4840226.75,487079.0,80823.0,29169578.01,,,2692.0,0.04,,1087.0,,0.02,600.0,136.0,,,0.04,2692.0,0.07,,313.0,31.68,0.01,,,58.87,58.87,340359.0,20382994.14,,23.09,57.84,8.31,0.656,80.22,0.6742
2006-11-06,566283.0,33964153.47,6.55,21.71,3.16,36.37,1.0,5284664.25,491776.0,88111.0,29495421.09,,,1218.0,0.5,,,,0.02,7288.0,121.0,,,0.5,1218.0,,3600.0,,31.63,,,,59.35,59.35,336857.0,20203790.06,,22.78,58.14,8.25,0.6315,78.6,0.6834
2006-11-07,572545.0,34287858.93,6.62,21.99,3.19,36.8,1.0,5659956.57,491638.0,94511.0,29442601.7,,,,0.42,,,,0.0,6400.0,138.0,,,0.42,,,,,31.64,,,,59.38,59.38,336246.0,20136679.94,,22.74,58.19,8.58,0.6133,77.34,0.6916
2006-11-08,589805.0,34867294.26,6.82,23.59,3.29,37.98,1.0,5686962.37,507210.0,96199.0,29984554.76,,15500.0,1768.0,0.11,1.01,,,0.11,1688.0,1697.0,,15500.0,0.11,1768.0,,,,32.72,,,,60.01,60.01,337999.0,19981367.73,,22.63,59.11,8.26,0.6205,77.87,0.6978
2006-11-09,590169.0,34888812.72,6.82,23.21,3.29,37.57,1.0,5657404.05,508074.0,95699.0,30035631.55,,,983.0,,,,,0.02,,118.0,,,,983.0,,,500.0,32.34,0.03,,,60.04,60.04,338203.0,19993427.53,,22.52,58.96,8.27,0.6187,77.75,0.6974
2006-11-10,590310.0,34870407.06,6.82,23.25,3.29,37.63,1.0,5653068.87,508214.0,95699.0,30020885.73,,,140.0,,,,,,,,,,,140.0,,,,32.42,,,,60.02,60.02,338540.0,19998013.94,,22.56,58.96,8.25,0.6199,77.83,0.6971
2006-11-13,592311.0,35310589.89,6.85,23.68,3.3,37.84,1.0,5872012.83,507416.0,98499.0,30249578.82,,,,0.18,,,,0.02,2800.0,799.0,,,0.18,,,,,32.43,,,,59.69,59.69,342599.0,20424021.81,,22.8,58.72,8.84,0.6122,77.27,0.6968
2006-11-14,592743.0,36061329.32,6.85,23.35,3.31,37.97,1.0,6083744.34,506348.0,99999.0,30805225.84,,,51.0,0.1,,,,0.04,1500.0,1119.0,,,0.1,51.0,,,,32.48,,,,59.64,59.64,342709.0,20849747.88,,23.13,58.41,8.79,0.6088,77.05,0.6981
2006-11-15,593754.0,36580087.68,6.86,23.46,3.31,38.53,1.0,6039139.27,509333.0,98025.0,31379065.74,,,2985.0,,,,,,,,,,,2985.0,,,1974.0,33.09,0.12,,,59.8,59.8,342365.0,21092475.54,,23.72,58.25,8.47,0.6142,77.42,0.6971
2006-11-16,592735.0,36221948.39,6.85,23.33,3.31,38.81,1.0,5990293.29,508314.0,98025.0,31062993.54,,,111.0,,,,,0.0,,1129.0,,,,111.0,,,,33.35,,,,59.76,59.76,342283.0,20916863.62,,23.75,58.41,8.4,0.616,77.56,0.6968
2006-11-17,595802.0,35896564.25,6.89,24.56,3.32,38.78,1.0,6026421.26,509381.0,100025.0,30689772.43,,,1167.0,0.13,,,,0.01,2000.0,100.0,,,0.13,1167.0,,,,33.2,,,,59.8,59.8,342371.0,20627561.84,,23.56,58.49,8.64,0.6102,77.16,0.6995
2006-11-20,600262.0,35485477.05,6.94,24.79,3.35,38.79,1.0,6072639.38,511143.0,102723.0,30217060.54,,,1811.0,0.18,,,,0.01,2698.0,49.0,,,0.18,1811.0,,,,33.08,,,,59.89,59.89,342271.0,20233914.05,,23.32,58.65,9.27,0.6043,76.72,0.7034
2006-11-21,600066.0,35745720.76,6.94,25.66,3.35,38.38,1.0,6024040.28,510947.0,101126.0,30436933.24,,,1569.0,,,,,0.13,,1765.0,,,,1569.0,,,1597.0,32.67,0.11,,,59.72,59.72,344593.0,20527283.92,,23.44,58.22,9.4,0.6063,76.83,0.7014
2006-11-22,601461.0,35692589.16,6.95,25.58,3.35,38.46,1.0,6452143.11,504742.0,108726.0,29952979.23,,,,0.5,,,,0.4,7600.0,6205.0,,,0.5,,,,,32.28,,,,59.32,59.32,346172.0,20542936.24,,23.19,58.2,10.71,0.5886,75.5,0.7068
2006-11-23,598938.0,36438221.05,6.92,25.95,3.34,38.43,1.0,6444331.47,505019.0,105926.0,30724372.07,,,884.0,,,,,0.0,,607.0,,,,884.0,,,2800.0,32.39,0.18,,,59.41,59.41,345039.0,20991500.54,,23.37,58.09,10.1,0.5931,75.86,0.7046
2006-11-24,567548.0,34322834.7,6.56,24.66,3.17,36.7,1.0,6457952.85,470766.0,106786.0,28469880.25,,,85.0,0.07,,,,0.16,860.0,3726.0,,,0.07,85.0,,,,30.48,,1.97,,58.63,58.63,332112.0,20084689.36,30613.0,22.54,57.49,10.86,0.5695,74.11,0.7069
2006-11-27,596583.0,35024759.4,6.9,25.89,3.33,36.51,1.0,6159918.79,501664.0,104923.0,29452164.91,,,30898.0,0.01,,,,,140.0,,,,0.01,30898.0,,,2003.0,30.45,0.14,,,59.43,59.43,342435.0,20103998.08,,22.21,57.83,10.97,0.5766,74.59,0.7068
2006-11-28,568799.0,33058623.47,6.57,24.63,3.17,36.08,1.0,6098129.48,473880.0,104923.0,27541926.92,,,,,,,,0.01,,27785.0,,,,,,,,30.06,,,,58.41,58.41,337478.0,19614236.54,,22.26,57.46,11.15,0.5733,74.35,0.701
2006-11-29,566779.0,33352023.42,6.55,23.64,3.16,35.83,1.0,6238848.35,470761.0,106022.0,27701858.92,,,,0.07,,,,0.22,1099.0,3119.0,,,0.07,,,,,29.73,,,,58.27,58.27,337124.0,19838010.13,,22.08,57.39,11.34,0.5694,74.04,0.7016
2006-11-30,594991.0,35093013.72,6.88,24.49,3.32,35.93,1.0,6290650.57,498339.0,106656.0,29392406.55,,,27578.0,0.04,,,,,634.0,,,,0.04,27578.0,,,,29.79,,,,58.78,58.78,349444.0,20610468.2,,22.3,57.19,11.27,0.5694,74.04,0.7018
2006-12-01,604407.0,35593617.02,6.99,25.06,3.37,36.58,1.0,6822776.86,497551.0,115856.0,29300851.48,,,216.0,0.6,,,,0.05,9200.0,1004.0,,,0.6,216.0,,,,29.78,,,0.82,57.69,57.69,364859.0,21486600.11,,23.31,56.09,12.0,0.5493,72.43,0.7008
2006-12-04,600552.0,35257775.21,6.94,24.99,3.35,36.36,1.0,6614326.03,496889.0,112663.0,29171829.7,0.6,,,0.01,,,9197.0,0.0,120.0,662.0,0.6,,0.01,,,,3313.0,29.78,0.21,,,57.64,57.64,365133.0,21436573.75,,23.29,56.12,12.12,0.5577,73.01,0.6967
2006-12-05,600416.0,35331387.53,6.94,29.35,3.35,36.31,1.0,6629636.97,496753.0,112663.0,29231354.18,,,69.0,,,,,0.02,,204.0,,,,69.0,,,,29.72,,,,57.45,57.45,367958.0,21652432.14,,23.47,55.87,12.14,0.557,72.96,0.6944
2006-12-06,601465.0,35420362.21,6.95,30.34,3.35,36.4,1.0,6597404.27,498436.0,112029.0,29352969.26,,,1684.0,,,,,,,,,,,1684.0,,,634.0,29.85,0.04,,,57.52,57.52,368118.0,21678523.1,,23.59,55.86,12.14,0.5587,73.09,0.6941
2006-12-07,601228.0,35651526.51,6.95,31.45,3.35,36.44,1.0,6666797.74,497799.0,112429.0,29518409.4,,,,0.03,,,,0.02,400.0,638.0,,,0.03,,,,,29.86,,,,57.5,57.5,367988.0,21820896.46,,23.68,55.77,12.09,0.5574,73.0,0.6944
2006-12-08,601360.0,35495903.77,6.95,32.19,3.35,36.65,1.0,6669057.95,497375.0,112985.0,29358080.25,,,108.0,0.04,,,,0.0,556.0,532.0,,,0.04,108.0,,,,30.03,,,,57.48,57.48,367949.0,21718575.06,,23.7,55.89,12.17,0.558,73.04,0.695
2006-12-11,601681.0,35542107.35,6.95,33.5,3.36,36.55,1.0,6674176.18,497696.0,112985.0,29399573.3,,,454.0,,,,,0.01,,133.0,,,,454.0,,,,29.93,,,,57.48,57.48,368185.0,21749184.03,,23.68,55.83,12.21,0.557,72.96,0.6949
2006-12-12,573148.0,33934515.6,6.62,31.39,3.2,36.54,1.0,6689530.88,469163.0,112985.0,27777849.95,,,,,,,,0.0,,28533.0,,,,,,,,29.91,,,,56.72,56.72,357938.0,21192523.83,,23.72,55.77,12.23,0.5562,72.9,0.693
2006-12-13,572461.0,34827411.95,6.62,31.94,3.19,36.8,1.0,6873787.28,468476.0,112985.0,28501167.14,,,453.0,,,,,0.0,,1140.0,,,,453.0,,,,30.11,,,,56.91,56.91,354644.0,21575850.03,,23.91,55.73,12.12,0.5556,72.85,0.6955
2006-12-14,570702.0,34901367.87,6.6,32.46,3.18,37.27,1.0,6921845.94,466517.0,113185.0,28529918.31,,,402.0,0.01,,,,0.0,200.0,2361.0,,,0.01,402.0,,,,30.54,,,,57.12,57.12,350170.0,21414699.77,,23.88,56.12,11.98,0.559,73.13,0.6988
2006-12-15,574668.0,35169941.74,6.64,32.69,3.2,37.68,1.0,7193501.21,466128.0,117540.0,28527244.6,,,28.0,0.29,,,,0.0,4355.0,418.0,,,0.29,28.0,,,,30.64,,,,57.17,57.17,349234.0,21373278.89,,23.88,56.2,12.71,0.5499,72.39,0.7048
2006-12-18,570605.0,35489950.66,6.6,32.22,3.18,37.37,1.0,7310641.86,462065.0,117540.0,28739082.29,,,,,,,,0.3,,4063.0,,,,,,,,30.3,,,,57.32,57.32,344115.0,21402939.64,,23.7,56.11,12.84,0.5443,71.95,0.7078
2006-12-19,568541.0,35413085.88,6.57,31.41,3.17,37.46,1.0,7206370.29,461846.0,115695.0,28767304.49,,,67.0,0.22,,,,0.0,3155.0,286.0,,,0.22,67.0,,,5000.0,30.5,0.34,,,57.31,57.31,344009.0,21427514.04,,23.81,56.16,12.82,0.5489,72.41,0.7055
2006-12-20,564138.0,35164388.85,6.52,30.64,3.15,37.32,1.0,6979358.69,461169.0,111969.0,28746026.75,,,6324.0,,,,,0.41,,7000.0,,,,6324.0,,,3726.0,30.59,0.25,,,58.88,58.88,322101.0,20077507.3,,22.82,57.27,12.83,0.552,72.64,0.7202
2006-12-21,564613.0,35449767.33,6.53,32.09,3.15,37.4,1.0,7406796.52,455644.0,117969.0,28608044.42,,,,0.34,,1000.0,,0.36,5000.0,5525.0,,,0.34,,0.07,,,30.24,,,,58.1,58.1,328633.0,20633537.28,,23.36,56.42,13.42,0.5322,71.14,0.7199
2006-12-22,564220.0,35782921.66,6.52,31.06,3.15,37.58,1.0,7481612.64,456251.0,117969.0,28935510.6,,,69.0,,,,,0.0,,461.0,,,,69.0,,1000.0,,30.46,,,,58.17,58.17,328127.0,20809866.25,,23.5,56.44,13.35,0.5324,71.16,0.7193
2006-12-25,341001.0,21626337.37,3.94,18.42,1.9,23.27,1.0,7082890.11,229319.0,111682.0,14543447.26,,,340.0,,,,,0.0,,12609.0,,,,340.0,,,,15.86,,14.66,0.44,61.16,61.16,145644.0,9236765.52,214663.0,12.79,55.35,19.16,0.4244,60.95,0.9094
2006-12-26,563457.0,35734532.08,6.51,30.44,3.14,37.75,1.0,7481612.64,455488.0,117969.0,28887121.02,0.44,214145.0,12652.0,,14.76,,6287.0,0.01,,628.0,0.44,214145.0,,12652.0,,,,30.61,,,,58.12,58.12,328158.0,20811832.28,,23.57,56.5,13.27,0.5335,71.26,0.719
2006-12-27,565347.0,36776366.37,6.53,30.54,3.15,38.03,1.0,7673996.97,457378.0,117969.0,29752879.02,,,1889.0,,,,,,,,,,,1889.0,,,,30.84,,,,58.23,58.23,328096.0,21342960.52,,24.04,56.2,13.22,0.532,71.14,0.7198
2006-12-28,564432.0,36410018.74,6.52,31.26,3.15,38.38,1.0,7637090.97,456041.0,118391.0,29418001.38,,,,0.04,,,,0.0,422.0,1337.0,,,0.04,,,,,31.16,,,,58.13,58.13,328433.0,21186346.07,,24.12,56.37,13.12,0.5346,71.36,0.7195
2006-12-29,557883.0,36265553.82,6.45,31.18,3.11,37.8,1.0,7302151.04,455552.0,112331.0,29613459.41,,,,,,,,0.07,,490.0,,,,,,,6060.0,30.98,0.41,,,58.09,58.09,328674.0,21365671.01,,24.03,56.31,13.11,0.5465,72.3,0.7114
2007-01-01,335369.0,21800883.91,3.88,18.81,1.87,23.12,1.0,6893460.44,233325.0,106044.0,15167446.12,,,607.0,,,,,0.0,,12641.0,,,,607.0,,,,16.32,,14.67,0.45,45.59,45.59,278431.0,18099591.52,210193.0,22.54,42.0,18.99,0.4367,62.24,0.6553
2007-01-02,624367.0,40728809.75,7.22,35.02,3.48,42.78,1.0,7793743.11,514890.0,119477.0,33587388.27,0.45,270219.0,12402.0,0.51,19.1,,6287.0,0.0,7146.0,1055.0,0.45,270219.0,0.51,12402.0,,,,35.44,,,,60.45,60.45,336813.0,21971040.42,,24.83,58.8,12.43,0.5756,74.52,0.7331
2007-01-03,596727.0,37628266.34,6.9,31.74,3.33,38.76,1.0,7533951.67,487250.0,119477.0,30724892.25,,,33194.0,,,,,,,,,,,33194.0,,,,31.45,,4.4,,59.32,59.32,334094.0,21067218.37,60834.0,24.2,56.51,14.38,0.5332,71.15,0.7265
2007-01-04,598887.0,37167618.83,6.92,29.75,3.34,38.22,1.0,7356294.86,490354.0,118533.0,30431935.51,,,3372.0,0.21,,,,0.03,3056.0,268.0,,,0.21,3372.0,,,4000.0,31.03,0.29,,,59.36,59.36,335649.0,20830764.55,,23.93,56.45,13.61,0.5307,71.09,0.725
2007-01-05,600048.0,37946410.12,6.94,28.87,3.35,38.01,1.0,7495903.38,491515.0,118533.0,31082896.32,,,1277.0,,,,,0.01,,116.0,,,,1277.0,,,,30.79,,,0.91,59.04,59.04,340933.0,21560247.58,,24.42,55.77,13.71,0.5266,70.77,0.7208
2007-01-08,600669.0,37387053.3,6.94,27.58,3.35,38.28,1.0,7449351.81,490986.0,119683.0,30560125.04,0.87,,301.0,0.09,,,12498.0,0.0,1150.0,830.0,0.87,,0.09,301.0,,,,31.03,,,,59.02,59.02,340884.0,21217423.03,,24.36,56.03,13.72,0.528,70.88,0.7221
2007-01-09,602752.0,36888695.25,6.97,25.72,3.36,38.1,1.0,7324653.78,493069.0,119683.0,30176046.0,,,2130.0,,,,,0.01,,46.0,,,,2130.0,,183.0,,30.87,,,,58.91,58.91,343988.0,21052221.31,,24.26,55.99,13.82,0.5267,70.78,0.7201
2007-01-10,591728.0,36616101.64,6.84,24.83,3.3,37.22,1.0,7428688.52,480962.0,120050.0,29761906.61,,,92.0,0.07,,,,0.74,1083.0,12198.0,,,0.07,92.0,,,716.0,29.94,0.05,,,61.02,61.02,307253.0,19012801.62,,21.13,58.63,13.91,0.5238,70.54,0.7507
