,ALFRE FP Equity_DX_SI_QTY,ALFRE FP Equity_DX_SHORT_INTEREST_VALUE,ALFRE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALFRE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALFRE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALFRE FP Equity_DX_SI_MV,ALFRE FP Equity_DX_DSS,ALFRE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALFRE FP Equity_DX_SUPPLY_SI_QTY,ALFRE FP Equity_DX_BROKER_SI_QTY,ALFRE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALFRE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALFRE FP Equity_DX_BROKER_SI_MV_INC_x,ALFRE FP Equity_DX_BROKER_SI_QTY_ADD,ALFRE FP Equity_DX_SUPPLY_SI_MV_DEC,ALFRE FP Equity_DX_BROKER_SI_QTY_INC,ALFRE FP Equity_DX_SUPPLY_SI_QTY_DEC,ALFRE FP Equity_DX_BROKER_SI_MV_INC_y,ALFRE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALFRE FP Equity_DX_BROKER_SI_MV_ADD,ALFRE FP Equity_DX_SUPPLY_SI_QTY_ADD,ALFRE FP Equity_DX_BROKER_SI_QTY_DEC,ALFRE FP Equity_DX_SUPPLY_SI_MV,ALFRE FP Equity_DX_BROKER_SI_MV_DEC,ALFRE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALFRE FP Equity_DX_UTILIZATION_QUANTITY,ALFRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALFRE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALFRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALFRE FP Equity_DX_ACTIVE_UTILIZATION_MV,ALFRE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALFRE FP Equity_DX_BROKER_SI_CON_RATIO,ALFRE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALFRE FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-12-18,1765.0,7413.0,0.03,0.06,0.0,0.01,0.0,7413.0,0.0,1765.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.4125
2020-12-21,1865.0,7814.35,0.04,0.06,0.01,0.01,0.0,7814.35,300.0,1865.0,1257.0,,0.0,,,100.0,,0.0,,,300.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,3.1083
2020-12-22,1358.0,5825.82,0.03,0.05,0.0,0.01,0.0,5825.82,300.0,1358.0,1287.0,,,,,,,,,,,507.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.2633
2020-12-23,1358.0,5730.76,0.03,0.05,0.0,0.01,0.0,5730.76,300.0,1358.0,1266.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.2633
2020-12-24,981.0,4218.3,0.02,0.04,0.0,0.0,0.0,4218.3,300.0,981.0,1290.0,,,,,,,,,,,377.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.635
2020-12-25,981.0,4218.3,0.02,0.04,0.0,0.0,0.0,4218.3,300.0,981.0,1290.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.635
2020-12-28,564.0,2391.36,0.01,0.02,0.0,0.0,0.0,2391.36,300.0,564.0,1272.0,,,,,,,,,,,417.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2020-12-29,564.0,2397.0,0.01,0.02,0.0,0.0,0.0,2397.0,300.0,564.0,1275.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2020-12-30,564.0,2385.72,0.01,0.02,0.0,0.0,0.0,2385.72,300.0,564.0,1269.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2020-12-31,564.0,2391.36,0.01,0.02,0.0,0.0,0.0,2391.36,300.0,564.0,1272.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2021-01-01,564.0,2391.36,0.01,0.02,0.0,0.0,0.0,2391.36,300.0,564.0,1272.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2021-01-04,564.0,2408.28,0.01,0.02,0.0,0.0,0.0,2408.28,300.0,564.0,1281.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.94
2021-01-05,1200.0,5124.0,0.02,0.03,0.0,0.01,0.0,2562.0,600.0,600.0,2562.0,300.0,0.0,,,36.0,,0.0,300.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-06,600.0,2508.0,0.01,0.02,0.0,0.0,0.0,1254.0,300.0,300.0,1254.0,,,,0.0,,300.0,,,,,300.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-07,600.0,2508.0,0.01,0.02,0.0,0.0,0.0,1254.0,300.0,300.0,1254.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-08,600.0,2526.0,0.01,0.02,0.0,0.0,0.0,1263.0,300.0,300.0,1263.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-11,600.0,2436.0,0.01,0.02,0.0,0.0,0.0,1218.0,300.0,300.0,1218.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-12,600.0,2496.0,0.01,0.02,0.0,0.0,0.0,1248.0,300.0,300.0,1248.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-13,600.0,2454.0,0.01,0.02,0.0,0.0,0.0,1227.0,300.0,300.0,1227.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-14,600.0,2460.0,0.01,0.02,0.0,0.0,0.0,1230.0,300.0,300.0,1230.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-15,600.0,2568.0,0.01,0.02,0.0,0.0,0.0,1284.0,300.0,300.0,1284.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-18,600.0,2490.0,0.01,0.02,0.0,0.0,0.0,1245.0,300.0,300.0,1245.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-19,600.0,2448.0,0.01,0.02,0.0,0.0,0.0,1224.0,300.0,300.0,1224.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-20,600.0,2472.0,0.01,0.02,0.0,0.0,0.0,1236.0,300.0,300.0,1236.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-21,600.0,2538.0,0.01,0.02,0.0,0.0,0.0,1269.0,300.0,300.0,1269.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-22,600.0,2442.0,0.01,0.02,0.0,0.0,0.0,1221.0,300.0,300.0,1221.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-25,200.0,764.0,0.0,0.01,0.0,0.0,0.0,382.0,100.0,100.0,382.0,,,,0.0,,200.0,,,,,200.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-26,200.0,788.0,0.0,0.01,0.0,0.0,0.0,394.0,100.0,100.0,394.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-27,600.0,2328.0,0.01,0.02,0.0,0.0,0.0,1164.0,300.0,300.0,1164.0,200.0,0.0,,,200.0,,0.0,200.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-28,800.0,3120.0,0.02,0.02,0.0,0.0,0.0,1560.0,400.0,400.0,1560.0,100.0,0.0,,,100.0,,0.0,100.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-01-29,800.0,3088.0,0.02,0.02,0.0,0.0,0.0,1544.0,400.0,400.0,1544.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-01,800.0,3096.0,0.02,0.02,0.0,0.0,0.0,1548.0,400.0,400.0,1548.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-02,800.0,3176.0,0.02,0.02,0.0,0.0,0.0,1588.0,400.0,400.0,1588.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-03,800.0,3184.0,0.02,0.02,0.0,0.0,0.0,1592.0,400.0,400.0,1592.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-04,700.0,2835.0,0.01,0.02,0.0,0.0,0.0,1215.0,400.0,300.0,1620.0,,,,,,,,,,,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.875
2021-02-05,600.0,2406.0,0.01,0.02,0.0,0.0,0.0,1203.0,300.0,300.0,1203.0,,,,0.0,,100.0,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-08,600.0,2394.0,0.01,0.02,0.0,0.0,0.0,1197.0,300.0,300.0,1197.0,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-16,1000.0,4560.0,0.02,0.04,0.0,0.0,0.0,2280.0,500.0,500.0,2280.0,,,500.0,,,,,,0.0,500.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-02-17,1000.0,4400.0,0.02,0.04,0.0,0.0,0.0,2200.0,500.0,500.0,2200.0,,,,,,,,,,,,0.0,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.2501
2021-02-18,1000.0,4310.0,0.02,0.04,0.0,0.0,0.0,2155.0,500.0,500.0,2155.0,,,,,,,,,,,,0.0,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.2501
2021-02-19,1000.0,4340.0,0.02,0.04,0.0,0.0,0.0,2170.0,500.0,500.0,2170.0,,,,,,,,,,,,0.0,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.2501
2021-02-22,1000.0,4510.0,0.02,0.04,0.0,0.0,0.0,2255.0,500.0,500.0,2255.0,,,,,,,,,,,,0.0,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.2501
2021-02-23,1000.0,4200.0,0.02,0.04,0.0,0.0,0.0,2100.0,500.0,500.0,2100.0,,,,,,,,,,,,0.0,,100.0,12.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.2501
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,500.0,,,,,500.0,0.0,0.0,0.0,0.0,2999.0,12835.72,0.01,0.0,,0.0,,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,13045.65,0.01,0.0,,0.0,,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12835.72,0.01,0.0,,0.0,,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,13495.5,0.01,0.0,,0.0,,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,13075.64,0.01,0.0,,0.0,,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12565.81,0.01,0.0,,0.0,,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,11876.04,0.01,0.0,,0.0,,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12205.93,0.01,0.0,,0.0,,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12055.98,0.01,0.0,,0.0,,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12835.72,0.01,0.0,,0.0,,0.0
2021-03-10,2600.0,11336.0,0.05,0.12,0.01,0.01,0.0,5668.0,1300.0,1300.0,5668.0,,,1300.0,,,,,,0.01,1300.0,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-11,2600.0,11284.0,0.05,0.12,0.01,0.01,0.0,5642.0,1300.0,1300.0,5642.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-12,2600.0,11206.0,0.05,0.12,0.01,0.01,0.0,5603.0,1300.0,1300.0,5603.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-15,2600.0,10894.0,0.05,0.12,0.01,0.01,0.0,5447.0,1300.0,1300.0,5447.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-16,2600.0,10712.0,0.05,0.12,0.01,0.01,0.0,5356.0,1300.0,1300.0,5356.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-17,2600.0,10764.0,0.05,0.12,0.01,0.01,0.0,5382.0,1300.0,1300.0,5382.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-18,2600.0,10868.0,0.05,0.12,0.01,0.01,0.0,5434.0,1300.0,1300.0,5434.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-19,2600.0,11102.0,0.05,0.12,0.01,0.01,0.0,5551.0,1300.0,1300.0,5551.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-22,2600.0,11128.0,0.05,0.12,0.01,0.01,0.0,5564.0,1300.0,1300.0,5564.0,,,,,,,,,,,,0.01,,100.0,23.22,0.0,0.0,0.0,100.0,,1.0,100.0,0.4644
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,1300.0,,,,,1300.0,0.0,0.01,0.0,0.0,3099.0,13077.78,0.01,0.0,,0.0,,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12565.81,0.01,0.0,,0.0,,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12205.93,0.01,0.0,,0.0,,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12385.87,0.01,0.0,,0.0,,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12265.91,0.01,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12235.92,0.01,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12175.94,0.01,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12895.7,0.01,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12895.7,0.01,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12895.7,0.01,0.0,,0.0,,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12490.84,0.01,0.0,,0.0,,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12565.81,0.01,0.0,,0.0,,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12490.84,0.01,0.0,,0.0,,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12265.91,0.01,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,11936.02,0.01,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,11936.02,0.01,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12115.96,0.01,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12055.98,0.01,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12085.97,0.01,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,13105.63,0.01,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12415.86,0.01,0.0,,0.0,,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,12505.83,0.01,0.0,,0.0,,0.0
2021-04-22,600.0,2517.0,0.01,0.06,0.0,0.0,0.0,1258.5,300.0,300.0,1258.5,,,300.0,,,,,,0.0,300.0,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-23,600.0,2580.0,0.01,0.06,0.0,0.0,0.0,1290.0,300.0,300.0,1290.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-26,600.0,2628.0,0.01,0.06,0.0,0.0,0.0,1314.0,300.0,300.0,1314.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-27,600.0,2862.0,0.01,0.06,0.0,0.0,0.0,1431.0,300.0,300.0,1431.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-28,600.0,2910.0,0.01,0.04,0.0,0.0,0.0,1455.0,300.0,300.0,1455.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-29,600.0,2784.0,0.01,0.04,0.0,0.0,0.0,1392.0,300.0,300.0,1392.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-04-30,600.0,2802.0,0.01,0.04,0.0,0.0,0.0,1401.0,300.0,300.0,1401.0,,,,,,,,,,,,0.0,,100.0,8.34,0.0,0.0,0.0,100.0,,1.0,100.0,0.1667
2021-05-03,7800.0,39390.0,0.14,0.49,0.02,0.04,0.0,19695.0,3900.0,3900.0,19695.0,3600.0,0.02,,,3600.0,,0.02,3600.0,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-04,7800.0,42432.0,0.14,0.44,0.02,0.04,0.0,21216.0,3900.0,3900.0,21216.0,,,,,,,,,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-05,7800.0,41340.0,0.14,0.34,0.02,0.04,0.0,20670.0,3900.0,3900.0,20670.0,,,,,,,,,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-06,7800.0,45942.0,0.14,0.32,0.02,0.04,0.0,22971.0,3900.0,3900.0,22971.0,,,,,,,,,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-07,7800.0,46800.0,0.14,0.29,0.02,0.05,0.0,23400.0,3900.0,3900.0,23400.0,,,,,,,,,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-10,7800.0,47034.0,0.13,0.27,0.02,0.05,0.0,23517.0,3900.0,3900.0,23517.0,,,,,,,,,,,,0.02,,100.0,36.11,0.0,0.0,0.0,100.0,,1.0,100.0,0.7223
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,3900.0,,,,,3900.0,0.0,0.02,0.0,0.0,2999.0,17994.0,0.02,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,18173.94,0.02,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,17964.01,0.02,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,17394.2,0.02,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,17904.03,0.02,0.0,,0.0,,0.0
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,16554.48,0.02,0.0,,0.0,,0.0
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,16734.42,0.02,0.0,,0.0,,0.0
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,16434.52,0.02,0.0,,0.0,,0.0
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,15954.68,0.02,0.0,,0.0,,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3099.0,16207.77,0.02,0.0,,0.0,,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,15864.71,0.02,0.0,,0.0,,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2999.0,15714.76,0.02,0.0,,0.0,,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,29251.87,0.03,0.0,,0.0,,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,30116.99,0.03,0.0,,0.0,,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,30928.04,0.03,0.0,,0.0,,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,30873.97,0.03,0.0,,0.0,,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,30873.97,0.03,0.0,,0.0,,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5407.0,33523.4,0.03,0.0,,0.0,,0.0
2021-06-04,2500.0,15225.0,0.04,0.07,0.01,0.01,0.0,15225.0,2500.0,2500.0,15225.0,,,2500.0,,,,,,0.01,2500.0,,0.02,,100.0,24.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.2402
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.02,,2500.0,,,,,2500.0,0.0,0.01,0.0,0.0,5407.0,31468.74,0.03,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6407.0,38313.86,0.04,0.0,,0.0,,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6407.0,38890.49,0.04,0.0,,0.0,,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6407.0,38954.56,0.04,0.0,,0.0,,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,6407.0,37993.51,0.04,0.0,,0.0,,0.0
