,REUSE FP Equity_DX_SI_QTY,REUSE FP Equity_DX_SHORT_INTEREST_VALUE,REUSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,REUSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,REUSE FP Equity_DX_SI_MV,REUSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,REUSE FP Equity_DX_SUPPLY_SI_QTY,REUSE FP Equity_DX_BROKER_SI_QTY,REUSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,REUSE FP Equity_DX_BROKER_SI_MV_NEW_x,REUSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,REUSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,REUSE FP Equity_DX_BROKER_SI_MV_INC_x,REUSE FP Equity_DX_SUPPLY_SI_MV_NEW,REUSE FP Equity_DX_BROKER_SI_QTY_ADD,REUSE FP Equity_DX_BROKER_SI_QTY_NEW,REUSE FP Equity_DX_SUPPLY_SI_MV_DEC,REUSE FP Equity_DX_BROKER_SI_QTY_INC,REUSE FP Equity_DX_SUPPLY_SI_QTY_DEC,REUSE FP Equity_DX_BROKER_SI_MV_NEW_y,REUSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,REUSE FP Equity_DX_BROKER_SI_MV_INC_y,REUSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,REUSE FP Equity_DX_BROKER_SI_MV_ADD,REUSE FP Equity_DX_SUPPLY_SI_QTY_ADD,REUSE FP Equity_DX_BROKER_SI_QTY_DEC,REUSE FP Equity_DX_SUPPLY_SI_MV,REUSE FP Equity_DX_BROKER_SI_MV_DEC,REUSE FP Equity_DX_SUPPLY_SI_MV_RMV,REUSE FP Equity_DX_BROKER_SI_MV_RMV,REUSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,REUSE FP Equity_DX_UTILIZATION_QUANTITY,REUSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,REUSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,REUSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,REUSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,REUSE FP Equity_DX_ACTIVE_UTILIZATION_MV,REUSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,REUSE FP Equity_DX_BROKER_SI_CON_RATIO,REUSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,REUSE FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-07-22,54800.0,806568.32,1.02,0.3,0.81,403284.16,27400.0,27400.0,403284.16,,,,,,,,,,,,,,,,,24500.0,0.4,0.36,,,1.29,0.79,2091414.0,30782267.82,,30.73,1.29,,1.0,100.0,0.0158
2021-07-23,54800.0,813999.2,1.02,0.3,0.81,406999.6,27400.0,27400.0,406999.6,,,,,,,,,,,,,,,,,,0.41,,,,1.29,0.79,2091449.0,31066383.45,,31.06,1.29,,1.0,100.0,0.0158
2021-07-26,27400.0,406331.04,0.51,0.15,0.41,406331.04,0.0,27400.0,0.0,,,,,,,,0.41,,27400.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0079
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,27400.0,0.0,0.41,,,0.0,0.0,3482193.0,51330658.79,,51.52,0.0,,0.0,,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3486622.0,51642450.42,,51.48,0.0,,0.0,,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3488214.0,51958342.82,,51.66,0.0,,0.0,,0.0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3489269.0,51865541.2,,51.91,0.0,,0.0,,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3490297.0,52271734.96,,51.85,0.0,,0.0,,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3494048.0,52433780.72,,52.29,0.0,,0.0,,0.0
2021-08-04,143400.0,2157768.48,4.46,0.78,2.15,1078884.24,71700.0,71700.0,1078884.24,,,,,,71700.0,,,,,,,,,1.08,71700.0,,1.08,,,,3.36,2.05,2063903.0,31055961.22,,30.97,3.36,,1.0,100.0,0.041
2021-08-05,143400.0,2160191.94,4.42,0.76,2.16,1080095.97,71700.0,71700.0,1080095.97,,,,,,,,,,,,,,,,,,1.08,,,,3.36,2.05,2065081.0,31108586.69,,31.07,3.36,,1.0,100.0,0.041
2021-08-06,143400.0,2173456.44,4.45,0.76,2.17,1086728.22,71700.0,71700.0,1086728.22,,,,,,,,,,,,,,,,,,1.09,,,,3.35,2.05,2066460.0,31320507.64,,31.36,3.35,,1.0,100.0,0.041
2021-08-09,143400.0,2167806.48,4.46,0.76,2.17,1083903.24,71700.0,71700.0,1083903.24,,,,,,,,,,,,,,,,,,1.09,,,,3.35,2.14,2068182.0,31265120.93,,31.33,3.35,,1.0,100.0,0.0427
2021-08-10,71700.0,1091317.02,2.67,0.38,1.08,1091317.02,0.0,71700.0,0.0,,,,,,,,1.09,,71700.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0213
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,71700.0,0.0,1.08,,,0.0,0.0,3362416.0,51426807.75,,51.14,0.0,,0.0,,0.0
2021-08-12,355800.0,5453915.88,13.31,1.87,5.44,2726957.94,177900.0,177900.0,2726957.94,,,,,,177900.0,,,,,,,,,2.72,177900.0,,2.72,,,,8.29,5.29,1967476.0,30158652.61,,30.06,8.29,,1.0,100.0,0.1058
2021-08-13,366900.0,5616395.13,22.0,1.93,5.62,2893155.3,189000.0,189000.0,2893155.3,,,,0.19,,,,,11100.0,,,,0.19,,,11100.0,,2.89,,,,6.25,5.62,2836872.0,43425985.51,,43.41,6.24,,1.0,100.0,0.1091
2021-08-16,383300.0,5857398.95,23.36,2.02,5.87,3013511.8,197200.0,197200.0,3013511.8,,,8200.0,0.12,,,,,8200.0,,,,0.12,8200.0,,,,3.02,,,,6.51,5.86,2830078.0,43247836.96,,43.33,6.52,,1.0,100.0,0.1139
2021-08-17,389900.0,5940906.3,23.49,2.02,5.95,3105300.6,203800.0,203800.0,3105300.6,,,6600.0,0.08,,,,,6600.0,,,,0.08,6600.0,,,,3.11,,,,6.73,6.05,2823849.0,43026987.21,,43.08,6.73,,1.0,100.0,0.1158
2021-08-18,433400.0,6597778.22,16.79,2.25,6.61,3764722.09,247300.0,247300.0,3764722.09,,,43500.0,0.65,,,,,43500.0,,,,0.65,43500.0,,,,3.78,,,,8.17,7.35,2780349.0,42326086.93,,42.45,8.17,,1.0,100.0,0.1287
2021-08-19,465200.0,6995677.6,17.99,2.41,7.06,4197105.8,279100.0,279100.0,4197105.8,,,31800.0,0.47,,,,,31800.0,,,,0.47,31800.0,,,,4.24,,,,9.22,8.29,2748549.0,41332679.86,,41.7,9.22,,1.0,100.0,0.1382
2021-08-20,465200.0,7005353.76,18.29,2.41,7.0,4202911.08,279100.0,279100.0,4202911.08,,,,,,,,,,,,,,,,,,4.2,,,,9.2,8.28,2753022.0,41457207.69,,41.43,9.2,,1.0,100.0,0.138
2021-08-23,457000.0,6936803.0,18.25,2.36,6.89,4236458.9,270900.0,279100.0,4111991.1,,,,,,,,0.11,,8200.0,,,,,,,,4.08,,,,8.93,8.03,2762236.0,41927980.24,,41.62,8.93,,1.0,100.0,0.1355
2021-08-24,437700.0,6645248.94,17.47,2.26,6.65,3944335.56,259800.0,259800.0,3944335.56,,,,,,,,0.16,,11100.0,,,,,,,19300.0,3.95,0.26,,,8.56,7.69,2776169.0,42148352.99,,42.17,8.56,,1.0,100.0,0.1296
2021-08-25,444700.0,6758906.36,18.13,2.3,6.76,3948648.24,266800.0,259800.0,4055039.84,,,7000.0,,,,,,,,,,,7000.0,,,,4.05,,,,8.78,7.89,2771082.0,42117121.1,,42.1,8.78,2.62,0.9489,97.38,0.1316
2021-08-26,444700.0,6739917.67,18.22,2.3,6.77,4043647.48,266800.0,266800.0,4043647.48,,,,,,7000.0,,,,,,,,,0.11,,,4.05,,,,8.78,7.89,2771758.0,42009041.42,,42.1,8.78,2.78,0.946,97.22,0.1315
2021-08-27,406300.0,6172265.82,16.65,2.1,6.17,3761390.64,247600.0,247600.0,3761390.64,,,,,,,,0.28,,19200.0,,,,,,,19200.0,3.76,0.29,,,8.17,7.34,2782401.0,42268566.55,,42.24,8.17,2.99,0.942,97.01,0.1205
2021-08-30,247600.0,3776395.2,10.15,1.26,3.77,3776395.2,50500.0,247600.0,770226.0,,,,,,,,2.99,,197100.0,,,,,,,,0.77,,,,5.74,1.49,829342.0,12649124.18,,12.6,5.74,2.99,0.942,97.01,0.0732
2021-08-31,50500.0,768327.2,1.56,0.26,0.78,768327.2,7000.0,50500.0,106500.8,,,,,,,,0.66,,43500.0,,,,,,,197100.0,0.11,2.99,,,1.03,0.22,672842.0,10236887.32,,10.26,1.03,14.57,0.751,85.43,0.0159
2021-09-01,7000.0,106253.7,0.24,0.04,0.11,106253.7,7000.0,7000.0,106253.7,,,,,,,,,,,,,,,,,43500.0,0.11,0.66,,,1.03,0.22,672842.0,10213136.0,,10.23,1.03,,1.0,100.0,0.0022
2021-09-02,257.0,3910.33,0.01,0.0,0.0,3910.33,257.0,257.0,3910.33,,,,,,,,0.1,,6743.0,,,,,,,6743.0,0.0,0.11,,,0.04,0.01,679585.0,10340089.65,,10.32,0.04,,1.0,100.0,0.0001
2021-09-03,257.0,3910.95,0.01,0.0,0.0,3910.95,257.0,257.0,3910.95,,,,,,,,,,,,,,,,,,0.0,,,,0.04,0.01,679585.0,10341720.65,,10.34,0.04,,1.0,100.0,0.0001
2021-09-06,11157.0,170825.94,0.34,0.06,0.17,170825.94,11157.0,11157.0,170825.94,,,6100.0,,,10900.0,,,,,,,,6100.0,0.17,4800.0,,0.17,,,,1.63,0.35,673485.0,10311796.18,,10.25,1.63,2.44,0.9525,97.56,0.0035
2021-09-07,17757.0,269252.94,0.55,0.09,0.27,269252.94,17757.0,17757.0,269252.94,,,6600.0,0.1,,,,,6600.0,,,,0.1,6600.0,,,,0.27,,,,2.59,0.55,666885.0,10112110.63,,10.21,2.59,1.53,0.9698,98.47,0.0055
2021-09-08,55457.0,838049.55,1.71,0.28,0.84,838049.55,55457.0,55457.0,838049.55,,,37700.0,0.57,,,,,37700.0,,,,0.57,37700.0,,,,0.84,,,,8.1,1.72,629185.0,9508054.96,,9.54,8.1,0.49,0.9902,99.51,0.0172
2021-09-09,42757.0,648649.34,1.32,0.22,0.65,648649.34,42757.0,42757.0,648649.34,,,,,,,,0.19,,12700.0,,,,,,,12700.0,0.65,0.19,,,6.25,1.32,641885.0,9737780.58,,9.69,6.25,0.64,0.9873,99.36,0.0132
2021-09-10,15457.0,233853.59,0.48,0.08,0.23,233853.59,15457.0,15457.0,233853.59,,,,,,,,0.41,,27300.0,,,,,,,27300.0,0.23,0.41,,,2.27,0.48,664385.0,10051679.98,,10.08,2.27,1.76,0.9654,98.24,0.0048
2021-09-13,315457.0,4785577.33,9.77,1.61,4.77,2510032.33,150257.0,165457.0,2279443.77,,,,2.27,,,,0.23,150000.0,15200.0,,,2.27,,,150000.0,,2.27,,,,4.69,4.66,3054439.0,46336755.96,,46.21,4.69,0.16,0.9967,99.84,0.0978
2021-09-14,200257.0,3035755.94,7.46,1.02,3.03,2277790.94,50257.0,150257.0,761860.94,,,,,,,,1.51,,100000.0,,,,,,,15200.0,0.76,0.22,,,4.82,1.56,991562.0,15031385.83,,15.01,4.82,0.18,0.9964,99.82,0.0621
2021-09-15,100257.0,1514241.63,3.75,0.51,1.52,759061.63,50257.0,50257.0,759061.63,,,,,,,,,,,,,,,,,100000.0,0.76,1.52,,,4.82,1.56,991664.0,14977696.39,,15.05,4.82,0.54,0.9892,99.46,0.0311
2021-09-16,127957.0,1941120.49,4.83,0.65,1.93,1182615.49,77957.0,77957.0,1182615.49,,,27700.0,0.41,,,,,27700.0,,,,0.41,27700.0,,,,1.18,,,,7.48,2.41,964842.0,14636749.62,,14.58,7.48,0.35,0.993,99.65,0.0396
2021-09-17,312457.0,4717788.24,10.49,1.57,4.74,4299545.94,312457.0,284757.0,4717788.24,,,279600.0,3.14,,,,0.76,206800.0,50000.0,,,3.14,279600.0,,4900.0,,4.74,,,,47.61,9.64,343826.0,5191428.77,,5.22,47.61,0.09,0.9983,99.91,0.0964
2021-09-20,284757.0,4230293.04,9.53,1.43,4.3,4230293.04,238757.0,284757.0,3546926.24,,,,,,,,1.14,,73700.0,,,,,,,,3.61,,,,45.8,7.68,282558.0,4197625.14,,4.27,45.8,0.1,0.9981,99.9,0.0916
2021-09-21,233857.0,3497448.36,7.83,1.18,3.47,3497448.36,233857.0,233857.0,3497448.36,,,,,,,,0.07,,4900.0,,,,,,,50900.0,3.47,0.82,,,100.0,8.25,0.0,0.0,,0.0,100.0,0.12,0.9977,99.88,0.0825
2021-09-22,233857.0,3516156.92,7.75,1.18,3.49,3516156.92,233857.0,233857.0,3516156.92,,,,,,,,,,,,,,,,,,3.49,,,,100.0,8.25,0.0,0.0,,0.0,100.0,0.12,0.9977,99.88,0.0825
2021-09-23,233857.0,3545622.91,7.76,1.18,3.51,3545622.91,233857.0,233857.0,3545622.91,,,,,,,,,,,,,,,,,,3.51,,,,100.0,8.24,0.0,0.0,,0.0,100.0,0.12,0.9977,99.88,0.0824
2021-09-24,525757.0,7933567.98,17.43,2.66,7.96,6465330.44,428457.0,428457.0,6465330.44,,,,1.49,,97300.0,,,97300.0,,,,1.49,,1.48,194600.0,,6.49,,,,54.02,14.12,364701.0,5503265.15,,5.66,53.42,22.73,0.6478,77.21,0.1733
2021-09-27,378657.0,5709011.59,12.6,1.91,5.71,3928417.89,220557.0,260557.0,3325337.89,,,25700.0,,,,,3.55,,233600.0,,,,25700.0,,,167900.0,3.33,2.56,,,47.21,7.48,246601.0,3718003.28,,3.72,47.21,37.36,0.5306,62.54,0.1285
2021-09-28,180557.0,2685135.37,6.06,0.9,2.72,2685135.37,62457.0,180557.0,928823.03,,,,,,,,2.39,,158100.0,,,,,,,80000.0,0.94,1.22,,,100.0,2.15,0.0,0.0,,0.0,100.0,31.78,0.5644,68.07,0.062
2021-09-29,257.0,3844.69,0.01,0.0,0.0,3844.69,257.0,257.0,3844.69,,,,,,,,0.94,,62200.0,,,,,,,180300.0,0.0,2.73,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-09-30,257.0,3821.36,0.01,0.0,0.0,3821.36,257.0,257.0,3821.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-10-01,257.0,3787.36,0.01,0.0,0.0,3787.36,257.0,257.0,3787.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-10-04,257.0,3754.08,0.01,0.0,0.0,3754.08,242.0,257.0,3534.97,,,,,,,,0.0,,15.0,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-10-05,257.0,3806.09,0.01,0.0,0.0,3806.09,257.0,257.0,3806.09,,,15.0,,,,,,,,,,,15.0,,,,0.0,,,,0.19,0.01,134059.0,1985373.57,,1.96,0.19,,1.0,100.0,0.0001
2021-10-06,257.0,3779.03,0.01,0.0,0.0,3779.03,257.0,257.0,3779.03,,,,,,,,,,,,,,,,,,0.0,,,,0.19,0.01,134059.0,1971257.16,,1.99,0.19,,1.0,100.0,0.0001
2021-10-07,257.0,3862.63,0.01,0.0,0.0,3862.63,257.0,257.0,3862.63,,,,,,,,,,,,,,,,,,0.0,,,,0.19,0.01,134059.0,2014866.55,,1.97,0.19,,1.0,100.0,0.0001
2021-10-08,257.0,3846.47,0.01,0.0,0.0,3846.47,257.0,257.0,3846.47,,,,,,,,,,,,,,,,,,0.0,,,,0.19,0.01,134059.0,2006434.24,,2.02,0.19,,1.0,100.0,0.0001
2021-10-11,10257.0,153970.9,0.3,0.05,0.15,78914.4,5257.0,5257.0,78914.4,,,,,,5000.0,,,,,,,,,0.07,5000.0,,0.08,,,,0.23,0.19,2321538.0,34849303.38,,34.67,0.23,5.17,0.902,94.83,0.0037
2021-10-12,10257.0,153546.26,0.39,0.05,0.15,78696.76,5257.0,5257.0,78696.76,,,,,,,,,,,,,,,,,,0.08,,,,0.23,0.19,2323026.0,34775466.92,,34.85,0.23,5.17,0.902,94.83,0.0037
2021-10-13,10257.0,153509.34,0.39,0.05,0.15,78677.84,5257.0,5257.0,78677.84,,,,,,,,,,,,,,,,,,0.08,,,,0.23,0.19,2323492.0,34774078.32,,34.86,0.23,5.17,0.902,94.83,0.0037
2021-10-14,5257.0,79970.54,0.22,0.03,0.08,79970.54,257.0,5257.0,3909.54,,,,,,,,0.07,,5000.0,,,,,,,,0.0,,,,0.19,0.01,134059.0,2039332.32,,2.01,0.19,5.17,0.902,94.83,0.0019
2021-10-15,257.0,3934.16,0.01,0.0,0.0,3934.16,257.0,257.0,3934.16,,,,,,,,,,,,,,,,,5000.0,0.0,0.07,,,0.19,0.01,134059.0,2052175.17,,2.04,0.19,,1.0,100.0,0.0001
2021-10-18,13457.0,206131.63,0.56,0.07,0.21,105034.15,6857.0,6857.0,105034.15,,,,,,6600.0,,,,,,,,,0.1,6600.0,,0.1,,,,0.29,0.24,2326269.0,35633323.29,,35.58,0.29,3.96,0.9239,96.04,0.0048
2021-10-19,6857.0,104847.64,0.3,0.04,0.11,104847.64,257.0,6857.0,3929.68,,,,,,,,0.1,,6600.0,,,,,,,,0.0,,,,0.19,0.01,134059.0,2049842.55,,2.05,0.19,3.96,0.9239,96.04,0.0024
2021-10-20,257.0,3937.81,0.01,0.0,0.0,3937.81,257.0,257.0,3937.81,,,,,,,,,,,,,,,,,6600.0,0.0,0.1,,,0.26,0.01,100059.0,1533124.01,,1.53,0.26,,1.0,100.0,0.0001
2021-10-21,257.0,3931.69,0.01,0.0,0.0,3931.69,257.0,257.0,3931.69,,,,,,,,,,,,,,,,,,0.0,,,,0.26,0.01,100059.0,1530742.61,,1.53,0.26,,1.0,100.0,0.0001
2021-10-22,125357.0,1925094.91,5.41,0.65,1.92,1310818.91,85357.0,85357.0,1310818.91,,,,,,85100.0,,,,,,,,,1.3,85100.0,,1.31,,,,16.67,2.99,426818.0,6554601.34,,6.56,16.65,46.85,0.4986,52.83,0.0439
2021-10-25,224557.0,3462287.19,9.59,1.16,3.45,2080807.51,134957.0,134957.0,2080807.51,,,,0.76,,,,,49600.0,,,,0.76,,,49600.0,,2.07,,,,4.96,4.72,2586403.0,39877937.37,,39.75,4.96,29.64,0.5801,70.16,0.0786
2021-10-26,370757.0,5757040.54,15.75,1.92,5.72,3230667.48,208057.0,208057.0,3230667.48,,,73100.0,1.13,,,,,73100.0,,,,1.13,73100.0,,,,3.21,,,,7.64,7.26,2514401.0,39043115.85,,38.81,7.64,19.22,0.6873,80.65,0.1294
2021-10-27,404757.0,6250014.74,17.1,2.1,6.28,4359987.38,167757.0,282357.0,2590402.94,,,34300.0,1.17,,,,1.14,74300.0,74600.0,,,1.17,34300.0,,,,2.6,,,,6.16,5.78,2557756.0,39495333.5,,39.72,6.15,14.17,0.7552,85.74,0.1395
2021-10-28,245057.0,3780347.3,9.86,1.27,3.79,1892155.94,122657.0,122657.0,1892155.94,,,,,,,,0.7,,45100.0,,,,,,,159700.0,1.9,2.46,,,4.57,4.29,2559062.0,39477114.04,,39.57,4.57,0.22,0.9956,99.78,0.0856
2021-10-29,361457.0,5638729.2,16.36,1.86,5.62,2821369.2,180857.0,180857.0,2821369.2,,,58200.0,0.88,,,,,58200.0,,,,0.88,58200.0,,,,2.83,,,,6.74,6.32,2503093.0,39048250.8,,39.13,6.74,0.15,0.997,99.85,0.1264
2021-11-01,361457.0,5647476.46,11.87,1.86,5.65,2825745.94,180857.0,180857.0,2825745.94,,,,,,,,,,,,,,,,,,2.83,,,,6.73,6.31,2508385.0,39191508.92,,39.22,6.73,0.15,0.997,99.85,0.1262
2021-11-02,396257.0,6227931.64,13.16,2.03,6.19,3115985.44,198257.0,198257.0,3115985.44,,,17400.0,0.27,,,,,17400.0,,,,0.27,17400.0,,,,3.1,,,,7.37,6.92,2491662.0,39161202.49,,38.95,7.37,0.14,0.9973,99.86,0.1383
2021-11-03,435657.0,6864255.26,14.61,2.24,6.86,3434152.29,217957.0,217957.0,3434152.29,,,,0.34,,,,,19700.0,,,,0.34,,,19700.0,,3.43,,,,8.05,7.61,2488330.0,39206376.31,,39.15,8.05,0.12,0.9975,99.88,0.1522
2021-11-04,435657.0,6947640.01,11.16,2.24,6.87,3475869.26,217957.0,217957.0,3475869.26,,,,,,,,,,,,,,,,,,3.43,,,,8.35,7.6,2391827.0,38143661.08,,37.68,8.35,0.12,0.9975,99.88,0.152
2021-11-05,416757.0,6676572.17,10.69,1.94,6.66,3381196.46,211057.0,211057.0,3381196.46,,,,,,,,0.17,,12000.0,,,,,,5100.0,6900.0,3.38,0.07,,,8.06,7.33,2406881.0,38558955.68,,38.58,8.06,0.13,0.9974,99.87,0.1447
2021-11-08,416757.0,6690283.47,3.9,1.94,6.68,3388140.23,211057.0,211057.0,3388140.23,,,,,,,,,,,,,,,,,,3.38,,,,8.06,7.33,2407911.0,38654676.87,,38.61,8.06,0.13,0.9974,99.87,0.1447
2021-11-09,730357.0,11722156.81,6.82,3.36,11.72,5904068.06,367857.0,367857.0,5904068.06,,,156800.0,2.53,,,,,156800.0,,,,2.53,156800.0,,,,5.9,,,,14.04,12.77,2251544.0,36137056.05,,36.12,14.04,0.07,0.9985,99.93,0.2535
2021-11-10,808157.0,12996619.24,7.78,3.72,12.93,6541384.72,406757.0,406757.0,6541384.72,,,38900.0,0.56,,,,,38900.0,,,,0.56,38900.0,,,,6.51,,,,15.53,14.12,2212363.0,35578779.29,,35.4,15.53,0.07,0.9987,99.93,0.2805
2021-11-11,808157.0,13017550.51,7.82,3.71,13.0,6551919.73,406757.0,406757.0,6551919.73,,,,,,,,,,,,,,,,,,6.54,,,,15.53,14.12,2212483.0,35638012.42,,35.58,15.53,0.07,0.9987,99.93,0.2805
2021-11-12,763657.0,12424699.39,7.39,3.5,12.35,6214440.39,381957.0,381957.0,6214440.39,,,,,,,,0.4,,24800.0,,,,,,,24800.0,6.21,0.39,,,14.73,13.29,2210876.0,35970952.52,,35.94,14.73,0.07,0.9986,99.93,0.2658
2021-11-15,860657.0,14043426.33,8.48,3.95,13.99,7023809.91,430457.0,430457.0,7023809.91,,,48500.0,0.82,,,,,48500.0,,,,0.82,48500.0,,,,7.0,,,,16.61,15.01,2161390.0,35267616.77,,35.13,16.61,0.06,0.9987,99.94,0.3
2021-11-16,888857.0,14652807.65,8.78,4.08,14.5,7560960.65,458657.0,458657.0,7560960.65,,,23600.0,0.45,,,,,28200.0,,,,0.45,23600.0,,4600.0,,7.48,,,,16.12,15.95,2385823.0,39330292.16,,38.91,16.12,0.06,0.9988,99.94,0.309
2021-11-17,560457.0,9222375.98,5.44,2.52,9.24,7835211.05,89157.0,476157.0,1467087.35,,,,0.36,,,,6.02,17500.0,369500.0,,,0.36,,,,,1.47,,,,4.03,3.1,2123407.0,34940874.53,,35.01,4.03,0.06,0.9989,99.94,0.1948
2021-11-18,84557.0,1386768.62,0.84,0.38,1.39,1386768.62,257.0,84557.0,4214.9,,,,,,,,1.46,,88900.0,,,,,,,391600.0,0.0,6.42,,,100.0,0.01,0.0,0.0,,0.0,100.0,0.32,0.9936,99.68,0.0295
2021-11-19,60157.0,990719.62,0.6,0.27,0.99,990719.62,60157.0,60157.0,990719.62,,,59900.0,,,,,,,,,,,59900.0,,,24400.0,0.99,0.41,,,24.1,2.1,189464.0,3120263.67,,3.11,24.1,0.45,0.991,99.55,0.021
2021-11-22,60157.0,999328.08,0.57,0.27,0.99,999328.08,60157.0,60157.0,999328.08,,,,,,,,,,,,,,,,,,0.99,,,,24.1,2.1,189464.0,3147375.97,,3.12,24.1,0.45,0.991,99.55,0.021
2021-11-23,60157.0,986935.74,0.57,0.28,1.0,986935.74,60157.0,60157.0,986935.74,,,,,,,,,,,,,,,,,,1.0,,,,20.59,2.04,231964.0,3805601.38,,3.85,20.59,0.45,0.991,99.55,0.0204
2021-11-24,45157.0,745808.5,0.43,0.21,0.74,745808.5,45157.0,45157.0,745808.5,,,,,,,,0.26,,15000.0,,,,,,,15000.0,0.74,0.26,,,15.46,1.53,246964.0,4078832.73,,4.05,15.46,0.6,0.988,99.4,0.0153
2021-11-25,59757.0,991942.3,0.56,0.28,0.99,991942.3,59757.0,59757.0,991942.3,,,7869.0,0.25,,,,,14600.0,,,,0.25,7869.0,,6731.0,,0.99,,,,17.15,2.02,288660.0,4791640.54,,4.77,17.15,0.45,0.991,99.55,0.0202
2021-11-26,78257.0,1254851.0,0.74,0.36,1.3,1254851.0,78257.0,78257.0,1254851.0,,,18500.0,0.32,,,,,18500.0,,,,0.32,18500.0,,,,1.3,,,,22.46,2.64,270160.0,4332015.6,,4.49,22.46,0.35,0.9931,99.65,0.0264
2021-11-29,117857.0,1915659.46,1.11,0.51,1.89,1593828.28,98057.0,98057.0,1593828.28,,,,0.27,,,,,19800.0,,,,0.27,,,19800.0,,1.58,,,,13.4,3.31,633539.0,10297606.26,,10.18,13.4,0.28,0.9945,99.72,0.0398
2021-11-30,319857.0,5115888.82,2.99,1.38,5.21,3342120.95,189157.0,208957.0,3025433.81,,,91100.0,1.83,,,,,110900.0,,,,1.83,91100.0,,,,3.08,,,,25.89,6.39,541421.0,8659649.9,,8.82,25.89,0.13,0.9974,99.87,0.108
2021-12-01,222057.0,3601475.87,2.03,0.96,3.55,1802822.04,111157.0,111157.0,1802822.04,,,,,,,,1.27,,78000.0,,,,,,,97800.0,1.78,1.62,,,29.09,3.76,270903.0,4393694.49,,4.33,29.09,0.25,0.9951,99.75,0.0752
2021-12-02,268057.0,4295747.45,2.44,1.11,4.35,2149933.0,134157.0,134157.0,2149933.0,,,,0.4,,,,,23000.0,,,,0.4,,,23000.0,,2.18,,,,33.12,4.54,270903.0,4341356.03,,4.4,33.12,0.2,0.9959,99.8,0.0907
2021-12-03,315157.0,5066873.64,2.86,1.26,5.06,2914123.17,181257.0,181257.0,2914123.17,,,35648.0,0.73,,,,,47100.0,,,,0.73,35648.0,,11452.0,,2.91,,,,24.06,6.1,572063.0,9197228.47,,9.18,24.07,0.15,0.997,99.85,0.1061
2021-12-06,349757.0,5666692.96,3.15,1.4,5.63,3216980.8,198557.0,198557.0,3216980.8,,,,0.28,,,,,17300.0,,,,0.28,,,17300.0,,3.19,,,,6.71,6.68,2762324.0,44754620.98,,44.43,6.71,0.14,0.9973,99.86,0.1176
2021-12-07,349757.0,5831113.73,3.16,1.4,5.68,3310322.45,198557.0,198557.0,3310322.45,,,,,,,,,,,,,,,,,,3.22,,,,6.68,6.65,2773728.0,46243315.84,,45.03,6.68,0.14,0.9973,99.86,0.1171
