,ETZ FP Equity_DX_SI_QTY,ETZ FP Equity_DX_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETZ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETZ FP Equity_DX_SI_MV,ETZ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETZ FP Equity_DX_SUPPLY_SI_QTY,ETZ FP Equity_DX_BROKER_SI_QTY,ETZ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETZ FP Equity_DX_BROKER_SI_MV_INC_x,ETZ FP Equity_DX_BROKER_SI_QTY_ADD,ETZ FP Equity_DX_SUPPLY_SI_MV_DEC,ETZ FP Equity_DX_BROKER_SI_QTY_INC,ETZ FP Equity_DX_SUPPLY_SI_QTY_DEC,ETZ FP Equity_DX_BROKER_SI_MV_INC_y,ETZ FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETZ FP Equity_DX_BROKER_SI_MV_ADD,ETZ FP Equity_DX_SUPPLY_SI_QTY_ADD,ETZ FP Equity_DX_BROKER_SI_QTY_DEC,ETZ FP Equity_DX_SUPPLY_SI_MV,ETZ FP Equity_DX_BROKER_SI_MV_DEC,ETZ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETZ FP Equity_DX_UTILIZATION_QUANTITY,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETZ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETZ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETZ FP Equity_DX_ACTIVE_UTILIZATION_MV,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETZ FP Equity_DX_BROKER_SI_CON_RATIO,ETZ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETZ FP Equity_DX_DEMAND_SUPPLY_RATIO,ETZ FP Equity_PX_LAST
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1953527.0,27978413.69,27.97,0.0,,0.0,,0.0,14.322
2023-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1952927.0,28008879.03,27.99,0.0,,0.0,,0.0,14.342
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1952927.0,27715939.98,27.76,0.0,,0.0,,0.0,14.192
2023-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1952927.0,27387848.25,27.36,0.0,,0.0,,0.0,14.024
2023-08-03,80400.0,1121097.6,3.26,0.15,1.13,713932.8,51200.0,51200.0,713932.8,,,51200.0,,,,,,0.72,51200.0,,0.72,,2.6,2.58,1917970.0,26744173.68,26.76,2.61,27.36,0.6025,72.64,0.0406,13.944
2023-08-04,80400.0,1124313.6,3.57,0.15,1.12,715980.8,29200.0,51200.0,408332.8,,,,0.3,,22000.0,,,,,,0.41,,100.0,1.47,0.0,0.0,0.0,100.0,27.36,0.6025,72.64,0.0406,13.984
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.41,,29200.0,,,,,51200.0,0.0,0.71,0.0,0.0,1951066.0,27307119.74,27.34,0.0,,0.0,,0.0,13.996
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1951066.0,27252489.89,27.3,0.0,,0.0,,0.0,13.968
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1951066.0,27346141.06,27.34,0.0,,0.0,,0.0,14.016
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1951066.0,27615388.16,27.56,0.0,,0.0,,0.0,14.154
2023-08-11,218000.0,3049384.0,9.64,0.4,3.07,1524692.0,109000.0,109000.0,1524692.0,,,109000.0,,,,,,1.54,109000.0,,1.52,,5.62,5.59,1830970.0,25611608.36,25.61,5.62,49.71,0.5,50.29,0.1117,13.988
2023-08-14,218200.0,3057418.4,9.48,0.4,3.05,1528709.2,109100.0,109100.0,1528709.2,,,100.0,,,,,,0.0,100.0,,1.53,,5.62,5.59,1830970.0,25655551.64,25.6,5.62,49.91,0.4991,50.0,0.1118,14.012
2023-08-15,218200.0,3026870.4,9.62,0.4,3.04,1513435.2,109100.0,109100.0,1513435.2,,,,,,,,,,,,1.51,,5.62,5.59,1830970.0,25399215.84,25.38,5.62,49.7,0.4991,50.2,0.1118,13.872
2023-08-16,218200.0,3026870.4,10.08,0.4,3.02,1513435.2,109100.0,109100.0,1513435.2,,,,,,,,,,,,1.51,,5.62,5.59,1830970.0,25399215.84,25.38,5.62,49.95,0.4991,49.95,0.1118,13.872
2023-08-17,154200.0,2121175.2,7.26,0.28,2.13,1500779.6,45100.0,109100.0,620395.6,,,,0.89,,64000.0,,,,,,0.62,,2.32,2.31,1894970.0,26067207.32,26.06,2.32,29.01,0.5863,70.86,0.079,13.756
2023-08-18,90200.0,1233034.0,4.27,0.17,1.24,616517.0,45100.0,45100.0,616517.0,,,,,,,,,,,64000.0,0.62,0.89,2.32,2.31,1894970.0,25904239.9,25.91,2.32,49.73,0.4978,50.05,0.0462,13.67
2023-08-21,116600.0,1596254.0,5.5,0.21,1.59,798127.0,58300.0,58300.0,798127.0,13200.0,0.18,,,13200.0,,0.18,13200.0,,,,0.8,,3.01,2.99,1881770.0,25761431.3,25.75,3.01,49.88,0.4983,49.95,0.0598,13.69
2023-08-22,116400.0,1603759.2,5.58,0.21,1.6,801879.6,58200.0,58200.0,801879.6,,,,0.0,,100.0,,,,,100.0,0.8,0.0,3.0,2.98,1881770.0,25927027.06,25.92,3.0,49.84,0.5,50.16,0.0597,13.778
2023-08-23,180200.0,2492526.4,11.01,0.33,2.49,1363835.2,98600.0,98600.0,1363835.2,17000.0,0.33,17000.0,,23400.0,,0.33,17000.0,0.23,23400.0,,1.36,,5.02,4.99,1864770.0,25793498.64,25.8,5.02,32.38,0.4524,58.19,0.0913,13.832
2023-08-24,159600.0,2197692.0,10.0,0.29,2.21,1583550.0,53000.0,115000.0,729810.0,,0.11,8400.0,0.75,8000.0,54000.0,0.11,,0.12,8400.0,,0.73,,2.69,2.67,1918770.0,26421462.9,26.39,2.7,13.2,0.5315,70.69,0.0805,13.77
2023-08-25,16029.0,220623.16,0.99,0.03,0.22,110511.16,8029.0,8029.0,110511.16,,,,0.62,,44971.0,,,,,106971.0,0.11,1.49,0.41,0.41,1931970.0,26591635.08,26.63,0.41,49.9,0.4982,49.92,0.0081,13.764
2023-08-28,16000.0,222912.0,1.01,0.03,0.22,111456.0,8000.0,8000.0,111456.0,,,,0.0,,29.0,,,,,29.0,0.11,0.0,0.41,0.41,1931970.0,26916206.04,26.95,0.41,49.7,0.5,50.3,0.0082,13.932
2023-08-29,16000.0,224512.0,1.0,0.03,0.22,112256.0,8000.0,8000.0,112256.0,,,,,,,,,,,,0.11,,0.41,0.41,1931970.0,27109403.04,27.14,0.41,49.82,0.5,50.18,0.0082,14.032
2023-08-30,16000.0,224160.0,0.99,0.03,0.22,112080.0,8000.0,8000.0,112080.0,,,,,,,,,,,,0.11,,0.41,0.41,1931970.0,27066899.7,27.06,0.41,49.96,0.5,50.04,0.0082,14.01
2023-08-31,16000.0,223520.0,0.81,0.03,0.22,111760.0,8000.0,8000.0,111760.0,,,,,,,,,,,,0.11,,0.42,0.42,1897089.0,26502333.33,26.52,0.42,49.93,0.5,50.07,0.0084,13.97
2023-09-01,170800.0,2387442.4,8.44,0.31,2.39,1193721.2,85400.0,85400.0,1193721.2,77400.0,1.08,,,77400.0,,1.08,77400.0,,,,1.2,,4.48,4.46,1819689.0,25435612.84,25.46,4.48,49.99,0.5,50.01,0.0891,13.978
2023-09-04,191400.0,2673475.2,9.4,0.35,2.67,1392609.6,91700.0,99700.0,1280865.6,6300.0,0.2,,,14300.0,,0.2,6300.0,,,,1.28,,4.81,4.79,1813389.0,25329417.55,25.33,4.81,47.89,0.5009,52.11,0.0999,13.968
2023-09-05,183400.0,2555862.4,8.82,0.34,2.56,1277931.2,91700.0,91700.0,1277931.2,,,,,,,,,,,8000.0,1.28,0.12,4.81,4.79,1813389.0,25271389.1,25.25,4.81,49.94,0.5,50.06,0.0957,13.936
2023-09-06,183400.0,2542290.8,8.8,0.34,2.55,1271145.4,91700.0,91700.0,1271145.4,,,,,,,,,,,,1.27,,4.81,4.79,1813389.0,25137198.32,25.17,4.81,49.87,0.5,50.13,0.0957,13.862
2023-09-07,433200.0,6004152.0,20.48,0.79,6.0,3002076.0,216600.0,216600.0,3002076.0,118500.0,1.72,,,124900.0,,1.72,118500.0,,6400.0,,3.0,,11.33,11.27,1694889.0,23491161.54,23.48,11.33,48.52,0.5004,51.48,0.2253,13.86
2023-09-08,447800.0,6214568.4,21.49,0.82,6.22,3107284.2,223900.0,223900.0,3107284.2,7300.0,0.11,,,7300.0,,0.11,7300.0,,,,3.11,,11.71,11.65,1687589.0,23420360.14,23.44,11.71,48.6,0.5004,51.4,0.2329,13.878
2023-09-11,427100.0,5945232.0,20.53,0.78,5.94,3116688.0,203200.0,223900.0,2828544.0,,,,0.27,,20700.0,,,,,,2.83,,10.67,10.57,1701889.0,23690294.88,23.71,10.67,47.65,0.5011,52.35,0.2221,13.92
2023-09-12,406400.0,5647334.4,19.53,0.74,5.66,2823667.2,203200.0,203200.0,2823667.2,,,,,,,,,,,20700.0,2.83,0.28,10.67,10.6,1701889.0,23649449.54,23.7,10.67,49.96,0.5,50.04,0.2121,13.896
2023-09-13,394000.0,5456900.0,19.8,0.72,5.46,2853100.0,188000.0,206000.0,2603800.0,,0.03,,0.26,2800.0,18000.0,0.03,,,2800.0,,2.6,,9.85,9.8,1719889.0,23820462.65,23.8,9.85,46.92,0.5019,53.08,0.2053,13.85
2023-09-14,329900.0,4638394.0,17.44,0.6,4.6,2603912.0,144700.0,185200.0,2034482.0,,,,0.59,,43300.0,,,,,20800.0,2.03,0.32,7.6,7.55,1760389.0,24751069.34,24.74,7.6,44.23,0.5067,55.77,0.1722,14.06
2023-09-15,316400.0,4461240.0,15.59,0.58,4.45,2230620.0,158200.0,158200.0,2230620.0,7300.0,,,,,,,7300.0,,6200.0,27000.0,2.23,0.34,8.28,8.23,1753089.0,24718554.9,24.71,8.28,48.11,0.5007,51.89,0.1646,14.1
2023-09-18,439200.0,6123326.4,22.14,0.8,6.17,3347474.2,240100.0,240100.0,3347474.2,81900.0,0.59,41000.0,,40900.0,,0.59,81900.0,0.58,,,3.36,,12.3,12.23,1712089.0,23869944.84,23.87,12.32,34.35,0.4435,56.27,0.2237,13.942
2023-09-19,431900.0,6016367.0,21.93,0.79,6.02,3344593.0,232800.0,240100.0,3242904.0,,,,0.11,,7300.0,,,,,,3.24,,11.93,11.86,1719389.0,23951088.77,23.94,11.93,33.48,0.4463,57.02,0.22,13.93
2023-09-20,274800.0,3864787.2,13.64,0.5,3.8,3186902.4,48200.0,226600.0,677884.8,,,,2.56,,184600.0,,,,,13500.0,0.67,0.19,2.48,2.46,1897789.0,26690504.5,26.51,2.46,14.92,0.702,82.4,0.1404,14.064
2023-09-21,7300.0,101280.2,0.35,0.01,0.1,101280.2,0.0,7300.0,0.0,,,,0.67,,48200.0,,,,,219300.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,49.66,1.0,100.0,0.0038,13.874
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7300.0,0.0,0.1,0.0,0.0,1916185.0,26493173.81,26.51,0.0,,0.0,,0.0,13.826
2023-09-25,200.0,2749.6,0.01,0.0,0.0,1374.8,100.0,100.0,1374.8,,,100.0,,,,,,0.0,100.0,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.748
2023-09-26,200.0,2730.8,0.01,0.0,0.0,1365.4,100.0,100.0,1365.4,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.654
2023-09-27,200.0,2728.0,0.01,0.0,0.0,1364.0,100.0,100.0,1364.0,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.64
2023-09-28,200.0,2738.8,0.01,0.0,0.0,1369.4,100.0,100.0,1369.4,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.694
2023-09-29,200.0,2749.6,0.01,0.0,0.0,1374.8,100.0,100.0,1374.8,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.748
2023-10-02,200.0,2720.8,0.01,0.0,0.0,1360.4,100.0,100.0,1360.4,,,,,,,,,,,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001,13.604
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,1916185.0,25780352.99,25.79,0.0,,0.0,,0.0,13.454
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25753526.4,25.73,0.0,,0.0,,0.0,13.44
2023-10-05,7806.0,105224.88,0.33,0.01,0.1,0.0,7806.0,0.0,105224.88,,,,,,,,,,7806.0,,0.1,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0041,13.48
2023-10-06,7806.0,106130.38,0.34,0.01,0.1,0.0,7806.0,0.0,106130.38,,,,,,,,,,,,0.1,,100.0,0.41,0.0,0.0,0.0,100.0,,1.0,100.0,0.0041,13.596
2023-10-09,1486.0,20147.19,0.07,0.0,0.02,0.0,1486.0,0.0,20147.19,,,,0.08,,6320.0,,,,,,0.02,,100.0,0.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,13.558
2023-10-10,1486.0,20542.46,0.06,0.0,0.02,0.0,1486.0,0.0,20542.46,,,,,,,,,,,,0.02,,100.0,0.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,13.824
2023-10-11,1486.0,20560.3,0.07,0.0,0.02,0.0,1486.0,0.0,20560.3,,,,,,,,,,,,0.02,,100.0,0.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0008,13.836
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,,1486.0,,,,,,0.0,,0.0,0.0,1916185.0,26542994.62,26.49,0.0,,0.0,,0.0,13.852
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26282393.46,26.28,0.0,,0.0,,0.0,13.716
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26347543.75,26.38,0.0,,0.0,,0.0,13.75
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26316884.79,26.31,0.0,,0.0,,0.0,13.734
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26029457.04,26.03,0.0,,0.0,,0.0,13.584
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25734364.55,25.71,0.0,,0.0,,0.0,13.43
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25377954.14,25.4,0.0,,0.0,,0.0,13.244
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25343462.81,25.39,0.0,,0.0,,0.0,13.226
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25462266.28,25.36,0.0,,0.0,,0.0,13.288
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25473763.39,25.44,0.0,,0.0,,0.0,13.294
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25354959.92,25.44,0.0,,0.0,,0.0,13.232
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25144179.57,25.12,0.0,,0.0,,0.0,13.122
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,25255318.3,25.27,0.0,,0.0,,0.0,13.18
2023-10-31,131600.0,1744226.4,3.81,0.24,1.74,1137193.2,85800.0,85800.0,1137193.2,,,85800.0,,,,,,1.13,85800.0,,1.13,,4.4,4.37,1865089.0,24719889.61,24.59,4.41,30.4,0.5769,69.6,0.0671,13.254
2023-11-01,512000.0,6829056.0,15.1,0.94,6.83,3681288.0,276000.0,276000.0,3681288.0,190200.0,2.53,,,190200.0,,2.53,190200.0,,,,3.69,,14.15,14.07,1674889.0,22339669.48,22.26,14.22,37.3,0.4467,54.91,0.261,13.338
2023-11-02,512000.0,6938624.0,15.15,0.93,6.87,3740352.0,236000.0,276000.0,3198272.0,,,,0.48,,40000.0,,,,,,3.19,,12.1,12.03,1714889.0,23240175.73,23.23,12.06,37.52,0.4462,54.71,0.261,13.552
2023-11-03,5800.0,78787.2,0.17,0.01,0.08,0.0,5800.0,0.0,78787.2,,,,3.08,,230200.0,,,,,276000.0,0.08,3.64,100.0,0.3,0.0,0.0,0.0,100.0,2.95,1.0,100.0,0.003,13.584
2023-11-06,100460.0,1361835.76,2.91,0.18,1.36,1361835.76,100460.0,100460.0,1361835.76,,,100460.0,0.08,,5800.0,,,1.36,100460.0,,1.36,,5.27,5.12,1804629.0,24463550.72,24.42,5.27,,1.0,100.0,0.0512,13.556
2023-11-07,100460.0,1359826.56,2.91,0.18,1.36,1359826.56,100460.0,100460.0,1359826.56,,,,,,,,,,,,1.36,,5.27,5.24,1804629.0,24427458.14,24.52,5.27,,1.0,100.0,0.0524,13.536
2023-11-08,127360.0,1728020.48,3.61,0.23,1.72,1646612.48,106460.0,121360.0,1444449.28,,,20900.0,,,,,,0.28,6000.0,,1.44,,5.57,5.54,1804629.0,24485206.27,24.49,5.57,21.12,0.6668,78.88,0.0663,13.568
2023-11-09,212979.0,2917812.3,5.95,0.38,2.88,2835612.3,206979.0,206979.0,2835612.3,100519.0,1.36,,,100519.0,,1.36,100519.0,,,14900.0,2.82,0.2,10.83,10.77,1704110.0,23346307.0,23.01,10.93,5.63,0.8937,94.37,0.1108,13.7
2023-11-10,212979.0,2886291.41,5.94,0.38,2.92,2804979.41,106519.0,206979.0,1443545.49,,,,1.39,,100460.0,,,,,,1.45,,5.57,5.54,1804570.0,24455532.64,24.48,5.58,5.63,0.8937,94.37,0.1108,13.552
2023-11-13,100519.0,1373893.69,2.84,0.18,1.36,1373893.69,100519.0,100519.0,1373893.69,,,,0.08,,6000.0,,,,,106460.0,1.37,1.47,5.28,5.24,1804570.0,24664862.76,24.67,5.28,,1.0,100.0,0.0524,13.668
2023-11-14,100519.0,1391182.96,2.82,0.18,1.37,1391182.96,100519.0,100519.0,1391182.96,,,,,,,,,,,,1.39,,5.28,5.25,1804570.0,24975248.8,24.66,5.34,,1.0,100.0,0.0525,13.84
2023-11-15,100519.0,1396610.99,2.91,0.18,1.39,1396610.99,0.0,100519.0,0.0,,,,1.39,,100519.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0525,13.894
2023-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100519.0,0.0,1.39,0.0,0.0,1916185.0,26443353.0,26.42,0.0,,0.0,,0.0,13.8
2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26742277.86,26.82,0.0,,0.0,,0.0,13.956
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26757607.34,26.75,0.0,,0.0,,0.0,13.964
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26723116.01,26.7,0.0,,0.0,,0.0,13.946
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26799763.41,26.75,0.0,,0.0,,0.0,13.986
2023-11-23,31200.0,437860.8,0.83,0.06,0.44,218930.4,15600.0,15600.0,218930.4,,,15600.0,,,,,,0.22,15600.0,,0.22,,0.82,0.81,1895789.0,26605502.83,26.61,0.82,29.88,0.581,70.12,0.0162,14.034
2023-11-24,21900.0,308395.8,0.58,0.04,0.31,219679.2,6300.0,15600.0,88716.6,,,,0.13,,9300.0,,,,,,0.09,,100.0,0.33,0.0,0.0,0.0,100.0,29.88,1.0,100.0,0.0114,14.082
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,,6300.0,,,,,15600.0,0.0,0.22,0.0,0.0,1913085.0,26836756.38,26.99,0.0,,0.0,,0.0,14.028
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26792098.67,26.81,0.0,,0.0,,0.0,13.982
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916185.0,26926231.62,26.78,0.0,,0.0,,0.0,14.052
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1916161.0,27048528.68,26.92,0.0,,0.0,,0.0,14.116
2023-12-01,178400.0,2546124.8,4.82,0.41,2.53,1358694.4,83200.0,95200.0,1187430.4,,,95200.0,,,,,,1.34,83200.0,,1.19,,4.37,4.34,1821865.0,26001657.28,26.01,4.37,46.91,0.5019,53.09,0.0931,14.272
2023-12-04,173500.0,2472375.0,4.92,0.4,2.48,1286775.0,83200.0,90300.0,1185600.0,,,,,,,,,,,4900.0,1.19,0.06,4.37,4.34,1821865.0,25961576.25,26.04,4.36,47.92,0.5009,52.08,0.0905,14.25
2023-12-05,165600.0,2369404.8,5.54,0.38,2.37,1292012.4,75300.0,90300.0,1077392.4,7100.0,,,0.11,,7900.0,,7100.0,,,,1.08,,3.95,3.93,1829789.0,26180621.01,26.1,3.97,45.57,0.5039,54.43,0.0864,14.308
2023-12-06,184200.0,2652111.6,6.97,0.42,2.64,1326055.8,92100.0,92100.0,1326055.8,10400.0,0.03,,,1800.0,,0.03,10400.0,,6400.0,,1.32,,4.82,4.79,1819389.0,26195562.82,26.0,4.85,46.68,0.5022,53.32,0.0958,14.398
2023-12-07,177100.0,2540676.6,6.4,0.4,2.54,1321266.6,85000.0,92100.0,1219410.0,,,,0.1,,7100.0,,,,,,1.22,,4.45,4.42,1826489.0,26202811.19,26.15,4.45,44.29,0.5065,55.71,0.0921,14.346
2023-12-08,23200.0,335611.2,0.84,0.05,0.33,243028.8,6400.0,16800.0,92582.4,,,,1.13,,78600.0,,,,,75300.0,0.09,1.09,100.0,0.33,0.0,0.0,0.0,100.0,22.64,1.0,100.0,0.0121,14.466
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.09,,6400.0,,,,,16800.0,0.0,0.24,0.0,0.0,1916185.0,27780850.13,27.77,0.0,,0.0,,0.0,14.498
2023-12-12,67500.0,976455.0,2.67,0.14,0.98,976455.0,0.0,67500.0,0.0,,,67500.0,,,,,,0.98,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0352,14.466
2023-12-13,53500.0,774252.0,2.22,0.11,0.78,774252.0,0.0,53500.0,0.0,,,,,,,,,,,14000.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0279,14.472
2023-12-14,210100.0,3066619.6,8.42,0.45,3.05,1923752.8,78300.0,131800.0,1142866.8,,1.14,,,78300.0,,1.14,,,78300.0,,1.14,,4.1,4.07,1833389.0,26760145.84,26.52,4.13,34.32,0.5492,65.68,0.1093,14.596
2023-12-15,136600.0,1994906.4,5.62,0.29,1.99,997453.2,68300.0,68300.0,997453.2,36400.0,,,0.16,,10000.0,,36400.0,,,63500.0,1.0,0.93,3.57,3.55,1843389.0,26920852.96,26.88,3.57,45.18,0.5046,54.82,0.071,14.604
2023-12-18,137276.0,1997640.35,5.84,0.29,2.0,999373.15,68676.0,68676.0,999373.15,6900.0,0.01,76.0,0.09,300.0,6524.0,0.01,6900.0,0.0,,,1.0,,3.6,3.58,1836489.0,26724587.93,26.82,3.59,49.88,0.4994,50.06,0.0716,14.552
2023-12-19,149076.0,2179192.97,6.26,0.32,2.17,1191016.17,67676.0,81476.0,989287.77,5900.0,0.19,,0.09,12800.0,6900.0,0.19,5900.0,,,,0.99,,3.54,3.52,1843389.0,26946660.4,26.84,3.56,41.5,0.5139,58.45,0.0776,14.618
2023-12-20,135276.0,1982334.5,5.78,0.29,1.98,991724.1,67676.0,67676.0,991724.1,,,,,,,,,,,13800.0,0.99,0.2,3.54,3.52,1843389.0,27013022.41,26.98,3.54,45.67,0.5031,54.27,0.0704,14.654
2023-12-21,105976.0,1548309.36,4.76,0.23,1.56,1225428.36,22176.0,83876.0,323991.36,,0.25,,0.66,16200.0,45500.0,0.25,,,,,0.33,,1.16,1.15,1888889.0,27596668.29,27.75,1.16,15.25,0.7403,84.68,0.0551,14.61
2023-12-22,32476.0,475058.93,1.48,0.07,0.47,238085.33,16276.0,16276.0,238085.33,,,,0.09,,5900.0,,,,,67600.0,0.24,0.99,0.85,0.85,1888889.0,27630668.29,27.58,0.86,49.85,0.4977,49.91,0.0169,14.628
2023-12-25,32476.0,475058.93,1.48,0.07,0.47,238085.33,16276.0,16276.0,238085.33,,,,,,,,,,,,0.24,,0.85,0.85,1888889.0,27630668.29,27.56,0.86,49.86,0.4977,49.91,0.0169,
2023-12-26,32476.0,475058.93,1.48,0.07,0.48,238085.33,16276.0,16276.0,238085.33,,,,,,,,,,,,0.24,,0.85,0.85,1888889.0,27630668.29,27.68,0.85,49.88,0.4977,49.88,0.0169,
2023-12-27,32476.0,476422.92,1.48,0.07,0.48,238768.92,16276.0,16276.0,238768.92,,,,,,,,,,,,0.24,,0.85,0.85,1888889.0,27710001.63,27.63,0.86,49.81,0.4977,49.95,0.0169,14.67
2023-12-28,23000.0,336490.0,1.07,0.05,0.34,237006.0,6800.0,16200.0,99484.0,,,,0.14,,9476.0,,,,,76.0,0.1,0.0,0.36,0.35,1898289.0,27771968.07,27.82,0.36,29.51,0.584,70.49,0.012,14.63
