,ALREW FP Equity_DX_SI_QTY,ALREW FP Equity_DX_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALREW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALREW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALREW FP Equity_DX_SI_MV,ALREW FP Equity_DX_DSS,ALREW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY,ALREW FP Equity_DX_BROKER_SI_QTY,ALREW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALREW FP Equity_DX_BROKER_SI_MV_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALREW FP Equity_DX_BROKER_SI_MV_INC_x,ALREW FP Equity_DX_SUPPLY_SI_MV_NEW,ALREW FP Equity_DX_BROKER_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_NEW,ALREW FP Equity_DX_SUPPLY_SI_MV_DEC,ALREW FP Equity_DX_BROKER_SI_QTY_INC,ALREW FP Equity_DX_SUPPLY_SI_QTY_DEC,ALREW FP Equity_DX_BROKER_SI_MV_NEW_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALREW FP Equity_DX_BROKER_SI_MV_INC_y,ALREW FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALREW FP Equity_DX_BROKER_SI_MV_ADD,ALREW FP Equity_DX_SUPPLY_SI_QTY_ADD,ALREW FP Equity_DX_BROKER_SI_QTY_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV,ALREW FP Equity_DX_BROKER_SI_MV_DEC,ALREW FP Equity_DX_SUPPLY_SI_MV_RMV,ALREW FP Equity_DX_BROKER_SI_MV_RMV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALREW FP Equity_DX_UTILIZATION_QUANTITY,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALREW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALREW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALREW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALREW FP Equity_DX_ACTIVE_UTILIZATION_MV,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALREW FP Equity_DX_BROKER_SI_CON_RATIO,ALREW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALREW FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1217948.0,3824356.72,,3.81,0.0,,0.0,,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1218024.0,3922037.28,,3.82,0.0,,0.0,,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1218210.0,3873907.8,,3.92,0.0,,0.0,,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1220239.0,3794943.29,,3.91,0.0,,0.0,,0.0
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1220239.0,3697324.17,,3.79,0.0,,0.0,,0.0
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1220613.0,3735075.78,,3.7,0.0,,0.0,,0.0
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1222478.0,3704108.34,,3.74,0.0,,0.0,,0.0
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1222274.0,3691267.48,,3.75,0.0,,0.0,,0.0
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1223699.0,3671097.0,,3.74,0.0,,0.0,,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1223699.0,3671097.0,,3.67,0.0,,0.0,,0.0
2021-02-02,2000.0,5980.0,0.0,0.02,0.0,0.01,0.0,5980.0,2000.0,2000.0,5980.0,,,,,,2000.0,,,,,,,,,0.01,2000.0,,0.01,,,,100.0,0.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0016
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,2000.0,,,,,,,2000.0,0.0,0.01,,,0.0,0.0,1227600.0,3707352.0,,3.68,0.0,,0.0,,0.0
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1577016.0,4825668.96,,4.76,0.0,,0.0,,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1577564.0,4780018.92,,4.83,0.0,,0.0,,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1577564.0,4748467.64,,4.82,0.0,,0.0,,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1576293.0,4807693.65,,4.74,0.0,,0.0,,0.0
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1575514.0,4758052.28,,4.81,0.0,,0.0,,0.0
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1574699.0,4771337.97,,4.76,0.0,,0.0,,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1574059.0,4753658.18,,4.77,0.0,,0.0,,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1573559.0,4799354.95,,4.78,0.0,,0.0,,0.0
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1573431.0,5239525.23,,4.8,0.0,,0.0,,0.0
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1573518.0,5145403.86,,5.24,0.0,,0.0,,0.0
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1579846.0,5181894.88,,5.17,0.0,,0.0,,0.0
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1580417.0,5294396.95,,5.18,0.0,,0.0,,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1581217.0,5407762.14,,5.3,0.0,,0.0,,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1579515.0,5165014.05,,5.4,0.0,,0.0,,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1578013.0,5081201.86,,5.16,0.0,,0.0,,0.0
2021-02-25,10000.0,33300.0,0.02,0.07,0.02,0.03,0.0,16650.0,5000.0,5000.0,16650.0,,,,,,5000.0,,,,,,,,,0.02,5000.0,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-02-26,10000.0,31800.0,0.02,0.07,0.02,0.03,0.0,15900.0,5000.0,5000.0,15900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-03-01,10000.0,32400.0,0.02,0.07,0.02,0.03,0.0,16200.0,5000.0,5000.0,16200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-03-02,10000.0,31900.0,0.02,0.07,0.02,0.03,0.0,15950.0,5000.0,5000.0,15950.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-03-03,10000.0,33800.0,0.02,0.07,0.02,0.03,0.0,16900.0,5000.0,5000.0,16900.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-03-04,10000.0,34700.0,0.02,0.07,0.02,0.03,0.0,17350.0,5000.0,5000.0,17350.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0063
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.02,,5000.0,,,,,,,5000.0,0.0,0.02,,,0.0,0.0,1588279.0,5860749.51,,5.51,0.0,,0.0,100.0,0.0
2021-03-08,1250.0,4625.0,0.0,0.01,0.0,0.0,0.0,4625.0,0.0,1250.0,0.0,,,,,,1250.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0008
2021-03-09,3650.0,12884.5,0.01,0.02,0.01,0.01,0.0,12884.5,0.0,3650.0,0.0,,,,,,2400.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.25,0.5496,65.75,0.0023
2021-03-10,2400.0,8496.0,0.01,0.02,0.0,0.01,0.0,8496.0,2400.0,2400.0,8496.0,,,,,,,,,,,,,,,,2400.0,1250.0,0.01,0.0,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2021-03-11,2400.0,8496.0,0.01,0.02,0.0,0.01,0.0,8496.0,2400.0,2400.0,8496.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.15,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0015
2021-03-12,4400.0,15400.0,0.01,0.03,0.01,0.02,0.0,15400.0,4400.0,4400.0,15400.0,,,2000.0,,,2000.0,,,,,,,,2000.0,0.01,,,0.02,,,,100.0,0.27,0.0,0.0,,0.0,100.0,45.45,0.5041,54.55,0.0027
2021-03-15,6900.0,24495.0,0.02,0.04,0.01,0.02,0.0,24495.0,6900.0,6900.0,24495.0,,,2500.0,0.01,,,,,2500.0,,,,0.01,2500.0,,,,0.02,,,,100.0,0.43,0.0,0.0,,0.0,100.0,34.78,0.5463,65.22,0.0043
2021-03-16,4500.0,15750.0,0.01,0.03,0.01,0.02,0.0,15750.0,4500.0,4500.0,15750.0,,,,,,,,0.01,,2400.0,,,,,,,2400.0,0.02,0.01,,,100.0,0.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0028
2021-03-17,8000.0,29120.0,0.02,0.05,0.01,0.03,0.0,29120.0,8000.0,8000.0,29120.0,,,3500.0,0.01,,,,,3500.0,,,,0.01,3500.0,,,,0.03,,,,100.0,0.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.005
2021-03-18,8000.0,33680.0,0.02,0.05,0.01,0.03,0.0,33680.0,8000.0,8000.0,33680.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.005
2021-03-19,8000.0,34000.0,0.02,0.04,0.01,0.03,0.0,34000.0,8000.0,8000.0,34000.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.5,0.0,0.0,,0.0,100.0,,1.0,100.0,0.005
2021-03-22,3491.0,15988.78,0.01,0.01,0.01,0.01,0.0,15988.78,3491.0,3491.0,15988.78,,,,,,,,0.02,,4509.0,,,,,,,4509.0,0.01,0.02,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2021-03-23,3491.0,15674.59,0.01,0.01,0.01,0.02,0.0,15674.59,3491.0,3491.0,15674.59,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2021-03-24,3491.0,15884.05,0.01,0.01,0.01,0.02,0.0,15884.05,3491.0,3491.0,15884.05,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2021-03-25,3491.0,15150.94,0.01,0.01,0.01,0.02,0.0,15150.94,3491.0,3491.0,15150.94,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0022
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,3491.0,,,,,,,3491.0,0.0,0.02,,,0.0,0.0,1611368.0,7009450.8,,6.99,0.0,,0.0,,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1606668.0,7165739.28,,6.98,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608308.0,7012222.88,,7.17,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608682.0,6917332.6,,7.01,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1609281.0,6919908.3,,6.92,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608590.0,6916937.0,,6.92,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608590.0,6916937.0,,6.93,0.0,,0.0,,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608590.0,7126053.7,,6.86,0.0,,0.0,,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608590.0,7624716.6,,7.13,0.0,,0.0,,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1605494.0,7626096.5,,7.61,0.0,,0.0,,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1605622.0,7538395.29,,7.63,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1605622.0,7546423.4,,7.54,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1607575.0,7893193.25,,7.53,0.0,,0.0,,0.0
2021-04-14,3000.0,14070.0,0.01,0.01,0.01,0.01,0.0,14070.0,3000.0,3000.0,14070.0,,,,,,3000.0,,,,,,,,,0.01,3000.0,,0.01,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019
2021-04-15,3000.0,14040.0,0.01,0.01,0.01,0.01,0.0,14040.0,3000.0,3000.0,14040.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.19,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0019
2021-04-16,222.0,1027.86,0.0,0.0,0.0,0.0,0.0,1027.86,222.0,222.0,1027.86,,,,,,,,0.01,,2778.0,,,,,,,2778.0,0.0,0.01,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-19,222.0,1011.21,0.0,0.0,0.0,0.0,0.0,1011.21,222.0,222.0,1011.21,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-20,222.0,972.36,0.0,0.0,0.0,0.0,0.0,972.36,222.0,222.0,972.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-21,222.0,962.37,0.0,0.0,0.0,0.0,0.0,962.37,222.0,222.0,962.37,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-22,222.0,972.36,0.0,0.0,0.0,0.0,0.0,972.36,222.0,222.0,972.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-23,222.0,974.58,0.0,0.0,0.0,0.0,0.0,974.58,222.0,222.0,974.58,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-26,222.0,966.81,0.0,0.0,0.0,0.0,0.0,966.81,222.0,222.0,966.81,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-27,222.0,976.8,0.0,0.0,0.0,0.0,0.0,976.8,222.0,222.0,976.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-28,222.0,969.03,0.0,0.0,0.0,0.0,0.0,969.03,222.0,222.0,969.03,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-29,222.0,964.59,0.0,0.0,0.0,0.0,0.0,964.59,222.0,222.0,964.59,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-04-30,222.0,916.86,0.0,0.0,0.0,0.0,0.0,916.86,222.0,222.0,916.86,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-03,222.0,861.36,0.0,0.0,0.0,0.0,0.0,861.36,222.0,222.0,861.36,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-04,222.0,922.41,0.0,0.0,0.0,0.0,0.0,922.41,222.0,222.0,922.41,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-05,222.0,940.17,0.0,0.0,0.0,0.0,0.0,940.17,222.0,222.0,940.17,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-06,222.0,902.43,0.0,0.0,0.0,0.0,0.0,902.43,222.0,222.0,902.43,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-07,222.0,920.19,0.0,0.0,0.0,0.0,0.0,920.19,222.0,222.0,920.19,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-10,222.0,893.55,0.0,0.0,0.0,0.0,0.0,893.55,222.0,222.0,893.55,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-11,222.0,874.68,0.0,0.0,0.0,0.0,0.0,874.68,222.0,222.0,874.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-12,222.0,884.67,0.0,0.0,0.0,0.0,0.0,884.67,222.0,222.0,884.67,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-13,222.0,899.1,0.0,0.0,0.0,0.0,0.0,899.1,222.0,222.0,899.1,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-14,222.0,900.21,0.0,0.0,0.0,0.0,0.0,900.21,222.0,222.0,900.21,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-17,222.0,866.91,0.0,0.0,0.0,0.0,0.0,866.91,222.0,222.0,866.91,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-18,222.0,866.91,0.0,0.0,0.0,0.0,0.0,866.91,222.0,222.0,866.91,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-19,222.0,874.68,0.0,0.0,0.0,0.0,0.0,874.68,222.0,222.0,874.68,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-20,222.0,907.98,0.0,0.0,0.0,0.0,0.0,907.98,222.0,222.0,907.98,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0001
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,222.0,,,,,,,222.0,0.0,0.0,,,0.0,0.0,1667946.0,6955334.82,,6.82,0.0,,0.0,,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1667146.0,6618569.62,,6.95,0.0,,0.0,,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1667888.0,6696570.32,,6.62,0.0,,0.0,,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1667865.0,6671460.0,,6.7,0.0,,0.0,,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1663391.0,6695148.78,,6.65,0.0,,0.0,,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1663998.0,6680951.97,,6.7,0.0,,0.0,,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1668498.0,6790786.86,,6.7,0.0,,0.0,,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1665053.0,6743464.65,,6.78,0.0,,0.0,,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1663602.0,6671044.02,,6.74,0.0,,0.0,,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1662902.0,7216994.68,,6.67,0.0,,0.0,,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1652605.0,7007045.2,,7.17,0.0,,0.0,,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1652605.0,7180568.73,,7.01,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1649102.0,7074647.58,,7.16,0.0,,0.0,,0.0
2021-06-09,24100.0,103148.0,0.05,0.24,0.04,0.1,0.0,42800.0,14100.0,10000.0,60348.0,,,,,,10000.0,,,,,,,,,0.04,14100.0,,0.06,,,,0.86,0.84,1616620.0,6919133.6,,6.94,0.86,17.01,0.7176,82.99,0.0144
2021-06-10,28200.0,118863.0,0.06,0.28,0.05,0.12,0.0,59431.5,14100.0,14100.0,59431.5,,,,,,4100.0,,,,,,,,,0.02,,,0.06,,,,0.86,0.85,1616620.0,6814053.3,,6.92,0.86,15.07,0.5404,70.49,0.0169
2021-06-11,28200.0,116184.0,0.06,0.28,0.05,0.12,0.0,58092.0,14100.0,14100.0,58092.0,,,,,,,,,,,,,,,,,,0.06,,,,0.86,0.85,1616620.0,6660474.4,,6.81,0.86,15.26,0.5386,70.32,0.017
2021-06-14,28200.0,117312.0,0.06,0.31,0.05,0.12,0.0,58656.0,14100.0,14100.0,58656.0,,,,,,,,,,,,,,,,,,0.06,,,,0.86,0.85,1616620.0,6725139.2,,6.66,0.86,15.56,0.5359,70.08,0.0169
2021-06-15,28200.0,118722.0,0.06,0.34,0.05,0.12,0.0,59361.0,14100.0,14100.0,59361.0,,,,,,,,,,,,,,,,,,0.06,,,,0.86,0.85,1616620.0,6805970.2,,6.73,0.86,15.43,0.537,70.18,0.0169
2021-06-16,28200.0,118440.0,0.06,0.37,0.05,0.12,0.0,59220.0,14100.0,14100.0,59220.0,,,,,,,,,,,,,,,,,,0.06,,,,0.86,0.85,1616620.0,6789804.0,,6.81,0.86,15.28,0.5384,70.31,0.0169
2021-06-17,20000.0,81800.0,0.04,0.28,0.04,0.08,0.0,40900.0,10000.0,10000.0,40900.0,,,,,,,,0.02,,4100.0,,,,,,,4100.0,0.04,0.02,,,100.0,0.6,0.0,0.0,,0.0,100.0,,1.0,100.0,0.012
