,ANTIN FP Equity_DX_SI_QTY,ANTIN FP Equity_DX_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ANTIN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANTIN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANTIN FP Equity_DX_SI_MV,ANTIN FP Equity_DX_DSS,ANTIN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY,ANTIN FP Equity_DX_BROKER_SI_QTY,ANTIN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANTIN FP Equity_DX_BROKER_SI_MV_INC_x,ANTIN FP Equity_DX_SUPPLY_SI_MV_NEW,ANTIN FP Equity_DX_BROKER_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_NEW,ANTIN FP Equity_DX_SUPPLY_SI_MV_DEC,ANTIN FP Equity_DX_BROKER_SI_QTY_INC,ANTIN FP Equity_DX_SUPPLY_SI_QTY_DEC,ANTIN FP Equity_DX_BROKER_SI_MV_NEW_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ANTIN FP Equity_DX_BROKER_SI_MV_INC_y,ANTIN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANTIN FP Equity_DX_BROKER_SI_MV_ADD,ANTIN FP Equity_DX_SUPPLY_SI_QTY_ADD,ANTIN FP Equity_DX_BROKER_SI_QTY_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV,ANTIN FP Equity_DX_BROKER_SI_MV_DEC,ANTIN FP Equity_DX_SUPPLY_SI_MV_RMV,ANTIN FP Equity_DX_BROKER_SI_MV_RMV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_UTILIZATION_QUANTITY,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANTIN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANTIN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ANTIN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANTIN FP Equity_DX_ACTIVE_UTILIZATION_MV,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANTIN FP Equity_DX_BROKER_SI_CON_RATIO,ANTIN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANTIN FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-01-27,1072050.0,23156280.0,1.93,32.14,0.61,23.49,0.0,17376292.8,958039.0,804458.0,20693642.4,,,,,,,,1.35,,66974.0,,,,,,,61631.0,20.89,1.23,,,8.28,8.28,10605898.0,229087396.8,,230.98,8.29,21.62,0.1944,32.33,0.0927
2023-01-30,1121828.0,23356458.96,2.02,32.15,0.64,24.29,0.0,16077870.24,925813.0,772232.0,19275426.66,,,11754.0,2.13,,,,1.07,98722.0,43980.0,,,2.13,11754.0,,,130948.0,19.95,3.0,,,7.93,7.93,10751644.0,223849228.08,,231.58,7.93,18.8,0.1763,30.7,0.0961
2023-01-31,1100715.0,22806814.8,1.98,32.31,0.63,23.11,0.0,15457223.6,910334.0,746005.0,18862120.48,,,18572.0,,,,,1.1,,34051.0,,,,18572.0,,,26227.0,18.98,0.8,,,7.81,7.81,10752226.0,222786122.72,,223.87,7.82,19.2,0.1694,29.35,0.0944
2023-02-01,1033653.0,21603347.7,1.86,30.22,0.59,21.57,0.0,14549326.0,858987.0,696140.0,17952828.3,,,,0.02,,,,1.12,482.0,51347.0,,,0.02,,,,50347.0,17.78,1.11,,,7.38,7.38,10775253.0,225202787.7,,221.88,7.42,19.69,0.1738,29.8,0.0888
2023-02-02,1033530.0,22820342.4,1.86,29.61,0.59,21.93,0.0,15343767.36,857668.0,694917.0,18937309.44,,,4018.0,0.17,,,,0.06,5072.0,5337.0,,,0.17,4018.0,,,6295.0,18.07,0.06,,,7.38,7.38,10759104.0,237561016.32,,225.65,7.42,19.66,0.1761,30.38,0.089
2023-02-03,1011173.0,22084018.32,1.82,27.02,0.58,22.54,0.0,14795617.2,834532.0,677455.0,18226178.88,,,,,,779.0,,0.05,,23915.0,,,,,0.02,779.0,18241.0,18.5,0.06,,,7.18,7.18,10782219.0,235483662.96,,239.7,7.16,20.37,0.1831,31.36,0.087
2023-02-06,869633.0,18297078.32,1.56,21.87,0.5,19.19,0.0,11958673.12,716704.0,568378.0,15079452.16,,,4796.0,0.11,,,,2.83,4796.0,122624.0,,,0.11,4796.0,,,113873.0,15.68,2.58,,,6.14,6.14,10958193.0,230560380.72,,240.46,6.12,23.94,0.1868,28.9,0.0745
2023-02-07,859204.0,17441841.2,1.54,21.48,0.49,18.24,0.0,11369238.3,686817.0,560061.0,13942385.1,,,,0.22,,,,0.97,14300.0,29887.0,,,0.22,,,,22617.0,14.44,0.73,,,5.9,5.9,10950711.0,222299433.3,,230.04,5.91,24.86,0.1873,28.39,0.0738
2023-02-08,841919.0,17444561.68,1.51,20.83,0.48,17.34,0.0,10985992.64,678538.0,530212.0,14059307.36,,,,0.11,,,,0.29,5000.0,13279.0,,,0.11,,,5000.0,34849.0,13.84,0.96,,,5.84,5.84,10937341.0,226621705.52,,222.0,5.87,22.52,0.1804,28.69,0.0725
2023-02-09,852591.0,17750944.62,1.53,20.85,0.49,17.88,0.0,11403218.1,657859.0,547705.0,13696624.38,,,23415.0,0.89,,,,1.01,41046.0,54161.0,,,0.89,23415.0,,10067.0,23553.0,13.68,0.34,,,5.68,5.68,10933256.0,227630389.92,,226.67,5.69,26.47,0.1974,28.67,0.0736
2023-02-10,748022.0,15005321.32,1.34,18.57,0.43,15.76,0.0,9013198.72,597638.0,449312.0,11988618.28,,,,,,,,1.23,,60221.0,,,,,,,98393.0,12.47,2.01,,,5.13,5.13,11055948.0,221782316.88,,230.69,5.13,24.52,0.2088,31.95,0.0642
2023-02-13,743253.0,15296146.74,1.34,18.4,0.43,15.13,0.0,9148694.94,592869.0,444543.0,12201244.02,,,,,,,,0.1,,4769.0,,,,,,,4769.0,11.94,0.27,,,5.32,5.32,10548911.0,217096588.38,,211.41,5.35,24.51,0.2055,31.29,0.0667
2023-02-14,737274.0,15232080.84,1.33,18.06,0.42,15.37,0.0,9076826.38,587669.0,439343.0,12141241.54,,,,,,,,0.1,,5200.0,,,,,,,5200.0,12.13,0.0,,,5.25,5.25,10609826.0,219199005.16,,218.14,5.27,24.79,0.2058,31.02,0.0658
2023-02-15,736085.0,15531393.5,1.32,17.95,0.42,15.43,0.0,9094437.6,579342.0,431016.0,12224116.2,,,,,,,,0.16,,8327.0,,,,,,,8327.0,12.03,0.17,,,5.18,5.18,10608438.0,223838041.8,,219.79,5.19,24.6,0.2082,31.67,0.0658
2023-02-16,641489.0,13330141.42,1.15,15.86,0.37,13.57,0.0,8277006.48,546642.0,398316.0,11359220.76,,,47937.0,0.12,,,,1.72,2293.0,85504.0,,,0.12,47937.0,,4867.0,34993.0,11.54,0.82,,,4.89,4.89,10637665.0,221050678.7,,224.21,4.9,27.21,0.2348,32.98,0.0574
2023-02-17,642244.0,13230226.4,1.15,15.62,0.37,13.44,0.0,8220862.6,547397.0,399071.0,11276378.2,,,1674.0,,,1674.0,,0.02,,919.0,,,,1674.0,0.04,,919.0,11.39,0.05,,,4.89,4.89,10636976.0,219121705.6,,220.59,4.91,27.09,0.2333,32.9,0.0574
2023-02-20,627462.0,12875520.24,1.13,15.52,0.36,13.05,0.0,8137924.2,544911.0,396585.0,11181573.72,,,4076.0,0.08,,,,0.17,4076.0,6562.0,,,0.08,4076.0,,,6562.0,11.25,0.16,,,4.87,4.87,10638529.0,218302615.08,,218.83,4.89,27.83,0.2375,32.64,0.0561
2023-02-21,627492.0,12863586.0,1.13,16.94,0.36,13.02,0.0,8130607.5,539599.0,396615.0,11061779.5,,,3592.0,0.01,,,,0.18,30.0,8904.0,,,0.01,3592.0,,,,11.11,,,,4.83,4.83,10641638.0,218153579.0,,218.79,4.83,27.74,0.2381,32.84,0.0561
2023-02-22,622030.0,12341075.2,1.12,16.97,0.36,12.83,0.0,7760475.52,539479.0,391153.0,10703263.36,,,,,,293.0,,0.0,,141.0,,,,,0.01,21.0,5755.0,11.08,0.17,,,4.83,4.83,10620181.0,210704391.04,,218.23,4.83,28.15,0.2422,32.92,0.0557
2023-02-23,622216.0,12593651.84,1.12,17.03,0.36,12.44,0.0,7942398.64,534625.0,392411.0,10820810.0,,,35018.0,0.0,,,,0.95,1258.0,39872.0,,,0.0,35018.0,,,,10.65,,,,4.79,4.79,10625783.0,215065847.92,,211.43,4.8,27.78,0.2402,32.93,0.0558
2023-02-24,604074.0,12238539.24,1.09,16.03,0.35,12.31,0.0,7333572.98,544698.0,361973.0,11035581.48,,,11393.0,0.22,,,,0.02,6353.0,1320.0,,,0.22,11393.0,,,36791.0,11.05,0.71,,,4.88,4.88,10617740.0,215115412.4,,215.5,4.88,22.57,0.2264,34.04,0.0541
2023-02-27,583486.0,12054820.76,1.05,15.47,0.33,11.94,0.0,7608086.32,524110.0,368252.0,10828112.6,,,7130.0,0.14,,,,0.56,6279.0,27718.0,,,0.14,7130.0,,,,10.66,,,,4.69,4.69,10643147.0,219887417.02,,215.06,4.72,23.46,0.2289,36.01,0.0523
2023-02-28,582583.0,12059468.1,1.05,15.66,0.33,12.13,0.0,7858651.5,535503.0,379645.0,11084912.1,,,11105.0,0.32,,288.0,,,11105.0,,,,0.32,11105.0,0.01,288.0,,11.11,,,,4.8,4.8,10630589.0,220053192.3,,219.94,4.81,23.54,0.235,36.62,0.0522
2023-03-01,585031.0,11887829.92,1.05,15.48,0.34,12.1,0.0,7764129.76,537951.0,382093.0,10931164.32,,,5416.0,0.0,,417.0,,0.05,2031.0,2989.0,,,0.0,5416.0,0.01,21.0,,11.14,,,,4.82,4.82,10627463.0,215950048.16,,218.95,4.84,23.48,0.2352,36.67,0.0524
2023-03-02,591657.0,11779890.87,1.06,15.91,0.34,12.09,0.0,7739395.29,539534.0,388719.0,10742121.94,,,2000.0,0.12,,,,0.01,7043.0,417.0,,,0.12,2000.0,,,417.0,10.99,0.01,,,4.83,4.83,10629773.0,211638780.43,,216.63,4.83,23.05,0.2374,37.42,0.053
2023-03-03,556343.0,11227001.74,1.0,15.04,0.32,11.21,0.0,7845136.44,496967.0,388758.0,10028794.06,,,9835.0,0.0,,,,1.15,327.0,52402.0,,,0.0,9835.0,,,288.0,9.94,0.01,,,4.45,4.45,10679194.0,215506134.92,,212.51,4.47,19.22,0.2288,38.14,0.0498
2023-03-06,513646.0,10165054.34,0.92,13.77,0.29,10.42,0.0,6848547.19,495365.0,346061.0,9803273.35,,,5616.0,0.11,,420.0,,0.14,4532.0,7239.0,,,0.11,5616.0,0.01,21.0,47649.0,10.01,0.95,,,4.43,4.43,10681359.0,211384094.61,,214.36,4.46,20.06,0.2458,42.12,0.046
2023-03-07,517921.0,9861215.84,0.93,13.74,0.3,10.32,0.0,6589629.76,499769.0,346094.0,9515601.76,,,7202.0,,,2731.0,,0.06,,2798.0,,,,7202.0,0.06,,2698.0,9.92,0.13,,,4.47,4.47,10672029.0,203195432.16,,212.19,4.46,19.86,0.2404,41.55,0.0464
2023-03-08,505770.0,9650091.6,0.91,13.25,0.29,9.76,0.0,6410612.88,491172.0,335986.0,9371561.76,,,,0.0,,3560.0,,0.44,2695.0,13804.0,,,0.0,,0.07,5207.0,16363.0,9.42,0.35,,,4.4,4.4,10672015.0,203622046.2,,203.65,4.42,20.2,0.2513,42.99,0.0453
2023-03-09,517019.0,9663085.11,0.93,13.32,0.3,9.97,0.0,6261467.73,490875.0,335017.0,9174453.75,,,4978.0,,,4978.0,,0.13,,5275.0,,,,4978.0,0.09,,5947.0,9.38,0.1,,,4.4,4.4,10672361.0,199466427.09,,202.99,4.42,19.82,0.2504,43.19,0.0463
2023-03-10,490654.0,8851398.16,0.88,12.96,0.28,9.29,0.0,5815753.24,478239.0,322381.0,8627431.56,,,2740.0,0.11,,,,0.31,6300.0,15376.0,,,0.11,2740.0,,,18936.0,8.94,0.41,,,4.3,4.3,10653860.0,192195634.4,,199.2,4.3,20.83,0.2354,40.45,0.0441
2023-03-13,652179.0,12097920.45,1.17,17.15,0.37,12.11,0.0,8021075.65,529441.0,432403.0,9821130.55,,,52191.0,1.0,,58820.0,,0.26,56134.0,6554.0,,,1.0,52191.0,1.06,5565.0,4932.0,9.64,0.09,,,4.74,4.74,10641986.0,197408840.3,,191.84,4.78,18.31,0.1861,31.2,0.0584
2023-03-14,603717.0,11331768.09,1.09,15.69,0.35,11.32,0.0,7279569.1,539799.0,387830.0,10132027.23,,,61293.0,0.88,,,,1.39,46600.0,80648.0,,,0.88,61293.0,,29713.0,91173.0,10.11,1.72,,,4.83,4.83,10642878.0,199766820.06,,197.53,4.87,22.22,0.1787,22.43,0.054
2023-03-15,567729.0,10440536.31,1.02,14.74,0.33,10.79,0.0,7062348.48,505902.0,384032.0,9303537.78,,,38493.0,0.77,,,,1.34,38493.0,72390.0,,,0.77,38493.0,,,42291.0,9.55,0.77,,,4.49,4.49,10756669.0,197815142.91,,203.28,4.49,20.8,0.1928,30.45,0.0504
2023-03-16,570596.0,10647321.36,1.03,14.59,0.33,10.6,0.0,7448978.7,543258.0,399195.0,10137194.28,,39000.0,9140.0,0.25,0.72,1000.0,,0.42,20052.0,19635.0,,39000.0,0.25,9140.0,0.02,8851.0,5889.0,10.06,0.11,,,4.59,4.59,11300811.0,210873133.26,,207.14,4.63,18.55,0.1888,30.62,0.0482
2023-03-17,606383.0,10181170.57,1.09,16.37,0.35,11.37,0.0,7069949.99,580157.0,421081.0,9740836.03,,,30104.0,0.31,,12522.0,,0.09,14218.0,7106.0,,,0.31,30104.0,0.21,13901.0,4854.0,10.73,0.09,,,4.9,4.9,11265062.0,189140390.98,,208.45,4.89,17.56,0.1981,33.6,0.0512
2023-03-20,615727.0,10393471.76,1.11,15.26,0.35,10.55,0.0,7295789.2,591291.0,432215.0,9980992.08,,,12924.0,0.0,,,,0.06,11134.0,1790.0,,,0.0,12924.0,,,,10.08,,,,5.02,5.02,11195993.0,188988361.84,,187.26,5.11,17.03,0.1894,32.66,0.0522
2023-03-21,600638.0,10871547.8,1.08,14.02,0.34,10.33,0.0,7420656.1,598376.0,409981.0,10830605.6,,,966.0,0.11,,,,0.0,7145.0,60.0,,,0.11,966.0,,6179.0,29379.0,10.31,0.49,,,5.12,5.12,11089926.0,200727660.6,,187.48,5.21,17.02,0.1989,35.59,0.0514
2023-03-22,544163.0,9245329.37,0.98,12.71,0.31,9.81,0.0,6239509.54,541702.0,367246.0,9203516.98,,,,0.02,,3500.0,,0.94,1000.0,60174.0,,,0.02,,0.06,3500.0,47235.0,9.69,0.48,,,4.63,4.63,11165584.0,189703272.16,,200.52,4.61,18.04,0.1911,34.13,0.0465
2023-03-23,568394.0,9156827.34,1.02,13.07,0.33,9.74,0.0,5930558.19,498705.0,368129.0,8034137.55,,,7728.0,0.0,,,,0.89,3383.0,50725.0,,,0.0,7728.0,,,2500.0,8.53,0.04,,,4.27,4.27,11173263.0,180001266.93,,189.5,4.31,22.49,0.1922,31.8,0.0487
2023-03-24,521778.0,8254527.96,0.94,11.71,0.3,8.63,0.0,6045802.84,513130.0,382162.0,8117716.6,,,32762.0,0.26,,,,0.36,24870.0,18337.0,,,0.26,32762.0,,,10837.0,8.43,0.21,,,4.41,4.41,11127326.0,176034297.32,,180.28,4.47,16.5,0.2117,37.97,0.0448
2023-03-27,517666.0,8173946.14,0.93,11.11,0.3,8.4,0.0,6018026.91,509356.0,381129.0,8042731.24,,,7059.0,0.0,,,,0.25,4118.0,15076.0,,,0.0,7059.0,,4243.0,5151.0,8.23,0.09,,,4.4,4.4,11077952.0,174920862.08,,175.06,4.49,16.65,0.2227,39.67,0.0447
2023-03-28,521232.0,8136431.52,0.94,10.56,0.3,8.43,0.0,5876805.97,510967.0,376477.0,7976194.87,,,19108.0,0.22,,1955.0,,0.38,15274.0,23760.0,,,0.22,19108.0,0.03,6263.0,21881.0,8.23,0.35,,,4.41,4.41,11077025.0,172912360.25,,174.19,4.51,17.95,0.2318,39.8,0.045
2023-03-29,617193.0,10041730.11,1.11,12.32,0.35,9.87,0.0,7080378.6,584364.0,435180.0,9507602.28,,,73397.0,0.87,,,,,58958.0,,,,0.87,73397.0,,,255.0,9.35,0.0,,,5.04,5.04,11010020.0,179133025.4,,172.15,5.15,18.58,0.2702,45.38,0.0532
2023-03-30,668748.0,11214903.96,1.2,13.29,0.38,11.06,0.0,8198685.3,664241.0,488890.0,11139321.57,,,82032.0,1.13,,,,0.01,56440.0,2155.0,,,1.13,82032.0,,,2730.0,10.96,0.04,,,5.71,5.71,10977351.0,184090176.27,,178.21,5.79,24.01,0.2729,43.63,0.0574
2023-03-31,598290.0,9985460.1,1.08,11.91,0.34,10.14,0.0,7191921.28,588586.0,430912.0,9823500.34,,,,0.1,,,,1.22,6263.0,75655.0,,,0.1,,,,64241.0,9.9,0.84,,,5.07,5.07,11031887.0,184122194.03,,185.59,5.06,16.87,0.2949,48.85,0.0515
2023-04-03,601439.0,10206419.83,1.08,11.92,0.34,10.14,0.0,7401193.98,600071.0,436134.0,10183204.87,,,25847.0,0.15,,989.0,,0.36,10496.0,20646.0,,,0.15,25847.0,0.02,6284.0,6263.0,10.05,0.1,,,5.24,5.24,10843814.0,184019523.58,,180.75,5.27,16.79,0.3026,49.84,0.0526
2023-04-04,533661.0,8810743.11,0.96,10.51,0.31,9.12,0.0,6002771.84,527521.0,363584.0,8709371.71,,,,0.15,,1535.0,,1.71,4615.0,106325.0,,,0.15,,0.03,33775.0,78700.0,8.94,1.33,,,4.63,4.63,10877392.0,179585741.92,,183.66,4.64,14.16,0.3463,54.99,0.0468
2023-04-05,525195.0,8429379.75,0.94,10.43,0.3,8.78,0.0,5734905.75,521715.0,357315.0,8373525.75,,,9325.0,0.11,,,,0.41,12655.0,19014.0,,,0.11,9325.0,,3883.0,18924.0,8.64,0.33,,,4.59,4.59,10850797.0,174155291.85,,179.45,4.59,14.34,0.3542,55.99,0.0462
2023-04-06,520907.0,8386602.7,0.94,10.44,0.3,8.48,0.0,5699239.0,517427.0,353990.0,8330574.7,,,690.0,,,690.0,,0.12,,4978.0,,,,690.0,0.01,,4015.0,8.35,0.21,,,4.55,4.55,10852807.0,174730192.7,,174.09,4.58,14.47,0.3483,55.38,0.0458
2023-04-07,520907.0,8386602.7,0.94,10.6,0.3,8.49,0.0,5699239.0,517427.0,353990.0,8330574.7,,,,,,,,,,,,,,,,,,8.37,,,,4.55,4.55,10843513.0,174580559.3,,174.66,4.57,14.49,0.3478,55.33,0.0459
2023-04-10,520907.0,8386602.7,0.94,10.6,0.3,8.49,0.0,5699239.0,517427.0,353990.0,8330574.7,,,,,,,,,,,,,,,,,,8.37,,,,4.55,4.55,10843513.0,174580559.3,,175.15,4.56,14.47,0.3497,55.53,0.0459
2023-04-11,577678.0,9271731.9,1.04,11.76,0.33,9.39,0.0,6592714.05,521724.0,410761.0,8373670.2,,,4297.0,0.91,,,,,56771.0,,,,0.91,4297.0,,,,8.42,,,,4.59,4.59,10835370.0,173907688.5,,173.71,4.62,13.0,0.3009,50.53,0.0509
2023-04-12,544196.0,8652716.4,0.98,11.17,0.31,8.8,0.0,6245440.5,503758.0,392795.0,8009752.2,,,,0.01,,,,0.29,344.0,17966.0,,,0.01,,,,18310.0,8.08,0.32,,,4.45,4.45,10820075.0,172039192.5,,172.84,4.47,13.87,0.275,47.25,0.0481
2023-04-13,543737.0,8705229.37,0.98,10.87,0.31,8.72,0.0,6281299.36,503299.0,392336.0,8057816.99,,,7200.0,0.11,,,,0.14,7200.0,7659.0,,,0.11,7200.0,,,7659.0,8.01,0.15,,,4.82,4.82,9930152.0,158981733.52,,157.41,4.84,13.86,0.2638,45.85,0.0521
2023-04-14,493220.0,8009892.8,0.89,9.74,0.28,7.99,0.0,5551140.56,452782.0,341819.0,7353179.68,,,3602.0,0.06,,,,0.85,3602.0,54119.0,,,0.06,3602.0,,,54119.0,7.29,0.83,,,4.03,4.03,10783398.0,175122383.52,,173.25,4.04,15.34,0.2198,39.24,0.0439
2023-04-17,483914.0,7621645.5,0.87,9.28,0.28,7.95,0.0,5237079.75,443476.0,332513.0,6984747.0,,,22999.0,0.56,,,,0.51,33999.0,32305.0,,,0.56,22999.0,,,43305.0,7.21,0.66,,,3.99,3.99,10674025.0,168115893.75,,173.75,3.98,15.68,0.1754,31.11,0.0435
2023-04-18,485913.0,7570524.54,0.87,9.14,0.28,7.76,0.0,5211696.96,445475.0,334512.0,6940500.5,,,6300.0,0.09,,,,0.07,6300.0,4301.0,,,0.09,6300.0,,,4301.0,7.02,0.15,,,4.03,4.03,10621033.0,165475694.14,,166.66,4.04,15.54,0.1725,30.24,0.0439
2023-04-19,498406.0,7650532.1,0.9,9.33,0.29,7.9,0.0,5326526.75,427230.0,347005.0,6557980.5,,,11837.0,0.68,,695.0,,0.56,43501.0,34949.0,,,0.68,11837.0,0.01,4867.0,31703.0,6.67,0.53,,,3.84,3.84,10693273.0,164141740.55,,166.49,3.85,22.13,0.1856,28.96,0.0448
2023-04-20,563115.0,8519929.95,1.01,10.43,0.32,8.8,0.0,6229232.82,523273.0,411714.0,7917120.49,,,103343.0,1.09,,,,0.13,72009.0,7300.0,,,1.09,103343.0,,,7300.0,8.03,0.12,,,4.75,4.75,10502505.0,158902900.65,,160.95,4.75,23.21,0.2168,35.34,0.0511
2023-04-21,543613.0,8127014.35,0.98,9.86,0.31,8.4,0.0,6209123.7,484698.0,415326.0,7246235.1,,,,0.29,,10300.0,,1.08,19073.0,67948.0,,,0.29,,0.16,29373.0,25761.0,7.34,0.45,,,4.41,4.41,10518363.0,157249526.85,,158.95,4.41,28.05,0.222,32.79,0.0494
2023-04-24,503235.0,7473039.75,0.9,9.22,0.29,7.72,0.0,5599341.0,446432.0,377060.0,6629515.2,,,19093.0,0.28,,126.0,,0.89,18988.0,57380.0,,,0.28,19093.0,0.0,21.0,57380.0,6.67,0.89,,,4.07,4.07,10535184.0,156447482.4,,156.87,4.08,23.08,0.2146,34.57,0.0458
2023-04-25,500525.0,7282638.75,0.9,9.06,0.29,7.66,0.0,5446792.5,443722.0,374350.0,6456155.1,,,19902.0,0.35,,,,0.34,23510.0,23318.0,,,0.35,19902.0,,706.0,26220.0,6.62,0.39,,,4.04,4.04,10528140.0,153184437.0,,156.6,4.05,27.5,0.2358,35.54,0.0456
2023-04-26,486260.0,7099396.0,0.87,9.0,0.28,7.31,0.0,5257241.0,429457.0,360085.0,6270072.2,,,15850.0,0.52,,,,0.45,38350.0,30115.0,,,0.52,15850.0,,,52615.0,6.25,0.8,,,3.92,3.92,10530095.0,153739387.0,,152.71,3.93,36.44,0.2966,37.13,0.0444
2023-04-27,479762.0,7186834.76,0.86,9.01,0.27,7.25,0.0,5296733.26,422959.0,353587.0,6335925.82,,,6863.0,0.11,,,,0.19,6863.0,13361.0,,,0.11,6863.0,,,13361.0,6.2,0.19,,,3.88,3.88,10475943.0,156929626.14,,153.3,3.89,36.24,0.3104,39.09,0.044
2023-04-28,474622.0,7261716.6,0.85,8.67,0.27,7.3,0.0,5331239.1,417819.0,348447.0,6392630.7,,,,,,,,0.04,,5140.0,,,,,,,5140.0,6.27,0.01,,,3.86,3.86,10407478.0,159234413.4,,155.94,3.87,35.87,0.3081,39.0,0.0438
2023-05-01,474622.0,7261716.6,0.85,8.77,0.27,7.39,0.0,5331239.1,417819.0,348447.0,6392630.7,,,,,,,,,,,,,,,,,,6.41,,,,3.84,3.84,10474530.0,160260309.0,,160.7,3.83,36.09,0.3067,38.55,0.0436
2023-05-02,454053.0,6461174.19,0.82,8.39,0.26,7.04,0.0,4665703.94,397250.0,327878.0,5652867.5,,,,,,,,0.31,,20569.0,,,,,,,20569.0,6.05,0.33,,,3.66,3.66,10469731.0,148984272.13,,159.36,3.66,33.0,0.3035,40.47,0.0418
2023-05-03,449827.0,6508996.69,0.81,8.25,0.26,6.7,0.0,4683244.44,393024.0,323652.0,5687057.28,,,3500.0,0.05,,4098.0,,0.26,3500.0,11824.0,,,0.05,3500.0,0.06,4098.0,11824.0,5.61,0.31,,,3.63,3.63,10446482.0,151160594.54,,148.16,3.65,29.64,0.3048,43.3,0.0415
2023-05-04,454138.0,6466925.12,0.82,9.21,0.26,6.84,0.0,4670193.12,397335.0,327963.0,5658050.4,,,4311.0,0.06,,,,,4311.0,,,,0.06,4311.0,,,,5.78,,,,3.66,3.66,10451871.0,148834643.04,,151.39,3.68,29.58,0.2984,42.58,0.0419
2023-05-05,446694.0,6490463.82,0.8,9.6,0.26,6.67,0.0,4657141.07,389891.0,320519.0,5665116.23,,,,,,,,0.12,,7444.0,,,,,,,7444.0,5.58,0.14,,,3.6,3.6,10455396.0,151916903.88,,148.77,3.62,28.48,0.3022,43.71,0.0412
2023-05-08,416768.0,6059806.72,0.75,8.97,0.24,6.32,0.0,4225222.22,378737.0,290593.0,5506835.98,,,,,,8000.0,,0.14,,11154.0,,,,,0.12,,37926.0,5.53,0.51,,,3.5,3.5,10432408.0,151687212.32,,151.59,3.52,21.76,0.2991,46.5,0.0386
2023-05-09,322080.0,4544548.8,0.58,7.12,0.18,4.92,0.0,3026256.36,283848.0,214476.0,4005095.28,,,2113.0,0.03,,,,1.43,2113.0,97002.0,,,0.03,2113.0,,,78230.0,4.13,1.16,,,2.62,2.62,10550966.0,148874130.26,,153.51,2.62,22.07,0.3751,56.3,0.0297
2023-05-10,320883.0,4604671.05,0.58,7.32,0.18,4.84,0.0,3060553.65,282651.0,213279.0,4056041.85,,,,,,,,0.02,,1197.0,,,,,,,1197.0,3.99,0.03,,,2.61,2.61,10550146.0,151394595.1,,148.79,2.61,21.79,0.3834,57.2,0.0296
2023-05-11,293505.0,4302783.3,0.53,7.07,0.17,4.49,0.0,2948199.3,270477.0,201105.0,3965192.82,,,6472.0,0.1,,,,0.26,6472.0,18646.0,,,0.1,6472.0,,,18646.0,3.9,0.26,,,2.5,2.5,10554018.0,154721903.88,,152.05,2.5,22.83,0.4164,59.78,0.0271
2023-05-12,315940.0,4679071.4,0.57,8.11,0.18,4.88,0.0,3169621.39,292912.0,214019.0,4338026.72,,,12195.0,0.01,,12195.0,,,719.0,,,,0.01,12195.0,0.19,10240.0,,4.31,,,,2.72,2.72,10482123.0,155240241.63,,154.24,2.72,21.44,0.3608,55.13,0.0293
2023-05-15,307304.0,4609560.0,0.55,8.12,0.18,4.77,0.0,3223560.0,284276.0,214904.0,4264140.0,,,885.0,0.01,,,,0.15,885.0,9521.0,,,0.01,885.0,,,,4.21,,,,2.66,2.66,10404790.0,156071850.0,,154.11,2.66,22.18,0.3767,56.49,0.0287
2023-05-16,290012.0,4373380.96,0.52,7.74,0.17,4.46,0.0,2979988.96,266984.0,197612.0,4026118.72,,,,,,1303.0,,0.26,,18595.0,,,,,0.02,1303.0,18595.0,4.01,0.35,,,2.52,2.52,10313902.0,155533642.16,,154.76,2.52,24.0,0.3433,52.48,0.0274
2023-05-17,294258.0,4343248.08,0.53,7.94,0.17,4.53,0.0,2979424.08,271230.0,201858.0,4003354.8,,,858.0,0.07,,,,,4246.0,,,,0.07,858.0,,3388.0,,4.09,,,,2.58,2.58,10246274.0,151235004.24,,154.5,2.58,23.74,0.3354,51.73,0.028
