,ALPAT FP Equity_DX_SI_QTY,ALPAT FP Equity_DX_SHORT_INTEREST_VALUE,ALPAT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPAT FP Equity_DX_SI_MV,ALPAT FP Equity_DX_DSS,ALPAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPAT FP Equity_DX_SUPPLY_SI_QTY,ALPAT FP Equity_DX_BROKER_SI_QTY,ALPAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALPAT FP Equity_DX_BROKER_SI_QTY_ADD,ALPAT FP Equity_DX_SUPPLY_SI_MV_DEC,ALPAT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALPAT FP Equity_DX_BROKER_SI_MV_ADD,ALPAT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPAT FP Equity_DX_BROKER_SI_QTY_DEC,ALPAT FP Equity_DX_SUPPLY_SI_MV,ALPAT FP Equity_DX_BROKER_SI_MV_DEC,ALPAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPAT FP Equity_DX_UTILIZATION_QUANTITY,ALPAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPAT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPAT FP Equity_DX_BROKER_SI_CON_RATIO,ALPAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPAT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPAT FP Equity_PX_LAST
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.19
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.03
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.22
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.48
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.03
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.88
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.71
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.19
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.05
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.58
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.81
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.03
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.05
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.55
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,77710.0,0.08,0.0,0.0,0.0,0.0,0.0,19.0
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,78078.1,0.08,0.0,,0.0,,0.0,19.09
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,77669.1,0.08,0.0,,0.0,,0.0,18.99
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,77669.1,0.08,0.0,,0.0,,0.0,18.99
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,77710.0,0.08,0.0,,0.0,,0.0,19.0
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,76564.8,0.08,0.0,,0.0,,0.0,18.72
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,76483.0,0.08,0.0,,0.0,,0.0,18.7
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,76483.0,0.08,0.0,,0.0,,0.0,18.7
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,75665.0,0.08,0.0,,0.0,,0.0,18.5
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,75665.0,0.08,0.0,,0.0,,0.0,18.5
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,73374.6,0.07,0.0,,0.0,,0.0,17.94
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,4090.0,73292.8,0.07,0.0,,0.0,,0.0,17.92
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.99
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.24
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.19
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.01
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.76
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.86
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.43
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.19
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.11
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.99
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.02
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.16
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.16
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.13
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.95
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.55
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.38
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.38
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.06
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.28
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.71
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.11
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.86
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.11
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.79
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.56
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.54
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.13
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.88
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
