,LWCE FP Equity_DX_SI_QTY,LWCE FP Equity_DX_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LWCE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LWCE FP Equity_DX_SI_MV,LWCE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LWCE FP Equity_DX_SUPPLY_SI_QTY,LWCE FP Equity_DX_BROKER_SI_QTY,LWCE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LWCE FP Equity_DX_BROKER_SI_QTY_ADD,LWCE FP Equity_DX_SUPPLY_SI_MV_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LWCE FP Equity_DX_BROKER_SI_MV_ADD,LWCE FP Equity_DX_SUPPLY_SI_QTY_ADD,LWCE FP Equity_DX_BROKER_SI_QTY_DEC,LWCE FP Equity_DX_SUPPLY_SI_MV,LWCE FP Equity_DX_BROKER_SI_MV_DEC,LWCE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LWCE FP Equity_DX_UTILIZATION_QUANTITY,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LWCE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LWCE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LWCE FP Equity_DX_ACTIVE_UTILIZATION_MV,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LWCE FP Equity_DX_BROKER_SI_CON_RATIO,LWCE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LWCE FP Equity_DX_DEMAND_SUPPLY_RATIO,LWCE FP Equity_PX_LAST
2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91
2023-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15
2023-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02
2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13
2023-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83
2023-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.81
2023-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42
2023-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75
2023-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02
2023-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83
2023-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15
2023-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.12
2023-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.16
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.93
2024-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.16
2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.74
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.52
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83
2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.81
2024-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.23
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.77
2024-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.44
2024-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.22
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.91
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.58
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.31
2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.53
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.38
2024-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.46
2024-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.65
2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.72
2024-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.25
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.27
2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.21
2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.65
2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.63
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.46
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.73
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.81
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.26
2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.88
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31
2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.41
2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.35
2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.15
2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.92
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.04
2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.82
2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.96
2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67
2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.85
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.21
2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.18
2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.87
2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.15
2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.27
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.21
2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.97
2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63
2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.65
2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.57
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.17
2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.06
2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.01
2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.11
2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.91
2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.79
2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92
2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.91
2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.09
2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05
2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16
2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.14
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.39
2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76
2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.37
2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.37
2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.29
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.28
2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.44
2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51
2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6
2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.84
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.65
2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14
2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.99
2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.54
2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.01
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.08
2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16
2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75
2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.57
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.13
2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.53
2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.45
2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83
2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.09
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.52
2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.65
2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.89
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.54
2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.41
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.11
2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.34
2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.24
2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.08
2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1
2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.41
2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.93
2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1
2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.55
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.57
2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32
2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.86
2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.71
2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.11
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.95
2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.61
2024-06-11,400.0,31604.0,0.18,0.03,0.03,31604.0,0.0,400.0,0.0,,400.0,,,,0.03,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,79.01
2024-06-12,400.0,32024.0,0.18,0.03,0.03,32024.0,0.0,400.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,80.06
2024-06-13,400.0,31604.0,0.18,0.03,0.03,31604.0,0.0,400.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,79.01
2024-06-14,400.0,31364.0,0.17,0.03,0.03,31364.0,0.0,400.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,78.41
2024-06-17,400.0,31344.0,0.17,0.03,0.03,31344.0,0.0,400.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,78.36
2024-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.96
2024-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.76
2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.54
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.99
2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.54
2024-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.24
2024-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.96
2024-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6
2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.28
2024-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.51
2024-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.95
2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.54
2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.93
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.91
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.01
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.14
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.01
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.46
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.88
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.78
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.34
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.94
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.81
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.31
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.27
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.27
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.77
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.97
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.13
2024-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.21
2024-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.73
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.56
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.63
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.16
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.92
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.13
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.59
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.97
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.03
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.33
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.14
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.19
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5
2024-09-04,1000.0,79720.0,0.98,0.08,0.08,79720.0,1000.0,1000.0,79720.0,,1000.0,,,,0.08,1000.0,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.72
2024-09-05,1000.0,79320.0,0.98,0.08,0.08,79320.0,1000.0,1000.0,79320.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.32
2024-09-06,1000.0,78430.0,0.98,0.08,0.08,78430.0,1000.0,1000.0,78430.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,78.43
2024-09-09,1000.0,79110.0,0.98,0.08,0.08,79110.0,1000.0,1000.0,79110.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.11
2024-09-10,1000.0,78940.0,0.93,0.08,0.08,78940.0,1000.0,1000.0,78940.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,78.94
2024-09-11,1000.0,78930.0,0.93,0.08,0.08,78930.0,1000.0,1000.0,78930.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,78.93
2024-09-12,1000.0,79490.0,0.93,0.08,0.08,79490.0,1000.0,1000.0,79490.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.49
2024-09-13,1000.0,80000.0,0.91,0.08,0.08,80000.0,1000.0,1000.0,80000.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.0
2024-09-16,1000.0,79970.0,1.43,0.08,0.08,79970.0,1000.0,1000.0,79970.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.97
2024-09-17,1000.0,80330.0,2.04,0.08,0.08,80330.0,1000.0,1000.0,80330.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.33
2024-09-18,1000.0,79830.0,2.04,0.08,0.08,79830.0,1000.0,1000.0,79830.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.83
2024-09-19,1000.0,80930.0,2.09,0.08,0.08,80930.0,1000.0,1000.0,80930.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.93
2024-09-20,1000.0,79720.0,2.13,0.08,0.08,79720.0,1000.0,1000.0,79720.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,79.72
2024-09-23,1000.0,80150.0,2.13,0.08,0.08,80150.0,1000.0,1000.0,80150.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.15
2024-09-24,1000.0,80730.0,1.81,0.07,0.08,80730.0,1000.0,1000.0,80730.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.73
2024-09-25,1000.0,80810.0,1.59,0.07,0.08,80810.0,1000.0,1000.0,80810.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.81
2024-09-26,1000.0,81970.0,1.59,0.07,0.08,81970.0,1000.0,1000.0,81970.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.97
2024-09-27,1000.0,82430.0,1.5,0.07,0.08,82430.0,1000.0,1000.0,82430.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,82.43
2024-09-30,1000.0,81530.0,1.47,0.07,0.08,81530.0,1000.0,1000.0,81530.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.53
2024-10-01,1000.0,81110.0,1.44,0.07,0.08,81110.0,1000.0,1000.0,81110.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.11
2024-10-02,1000.0,81060.0,1.26,0.07,0.08,81060.0,1000.0,1000.0,81060.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.06
2024-10-03,1000.0,80250.0,1.25,0.07,0.08,80250.0,1000.0,1000.0,80250.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.25
2024-10-04,1000.0,80560.0,1.24,0.07,0.08,80560.0,1000.0,1000.0,80560.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.56
2024-10-07,1000.0,80670.0,1.08,0.07,0.08,80670.0,1000.0,1000.0,80670.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.67
2024-10-08,1000.0,80340.0,1.14,0.07,0.08,80340.0,1000.0,1000.0,80340.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.34
2024-10-09,1000.0,80960.0,1.11,0.07,0.08,80960.0,1000.0,1000.0,80960.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.96
2024-10-10,1000.0,80730.0,1.07,0.07,0.08,80730.0,1000.0,1000.0,80730.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.73
2024-10-11,1000.0,81200.0,1.11,0.07,0.08,81200.0,1000.0,1000.0,81200.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.2
2024-10-14,1000.0,81780.0,1.11,0.07,0.08,81780.0,1000.0,1000.0,81780.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.78
2024-10-15,1000.0,81190.0,1.09,0.07,0.08,81190.0,1000.0,1000.0,81190.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.19
2024-10-16,1000.0,80950.0,1.08,0.06,0.08,80950.0,1000.0,1000.0,80950.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.95
2024-10-17,1000.0,81600.0,1.07,0.06,0.08,81600.0,1000.0,1000.0,81600.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.6
2024-10-18,1000.0,81740.0,1.03,0.05,0.08,81740.0,1000.0,1000.0,81740.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.74
2024-10-21,1000.0,81080.0,1.03,0.05,0.08,81080.0,1000.0,1000.0,81080.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,81.08
2024-10-22,1000.0,80860.0,1.05,0.06,0.08,80860.0,1000.0,1000.0,80860.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.86
2024-10-23,1000.0,80540.0,1.03,0.06,0.08,80540.0,1000.0,1000.0,80540.0,,,,,,,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0,80.54
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.55
2024-10-25,2000.0,160720.0,1.98,0.1,0.14,80360.0,1000.0,1000.0,80360.0,,1000.0,,,,0.06,1000.0,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,80.36
2024-10-28,3000.0,242670.0,2.88,0.17,0.24,161780.0,1000.0,2000.0,80890.0,,1000.0,,,,0.08,,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,33.27,0.556,66.73,3.0,80.89
2024-10-29,1000.0,80300.0,1.01,0.06,0.08,80300.0,0.0,1000.0,0.0,,,0.08,1000.0,,,,1000.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,80.3
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.72
2024-11-05,2000.0,157180.0,2.05,0.11,0.16,78590.0,1000.0,1000.0,78590.0,,1000.0,,,,0.08,1000.0,,0.08,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,78.59
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.15
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.19
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.12
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.54
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.27
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.63
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.37
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.19
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.18
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.61
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.64
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.51
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.97
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.42
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.85
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.13
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.63
