,EMSRI FP Equity_DX_SI_QTY,EMSRI FP Equity_DX_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMSRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMSRI FP Equity_DX_SI_MV,EMSRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMSRI FP Equity_DX_SUPPLY_SI_QTY,EMSRI FP Equity_DX_BROKER_SI_QTY,EMSRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMSRI FP Equity_DX_BROKER_SI_MV_INC_x,EMSRI FP Equity_DX_BROKER_SI_QTY_ADD,EMSRI FP Equity_DX_SUPPLY_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_QTY_INC,EMSRI FP Equity_DX_SUPPLY_SI_QTY_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_INC_y,EMSRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMSRI FP Equity_DX_BROKER_SI_MV_ADD,EMSRI FP Equity_DX_SUPPLY_SI_QTY_ADD,EMSRI FP Equity_DX_BROKER_SI_QTY_DEC,EMSRI FP Equity_DX_SUPPLY_SI_MV,EMSRI FP Equity_DX_BROKER_SI_MV_DEC,EMSRI FP Equity_DX_BROKER_SI_MV_RMV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_UTILIZATION_QUANTITY,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMSRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMSRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMSRI FP Equity_DX_ACTIVE_UTILIZATION_MV,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMSRI FP Equity_DX_BROKER_SI_CON_RATIO,EMSRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMSRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-01-13,200.0,10346.2,0.02,0.0,0.01,5173.1,100.0,100.0,5173.1,,,,,,,,,,,,0.01,,,100.0,69.44,0.0,0.0,0.0,100.0,,1.0,100.0,1.3889
2023-01-16,200.0,10292.2,0.02,0.0,0.01,5146.1,100.0,100.0,5146.1,,,,,,,,,,,,0.01,,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-01-17,200.0,10341.8,0.02,0.0,0.01,5170.9,100.0,100.0,5170.9,,,,,,,,,,,,0.01,,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-01-18,200.0,10301.2,0.02,0.0,0.01,5150.6,100.0,100.0,5150.6,,,,,,,,,,,,0.01,,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-01-19,200.0,10282.8,0.02,0.0,0.01,5141.4,100.0,100.0,5141.4,,,,,,,,,,,,0.01,,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-01-20,1000.0,51790.0,0.09,0.0,0.05,25895.0,500.0,500.0,25895.0,400.0,0.02,,,400.0,,0.02,400.0,,,,0.03,,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051
2023-01-23,1000.0,52255.0,0.09,0.0,0.05,26127.5,500.0,500.0,26127.5,,,,,,,,,,,,0.03,,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051
2023-01-24,1000.0,52265.0,0.1,0.0,0.05,26132.5,500.0,500.0,26132.5,,,,,,,,,,,,0.03,,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0051
2023-01-25,1800.0,93070.8,0.17,0.01,0.09,72388.4,400.0,1400.0,20682.4,,0.05,,0.01,900.0,100.0,0.05,,,,,0.02,,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0092
2023-01-26,1800.0,94339.8,0.17,0.01,0.09,73375.4,400.0,1400.0,20964.4,,,,,,,,,,,,0.02,,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0092
2023-01-27,1800.0,94237.2,0.16,0.01,0.09,73295.6,400.0,1400.0,20941.6,,,,,,,,,,,,0.02,,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0092
2023-01-30,1800.0,93456.0,0.15,0.01,0.09,72688.0,400.0,1400.0,20768.0,,,,,,,,,,,,0.02,,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0092
2023-01-31,1800.0,92282.4,0.15,0.01,0.09,71775.2,400.0,1400.0,20507.2,,,,,,,,,,,,0.02,,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0092
2023-02-01,1000.0,51825.0,0.09,0.0,0.05,51825.0,0.0,1000.0,0.0,,,,0.02,,400.0,,,,,400.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-02,1000.0,51851.0,0.09,0.0,0.05,51851.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-03,1000.0,51709.0,0.08,0.0,0.05,51709.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-06,1000.0,50921.0,0.08,0.0,0.05,50921.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-07,1000.0,51034.0,0.08,0.0,0.05,51034.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-08,1000.0,50561.0,0.08,0.0,0.05,50561.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-09,1000.0,50847.0,0.08,0.0,0.05,50847.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-10,1000.0,50576.0,0.07,0.0,0.05,50576.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-13,1000.0,50745.0,0.07,0.0,0.05,50745.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-14,1000.0,50383.0,0.07,0.0,0.05,50383.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-15,1000.0,49923.0,0.07,0.0,0.05,49923.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-16,1000.0,49895.0,0.08,0.0,0.05,49895.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-17,1000.0,49746.0,0.08,0.0,0.05,49746.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-20,1000.0,49921.0,0.08,0.0,0.05,49921.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-21,1000.0,49050.0,0.09,0.0,0.05,49050.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-02-22,2000.0,98366.0,0.14,0.01,0.1,98366.0,0.0,2000.0,0.0,,0.05,,,1000.0,,0.05,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102
2023-02-23,2000.0,98530.0,0.14,0.01,0.1,98530.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102
2023-02-24,2000.0,96258.0,0.15,0.01,0.1,96258.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102
2023-02-27,2000.0,97370.0,0.16,0.01,0.1,97370.0,0.0,2000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0102
2023-02-28,1000.0,48512.0,0.09,0.0,0.05,48512.0,0.0,1000.0,0.0,,,,,,,,,,,1000.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-01,1000.0,49034.0,0.09,0.0,0.05,49034.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-02,1000.0,49292.0,0.09,0.0,0.05,49292.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-03,1000.0,49674.0,0.09,0.0,0.05,49674.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-06,1000.0,49424.0,0.09,0.0,0.05,49424.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-07,1000.0,48565.0,0.09,0.0,0.05,48565.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-08,1000.0,48842.0,0.09,0.0,0.05,48842.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-09,1000.0,48391.0,0.09,0.0,0.05,48391.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-10,1000.0,47593.0,0.1,0.0,0.05,47593.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-13,1000.0,46728.0,0.09,0.0,0.05,46728.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-14,1000.0,46883.0,0.09,0.0,0.05,46883.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-15,1000.0,46278.0,0.1,0.0,0.05,46278.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-16,1000.0,47149.0,0.09,0.0,0.05,47149.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-17,1000.0,46490.0,0.11,0.0,0.05,46490.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-20,1000.0,46677.0,0.11,0.0,0.05,46677.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-21,1000.0,46927.0,0.09,0.0,0.05,46927.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-22,1000.0,47394.0,0.08,0.0,0.05,47394.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-23,1000.0,47374.0,0.08,0.0,0.05,47374.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-24,1000.0,47272.0,0.09,0.0,0.05,47272.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-27,1000.0,46998.0,0.08,0.0,0.05,46998.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-28,1000.0,47400.0,0.08,0.0,0.05,47400.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-29,1000.0,47664.0,0.07,0.0,0.05,47664.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-03-30,2244.0,107352.96,0.16,0.01,0.11,107352.96,0.0,2244.0,0.0,,,1244.0,,,,,,0.06,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,44.28,0.5066,55.72,0.0114
2023-03-31,1000.0,47867.0,0.07,0.0,0.05,47867.0,0.0,1000.0,0.0,,,,,,,,,,,1244.0,0.0,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-03,1000.0,47800.0,0.07,0.0,0.05,47800.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-04,1000.0,47256.0,0.07,0.0,0.05,47256.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-05,1000.0,46905.0,0.08,0.0,0.05,46905.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-06,1000.0,47224.0,0.08,0.0,0.05,47224.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-07,1000.0,47224.0,0.08,0.0,0.05,47224.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-10,1000.0,47224.0,0.08,0.0,0.05,47224.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-11,1000.0,47666.0,0.08,0.0,0.05,47666.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-12,1000.0,47006.0,0.08,0.0,0.05,47006.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-13,1000.0,47791.0,0.08,0.0,0.05,47791.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-14,1000.0,47896.0,0.08,0.0,0.05,47896.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-17,1000.0,48116.0,0.08,0.0,0.05,48116.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-18,1000.0,48454.0,0.08,0.0,0.05,48454.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-19,1000.0,47654.0,0.08,0.0,0.05,47654.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-20,1000.0,48103.0,0.08,0.0,0.05,48103.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-04-21,1000.0,47138.0,0.08,0.0,0.05,47138.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-04-24,1000.0,47021.0,0.08,0.0,0.05,47021.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-04-25,1000.0,46243.0,0.08,0.0,0.05,46243.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-04-26,1000.0,46340.0,0.08,0.0,0.05,46340.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-04-27,1000.0,47172.0,0.08,0.0,0.05,47172.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-04-28,1000.0,47220.0,0.08,0.0,0.05,47220.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-05-01,1000.0,47220.0,0.08,0.0,0.05,47220.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-05-02,1000.0,46604.0,0.08,0.0,0.05,46604.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-05-03,1000.0,47085.0,0.07,0.0,0.05,47085.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0051
2023-05-04,1000.0,47373.0,0.08,0.0,0.05,47373.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.005
2023-05-05,1000.0,47433.0,0.1,0.0,0.05,47433.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2023-05-08,1000.0,47702.0,0.09,0.0,0.05,47702.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0049
2023-05-09,10555.0,504201.8,0.99,0.05,0.5,504201.8,0.0,10555.0,0.0,,,9555.0,,,,,,0.46,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.828,90.5,0.0513
2023-05-10,61555.0,2921523.41,5.79,0.27,2.93,2921523.41,0.0,61555.0,0.0,,,51000.0,,,,,,2.43,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.7114,82.9,0.2991
2023-05-11,61555.0,2924601.16,6.28,0.27,2.93,2924601.16,0.0,61555.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.49,0.7112,82.88,0.2586
2023-05-12,52300.0,2476352.7,5.24,0.21,2.49,2476352.7,0.0,52300.0,0.0,,0.0,,,300.0,,0.0,,,,9555.0,0.0,0.46,,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.9623,98.08,0.2197
2023-05-15,52300.0,2526246.9,6.77,0.21,2.49,2526246.9,0.0,52300.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9628,98.1,0.2156
2023-05-16,73800.0,3567418.2,9.73,0.3,3.56,3567418.2,0.0,73800.0,0.0,,1.07,,,21500.0,,1.07,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.9733,98.64,0.3042
2023-05-17,73800.0,3576052.8,9.79,0.3,3.55,3576052.8,0.0,73800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.9731,98.64,0.3054
2023-05-18,73800.0,3575610.0,10.54,0.3,3.57,3575610.0,0.0,73800.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.973,98.63,0.3054
2023-05-19,26300.0,1273183.0,3.83,0.11,1.27,1273183.0,0.0,26300.0,0.0,,,,,,,,,,,47500.0,0.0,2.28,,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.927,96.21,0.1088
2023-05-22,28400.0,1389896.0,4.33,0.12,1.37,1389896.0,0.0,28400.0,0.0,,0.1,,,2100.0,,0.1,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.932,96.48,0.1175
2023-05-23,35300.0,1708167.0,5.51,0.14,1.73,1021029.0,14200.0,21100.0,687138.0,,,,,,,,,,14200.0,7300.0,0.7,0.35,,100.0,5.88,0.0,0.0,0.0,100.0,2.84,0.9447,97.16,0.1461
2023-05-24,29400.0,1409347.8,4.78,0.12,1.42,728642.4,14200.0,15200.0,680705.4,,,,,,,,,,,5900.0,0.69,0.3,,100.0,5.88,0.0,0.0,0.0,100.0,3.4,0.9343,96.6,0.1217
2023-05-25,31500.0,1508850.0,5.13,0.13,1.51,828670.0,14200.0,17300.0,680180.0,,0.09,,,2100.0,,0.09,,,,,0.68,,,100.0,5.88,0.0,0.0,0.0,100.0,3.18,0.9384,96.82,0.1304
2023-05-26,31500.0,1513984.5,5.16,0.13,1.51,831489.9,14200.0,17300.0,682494.6,,,,,,,,,,,,0.68,,,100.0,5.88,0.0,0.0,0.0,100.0,3.18,0.9385,96.82,0.1304
2023-05-29,29400.0,1410994.2,4.8,0.12,1.41,729493.6,14200.0,15200.0,681500.6,,,,,,,,,,,2100.0,0.68,0.1,,100.0,5.88,0.0,0.0,0.0,100.0,3.4,0.9343,96.6,0.1217
2023-05-30,1000.0,47677.0,0.17,0.0,0.05,47677.0,0.0,1000.0,0.0,,,,0.68,,14200.0,,,,,14200.0,0.0,0.68,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-05-31,1000.0,47196.0,0.17,0.0,0.05,47196.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-01,1000.0,47992.0,0.17,0.0,0.05,47992.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-02,1000.0,48537.0,0.16,0.0,0.05,48537.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-05,1000.0,48972.0,0.16,0.0,0.05,48972.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-06,1000.0,49318.0,0.19,0.0,0.05,49318.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-07,1000.0,49485.0,0.19,0.0,0.05,49485.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-08,1000.0,49108.0,0.2,0.0,0.05,49108.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-09,1000.0,49477.0,0.22,0.0,0.05,49477.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-12,1000.0,49723.0,0.21,0.0,0.05,49723.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-13,1000.0,49709.0,0.23,0.0,0.05,49709.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-14,1000.0,49878.0,0.25,0.0,0.05,49878.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-15,1000.0,50032.0,0.26,0.0,0.05,50032.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-16,1000.0,50118.0,0.26,0.0,0.05,50118.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-19,1000.0,49831.0,0.28,0.0,0.05,49831.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-20,1000.0,49234.0,0.28,0.0,0.05,49234.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-21,1000.0,48642.0,0.25,0.0,0.05,48642.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-22,1000.0,47987.0,0.26,0.0,0.05,47987.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-23,1000.0,47803.0,0.27,0.0,0.05,47803.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-26,1000.0,48249.0,0.29,0.0,0.05,48249.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0041
2023-06-27,46000.0,2216188.0,13.61,0.19,2.22,48178.0,45000.0,1000.0,2168010.0,,,,,,,,,,45000.0,,2.17,,,100.0,18.63,0.0,0.0,0.0,100.0,2.16,0.9577,97.84,0.1905
2023-06-28,91000.0,4395027.0,26.93,0.37,4.39,2221662.0,45000.0,46000.0,2173365.0,,,45000.0,,,,,,2.17,,,2.17,,,100.0,18.63,0.0,0.0,0.0,100.0,1.1,0.9782,98.9,0.3768
2023-06-29,91000.0,4375735.0,27.21,0.37,4.39,2211910.0,45000.0,46000.0,2163825.0,,,,,,,,,,,,2.17,,,100.0,18.63,0.0,0.0,0.0,100.0,1.1,0.9782,98.9,0.3768
2023-06-30,91000.0,4412499.0,27.16,0.37,4.38,2230494.0,45000.0,46000.0,2182005.0,,,,,,,,,,,,2.17,,,100.0,18.63,0.0,0.0,0.0,100.0,1.09,0.9784,98.91,0.3768
2023-07-03,91000.0,4470011.0,27.4,0.37,4.38,2259566.0,45000.0,46000.0,2210445.0,,,,,,,,,,,,2.16,,,100.0,18.63,0.0,0.0,0.0,100.0,1.11,0.9781,98.89,0.3767
2023-07-04,91000.0,4480749.0,27.99,0.37,4.39,2264994.0,45000.0,46000.0,2215755.0,,,,,,,,,,,,2.17,,,100.0,18.62,0.0,0.0,0.0,100.0,1.12,0.9778,98.88,0.3766
