,INFU FP Equity_DX_SI_QTY,INFU FP Equity_DX_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFU FP Equity_DX_SI_MV,INFU FP Equity_DX_DSS,INFU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFU FP Equity_DX_SUPPLY_SI_QTY,INFU FP Equity_DX_BROKER_SI_QTY,INFU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFU FP Equity_DX_BROKER_SI_QTY_ADD,INFU FP Equity_DX_SUPPLY_SI_MV_DEC,INFU FP Equity_DX_SUPPLY_SI_QTY_DEC,INFU FP Equity_DX_BROKER_SI_MV_ADD,INFU FP Equity_DX_SUPPLY_SI_QTY_ADD,INFU FP Equity_DX_BROKER_SI_QTY_DEC,INFU FP Equity_DX_SUPPLY_SI_MV,INFU FP Equity_DX_BROKER_SI_MV_DEC,INFU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFU FP Equity_DX_UTILIZATION_QUANTITY,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFU FP Equity_DX_ACTIVE_UTILIZATION_MV,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFU FP Equity_DX_BROKER_SI_CON_RATIO,INFU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFU FP Equity_DX_DEMAND_SUPPLY_RATIO,INFU FP Equity_PX_LAST
2021-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.68
2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.11
2021-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.14
2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.31
2021-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.44
2021-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.58
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.85
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.06
2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.14
2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.04
2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.22
2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.31
2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.54
2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.63
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.01
2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7
2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.74
2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.74
2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.87
2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53
2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.45
2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53
2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.38
2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.37
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.03
2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28
2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15
2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.18
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.88
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.91
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.18
2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.86
2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.71
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.87
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.41
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.39
2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.51
2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.86
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.75
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.17
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.21
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.07
2021-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.65
2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.73
2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.99
2021-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.01
2021-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.01
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.02
2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.83
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.12
2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.04
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.27
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.54
2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.86
2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.88
2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06
2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.51
2021-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.76
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48
2021-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.16
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.15
2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94
2021-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.15
2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46
2021-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.85
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.22
2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.74
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.92
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.03
2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.78
2021-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.37
2021-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98
2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.77
2021-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26
2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34
2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.55
2021-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2
2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.35
2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5
2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38
2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.05
2021-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.07
2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.59
2021-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9
2021-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.13
2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.63
2021-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59
2021-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.19
2021-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.55
2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.19
2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2
2021-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9
2021-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76
2021-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9
2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21
2021-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.28
2021-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.91
2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.11
2021-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.76
2021-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.39
2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.45
2021-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1
2021-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9
2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.05
2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.64
2021-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.51
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5
2021-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.81
2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.54
2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.85
2021-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.04
2021-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.01
2021-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.24
2021-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38
2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.86
2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7
2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.94
2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.14
2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.29
2021-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96
2021-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.01
2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15
2021-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16
2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.75
2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.63
2021-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38
2021-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57
2021-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.76
2021-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.06
2021-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78
2021-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.69
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.06
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.12
2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.46
2022-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.94
2022-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.82
2022-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68
2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68
2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.12
2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27
2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79
2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94
2022-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.62
2022-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.31
2022-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.57
2022-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.19
2022-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2022-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.34
2022-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3
2022-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.38
2022-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.66
2022-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.55
2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.14
2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.05
2022-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9
2022-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67
2022-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.33
2022-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.04
2022-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94
2022-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81
2022-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73
2022-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.48
2022-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.03
2022-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.77
2022-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.75
2022-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.96
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.81
2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.13
2022-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.68
2022-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.84
2022-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8
2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.36
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.43
2022-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.18
2022-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.65
2022-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.05
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.12
2022-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.18
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.75
2022-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.04
2022-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.57
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.78
2022-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.36
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59
2022-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.85
2022-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.93
2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.43
2022-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9
2022-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16
2022-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16
2022-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.63
2022-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.62
2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.69
2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.96
2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.59
2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.65
2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.24
2022-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03
2022-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16
2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.12
2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.68
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.76
2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.34
2022-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4
2022-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6
2022-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.63
2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.66
2022-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.19
2022-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.6
2022-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.28
2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.17
2022-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.46
2022-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.68
2022-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.17
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.33
2022-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.71
2022-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.96
2022-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.82
2022-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0
2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07
2022-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.92
2022-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.67
2022-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.31
2022-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.37
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7
2022-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.55
2022-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.18
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.94
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.53
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.55
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.25
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.99
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.23
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.66
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.24
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.97
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.49
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.83
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.25
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.28
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.79
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.26
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.81
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.15
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.95
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.47
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.42
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.2
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.19
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.06
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.14
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.51
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.28
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.71
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.17
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.62
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.31
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.02
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.53
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.84
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.74
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.96
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.65
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.91
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.96
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.29
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.71
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.12
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.72
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.16
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.05
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.05
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.55
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.26
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.76
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.33
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.69
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.37
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.06
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.61
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.81
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.82
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.17
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.55
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.92
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.45
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.66
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.92
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.09
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.58
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.09
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.79
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.19
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.55
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.49
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.13
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.21
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.55
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.59
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.47
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.85
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.18
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.95
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.24
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.97
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.09
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.17
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.17
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.02
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.52
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.79
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.86
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.68
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.61
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.32
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.77
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.27
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.64
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.8
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.15
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.68
