,ALATI FP Equity_DX_SI_QTY,ALATI FP Equity_DX_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALATI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALATI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALATI FP Equity_DX_SI_MV,ALATI FP Equity_DX_DSS,ALATI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY,ALATI FP Equity_DX_BROKER_SI_QTY,ALATI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALATI FP Equity_DX_BROKER_SI_MV_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALATI FP Equity_DX_BROKER_SI_MV_INC_x,ALATI FP Equity_DX_SUPPLY_SI_MV_NEW,ALATI FP Equity_DX_BROKER_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_NEW,ALATI FP Equity_DX_SUPPLY_SI_MV_DEC,ALATI FP Equity_DX_BROKER_SI_QTY_INC,ALATI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALATI FP Equity_DX_BROKER_SI_MV_NEW_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALATI FP Equity_DX_BROKER_SI_MV_INC_y,ALATI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALATI FP Equity_DX_BROKER_SI_MV_ADD,ALATI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALATI FP Equity_DX_BROKER_SI_QTY_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV,ALATI FP Equity_DX_BROKER_SI_MV_DEC,ALATI FP Equity_DX_SUPPLY_SI_MV_RMV,ALATI FP Equity_DX_BROKER_SI_MV_RMV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALATI FP Equity_DX_UTILIZATION_QUANTITY,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALATI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALATI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALATI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALATI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALATI FP Equity_DX_BROKER_SI_CON_RATIO,ALATI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALATI FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-04-26,37181.0,149839.43,0.55,2.59,0.18,0.15,0.0,63536.98,29881.0,15766.0,120420.43,,,,,,,,,,,,,,,,,,0.12,,,,100.0,34.91,0.0,0.0,,0.0,100.0,17.45,0.338,53.44,0.4344
2024-04-29,37066.0,154565.22,0.55,2.52,0.18,0.15,0.0,65744.22,29766.0,15766.0,124124.22,,,,,,,,0.0,,115.0,,,,,,,,0.12,,,,100.0,34.82,0.0,0.0,,0.0,100.0,16.99,0.3449,54.28,0.4336
2024-04-30,36666.0,150330.6,0.54,2.46,0.18,0.15,0.0,63820.6,29566.0,15566.0,121220.6,,,,,,,,0.0,,200.0,,,,,,,200.0,0.12,0.0,,,100.0,34.59,0.0,0.0,,0.0,100.0,17.85,0.343,53.86,0.429
2024-05-01,36666.0,150330.6,0.54,2.5,0.18,0.15,0.0,63820.6,29566.0,15566.0,121220.6,,,,,,,,,,,,,,,,,,0.12,,,,100.0,34.67,0.0,0.0,,0.0,100.0,17.59,0.3444,54.07,0.43
2024-05-02,36104.0,139722.48,0.53,2.46,0.18,0.14,0.0,61474.95,29885.0,15885.0,115654.95,,,319.0,0.0,,,,,319.0,,,,0.0,319.0,,,,0.12,,,,100.0,34.91,0.0,0.0,,0.0,100.0,18.49,0.3442,53.73,0.4218
2024-05-03,36766.0,143755.06,0.54,2.42,0.18,0.15,0.0,65164.06,30666.0,16666.0,119904.06,,,,0.0,,,,0.0,781.0,1019.0,,,0.0,,,1800.0,,0.12,,,,100.0,35.14,0.0,0.0,,0.0,100.0,17.17,0.3405,53.73,0.4213
2024-05-06,36966.0,145276.38,0.55,2.38,0.18,0.15,0.0,66283.38,30866.0,16866.0,121303.38,,,200.0,0.0,,,,,200.0,,,,0.0,200.0,,,,0.12,,,,100.0,36.41,0.0,0.0,,0.0,100.0,17.33,0.3399,53.61,0.436
2024-05-07,36866.0,146726.68,0.54,2.38,0.18,0.15,0.0,66728.68,30766.0,16766.0,122448.68,,,,,,,,0.0,,100.0,,,,,,,100.0,0.12,0.0,,,100.0,36.33,0.0,0.0,,0.0,100.0,17.32,0.3431,53.97,0.4354
2024-05-08,36866.0,147464.0,0.54,2.48,0.18,0.15,0.0,67064.0,30766.0,16766.0,123064.0,,,,,,,,,,,,,,,,,,0.12,,,,100.0,36.33,0.0,0.0,,0.0,100.0,17.44,0.3415,53.77,0.4354
2024-05-09,36866.0,149675.96,0.54,2.56,0.18,0.15,0.0,68069.96,30766.0,16766.0,124909.96,,,,,,,,,,,,,,,,,,0.12,,,,100.0,36.33,0.0,0.0,,0.0,100.0,17.29,0.3443,54.12,0.4354
2024-05-10,36666.0,153997.2,0.54,2.58,0.18,0.15,0.0,69577.2,30566.0,16566.0,128377.2,,,,,,,,0.0,,200.0,,,,,,,200.0,0.13,0.0,,,100.0,36.18,0.0,0.0,,0.0,100.0,17.27,0.3515,54.87,0.434
2024-05-13,36666.0,153263.88,0.54,3.06,0.18,0.15,0.0,69245.88,30566.0,16566.0,127765.88,,,,,,,,,,,,,,,,,,0.13,,,,100.0,36.18,0.0,0.0,,0.0,100.0,17.67,0.3468,54.3,0.434
2024-05-14,32066.0,132432.58,0.47,2.69,0.16,0.13,0.0,70069.58,25966.0,16966.0,107239.58,,,400.0,0.0,,,,0.02,400.0,5000.0,,,0.0,400.0,,,,0.11,,,,100.0,30.81,0.0,0.0,,0.0,100.0,20.27,0.2847,46.34,0.3805
2024-05-15,32066.0,129225.98,0.47,2.7,0.16,0.13,0.0,68372.98,25966.0,16966.0,104642.98,,,,,,,,,,,,,,,,,,0.11,,,,100.0,30.81,0.0,0.0,,0.0,100.0,20.38,0.2825,46.0,0.3805
2024-05-16,27435.0,111386.1,0.4,2.52,0.14,0.11,0.0,69287.96,21335.0,17066.0,86620.1,,,100.0,0.0,,,,0.02,100.0,4731.0,,,0.0,100.0,,,,0.09,,,,100.0,25.29,0.0,0.0,,0.0,100.0,23.38,0.2336,37.23,0.3252
2024-05-17,27835.0,111896.7,0.41,2.67,0.14,0.11,0.0,70213.32,21735.0,17466.0,87374.7,,,400.0,0.0,,,,,400.0,,,,0.0,400.0,,,,0.09,,,,100.0,25.64,0.0,0.0,,0.0,100.0,23.25,0.2284,36.38,0.3283
2024-05-20,27935.0,116768.3,0.41,2.68,0.14,0.12,0.0,73425.88,21835.0,17566.0,91270.3,,,100.0,0.0,,,,,100.0,,,,0.0,100.0,,,,0.09,,,,100.0,25.73,0.0,0.0,,0.0,100.0,22.72,0.2319,37.31,0.3291
2024-05-21,28054.0,116985.18,0.41,2.7,0.14,0.12,0.0,73746.45,21954.0,17685.0,91548.18,,,119.0,0.0,,,,,119.0,,,,0.0,119.0,,,,0.09,,,,100.0,25.83,0.0,0.0,,0.0,100.0,23.08,0.2275,36.37,0.3301
2024-05-22,28173.0,116636.22,0.42,2.4,0.14,0.12,0.0,73215.9,21954.0,17685.0,90889.56,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.83,0.0,0.0,,0.0,100.0,23.05,0.2258,36.06,0.3315
2024-05-23,27535.0,114270.25,0.41,2.54,0.14,0.12,0.0,71238.9,21435.0,17166.0,88955.25,,,,,,,,0.0,,519.0,,,,,,,519.0,0.09,0.0,,,100.0,25.37,0.0,0.0,,0.0,100.0,23.44,0.2328,37.07,0.326
2024-05-24,27535.0,114545.6,0.41,2.69,0.14,0.12,0.0,71410.56,21435.0,17166.0,89169.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.37,0.0,0.0,,0.0,100.0,23.44,0.2329,37.11,0.326
2024-05-27,27235.0,113297.6,0.4,2.43,0.14,0.11,0.0,70162.56,21135.0,16866.0,87921.6,,,,,,,,0.0,,300.0,,,,,,,300.0,0.09,0.0,,,100.0,25.11,0.0,0.0,,0.0,100.0,23.71,0.2364,37.51,0.3236
2024-05-28,27135.0,111796.2,0.4,2.47,0.14,0.11,0.0,69075.92,21035.0,16766.0,86664.2,,,,,,,,0.0,,100.0,,,,,,,100.0,0.09,0.0,,,100.0,25.02,0.0,0.0,,0.0,100.0,23.92,0.237,37.46,0.3228
2024-05-29,27135.0,111253.5,0.4,2.51,0.14,0.11,0.0,68740.6,21035.0,16766.0,86243.5,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.02,0.0,0.0,,0.0,100.0,23.9,0.2366,37.37,0.3228
2024-05-30,23955.0,98215.5,0.35,2.27,0.12,0.1,0.0,55702.6,21035.0,13586.0,86243.5,,,,,,,,,,,,,,,,,3180.0,0.09,0.01,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.74,0.2517,42.77,0.2849
2024-05-31,23955.0,97496.85,0.35,2.4,0.12,0.1,0.0,55295.02,21035.0,13586.0,85612.45,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.78,0.2509,42.63,0.2849
2024-06-03,23955.0,100131.9,0.36,2.44,0.12,0.1,0.0,56789.48,21035.0,13586.0,87926.3,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.59,0.2549,43.31,0.2849
2024-06-04,23955.0,98455.05,0.36,2.47,0.12,0.1,0.0,55838.46,21035.0,13586.0,86453.85,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.57,0.2503,42.56,0.2849
2024-06-05,23955.0,101090.1,0.36,2.48,0.12,0.1,0.0,57332.92,21035.0,13586.0,88767.7,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.47,0.2552,43.36,0.2849
2024-06-06,23946.0,102009.96,0.36,2.42,0.12,0.1,0.0,57838.02,21035.0,13577.0,89609.1,,,,,,,,,,,,,,,,,9.0,0.09,0.0,,,100.0,25.02,0.0,0.0,,0.0,100.0,15.26,0.2542,43.22,0.2848
2024-06-07,33071.0,139890.33,0.5,3.42,0.16,0.14,0.0,96029.46,21435.0,22702.0,90670.05,,,400.0,0.04,,,,,9125.0,,,,0.04,400.0,,,,0.09,,,,100.0,25.37,0.0,0.0,,0.0,100.0,30.98,0.2383,33.08,0.3915
2024-06-10,33071.0,137575.36,0.5,3.66,0.16,0.14,0.0,94440.32,21435.0,22702.0,89169.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,25.37,0.0,0.0,,0.0,100.0,30.61,0.2383,33.4,0.3915
2024-06-11,24419.0,100606.28,0.37,2.9,0.12,0.1,0.0,57886.0,23508.0,14050.0,96852.96,,,300.0,,,,,0.0,,227.0,,,,300.0,,2000.0,8652.0,0.1,0.04,,,100.0,27.9,0.0,0.0,,0.0,100.0,15.41,0.2434,41.62,0.2899
2024-06-12,24349.0,97883.03,0.37,2.99,0.12,0.1,0.0,56199.63,23438.0,13980.0,94220.81,,,,,,,,0.0,,70.0,,,,,,,70.0,0.1,0.0,,,100.0,27.84,0.0,0.0,,0.0,100.0,15.43,0.2478,42.35,0.2893
2024-06-13,23409.0,93636.0,0.35,2.89,0.12,0.1,0.0,52560.0,22598.0,13140.0,90392.0,,,,,,,,0.0,,840.0,,,,,,,840.0,0.09,0.0,,,100.0,27.12,0.0,0.0,,0.0,100.0,16.31,0.2567,42.95,0.2809
2024-06-14,23409.0,88954.2,0.35,2.94,0.12,0.09,0.0,49932.0,22598.0,13140.0,85872.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.03,0.2534,42.28,0.2809
2024-06-17,23409.0,84272.4,0.35,2.77,0.12,0.09,0.0,47304.0,22598.0,13140.0,81352.8,,,,,,251.0,,0.0,,251.0,,,,,0.0,251.0,251.0,0.08,0.0,,,100.0,26.59,0.0,0.0,,0.0,100.0,17.78,0.252,41.93,0.2755
2024-06-18,22746.0,85297.5,0.34,2.61,0.11,0.09,0.0,45288.75,21535.0,12077.0,80756.25,,,,,,,,0.0,,1063.0,,,,,,,1063.0,0.08,0.0,,,100.0,25.34,0.0,0.0,,0.0,100.0,18.06,0.272,44.45,0.2677
2024-06-19,22746.0,86207.34,0.34,2.61,0.11,0.09,0.0,45771.83,21535.0,12077.0,81617.65,,,,,,,,,,,,,,,,,,0.08,,,,100.0,25.34,0.0,0.0,,0.0,100.0,17.91,0.2725,44.59,0.2677
2024-06-20,23746.0,87860.2,0.36,2.71,0.12,0.09,0.0,49864.9,22935.0,13477.0,84859.5,,,,0.01,,,,0.0,1400.0,400.0,,,0.01,,,1800.0,,0.09,,,,100.0,26.55,0.0,0.0,,0.0,100.0,17.25,0.2493,41.83,0.2749
2024-06-21,23746.0,86435.44,0.36,2.66,0.12,0.09,0.0,49056.28,22935.0,13477.0,83483.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.62,0.2501,41.87,0.2808
2024-06-24,23746.0,89284.96,0.36,2.73,0.12,0.09,0.0,50673.52,22935.0,13477.0,86235.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.41,0.2563,42.93,0.2808
2024-06-25,23746.0,87860.2,0.36,2.85,0.12,0.09,0.0,49864.9,22935.0,13477.0,84859.5,,,,,,,,,,,,,,,,,,0.09,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.38,0.2509,42.06,0.2808
2024-06-26,23746.0,87147.82,0.36,2.85,0.12,0.09,0.0,49460.59,22935.0,13477.0,84171.45,,,,,,,,,,,,,,,,,,0.08,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.55,0.2511,42.05,0.2808
2024-06-27,23746.0,84773.22,0.36,2.9,0.12,0.09,0.0,48112.89,22935.0,13477.0,81877.95,,,,,,,,,,,,,,,,,,0.08,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.82,0.2491,41.66,0.2808
2024-06-28,23746.0,86435.44,0.36,2.96,0.12,0.09,0.0,49056.28,22935.0,13477.0,83483.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.79,0.2537,42.43,0.2808
2024-07-01,23746.0,85010.68,0.36,2.97,0.12,0.09,0.0,48247.66,22935.0,13477.0,82107.3,,,,,,,,,,,,,,,,,,0.08,,,,100.0,27.12,0.0,0.0,,0.0,100.0,17.84,0.2504,41.88,0.2808
2024-07-02,14760.0,52398.0,0.22,1.93,0.07,0.06,0.0,47843.35,13949.0,13477.0,49518.95,,,,,,,,0.03,,8986.0,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.53,0.1943,28.4,0.1745
2024-07-03,14760.0,53726.4,0.22,2.6,0.07,0.06,0.0,49056.28,13949.0,13477.0,50774.36,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.49,0.1933,28.21,0.1745
2024-07-04,14760.0,54169.2,0.22,2.48,0.07,0.06,0.0,49460.59,13949.0,13477.0,51192.83,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.39,0.1925,28.04,0.1745
2024-07-05,14760.0,53874.0,0.22,2.45,0.07,0.06,0.0,49191.05,13949.0,13477.0,50913.85,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.73,0.1926,27.69,0.1745
2024-07-08,14760.0,52545.6,0.22,2.94,0.07,0.06,0.0,47978.12,13949.0,13477.0,49658.44,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.73,0.1935,27.96,0.1745
2024-07-09,14760.0,52102.8,0.22,2.94,0.07,0.05,0.0,47573.81,13949.0,13477.0,49239.97,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.53,0.1942,28.38,0.1745
2024-07-10,14760.0,52988.4,0.22,2.96,0.07,0.05,0.0,48382.43,13949.0,13477.0,50076.91,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.43,0.1937,28.33,0.1745
2024-07-11,14760.0,53431.2,0.22,2.93,0.07,0.06,0.0,48786.74,13949.0,13477.0,50495.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.51,0.1929,28.03,0.1745
2024-07-12,14760.0,53136.0,0.22,2.99,0.07,0.06,0.0,48517.2,13949.0,13477.0,50216.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.65,0.1928,27.87,0.1745
2024-07-15,14760.0,53136.0,0.22,3.01,0.07,0.06,0.0,48517.2,13949.0,13477.0,50216.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.65,0.1929,27.9,0.1745
2024-07-16,14760.0,52693.2,0.22,3.06,0.07,0.06,0.0,48112.89,13949.0,13477.0,49797.93,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.7,0.1934,27.97,0.1745
2024-07-17,14760.0,53431.2,0.22,3.11,0.07,0.05,0.0,48786.74,13949.0,13477.0,50495.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.48,0.1927,28.0,0.1745
2024-07-18,14760.0,53431.2,0.22,3.34,0.07,0.06,0.0,48786.74,13949.0,13477.0,50495.38,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.74,0.1928,27.74,0.1745
2024-07-19,14760.0,53136.0,0.22,3.53,0.07,0.06,0.0,48517.2,13949.0,13477.0,50216.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.67,0.193,27.89,0.1745
2024-07-22,14760.0,51807.6,0.22,3.63,0.07,0.06,0.0,47304.27,13949.0,13477.0,48960.99,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.75,0.194,28.06,0.1745
2024-07-23,14760.0,51660.0,0.22,3.46,0.07,0.05,0.0,47169.5,13949.0,13477.0,48821.5,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.55,0.1946,28.48,0.1745
2024-07-24,14760.0,51955.2,0.22,3.49,0.07,0.05,0.0,47439.04,13949.0,13477.0,49100.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.42,0.1945,28.6,0.1745
2024-07-25,14760.0,52250.4,0.22,3.48,0.07,0.05,0.0,47708.58,13949.0,13477.0,49379.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.49,0.1941,28.4,0.1745
2024-07-26,14760.0,52250.4,0.22,3.92,0.07,0.05,0.0,47708.58,13949.0,13477.0,49379.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.5,0.194,28.36,0.1745
2024-07-29,14760.0,51955.2,0.22,5.09,0.07,0.05,0.0,47439.04,13949.0,13477.0,49100.48,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.54,0.1944,28.43,0.1745
2024-07-30,14760.0,52250.4,0.22,5.82,0.07,0.05,0.0,47708.58,13949.0,13477.0,49379.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.4,0.1943,28.55,0.1745
2024-07-31,14760.0,51807.6,0.22,6.18,0.07,0.05,0.0,47304.27,13949.0,13477.0,48960.99,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.53,0.1945,28.45,0.1745
2024-08-01,14760.0,52250.4,0.22,6.33,0.07,0.05,0.0,47708.58,13949.0,13477.0,49379.46,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.4,0.1944,28.58,0.1745
2024-08-02,14760.0,52693.2,0.22,6.91,0.07,0.05,0.0,48112.89,13949.0,13477.0,49797.93,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.4,0.1934,28.26,0.1745
2024-08-05,14760.0,51364.8,0.22,6.92,0.07,0.05,0.0,46899.96,13949.0,13477.0,48542.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.65,0.194,28.19,0.1745
2024-08-06,14760.0,51364.8,0.22,6.81,0.07,0.05,0.0,46899.96,13949.0,13477.0,48542.52,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.53,0.1945,28.47,0.1745
2024-08-07,14760.0,48560.4,0.22,6.25,0.07,0.05,0.0,44339.33,13949.0,13477.0,45892.21,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.65,0.1966,28.91,0.1745
2024-08-08,14760.0,48708.0,0.22,5.21,0.07,0.05,0.0,44474.1,13949.0,13477.0,46031.7,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.12,0.1976,29.7,0.1745
2024-08-09,14760.0,49003.2,0.22,4.76,0.07,0.05,0.0,44743.64,13949.0,13477.0,46310.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.09,0.1973,29.64,0.1745
2024-08-12,14760.0,47822.4,0.22,5.48,0.07,0.05,0.0,43665.48,13949.0,13477.0,45194.76,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.3,0.198,29.62,0.1745
2024-08-13,14760.0,47674.8,0.22,5.26,0.07,0.05,0.0,43530.71,13949.0,13477.0,45055.27,,,,,,,,,,,,,,,,,,0.04,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.05,0.1985,29.98,0.1745
2024-08-14,14760.0,48412.8,0.22,5.24,0.07,0.05,0.0,44204.56,13949.0,13477.0,45752.72,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,19.95,0.1976,29.85,0.1745
2024-08-15,14760.0,47232.0,0.22,5.28,0.07,0.05,0.0,43126.4,13949.0,13477.0,44636.8,,,,,,,,,,,,,,,,,,0.05,,,,100.0,16.49,0.0,0.0,,0.0,100.0,20.34,0.1985,29.71,0.1745
2024-08-16,14760.0,47232.0,0.22,5.4,0.07,0.05,0.0,43126.4,13949.0,13477.0,44636.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,16.49,0.0,0.0,,0.0,100.0,19.96,0.1989,30.19,0.1745
2024-08-19,14760.0,47232.0,0.22,4.84,0.07,0.05,0.0,43126.4,13949.0,13477.0,44636.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,16.49,0.0,0.0,,0.0,100.0,19.92,0.1986,30.13,0.1745
2024-08-20,14960.0,47572.8,0.23,4.92,0.07,0.05,0.0,40312.86,13149.0,12677.0,41813.82,,,1000.0,,,,,0.01,,1800.0,,,,1000.0,,,800.0,0.04,0.0,,,100.0,15.36,0.0,0.0,,0.0,100.0,19.8,0.1966,29.63,0.1748
2024-08-21,14960.0,48320.8,0.23,4.92,0.07,0.05,0.0,40946.71,13149.0,12677.0,42471.27,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,19.73,0.1961,29.55,0.1748
2024-08-22,14960.0,48171.2,0.23,5.04,0.07,0.05,0.0,40819.94,13149.0,12677.0,42339.78,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,19.9,0.196,29.38,0.1748
2024-08-23,14960.0,48320.8,0.23,4.97,0.07,0.05,0.0,40946.71,13149.0,12677.0,42471.27,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,19.86,0.1957,29.34,0.1748
2024-08-26,14960.0,50265.6,0.23,4.98,0.07,0.05,0.0,42594.72,13149.0,12677.0,44180.64,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,19.7,0.1941,29.07,0.1748
2024-08-27,14960.0,49816.8,0.23,4.89,0.07,0.05,0.0,42214.41,13149.0,12677.0,43786.17,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,20.14,0.1937,28.54,0.1748
2024-08-28,14960.0,49368.0,0.23,4.87,0.07,0.05,0.0,41834.1,13149.0,12677.0,43391.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,20.17,0.1944,28.7,0.1748
2024-08-29,14960.0,49816.8,0.23,5.04,0.07,0.05,0.0,42214.41,13149.0,12677.0,43786.17,,,,,,,,,,,,,,,,,,0.04,,,,100.0,15.36,0.0,0.0,,0.0,100.0,20.03,0.1945,28.86,0.1748
2024-08-30,14953.0,53232.68,0.23,5.03,0.07,0.05,0.0,45105.2,12475.0,12670.0,44411.0,,,,,,,,0.0,,674.0,,,,,,,7.0,0.04,0.0,,,100.0,14.58,0.0,0.0,,0.0,100.0,19.76,0.1921,28.56,0.1747
2024-09-02,14953.0,51737.38,0.23,4.79,0.07,0.05,0.0,43838.2,12475.0,12670.0,43163.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,19.69,0.1919,28.41,0.1747
2024-09-03,14286.0,47429.52,0.22,4.87,0.07,0.05,0.0,39849.96,12475.0,12003.0,41417.0,,,,,,,,,,,,,,,,,667.0,0.04,0.0,,,100.0,14.58,0.0,0.0,,0.0,100.0,21.42,0.1962,29.66,0.167
2024-09-04,14286.0,48286.68,0.22,4.8,0.07,0.05,0.0,40570.14,12475.0,12003.0,42165.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,20.77,0.1964,30.2,0.167
2024-09-05,14286.0,47286.66,0.22,2.62,0.07,0.05,0.0,39729.93,12475.0,12003.0,41292.25,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,21.14,0.1967,29.98,0.167
2024-09-06,14286.0,47429.52,0.22,2.19,0.07,0.05,0.0,39849.96,12475.0,12003.0,41417.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,20.97,0.197,30.2,0.167
2024-09-09,14286.0,47000.94,0.22,2.19,0.07,0.05,0.0,39489.87,12475.0,12003.0,41042.75,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,21.05,0.1976,30.3,0.167
2024-09-10,14286.0,45286.62,0.22,2.18,0.07,0.05,0.0,38049.51,12475.0,12003.0,39545.75,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,21.08,0.1994,30.73,0.167
2024-09-11,14286.0,45143.76,0.22,2.15,0.07,0.05,0.0,37929.48,12475.0,12003.0,39421.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,14.58,0.0,0.0,,0.0,100.0,20.66,0.2007,31.35,0.167
