,ALGEN FP Equity_DX_SI_QTY,ALGEN FP Equity_DX_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALGEN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALGEN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALGEN FP Equity_DX_SI_MV,ALGEN FP Equity_DX_DSS,ALGEN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALGEN FP Equity_DX_SUPPLY_SI_QTY,ALGEN FP Equity_DX_BROKER_SI_QTY,ALGEN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALGEN FP Equity_DX_BROKER_SI_MV_INC_x,ALGEN FP Equity_DX_BROKER_SI_QTY_ADD,ALGEN FP Equity_DX_SUPPLY_SI_MV_DEC,ALGEN FP Equity_DX_BROKER_SI_QTY_INC,ALGEN FP Equity_DX_SUPPLY_SI_QTY_DEC,ALGEN FP Equity_DX_BROKER_SI_MV_INC_y,ALGEN FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALGEN FP Equity_DX_BROKER_SI_MV_ADD,ALGEN FP Equity_DX_SUPPLY_SI_QTY_ADD,ALGEN FP Equity_DX_BROKER_SI_QTY_DEC,ALGEN FP Equity_DX_SUPPLY_SI_MV,ALGEN FP Equity_DX_BROKER_SI_MV_DEC,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_UTILIZATION_QUANTITY,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALGEN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALGEN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALGEN FP Equity_DX_ACTIVE_UTILIZATION_MV,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALGEN FP Equity_DX_BROKER_SI_CON_RATIO,ALGEN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALGEN FP Equity_DX_DEMAND_SUPPLY_RATIO,ALGEN FP Equity_PX_LAST
2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97
2008-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2008-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2008-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2008-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06
2008-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09
2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2008-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
2008-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02
2008-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2008-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2008-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2008-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
2008-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
2008-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
2008-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77
2008-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74
2008-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2008-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75
2008-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2008-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2008-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2008-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28
2008-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2008-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25
2008-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2008-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2008-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23
2008-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2008-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2008-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
2008-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35
2008-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36
2008-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2008-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2008-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2008-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55
2008-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54
2008-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2008-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2008-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42
2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2008-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09
2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2008-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04
2008-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2008-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2008-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83
2008-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2008-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99
2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2008-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2008-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2008-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2008-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2008-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2008-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43
2009-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
2009-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2009-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2009-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2009-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2009-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2009-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17
2009-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2009-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2009-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
2009-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11
2009-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
2009-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2009-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2009-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2009-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26
2009-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2009-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2009-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2009-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2009-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2009-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2009-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2009-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2009-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2009-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2009-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2009-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27
2009-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2009-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25
2009-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2009-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
2009-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2009-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2009-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2009-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2009-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
2009-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29
2009-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2009-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2009-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2009-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2009-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2009-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2009-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2009-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2009-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2009-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2009-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
2009-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68
2009-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2009-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2009-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2009-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
2009-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
2009-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
2009-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2009-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95
2009-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
2009-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88
2009-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85
2009-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
2009-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78
2009-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
2009-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2009-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
2009-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2009-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65
