,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_x,AM FP Equity_y,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity,AM FP Equity
2006-10-06,635.0,355342.07,0.18,2.7,0.01,0.41,0.0,265247.47,261.0,474.0,146053.99,,,,,,,,0.04,,69.0,,,,,,,,0.17,,,,34.85,34.85,487.0,272522.19,,0.31,34.85,20.68,0.4894,65.36,0.8489
2006-10-09,637.0,351752.76,0.18,2.34,0.01,0.41,0.0,261743.81,263.0,474.0,145229.16,,,2.0,,,,,,,,,,,2.0,,,,0.17,,,,34.66,34.66,496.0,273892.26,,0.32,34.7,20.69,0.489,65.31,0.8404
2006-10-10,636.0,352859.77,0.18,2.33,0.01,0.41,0.0,262980.4,261.0,474.0,144805.66,,,,,,,,0.0,,2.0,,,,,,,,0.17,,,,34.76,34.76,489.0,271302.56,,0.31,34.79,20.66,0.4895,65.37,0.848
2006-10-11,568.0,317602.32,0.16,2.1,0.01,0.37,0.0,227577.72,259.0,407.0,144822.18,,,,,,,,0.0,,2.0,,,,,,,67.0,0.17,0.04,,,34.65,34.65,489.0,273428.76,,0.32,34.67,24.43,0.6307,75.57,0.7594
2006-10-12,564.0,308499.24,0.16,2.04,0.01,0.37,0.0,222622.68,256.0,407.0,140028.03,,,,,,,,0.0,,3.0,,,,,,,,0.17,,,,33.99,33.99,497.0,271851.28,,0.32,34.07,24.43,0.6308,75.57,0.749
2006-10-13,562.0,308138.36,0.16,2.01,0.01,0.36,0.0,223153.58,252.0,407.0,138168.8,,,,,,,,0.0,,4.0,,,,,,,,0.16,,,,34.15,34.15,486.0,266468.4,,0.31,34.22,24.46,0.6305,75.54,0.7615
2006-10-16,561.0,312224.65,0.16,2.11,0.01,0.36,0.0,226515.92,251.0,407.0,139694.1,,,,,,,,0.0,,1.0,,,,,,,,0.16,,,,34.0,34.0,488.0,271596.49,,0.32,34.04,24.49,0.6302,75.51,0.7591
2006-10-17,563.0,306973.08,0.16,2.1,0.01,0.37,0.0,221914.82,255.0,407.0,139037.54,,,4.0,,,,,,,,,,,4.0,,,,0.17,,,,34.04,34.04,494.0,269351.16,,0.32,34.13,24.56,0.6294,75.44,0.7517
2006-10-18,562.0,309115.8,0.16,2.02,0.01,0.36,0.0,223861.44,252.0,407.0,138607.08,,,,,,,,0.0,,3.0,,,,,,,,0.16,,,,34.05,34.05,488.0,268413.72,,0.31,34.1,23.93,0.6359,76.07,0.7595
2006-10-19,562.0,309115.8,0.16,2.03,0.01,0.36,0.0,223861.44,253.0,407.0,139157.11,,,0.0,,,,,,,,,,,0.0,,,,0.16,,,,33.83,33.83,494.0,271713.89,,0.32,33.88,23.9,0.6363,76.1,0.7523
2006-10-20,563.0,310155.42,0.16,2.01,0.01,0.36,0.0,224215.37,254.0,407.0,139928.02,,,2.0,,,,,,,,,,,2.0,,,,0.16,,,,34.09,34.09,492.0,271041.68,,0.32,34.13,23.96,0.6356,76.04,0.7547
2006-10-23,632.0,348442.16,0.17,2.24,0.01,0.41,0.0,224392.34,324.0,407.0,178631.74,,,69.0,,,,,,,,,,,69.0,,,,0.21,,,,43.33,43.33,424.0,233764.99,,0.27,43.38,23.96,0.6356,76.04,0.8461
2006-10-24,631.0,351183.16,0.17,1.8,0.01,0.41,0.0,226515.92,323.0,407.0,179765.71,,,,,,,,0.0,,1.0,,,,,,,,0.21,,,,43.12,43.12,425.0,236533.83,,0.27,43.14,23.94,0.6358,76.06,0.8436
2006-10-25,632.0,351739.71,0.17,1.4,0.01,0.41,0.0,226515.92,324.0,407.0,180322.26,,,1.0,,,,,,,,,,,1.0,,,,0.21,,,,43.04,43.04,428.0,238203.48,,0.28,43.08,24.22,0.6329,75.78,0.8404
2006-10-26,631.0,352280.61,0.17,1.34,0.01,0.41,0.0,227223.79,323.0,407.0,180327.48,,,,,,,,0.0,,1.0,,,,,,,,0.21,,,,42.91,42.91,429.0,239506.15,,0.28,42.93,24.21,0.633,75.79,0.8391
2006-10-27,633.0,346241.17,0.18,0.83,0.01,0.41,0.0,222622.68,325.0,407.0,177769.95,,,2.0,,,,,,,,,,,2.0,,,,0.21,,,,43.03,43.03,430.0,235203.32,,0.28,43.12,24.22,0.633,75.78,0.8395
2006-10-30,677.0,367953.59,0.19,0.91,0.01,0.44,0.0,247838.75,319.0,456.0,173378.43,,,,,,49.0,,0.0,,5.0,,,,,0.03,,,0.21,,,,43.16,43.16,420.0,228272.54,,0.27,43.28,21.68,0.516,67.65,0.9149
2006-10-31,675.0,362170.68,0.19,0.9,0.01,0.44,0.0,244129.87,316.0,455.0,169549.53,,,,,,,,0.0,,3.0,,,,,,,0.0,0.2,0.0,,,42.96,42.96,419.0,224814.1,,0.27,43.12,21.7,0.5165,67.69,0.9184
2006-11-01,674.0,370425.89,0.19,0.9,0.01,0.43,0.0,250064.95,316.0,455.0,173671.48,,,,,,,,0.0,,0.0,,,,,,,0.0,0.2,0.0,,,43.1,43.1,417.0,229180.41,,0.27,43.15,21.14,0.5222,68.29,0.9208
2006-11-02,681.0,368351.0,0.19,0.92,0.01,0.44,0.0,246649.13,323.0,456.0,174709.8,,,7.0,0.0,,,,,1.0,,,,0.0,7.0,,,,0.21,,,,43.09,43.09,426.0,230422.21,,0.27,43.19,21.05,0.5204,68.15,0.9092
2006-11-03,677.0,360300.15,0.19,0.91,0.01,0.43,0.0,242151.51,319.0,455.0,169772.15,,,,,,,,0.0,,3.0,,,,,,,1.0,0.2,0.0,,,43.29,43.29,418.0,222460.06,,0.27,43.45,21.11,0.5217,68.25,0.9173
2006-11-06,672.0,356470.39,0.19,0.9,0.01,0.43,0.0,241360.16,313.0,455.0,166034.57,,,,,,,,0.0,,6.0,,,,,,,1.0,0.2,0.0,,,43.04,43.04,414.0,219611.22,,0.26,43.21,21.11,0.5234,68.4,0.9243
2006-11-07,671.0,364692.55,0.19,0.89,0.01,0.43,0.0,247295.25,311.0,455.0,169030.38,,,,,,,,0.0,,2.0,,,,,,,0.0,0.2,0.0,,,42.91,42.91,414.0,225011.5,,0.26,43.0,21.12,0.5236,68.42,0.9255
2006-11-08,677.0,372369.03,0.19,0.94,0.01,0.44,0.0,250812.82,319.0,456.0,175458.97,,,8.0,0.0,,,,,1.0,,,,0.0,8.0,,,,0.21,,,,43.18,43.18,420.0,231011.81,,0.27,43.24,21.38,0.519,67.97,0.9173
2006-11-09,679.0,377897.57,0.19,0.96,0.01,0.44,0.0,253786.88,321.0,456.0,178652.61,,,2.0,0.0,,,,,1.0,,,,0.0,2.0,,,,0.21,,,,42.95,42.95,426.0,237090.38,,0.27,42.97,21.25,0.5187,67.97,0.909
2006-11-10,687.0,382349.97,0.19,0.89,0.01,0.44,0.0,254343.43,330.0,457.0,183661.56,,,9.0,0.0,,,,,1.0,,,,0.0,9.0,,,,0.21,,,,43.71,43.71,425.0,236533.83,,0.27,43.73,21.08,0.5086,67.27,0.9099
2006-11-13,688.0,382906.53,0.19,0.85,0.01,0.44,0.0,256569.63,331.0,461.0,184218.11,,,1.0,0.0,,4.0,,,0.0,,,,0.0,1.0,0.0,,,0.21,,,,43.81,43.81,425.0,236533.83,,0.27,43.84,21.04,0.5089,67.3,0.9101
2006-11-14,638.0,355633.83,0.18,0.68,0.01,0.41,0.0,229099.53,331.0,411.0,184505.95,,,,,,,,0.0,,1.0,,,,,,,50.0,0.21,0.03,,,43.72,43.72,426.0,237460.83,,0.27,43.72,23.53,0.6255,75.5,0.8439
2006-11-15,637.0,353137.61,0.18,0.68,0.01,0.41,0.0,227848.6,328.0,411.0,181835.38,,,,,,,,0.0,,2.0,,,,,,,,0.21,,,,43.66,43.66,424.0,235055.49,,0.27,43.71,24.07,0.62,74.97,0.8471
2006-11-16,636.0,352583.24,0.18,0.68,0.01,0.41,0.0,227848.6,328.0,411.0,181835.38,,,,,,,,0.0,,1.0,,,,,,,,0.21,,,,43.78,43.78,421.0,233392.36,,0.27,43.84,24.11,0.6197,74.93,0.8503
2006-11-17,635.0,352304.96,0.18,0.68,0.01,0.41,0.0,228027.31,326.0,411.0,180868.37,,,,,,,,0.0,,2.0,,,,,,,,0.21,,,,43.59,43.59,422.0,234130.23,,0.27,43.64,24.12,0.6196,74.92,0.8489
2006-11-20,636.0,353965.92,0.18,0.53,0.01,0.41,0.0,228742.12,327.0,411.0,181991.91,,,1.0,,,,,,,,,,,1.0,,,,0.21,,,,43.73,43.73,421.0,234307.63,,0.27,43.77,24.17,0.6191,74.87,0.8503
2006-11-21,636.0,356731.27,0.18,0.53,0.01,0.41,0.0,230529.17,327.0,411.0,183413.72,,,0.0,,,,,,,,,,,0.0,,,,0.21,,,,43.62,43.62,423.0,237259.95,,0.27,43.63,24.14,0.6193,74.9,0.8469
2006-11-22,842.0,470079.68,0.23,0.71,0.01,0.54,0.0,285285.88,434.0,511.0,242297.6,,,107.0,,,100.0,,,,,,,,107.0,0.06,,,0.28,,,,57.28,57.28,324.0,180885.77,,0.21,57.31,19.45,0.4403,60.41,1.1108
2006-11-23,842.0,468615.25,0.23,0.71,0.01,0.54,0.0,284397.14,430.0,511.0,239316.58,,,,,,,,0.0,,4.0,,,,,,,,0.28,,,,57.01,57.01,325.0,180878.81,,0.21,57.05,19.4,0.4405,60.44,1.1152
2006-11-24,840.0,462388.85,0.23,0.7,0.01,0.54,0.0,281286.55,427.0,511.0,235047.66,,,,,,,,0.0,,3.0,,,,,,,,0.28,,,,56.61,56.61,327.0,180001.37,,0.21,56.69,19.38,0.4419,60.6,1.1126
2006-11-27,832.0,472455.45,0.23,0.7,0.01,0.54,0.0,287902.54,422.0,507.0,239634.86,,,,,,,,0.0,,5.0,,,,,,,4.0,0.27,0.0,,,56.84,56.84,321.0,182281.49,,0.21,56.81,19.88,0.4457,60.71,1.1198
2006-11-28,842.0,473374.63,0.23,0.69,0.01,0.54,0.0,285036.74,436.0,507.0,245120.35,,,13.0,,,,,,,,,,,13.0,,,,0.28,,,,56.9,56.9,330.0,185526.87,,0.21,56.9,19.71,0.4465,60.8,1.0992
2006-11-29,840.0,468597.86,0.23,0.7,0.01,0.54,0.0,282832.28,433.0,507.0,241551.04,,,,,,,,0.0,,2.0,,,,,,,,0.28,,,,57.16,57.16,325.0,181302.74,,0.21,57.2,19.69,0.4462,60.76,1.1082
2006-11-30,836.0,461640.98,0.23,0.69,0.01,0.54,0.0,279966.48,428.0,507.0,236342.51,,,,,,,,0.0,,6.0,,,,,,,,0.28,,,,56.76,56.76,326.0,180017.9,,0.21,56.84,19.79,0.4468,60.84,1.1088
2006-12-01,882.0,483207.3,0.24,0.72,0.01,0.57,0.0,304606.87,424.0,556.0,232290.13,0.03,,,,,,49.0,0.0,,4.0,0.03,,,,,,,0.27,,,,56.7,56.7,324.0,177504.72,,0.21,56.81,18.07,0.3797,55.54,1.1791
2006-12-04,882.0,483590.8,0.24,0.72,0.01,0.57,0.0,304848.62,424.0,556.0,232474.49,,,,,,,,0.0,,0.0,,,,,,,0.0,0.27,0.0,,,56.7,56.7,324.0,177645.6,,0.21,56.81,18.08,0.3801,55.57,1.1807
2006-12-05,882.0,483207.3,0.24,0.77,0.01,0.57,0.0,304606.87,424.0,556.0,232290.13,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,,0.27,,,,57.01,57.01,319.0,174765.45,,0.21,57.11,18.05,0.3803,55.6,1.1871
2006-12-06,883.0,481451.56,0.24,0.85,0.01,0.57,0.0,303156.36,426.0,556.0,232274.48,,,2.0,0.0,,,,,0.0,,,,0.0,2.0,,,,0.27,,,,57.03,57.03,321.0,175023.73,,0.2,57.13,17.69,0.3825,55.9,1.1821
2006-12-07,881.0,482659.45,0.24,0.86,0.01,0.57,0.0,304606.87,423.0,556.0,231742.28,,,,,,,,0.0,,2.0,,,,,,,0.0,0.27,0.0,,,56.93,56.93,320.0,175313.31,,0.2,57.01,17.68,0.3822,55.85,1.1841
2006-12-08,884.0,484303.01,0.24,1.23,0.01,0.57,0.0,304606.87,427.0,556.0,233933.69,,,3.0,0.0,,,,,0.0,,,,0.0,3.0,,,,0.27,,,,57.19,57.19,319.0,174765.45,,0.2,57.28,17.69,0.3822,55.86,1.185
2006-12-11,883.0,476844.37,0.24,1.22,0.01,0.57,0.0,300255.34,425.0,556.0,229511.73,,,,0.0,,,,0.0,0.0,1.0,,,0.0,,,,,0.27,,,,56.87,56.87,323.0,174428.91,,0.21,57.0,17.71,0.3832,56.0,1.1805
2006-12-12,877.0,486569.21,0.24,1.2,0.01,0.56,0.0,308474.9,417.0,556.0,231356.17,,,,,,,,0.0,,8.0,,,,,,,0.0,0.27,0.0,,,56.78,56.78,317.0,175875.08,,0.2,56.83,17.82,0.3809,55.69,1.1948
2006-12-13,885.0,497934.14,0.24,1.2,0.01,0.57,0.0,312826.42,428.0,556.0,240808.83,,,12.0,,,,,,,,,,,12.0,,,0.0,0.28,0.0,,,57.17,57.17,321.0,180606.62,,0.21,57.17,17.99,0.379,55.43,1.1816
2006-12-14,841.0,471715.41,0.23,1.13,0.01,0.54,0.0,284375.4,434.0,507.0,243429.83,,,6.0,,,,,,,,,,,6.0,,,49.0,0.28,0.03,,,57.22,57.22,325.0,182291.92,,0.21,57.24,19.67,0.4465,60.8,1.108
2006-12-15,839.0,474241.63,0.23,1.12,0.01,0.54,0.0,286579.86,433.0,507.0,244751.64,,,,,,,,0.0,,2.0,,,,,,,,0.28,,,,57.24,57.24,323.0,182574.55,,0.21,57.22,19.79,0.4457,60.7,1.1098
2006-12-18,841.0,475372.12,0.23,1.12,0.01,0.54,0.0,286579.86,434.0,507.0,245316.88,,,2.0,,,,,,,,,,,2.0,,,,0.28,,,,57.01,57.01,327.0,184835.53,,0.21,56.99,19.8,0.446,60.74,1.1037
2006-12-19,891.0,499760.32,0.25,1.19,0.01,0.58,0.0,312420.31,433.0,557.0,242868.93,,,,,,50.0,,0.0,,1.0,,,,,0.03,,,0.28,,,,56.8,56.8,329.0,184535.52,,0.21,56.81,17.89,0.3777,55.31,1.1693
2006-12-20,838.0,474040.75,0.23,1.12,0.01,0.54,0.0,286800.31,431.0,507.0,243808.55,,,,,,,,0.0,,2.0,,,,,,,50.0,0.28,0.03,,,57.09,57.09,324.0,183280.67,,0.21,57.08,19.78,0.445,60.62,1.1099
2006-12-21,892.0,500709.07,0.25,1.19,0.01,0.58,0.0,312662.5,435.0,557.0,244179.87,,,4.0,,,50.0,,,,,,,,4.0,0.03,,,0.28,,,,57.06,57.06,327.0,183555.9,,0.21,57.07,17.89,0.3773,55.26,1.1706
2006-12-22,838.0,478777.51,0.23,1.21,0.01,0.55,0.0,289666.11,431.0,507.0,246244.76,,,,,,,,0.0,,4.0,,,,,,,50.0,0.28,0.03,,,57.15,57.15,323.0,184540.74,,0.21,57.1,19.93,0.444,60.5,1.1114
2006-12-25,507.0,289666.11,0.14,0.78,0.01,0.55,0.0,289666.11,0.0,507.0,0.0,,,,,,,,0.0,,431.0,,,,,,,,0.28,,,,0.0,0.0,0.0,0.0,,0.18,61.87,19.87,0.4444,60.55,0.0
2006-12-26,844.0,482205.51,0.23,1.3,0.01,0.55,0.0,289666.11,438.0,507.0,250244.09,,,438.0,,,,,,,,,,,438.0,,,,0.28,,,,57.19,57.19,328.0,187397.4,,0.21,57.14,19.93,0.444,60.5,1.1018
2006-12-27,888.0,515452.43,0.25,1.36,0.01,0.58,0.0,323318.7,430.0,557.0,249599.71,,,,,,50.0,,0.0,,8.0,,,,,0.03,,,0.28,,,,56.98,56.98,325.0,188650.95,,0.21,56.9,18.3,0.3729,54.66,1.1777
2006-12-28,896.0,525939.92,0.25,1.72,0.01,0.59,0.0,327538.48,440.0,558.0,258274.07,,,10.0,0.0,,,,,1.0,,,,0.0,10.0,,,,0.29,,,,57.06,57.06,331.0,194292.54,,0.22,56.93,18.44,0.3713,54.46,1.1621
2006-12-29,901.0,524957.26,0.25,1.69,0.01,0.59,0.0,325694.91,445.0,559.0,259274.12,,,5.0,0.0,,,,,1.0,,,,0.0,5.0,,,,0.29,,,,57.03,57.03,336.0,195766.53,,0.22,56.92,18.33,0.3716,54.54,1.1536
2007-01-01,559.0,325694.91,0.15,1.05,0.01,0.59,0.0,325694.91,0.0,559.0,0.0,,,,,,,,0.0,,445.0,,,,,,,,0.29,,,,0.0,0.0,59.0,34375.67,,0.22,57.03,18.32,0.3716,54.54,9.4746
2007-01-02,893.0,530003.17,0.25,1.67,0.01,0.59,0.0,331177.79,435.0,558.0,258176.24,,,435.0,,,,,,,,,,,435.0,,,1.0,0.29,0.0,,,53.47,53.47,379.0,224939.76,,0.25,53.2,18.61,0.3706,54.37,1.0971
2007-01-03,903.0,524944.65,0.25,1.52,0.01,0.6,0.0,324384.4,449.0,558.0,261018.99,,,14.0,,,,,,,,,,,14.0,,,0.0,0.3,0.0,,,57.56,57.56,331.0,192421.57,,0.22,57.51,18.67,0.3687,54.1,1.1562
2007-01-04,897.0,516386.39,0.25,3.05,0.01,0.59,0.0,321806.01,440.0,559.0,253299.9,,,,0.0,,,,0.01,1.0,9.0,,,0.0,,,,,0.29,,,,57.42,57.42,327.0,188247.88,,0.22,57.4,18.7,0.3683,54.08,1.1695
2007-01-05,891.0,525329.46,0.25,3.03,0.01,0.59,0.0,328404.61,434.0,557.0,255884.38,,,,,,,,0.0,,6.0,,,,,,,1.0,0.29,0.0,,,57.35,57.35,323.0,190439.3,,0.21,57.25,18.65,0.3678,53.96,1.177
2007-01-08,790.0,465780.33,0.22,2.7,0.01,0.52,0.0,328404.61,335.0,557.0,197514.44,,,,,,,,0.07,,99.0,,,,,,,1.0,0.22,0.0,,,43.29,43.29,439.0,258832.36,,0.29,43.21,18.71,0.3681,53.98,1.022
2007-01-09,791.0,466369.92,0.22,2.79,0.01,0.53,0.0,328994.2,336.0,558.0,198104.04,,,1.0,0.0,,,,,1.0,,,,0.0,1.0,,,,0.22,,,,26.28,26.28,941.0,554809.22,,0.44,33.78,18.71,0.3667,53.83,0.6194
2007-01-10,695.0,422460.72,0.19,2.57,0.01,0.46,0.0,279006.43,340.0,459.0,206671.43,,,4.0,0.0,,,,,0.0,,,,0.0,4.0,,,100.0,0.22,0.07,,,8.98,8.98,3440.0,2091028.6,,1.16,16.19,22.6,0.5013,66.15,0.1839
2007-01-11,703.0,426712.24,0.19,2.35,0.01,0.46,0.0,279214.27,349.0,460.0,211838.65,,,9.0,0.0,,,,,1.0,,,,0.0,9.0,,,,0.23,,,,9.18,9.18,3451.0,2094714.01,,1.17,16.4,22.71,0.4974,65.77,0.185
2007-01-12,701.0,426107.86,0.19,2.46,0.01,0.46,0.0,279614.29,346.0,460.0,210318.57,,,,,,,,0.0,,3.0,,,,,,,0.0,0.23,0.0,,,9.24,9.24,3400.0,2066714.32,,1.14,16.75,22.79,0.4969,65.71,0.1871
2007-01-15,701.0,427936.65,0.19,2.42,0.01,0.46,0.0,280814.35,347.0,460.0,211831.7,,,1.0,0.0,,,,,0.0,,,,0.0,1.0,,,,0.23,,,,9.25,9.25,3400.0,2075584.33,,1.13,16.82,22.82,0.4965,65.67,0.1871
2007-01-16,703.0,427934.91,0.19,2.4,0.01,0.46,0.0,280014.31,349.0,460.0,212445.64,,,2.0,,,,,,,,,,,2.0,,,0.0,0.23,0.0,,,9.44,9.44,3348.0,2038017.2,,1.09,17.39,22.82,0.4966,65.67,0.1902
2007-01-17,701.0,422450.29,0.19,2.45,0.01,0.46,0.0,277214.17,346.0,460.0,208513.26,,,,0.0,,,,0.0,0.0,3.0,,,0.0,,,,,0.23,,,,9.38,9.38,3347.0,2017034.39,,1.1,17.26,22.98,0.495,65.49,0.1898
2007-01-18,698.0,425498.27,0.19,2.41,0.01,0.46,0.0,279804.73,343.0,459.0,209091.56,,,,,,,,0.0,,3.0,,,,,,,1.0,0.23,0.0,,,9.18,9.18,3394.0,2068970.08,,1.13,16.74,23.02,0.4961,65.59,0.1868
2007-01-19,701.0,426717.46,0.19,2.4,0.01,0.46,0.0,280014.31,347.0,460.0,211228.19,,,4.0,0.0,,,,,1.0,,,,0.0,4.0,,,,0.23,,,,9.28,9.28,3397.0,2067844.81,,1.13,16.9,22.99,0.4951,65.5,0.1872
2007-01-22,701.0,423669.48,0.19,2.39,0.01,0.46,0.0,278014.21,347.0,460.0,209719.41,,,,,,,,0.0,,1.0,,,,,,,0.0,0.23,0.0,,,9.27,9.27,3396.0,2052470.11,,1.13,16.89,23.03,0.495,65.48,0.1873
2007-01-23,698.0,418821.4,0.19,2.37,0.01,0.46,0.0,276014.11,343.0,460.0,205810.52,,,,,,,,0.0,,4.0,,,,,,,0.0,0.23,0.0,,,9.17,9.17,3397.0,2038304.17,,1.13,16.75,22.99,0.496,65.58,0.1867
2007-01-24,698.0,424891.28,0.19,2.39,0.01,0.46,0.0,279405.58,344.0,459.0,209402.01,,,1.0,,,,,,,,,,,1.0,,,0.0,0.23,0.0,,,9.2,9.2,3392.0,2064801.17,,1.12,16.81,22.86,0.4976,65.76,0.1868
2007-01-25,702.0,427936.65,0.19,2.47,0.01,0.46,0.0,280414.33,348.0,460.0,212139.54,,,5.0,0.0,,,,,1.0,,,,0.0,5.0,,,,0.23,,,,9.3,9.3,3397.0,2070798.87,,1.13,16.89,22.83,0.4964,65.65,0.1875
2007-01-26,702.0,427631.42,0.19,2.55,0.01,0.46,0.0,280214.32,349.0,460.0,212597.39,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,,0.23,,,,9.31,9.31,3398.0,2069931.0,,1.13,16.92,22.81,0.4964,65.65,0.1874
2007-01-29,661.0,402368.39,0.18,2.45,0.01,0.44,0.0,280014.31,307.0,460.0,186879.12,,,,,,,,0.03,,41.0,,,,,,,0.0,0.2,0.0,,,8.2,8.2,3439.0,2093411.33,,1.15,14.93,22.77,0.4967,65.7,0.1765
2007-01-30,661.0,399494.33,0.18,2.52,0.01,0.44,0.0,278014.21,307.0,460.0,185544.26,,,0.0,,,,,,,,,,,0.0,,,0.0,0.2,0.0,,,8.21,8.21,3438.0,2077854.02,,1.16,14.92,22.77,0.4968,65.7,0.1765
2007-01-31,659.0,402010.54,0.18,2.58,0.01,0.43,0.0,280614.34,304.0,460.0,185449.48,,,,,,,,0.0,,3.0,,,,,,,0.0,0.2,0.0,,,8.13,8.13,3437.0,2096677.15,,1.15,14.82,22.79,0.4974,65.76,0.1762
2007-02-01,662.0,408733.93,0.18,2.59,0.01,0.44,0.0,284014.51,308.0,460.0,190166.24,,,4.0,0.0,,,,,0.0,,,,0.0,4.0,,,,0.2,,,,8.23,8.23,3439.0,2123317.21,,1.16,14.91,22.79,0.4964,65.66,0.1767
2007-02-02,666.0,410045.3,0.18,2.54,0.01,0.44,0.0,283830.16,313.0,461.0,192708.98,,,5.0,0.0,,,,,1.0,,,,0.0,5.0,,,,0.21,,,,8.33,8.33,3441.0,2118567.4,,1.16,15.09,22.83,0.4948,65.51,0.1774
2007-02-05,665.0,408273.04,0.18,2.53,0.01,0.44,0.0,283028.38,311.0,461.0,190936.71,,,,,,,,0.0,,1.0,,,,,,,0.0,0.21,0.0,,,8.3,8.3,3441.0,2112582.75,,1.16,15.07,22.83,0.4951,65.53,0.1772
2007-02-06,514.0,310650.66,0.14,1.99,0.01,0.34,0.0,278014.21,160.0,460.0,96700.59,,,,,,,,0.1,,152.0,,,,,,,0.0,0.11,0.0,,,4.26,4.26,3590.0,2169719.58,,1.26,7.74,22.86,0.4952,65.54,0.1371
2007-02-07,512.0,311668.1,0.14,2.03,0.01,0.34,0.0,280014.31,158.0,460.0,96178.83,,,,,,,,0.0,,2.0,,,,,,,1.0,0.1,0.0,,,4.22,4.22,3583.0,2181067.99,,1.25,7.69,22.81,0.4973,65.74,0.1369
2007-02-08,513.0,314507.38,0.14,2.0,0.01,0.34,0.0,282014.41,159.0,460.0,97478.89,,,1.0,0.0,,,,,0.0,,,,0.0,1.0,,,,0.1,,,,4.25,4.25,3588.0,2199712.42,,1.25,7.74,22.64,0.4977,65.81,0.1369
2007-02-09,514.0,310650.66,0.14,2.01,0.01,0.34,0.0,278618.59,161.0,461.0,97304.97,,,2.0,0.0,,,,,0.0,,,,0.0,2.0,,,,0.11,,,,4.29,4.29,3591.0,2170323.96,,1.25,7.79,22.58,0.4973,65.79,0.137
2007-02-12,513.0,316737.93,0.14,2.17,0.01,0.34,0.0,284014.51,159.0,460.0,98170.23,,,,,,,,0.0,,2.0,,,,,,,1.0,0.1,0.0,,,4.24,4.24,3584.0,2212843.52,,1.26,7.68,22.66,0.4983,65.86,0.1371
2007-02-13,515.0,313494.28,0.14,2.1,0.01,0.34,0.0,280623.04,161.0,461.0,98005.01,,,3.0,0.0,,,,,1.0,,,,0.0,3.0,,,,0.11,,,,4.3,4.3,3596.0,2188981.43,,1.25,7.8,22.5,0.4971,65.79,0.1371
2007-02-14,513.0,307815.73,0.14,2.75,0.01,0.34,0.0,276014.11,158.0,460.0,94804.85,,,,,,,,0.0,,3.0,,,,,,,1.0,0.1,0.0,,,4.23,4.23,3587.0,2152309.99,,1.26,7.68,22.84,0.4963,65.64,0.137
2007-02-15,512.0,310777.62,0.14,2.74,0.01,0.34,0.0,278607.28,157.0,459.0,95297.04,,,,,,,,0.0,,1.0,,,,,,,1.0,0.1,0.0,,,4.27,4.27,3521.0,2137203.14,,1.2,7.91,22.76,0.4984,65.85,0.1392
2007-02-16,513.0,309154.06,0.14,2.71,0.01,0.34,0.0,277214.17,159.0,460.0,95819.68,,,2.0,0.0,,,,,1.0,,,,0.0,2.0,,,,0.1,,,,4.31,4.31,3527.0,2125509.49,,1.21,7.96,22.72,0.4974,65.77,0.1392
2007-02-19,513.0,299785.76,0.14,2.6,0.01,0.34,0.0,268813.74,158.0,460.0,92331.68,,,,,,,,0.0,,1.0,,,,,,,0.0,0.1,0.0,,,4.28,4.28,3523.0,2058762.61,,1.21,7.92,22.71,0.4975,65.78,0.1394
2007-02-20,458.0,274810.06,0.13,2.2,0.0,0.3,0.0,274810.06,102.0,458.0,61202.24,,,,,,,,0.04,,56.0,,,,,,,2.0,0.07,0.0,,,2.74,2.74,3618.0,2170879.48,,1.28,5.0,22.87,0.5004,66.01,0.1231
2007-02-21,459.0,271422.57,0.13,2.17,0.0,0.3,0.0,271422.57,105.0,459.0,62090.13,,,3.0,0.0,,,,,1.0,,,,0.0,3.0,,,,0.07,,,,2.8,2.8,3632.0,2147727.15,,1.28,5.1,22.8,0.4981,65.81,0.1228
2007-02-22,422.0,239286.23,0.12,2.3,0.0,0.28,0.0,230780.79,118.0,407.0,66909.42,,,,,,,,0.0,,1.0,,,,,,15.0,52.0,0.08,0.03,,,3.17,3.17,3609.0,2046407.58,,1.27,5.79,24.87,0.5761,71.63,0.1132
2007-02-23,422.0,242203.68,0.12,2.11,0.0,0.28,0.0,233594.55,113.0,407.0,64855.49,,,,,,,,0.0,,5.0,,,,,,,,0.07,,,,100.0,3.06,0.0,0.0,,0.0,100.0,24.86,0.5755,71.58,0.114
2007-02-26,422.0,241073.4,0.12,2.16,0.0,0.28,0.0,232504.44,115.0,407.0,65695.36,,,1.0,,,,,,,,,,,1.0,,,,0.08,,,,100.0,3.1,0.0,0.0,,0.0,100.0,24.84,0.576,71.63,0.1138
