,ALQWA FP Equity_DX_SI_QTY,ALQWA FP Equity_DX_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALQWA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALQWA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALQWA FP Equity_DX_SI_MV,ALQWA FP Equity_DX_DSS,ALQWA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALQWA FP Equity_DX_SUPPLY_SI_QTY,ALQWA FP Equity_DX_BROKER_SI_QTY,ALQWA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALQWA FP Equity_DX_BROKER_SI_MV_INC_x,ALQWA FP Equity_DX_BROKER_SI_QTY_ADD,ALQWA FP Equity_DX_SUPPLY_SI_MV_DEC,ALQWA FP Equity_DX_BROKER_SI_QTY_INC,ALQWA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALQWA FP Equity_DX_BROKER_SI_MV_INC_y,ALQWA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALQWA FP Equity_DX_BROKER_SI_MV_ADD,ALQWA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALQWA FP Equity_DX_BROKER_SI_QTY_DEC,ALQWA FP Equity_DX_SUPPLY_SI_MV,ALQWA FP Equity_DX_BROKER_SI_MV_DEC,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_UTILIZATION_QUANTITY,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALQWA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALQWA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALQWA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALQWA FP Equity_DX_BROKER_SI_CON_RATIO,ALQWA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALQWA FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-08-05,200000.0,1126654.91,4.11,233.46,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-06,200000.0,1126654.91,4.11,233.01,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-07,200000.0,1126654.91,4.11,233.01,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-10,200000.0,1126654.91,4.11,233.01,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-11,200000.0,1126654.91,4.11,237.91,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-12,200000.0,1126654.91,4.11,237.92,4.11,1.17,1.0,1126654.91,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-13,200000.0,1122796.5,4.11,237.92,4.11,1.17,1.0,1122796.5,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-14,200000.0,1120867.29,4.11,229.32,4.11,1.16,1.0,1120867.29,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-17,200000.0,1120867.29,4.11,227.76,4.11,1.16,1.0,1120867.29,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-18,200000.0,1122796.5,4.11,227.28,4.11,1.16,1.0,1122796.5,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-19,200000.0,1167168.18,4.11,598.03,4.11,1.16,1.0,1167168.18,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-20,200000.0,1186460.22,4.11,484.22,4.11,1.15,1.0,1186460.22,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-21,200000.0,1205752.25,4.11,419.84,4.11,1.23,1.0,1205752.25,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-24,200000.0,1198035.44,4.11,397.19,4.11,1.25,1.0,1198035.44,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-25,200000.0,1194177.03,4.11,318.69,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-26,200000.0,1194177.03,4.11,313.38,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-27,200000.0,1194177.03,4.11,313.38,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-28,200000.0,1194177.03,4.11,319.13,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-08-31,200000.0,1194177.03,4.11,321.34,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-01,200000.0,1194177.03,4.11,336.57,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-02,200000.0,1194177.03,4.11,338.35,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-03,200000.0,1194177.03,4.11,347.28,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-04,200000.0,1194177.03,4.11,348.9,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-07,200000.0,1194177.03,4.11,355.94,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-08,200000.0,1194177.03,4.11,364.43,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-09,200000.0,1194177.03,4.11,364.43,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-10,200000.0,1194177.03,4.11,368.21,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-11,200000.0,1194177.03,4.11,370.26,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-14,200000.0,1194177.03,4.11,408.3,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-15,200000.0,1194177.03,4.11,451.4,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-16,200000.0,1194177.03,4.11,465.4,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-17,200000.0,1194177.03,4.11,467.22,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-18,200000.0,1194177.03,4.11,467.22,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-21,200000.0,1196106.23,4.11,467.22,4.11,1.24,1.0,1196106.23,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-22,200000.0,1196106.23,4.11,467.22,4.11,1.24,1.0,1196106.23,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-23,200000.0,1196106.23,4.11,467.22,4.11,1.24,1.0,1196106.23,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-24,200000.0,1196106.23,4.11,467.22,4.11,1.24,1.0,1196106.23,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-25,200000.0,1196106.23,4.11,503.06,4.11,1.24,1.0,1196106.23,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-28,200000.0,1198035.44,4.11,510.77,4.11,1.24,1.0,1198035.44,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-29,200000.0,1194177.03,4.11,513.17,4.11,1.24,1.0,1194177.03,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-09-30,200000.0,1174885.0,4.11,558.56,4.11,1.24,1.0,1174885.0,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-01,200000.0,1198035.44,4.11,588.87,4.11,1.22,1.0,1198035.44,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-02,200000.0,1244336.33,4.11,730.91,4.11,1.24,1.0,1244336.33,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-05,200000.0,1255911.55,4.11,457.39,4.11,1.29,1.0,1255911.55,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-06,200000.0,1288708.01,4.11,445.04,4.11,1.3,1.0,1288708.01,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-07,200000.0,1279061.99,4.11,311.25,4.11,1.34,1.0,1279061.99,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-08,200000.0,1271345.18,4.11,300.35,4.11,1.33,1.0,1271345.18,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-09,200000.0,1253982.34,4.11,294.46,4.11,1.32,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-12,200000.0,1253982.34,4.11,260.24,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-13,200000.0,1253982.34,4.11,258.01,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-14,200000.0,1253982.34,4.11,257.35,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-15,200000.0,1253982.34,4.11,257.35,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-16,200000.0,1253982.34,4.11,257.35,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-19,200000.0,1253982.34,4.11,256.68,4.11,1.3,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-20,200000.0,1250123.94,4.11,256.87,4.11,1.3,1.0,1250123.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-21,200000.0,1250123.94,4.11,244.32,4.11,1.3,1.0,1250123.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-22,200000.0,1250123.94,4.11,242.11,4.11,1.3,1.0,1250123.94,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-23,200000.0,1238548.71,4.11,242.7,4.11,1.3,1.0,1238548.71,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-26,200000.0,1238548.71,4.11,52.97,4.11,1.28,1.0,1238548.71,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-27,200000.0,1213469.07,4.11,52.81,4.11,1.28,1.0,1213469.07,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-28,200000.0,1213469.07,4.11,52.3,4.11,1.26,1.0,1213469.07,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-29,200000.0,1213469.07,4.11,52.3,4.11,1.26,1.0,1213469.07,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-10-30,200000.0,1213469.07,4.11,52.3,4.11,1.26,1.0,1213469.07,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-02,200000.0,1219256.68,4.11,51.85,4.11,1.26,1.0,1219256.68,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-03,200000.0,1234690.31,4.11,50.93,4.11,1.26,1.0,1234690.31,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-04,200000.0,1234690.31,4.11,49.66,4.11,1.28,1.0,1234690.31,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-05,200000.0,1279061.99,4.11,49.63,4.11,1.28,1.0,1279061.99,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-06,200000.0,1398672.61,4.11,48.9,4.11,1.33,1.0,1398672.61,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-09,200000.0,1365876.15,4.11,47.86,4.11,1.45,1.0,1365876.15,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-10,200000.0,1309929.25,4.11,47.45,4.11,1.42,1.0,1309929.25,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-11,200000.0,1309929.25,4.11,46.55,4.11,1.36,1.0,1309929.25,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-12,200000.0,1282920.4,4.11,28.05,4.11,1.36,1.0,1282920.4,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-13,200000.0,1253982.34,4.11,27.92,4.11,1.33,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-16,200000.0,1234690.31,4.11,28.58,4.11,1.3,1.0,1234690.31,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-17,200000.0,1253982.34,4.11,29.0,4.11,1.28,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-18,200000.0,1319575.27,4.11,29.46,4.11,1.3,1.0,1319575.27,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-19,200000.0,1342725.71,4.11,29.21,4.11,1.37,1.0,1342725.71,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-20,200000.0,1288708.01,4.11,29.2,4.11,1.39,1.0,1288708.01,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-23,200000.0,1277132.79,4.11,29.22,4.11,1.34,1.0,1277132.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-24,200000.0,1277132.79,4.11,28.76,4.11,1.32,1.0,1277132.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-25,200000.0,1277132.79,4.11,28.77,4.11,1.32,1.0,1277132.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-26,200000.0,1327292.08,4.11,28.76,4.11,1.32,1.0,1327292.08,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-27,200000.0,1327292.08,4.11,28.28,4.11,1.32,1.0,1327292.08,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-30,200000.0,1296424.82,4.11,28.28,4.11,1.38,1.0,1296424.82,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-01,200000.0,1279061.99,4.11,28.05,4.11,1.34,1.0,1279061.99,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-02,200000.0,1292566.42,4.11,27.75,4.11,1.33,1.0,1292566.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-03,200000.0,1280991.19,4.11,27.39,4.11,1.34,1.0,1280991.19,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-04,200000.0,1263628.36,4.11,26.59,4.11,1.33,1.0,1263628.36,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-07,200000.0,1271345.18,4.11,42.61,4.11,1.31,1.0,1271345.18,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-08,200000.0,1267486.77,4.11,41.91,4.11,1.32,1.0,1267486.77,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-09,200000.0,1267486.77,4.11,41.63,4.11,1.31,1.0,1267486.77,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-10,200000.0,1290637.21,4.11,39.65,4.11,1.31,1.0,1290637.21,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-11,200000.0,1329221.28,4.11,39.39,4.11,1.34,1.0,1329221.28,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-14,200000.0,1335008.89,4.11,39.08,4.11,1.38,1.0,1335008.89,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-15,200000.0,1311858.45,4.11,39.29,4.11,1.38,1.0,1311858.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-16,200000.0,1294495.62,4.11,39.59,4.11,1.36,1.0,1294495.62,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-17,200000.0,1311858.45,4.11,37.03,4.11,1.34,1.0,1311858.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-18,200000.0,1311858.45,4.11,36.95,4.11,1.36,1.0,1311858.45,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-21,200000.0,1296424.82,4.11,37.43,4.11,1.36,1.0,1296424.82,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-22,200000.0,1296424.82,4.11,37.28,4.11,1.34,1.0,1296424.82,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-23,200000.0,1292566.42,4.11,37.93,4.11,1.34,1.0,1292566.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-24,200000.0,1292566.42,4.11,83.0,4.11,1.34,1.0,1292566.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-25,200000.0,1292566.42,4.11,84.34,4.11,1.34,1.0,1292566.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-28,200000.0,1292566.42,4.11,84.34,4.11,1.34,1.0,1292566.42,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-29,200000.0,1277132.79,4.11,85.19,4.11,1.34,1.0,1277132.79,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-30,200000.0,1279061.99,4.11,85.16,4.11,1.34,1.0,1279061.99,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-31,200000.0,1253982.34,4.11,88.38,4.11,1.32,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-01,200000.0,1253982.34,4.11,88.22,4.11,1.32,1.0,1253982.34,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-04,200000.0,1225044.29,4.11,88.22,4.11,1.33,1.0,1225044.29,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-05,200000.0,1225044.29,4.11,87.47,4.11,1.27,1.0,1225044.29,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-06,200000.0,1221185.88,4.11,90.69,4.11,1.27,1.0,1221185.88,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-07,200000.0,1221185.88,4.11,96.17,4.11,1.27,1.0,1221185.88,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-08,200000.0,1088070.83,4.11,96.15,4.11,1.27,1.0,1088070.83,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-11,200000.0,1120867.29,4.11,92.54,4.11,1.13,1.0,1120867.29,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-12,200000.0,1091929.24,4.11,90.19,4.11,1.16,1.0,1091929.24,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-13,200000.0,1130513.31,4.11,87.31,4.11,1.13,1.0,1130513.31,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-01-14,200000.0,1178743.4,4.11,85.76,4.11,1.17,1.0,1178743.4,0.0,200000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
