,CRAV FP Equity_DX_SI_QTY,CRAV FP Equity_DX_SHORT_INTEREST_VALUE,CRAV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CRAV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRAV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRAV FP Equity_DX_SI_MV,CRAV FP Equity_DX_DSS,CRAV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRAV FP Equity_DX_SUPPLY_SI_QTY,CRAV FP Equity_DX_BROKER_SI_QTY,CRAV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRAV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CRAV FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRAV FP Equity_DX_BROKER_SI_MV_INC_x,CRAV FP Equity_DX_SUPPLY_SI_MV_NEW,CRAV FP Equity_DX_BROKER_SI_QTY_ADD,CRAV FP Equity_DX_SUPPLY_SI_MV_DEC,CRAV FP Equity_DX_BROKER_SI_QTY_INC,CRAV FP Equity_DX_SUPPLY_SI_QTY_DEC,CRAV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CRAV FP Equity_DX_BROKER_SI_MV_INC_y,CRAV FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRAV FP Equity_DX_BROKER_SI_MV_ADD,CRAV FP Equity_DX_SUPPLY_SI_QTY_ADD,CRAV FP Equity_DX_BROKER_SI_QTY_DEC,CRAV FP Equity_DX_SUPPLY_SI_MV,CRAV FP Equity_DX_BROKER_SI_MV_DEC,CRAV FP Equity_DX_SUPPLY_SI_MV_RMV,CRAV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRAV FP Equity_DX_UTILIZATION_QUANTITY,CRAV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRAV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRAV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRAV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRAV FP Equity_DX_ACTIVE_UTILIZATION_MV,CRAV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRAV FP Equity_DX_BROKER_SI_CON_RATIO,CRAV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRAV FP Equity_DX_DEMAND_SUPPLY_RATIO,CRAV FP Equity_PX_LAST
2024-01-25,800.0,65200.0,0.06,3.43,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-01-26,800.0,65200.0,0.06,3.1,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-01-29,800.0,65200.0,0.06,3.23,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-01-30,800.0,65200.0,0.06,3.29,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-01-31,800.0,65200.0,0.06,3.45,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-02-01,800.0,65200.0,0.06,3.54,0.06,0.07,0.0,32600.0,400.0,400.0,32600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.5
2024-02-02,800.0,66000.0,0.06,3.45,0.06,0.07,0.0,33000.0,400.0,400.0,33000.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.5
2024-02-05,800.0,66712.0,0.06,3.3,0.06,0.07,0.0,33356.0,400.0,400.0,33356.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,83.39
2024-02-06,800.0,65920.0,0.06,3.4,0.06,0.07,0.0,32960.0,400.0,400.0,32960.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.4
2024-02-07,800.0,66104.0,0.06,3.31,0.06,0.07,0.0,33052.0,400.0,400.0,33052.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.63
2024-02-08,800.0,66176.0,0.06,3.38,0.06,0.07,0.0,33088.0,400.0,400.0,33088.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.72
2024-02-09,800.0,65280.0,0.06,3.42,0.06,0.07,0.0,32640.0,400.0,400.0,32640.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.6
2024-02-12,800.0,66080.0,0.06,3.04,0.06,0.07,0.0,33040.0,400.0,400.0,33040.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.6
2024-02-13,800.0,63040.0,0.06,3.03,0.06,0.06,0.0,31520.0,400.0,400.0,31520.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,78.8
2024-02-14,800.0,63200.0,0.06,3.01,0.06,0.06,0.0,31600.0,400.0,400.0,31600.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,79.0
2024-02-15,800.0,64000.0,0.06,2.92,0.06,0.06,0.0,32000.0,400.0,400.0,32000.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.0
2024-02-16,800.0,64520.0,0.06,2.78,0.06,0.06,0.0,32260.0,400.0,400.0,32260.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.65
2024-02-19,800.0,64800.0,0.06,2.73,0.06,0.06,0.0,32400.0,400.0,400.0,32400.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.0
2024-02-20,800.0,64560.0,0.06,2.75,0.06,0.06,0.0,32280.0,400.0,400.0,32280.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.7
2024-02-21,800.0,64560.0,0.06,2.7,0.06,0.06,0.0,32280.0,400.0,400.0,32280.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.7
2024-02-22,800.0,65360.0,0.06,2.73,0.06,0.07,0.0,32680.0,400.0,400.0,32680.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,81.7
2024-02-23,800.0,64560.0,0.06,2.74,0.06,0.07,0.0,32280.0,400.0,400.0,32280.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.7
2024-02-26,800.0,64000.0,0.06,2.66,0.06,0.06,0.0,32000.0,400.0,400.0,32000.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.0
2024-02-27,800.0,63512.0,0.06,2.65,0.06,0.06,0.0,31756.0,400.0,400.0,31756.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,79.39
2024-02-28,800.0,62400.0,0.06,2.59,0.06,0.06,0.0,31200.0,400.0,400.0,31200.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,78.0
2024-02-29,800.0,60016.0,0.06,2.68,0.06,0.06,0.0,30008.0,400.0,400.0,30008.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,75.02
2024-03-01,800.0,60240.0,0.06,2.74,0.06,0.06,0.0,30120.0,400.0,400.0,30120.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,75.3
2024-03-04,800.0,60560.0,0.06,2.8,0.06,0.06,0.0,30280.0,400.0,400.0,30280.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,75.7
2024-03-05,800.0,60632.0,0.06,2.67,0.06,0.06,0.0,30316.0,400.0,400.0,30316.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,75.79
2024-03-06,840.0,64705.2,0.07,2.86,0.07,0.06,0.0,32352.6,420.0,420.0,32352.6,,20.0,,,20.0,,,,,,20.0,0.0,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.73,0.91,95.27,1.7834,77.03
2024-03-07,840.0,66351.6,0.07,2.8,0.07,0.07,0.0,33175.8,420.0,420.0,33175.8,,,,,,,,,,,,,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.7,0.9103,95.3,1.7834,78.99
2024-03-08,840.0,63924.0,0.07,3.05,0.07,0.07,0.0,31962.0,420.0,420.0,31962.0,,,,,,,,,,,,,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.8,0.9086,95.2,1.7834,76.1
2024-03-11,840.0,64755.6,0.07,2.91,0.07,0.06,0.0,32377.8,420.0,420.0,32377.8,,,,,,,,,,,,,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.73,0.9098,95.27,1.7834,77.09
2024-03-12,840.0,63252.0,0.07,2.88,0.07,0.06,0.0,31626.0,420.0,420.0,31626.0,,,,,,,,,,,,,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.79,0.9089,95.21,1.7834,75.3
2024-03-13,840.0,63000.0,0.07,2.88,0.07,0.06,0.0,31500.0,420.0,420.0,31500.0,,,,,,,,,,,,,,,0.03,,,100.0,89.17,0.0,0.0,,0.0,100.0,4.77,0.9091,95.23,1.7834,75.0
2024-03-14,800.0,59640.0,0.06,2.54,0.06,0.06,0.0,29820.0,400.0,400.0,29820.0,,,,,,0.0,,20.0,,,,,,20.0,0.03,0.0,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,74.55
2024-03-15,800.0,58800.0,0.06,2.52,0.06,0.06,0.0,29400.0,400.0,400.0,29400.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,73.5
2024-03-18,800.0,58592.0,0.06,2.55,0.06,0.06,0.0,29296.0,400.0,400.0,29296.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,73.24
2024-03-19,800.0,60960.0,0.06,2.44,0.06,0.06,0.0,30480.0,400.0,400.0,30480.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,76.2
2024-03-20,800.0,59192.0,0.06,2.41,0.06,0.06,0.0,29596.0,400.0,400.0,29596.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,73.99
2024-03-21,800.0,60400.0,0.06,2.33,0.06,0.06,0.0,30200.0,400.0,400.0,30200.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,75.5
2024-03-22,800.0,61920.0,0.06,2.25,0.06,0.06,0.0,30960.0,400.0,400.0,30960.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,77.4
2024-03-25,800.0,62720.0,0.06,2.35,0.06,0.06,0.0,31360.0,400.0,400.0,31360.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,78.4
2024-03-26,800.0,63424.0,0.06,2.33,0.06,0.06,0.0,31712.0,400.0,400.0,31712.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,79.28
2024-03-27,800.0,63440.0,0.06,2.37,0.06,0.06,0.0,31720.0,400.0,400.0,31720.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,79.3
2024-03-28,800.0,64480.0,0.06,2.32,0.06,0.06,0.0,32240.0,400.0,400.0,32240.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,80.6
2024-03-29,800.0,64480.0,0.06,2.26,0.06,0.06,0.0,32240.0,400.0,400.0,32240.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,
2024-04-01,800.0,64480.0,0.06,2.26,0.06,0.06,0.0,32240.0,400.0,400.0,32240.0,,,,,,,,,,,,,,,0.03,,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,
2024-04-02,836.0,69220.8,0.07,2.37,0.07,0.07,0.0,36100.8,436.0,436.0,36100.8,,,,,36.0,,,,,,,0.0,36.0,,0.04,,,100.0,96.67,0.0,0.0,,0.0,100.0,4.45,0.9149,95.55,1.8537,82.8
2024-04-03,836.0,68970.0,0.07,2.11,0.07,0.07,0.0,35970.0,436.0,436.0,35970.0,,,,,,,,,,,,,,,0.04,,,100.0,96.67,0.0,0.0,,0.0,100.0,4.31,0.9174,95.69,1.8537,82.5
2024-04-04,836.0,69806.0,0.07,2.05,0.07,0.07,0.0,36406.0,436.0,436.0,36406.0,,,,,,,,,,,,,,,0.04,,,100.0,96.67,0.0,0.0,,0.0,100.0,4.28,0.918,95.72,1.8537,83.5
2024-04-05,800.0,65600.0,0.06,1.92,0.06,0.07,0.0,32800.0,400.0,400.0,32800.0,,,,,,0.0,,36.0,,,,,,36.0,0.03,0.0,,100.0,88.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7738,82.0
2024-04-08,1400.0,117432.0,0.11,3.14,0.11,0.12,0.0,58716.0,700.0,700.0,58716.0,,300.0,,,300.0,,,,,,300.0,0.02,,,0.06,,,100.0,93.21,0.0,0.0,,0.0,100.0,42.58,0.511,57.42,1.8642,83.88
2024-04-09,1400.0,116606.0,0.11,3.05,0.11,0.12,0.0,58303.0,700.0,700.0,58303.0,,,,,,,,,,,,,,,0.06,,,100.0,93.21,0.0,0.0,,0.0,100.0,42.94,0.51,57.06,1.8642,83.29
2024-04-10,1400.0,116886.0,0.11,3.02,0.11,0.12,0.0,58443.0,700.0,700.0,58443.0,,,,,,,,,,,,,,,0.06,,,100.0,93.21,0.0,0.0,,0.0,100.0,42.83,0.5103,57.17,1.8642,83.49
2024-04-11,1400.0,117096.0,0.11,3.0,0.11,0.12,0.0,58548.0,700.0,700.0,58548.0,,,,,,,,,,,,,,,0.06,,,100.0,93.21,0.0,0.0,,0.0,100.0,42.84,0.5103,57.16,1.8642,83.64
2024-04-12,1400.0,117600.0,0.11,2.95,0.11,0.12,0.0,58800.0,700.0,700.0,58800.0,,,,,,,,,,,,,,,0.06,,,100.0,93.21,0.0,0.0,,0.0,100.0,42.8,0.5104,57.2,1.8642,84.0
2024-04-15,1400.0,117754.0,0.11,2.89,0.11,0.12,0.0,58877.0,700.0,700.0,58877.0,,,,,,,,,,,,,,,0.06,,,100.0,100.0,0.0,0.0,,0.0,100.0,42.84,0.5102,57.16,2.0,84.11
2024-04-16,800.0,66832.0,0.06,1.62,0.06,0.07,0.0,33416.0,400.0,400.0,33416.0,,,,,,0.03,,300.0,,,,,,300.0,0.03,0.03,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,83.54
2024-04-17,800.0,68400.0,0.06,1.59,0.06,0.07,0.0,34200.0,400.0,400.0,34200.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,85.5
2024-04-18,800.0,68392.0,0.06,1.61,0.06,0.07,0.0,34196.0,400.0,400.0,34196.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,85.49
2024-04-19,800.0,68560.0,0.06,1.65,0.06,0.07,0.0,34280.0,400.0,400.0,34280.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,85.7
2024-04-22,800.0,68560.0,0.06,1.67,0.06,0.07,0.0,34280.0,400.0,400.0,34280.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,85.7
2024-04-23,800.0,69360.0,0.06,1.66,0.06,0.07,0.0,34680.0,400.0,400.0,34680.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,86.7
2024-04-24,400.0,34804.0,0.03,0.85,0.03,0.03,0.0,0.0,400.0,0.0,34804.0,,,,,,,,,,,,,,400.0,0.03,0.03,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0,87.01
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,400.0,,,,,,,0.0,,,0.0,0.0,100.0,8721.0,,0.01,0.0,,0.0,,0.0,87.21
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,8900.0,,0.01,0.0,,0.0,,0.0,89.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9000.0,,0.01,0.0,,0.0,,0.0,90.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9190.0,,0.01,0.0,,0.0,,0.0,91.9
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9190.0,,0.01,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9200.0,,0.01,0.0,,0.0,,0.0,92.0
2024-05-03,600.0,55800.0,0.05,1.16,0.05,0.06,0.0,27900.0,300.0,300.0,27900.0,,,,,300.0,,,,,,,0.03,300.0,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,93.0
2024-05-06,600.0,56220.0,0.05,1.11,0.05,0.06,0.0,28110.0,300.0,300.0,28110.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,93.7
2024-05-07,600.0,57420.0,0.05,1.13,0.05,0.06,0.0,28710.0,300.0,300.0,28710.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,95.7
2024-05-08,600.0,56826.0,0.05,1.13,0.05,0.06,0.0,28413.0,300.0,300.0,28413.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,94.71
2024-05-09,600.0,57834.0,0.05,1.16,0.05,0.06,0.0,28917.0,300.0,300.0,28917.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,96.39
2024-05-10,600.0,57600.0,0.05,1.17,0.05,0.06,0.0,28800.0,300.0,300.0,28800.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,96.0
2024-05-13,600.0,57300.0,0.05,1.19,0.05,0.06,0.0,28650.0,300.0,300.0,28650.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0,95.5
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,300.0,,,,,,300.0,0.0,0.03,,0.0,0.0,300.0,27383.99,,0.03,0.0,,0.0,,0.0,94.99
2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9069.0,,0.01,0.0,,0.0,,0.0,90.69
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,100.0,9150.0,,0.01,0.0,,0.0,,0.0,91.5
2024-05-20,600.0,54360.0,0.05,1.22,0.05,0.05,0.0,27180.0,300.0,300.0,27180.0,,,,,300.0,,,,,,,0.03,300.0,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,90.6
2024-05-21,600.0,54360.0,0.05,1.26,0.05,0.05,0.0,27180.0,300.0,300.0,27180.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,90.6
2024-05-22,600.0,54486.0,0.05,1.27,0.05,0.05,0.0,27243.0,300.0,300.0,27243.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,90.81
2024-05-23,600.0,54792.0,0.05,1.24,0.05,0.05,0.0,27396.0,300.0,300.0,27396.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,91.32
2024-05-24,600.0,54786.0,0.05,1.2,0.05,0.05,0.0,27393.0,300.0,300.0,27393.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,91.31
2024-05-27,600.0,55566.0,0.05,1.22,0.05,0.05,0.0,27783.0,300.0,300.0,27783.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,92.61
2024-05-28,600.0,55584.0,0.05,1.22,0.05,0.06,0.0,27792.0,300.0,300.0,27792.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,92.64
2024-05-29,600.0,55794.0,0.05,1.24,0.05,0.06,0.0,27897.0,300.0,300.0,27897.0,,,,,,,,,,,,,,,0.03,,,100.0,85.47,0.0,0.0,,0.0,100.0,,1.0,100.0,1.7094,92.99
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.03,,300.0,,,,,,300.0,0.0,0.03,,0.0,0.0,51.0,4794.0,,0.0,0.0,,0.0,,0.0,94.0
2024-05-31,10.0,921.1,0.0,0.02,0.0,0.0,0.0,0.0,10.0,0.0,921.1,,,,,,,,,,,,,10.0,,0.0,,,100.0,16.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1639,92.11
2024-06-03,20.0,1870.0,0.0,0.04,0.0,0.0,0.0,935.0,10.0,10.0,935.0,,,,,10.0,,,,,,,0.0,,,0.0,,,100.0,16.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3279,93.5
2024-06-04,20.0,1889.6,0.0,0.04,0.0,0.0,0.0,944.8,10.0,10.0,944.8,,,,,,,,,,,,,,,0.0,,,100.0,16.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3279,94.48
2024-06-05,220.0,20724.0,0.02,0.4,0.02,0.02,0.0,10362.0,110.0,110.0,10362.0,,100.0,0.01,,,,100.0,,,0.01,100.0,,,,0.01,,,100.0,68.32,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3665,94.2
2024-06-06,220.0,20567.8,0.02,0.38,0.02,0.02,0.0,10283.9,110.0,110.0,10283.9,,,,,,,,,,,,,,,0.01,,,100.0,68.32,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3665,93.49
2024-06-07,220.0,20378.6,0.02,0.38,0.02,0.02,0.0,10189.3,110.0,110.0,10189.3,,,,,,,,,,,,,,,0.01,,,100.0,68.32,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3665,92.63
2024-06-10,200.0,18920.0,0.02,0.34,0.02,0.02,0.0,9460.0,100.0,100.0,9460.0,,,,,,0.0,,10.0,,,,,,10.0,0.01,0.0,,100.0,66.23,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3245,94.6
2024-06-11,200.0,18718.0,0.02,0.35,0.02,0.02,0.0,9359.0,100.0,100.0,9359.0,,,,,,,,,,,,,,,0.01,,,100.0,66.23,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3245,93.59
2024-06-12,200.0,18658.0,0.02,0.35,0.02,0.02,0.0,9329.0,100.0,100.0,9329.0,,,,,,,,,,,,,,,0.01,,,100.0,66.23,0.0,0.0,,0.0,100.0,,1.0,100.0,1.3245,93.29
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.01,,100.0,,,,,,100.0,0.0,0.01,,0.0,0.0,51.0,4768.5,,0.0,0.0,,0.0,100.0,0.0,93.5
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4711.89,,0.0,0.0,,0.0,,0.0,92.39
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4610.4,,0.0,0.0,,0.0,,0.0,90.4
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4360.5,,0.0,0.0,,0.0,,0.0,85.5
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4284.0,,0.0,0.0,,0.0,,0.0,84.0
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4243.2,,0.0,0.0,,0.0,,0.0,83.2
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4207.5,,0.0,0.0,,0.0,,0.0,82.5
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4309.5,,0.0,0.0,,0.0,,0.0,84.5
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,51.0,4232.49,,0.0,0.0,,0.0,,0.0,82.99
