,ALWIT FP Equity_DX_SI_QTY,ALWIT FP Equity_DX_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALWIT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALWIT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALWIT FP Equity_DX_SI_MV,ALWIT FP Equity_DX_DSS,ALWIT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALWIT FP Equity_DX_SUPPLY_SI_QTY,ALWIT FP Equity_DX_BROKER_SI_QTY,ALWIT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALWIT FP Equity_DX_BROKER_SI_MV_INC_x,ALWIT FP Equity_DX_BROKER_SI_QTY_ADD,ALWIT FP Equity_DX_SUPPLY_SI_MV_DEC,ALWIT FP Equity_DX_BROKER_SI_QTY_INC,ALWIT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALWIT FP Equity_DX_BROKER_SI_MV_INC_y,ALWIT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALWIT FP Equity_DX_BROKER_SI_MV_ADD,ALWIT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALWIT FP Equity_DX_BROKER_SI_QTY_DEC,ALWIT FP Equity_DX_SUPPLY_SI_MV,ALWIT FP Equity_DX_BROKER_SI_MV_DEC,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_UTILIZATION_QUANTITY,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALWIT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALWIT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALWIT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALWIT FP Equity_DX_BROKER_SI_CON_RATIO,ALWIT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALWIT FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-03,2400.0,21672.0,0.1,0.35,0.06,0.02,0.0,21672.0,1100.0,2400.0,9933.0,,,,,,,,,,,,0.01,,100.0,69.75,0.0,0.0,0.0,100.0,12.41,0.7826,87.59,1.5219
2023-02-06,1600.0,14560.0,0.07,0.23,0.04,0.01,0.0,14560.0,300.0,1600.0,2730.0,,,,0.01,,800.0,,,,,800.0,0.0,0.01,100.0,19.02,0.0,0.0,0.0,100.0,18.57,0.6976,81.43,1.0146
2023-02-07,1600.0,14464.0,0.07,0.22,0.04,0.01,0.0,14464.0,300.0,1600.0,2712.0,,,,,,,,,,,,0.0,,100.0,19.02,0.0,0.0,0.0,100.0,18.75,0.6953,81.25,1.0146
2023-02-08,2400.0,21648.0,0.1,0.33,0.06,0.02,0.0,21648.0,1100.0,2400.0,9922.0,,0.01,,,800.0,,0.01,,,800.0,,0.01,,100.0,46.28,0.0,0.0,0.0,100.0,12.27,0.7848,87.73,1.0097
2023-02-09,2200.0,19800.0,0.09,0.3,0.05,0.02,0.0,19800.0,900.0,2200.0,8100.0,,,,0.0,,200.0,,,,,200.0,0.01,0.0,100.0,65.36,0.0,0.0,0.0,100.0,4.54,0.9132,95.46,1.5977
2023-02-10,2200.0,19800.0,0.09,0.31,0.05,0.02,0.0,19800.0,900.0,2200.0,8100.0,,,,,,,,,,,,0.01,,100.0,65.36,0.0,0.0,0.0,100.0,4.52,0.9136,95.48,1.5977
2023-02-13,2200.0,19734.0,0.09,0.32,0.05,0.02,0.0,19734.0,900.0,2200.0,8073.0,,,,,,,,,,,,0.01,,100.0,65.36,0.0,0.0,0.0,100.0,4.56,0.913,95.44,1.5977
2023-02-14,2200.0,19756.0,0.09,0.32,0.05,0.02,0.0,19756.0,900.0,2200.0,8082.0,,,,,,,,,,,,0.01,,100.0,65.36,0.0,0.0,0.0,100.0,4.55,0.9132,95.45,1.5977
2023-02-15,2200.0,19910.0,0.09,0.32,0.05,0.02,0.0,19910.0,900.0,2200.0,8145.0,,,,,,,,,,,,0.01,,100.0,65.36,0.0,0.0,0.0,100.0,4.54,0.9134,95.46,1.5977
2023-02-16,1400.0,12600.0,0.06,0.2,0.03,0.01,0.0,12600.0,100.0,1400.0,900.0,,,,0.01,,800.0,,,,,800.0,0.0,0.01,100.0,7.26,0.0,0.0,0.0,100.0,7.15,0.8673,92.85,1.0167
2023-02-17,1400.0,12600.0,0.06,0.2,0.03,0.01,0.0,12600.0,100.0,1400.0,900.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.16,0.8671,92.84,1.0167
2023-02-20,1400.0,12600.0,0.06,0.2,0.03,0.01,0.0,12600.0,100.0,1400.0,900.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.15,0.8672,92.85,1.0167
2023-02-21,1400.0,13090.0,0.06,0.19,0.03,0.01,0.0,13090.0,100.0,1400.0,935.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.09,0.8683,92.91,1.0167
2023-02-22,1400.0,12950.0,0.06,0.17,0.03,0.01,0.0,12950.0,100.0,1400.0,925.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.09,0.8682,92.91,1.0167
2023-02-23,1400.0,13006.0,0.06,0.17,0.03,0.01,0.0,13006.0,100.0,1400.0,929.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.12,0.8677,92.88,1.0167
2023-02-24,1400.0,13300.0,0.06,0.17,0.03,0.01,0.0,13300.0,100.0,1400.0,950.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.11,0.8679,92.89,1.0167
2023-02-27,1400.0,13496.0,0.06,0.16,0.03,0.01,0.0,13496.0,100.0,1400.0,964.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.19,0.8666,92.81,1.0167
2023-02-28,1400.0,13622.0,0.06,0.16,0.03,0.01,0.0,13622.0,100.0,1400.0,973.0,,,,,,,,,,,,0.0,,100.0,7.26,0.0,0.0,0.0,100.0,7.13,0.8676,92.87,1.0167
2023-03-01,2000.0,19400.0,0.08,0.23,0.05,0.02,0.0,16490.0,400.0,1700.0,3880.0,300.0,0.0,,,300.0,,0.0,300.0,,,,0.0,,100.0,23.85,0.0,0.0,0.0,100.0,5.02,0.9047,94.98,1.1926
2023-03-02,4200.0,40782.0,0.17,0.48,0.1,0.04,0.0,27188.0,1500.0,2800.0,14565.0,,0.01,,,1100.0,,0.01,,,1100.0,,0.01,,100.0,54.02,0.0,0.0,0.0,100.0,45.35,0.5043,54.65,1.5124
2023-03-03,4200.0,40194.0,0.17,0.48,0.1,0.04,0.0,26796.0,1500.0,2800.0,14355.0,,,,,,,,,,,,0.01,,100.0,89.45,0.0,0.0,0.0,100.0,45.22,0.5046,54.78,2.5045
2023-03-06,4200.0,39732.0,0.17,0.49,0.1,0.04,0.0,26488.0,1500.0,2800.0,14190.0,,,,,,,,,,,,0.01,,100.0,89.45,0.0,0.0,0.0,100.0,45.2,0.5046,54.8,2.5045
2023-03-07,4200.0,37590.0,0.17,0.53,0.1,0.04,0.0,25060.0,1500.0,2800.0,13425.0,,,,,,,,,,,,0.01,,100.0,89.45,0.0,0.0,0.0,100.0,45.3,0.5044,54.7,2.5045
2023-03-08,4200.0,38640.0,0.17,0.52,0.1,0.04,0.0,25760.0,1500.0,2800.0,13800.0,,,,,,,,,,,,0.01,,100.0,89.45,0.0,0.0,0.0,100.0,45.25,0.5045,54.75,2.5045
2023-03-09,3600.0,33408.0,0.15,0.51,0.09,0.03,0.0,23200.0,1200.0,2500.0,11136.0,,,,0.0,,300.0,,,,,300.0,0.01,0.0,100.0,87.15,0.0,0.0,0.0,100.0,36.08,0.5388,63.92,2.6144
2023-03-10,3600.0,32724.0,0.15,0.52,0.09,0.03,0.0,22725.0,1200.0,2500.0,10908.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.03,0.539,63.97,2.6144
2023-03-13,3600.0,30816.0,0.15,0.54,0.09,0.03,0.0,21400.0,1200.0,2500.0,10272.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.05,0.5389,63.95,2.6144
2023-03-14,3600.0,31644.0,0.15,0.54,0.09,0.03,0.0,21975.0,1200.0,2500.0,10548.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.12,0.5386,63.88,2.6144
2023-03-15,3600.0,30564.0,0.15,0.57,0.09,0.03,0.0,21225.0,1200.0,2500.0,10188.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.26,0.5378,63.74,2.6144
2023-03-16,3600.0,31500.0,0.15,0.6,0.09,0.03,0.0,21875.0,1200.0,2500.0,10500.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.01,0.5391,63.99,2.6144
2023-03-17,3600.0,31644.0,0.15,0.63,0.09,0.03,0.0,21975.0,1200.0,2500.0,10548.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.05,0.5389,63.95,2.6144
2023-03-20,3600.0,30816.0,0.15,0.64,0.09,0.03,0.0,21400.0,1200.0,2500.0,10272.0,,,,,,,,,,,,0.01,,100.0,87.15,0.0,0.0,0.0,100.0,36.03,0.539,63.97,2.6144
2023-03-21,1300.0,11544.0,0.05,0.24,0.03,0.01,0.0,11544.0,0.0,1300.0,0.0,,,,0.01,,1200.0,,,,,1200.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-22,1300.0,11557.0,0.05,0.25,0.03,0.01,0.0,11557.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2023-03-23,1300.0,11583.0,0.05,0.25,0.03,0.01,0.0,11583.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-24,1300.0,11544.0,0.05,0.25,0.03,0.01,0.0,11544.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-27,1300.0,11583.0,0.05,0.25,0.03,0.01,0.0,11583.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-28,1300.0,11570.0,0.05,0.25,0.03,0.01,0.0,11570.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-29,1300.0,11505.0,0.05,0.25,0.03,0.01,0.0,11505.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-30,1300.0,11934.0,0.05,0.25,0.03,0.01,0.0,11934.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-03-31,1300.0,12077.0,0.05,0.26,0.03,0.01,0.0,12077.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.018
2023-04-03,1300.0,12506.0,0.05,0.26,0.03,0.01,0.0,12506.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8244
2023-04-04,1300.0,12480.0,0.05,0.26,0.03,0.01,0.0,12480.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8244
2023-04-05,1300.0,12584.0,0.05,0.31,0.03,0.01,0.0,12584.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-06,1300.0,12402.0,0.05,0.31,0.03,0.01,0.0,12402.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-07,1300.0,12402.0,0.05,0.31,0.03,0.01,0.0,12402.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-10,1300.0,12402.0,0.05,0.31,0.03,0.01,0.0,12402.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-11,1300.0,12350.0,0.05,0.31,0.03,0.01,0.0,12350.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-12,1300.0,12064.0,0.05,0.35,0.03,0.01,0.0,12064.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-13,1300.0,12168.0,0.05,0.37,0.03,0.01,0.0,12168.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-14,1300.0,12350.0,0.05,0.4,0.03,0.01,0.0,12350.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5045
2023-04-17,1300.0,12428.0,0.05,0.4,0.03,0.01,0.0,12428.0,0.0,1300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8904
2023-04-18,4700.0,44180.0,0.19,1.4,0.11,0.04,0.0,35720.0,2500.0,3800.0,23500.0,,,2500.0,,,,,,0.02,2500.0,,0.02,,100.0,63.13,0.0,0.0,0.0,100.0,27.68,0.5996,72.32,1.1869
2023-04-19,4700.0,33840.0,0.19,1.41,0.11,0.04,0.0,27360.0,2500.0,3800.0,18000.0,,,,,,,,,,,,0.02,,100.0,81.7,0.0,0.0,0.0,100.0,27.66,0.5998,72.34,1.5359
2023-04-20,3380.0,22984.0,0.14,0.62,0.08,0.02,0.0,21352.0,1840.0,3140.0,12512.0,,,,0.01,,660.0,,,,,660.0,0.01,0.01,100.0,60.13,0.0,0.0,0.0,100.0,38.43,0.5268,61.57,1.1046
2023-04-21,3334.0,23271.32,0.14,0.59,0.08,0.02,0.0,21756.66,1817.0,3117.0,12682.66,,,,0.0,,23.0,,,,,23.0,0.01,0.0,100.0,59.38,0.0,0.0,0.0,100.0,38.96,0.5244,61.04,1.0895
2023-04-24,3334.0,23671.4,0.14,0.57,0.08,0.02,0.0,22130.7,1817.0,3117.0,12900.7,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.86,0.5248,61.14,1.0895
2023-04-25,3334.0,24738.28,0.14,0.55,0.08,0.02,0.0,23128.14,1817.0,3117.0,13482.14,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.1,0.5238,60.9,1.0895
2023-04-26,3334.0,24738.28,0.14,0.54,0.08,0.02,0.0,23128.14,1817.0,3117.0,13482.14,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.85,0.5249,61.15,1.0895
2023-04-27,3334.0,24871.64,0.14,0.55,0.08,0.02,0.0,23252.82,1817.0,3117.0,13554.82,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.05,0.524,60.95,1.0895
2023-04-28,3334.0,24671.6,0.14,0.55,0.08,0.02,0.0,23065.8,1817.0,3117.0,13445.8,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.98,0.5243,61.02,1.0895
2023-05-01,3334.0,24671.6,0.14,0.56,0.08,0.02,0.0,23065.8,1817.0,3117.0,13445.8,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.11,0.5237,60.89,1.0895
2023-05-02,3334.0,24338.2,0.14,0.56,0.08,0.02,0.0,22754.1,1817.0,3117.0,13264.1,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.94,0.5245,61.06,1.0895
2023-05-03,3334.0,24338.2,0.14,0.55,0.08,0.02,0.0,22754.1,1817.0,3117.0,13264.1,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.87,0.5248,61.13,1.0895
2023-05-04,3334.0,23738.08,0.14,0.56,0.08,0.02,0.0,22193.04,1817.0,3117.0,12937.04,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0895
2023-05-05,3334.0,22804.56,0.14,0.56,0.08,0.02,0.0,21320.28,1817.0,3117.0,12428.28,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.94,0.5245,61.06,1.0895
2023-05-08,3334.0,22871.24,0.14,0.55,0.08,0.02,0.0,21382.62,1817.0,3117.0,12464.62,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.03,0.5241,60.97,1.0895
2023-05-09,3334.0,23004.6,0.14,0.54,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.1,0.5238,60.9,1.0895
2023-05-10,3334.0,23338.0,0.14,0.54,0.08,0.02,0.0,21819.0,1817.0,3117.0,12719.0,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.94,0.5245,61.06,1.0895
2023-05-11,3334.0,22671.2,0.14,0.54,0.08,0.02,0.0,21195.6,1817.0,3117.0,12355.6,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.1,0.5238,60.9,1.0895
2023-05-12,3334.0,22604.52,0.14,0.53,0.08,0.02,0.0,21133.26,1817.0,3117.0,12319.26,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.1,0.5237,60.9,1.0895
2023-05-15,3334.0,22604.52,0.14,0.53,0.08,0.02,0.0,21133.26,1817.0,3117.0,12319.26,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,38.95,0.5244,61.05,1.0895
2023-05-16,3334.0,22871.24,0.14,0.51,0.08,0.02,0.0,21382.62,1817.0,3117.0,12464.62,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.0,0.5242,61.0,1.0895
2023-05-17,3334.0,23338.0,0.14,0.52,0.08,0.02,0.0,21819.0,1817.0,3117.0,12719.0,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.02,0.5241,60.98,1.0895
2023-05-18,3334.0,23404.68,0.14,0.52,0.08,0.02,0.0,21881.34,1817.0,3117.0,12755.34,,,,,,,,,,,,0.01,,100.0,59.38,0.0,0.0,0.0,100.0,39.1,0.5237,60.9,1.0895
2023-05-19,3334.0,23471.36,0.14,0.54,0.08,0.02,0.0,21943.68,1817.0,3117.0,12791.68,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.93,0.5245,61.07,1.0517
2023-05-22,3334.0,23004.6,0.14,0.55,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.02,0.5241,60.98,1.0517
2023-05-23,3334.0,22804.56,0.14,0.55,0.08,0.02,0.0,21320.28,1817.0,3117.0,12428.28,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0517
2023-05-24,3334.0,22804.56,0.14,0.55,0.08,0.02,0.0,21320.28,1817.0,3117.0,12428.28,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.04,0.524,60.96,1.0517
2023-05-25,3334.0,22804.56,0.14,0.55,0.08,0.02,0.0,21320.28,1817.0,3117.0,12428.28,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.06,0.524,60.94,1.0517
2023-05-26,3334.0,23004.6,0.14,0.55,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.97,0.5243,61.03,1.0517
2023-05-29,3334.0,23271.32,0.14,0.55,0.08,0.02,0.0,21756.66,1817.0,3117.0,12682.66,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.0,0.5242,61.0,1.0517
2023-05-30,3334.0,23204.64,0.14,0.56,0.08,0.02,0.0,21694.32,1817.0,3117.0,12646.32,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.94,0.5244,61.06,1.0517
2023-05-31,3334.0,23804.76,0.14,0.57,0.08,0.02,0.0,22255.38,1817.0,3117.0,12973.38,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.05,0.524,60.95,1.0517
2023-06-01,3334.0,23471.36,0.14,0.57,0.08,0.02,0.0,21943.68,1817.0,3117.0,12791.68,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.78,0.5252,61.22,1.0517
2023-06-02,3334.0,23738.08,0.14,0.9,0.08,0.02,0.0,22193.04,1817.0,3117.0,12937.04,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.09,0.5238,60.91,1.0517
2023-06-05,3334.0,23804.76,0.14,1.01,0.08,0.02,0.0,22255.38,1817.0,3117.0,12973.38,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.99,0.5242,61.01,1.0517
2023-06-06,3334.0,23404.68,0.14,1.08,0.08,0.02,0.0,21881.34,1817.0,3117.0,12755.34,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.03,0.5241,60.97,1.0517
2023-06-07,3334.0,23671.4,0.14,1.15,0.08,0.02,0.0,22130.7,1817.0,3117.0,12900.7,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.0,0.5242,61.0,1.0517
2023-06-08,3334.0,23604.72,0.14,1.24,0.08,0.02,0.0,22068.36,1817.0,3117.0,12864.36,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.84,0.5249,61.16,1.0517
2023-06-09,3334.0,23471.36,0.14,1.34,0.08,0.02,0.0,21943.68,1817.0,3117.0,12791.68,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.04,0.524,60.96,1.0517
2023-06-12,3334.0,23538.04,0.14,1.35,0.08,0.02,0.0,22006.02,1817.0,3117.0,12828.02,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.98,0.5243,61.02,1.0517
2023-06-13,3334.0,23471.36,0.14,1.4,0.08,0.02,0.0,21943.68,1817.0,3117.0,12791.68,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.9,0.5246,61.1,1.0517
2023-06-14,3334.0,23671.4,0.14,1.48,0.08,0.02,0.0,22130.7,1817.0,3117.0,12900.7,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.91,0.5246,61.09,1.0517
2023-06-15,3334.0,23738.08,0.14,1.46,0.08,0.02,0.0,22193.04,1817.0,3117.0,12937.04,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.82,0.525,61.18,1.0517
2023-06-16,3334.0,23471.36,0.14,1.54,0.08,0.02,0.0,21943.68,1817.0,3117.0,12791.68,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.01,0.5242,60.99,1.0517
2023-06-19,3334.0,23004.6,0.14,1.59,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.99,0.5242,61.01,1.0517
2023-06-20,3334.0,23004.6,0.14,1.71,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.01,0.5241,60.99,1.0517
2023-06-21,3334.0,23004.6,0.14,1.77,0.08,0.02,0.0,21507.3,1817.0,3117.0,12537.3,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.82,0.525,61.18,1.0517
2023-06-22,3334.0,22937.92,0.14,1.84,0.08,0.02,0.0,21444.96,1817.0,3117.0,12500.96,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.99,0.5242,61.01,1.0517
2023-06-23,3334.0,22871.24,0.14,2.05,0.08,0.02,0.0,21382.62,1817.0,3117.0,12464.62,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.12,0.5237,60.88,1.0517
2023-06-26,3334.0,22671.2,0.14,2.11,0.08,0.02,0.0,21195.6,1817.0,3117.0,12355.6,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.95,0.5244,61.05,1.0517
2023-06-27,3334.0,22737.88,0.14,2.35,0.08,0.02,0.0,21257.94,1817.0,3117.0,12391.94,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.9,0.5247,61.1,1.0517
2023-06-28,3334.0,22804.56,0.14,2.31,0.08,0.02,0.0,21320.28,1817.0,3117.0,12428.28,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0517
2023-06-29,3334.0,22404.48,0.14,2.34,0.08,0.02,0.0,20946.24,1817.0,3117.0,12210.24,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0517
2023-06-30,3334.0,22471.16,0.14,2.26,0.08,0.02,0.0,21008.58,1817.0,3117.0,12246.58,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.89,0.5247,61.11,1.0517
2023-07-03,3334.0,22137.76,0.14,2.09,0.08,0.02,0.0,20696.88,1817.0,3117.0,12064.88,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.0,0.5242,61.0,1.0517
2023-07-04,3334.0,22471.16,0.14,2.06,0.08,0.02,0.0,21008.58,1817.0,3117.0,12246.58,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0517
2023-07-05,3334.0,22204.44,0.14,2.06,0.08,0.02,0.0,20759.22,1817.0,3117.0,12101.22,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,39.07,0.5239,60.93,1.0517
2023-07-06,3334.0,22204.44,0.14,2.09,0.08,0.02,0.0,20759.22,1817.0,3117.0,12101.22,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.93,0.5245,61.07,1.0517
2023-07-07,3334.0,22337.8,0.14,2.11,0.08,0.02,0.0,20883.9,1817.0,3117.0,12173.9,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.81,0.5251,61.19,1.0517
2023-07-10,3334.0,21537.64,0.14,2.07,0.08,0.02,0.0,20135.82,1817.0,3117.0,11737.82,,,,,,,,,,,,0.01,,100.0,57.32,0.0,0.0,0.0,100.0,38.94,0.5245,61.06,1.0517
