,SMCP FP Equity_DX_SI_QTY,SMCP FP Equity_DX_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SMCP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SMCP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SMCP FP Equity_DX_SI_MV,SMCP FP Equity_DX_DSS,SMCP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY,SMCP FP Equity_DX_BROKER_SI_QTY,SMCP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SMCP FP Equity_DX_BROKER_SI_MV_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SMCP FP Equity_DX_BROKER_SI_MV_INC_x,SMCP FP Equity_DX_SUPPLY_SI_MV_NEW,SMCP FP Equity_DX_BROKER_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_NEW,SMCP FP Equity_DX_SUPPLY_SI_MV_DEC,SMCP FP Equity_DX_BROKER_SI_QTY_INC,SMCP FP Equity_DX_SUPPLY_SI_QTY_DEC,SMCP FP Equity_DX_BROKER_SI_MV_NEW_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SMCP FP Equity_DX_BROKER_SI_MV_INC_y,SMCP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SMCP FP Equity_DX_BROKER_SI_MV_ADD,SMCP FP Equity_DX_SUPPLY_SI_QTY_ADD,SMCP FP Equity_DX_BROKER_SI_QTY_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV,SMCP FP Equity_DX_BROKER_SI_MV_DEC,SMCP FP Equity_DX_SUPPLY_SI_MV_RMV,SMCP FP Equity_DX_BROKER_SI_MV_RMV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SMCP FP Equity_DX_UTILIZATION_QUANTITY,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SMCP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SMCP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SMCP FP Equity_DX_ACTIVE_UTILIZATION_MV,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SMCP FP Equity_DX_BROKER_SI_CON_RATIO,SMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SMCP FP Equity_DX_DEMAND_SUPPLY_RATIO,SMCP FP Equity_PX_LAST
2021-04-07,516203.0,3257240.93,1.62,1.77,0.69,3.32,0.0,2620656.58,317648.0,415318.0,2004358.88,,,2700.0,0.02,,,,0.07,2700.0,10672.0,,,0.02,2700.0,,,10672.0,2.05,0.06,,,100.0,8.02,0.0,0.0,,0.0,100.0,28.32,0.2811,40.95,0.1303,6.31
2021-04-08,522586.0,3305356.45,1.64,1.8,0.7,3.3,0.0,2667258.83,324031.0,421701.0,2049496.08,,,6383.0,0.01,,,,,6383.0,,,,0.01,6383.0,,,,2.04,,,,100.0,8.1,0.0,0.0,,0.0,100.0,28.41,0.2816,41.02,0.1306,6.325
2021-04-09,502322.0,3116908.01,1.58,1.74,0.67,3.17,0.0,2553785.65,313899.0,411569.0,1947743.3,,,,,,,,0.06,,10132.0,,,,,,,10132.0,1.98,0.07,,,100.0,8.38,0.0,0.0,,0.0,100.0,29.72,0.2719,38.49,0.134,6.205
2021-04-12,481800.0,2873937.0,1.51,1.7,0.64,2.99,0.0,2353538.47,310388.0,394558.0,1851464.42,,,,,,,,0.02,,3511.0,,,,,,,17011.0,1.92,0.13,,,100.0,8.26,0.0,0.0,,0.0,100.0,28.09,0.2673,38.7,0.1282,5.965
2021-04-13,437002.0,2632937.05,1.37,1.52,0.58,2.62,0.0,2181995.92,297991.0,362157.0,1795395.78,,,,,,,,0.08,,12397.0,,,,,,,32401.0,1.78,0.24,,,100.0,7.39,0.0,0.0,,0.0,100.0,31.0,0.2629,36.5,0.1084,6.025
2021-04-14,422214.0,2552283.63,1.32,1.49,0.56,2.55,0.0,2153609.84,272093.0,356263.0,1644802.19,,,3000.0,0.03,,,,0.18,3000.0,28898.0,,,0.03,3000.0,,,8894.0,1.64,0.06,,,100.0,6.76,0.0,0.0,,0.0,100.0,33.1,0.2558,33.17,0.1049,6.045
2021-04-15,422214.0,2533284.0,1.32,1.5,0.56,2.55,0.0,2137578.0,272093.0,356263.0,1632558.0,,,,,,,,,,,,,,,,,,1.65,,,,100.0,6.76,0.0,0.0,,0.0,100.0,33.15,0.2562,33.21,0.1049,6.0
2021-04-16,438848.0,2602368.64,1.38,1.57,0.58,2.63,0.0,2129243.59,288727.0,359063.0,1712151.11,,,3335.0,0.01,,,,,2800.0,,,,0.01,3335.0,,13299.0,,1.72,,,,100.0,7.17,0.0,0.0,,0.0,100.0,31.82,0.2411,32.49,0.109,5.93
2021-04-19,438848.0,2655030.4,1.38,1.63,0.58,2.62,0.0,2256026.85,288727.0,372897.0,1746798.35,,,,,,13834.0,,,,,,,,,0.09,,,1.71,,,,100.0,7.17,0.0,0.0,,0.0,100.0,31.58,0.239,32.32,0.109,6.05
2021-04-20,425042.0,2424864.61,1.33,1.61,0.57,2.54,0.0,2048614.16,274921.0,359091.0,1568424.31,,,,,,,,0.08,,13806.0,,,,,,,13806.0,1.64,0.09,,,100.0,6.36,0.0,0.0,,0.0,100.0,33.2,0.2589,33.78,0.0983,5.705
2021-04-21,421191.0,2426060.16,1.32,1.59,0.56,2.42,0.0,2046182.4,271070.0,355240.0,1561363.2,,,,,,,,0.02,,3851.0,,,,,,,3851.0,1.55,0.03,,,100.0,6.26,0.0,0.0,,0.0,100.0,32.2,0.2541,33.72,0.0973,5.76
2021-04-22,403664.0,2419965.68,1.27,1.55,0.54,2.34,0.0,2040889.84,256262.0,340432.0,1536290.69,,,,,,,,0.08,,14808.0,,,,,,,14808.0,1.48,0.09,,,100.0,5.87,0.0,0.0,,0.0,100.0,28.78,0.248,35.25,0.0925,5.995
2021-04-23,403664.0,2411892.4,1.27,1.59,0.54,2.41,0.0,2034081.2,270106.0,340432.0,1613883.35,,,2485.0,,,,,,,,,,,2485.0,,11359.0,,1.61,,,,100.0,6.19,0.0,0.0,,0.0,100.0,28.93,0.2504,35.61,0.0925,5.975
2021-04-26,420803.0,2558482.24,1.32,1.83,0.56,2.53,0.0,2174031.68,273401.0,357571.0,1662278.08,,,14532.0,0.11,,,,0.07,17139.0,11237.0,,,0.11,14532.0,,,,1.64,,,,100.0,6.27,0.0,0.0,,0.0,100.0,27.49,0.235,34.85,0.0964,6.08
2021-04-27,414728.0,2529840.8,1.3,1.87,0.55,2.52,0.0,2144125.6,267326.0,351496.0,1630688.6,,,,0.03,,,,0.06,4701.0,10776.0,,,0.03,,,4701.0,10776.0,1.63,0.07,,,100.0,6.14,0.0,0.0,,0.0,100.0,29.4,0.2494,35.4,0.0952,6.1
2021-04-28,411632.0,2657084.56,1.29,1.88,0.55,2.52,0.0,2248922.0,264230.0,348400.0,1705604.65,,,,,,,,0.02,,3096.0,,,,,,,3096.0,1.62,0.02,,,100.0,6.07,0.0,0.0,,0.0,100.0,29.45,0.252,35.5,0.0946,6.455
2021-04-29,410793.0,2793392.4,1.29,1.91,0.55,2.65,0.0,2363414.8,263391.0,347561.0,1791058.8,,,,,,,,0.0,,839.0,,,,,,,839.0,1.71,0.0,,,100.0,6.06,0.0,0.0,,0.0,100.0,29.69,0.2542,35.75,0.0944,6.8
2021-04-30,415764.0,2816801.1,1.3,1.85,0.55,2.8,0.0,2388404.3,248859.0,352532.0,1686019.73,,,,,,19503.0,,0.09,,14532.0,,,,,0.13,,14532.0,1.7,0.06,,,100.0,5.68,0.0,0.0,,0.0,100.0,29.77,0.227,31.54,0.0948,6.775
2021-05-03,391325.0,2614051.0,1.23,1.74,0.52,2.63,0.0,2191661.24,248859.0,328093.0,1662378.12,,,,,,,,,,,,,,,,,24439.0,1.68,0.16,,,100.0,5.75,0.0,0.0,,0.0,100.0,28.72,0.2253,31.65,0.0904,6.68
2021-05-04,626547.0,4185333.96,1.96,2.86,0.83,4.19,0.0,2986581.24,367081.0,447093.0,2452101.08,,,276.0,0.8,,,,,119000.0,,,,0.8,276.0,,117946.0,,2.46,,,,49.52,8.4,374231.0,2499863.08,,2.5,49.6,17.11,0.3897,58.74,0.1434,6.68
2021-05-05,581376.0,3982425.6,1.82,2.67,0.77,3.88,0.0,2753165.7,354510.0,401922.0,2428393.5,,,1000.0,0.01,,,,0.09,1000.0,13571.0,,,0.01,1000.0,,,46171.0,2.38,0.31,,,48.65,8.09,374231.0,2563482.35,,2.58,48.03,10.1,0.4299,63.35,0.1326,6.85
2021-05-06,562354.0,3880242.6,1.76,2.64,0.75,3.82,0.0,2636641.8,352588.0,382122.0,2432857.2,,778.0,,0.05,0.01,,,0.02,7000.0,2700.0,,778.0,0.05,,,,26800.0,2.41,0.18,,,48.51,8.04,374231.0,2582193.9,,2.59,48.18,9.6,0.4576,65.94,0.1283,6.9
2021-05-07,550154.0,3961108.8,1.73,2.62,0.73,3.78,0.0,2663438.4,364606.0,369922.0,2625163.2,,,10040.0,,,,,,,,,,,10040.0,,1978.0,12200.0,2.51,0.08,,,50.01,8.34,364450.0,2624040.0,,2.66,48.59,9.84,0.4747,67.26,0.1259,7.2
2021-05-10,550363.0,4455188.49,1.73,2.74,0.73,3.99,0.0,2996210.45,364241.0,370131.0,2948530.9,,,,0.01,,,,0.0,574.0,365.0,,,0.01,,,,365.0,2.64,0.0,,,49.99,8.33,364450.0,2950222.75,,3.04,46.48,9.76,0.4707,66.91,0.1259,8.095
2021-05-11,550791.0,4296169.8,1.73,2.5,0.73,4.39,0.0,2812360.2,364669.0,360559.0,2844418.2,,,,0.03,,,,0.06,2300.0,9572.0,,,0.03,,,10000.0,11872.0,2.95,0.06,,,26.44,8.34,1014450.0,7912710.0,,8.07,26.74,8.13,0.4831,68.24,0.126,7.8
2021-05-12,552126.0,4292779.65,1.73,2.49,0.73,4.28,0.0,2813725.85,356264.0,361894.0,2769952.6,,,,0.01,,,,0.09,1595.0,8405.0,,,0.01,,,,260.0,2.79,0.05,,,25.83,8.15,1022855.0,7952697.63,,7.96,25.93,8.31,0.4763,67.71,0.1263,7.775
2021-05-13,601566.0,4620026.88,1.89,2.67,0.8,4.65,0.0,3161041.92,412704.0,411594.0,3169566.72,,,,0.46,,,,0.0,56700.0,260.0,,,0.46,,,56700.0,7000.0,3.21,0.05,,,28.75,9.4,1022855.0,7855526.4,,7.91,28.86,13.86,0.4082,61.29,0.137,7.68
2021-05-14,601566.0,4592956.41,1.89,2.68,0.8,4.56,0.0,3142520.19,423488.0,411594.0,3233330.88,,,,,,,,,,,,,,,,10784.0,,3.24,,,,29.28,9.64,1022855.0,7809497.93,,7.84,29.24,13.4,0.4093,61.46,0.137,7.635
2021-05-17,567239.0,4293999.23,1.78,2.51,0.75,4.29,0.0,3004199.92,400286.0,396856.0,3030165.02,,,,0.04,,,,0.18,4851.0,23202.0,,,0.04,,,,19589.0,3.06,0.15,,,27.72,9.11,1043561.0,7899756.77,,7.98,27.69,14.24,0.3734,58.05,0.1292,7.57
2021-05-18,667239.0,5197791.81,2.09,2.99,0.89,5.05,0.0,3870508.24,511162.0,496856.0,3981951.98,,,27177.0,,,100000.0,,0.01,,622.0,,,,27177.0,0.79,84321.0,,3.86,,,,33.08,11.6,1034041.0,8055179.39,,7.93,32.72,28.42,0.3249,48.23,0.1514,7.79
2021-05-19,649110.0,4887798.3,2.04,3.11,0.86,5.05,0.0,3680114.31,492157.0,488727.0,3705942.21,,,2.0,,,,,0.14,,19007.0,,,,2.0,,,8129.0,3.83,0.07,,,56.17,11.1,384039.0,2891813.67,,2.87,57.2,29.46,0.348,50.07,0.1463,7.53
2021-05-20,613578.0,4549680.87,1.92,2.89,0.82,4.6,0.0,3433597.32,466491.0,463061.0,3459030.77,,,144.0,,,,,0.21,,25810.0,,,,144.0,,,25666.0,3.5,0.29,,,54.85,10.54,384039.0,2847649.19,,2.84,55.2,28.36,0.3385,49.59,0.1386,7.415
2021-05-21,604806.0,4460444.25,1.9,2.88,0.8,4.49,0.0,3350381.38,457719.0,454289.0,3375677.63,,,,,,,,0.07,,8772.0,,,,,,,8772.0,3.4,0.07,,,53.82,10.33,392811.0,2896981.13,,2.89,54.04,28.78,0.3491,50.41,0.1364,7.375
2021-05-24,527959.0,3848821.11,1.66,2.54,0.7,3.87,0.0,2751552.18,381550.0,377442.0,2781499.5,,,678.0,,,,,0.58,,76847.0,,,,678.0,,,76847.0,2.8,0.57,,,49.26,8.61,392937.0,2864510.73,,2.86,49.51,18.01,0.3879,58.25,0.1192,7.29
2021-05-25,525923.0,3744571.76,1.65,2.61,0.7,3.82,0.0,2672890.72,379514.0,375406.0,2702139.68,,,144.0,,,,,0.02,,2180.0,,,,144.0,,,2036.0,2.76,0.02,,,49.13,8.57,392937.0,2797711.44,,2.79,49.74,18.21,0.3912,58.47,0.1187,7.12
2021-05-26,497123.0,3579285.6,1.56,2.42,0.66,3.55,0.0,2495563.2,350714.0,346606.0,2525140.8,,,,,,,,0.21,,28800.0,,,,,,,28800.0,2.51,0.23,,,47.16,7.95,392937.0,2829146.4,,2.83,46.94,12.68,0.4213,62.15,0.1127,7.2
2021-05-27,633142.0,4596610.92,1.99,3.07,0.84,4.55,0.0,2516359.56,486733.0,346606.0,3533681.58,,,75600.0,,,,,,,,,,,75600.0,,60419.0,,3.51,,,,48.77,10.65,511320.0,3712183.2,,3.8,48.03,19.39,0.2896,47.95,0.1386,7.26
2021-05-28,633142.0,4628268.02,1.99,3.05,0.84,4.59,0.0,2533689.86,486733.0,346606.0,3558018.23,,,,,,,,,,,,,,,,,,3.54,,,,48.77,10.67,511320.0,3737749.2,,3.82,48.06,19.33,0.2906,48.09,0.1388,7.31
2021-05-31,633142.0,4552290.98,1.99,3.02,0.84,4.6,0.0,2492097.14,486733.0,346606.0,3499610.27,,,,,,,,,,,,,,,,,,3.55,,,,48.77,10.67,511320.0,3676390.8,,3.77,48.51,19.43,0.2914,48.16,0.1387,7.19
2021-06-01,633142.0,4590279.5,1.99,3.06,0.84,4.54,0.0,2512893.5,486733.0,346606.0,3528814.25,,,,,,,,,,,,,,,,,,3.5,,,,48.77,10.66,511320.0,3707070.0,,3.79,48.03,19.33,0.29,48.02,0.1386,7.25
2021-06-02,633142.0,4792884.94,1.99,3.11,0.84,4.59,0.0,2623807.42,486733.0,346606.0,3684568.81,,,,,,,,,,,,,,,,,,3.52,,,,48.77,10.63,511320.0,3870692.4,,3.8,48.08,19.28,0.2887,47.87,0.1383,7.57
2021-06-03,651142.0,5026816.24,2.04,3.21,0.87,4.88,0.0,2814758.32,486733.0,364606.0,3757578.76,,,,0.18,,,,,18000.0,,,,0.18,,,,,3.62,,,,48.77,10.63,511320.0,3947390.4,,3.85,48.43,18.92,0.2985,49.13,0.1422,7.72
2021-06-04,669142.0,5041984.97,2.1,3.25,0.89,5.12,0.0,2747306.21,499476.0,364606.0,3763551.66,,,18000.0,,,,,0.04,,5257.0,,,,18000.0,,,,3.84,,,,50.31,10.94,493320.0,3717166.2,,3.82,50.18,18.36,0.315,51.19,0.1466,7.535
2021-06-07,669142.0,5152393.4,2.1,3.17,0.89,5.02,0.0,2807466.2,499476.0,364606.0,3845965.2,,,,,,,,,,,,,,,,,,3.76,,,,50.31,10.99,493320.0,3798564.0,,3.89,49.2,18.27,0.3131,51.0,0.1472,7.7
2021-06-08,834542.0,6476045.92,2.62,3.98,1.11,6.4,1.0,3471094.56,584278.0,447306.0,4533997.28,,,82700.0,0.17,,64700.0,,,18000.0,,,,0.17,82700.0,0.5,2102.0,,4.5,,,,40.02,12.79,875619.0,6794803.44,,6.86,39.61,15.78,0.2874,49.01,0.1826,7.76
2021-06-09,834542.0,6434318.82,2.62,4.08,1.11,6.45,1.0,3448729.26,584278.0,447306.0,4504783.38,,,,,,,,,,,,,,,,,,4.53,,,,40.02,12.79,875619.0,6751022.49,,6.86,39.77,15.78,0.288,49.08,0.1826,7.71
2021-06-10,859142.0,6370537.93,2.69,4.19,1.14,6.59,1.0,3403529.49,599133.0,459006.0,4442571.2,,,17900.0,0.11,,,,0.02,14855.0,3045.0,,,0.11,17900.0,,,3155.0,4.62,0.04,,,40.98,13.11,862719.0,6397061.39,,6.6,41.14,15.57,0.2846,48.58,0.188,7.415
2021-06-11,889142.0,6624107.9,2.79,4.6,1.18,6.59,1.0,3531344.7,614133.0,474006.0,4575290.85,,,15000.0,0.09,,,,,15000.0,,,,0.09,15000.0,,,,4.57,,,,45.71,13.8,729336.0,5433553.2,,5.43,45.68,15.18,0.2772,47.57,0.1998,7.45
2021-06-14,874862.0,6347123.81,2.74,4.66,1.16,6.48,1.0,3381105.69,606165.0,466038.0,4397727.08,,,,,,,,0.06,,7968.0,,,,,,,7968.0,4.51,0.06,,,41.51,13.26,854031.0,6195994.91,,6.36,41.48,15.52,0.2698,46.55,0.1914,7.255
2021-06-15,864190.0,6187600.4,2.71,4.58,1.15,6.24,1.0,3280726.32,598329.0,458202.0,4284035.64,,,,,,,,0.08,,7836.0,,,,,,,7836.0,4.34,0.1,,,41.12,13.13,856867.0,6135167.72,,6.26,40.93,15.73,0.2634,45.69,0.1896,7.16
2021-06-16,834980.0,5936707.8,2.62,4.42,1.11,5.99,1.0,3153974.67,573373.0,443597.0,4076682.03,,,,,,,,0.11,,14605.0,,,,,,,14605.0,4.12,0.11,0.08,,39.68,12.75,871472.0,6196165.92,10351.0,6.29,39.59,16.31,0.2483,43.52,0.1857,7.11
2021-06-17,811586.0,5656754.42,2.54,4.03,1.08,5.78,1.0,2932711.14,558906.0,420762.0,3895574.82,,,,0.0,,,,0.11,500.0,14467.0,,,0.0,,,,23335.0,3.99,0.17,,,39.06,12.67,872031.0,6078056.07,,6.21,39.09,16.82,0.2511,43.77,0.1839,6.97
2021-06-18,798939.0,5384848.86,2.51,3.97,1.06,5.53,1.0,2798036.86,551882.0,415139.0,3719684.68,,,288.0,,,,,0.08,,9290.0,,,,288.0,,1978.0,5623.0,3.84,0.07,,,38.63,12.66,876691.0,5908897.34,,6.01,38.95,17.36,0.235,41.51,0.1833,6.74
2021-06-21,774131.0,5194419.01,2.43,3.93,1.03,5.23,1.0,2702351.85,549337.0,402735.0,3686051.27,,9859.0,,,0.07,,,0.11,,12404.0,,9859.0,,,,,12404.0,3.74,0.12,,,38.19,12.65,889095.0,5965827.45,,6.11,37.99,18.46,0.2195,38.77,0.1783,6.71
2021-06-22,708095.0,4733615.08,2.22,4.11,0.94,4.73,0.0,2489520.74,479623.0,372404.0,3206279.76,,,,,,,,0.47,,69714.0,,,,,,,30331.0,3.22,0.22,,,48.23,11.13,514882.0,3441986.17,,3.53,47.64,19.22,0.2362,40.34,0.1643,6.685
2021-06-23,458394.0,3048320.1,1.44,2.73,0.61,3.04,0.0,1435621.95,351402.0,215883.0,2336823.3,,,,,,,,0.86,,128221.0,,,,,,,156521.0,2.35,1.05,,,46.99,8.44,396499.0,2636718.35,,2.65,46.98,19.49,0.1866,32.82,0.1101,6.65
2021-06-24,467410.0,3091917.15,1.47,2.9,0.62,3.09,0.0,1408273.97,348410.0,212891.0,2304732.15,,,,,,,,0.02,,2992.0,,,,,,,2992.0,2.32,0.02,,,41.7,8.22,487099.0,3222159.89,,3.3,41.25,19.0,0.181,32.02,0.1103,6.615
2021-06-25,467410.0,2961042.35,1.47,2.94,0.62,3.03,0.0,1348664.49,348410.0,212891.0,2207177.35,,,,,,,,,,,,,,,,,,2.27,,,,41.7,8.22,487099.0,3085772.17,,3.17,41.76,19.09,0.1813,32.09,0.1103,6.335
2021-06-28,448110.0,2740192.65,1.41,2.79,0.6,2.81,0.0,1183808.97,329110.0,193591.0,2012507.65,,,,,,,,0.13,,19300.0,,,,,,,19300.0,2.09,0.13,,,45.36,7.81,396499.0,2424591.38,,2.51,45.36,20.12,0.1993,33.9,0.1063,6.115
2021-06-29,448110.0,2762598.15,1.41,2.81,0.6,2.73,0.0,1193488.51,329110.0,193591.0,2028963.15,,,,,,,,,,,,,,,,,,2.01,,,,45.36,7.81,396499.0,2444416.34,,2.42,45.36,19.96,0.1977,33.62,0.1063,6.165
2021-06-30,461821.0,2824035.42,1.45,2.89,0.61,2.83,0.0,1183808.97,342821.0,193591.0,2096350.42,,,,,,,,,,,,,,,,13711.0,,2.12,,,,46.37,8.12,396499.0,2424591.38,,2.44,46.4,19.22,0.1846,32.42,0.1094,6.115
2021-07-01,429963.0,2704467.27,1.35,2.68,0.57,2.63,0.0,1260792.76,310963.0,200444.0,1955957.27,,,,,,6853.0,,0.2,,31858.0,,,,,0.04,,,1.9,,,,42.45,6.57,421499.0,2651228.71,,2.58,42.44,19.51,0.1896,32.84,0.0909,6.29
2021-07-02,423963.0,2656128.19,1.33,2.58,0.56,2.64,0.0,1312166.66,344963.0,209444.0,2161193.19,,,12200.0,,,34000.0,,,,,,,,12200.0,0.21,21800.0,25000.0,2.17,0.15,,,45.01,7.22,421499.0,2640691.24,,2.64,45.08,14.03,0.1871,33.8,0.0887,6.265
2021-07-05,408963.0,2635766.54,1.28,2.47,0.54,2.55,0.0,1349866.58,343440.0,209444.0,2213470.8,,,870.0,,,,,0.09,,15000.0,,,,870.0,,12607.0,,2.15,,,,44.03,7.16,436499.0,2813236.06,,2.73,44.05,14.01,0.1865,33.65,0.0852,6.445
2021-07-06,557394.0,3441907.95,1.75,3.38,0.74,3.55,0.0,1920739.93,446570.0,311051.0,2757569.75,,,1272.0,0.55,,46824.0,,0.2,84783.0,34884.0,,,0.55,1272.0,0.3,136742.0,30000.0,2.87,0.18,,,36.12,9.35,789675.0,4876243.13,,5.09,36.08,21.93,0.1448,23.71,0.1167,6.175
2021-07-07,544564.0,3242878.62,1.71,3.38,0.72,3.36,0.0,1775906.06,446820.0,298221.0,2660813.1,,,3587.0,,,,,0.08,,11781.0,,,,3587.0,,8444.0,12830.0,2.76,0.08,,,36.14,10.48,789675.0,4702514.63,,4.88,36.1,23.15,0.1525,24.07,0.1277,5.955
2021-07-08,478099.0,2732335.79,1.5,2.96,0.64,2.86,0.0,1401638.04,367275.0,245256.0,2098976.63,,,,0.09,,,,0.51,12765.0,79545.0,,,0.09,,,,65730.0,2.19,0.42,,,31.38,9.29,803175.0,4590145.13,,4.85,31.07,11.24,0.1366,26.87,0.121,5.715
2021-07-09,464252.0,2660163.96,1.46,2.76,0.62,2.66,0.0,1247340.78,366285.0,217686.0,2098813.05,,,9849.0,0.07,,,,0.09,13723.0,14713.0,,,0.07,9849.0,,3874.0,41293.0,2.09,0.27,,,31.32,9.27,803175.0,4602192.75,,4.6,31.29,17.88,0.1553,27.86,0.1175,5.73
2021-07-12,451899.0,2410881.17,1.42,2.63,0.6,2.58,0.0,1095451.56,355561.0,205333.0,1896917.94,,,669.0,,,,,0.14,,22560.0,,,,669.0,,11167.0,12353.0,2.03,0.07,,,50.17,8.29,353176.0,1884193.96,,2.02,50.11,18.61,0.162,28.86,0.1054,5.335
2021-07-13,527950.0,2813973.5,1.66,2.77,0.7,2.88,0.0,1499776.72,410626.0,281384.0,2188636.58,,,,0.06,,62400.0,,0.04,13651.0,7335.0,,,0.06,,0.35,62400.0,,2.21,,,,9.58,9.58,3877118.0,20665038.94,,21.01,9.53,15.21,0.1318,23.58,0.1231,5.33
2021-07-14,564641.0,3034945.38,1.77,2.93,0.75,3.06,0.0,1709653.13,387594.0,318075.0,2083317.75,,,,0.35,,,,0.16,66000.0,29309.0,,,0.35,,,6277.0,29309.0,2.08,0.17,,,9.04,9.04,3900298.0,20964101.75,,21.12,8.99,22.08,0.144,23.92,0.1317,5.375
2021-07-15,581154.0,2952262.32,1.82,3.02,0.77,3.16,0.0,1699707.04,404107.0,334588.0,2052863.56,,,,,,16513.0,,,,,,,,,0.09,16513.0,,2.18,,,,46.5,9.41,464968.0,2362037.44,,2.62,45.44,21.46,0.1419,23.32,0.1353,5.08
2021-07-16,577834.0,2892059.17,1.81,2.93,0.77,2.99,0.0,1702250.55,395265.0,340110.0,1978301.33,,,,0.0,,,,0.05,5522.0,8842.0,,,0.0,,,,,2.03,,,,9.2,9.2,3899437.0,19516682.18,,20.12,9.17,21.38,0.1395,22.61,0.1345,5.005
2021-07-19,579052.0,2799137.37,1.82,2.95,0.77,2.96,0.0,1649979.55,401847.0,341328.0,1942528.4,,,,0.04,,,,0.04,9000.0,7782.0,,,0.04,,,14364.0,7782.0,2.04,0.04,,,53.22,9.36,353176.0,1707252.78,,2.0,50.48,21.3,0.1393,22.56,0.1348,4.834
2021-07-20,707127.0,3479064.84,2.24,3.5,0.94,3.5,0.0,1935429.6,471422.0,393380.0,2319396.24,,,40206.0,0.26,,,,0.03,58500.0,6448.0,,,0.26,40206.0,,35817.0,6448.0,2.32,0.03,,,57.17,10.99,353176.0,1737625.92,,2.0,53.73,17.09,0.1841,35.46,0.1648,4.92
2021-07-21,684418.0,3545285.24,2.17,3.34,0.91,3.42,0.0,2024276.66,431060.0,390787.0,2232890.8,,,,,,,,0.19,,40362.0,,,,,,,2593.0,2.12,0.0,,,54.97,10.12,353176.0,1829451.68,,1.74,54.97,17.98,0.193,36.24,0.1607,5.18
2021-07-22,696264.0,3498726.6,2.21,3.43,0.93,3.64,0.0,1940941.43,447436.0,386257.0,2248365.9,,,,,,,,,,,,,,,,16376.0,4530.0,2.32,0.02,,,55.89,10.46,353176.0,1774709.4,,1.83,55.92,17.74,0.1887,35.89,0.1628,5.025
2021-07-23,699216.0,3653403.6,2.22,3.4,0.93,3.58,0.0,2111469.53,448912.0,404109.0,2345565.2,,,,0.0,,16376.0,,0.01,1476.0,1624.0,,,0.0,,0.09,3100.0,,2.27,,,,55.97,10.52,353176.0,1845344.6,,1.77,56.09,17.49,0.1882,35.93,0.1638,5.225
2021-07-26,703335.0,3762842.25,2.23,3.4,0.94,3.71,0.0,2184019.8,453031.0,408228.0,2423715.85,,,,0.1,,,,0.07,17751.0,13632.0,,,0.1,,,17751.0,13632.0,2.36,0.07,,,56.19,10.64,353176.0,1889491.6,,1.85,56.17,17.48,0.1919,35.8,0.1651,5.35
2021-07-27,703335.0,3696025.43,2.23,3.39,0.94,3.79,0.0,2145238.14,453031.0,408228.0,2380677.9,,,,,,,,,,,,,,,,,,2.42,,,,49.35,10.64,464968.0,2443406.84,,2.45,49.74,17.55,0.193,35.95,0.1651,5.255
2021-07-28,701853.0,3751404.29,2.23,3.31,0.93,3.72,0.0,2174057.37,451549.0,406746.0,2413529.4,,,,,,,,0.01,,1482.0,,,,,,,1482.0,2.37,0.01,,,49.27,10.62,464968.0,2485253.96,,2.44,49.26,17.54,0.1932,35.94,0.1651,5.345
2021-07-29,695657.0,3686982.1,2.21,3.46,0.93,3.74,0.0,2175740.1,440320.0,410517.0,2333696.0,,,,0.04,,,,0.08,5033.0,16262.0,,,0.04,,,5033.0,1262.0,2.35,0.01,,,48.64,10.36,464968.0,2464330.4,,2.49,48.57,17.33,0.1996,37.05,0.1636,5.3
2021-07-30,646016.0,3420654.72,2.05,3.18,0.86,3.45,0.0,1955554.7,414124.0,369321.0,2192786.58,,,,,,,,0.14,,26196.0,,,,,,,41196.0,2.19,0.23,,,47.11,9.74,464968.0,2462005.56,,2.46,47.11,18.69,0.2052,37.39,0.1519,5.295
2021-08-02,645468.0,3627530.16,2.05,3.14,0.86,3.46,0.0,2074044.14,413850.0,369047.0,2325837.0,,,,,,,,0.0,,274.0,,,,,,,274.0,2.19,0.01,,,47.09,9.71,464968.0,2613120.16,,2.46,47.09,18.69,0.2035,37.11,0.1514,5.62
