,VRLA FP Equity_DX_SI_QTY,VRLA FP Equity_DX_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VRLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VRLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VRLA FP Equity_DX_SI_MV,VRLA FP Equity_DX_DSS,VRLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY,VRLA FP Equity_DX_BROKER_SI_QTY,VRLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VRLA FP Equity_DX_BROKER_SI_MV_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VRLA FP Equity_DX_BROKER_SI_MV_INC_x,VRLA FP Equity_DX_SUPPLY_SI_MV_NEW,VRLA FP Equity_DX_BROKER_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_NEW,VRLA FP Equity_DX_SUPPLY_SI_MV_DEC,VRLA FP Equity_DX_BROKER_SI_QTY_INC,VRLA FP Equity_DX_SUPPLY_SI_QTY_DEC,VRLA FP Equity_DX_BROKER_SI_MV_NEW_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VRLA FP Equity_DX_BROKER_SI_MV_INC_y,VRLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VRLA FP Equity_DX_BROKER_SI_MV_ADD,VRLA FP Equity_DX_SUPPLY_SI_QTY_ADD,VRLA FP Equity_DX_BROKER_SI_QTY_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV,VRLA FP Equity_DX_BROKER_SI_MV_DEC,VRLA FP Equity_DX_SUPPLY_SI_MV_RMV,VRLA FP Equity_DX_BROKER_SI_MV_RMV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VRLA FP Equity_DX_UTILIZATION_QUANTITY,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VRLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VRLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VRLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VRLA FP Equity_DX_ACTIVE_UTILIZATION_MV,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VRLA FP Equity_DX_BROKER_SI_CON_RATIO,VRLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VRLA FP Equity_DX_DEMAND_SUPPLY_RATIO,VRLA FP Equity_PX_LAST
2024-12-23,5439344.0,126954288.96,7.98,35.71,4.5,130.68,1.0,108261983.16,5116102.0,4638474.0,119409820.68,,,64343.0,1.39,,,,0.13,27202.0,12081.0,,,1.39,64343.0,,1252.0,11517.0,119.26,0.0,,,26.01,26.01,14554238.0,339695914.92,,339.35,26.0,12.56,0.1207,22.71,0.2765,23.34
2024-12-24,5665693.0,134730179.54,8.31,37.25,4.69,136.61,1.0,113519346.96,5344510.0,4773732.0,127092447.8,,,204677.0,3.52,,27400.0,,0.74,133069.0,32705.0,,,3.52,204677.0,0.64,56436.0,25211.0,124.93,0.5,,,27.47,27.47,14111786.0,335578271.08,,330.58,27.43,12.05,0.1214,23.24,0.2912,23.78
2024-12-25,5665693.0,134730179.54,8.31,38.37,4.69,137.91,1.0,113519346.96,5317110.0,4773732.0,126440875.8,,,,,,,,0.65,,27400.0,,,,,,,,125.68,,,,27.32,27.32,14142734.0,336314214.52,,333.66,27.36,12.16,0.1221,23.45,0.2911,
2024-12-26,5733415.0,136340608.7,8.41,38.82,4.75,139.99,1.0,115129776.12,5344510.0,4841454.0,127092447.8,,,,2.07,,,,,71313.0,,,,2.07,,,,3591.0,126.79,0.06,,,27.54,27.54,14061818.0,334390032.04,,334.02,27.52,13.13,0.1222,23.1,0.2954,
2024-12-27,5748858.0,136247934.6,8.43,38.93,4.76,140.66,1.0,115376103.0,5345821.0,4868190.0,126695957.7,,,46684.0,1.69,,,,1.02,60636.0,45373.0,,,1.69,46684.0,,,33900.0,127.19,0.81,,,27.25,27.25,14270727.0,338216229.9,,339.71,27.24,13.32,0.1204,22.42,0.2931,23.7
2024-12-30,5749514.0,135803520.68,8.43,39.12,4.76,140.29,1.0,114945549.0,5359609.0,4866450.0,126593964.58,,,11259.0,0.07,,,,0.26,5074.0,10361.0,,,0.07,11259.0,,,4182.0,127.22,0.11,,,27.29,27.29,14281759.0,337335147.58,,339.17,27.28,13.38,0.1203,22.4,0.2927,23.62
2024-12-31,5739616.0,139357876.48,8.42,39.13,4.75,140.53,1.0,117917082.56,5371719.0,4856552.0,130425337.32,,,19324.0,0.35,,,,0.19,15030.0,7214.0,,,0.35,19324.0,,,24928.0,127.33,0.62,,,27.64,27.64,14060507.0,341389109.96,,334.29,27.58,13.39,0.1204,22.29,0.2954,24.28
2025-01-01,5739616.0,139357876.48,8.42,39.55,4.75,142.49,1.0,117917082.56,5371719.0,4856552.0,130425337.32,,,,,,,,,,,,,,,,,,129.78,,,,28.06,28.06,13770321.0,334343393.88,,330.71,28.18,13.21,0.1213,22.6,0.2998,
2025-01-02,5763779.0,137754318.1,8.45,39.71,4.77,143.99,1.0,116649088.5,5434798.0,4880715.0,129891672.2,,,82110.0,1.7,,,,0.34,47123.0,19031.0,,,1.7,82110.0,,,22960.0,132.25,0.5,,,28.17,28.17,13857584.0,331196257.6,,337.88,28.13,13.68,0.1222,22.69,0.2988,23.9
2025-01-03,5774344.0,135119649.6,8.47,40.25,4.78,141.52,1.0,114455952.0,5383147.0,4891280.0,125965639.8,,,9813.0,0.0,,,,1.52,14865.0,61464.0,,,0.0,9813.0,,,4300.0,128.36,0.12,,,27.78,27.78,13994721.0,327476471.4,,332.89,27.83,13.8,0.1223,22.65,0.298,23.4
2025-01-06,5799059.0,138829472.46,8.5,40.77,4.8,140.18,1.0,117377436.96,5432189.0,4902984.0,130046604.66,,,60456.0,0.98,,,,0.42,33977.0,11414.0,,,0.98,60456.0,,,22273.0,127.0,1.19,,,28.02,28.02,13955317.0,334090288.98,,326.46,28.01,13.51,0.1216,22.39,0.2991,23.94
2025-01-07,5832216.0,138573452.16,8.55,40.24,4.83,143.9,1.0,115858963.44,5460074.0,4876219.0,129731358.24,,,63169.0,0.49,,,,0.0,8081.0,35284.0,,,0.49,63169.0,,,34846.0,131.16,0.53,,,28.14,28.14,13939774.0,331209030.24,,334.88,28.14,13.51,0.1216,22.15,0.3006,23.76
2025-01-08,5837173.0,136823335.12,8.56,40.03,4.83,142.73,1.0,114153175.04,5456056.0,4870016.0,127889952.64,,,37879.0,1.6,,,,1.1,69299.0,41897.0,,,1.6,37879.0,,,75502.0,129.97,2.59,,,28.13,28.13,13942672.0,326816231.68,,332.13,28.13,12.67,0.1191,21.97,0.3009,23.44
2025-01-09,5854963.0,135718042.34,8.58,40.14,4.85,141.16,1.0,114011363.14,5456810.0,4918523.0,126488855.8,,,73274.0,2.62,,,,2.39,119225.0,72520.0,,,2.62,73274.0,,,70718.0,128.03,2.37,,,28.17,28.17,13912570.0,322493372.6,,326.56,28.16,12.46,0.12,21.92,0.3023,23.18
2025-01-10,5756290.0,135157689.2,8.44,39.98,4.76,138.01,1.0,113431762.6,5354758.0,4830995.0,125729717.84,,,50644.0,1.62,,,,3.83,75336.0,152696.0,,,1.62,50644.0,,,162864.0,124.68,4.41,,,27.63,27.63,14028480.0,329388710.4,,327.82,27.55,11.85,0.1179,20.9,0.297,23.48
2025-01-13,5832682.0,133918378.72,8.55,40.83,4.83,140.54,1.0,112578551.12,5427242.0,4903247.0,124609476.32,,,90784.0,2.65,,,,0.74,89482.0,32743.0,,,2.65,90784.0,,14443.0,17230.0,127.37,0.33,,,28.0,28.0,13953214.0,320365793.44,,327.56,28.0,11.78,0.1198,21.38,0.301,22.96
2025-01-14,5824835.0,131175284.2,8.54,40.69,4.82,137.06,1.0,110126515.8,5440191.0,4890165.0,122513101.32,,,19369.0,0.0,,,,0.99,34888.0,29497.0,,,0.0,19369.0,,23077.0,47970.0,124.32,2.03,,,28.17,28.17,13874109.0,312444934.68,,316.51,28.2,11.81,0.1211,21.8,0.3016,22.52
2025-01-15,5828593.0,131376486.22,8.55,39.97,4.82,136.02,1.0,110098884.0,5441960.0,4884600.0,122661778.4,,,168146.0,4.75,,,,5.86,212918.0,218753.0,,,4.75,168146.0,,52376.0,218483.0,122.86,5.28,,,28.17,28.17,13877028.0,312788211.12,,313.34,28.17,14.42,0.1228,21.83,0.3017,22.54
2025-01-16,5802024.0,130197418.56,8.51,39.21,4.8,135.1,1.0,109348010.64,5309993.0,4872906.0,119156242.92,,,49042.0,1.34,,,,4.24,58093.0,187792.0,,,1.34,49042.0,,6783.0,69787.0,119.88,1.68,,,26.9,26.9,14427083.0,323743742.52,,334.79,26.37,15.49,0.1252,21.98,0.294,22.44
2025-01-17,5388865.0,129871646.5,7.9,36.09,4.46,126.73,1.0,107713263.0,4769080.0,4469430.0,114934828.0,,,,,,,,12.1,,540913.0,,,,,,,403476.0,107.81,8.19,,,24.34,24.34,14827812.0,357350269.2,,345.79,23.77,15.9,0.1182,18.42,0.275,24.1
2025-01-20,5537211.0,136769111.7,8.12,36.6,4.58,135.56,1.0,113844078.4,5008668.0,4609072.0,123714099.6,,,276065.0,7.38,,,,0.68,237200.0,36477.0,,,7.38,276065.0,,,97558.0,120.48,0.99,,,25.55,25.55,14594204.0,360476838.8,,355.68,25.3,15.23,0.1274,22.71,0.2825,24.7
2025-01-21,5391888.0,135767739.84,7.91,35.33,4.46,137.14,1.0,112245465.14,4988682.0,4457723.0,125615012.76,,,87344.0,,,,,1.87,,111664.0,,,,87344.0,,4334.0,151349.0,123.41,1.15,,,25.42,25.42,14634736.0,368502652.48,,368.5,25.09,15.18,0.1287,22.52,0.2748,25.18
2025-01-22,5408804.0,135436452.16,7.93,35.36,4.48,139.74,1.0,112492600.64,5052850.0,4492516.0,126523364.0,,,115349.0,1.81,,,,1.25,55124.0,58996.0,,,1.81,115349.0,,7815.0,20331.0,127.29,0.0,,,25.72,25.72,14590918.0,365356586.72,,375.39,25.32,14.93,0.127,22.46,0.2753,25.04
2025-01-23,5657791.0,142350021.56,8.3,36.11,4.68,145.55,1.0,119252688.68,5294782.0,4739773.0,133216715.12,,,242660.0,6.12,,,,0.12,248505.0,4328.0,,,6.12,242660.0,,3600.0,1248.0,132.77,0.2,,,27.04,27.04,14284436.0,359396409.76,,366.16,26.61,14.61,0.1319,24.28,0.289,25.16
2025-01-24,5597944.0,145994379.52,8.21,35.78,4.63,144.82,1.0,122197214.08,5222844.0,4685476.0,136211771.52,,,111885.0,3.7,,,,4.58,129355.0,183823.0,,,3.7,111885.0,,,183652.0,131.35,4.49,,,26.68,26.68,14351036.0,374275018.88,,368.66,26.27,14.59,0.1236,21.41,0.286,26.08
2025-01-27,5670174.0,147651330.96,8.31,35.47,4.69,151.37,1.0,124078673.04,5302564.0,4764926.0,138078766.56,,,53971.0,3.91,,,,0.18,86940.0,10322.0,,,3.91,53971.0,,36071.0,7490.0,138.37,0.0,,,27.08,27.08,14279028.0,371825889.12,,380.39,26.67,15.28,0.1247,21.23,0.2896,26.04
2025-01-28,5835303.0,152301408.3,8.56,36.96,4.83,155.67,1.0,128960987.4,5406569.0,4941034.0,141111450.9,,,118655.0,4.7,,,,0.38,180118.0,14650.0,,,4.7,118655.0,,,4010.0,140.99,0.12,,,27.55,27.55,14217317.0,371071973.7,,379.12,27.11,15.39,0.1246,20.92,0.2974,26.1
2025-01-29,5893245.0,154874478.6,8.64,37.21,4.88,157.52,2.0,130653437.76,5507959.0,4971592.0,144749162.52,,,116183.0,1.66,,,,0.66,53139.0,25407.0,,,1.66,116183.0,,10614.0,22581.0,143.89,0.61,,,28.05,28.05,14127503.0,371270778.84,,376.82,27.63,14.85,0.1241,20.88,0.3001,26.28
2025-01-30,5915651.0,158657759.82,8.67,37.11,4.9,159.45,2.0,134160720.48,5500865.0,5002264.0,147533199.3,,,159701.0,2.05,,,,6.01,61509.0,231960.0,,,2.05,159701.0,,65165.0,30837.0,145.05,0.75,,,28.03,28.03,14125571.0,378847814.22,,380.31,27.61,14.22,0.1226,20.82,0.3014,26.82
2025-01-31,6051164.0,180324687.2,8.87,37.48,5.01,168.31,2.0,152032954.6,5642440.0,5101777.0,168144712.0,,,149761.0,4.96,,1351.0,,0.19,118531.0,14953.0,,,4.96,149761.0,0.04,6767.0,20369.0,153.31,0.37,,,28.72,28.72,14003456.0,417302988.8,,388.9,28.28,14.15,0.123,20.82,0.308,29.8
2025-02-03,6184041.0,177729338.34,9.07,32.41,5.12,185.76,2.0,149064665.88,5720683.0,5186662.0,164412429.42,,,58571.0,7.63,,,,0.0,84885.0,9267.0,,,7.63,58571.0,,28939.0,,170.15,,,,29.2,29.2,13869477.0,398608768.98,,419.13,28.87,14.69,0.124,20.96,0.3157,28.74
2025-02-04,5662261.0,161034702.84,8.3,27.55,4.69,164.75,1.0,135829127.16,5251786.0,4775989.0,149360793.84,,,110353.0,4.76,,,,21.62,215043.0,682746.0,,,4.76,110353.0,,103496.0,625716.0,150.24,20.59,,,26.81,26.81,14339062.0,407802923.28,,416.34,26.52,16.09,0.1218,20.2,0.289,28.44
2025-02-05,5586747.0,160786578.66,8.19,27.02,4.62,161.69,1.0,133661428.66,5157653.0,4644247.0,148437253.34,,,165987.0,4.82,,,,7.45,173837.0,260120.0,,,4.82,165987.0,,,305579.0,146.51,9.18,,,26.25,26.25,14492579.0,417096423.62,,418.87,25.91,17.23,0.1242,18.6,0.2843,28.78
2025-02-06,5532357.0,162208707.24,8.11,28.0,4.58,162.25,1.0,134779026.28,5204909.0,4596829.0,152607931.88,,,90568.0,3.18,,,,0.94,83773.0,47131.0,,,3.18,90568.0,,3819.0,131191.0,149.98,3.44,,,26.45,26.45,14476483.0,424450481.56,,424.95,26.09,17.4,0.1285,18.84,0.2811,29.32
2025-02-07,5467163.0,155704802.24,8.02,27.42,4.53,162.12,1.0,128107112.64,5170539.0,4498143.0,147256950.72,,,59581.0,1.98,,,,2.92,45397.0,108946.0,,,1.98,59581.0,,14995.0,144083.0,151.5,3.35,,,26.27,26.27,14511671.0,413292390.08,,431.54,25.98,18.46,0.1313,19.08,0.2778,28.48
2025-02-10,5412857.0,155348995.9,7.94,26.54,4.48,157.4,1.0,127945489.7,5118382.0,4458031.0,146897563.4,,,56646.0,1.72,,,,3.52,86362.0,110055.0,,,1.72,56646.0,,1252.0,126474.0,146.58,4.9,,,26.01,26.01,14556490.0,417771263.0,,425.57,25.62,18.35,0.1328,19.04,0.2751,28.7
2025-02-11,5375780.0,154392401.6,7.88,26.44,4.45,156.59,1.0,126794721.76,5121217.0,4414858.0,147081352.24,,,70638.0,0.17,,,,1.92,7062.0,67803.0,,,0.17,70638.0,,,50235.0,146.53,1.24,,,25.97,25.97,14598563.0,419270729.36,,427.93,25.51,18.66,0.1333,19.37,0.2726,28.72
2025-02-12,5411520.0,155743545.6,7.93,26.73,4.48,157.76,1.0,128285957.82,5126357.0,4457469.0,147536554.46,,,32990.0,1.44,,,,0.77,50217.0,27850.0,,,1.44,32990.0,,,7606.0,146.8,0.16,,,25.99,25.99,14600215.0,420194187.7,,428.12,25.53,18.62,0.132,19.33,0.2743,28.78
2025-02-13,5373240.0,153352269.6,7.88,26.41,4.45,156.3,1.0,125776065.4,5095055.0,4407010.0,145412869.7,,,22628.0,0.1,,,,1.72,14904.0,58512.0,,,0.1,22628.0,,4582.0,65363.0,145.8,1.84,,,25.85,25.85,14617545.0,417184734.3,,424.94,25.55,18.72,0.1325,19.19,0.2726,28.54
2025-02-14,5399527.0,153778528.96,7.92,26.54,4.47,156.46,1.0,126136695.36,5039894.0,4428957.0,143536181.12,,,13521.0,1.79,,,,2.08,61214.0,68682.0,,,1.79,13521.0,,,39267.0,143.3,1.42,,,25.55,25.55,14683138.0,418175770.24,,424.32,25.25,18.7,0.1307,18.72,0.2738,28.48
2025-02-17,5254237.0,151637279.82,7.7,25.59,4.35,152.79,1.0,126867780.78,4883092.0,4395973.0,140926035.12,,,967.0,,,4000.0,,4.41,,157769.0,,,,967.0,0.12,,36984.0,139.1,0.77,,,24.76,24.76,14835112.0,428141332.32,,430.06,24.44,19.11,0.132,19.24,0.2665,28.86
2025-02-18,5143268.0,146480272.64,7.54,25.64,4.26,150.61,1.0,122036913.92,4849838.0,4285004.0,138123386.24,,,43993.0,1.61,,,,2.14,42718.0,77247.0,,,1.61,43993.0,,,153687.0,140.0,4.18,,,24.6,24.6,14863906.0,423324042.88,,434.83,24.35,18.31,0.1341,20.5,0.2609,28.48
2025-02-19,5110649.0,145040218.62,7.49,25.83,4.23,148.13,1.0,121413868.62,4812076.0,4278149.0,136566716.88,,,54739.0,0.0,,,,3.6,8814.0,93248.0,,,0.0,54739.0,,747.0,15669.0,137.18,0.58,,,24.49,24.49,14840334.0,421168678.92,,430.19,24.18,18.25,0.1336,20.48,0.2601,28.38
2025-02-20,5010168.0,136076162.88,7.35,25.35,4.15,143.12,1.0,113711478.16,4724394.0,4186726.0,128314541.04,,,14518.0,0.1,,,,3.07,4000.0,102200.0,,,0.1,14518.0,,,95423.0,133.23,3.19,,,24.08,24.08,14896406.0,404586386.96,,425.73,23.84,18.19,0.1342,20.76,0.2554,27.16
2025-02-21,4738725.0,126997830.0,6.95,23.31,3.92,131.62,1.0,106462785.6,4422535.0,3972492.0,118523938.0,,,125407.0,6.45,,,,16.92,240715.0,495900.0,,,6.45,125407.0,,68634.0,454949.0,120.19,15.46,,,22.56,22.56,15179069.0,406799049.2,,419.75,22.26,18.99,0.1334,21.49,0.2418,26.8
2025-02-24,4609617.0,122615812.2,6.76,22.5,3.82,126.38,1.0,102488869.0,4297495.0,3852965.0,114313367.0,,,38099.0,0.18,,,,4.7,23743.0,164590.0,,,0.18,38099.0,,1451.0,143270.0,115.05,4.53,,,21.92,21.92,15306143.0,407143403.8,,417.24,21.61,19.97,0.1358,21.66,0.2351,26.6
2025-02-25,4575246.0,121518533.76,6.71,22.47,3.79,124.52,1.0,101817042.88,4205230.0,3833473.0,111690908.8,,,79563.0,1.81,,27469.0,,5.12,74253.0,171828.0,,,1.81,79563.0,0.74,,121214.0,111.54,3.5,,,21.5,21.5,15358486.0,407921388.16,,415.38,21.17,19.4,0.1287,20.09,0.2339,26.56
2025-02-26,4531989.0,122091783.66,6.64,22.44,3.75,123.91,1.0,102011919.96,4176376.0,3786634.0,112511569.44,,,27904.0,0.82,,,,2.12,30144.0,80856.0,,,0.82,27904.0,,24098.0,76983.0,111.07,1.77,,,21.43,21.43,15311056.0,412479848.64,,415.59,21.09,19.11,0.1263,20.23,0.2326,26.94
2025-02-27,4515832.0,121475880.8,6.62,22.7,3.74,125.16,1.0,101414640.9,4158254.0,3770061.0,111857032.6,,,17807.0,0.79,,,,0.49,24365.0,39014.0,,,0.79,17807.0,,3085.0,40938.0,112.55,0.61,,,21.36,21.36,15312056.0,411894306.4,,422.31,21.04,18.39,0.1245,20.4,0.2319,26.9
2025-02-28,4462586.0,119686556.52,6.54,22.8,3.69,123.3,1.0,99742534.02,4106170.0,3718961.0,110127479.4,,,22014.0,0.37,,,,2.2,13915.0,74098.0,,,0.37,22014.0,,,65015.0,110.64,1.87,,,21.14,21.14,15317414.0,410813043.48,,420.11,20.85,17.86,0.1237,20.61,0.2298,26.82
2025-03-03,4426584.0,120491616.48,6.49,21.79,3.66,121.76,1.0,100589522.94,4101529.0,3695427.0,111643619.38,,,26651.0,0.43,,,,0.99,19125.0,31292.0,,,0.43,26651.0,,,42659.0,109.6,1.55,,,21.17,21.17,15270829.0,415671965.38,,416.11,20.85,17.85,0.1241,20.6,0.2285,27.22
2025-03-04,4333512.0,115184748.96,6.35,21.65,3.59,119.38,1.0,96094009.5,4027579.0,3615275.0,107053049.82,,,11159.0,0.08,,,,2.11,5255.0,94440.0,,,0.08,11159.0,,9331.0,85407.0,108.56,1.7,,,20.78,20.78,15351821.0,408051402.18,,420.36,20.53,17.99,0.1232,20.12,0.2236,26.58
2025-03-05,4288339.0,117929322.5,6.29,21.68,3.55,116.54,1.0,97718307.5,3968380.0,3553393.0,109130450.0,,,24049.0,0.0,,,,3.43,5405.0,85248.0,,,0.0,24049.0,,2000.0,67287.0,104.33,2.74,,,20.48,20.48,15410568.0,423790620.0,,413.84,20.13,17.0,0.1215,19.94,0.2213,27.5
2025-03-06,4340286.0,122830093.8,6.36,22.44,3.59,122.32,1.0,102182187.4,3996820.0,3610678.0,113110006.0,,,47826.0,3.39,,,,0.18,64200.0,28068.0,,,3.39,47826.0,,8682.0,6915.0,109.81,0.0,,,20.63,20.63,15374568.0,435100274.4,,431.57,20.28,16.76,0.1208,20.14,0.2241,28.3
2025-03-07,4285029.0,120923518.38,6.28,22.16,3.55,123.1,1.0,100679026.56,3972234.0,3567648.0,112096443.48,,,30852.0,0.82,,,,0.23,8151.0,55438.0,,,0.82,30852.0,,,51181.0,112.18,0.26,,,20.53,20.53,15372386.0,433808732.92,,440.87,20.28,17.15,0.1223,20.39,0.2215,28.22
2025-03-10,4194982.0,122745173.32,6.15,22.25,3.47,121.28,1.0,101716772.08,3892209.0,3476308.0,113886035.34,,,25089.0,0.31,,4673.0,,3.38,12500.0,120341.0,,,0.31,25089.0,0.13,15227.0,108513.0,110.03,2.65,,,20.12,20.12,15448775.0,452031156.5,,446.09,19.79,17.6,0.1209,19.88,0.2169,29.26
2025-03-11,4095958.0,119601973.6,6.01,19.3,3.39,121.06,1.0,98783570.8,3773993.0,3382999.0,110200595.6,,,2126.0,0.32,,,,2.3,11320.0,120342.0,,,0.32,2126.0,,,104629.0,109.8,1.83,,,19.66,19.66,15425385.0,450421242.0,,455.27,19.43,18.18,0.1215,20.54,0.2133,29.2
2025-03-12,3629562.0,106563940.32,5.32,16.28,3.0,107.82,1.0,95543869.84,3305397.0,3254219.0,97046455.92,,,8202.0,1.16,,,,13.79,37408.0,476798.0,,,1.16,8202.0,,,166188.0,96.54,4.94,,,17.27,17.27,15828629.0,464728547.44,,470.09,17.04,20.07,0.1407,23.15,0.1897,29.36
2025-03-13,3456177.0,100989491.94,5.07,15.22,2.86,103.12,1.0,92581261.62,3029537.0,3168421.0,88523071.14,,,39248.0,1.3,,,,8.91,35051.0,315412.0,,,1.3,39248.0,,304.0,120849.0,89.03,3.54,,,15.83,15.83,16112601.0,470810201.22,,480.72,15.63,19.41,0.1507,25.12,0.1806,29.22
2025-03-14,3557434.0,103948221.48,5.22,14.88,2.94,105.54,1.0,94733110.08,3122272.0,3242064.0,91232787.84,,,93340.0,2.42,,,,0.44,94422.0,14881.0,,,2.42,93340.0,,14276.0,20779.0,90.98,0.61,,,16.41,16.41,15898732.0,464560949.04,,470.09,16.22,20.33,0.1528,25.37,0.187,29.22
2025-03-17,3668466.0,107486053.8,5.38,17.06,3.04,108.8,1.0,94519280.2,3257208.0,3225914.0,95436194.4,,,171482.0,1.13,,,,1.32,38728.0,43390.0,,,1.13,171482.0,,6844.0,54878.0,94.81,1.57,,,16.98,16.98,15928620.0,466708566.0,,470.8,16.76,19.71,0.1476,25.5,0.1912,29.3
2025-03-18,3550434.0,104098724.88,5.21,17.31,2.94,105.52,1.0,90543737.04,3002084.0,3088122.0,88021102.88,,,17664.0,,,,,6.76,,237511.0,,,,17664.0,,13760.0,137792.0,87.95,3.97,1.21,,15.71,15.71,16107528.0,472272720.96,49037.0,477.74,15.55,20.39,0.1471,25.64,0.1858,29.32
2025-03-19,3366385.0,98500425.1,4.94,16.78,2.79,100.35,1.0,85257173.54,2906366.0,2913779.0,85040269.16,,,,,,,,2.88,,101261.0,,,,,,5543.0,174343.0,85.36,5.09,,,15.21,15.21,16207202.0,474222730.52,,481.92,15.05,19.06,0.1481,26.96,0.1761,29.26
2025-03-20,3149169.0,92081701.56,4.62,15.44,2.61,93.83,1.0,79706719.52,2793867.0,2725948.0,81692671.08,,,5258.0,,,,,3.52,,117757.0,,,,5258.0,,,187831.0,81.94,5.63,,,14.61,14.61,16327695.0,477421801.8,,484.62,14.46,18.65,0.1507,27.56,0.1647,29.24
2025-03-21,3013456.0,88113453.44,4.42,14.27,2.49,89.79,1.0,76170375.44,2740039.0,2605006.0,80118740.36,,,52676.0,0.11,,,,3.15,4000.0,107504.0,,,0.11,52676.0,,1000.0,124942.0,80.31,3.68,,,14.32,14.32,16388413.0,479197196.12,,486.21,14.18,19.6,0.1576,27.79,0.1575,29.24
2025-03-24,2976946.0,86986362.12,4.36,13.27,2.46,88.0,1.0,77497137.9,2859877.0,2652195.0,83565605.94,,,151791.0,4.28,,11000.0,,2.33,146559.0,79367.0,,,4.28,151791.0,0.32,47414.0,110370.0,83.74,3.93,,,15.0,15.0,16205991.0,473539057.02,,480.31,14.85,22.12,0.1707,28.18,0.1561,29.22
2025-03-25,3131531.0,91503335.82,4.59,13.26,2.59,92.56,1.0,82606430.22,3040004.0,2827051.0,88828916.88,,,95228.0,6.37,,,,1.95,216567.0,66433.0,,,6.37,95228.0,,151332.0,41711.0,88.95,1.21,,,15.94,15.94,16037008.0,468601373.76,,474.61,15.78,25.55,0.1806,28.33,0.1642,29.22
2025-03-26,3234670.0,94322977.2,4.74,13.12,2.68,95.71,1.0,86477158.44,3146865.0,2965609.0,91762583.4,,,120201.0,4.38,,3481.0,,1.24,146483.0,44427.0,,,4.38,120201.0,0.1,31087.0,11406.0,92.19,0.31,,,16.42,16.42,16018043.0,467086133.88,,474.34,16.27,26.21,0.1898,29.66,0.1688,29.16
2025-03-27,3384472.0,98758892.96,4.96,13.1,2.8,99.68,1.0,90116418.92,3207766.0,3088294.0,93602611.88,,,88757.0,5.24,,,,1.86,185686.0,62781.0,,,5.24,88757.0,,34925.0,63001.0,93.54,1.93,,,16.87,16.87,15801622.0,461091329.96,,464.21,16.77,25.11,0.1836,28.6,0.178,29.18
2025-03-28,3286034.0,95097823.96,4.82,12.47,2.72,96.56,1.0,86526432.64,3181841.0,2989856.0,92082478.54,,,5719.0,0.32,,,,2.91,11723.0,98175.0,,,0.32,5719.0,,66531.0,110161.0,92.7,3.4,,,16.89,16.89,15651295.0,452948477.3,,459.53,16.79,23.9,0.1795,28.68,0.1745,28.94
2025-03-31,3177468.0,90875584.8,4.66,10.5,2.63,92.77,1.0,82583129.2,3085645.0,2887522.0,88249447.0,,,21997.0,0.44,,,,3.8,20956.0,118193.0,,,0.44,21997.0,,,123290.0,89.24,3.6,,,16.4,16.4,15731271.0,449914350.6,,459.06,16.27,24.67,0.1898,30.32,0.1689,28.6
2025-04-01,2891082.0,82684945.2,4.24,8.87,2.39,83.87,1.0,75864331.4,2804479.0,2652599.0,80208099.4,,,44263.0,2.87,,,,11.39,120668.0,380226.0,,,2.87,44263.0,,54797.0,355591.0,80.29,10.15,,,14.42,14.42,16640293.0,475912379.8,,481.76,14.29,28.62,0.2291,34.87,0.1487,28.6
2025-04-02,2859941.0,81908710.24,4.19,8.52,2.37,82.15,1.0,74084835.04,2785421.0,2586761.0,79774457.44,,,61797.0,2.88,,,,4.14,103278.0,144105.0,,,2.88,61797.0,,63250.0,169116.0,79.61,5.58,,,14.3,14.3,16686651.0,477905684.64,,480.68,14.21,29.64,0.2438,36.43,0.1469,28.64
2025-04-03,2523548.0,71315466.48,3.7,7.33,2.09,72.02,1.0,64575936.9,2512991.0,2285065.0,71017125.66,,,62766.0,1.5,,,,10.6,55621.0,363417.0,,,1.5,62766.0,,28221.0,357317.0,71.38,10.47,,,12.99,12.99,16837116.0,475816898.16,,480.98,12.92,28.19,0.2236,33.79,0.1304,28.26
