,IPN FP Equity_DX_SI_QTY,IPN FP Equity_DX_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPN FP Equity_DX_SI_MV,IPN FP Equity_DX_DSS,IPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY,IPN FP Equity_DX_BROKER_SI_QTY,IPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPN FP Equity_DX_BROKER_SI_MV_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPN FP Equity_DX_BROKER_SI_MV_INC_x,IPN FP Equity_DX_SUPPLY_SI_MV_NEW,IPN FP Equity_DX_BROKER_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_NEW,IPN FP Equity_DX_SUPPLY_SI_MV_DEC,IPN FP Equity_DX_BROKER_SI_QTY_INC,IPN FP Equity_DX_SUPPLY_SI_QTY_DEC,IPN FP Equity_DX_BROKER_SI_MV_NEW_y,IPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPN FP Equity_DX_BROKER_SI_MV_INC_y,IPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPN FP Equity_DX_BROKER_SI_MV_ADD,IPN FP Equity_DX_SUPPLY_SI_QTY_ADD,IPN FP Equity_DX_BROKER_SI_QTY_DEC,IPN FP Equity_DX_SUPPLY_SI_MV,IPN FP Equity_DX_BROKER_SI_MV_DEC,IPN FP Equity_DX_SUPPLY_SI_MV_RMV,IPN FP Equity_DX_BROKER_SI_MV_RMV,IPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPN FP Equity_DX_UTILIZATION_QUANTITY,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPN FP Equity_DX_ACTIVE_UTILIZATION_MV,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPN FP Equity_DX_BROKER_SI_CON_RATIO,IPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPN FP Equity_DX_DEMAND_SUPPLY_RATIO,IPN FP Equity_PX_LAST
2021-12-22,364994.0,29017023.0,1.04,3.84,0.44,29.31,0.0,27424717.5,360514.0,344965.0,28660863.0,,,9458.0,0.9,,82093.0,,0.76,11600.0,9668.0,,,0.9,9458.0,6.67,84235.0,9668.0,28.51,0.78,,,2.69,2.69,13060666.0,1038322947.0,,1033.14,2.69,26.85,0.2535,38.92,0.0272,79.5
2021-12-23,481057.0,37974639.58,1.37,5.1,0.57,38.57,0.0,36393550.32,442802.0,461028.0,34954789.88,,,53568.0,9.2,,3500.0,,0.44,115338.0,5345.0,,,9.2,53568.0,0.28,34065.0,2775.0,35.17,0.25,,,3.3,3.3,12985460.0,1025072212.4,,1030.68,3.3,31.81,0.273,38.66,0.0358,78.94
2021-12-24,459488.0,36299552.0,1.31,4.86,0.55,36.73,0.0,34717261.0,439785.0,439459.0,34743015.0,,,17877.0,0.16,,,,2.09,2081.0,25740.0,,,0.16,17877.0,,4846.0,23650.0,34.73,1.95,,,3.28,3.28,12970892.0,1024700468.0,,1023.88,3.28,29.25,0.2676,39.59,0.0343,79.0
2021-12-27,452872.0,36121070.72,1.29,4.94,0.54,36.1,0.0,32670493.6,437505.0,409610.0,34895398.8,,,15913.0,1.49,,,,2.33,18320.0,29629.0,,,1.49,15913.0,,11436.0,48169.0,34.62,3.99,,,3.25,3.25,13033440.0,1039547174.4,,1030.93,3.25,32.27,0.2599,35.48,0.0336,79.76
2021-12-28,410636.0,33261516.0,1.17,4.52,0.49,33.08,0.0,31778487.0,395269.0,392327.0,32016789.0,,,714.0,0.3,,,,3.48,3593.0,44168.0,,,0.3,714.0,,1218.0,20876.0,31.6,1.64,,,2.94,2.94,13066561.0,1058391441.0,,1045.64,2.93,30.05,0.2518,35.78,0.0305,81.0
2021-12-29,372460.0,30012826.8,1.06,4.12,0.44,30.17,0.0,28673184.3,339893.0,355835.0,27388577.94,,,13817.0,1.11,,,,5.49,13817.0,69193.0,,,1.11,13817.0,,,50309.0,27.48,3.97,,,2.52,2.52,13123364.0,1057480671.12,,1060.22,2.53,21.8,0.2663,42.02,0.0277,80.58
2021-12-30,362584.0,29630364.48,1.03,4.05,0.43,29.56,0.0,27166016.16,328619.0,332428.0,26854744.68,,,1617.0,0.46,,,,2.62,5631.0,32435.0,,,0.46,1617.0,,19544.0,29038.0,26.6,2.19,,,2.44,2.44,13134403.0,1073343413.16,,1062.52,2.44,19.27,0.2858,46.18,0.0269,81.72
2021-12-31,357652.0,28790986.0,1.02,3.96,0.43,29.03,0.0,26366326.0,327187.0,327532.0,26338553.5,,,712.0,0.59,,,,0.88,6557.0,10982.0,,,0.59,712.0,,8838.0,11453.0,26.63,0.99,,,2.43,2.43,13140622.0,1057820071.0,,1069.37,2.43,19.97,0.2913,46.44,0.0266,80.5
2022-01-03,371950.0,29272465.0,1.06,4.16,0.44,29.8,0.0,26902021.0,341485.0,341830.0,26874869.5,,,,1.27,,,,0.14,15958.0,1325.0,,,1.27,,,15623.0,1660.0,27.42,0.16,,,2.53,2.53,13171304.0,1036581624.8,,1061.71,2.52,18.91,0.2723,44.33,0.0275,78.7
2022-01-04,324981.0,25459011.54,0.93,3.59,0.39,25.62,0.0,24323629.92,310143.0,310488.0,24296602.62,,,,0.52,,,,3.14,7552.0,38894.0,,,0.52,,,7552.0,38894.0,24.44,3.27,,,2.3,2.3,13147910.0,1030007269.4,,1034.17,2.31,20.27,0.2845,46.37,0.0241,78.34
2022-01-05,341650.0,27133843.0,0.97,3.69,0.41,27.02,0.0,25981776.48,324812.0,327144.0,25796569.04,,,28570.0,2.49,,,,1.3,32670.0,16014.0,,,2.49,28570.0,,2113.0,16014.0,25.57,1.09,,,2.41,2.41,13138916.0,1043492708.72,,1032.38,2.42,23.09,0.2527,40.04,0.0254,79.42
2022-01-06,391316.0,31383543.2,1.11,4.08,0.47,31.21,0.0,27537151.2,345213.0,343356.0,27686082.6,,,13840.0,4.37,,,,2.18,53523.0,27730.0,,,4.37,13840.0,,34291.0,37311.0,27.51,2.86,,,2.56,2.56,13128027.0,1052867765.4,,1046.0,2.56,32.55,0.2919,38.77,0.029,80.2
2022-01-07,403357.0,33147878.26,1.15,4.06,0.48,32.57,0.0,28581957.46,347589.0,347797.0,28564864.02,,,22600.0,1.38,,,,1.61,15525.0,20224.0,,,1.38,22600.0,,,11084.0,28.02,0.65,,,2.58,2.58,13118100.0,1078045458.0,,1055.44,2.59,30.75,0.2908,40.23,0.03,82.18
2022-01-10,432186.0,35447895.72,1.23,4.26,0.52,35.68,0.0,31219108.56,354254.0,380628.0,29055913.08,,,19127.0,2.78,,7600.0,,1.18,27170.0,14736.0,,,2.78,19127.0,0.65,2274.0,1939.0,28.98,0.17,,,2.63,2.63,13113934.0,1075604866.68,,1074.22,2.63,27.85,0.2728,39.52,0.0321,82.02
2022-01-11,497865.0,41412410.7,1.42,4.89,0.59,41.22,0.0,36363551.06,445580.0,437167.0,37063344.4,,,61239.0,4.89,,4000.0,,0.05,57539.0,579.0,,,4.89,61239.0,0.33,30666.0,5000.0,36.63,0.41,,,3.31,3.31,13020997.0,1083086530.46,,1069.35,3.31,25.71,0.254,36.74,0.037,83.18
2022-01-12,401009.0,33067202.14,1.14,4.09,0.48,33.37,0.0,30786688.38,382538.0,373353.0,31544083.48,,,12723.0,0.72,,,,6.2,9687.0,75765.0,,,0.72,12723.0,,,73501.0,31.66,5.86,,,2.84,2.84,13090321.0,1079427869.66,,1083.36,2.84,24.23,0.2312,33.69,0.0298,82.46
2022-01-13,323605.0,26593858.9,0.92,3.26,0.39,26.85,0.0,24406556.02,311738.0,296989.0,25618628.84,,,3532.0,0.31,,,,6.52,3896.0,78228.0,,,0.31,3532.0,,3896.0,80260.0,25.69,6.73,,,2.32,2.32,13150572.0,1080714006.96,,1082.65,2.32,22.86,0.2482,39.85,0.024,82.18
2022-01-14,314145.0,26067752.1,0.89,3.16,0.37,26.19,0.0,24157718.46,302278.0,291127.0,25083028.44,,,20814.0,1.25,,,,3.09,14810.0,37247.0,,,1.25,20814.0,,6973.0,20672.0,24.95,1.6,,,2.25,2.25,13111606.0,1088001065.88,,1081.17,2.26,23.05,0.2262,34.95,0.0234,82.98
2022-01-17,310192.0,25671489.92,0.88,3.1,0.37,25.95,0.0,23766520.24,298940.0,287174.0,24740274.4,,,20885.0,1.79,,,,1.96,20770.0,24223.0,,,1.79,20885.0,,,24723.0,24.81,2.04,,,2.23,2.23,13119403.0,1085761792.28,,1088.46,2.23,30.18,0.2304,31.25,0.0231,82.76
2022-01-18,309868.0,25743833.44,0.88,3.12,0.37,26.01,0.0,23407790.0,284320.0,281750.0,23621305.6,,,1091.0,0.16,,17704.0,,2.52,1552.0,30486.0,,,0.16,1091.0,1.48,14775.0,24680.0,23.64,2.0,,,2.13,2.13,13089161.0,1087447495.88,,1086.69,2.13,30.3,0.223,31.8,0.0232,83.08
2022-01-19,319635.0,26900481.6,0.91,3.24,0.38,27.02,0.0,26398130.56,308025.0,313666.0,25923384.0,,,17770.0,0.8,,45282.0,,2.79,9524.0,34209.0,,,0.8,17770.0,3.84,40144.0,22890.0,25.66,1.82,,,2.31,2.31,13042118.0,1097624650.88,,1086.48,2.31,22.39,0.1953,30.65,0.0239,84.16
2022-01-20,338773.0,28253668.2,0.96,3.43,0.4,28.73,0.0,27184146.6,322803.0,325949.0,26921770.2,,,37863.0,1.9,,,,2.78,22668.0,33666.0,,,1.9,37863.0,,10581.0,10385.0,27.21,0.81,,,2.42,2.42,13032846.0,1086939356.4,,1095.35,2.42,23.22,0.2171,35.27,0.0254,83.4
2022-01-21,340333.0,28084279.16,0.97,3.45,0.41,28.52,0.0,25781888.64,307946.0,312432.0,25411703.92,,,802.0,1.25,,,,2.68,16417.0,31274.0,,,1.25,802.0,,15615.0,29934.0,25.63,2.62,,,2.31,2.31,13047698.0,1076696038.96,,1084.91,2.31,17.85,0.2632,44.71,0.0255,82.52
2022-01-24,373226.0,31186764.56,1.06,3.8,0.45,31.26,0.0,25441011.84,306227.0,304464.0,25588328.12,,,318.0,2.02,,,,4.12,23491.0,48419.0,,,2.02,318.0,,46382.0,31459.0,25.32,2.62,,,2.3,2.3,13032002.0,1088954087.12,,1079.6,2.29,32.68,0.2919,40.63,0.028,83.56
2022-01-25,363350.0,30601337.0,1.03,3.64,0.43,30.86,0.0,26770169.2,312102.0,317860.0,26285230.44,,,3912.0,1.86,,,,0.41,18411.0,4959.0,,,1.86,3912.0,,6922.0,5015.0,26.1,0.43,,,2.35,2.35,12986508.0,1093723703.76,,1087.52,2.34,36.8,0.2896,36.82,0.0273,84.22
2022-01-26,445801.0,37848504.9,1.27,4.5,0.53,38.22,0.0,30698651.4,347674.0,361586.0,29517522.6,,,22272.0,2.89,,19191.0,,0.49,31813.0,5891.0,,,2.89,22272.0,1.62,19191.0,7278.0,29.37,0.52,,,2.61,2.61,12948287.0,1099309566.3,,1093.88,2.61,33.49,0.2924,40.75,0.0335,84.9
2022-01-27,460832.0,39834318.08,1.31,4.62,0.55,40.01,0.0,32554773.48,370814.0,376617.0,32053162.16,,,23181.0,2.15,,,,1.82,23140.0,21700.0,,,2.15,23181.0,,21659.0,8109.0,31.75,0.5,,,2.79,2.79,12930580.0,1117719335.2,,1107.39,2.79,30.77,0.2724,39.43,0.0346,86.44
2022-01-28,417790.0,35721045.0,1.19,4.24,0.5,36.46,0.0,30821040.0,345568.0,360480.0,29546064.0,,,,0.52,,,,2.45,5200.0,29446.0,,,0.52,,,4200.0,21337.0,29.83,1.78,,,2.6,2.6,12963037.0,1108339663.5,,1116.74,2.6,28.05,0.2823,41.94,0.0314,85.5
2022-01-31,341060.0,29433478.0,0.97,3.71,0.41,29.67,0.0,25100268.7,300677.0,290849.0,25948425.1,,,,0.27,,,,4.27,2848.0,47739.0,,,0.27,,,2848.0,72479.0,25.62,6.32,,,2.26,2.26,13009589.0,1122727530.7,,1112.67,2.25,17.92,0.2879,46.93,0.0256,86.3
2022-02-01,369723.0,33097602.96,1.05,4.15,0.44,32.72,0.0,28348387.92,305195.0,316671.0,27321056.4,,,1041.0,3.35,,,,2.71,33722.0,32640.0,,,3.35,1041.0,,36117.0,7900.0,26.38,0.67,,,2.29,2.29,13005237.0,1164228816.24,,1128.85,2.28,25.41,0.2779,43.24,0.0278,89.52
2022-02-02,370349.0,33331410.0,1.05,4.21,0.44,33.49,0.0,28735560.0,307213.0,319284.0,27649170.0,,,4600.0,0.49,,3900.0,,0.53,4600.0,6482.0,,,0.49,4600.0,0.35,3900.0,5887.0,27.44,0.31,,,2.31,2.31,13005038.0,1170453420.0,,1162.96,2.3,24.97,0.2539,40.19,0.0278,90.0
2022-02-03,362415.0,32407149.3,1.03,4.05,0.43,32.74,0.0,27999011.56,297627.0,313118.0,26613806.34,,,6500.0,0.63,,,,2.02,6683.0,22647.0,,,0.63,6500.0,,6561.0,12849.0,26.56,1.2,,,2.23,2.23,13028080.0,1164970913.6,,1165.66,2.23,21.84,0.2578,41.75,0.0272,89.42
2022-02-04,404070.0,35800602.0,1.15,4.52,0.48,36.22,0.0,31432887.8,342862.0,354773.0,30377573.2,,,600.0,4.03,,600.0,,0.15,46134.0,1659.0,,,4.03,600.0,0.06,46294.0,5079.0,30.54,0.46,,,2.57,2.57,12985074.0,1150477556.4,,1157.28,2.57,23.73,0.2469,37.38,0.0303,88.6
2022-02-07,327905.0,29839355.0,0.93,3.57,0.39,29.58,0.0,28952105.0,278084.0,318155.0,25305644.0,,,2725.0,0.85,,,,6.55,8275.0,73053.0,,,0.85,2725.0,,5550.0,44893.0,24.68,3.94,,,2.08,2.08,13078886.0,1190178626.0,,1165.02,2.07,25.46,0.2045,27.88,0.0245,91.0
2022-02-08,324039.0,29228317.8,0.92,3.48,0.39,29.63,0.0,28324513.8,282168.0,314019.0,25451553.6,,,4611.0,0.84,,17980.0,,0.53,9057.0,7043.0,,,0.84,4611.0,1.64,6516.0,31173.0,25.7,2.69,,,2.12,2.12,13021965.0,1174581243.0,,1183.62,2.12,19.36,0.1799,28.6,0.0244,90.2
2022-02-09,361174.0,32852387.04,1.03,3.83,0.43,32.92,0.0,31512728.16,297196.0,346446.0,27032948.16,,,18974.0,3.5,,,,0.38,38025.0,4104.0,,,3.5,18974.0,,158.0,5598.0,26.83,0.6,,,2.23,2.23,13023563.0,1184623290.48,,1176.14,2.23,18.25,0.1565,24.29,0.0271,90.96
2022-02-10,375363.0,34030409.58,1.07,3.96,0.45,34.32,0.0,32837052.0,300221.0,362200.0,27218035.86,,,13785.0,6.68,,,,3.78,73355.0,41582.0,,,6.68,13785.0,,30822.0,57601.0,27.33,5.22,,,2.28,2.28,12894972.0,1169058161.52,,1172.0,2.28,23.49,0.2197,35.26,0.0284,90.66
2022-02-11,445249.0,42957623.52,1.27,4.72,0.53,41.87,0.0,42001603.2,375101.0,435340.0,36189744.48,,,83289.0,9.33,,3254.0,,1.34,89376.0,14738.0,,,9.33,83289.0,0.3,6329.0,19490.0,34.51,1.78,,,2.83,2.83,12861359.0,1240863916.32,,1195.19,2.81,24.77,0.2152,32.13,0.0336,96.48
2022-02-14,407107.0,38015651.66,1.16,3.96,0.49,38.92,0.0,37051689.92,330985.0,396784.0,30907379.3,,,,0.71,,2500.0,,4.16,2892.0,47922.0,,,0.71,,0.23,3806.0,43948.0,32.02,4.26,,,2.5,2.5,12909848.0,1205521606.24,,1240.42,2.52,27.1,0.2225,33.21,0.0307,93.38
2022-02-15,483364.0,45349210.48,1.38,4.61,0.58,45.45,0.0,29762612.42,328735.0,317231.0,30841917.7,,,,0.22,,,,5.01,2500.0,47862.0,,,0.22,,,45612.0,82053.0,30.64,8.08,,,2.47,2.47,12974932.0,1217308120.24,,1216.01,2.46,17.39,0.1754,29.44,0.0363,93.82
2022-02-16,334373.0,32394056.24,0.95,3.13,0.4,32.15,0.0,29865875.76,261247.0,308277.0,25309609.36,,,,0.94,,45612.0,,6.21,10002.0,67488.0,,,0.94,,4.41,,64568.0,24.55,5.61,,,1.96,1.96,13063075.0,1265550706.0,,1231.96,1.95,13.88,0.1865,34.72,0.0251,96.88
2022-02-17,337069.0,33740606.9,0.96,3.14,0.4,33.42,0.0,31034703.7,271199.0,310037.0,27147019.9,,,16388.0,4.14,,,,2.98,41808.0,32792.0,,,4.14,16388.0,,26356.0,40048.0,26.32,3.34,,,2.04,2.04,13046670.0,1305971667.0,,1272.13,2.03,21.47,0.1776,28.96,0.0253,100.1
2022-02-18,468035.0,46269940.1,1.33,4.35,0.56,47.26,0.0,41550561.42,400943.0,420297.0,39637224.98,,,110514.0,11.25,,950.0,,0.86,111185.0,9296.0,,,11.25,110514.0,0.1,28526.0,1875.0,40.34,0.26,,,3.01,3.01,12932594.0,1278516242.84,,1292.61,3.03,21.62,0.1754,27.55,0.0351,98.86
2022-02-21,455772.0,45112312.56,1.3,4.28,0.54,46.01,0.0,42547344.84,380476.0,429858.0,37659514.48,,,4023.0,1.42,,,,2.56,12227.0,24490.0,,,1.42,4023.0,,,2666.0,37.69,0.26,,,2.86,2.86,12920177.0,1278839119.46,,1278.85,2.86,21.15,0.175,28.29,0.0343,98.98
2022-02-22,418746.0,43005214.2,1.19,3.98,0.5,42.68,0.0,40343846.4,391390.0,392832.0,40195753.0,,,6514.0,0.44,,,,,4400.0,,,,0.44,6514.0,,4400.0,41426.0,38.78,3.94,,,2.95,2.95,12887627.0,1323559292.9,,1285.19,2.93,20.79,0.1866,30.11,0.0315,102.7
2022-02-23,471716.0,50190582.4,1.34,4.38,0.56,49.98,0.0,44390824.8,387169.0,417207.0,41194781.6,,,15606.0,6.1,,,,5.09,50650.0,51520.0,,,6.1,15606.0,,31693.0,26275.0,39.88,2.6,,,2.92,2.92,12855414.0,1367816049.6,,1330.59,2.91,23.26,0.2441,38.78,0.0356,106.4
2022-02-24,463272.0,47253744.0,1.32,4.21,0.55,49.18,0.0,41775426.0,376625.0,409563.0,38415750.0,,,,0.34,,,,0.29,2100.0,11544.0,,,0.34,,,1000.0,9744.0,40.3,1.63,,,2.85,2.85,12846167.0,1310309034.0,,1360.26,2.88,21.53,0.2489,40.44,0.035,102.0
2022-02-25,461207.0,47896346.95,1.31,4.09,0.55,48.36,0.0,44048289.05,389811.0,424153.0,40481872.35,,,19898.0,2.75,,,,2.22,31283.0,20505.0,,,2.75,19898.0,,13793.0,16693.0,39.42,1.57,,,2.93,2.93,12921951.0,1341944611.35,,1316.74,2.91,18.65,0.231,38.79,0.0346,103.85
2022-02-28,392121.0,40878614.25,1.12,3.39,0.47,41.63,0.0,39730300.5,346366.0,381106.0,36108655.5,,,61.0,1.19,,,,4.67,10922.0,51928.0,,,1.19,61.0,,8422.0,53969.0,36.04,5.43,,,2.67,2.67,12610377.0,1314631802.25,,1311.24,2.67,20.47,0.2395,40.97,0.0303,104.25
2022-03-01,342180.0,35980227.0,0.97,2.82,0.41,36.23,0.0,34199091.15,295887.0,325241.0,31112518.05,,,1862.0,4.08,,,,9.13,39000.0,89341.0,,,4.08,1862.0,,37000.0,94865.0,31.1,10.21,,,2.23,2.23,12980282.0,1364876652.3,,1360.3,2.24,25.09,0.213,34.26,0.0258,105.15
2022-03-02,293643.0,30626964.9,0.84,2.38,0.35,31.19,0.0,27321280.7,243567.0,261949.0,25404038.1,,,,0.12,,,,5.49,1000.0,52320.0,,,0.12,,,,64292.0,25.63,6.73,,,1.84,1.84,12984734.0,1354307756.2,,1362.43,1.85,20.79,0.1842,30.68,0.0222,104.3
2022-03-03,249018.0,25387385.1,0.71,2.01,0.3,26.07,0.0,23918183.65,221577.0,234607.0,22589775.15,,,,0.15,,,,2.52,3300.0,23090.0,,,0.15,,,1100.0,30642.0,23.14,3.27,,,1.68,1.68,12994098.0,1324748291.1,,1347.85,1.69,24.27,0.2301,36.01,0.0188,101.95
2022-03-04,267647.0,26662994.14,0.76,2.13,0.32,27.7,0.0,25227370.32,242406.0,253236.0,24148485.72,,,9282.0,1.81,,,,,18629.0,,,,1.81,9282.0,,11547.0,,24.99,,,,1.83,1.83,12972087.0,1292279306.94,,1321.23,1.86,23.93,0.2475,39.32,0.0203,99.62
2022-03-07,256191.0,25270680.24,0.73,2.03,0.31,25.82,0.0,23849179.2,230950.0,241780.0,22780908.0,,,1059.0,,,,,1.39,,11456.0,,,,1059.0,,9282.0,11456.0,23.09,1.34,1.07,,1.75,1.75,12961977.0,1278569411.28,10341.0,1290.17,1.76,20.4,0.2501,41.21,0.0194,98.64
2022-03-08,285540.0,27577453.2,0.81,2.28,0.34,28.27,0.0,24640069.08,248106.0,255126.0,23962077.48,,,4098.0,1.75,,,,,17156.0,,,,1.75,4098.0,,13058.0,3810.0,24.37,0.39,,,1.89,1.89,12895135.0,1245412138.3,,1263.57,1.89,30.34,0.255,36.48,0.0217,96.58
2022-03-09,298404.0,30198484.8,0.85,2.36,0.36,29.06,0.0,28552770.4,268554.0,282142.0,27177664.8,,,34600.0,3.77,,,,1.44,38998.0,14152.0,,,3.77,34600.0,,,11982.0,25.56,1.35,,,2.05,2.05,12822452.0,1297632142.4,,1247.1,2.01,20.68,0.3042,48.45,0.0228,101.2
2022-03-10,412036.0,40906934.08,1.17,3.2,0.49,42.0,0.0,39292442.72,382186.0,395774.0,37943426.08,,,107358.0,13.33,,6274.0,,,125296.0,,,,13.33,107358.0,0.62,6274.0,17938.0,38.86,1.59,,,2.91,2.91,12739216.0,1264749364.48,,1282.46,2.94,20.61,0.4088,59.74,0.0314,99.28
2022-03-11,423195.0,42184077.6,1.21,3.25,0.5,42.63,0.0,40367509.28,391745.0,404971.0,39049141.6,,,1600.0,0.95,,,,0.28,9197.0,23.0,,,0.95,1600.0,,7982.0,,39.17,,,,2.98,2.98,12748566.0,1270777058.88,,1270.89,2.99,22.26,0.3948,57.97,0.0322,99.68
2022-03-14,331576.0,33124442.4,0.94,2.54,0.4,33.43,0.0,31705562.7,304147.0,317373.0,30384285.3,,,,,,,,8.81,,87598.0,,,,,,,87598.0,30.35,8.81,,,2.31,2.31,12840158.0,1282731784.2,,1281.41,2.31,23.04,0.3353,51.69,0.0252,99.9
2022-03-15,313803.0,32227568.1,0.89,2.39,0.37,31.69,0.0,30768920.0,286374.0,299600.0,29410609.8,,,,,,,,1.73,,17797.0,,,,,,24.0,17773.0,28.66,1.77,,,2.19,2.19,12778874.0,1312390359.8,,1287.1,2.18,21.87,0.3502,53.58,0.024,102.7
2022-03-16,305195.0,31663981.25,0.87,2.3,0.36,31.66,0.0,29901165.0,274136.0,288204.0,28441610.0,,,,0.55,,,,1.28,3630.0,15868.0,,,0.55,,,3630.0,15026.0,28.02,1.45,,,2.1,2.1,12789413.0,1326901598.75,,1314.33,2.09,24.88,0.3552,52.81,0.0234,103.75
2022-03-17,281040.0,29986968.0,0.8,2.13,0.34,29.48,0.0,28561349.3,253611.0,267679.0,27060293.7,,,,,,,,2.09,,20525.0,,,,,,,20525.0,26.11,2.07,,,1.93,1.93,12859255.0,1372082508.5,,1339.94,1.91,23.17,0.3468,52.54,0.0214,106.7
2022-03-18,279227.0,29961057.1,0.8,2.11,0.33,30.04,0.0,28527421.8,253611.0,265866.0,27212460.3,,,,,,,,,,,,,,,,,1813.0,27.17,0.11,,,1.94,1.94,12835186.0,1377215457.8,,1373.09,1.94,22.52,0.3492,53.03,0.0213,107.3
2022-03-21,325381.0,35596681.4,0.93,2.4,0.39,35.4,0.0,33694871.8,298432.0,307997.0,32648460.8,,,42611.0,4.81,,,,0.19,42611.0,1813.0,,,4.81,42611.0,,4023.0,480.0,32.09,0.05,,,2.28,2.28,12813039.0,1401746466.6,,1382.64,2.27,32.81,0.3266,45.4,0.0248,109.4
2022-03-22,215830.0,23676551.0,0.61,1.59,0.26,24.15,0.0,20749316.2,188881.0,189146.0,20720245.7,,,9300.0,0.18,,,,12.71,1507.0,120358.0,,,0.18,9300.0,,1507.0,120358.0,20.71,12.59,,,1.44,1.44,12913277.0,1416586486.9,,1413.7,1.44,14.97,0.2794,47.54,0.0165,109.7
2022-03-23,193893.0,21493039.05,0.55,1.4,0.23,21.79,0.0,19455394.35,170344.0,175511.0,18882632.4,,,,,,998.0,,2.0,,18537.0,,,,,0.12,,14633.0,18.74,1.6,,,1.3,1.3,12934076.0,1433742324.6,,1422.46,1.3,16.54,0.2829,47.53,0.0148,110.85
2022-03-24,182616.0,20434730.4,0.52,1.31,0.22,20.78,0.0,18485656.2,160065.0,165198.0,17911273.5,,,1802.0,2.26,,,,3.16,19185.0,29498.0,,,2.26,1802.0,,17417.0,29498.0,17.75,3.25,,,1.22,1.22,12951436.0,1449265688.4,,1438.4,1.22,17.47,0.4106,60.86,0.0139,111.9
2022-03-25,154720.0,17119768.0,0.44,1.1,0.18,17.65,0.0,15281096.95,131947.0,138103.0,14599935.55,,,,,,,,3.08,,28340.0,,,,,,222.0,27095.0,14.78,3.1,,,1.02,1.02,12814405.0,1417913913.25,,1430.12,1.02,20.67,0.3466,53.89,0.012,110.65
2022-03-28,130962.0,14366531.4,0.37,0.97,0.16,14.79,0.0,13278088.0,111850.0,121040.0,12269945.0,,,,,,,,2.32,,20122.0,,,,,,25.0,17063.0,12.36,2.0,,,0.85,0.85,13051572.0,1431757448.4,,1440.5,0.85,24.29,0.3069,47.92,0.0099,109.7
2022-03-29,108022.0,11963436.5,0.31,0.81,0.13,12.15,0.0,11520436.5,94832.0,104022.0,10502644.0,,,4300.0,,,4300.0,,2.36,,21318.0,,,,4300.0,0.47,,21318.0,10.31,2.39,,,0.72,0.72,12998878.0,1439625738.5,,1424.08,0.72,29.19,0.224,33.23,0.0083,110.75
2022-03-30,89185.0,10113579.0,0.25,0.68,0.11,9.97,0.0,9335088.0,73130.0,82320.0,8292942.0,,,2290.0,,,37900.0,,7.02,,64757.0,,,,2290.0,4.2,40765.0,59602.0,8.06,6.8,,,0.56,0.56,13011022.0,1475449894.8,,1446.62,0.55,15.0,0.274,46.88,0.0068,113.4
2022-03-31,170462.0,19313344.6,0.49,1.34,0.2,19.26,0.0,18648840.1,100130.0,164597.0,11344729.0,,,28000.0,9.35,,,,0.11,82277.0,1000.0,,,9.35,28000.0,,,,11.44,,,,0.77,0.77,12972926.0,1469832515.8,,1474.4,0.77,37.3,0.3211,41.33,0.013,113.3
2022-04-01,200658.0,23175999.0,0.57,1.58,0.24,22.8,0.0,22498591.5,130326.0,194793.0,15052653.0,,,1314.0,3.42,,800.0,,,29396.0,,,,3.42,1314.0,0.1,28882.0,,14.84,,,,1.0,1.0,12966635.0,1497646342.5,,1477.07,0.99,36.54,0.3467,45.29,0.0153,115.5
2022-04-04,225297.0,26404808.4,0.64,1.75,0.27,25.99,0.0,25014230.4,154965.0,213432.0,18161898.0,,,515.0,2.25,,,,,18639.0,,,,2.25,515.0,,24124.0,,18.05,,,,1.18,1.18,12966091.0,1519625865.2,,1504.65,1.19,41.39,0.3537,41.9,0.0172,117.2
2022-04-05,202337.0,24179271.5,0.58,1.57,0.24,23.69,0.0,22761404.0,146617.0,190472.0,17520731.5,,,,,,,,0.97,,8353.0,,,,,,5.0,22960.0,17.37,2.52,,,1.12,1.12,12985880.0,1551812660.0,,1533.0,1.12,37.28,0.3596,46.21,0.0154,119.5
