,ATO FP Equity_DX_SI_QTY,ATO FP Equity_DX_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATO FP Equity_DX_SI_MV,ATO FP Equity_DX_DSS,ATO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY,ATO FP Equity_DX_BROKER_SI_QTY,ATO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATO FP Equity_DX_BROKER_SI_MV_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATO FP Equity_DX_BROKER_SI_MV_INC_x,ATO FP Equity_DX_SUPPLY_SI_MV_NEW,ATO FP Equity_DX_BROKER_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_NEW,ATO FP Equity_DX_SUPPLY_SI_MV_DEC,ATO FP Equity_DX_BROKER_SI_QTY_INC,ATO FP Equity_DX_SUPPLY_SI_QTY_DEC,ATO FP Equity_DX_BROKER_SI_MV_NEW_y,ATO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATO FP Equity_DX_BROKER_SI_MV_INC_y,ATO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATO FP Equity_DX_BROKER_SI_MV_ADD,ATO FP Equity_DX_SUPPLY_SI_QTY_ADD,ATO FP Equity_DX_BROKER_SI_QTY_DEC,ATO FP Equity_DX_SUPPLY_SI_MV,ATO FP Equity_DX_BROKER_SI_MV_DEC,ATO FP Equity_DX_SUPPLY_SI_MV_RMV,ATO FP Equity_DX_BROKER_SI_MV_RMV,ATO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATO FP Equity_DX_UTILIZATION_QUANTITY,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATO FP Equity_DX_ACTIVE_UTILIZATION_MV,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATO FP Equity_DX_BROKER_SI_CON_RATIO,ATO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATO FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-08-30,2257942.0,85285383.36,3.34,2.94,3.34,100.19,1.0,55999073.28,1030220.0,1482583.0,38912738.97,,,,0.27,,,,0.05,6381.0,2593.0,,,0.27,,,,16790.0,42.45,0.0,,,13.87,13.87,6395000.0,241547403.17,,268.07,13.67,17.82,0.1978,34.75,0.3041
2006-08-31,2210401.0,82364446.19,3.27,3.04,3.27,99.13,1.0,54089874.39,1013674.0,1451601.0,37771742.6,,,13.0,0.43,,,,0.48,6146.0,16559.0,,,0.43,13.0,,,37128.0,42.1,1.22,,,13.83,13.83,6317642.0,235409359.9,,265.3,13.69,18.22,0.2029,35.34,0.3015
2006-09-01,2206218.0,82770139.73,3.27,3.21,3.27,98.82,1.0,54719424.92,1002403.0,1458533.0,37606907.56,,,,1.25,,,,0.44,30000.0,11271.0,,,1.25,,,,23068.0,41.36,0.97,,,13.58,13.58,6377234.0,239253124.24,,267.45,13.39,18.18,0.2109,36.71,0.299
2006-09-04,2273086.0,83956337.63,3.37,3.44,3.37,101.55,1.0,56340623.0,1025926.0,1525401.0,37892534.48,,,11523.0,1.46,,33392.0,,,33476.0,,,,1.46,11523.0,1.37,12000.0,,42.29,,,,13.8,13.8,6409492.0,236734322.58,,267.13,13.67,17.7,0.2023,35.72,0.3057
2006-09-05,2424327.0,86324797.0,3.59,3.62,3.59,108.15,1.0,52995279.09,1234913.0,1488308.0,43972456.7,,,30416.0,0.38,,,,0.21,10612.0,5023.0,,,0.38,30416.0,,183594.0,47705.0,50.83,1.62,,,16.22,16.22,6377064.0,227072814.54,,260.6,16.32,17.73,0.2043,36.06,0.3185
2006-09-06,2725145.0,95648951.3,4.03,4.07,4.03,117.57,1.0,62071673.08,1255908.0,1768491.0,44080694.1,,,14321.0,11.79,,,,0.3,301918.0,1101.0,,,11.79,14321.0,,7776.0,21735.0,49.69,1.47,,,16.73,16.73,6251833.0,219430991.81,,247.1,16.74,15.31,0.221,40.33,0.363
2006-09-07,2861947.0,102739989.38,4.24,4.07,4.24,122.8,1.0,68386683.38,1255546.0,1904994.0,45072386.98,,,219.0,6.53,,,,0.03,158180.0,582.0,,,6.53,219.0,,,21677.0,49.55,1.23,,,16.84,16.84,6200809.0,222600576.05,,246.45,16.74,18.57,0.213,37.89,0.3838
2006-09-08,2686865.0,96161683.25,3.98,3.76,3.98,116.11,1.0,61817460.59,1250040.0,1727249.0,44738366.29,,,3027.0,,,,,0.33,,8533.0,,,,3027.0,,,177744.0,49.64,7.28,,,16.77,16.77,6206201.0,222117127.13,,248.14,16.67,15.59,0.2164,39.22,0.3604
2006-09-11,2695421.0,95708308.87,3.99,3.84,3.99,116.29,1.0,61350025.14,1249574.0,1727793.0,44369549.08,,,,0.39,,,,0.03,10500.0,466.0,,,0.39,,,,9956.0,49.59,0.41,,,16.76,16.76,6207176.0,220402793.42,,246.61,16.74,15.57,0.2169,39.28,0.3615
2006-09-12,2663574.0,98766410.01,3.94,3.81,3.94,115.53,1.0,62048685.72,1271945.0,1673355.0,47164239.24,,,,0.6,,,,0.04,15137.0,2629.0,,,0.6,,,25000.0,69575.0,51.22,2.67,,,17.07,17.07,6180091.0,229160294.24,,249.97,17.01,15.71,0.2137,38.94,0.3574
2006-09-13,2807521.0,103210755.3,4.16,4.02,4.16,123.64,1.0,66598433.67,1412178.0,1811599.0,51914823.79,,,64552.0,6.58,,,,0.59,138244.0,13659.0,,,6.58,64552.0,,89341.0,,58.06,,,,18.83,18.83,6089136.0,223850267.08,,250.57,18.81,15.31,0.198,36.89,0.3743
2006-09-14,2845473.0,105045693.95,4.21,4.11,4.21,124.85,1.0,67095283.48,1444255.0,1817474.0,53317240.65,,,33267.0,,,7581.0,,0.09,,1190.0,,,,33267.0,0.31,,1706.0,59.09,0.15,,,19.2,19.2,6079400.0,224431857.83,,250.19,19.11,15.13,0.1938,36.48,0.3782
2006-09-15,2712667.0,103200723.6,4.02,3.94,4.02,119.31,1.0,64035292.93,1445733.0,1683190.0,55001477.05,,,1478.0,0.39,,,,,6219.0,,,,0.39,1478.0,,,140503.0,59.67,6.33,,,19.2,19.2,6082871.0,231416789.74,,254.25,19.01,15.94,0.188,34.73,0.3603
2006-09-18,2698872.0,103927154.12,4.0,3.88,4.0,120.04,1.0,64215086.4,1447534.0,1667594.0,55741098.18,,,1801.0,0.52,,,,,7110.0,,,,0.52,1801.0,,,22706.0,60.39,0.45,,,19.22,19.22,6081988.0,234202920.43,,257.04,19.03,15.99,0.1873,34.45,0.3584
2006-09-19,2680707.0,103544461.87,3.97,3.75,3.97,120.37,1.0,63658259.76,1448887.0,1648076.0,55964424.58,,,1353.0,0.21,,,,,450.0,,,,0.21,1353.0,,,19968.0,61.48,0.78,,,19.18,19.18,6106746.0,235877971.13,,260.03,19.12,16.08,0.1855,34.04,0.3548
2006-09-20,3953693.0,154835105.48,5.85,5.49,5.85,174.83,2.0,120181931.66,1301120.0,3068829.0,50954652.38,,,2301.0,60.18,,,,7.27,1420753.0,181000.0,,,60.18,2301.0,,30932.0,,55.78,,,,17.01,17.01,6349059.0,248642780.31,,273.69,16.93,10.7,0.3787,59.51,0.5168
2006-09-21,5007341.0,198146602.86,7.41,6.93,7.41,219.62,2.0,170723350.23,1109266.0,4314331.0,43895011.26,,,130.0,52.92,,,,8.46,1245502.0,191985.0,,,52.92,130.0,,,,47.75,,,,14.84,14.84,6363195.0,251799402.63,,275.68,14.76,8.21,0.4883,68.83,0.6701
2006-09-22,5026444.0,197166190.03,7.44,6.9,7.44,220.73,2.0,169984096.91,1124902.0,4333479.0,44125159.16,,,,0.91,,,,0.0,19148.0,44.0,,,0.91,,,15681.0,,48.7,,,,15.08,15.08,6336496.0,248554002.48,,274.29,15.08,8.25,0.4838,68.49,0.6737
2006-09-25,5011813.0,193403063.39,7.42,6.75,7.42,219.86,2.0,166722555.24,1123330.0,4320419.0,43348677.06,,,130.0,,,,,0.07,,1702.0,,,,130.0,,,13059.0,48.37,0.6,,,14.9,14.9,6417051.0,247630412.66,,275.85,14.92,8.21,0.4847,68.56,0.6647
2006-09-26,4849050.0,190692658.44,7.18,6.54,7.18,212.9,2.0,163501282.6,1123376.0,4157611.0,44177633.94,,,778.0,,,,,0.04,,732.0,,,,778.0,,,162809.0,48.03,6.6,,,14.83,14.83,6452369.0,253744423.73,,278.45,14.71,8.35,0.4998,69.71,0.6401
2006-09-27,5178226.0,205944336.95,7.67,7.11,7.67,228.23,2.0,165583713.06,1446757.0,4163406.0,57539282.97,,,,0.34,,,,5.21,5795.0,121194.0,,,0.34,,,444575.0,,62.89,,,,19.03,19.03,6157081.0,244874589.12,,268.91,18.95,8.19,0.4693,67.22,0.681
2006-09-28,5180083.0,206018192.1,7.67,7.46,7.67,228.7,2.0,165728082.57,1444985.0,4167036.0,57468808.38,,,3332.0,0.2,,,,1.06,3630.0,25059.0,,,0.2,3332.0,,19954.0,,63.17,,,,19.28,19.28,6051425.0,240672521.68,,264.84,19.26,8.27,0.4673,67.06,0.691
2006-09-29,5180058.0,204698687.75,7.67,7.59,7.67,228.65,2.0,164667857.52,1336757.0,4167047.0,52824196.9,,,,0.0,,,,4.74,12.0,108228.0,,,0.0,,,,,58.36,,,,17.82,17.82,6162777.0,243532478.75,,269.04,17.83,8.27,0.4675,67.07,0.6907
2006-10-02,5259205.0,205053384.43,7.79,7.77,7.79,231.74,2.0,157889942.18,1533393.0,4049558.0,59786112.98,,,982.0,,,,,,,,,,,982.0,,195654.0,117489.0,66.78,5.42,,,20.44,20.44,5968673.0,232715134.55,,258.49,20.53,8.42,0.4883,68.64,0.701
2006-10-03,4918333.0,188409699.48,7.28,7.25,7.28,216.52,2.0,150712229.67,1307819.0,3934261.0,50099451.33,,,479.0,,,,,10.0,,227654.0,,,,479.0,,1600.0,115297.0,56.26,4.79,,,17.37,17.37,6219303.0,238246781.83,,266.82,17.41,8.58,0.5191,70.85,0.6534
2006-10-04,3468621.0,135018819.95,5.14,5.04,5.14,154.45,2.0,96953560.32,1285290.0,2490728.0,50030931.34,,,,,,,,0.9,,22529.0,,,,,,,1443533.0,54.79,61.36,,,17.47,17.47,6072956.0,236394622.73,,260.74,17.37,12.07,0.394,60.06,0.4714
2006-10-05,3430553.0,128297802.14,5.08,5.06,5.08,152.77,2.0,93382228.42,1241004.0,2496946.0,46411784.24,,,,0.28,,,,1.81,6218.0,44286.0,,,0.28,,,,,52.83,,,,16.98,16.98,6069268.0,226981989.49,,256.74,17.07,12.4,0.4026,60.75,0.4693
2006-10-06,3286214.0,117253630.48,4.87,4.57,4.87,145.72,1.0,89223952.33,1124971.0,2500639.0,40139483.9,,,1968.0,1.35,,,,6.31,32000.0,150000.0,,,1.35,1968.0,,32000.0,28307.0,46.61,1.38,,,15.49,15.49,6137506.0,218989043.5,,252.86,15.56,12.04,0.4355,64.06,0.4525
2006-10-09,3239058.0,116159979.9,4.8,4.24,4.8,142.65,1.0,87927441.91,1126646.0,2451809.0,40404085.6,,,1675.0,,,,,,,,,,,1675.0,,,48831.0,45.84,2.67,,,15.52,15.52,6130797.0,219864311.25,,249.1,15.54,11.75,0.4356,64.1,0.4463
2006-10-10,3019580.0,108728195.03,4.47,3.88,4.47,132.76,1.0,79479915.21,1102929.0,2207302.0,39713960.03,,,,5.68,,,,0.93,144892.0,23718.0,,,5.68,,,,275001.0,45.08,12.12,,4.49,15.2,15.2,6153472.0,221572504.7,,250.73,15.24,12.83,0.3856,59.43,0.4161
2006-10-11,2588457.0,91086690.31,3.83,3.34,3.83,113.58,1.0,64579020.2,1069029.0,1835175.0,37618671.45,2.83,,,0.06,,10000.0,71348.0,1.42,3038.0,33899.0,2.83,,0.06,,0.41,,456513.0,42.88,19.34,,,14.85,14.85,6131388.0,215760910.81,,244.67,14.91,15.17,0.3313,53.87,0.3595
2006-10-12,2706004.0,94952528.66,4.01,3.44,4.01,117.39,1.0,63904290.73,1200575.0,1821176.0,42127665.77,,,15008.0,,,,,,,,,,,15008.0,,116538.0,13999.0,47.41,0.78,,,16.76,16.76,5963985.0,209273695.31,,235.77,16.74,14.31,0.3177,51.99,0.3777
2006-10-13,2650382.0,91531074.96,3.92,3.39,3.92,115.07,1.0,61734199.26,1146548.0,1787581.0,39596092.54,,,23.0,,,,,2.12,,54050.0,,,,23.0,,,33595.0,45.21,1.36,,,16.01,16.01,6014938.0,207726184.74,,236.1,16.07,14.58,0.33,53.12,0.3701
2006-10-16,2627577.0,93633727.91,3.89,3.31,3.89,114.06,1.0,63542636.12,1129094.0,1783152.0,40235273.94,,,2210.0,,,922.0,,0.61,,19664.0,,,,2210.0,0.04,,5351.0,44.4,0.25,,,15.8,15.8,6016363.0,214393144.77,,238.22,15.71,14.48,0.3354,53.63,0.3677
2006-10-17,2348770.0,81755438.72,3.48,3.01,3.48,103.99,1.0,52456488.22,1126405.0,1507034.0,39207642.7,,,,0.49,,,,0.0,4638.0,2689.0,,,0.49,,,,280756.0,44.99,10.93,,,15.81,15.81,5999346.0,208823837.28,,238.19,15.89,16.52,0.3441,53.53,0.3296
2006-10-18,2248886.0,78360474.29,3.33,2.94,3.33,99.21,1.0,49261375.45,1085803.0,1413764.0,37833860.0,,,,,,,,1.62,,40602.0,,,,,,,93270.0,42.52,3.79,,,15.41,15.41,5960821.0,207699616.94,,234.16,15.37,16.54,0.3613,55.09,0.3191
2006-10-19,2229847.0,85744491.36,3.3,3.06,3.3,98.98,1.0,53650279.49,1069633.0,1395214.0,41130686.33,,1000.0,10000.0,,0.04,,,1.0,,27170.0,,1000.0,,10000.0,,,18551.0,42.34,0.61,,,15.27,15.27,5937160.0,228302105.17,,243.61,14.81,17.42,0.396,57.8,0.3182
2006-10-20,2335837.0,91731200.28,3.46,2.36,3.46,106.12,1.0,59133838.0,1065057.0,1505780.0,41826102.15,,,50425.0,3.79,,43000.0,,1.87,67566.0,55001.0,,,3.79,50425.0,1.82,,,44.78,,0.04,,15.4,15.4,5851887.0,229810820.87,1000.0,250.17,15.18,17.87,0.3765,56.1,0.3377
2006-10-23,2341795.0,92923148.89,3.47,2.23,3.47,106.77,1.0,60009404.06,1184473.0,1512322.0,47000254.48,,20000.0,80976.0,0.36,0.86,,,0.0,6542.0,584.0,,20000.0,0.36,80976.0,,19024.0,,50.51,,,,17.08,17.08,5750842.0,228195186.78,,248.4,16.9,18.12,0.3733,55.71,0.3377
2006-10-24,2533184.0,102705190.13,3.75,2.39,3.75,115.97,1.0,61391389.4,1421887.0,1514195.0,57648861.94,,1000.0,,0.18,0.04,,,0.01,1873.0,1115.0,,1000.0,0.18,,,238528.0,,61.74,,,,20.41,20.41,5543152.0,224741068.98,,242.13,20.32,18.2,0.3714,55.53,0.3637
2006-10-25,2574374.0,109219513.42,3.81,2.42,3.81,120.66,1.0,64216877.48,1549567.0,1513633.0,65741401.11,,,80538.0,,,,,0.0,,4352.0,,,,80538.0,,52494.0,561.0,70.37,0.0,0.04,,22.05,22.05,5477149.0,232371655.67,1000.0,249.44,22.0,17.96,0.3551,53.74,0.3664
2006-10-26,2638608.0,111968669.63,3.9,2.38,3.9,125.48,1.0,66888113.45,1552570.0,1576258.0,65882919.1,,,6195.0,0.82,,60000.0,,0.0,11028.0,3192.0,,,0.82,6195.0,2.68,,8404.0,72.66,0.28,,,22.34,22.34,5396225.0,228987456.37,,251.02,22.45,18.02,0.3307,51.35,0.3797
2006-10-27,2618381.0,110086831.95,3.87,2.29,3.87,124.31,1.0,65372182.76,1553820.0,1554857.0,65328583.28,,,1250.0,0.0,,,,,599.0,,,,0.0,1250.0,,,22000.0,72.67,1.29,,,21.96,21.96,5521680.0,232152715.07,,255.78,22.13,18.23,0.3254,50.66,0.3701
2006-10-30,2751521.0,112783057.25,4.07,2.41,4.07,130.08,1.0,77138841.47,1359707.0,1881924.0,55733506.09,,,1628.0,15.27,,,,9.28,327068.0,195741.0,,,15.27,1628.0,,,,62.87,,,,19.05,19.05,5777615.0,236820683.28,,264.28,19.22,25.37,0.2936,44.86,0.3855
2006-10-31,2943021.0,119321585.55,4.35,2.6,4.35,137.73,1.0,75935544.91,1559532.0,1872921.0,63229528.76,,,8247.0,,,,,0.06,,677.0,,,,8247.0,,192256.0,9003.0,70.78,0.77,,,21.86,21.86,5575155.0,226038595.81,,250.86,22.01,24.98,0.2949,45.31,0.4125
2006-11-01,2801618.0,114352603.28,4.14,2.39,4.14,130.74,1.0,77846577.41,1363439.0,1907227.0,55650984.2,,,2051.0,2.92,,,,8.97,64500.0,192640.0,,,2.92,2051.0,,14495.0,30194.0,61.43,1.48,0.89,,18.99,18.99,5817579.0,237453965.33,20000.0,261.25,19.04,24.36,0.2802,43.72,0.3901
2006-11-02,3136502.0,124885056.66,4.64,2.68,4.64,146.01,1.0,81799281.69,1546570.0,2054398.0,61579263.17,,20000.0,418.0,6.58,0.87,,,1.79,147171.0,37613.0,,20000.0,6.58,418.0,,200326.0,,69.85,,,,22.34,22.34,5376067.0,214057071.19,,239.94,22.55,23.29,0.2689,43.05,0.4531
2006-11-03,2935947.0,116419215.53,4.34,2.5,4.34,135.6,1.0,81067938.09,1355231.0,2044432.0,53739025.22,,,2138.0,,,,,8.98,,193476.0,,,,2138.0,,,9967.0,59.94,0.73,,,19.48,19.48,5601953.0,222134450.55,,247.55,19.49,23.0,0.2717,43.58,0.422
2006-11-06,2880314.0,113768075.61,4.26,2.46,4.26,132.61,1.0,78815025.61,1378703.0,1995393.0,54456697.13,,,409.0,0.97,,22000.0,,0.31,23902.0,7000.0,,,0.97,409.0,0.96,30062.0,94941.0,60.59,4.39,,,19.65,19.65,5636301.0,222625421.5,,247.95,19.64,24.34,0.2835,44.63,0.4106
2006-11-07,2747094.0,110029416.3,4.06,2.3,4.06,126.85,1.0,77754731.26,1343182.0,1941295.0,53798498.14,,,6462.0,2.92,,,,3.45,62917.0,79379.0,,,2.92,6462.0,,37397.0,117014.0,59.03,5.24,,,19.47,19.47,5554919.0,222491292.68,,245.68,19.37,28.02,0.2947,43.84,0.3982
2006-11-08,2797875.0,111402058.06,4.14,2.33,4.14,129.84,1.0,78601445.87,1365536.0,1974084.0,54371092.61,,,561.0,1.71,,,,1.91,32788.0,45397.0,,,1.71,561.0,,67190.0,,60.78,,,,19.34,19.34,5694344.0,226729800.61,,252.39,19.41,28.0,0.2899,43.21,0.3963
2006-11-09,2827878.0,113393594.65,4.18,2.36,4.18,130.88,1.0,77302401.05,1421556.0,1927814.0,57002227.41,,,39600.0,1.34,,,,0.41,31157.0,7947.0,,,1.34,39600.0,,24367.0,77426.0,62.84,3.37,,,19.89,19.89,5723763.0,229514166.27,,253.43,19.87,28.85,0.2885,42.47,0.3958
2006-11-10,2724122.0,109579830.55,4.03,2.27,4.03,126.84,1.0,74709421.46,1377778.0,1857254.0,55422143.27,,,36.0,0.48,,,,1.81,6507.0,43815.0,,,0.48,36.0,,,77068.0,61.45,3.42,,,19.29,19.29,5764016.0,231861824.31,,256.52,19.33,30.07,0.297,42.46,0.3814
2006-11-13,2738099.0,109245994.71,4.05,2.26,4.05,127.5,1.0,74326643.44,1386234.0,1862894.0,55308632.83,,,8988.0,1.34,,,,0.03,29155.0,532.0,,,1.34,8988.0,,,23515.0,61.77,1.04,,,19.58,19.58,5692105.0,227106351.06,,253.27,19.61,29.99,0.3025,43.26,0.3868
2006-11-14,2394494.0,96690343.54,3.54,1.97,3.54,111.31,1.0,60247583.0,1413228.0,1492005.0,57066545.51,,69737.0,,,3.06,,,0.06,,481.0,,69737.0,,,,27475.0,370889.0,62.77,17.18,3.07,,20.36,20.36,5529131.0,223267870.31,69737.0,245.79,20.34,17.78,0.3174,50.15,0.3449
2006-11-15,2297887.0,93457776.4,3.4,1.9,3.4,106.75,1.0,48625812.38,1421897.0,1195584.0,57830229.2,,,23188.0,2.47,,,,1.51,55536.0,32795.0,,,2.47,23188.0,,18275.0,351957.0,63.69,16.22,,,20.43,20.43,5536395.0,225171719.06,,248.68,20.39,17.64,0.3393,53.69,0.3302
2006-11-16,2329205.0,96065464.91,3.44,1.94,3.44,108.67,1.0,49419867.44,1457942.0,1198235.0,60131193.28,,1000.0,35719.0,0.15,0.04,,,0.0,2757.0,674.0,,1000.0,0.15,35719.0,,,106.0,65.93,0.0,,,20.95,20.95,5502813.0,226957390.69,,249.39,20.91,17.5,0.3291,52.66,0.3346
2006-11-17,2337780.0,94867754.43,3.46,2.05,3.46,109.7,1.0,48427160.6,1471662.0,1193367.0,59720448.12,,,400.0,0.1,,,,0.0,1937.0,1232.0,,,0.1,400.0,,14552.0,6805.0,67.08,0.14,,,21.02,21.02,5529678.0,224395851.86,,250.42,21.13,17.53,0.3237,52.13,0.3339
2006-11-20,2151261.0,88159233.85,3.18,1.97,3.18,100.85,1.0,49010177.33,1293384.0,1195946.0,53003211.84,,,10051.0,0.25,,,,8.69,4779.0,191486.0,,,0.25,10051.0,,3156.0,2200.0,58.47,0.11,,,18.61,18.61,5655126.0,231748530.51,,255.78,18.61,12.72,0.3646,57.11,0.3096
2006-11-21,2245822.0,89951957.88,3.32,2.05,3.32,104.91,1.0,47706193.18,1422228.0,1191076.0,56964529.31,,,76476.0,0.0,,,,0.17,121.0,3800.0,,,0.0,76476.0,,56168.0,4990.0,63.92,0.22,,,20.2,20.2,5619599.0,225081922.14,,251.81,20.25,11.98,0.339,54.66,0.3189
2006-11-22,2283418.0,91229458.18,3.38,2.06,3.38,106.17,1.0,49060997.19,1448426.0,1227967.0,57869001.29,,,14223.0,1.02,,15000.0,,0.25,21891.0,2707.0,,,1.02,14223.0,0.85,14683.0,,64.37,,,,20.71,20.71,5545798.0,221571410.36,,245.95,20.74,11.82,0.3312,53.89,0.3265
2006-11-23,2305803.0,91599780.46,3.41,2.1,3.41,107.1,1.0,49685248.49,1449756.0,1250706.0,57592661.35,,,2410.0,0.98,,,,0.01,22739.0,80.0,,,0.98,2410.0,,,,64.35,,0.04,,20.74,20.74,5538768.0,220031777.56,1000.0,245.0,20.8,11.67,0.3263,53.38,0.3299
2006-11-24,2281047.0,89703945.41,3.37,2.09,3.37,105.42,1.0,49749192.04,1440231.0,1265053.0,56638202.98,,1000.0,24337.0,0.6,0.04,,,0.11,14347.0,2446.0,,1000.0,0.6,24337.0,,5863.0,,63.23,,1.77,,19.53,19.53,5934479.0,233377997.13,38279.0,259.73,19.58,11.8,0.335,54.3,0.3093
2006-11-27,2360148.0,91312798.45,3.49,2.17,3.49,105.18,1.0,49071515.87,1533887.0,1268344.0,59345225.16,,,113338.0,0.0,,,,3.25,13163.0,75000.0,,,0.0,113338.0,,55318.0,9872.0,62.8,0.43,,,19.45,19.45,6350712.0,245705474.76,,259.12,19.51,11.71,0.3362,54.44,0.2993
2006-11-28,2445886.0,94896767.21,3.62,2.24,3.62,111.24,1.0,55368714.34,1432887.0,1427083.0,55593900.98,,,103321.0,7.02,,,,7.83,171216.0,271000.0,,,7.02,103321.0,,66679.0,12477.0,61.71,0.0,,,19.18,19.18,6038389.0,234280581.87,,259.35,19.22,10.88,0.3669,57.59,0.3274
2006-11-29,2852114.0,111980107.58,4.22,2.6,4.22,128.67,1.0,71352388.03,1427933.0,1817333.0,56063709.57,,,528.0,16.65,,,,0.3,390250.0,5482.0,,,16.65,528.0,,,,61.68,,,,18.78,18.78,6176769.0,242513187.45,,266.68,18.78,9.27,0.4224,62.96,0.375
2006-11-30,3137259.0,121150630.27,4.64,2.87,4.64,138.13,1.0,67816199.82,1502032.0,1756136.0,58003538.59,,,76938.0,,,,,0.09,,2839.0,,,,76938.0,,,22000.0,61.86,0.94,,1.76,18.8,18.8,6486457.0,250485648.06,,266.62,18.83,16.12,0.3828,58.43,0.3927
2006-12-01,3444270.0,130939902.53,5.09,4.23,5.09,144.8,2.0,95812704.79,1443626.0,2520277.0,54881948.2,26.44,,4863.0,,,,764141.0,2.7,,63269.0,26.44,,,4863.0,,,,58.41,,,4.69,18.1,18.1,6532462.0,248342881.82,,264.72,18.07,20.78,0.3655,55.57,0.4318
2006-12-04,3372428.0,130354713.12,4.99,4.52,4.99,141.99,1.0,94678543.15,1441116.0,2449444.0,55703565.13,4.38,,17013.0,0.39,,,98834.0,1.09,12700.0,27047.0,4.38,,0.39,17013.0,,7524.0,83534.0,57.88,2.9,,,18.14,18.14,6502541.0,251343206.32,,263.35,18.02,19.26,0.376,57.04,0.4245
2006-12-05,3240903.0,126243101.32,4.79,4.41,4.79,136.5,1.0,90260442.36,1429128.0,2317159.0,55668914.16,,,2471.0,0.4,,,,0.56,15015.0,14459.0,,,0.4,2471.0,,,147300.0,57.91,6.21,,,17.93,17.93,6540368.0,254767371.96,,267.51,17.8,20.41,0.3551,54.62,0.4067
2006-12-06,2843814.0,110465045.72,4.21,3.98,4.21,118.68,1.0,75408511.81,1348308.0,1941318.0,52373644.99,,,12014.0,0.19,,,,3.71,28619.0,92834.0,,,0.19,12014.0,,,404459.0,54.55,17.19,,,16.9,16.9,6629169.0,257503288.42,,269.74,16.82,23.91,0.3109,48.39,0.3565
2006-12-07,2826576.0,109975319.42,4.18,4.21,4.18,117.84,1.0,74887502.05,1396325.0,1924752.0,54327669.9,,,,,,,,0.02,,983.0,,,,,,49000.0,16566.0,56.49,0.66,,,17.49,17.49,6588534.0,256344117.81,,268.0,17.41,24.02,0.3137,48.67,0.354
2006-12-08,2837807.0,110128520.89,4.2,4.55,4.2,118.67,1.0,75039568.18,1398481.0,1933630.0,54271711.93,,,4918.0,0.53,,,,0.7,10210.0,17762.0,,,0.53,4918.0,,15000.0,1332.0,56.82,0.0,,,17.52,17.52,6582553.0,255453181.12,,268.54,17.46,23.89,0.3142,48.79,0.3556
2006-12-11,2763410.0,108849091.8,4.09,4.49,4.09,116.33,1.0,72447210.22,1395665.0,1839256.0,54974422.08,,,10446.0,,,,,5.73,,132777.0,,,,10446.0,,119515.0,94374.0,56.65,3.19,,,17.52,17.52,6570256.0,258798512.88,,269.01,17.4,21.45,0.3145,49.85,0.3469
2006-12-12,2496394.0,98966910.45,3.69,4.09,3.69,115.39,1.0,65007945.43,1308857.0,1639795.0,51888257.03,,,,,,,,0.04,,91203.0,,,,,,4395.0,199461.0,57.42,1.36,,,17.45,17.45,6192860.0,245509411.2,,271.61,17.45,21.73,0.3139,49.66,0.3328
2006-12-13,2447710.0,97281646.24,3.62,4.16,3.62,113.79,1.0,64743161.04,1267627.0,1629007.0,50380494.99,,,1643.0,0.07,,,,2.0,870.0,46240.0,,,0.07,1643.0,,3367.0,11658.0,56.07,0.3,,,17.06,17.06,6161708.0,244890570.34,,271.66,17.11,20.38,0.3143,50.14,0.3295
2006-12-14,2525185.0,100659227.82,3.73,4.33,3.73,117.47,1.0,66813377.89,1293685.0,1676112.0,51569026.88,,,247.0,2.62,,,,0.19,56274.0,4395.0,,,2.62,247.0,,30207.0,9169.0,57.33,0.36,,,17.4,17.4,6143421.0,244889785.9,,272.01,17.41,22.11,0.3061,48.46,0.3395
2006-12-15,2703629.0,106740128.54,4.0,4.71,4.0,125.79,1.0,65692364.54,1401306.0,1663927.0,55324004.35,,,65.0,,,,,3.63,,83297.0,,,,65.0,,190853.0,12186.0,62.51,0.51,,,19.06,19.06,5951063.0,234949850.57,,262.57,19.23,21.91,0.307,48.65,0.3677
