,AEME FP Equity_DX_SI_QTY,AEME FP Equity_DX_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEME FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEME FP Equity_DX_SI_MV,AEME FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEME FP Equity_DX_SUPPLY_SI_QTY,AEME FP Equity_DX_BROKER_SI_QTY,AEME FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEME FP Equity_DX_BROKER_SI_MV_INC_x,AEME FP Equity_DX_BROKER_SI_QTY_ADD,AEME FP Equity_DX_SUPPLY_SI_MV_DEC,AEME FP Equity_DX_BROKER_SI_QTY_INC,AEME FP Equity_DX_SUPPLY_SI_QTY_DEC,AEME FP Equity_DX_BROKER_SI_MV_INC_y,AEME FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEME FP Equity_DX_BROKER_SI_MV_ADD,AEME FP Equity_DX_SUPPLY_SI_QTY_ADD,AEME FP Equity_DX_BROKER_SI_QTY_DEC,AEME FP Equity_DX_SUPPLY_SI_MV,AEME FP Equity_DX_BROKER_SI_MV_DEC,AEME FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEME FP Equity_DX_UTILIZATION_QUANTITY,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEME FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEME FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEME FP Equity_DX_ACTIVE_UTILIZATION_MV,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEME FP Equity_DX_BROKER_SI_CON_RATIO,AEME FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEME FP Equity_DX_DEMAND_SUPPLY_RATIO,AEME FP Equity_PX_LAST
2024-03-25,3622.0,223857.71,0.71,0.01,0.22,167924.19,2717.0,2717.0,167924.19,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.0051,61.805
2024-03-26,3622.0,224328.57,0.69,0.01,0.22,168277.4,2717.0,2717.0,168277.4,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.92,0.5,50.08,0.0051,61.935
2024-03-27,3622.0,223864.95,0.67,0.01,0.22,167929.62,2717.0,2717.0,167929.62,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.0051,61.807
2024-03-28,3622.0,225983.82,0.62,0.01,0.22,169519.06,2717.0,2717.0,169519.06,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.72,0.5,50.28,0.0051,62.392
2024-03-29,3622.0,225983.82,0.64,0.01,0.23,169519.06,2717.0,2717.0,169519.06,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.0051,
2024-04-01,3622.0,225983.82,0.64,0.01,0.23,169519.06,2717.0,2717.0,169519.06,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.0051,
2024-04-02,3622.0,227740.49,0.64,0.01,0.23,170836.81,2717.0,2717.0,170836.81,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.78,0.5,50.22,0.0051,62.877
2024-04-03,3622.0,226777.04,0.66,0.01,0.23,170114.09,2717.0,2717.0,170114.09,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.92,0.5,50.08,0.0051,62.611
2024-04-04,3622.0,228182.38,0.54,0.01,0.23,171168.28,2717.0,2717.0,171168.28,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.0051,62.999
2024-04-05,3622.0,226009.18,0.54,0.01,0.23,169538.08,2717.0,2717.0,169538.08,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,62.399
2024-04-08,3622.0,227646.32,0.5,0.01,0.23,170766.17,2717.0,2717.0,170766.17,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,62.851
2024-04-09,3622.0,228186.0,0.49,0.01,0.23,171171.0,2717.0,2717.0,171171.0,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.0051,63.0
2024-04-10,3622.0,227494.2,0.48,0.01,0.23,170652.05,2717.0,2717.0,170652.05,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.95,0.5,50.05,0.0051,62.809
2024-04-11,3622.0,229145.83,0.5,0.01,0.23,171891.01,2717.0,2717.0,171891.01,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,63.265
2024-04-12,3622.0,226983.5,0.47,0.01,0.23,170268.96,2717.0,2717.0,170268.96,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,62.668
2024-04-15,3622.0,226563.34,0.46,0.01,0.23,169953.78,2717.0,2717.0,169953.78,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.97,0.5,50.03,0.0051,62.552
2024-04-16,3622.0,222416.15,0.5,0.01,0.22,166842.82,2717.0,2717.0,166842.82,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.56,0.5,50.44,0.0051,61.407
2024-04-17,3622.0,221673.64,0.5,0.01,0.22,166285.83,2717.0,2717.0,166285.83,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.0051,61.202
2024-04-18,3622.0,223024.65,0.44,0.01,0.22,167299.28,2717.0,2717.0,167299.28,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.0051,61.575
2024-04-19,3622.0,221242.63,0.45,0.01,0.22,165962.51,2717.0,2717.0,165962.51,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.83,0.5,50.17,0.0051,61.083
2024-04-22,3622.0,222633.47,0.45,0.01,0.22,167005.84,2717.0,2717.0,167005.84,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.82,0.5,50.18,0.0051,61.467
2024-04-23,3622.0,224241.64,0.46,0.01,0.22,168212.19,2717.0,2717.0,168212.19,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,61.911
2024-04-24,3622.0,225313.75,0.44,0.01,0.22,169016.42,2717.0,2717.0,169016.42,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.85,0.5,50.15,0.0051,62.207
2024-04-25,3622.0,224614.71,0.43,0.01,0.23,168492.04,2717.0,2717.0,168492.04,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.95,0.5,50.05,0.0051,62.014
2024-04-26,3622.0,228211.35,0.43,0.01,0.23,171190.02,2717.0,2717.0,171190.02,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.58,0.5,50.42,0.0051,63.007
2024-04-29,3622.0,229888.34,0.44,0.01,0.23,172447.99,2717.0,2717.0,172447.99,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,63.47
2024-04-30,3622.0,228617.02,0.44,0.01,0.23,171494.32,2717.0,2717.0,171494.32,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.89,0.5,50.11,0.0051,63.119
2024-05-01,3622.0,228617.02,0.24,0.01,0.23,171494.32,2717.0,2717.0,171494.32,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.92,0.5,50.08,0.0051,
2024-05-02,3622.0,231518.24,0.24,0.01,0.23,173670.64,2717.0,2717.0,173670.64,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.66,0.5,50.34,0.0051,63.92
2024-05-03,3622.0,233220.58,0.24,0.01,0.23,174947.63,2717.0,2717.0,174947.63,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.79,0.5,50.21,0.0051,64.39
2024-05-06,3622.0,233803.72,0.24,0.01,0.23,175385.07,2717.0,2717.0,175385.07,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.9,0.5,50.1,0.0051,64.551
2024-05-07,3622.0,233724.04,0.24,0.01,0.23,175325.29,2717.0,2717.0,175325.29,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.0051,64.529
2024-05-08,3622.0,233611.76,0.23,0.01,0.23,175241.07,2717.0,2717.0,175241.07,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.98,0.5,50.02,0.0051,64.498
2024-05-09,3622.0,233474.12,0.22,0.01,0.23,175137.82,2717.0,2717.0,175137.82,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.99,0.5,50.01,0.0051,64.46
2024-05-10,3622.0,234477.41,0.23,0.01,0.23,175890.43,2717.0,2717.0,175890.43,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.0051,64.737
2024-05-13,3622.0,236107.31,0.22,0.01,0.23,177113.08,2717.0,2717.0,177113.08,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.0051,65.187
2024-05-14,3622.0,236306.52,0.22,0.01,0.23,177262.51,2717.0,2717.0,177262.51,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.95,0.5,50.05,0.0051,65.242
2024-05-15,3622.0,237943.67,0.22,0.01,0.24,178490.6,2717.0,2717.0,178490.6,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.0051,65.694
2024-05-16,3622.0,238798.46,0.22,0.01,0.24,179131.81,2717.0,2717.0,179131.81,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.0051,65.93
2024-05-17,3622.0,239950.26,0.24,0.01,0.24,179995.82,2717.0,2717.0,179995.82,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.85,0.5,50.15,0.0051,66.248
2024-05-20,3622.0,239475.77,0.23,0.01,0.24,179639.89,2717.0,2717.0,179639.89,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.0051,66.117
2024-05-21,3622.0,237787.92,0.25,0.01,0.24,178373.77,2717.0,2717.0,178373.77,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.85,0.5,50.15,0.0051,65.651
2024-05-22,3622.0,238048.71,0.25,0.01,0.24,178569.39,2717.0,2717.0,178569.39,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.0051,65.723
2024-05-23,3622.0,237269.98,0.25,0.01,0.24,177985.24,2717.0,2717.0,177985.24,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.95,0.5,50.05,0.0051,65.508
2024-05-24,3622.0,236331.88,0.25,0.01,0.24,177281.53,2717.0,2717.0,177281.53,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.0051,65.249
2024-05-27,3622.0,237454.7,0.25,0.01,0.24,178123.8,2717.0,2717.0,178123.8,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.95,0.5,50.05,0.0051,65.559
2024-05-28,3622.0,235984.17,0.26,0.01,0.24,177020.7,2717.0,2717.0,177020.7,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.0051,65.153
2024-05-29,3622.0,233101.05,0.26,0.01,0.23,174857.97,2717.0,2717.0,174857.97,,,,,,,,,,,,0.18,,100.0,0.38,0.0,0.0,0.0,100.0,49.73,0.5,50.27,0.0051,64.357
2024-05-30,3622.0,232239.02,0.26,0.01,0.23,174211.32,2717.0,2717.0,174211.32,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.0051,64.119
2024-05-31,3622.0,228240.33,0.28,0.01,0.23,171211.76,2717.0,2717.0,171211.76,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.56,0.5,50.44,0.0051,63.015
2024-06-03,3622.0,231130.69,0.27,0.01,0.23,173379.92,2717.0,2717.0,173379.92,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.65,0.5,50.35,0.0051,63.813
2024-06-04,3622.0,227360.18,0.27,0.01,0.23,170551.52,2717.0,2717.0,170551.52,,,,,,,,,,,,0.17,,100.0,0.38,0.0,0.0,0.0,100.0,49.62,0.5,50.38,0.0051,62.772
2024-06-05,3502.0,224327.61,0.26,0.01,0.22,166356.03,2597.0,2597.0,166356.03,,,,0.01,,120.0,,,,,120.0,0.16,0.01,100.0,0.36,0.0,0.0,0.0,100.0,48.82,0.5003,51.18,0.0049,64.057
2024-06-06,3502.0,225605.84,0.26,0.01,0.23,167303.93,2597.0,2597.0,167303.93,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.27,0.5006,51.73,0.0049,64.422
2024-06-07,3502.0,225686.39,0.27,0.01,0.23,167363.67,2597.0,2597.0,167363.67,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.36,0.5005,51.64,0.0049,64.445
2024-06-10,3502.0,227363.85,0.27,0.01,0.23,168607.63,2597.0,2597.0,168607.63,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.5,0.5004,51.5,0.0049,64.924
2024-06-11,3502.0,226054.1,0.27,0.01,0.23,167636.35,2597.0,2597.0,167636.35,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.17,0.5007,51.83,0.0049,64.55
2024-06-12,3502.0,227391.86,0.27,0.01,0.23,168628.4,2597.0,2597.0,168628.4,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.46,0.5005,51.54,0.0049,64.932
2024-06-13,3502.0,227840.12,0.54,0.01,0.23,168960.82,2597.0,2597.0,168960.82,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.36,0.5005,51.64,0.0049,65.06
2024-06-14,3502.0,229384.5,0.59,0.01,0.23,170106.1,2597.0,2597.0,170106.1,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.48,0.5005,51.52,0.0049,65.501
2024-06-17,3502.0,229664.66,0.61,0.01,0.23,170313.86,2597.0,2597.0,170313.86,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.43,0.5005,51.57,0.0049,65.581
2024-06-18,3502.0,231982.99,0.62,0.01,0.23,172033.07,2597.0,2597.0,172033.07,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.57,0.5004,51.43,0.0049,66.243
2024-06-19,3502.0,233520.36,0.73,0.01,0.23,173173.15,2597.0,2597.0,173173.15,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.48,0.5005,51.52,0.0049,66.682
2024-06-20,3502.0,232728.91,0.77,0.01,0.23,172586.23,2597.0,2597.0,172586.23,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.23,0.5006,51.77,0.0049,66.456
2024-06-21,3502.0,232441.75,0.74,0.01,0.23,172373.28,2597.0,2597.0,172373.28,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.28,0.5006,51.72,0.0049,66.374
2024-06-24,3502.0,232298.17,0.78,0.01,0.23,172266.8,2597.0,2597.0,172266.8,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.3,0.5006,51.7,0.0049,66.333
2024-06-25,3502.0,230697.75,0.82,0.01,0.23,171079.97,2597.0,2597.0,171079.97,,,,,,,,,,,,0.17,,100.0,0.36,0.0,0.0,0.0,100.0,48.14,0.5007,51.86,0.0049,65.876
2024-06-26,3502.0,231005.93,0.84,0.01,0.23,171308.51,2597.0,2597.0,171308.51,,,,,,,,,,,,0.17,,100.0,62.97,0.0,0.0,0.0,100.0,48.35,0.5005,51.65,0.8492,65.964
2024-06-27,3502.0,230827.33,0.78,0.01,0.23,171176.06,2597.0,2597.0,171176.06,,,,,,,,,,,,0.17,,100.0,62.97,0.0,0.0,0.0,100.0,48.3,0.5006,51.7,0.8492,65.913
2024-06-28,3502.0,232007.5,0.8,0.01,0.23,172051.25,2597.0,2597.0,172051.25,,,,,,,,,,,,0.17,,100.0,62.97,0.0,0.0,0.0,100.0,48.44,0.5005,51.56,0.8492,66.25
2024-07-01,3502.0,231723.84,0.81,0.01,0.23,171840.89,2597.0,2597.0,171840.89,,,,,,,,,,,,0.17,,100.0,62.97,0.0,0.0,0.0,100.0,48.28,0.5006,51.72,0.8492,66.169
2024-07-02,3462.0,228401.99,0.79,0.01,0.23,168695.52,2557.0,2557.0,168695.52,,,,0.0,,40.0,,,,,40.0,0.17,0.0,100.0,62.61,0.0,0.0,0.0,100.0,47.64,0.5011,52.36,0.8477,65.974
2024-07-03,3362.0,224211.78,0.78,0.01,0.22,163857.33,2457.0,2457.0,163857.33,,,,0.01,,100.0,,,,,100.0,0.16,0.01,100.0,60.16,0.0,0.0,0.0,100.0,46.43,0.5026,53.57,0.8232,66.69
2024-07-04,3362.0,224793.41,0.8,0.01,0.22,164282.39,2457.0,2457.0,164282.39,,,,,,,,,,,,0.16,,100.0,61.67,0.0,0.0,0.0,100.0,46.23,0.5028,53.77,0.8439,66.863
2024-07-05,3362.0,224242.04,0.79,0.01,0.22,163879.44,2457.0,2457.0,163879.44,,,,,,,,,,,,0.16,,100.0,60.16,0.0,0.0,0.0,100.0,46.1,0.503,53.9,0.8232,66.699
2024-07-08,3362.0,225092.62,0.8,0.01,0.22,164501.06,2457.0,2457.0,164501.06,,,,,,,,,,,,0.16,,100.0,60.16,0.0,0.0,0.0,100.0,46.26,0.5028,53.74,0.8232,66.952
2024-07-09,3362.0,225741.49,0.8,0.01,0.22,164975.27,2457.0,2457.0,164975.27,,,,,,,,,,,,0.16,,100.0,60.16,0.0,0.0,0.0,100.0,46.23,0.5028,53.77,0.8232,67.145
2024-07-10,3362.0,226669.4,0.8,0.01,0.23,165653.4,2457.0,2457.0,165653.4,,,,,,,,,,,,0.16,,100.0,60.16,0.0,0.0,0.0,100.0,46.26,0.5028,53.74,0.8232,67.421
2024-07-11,3449.0,233590.42,0.84,0.01,0.23,172297.49,2544.0,2544.0,172297.49,87.0,,87.0,,,,,87.0,0.01,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,45.11,0.4784,52.37,0.8269,67.727
2024-07-12,3449.0,233852.55,0.88,0.01,0.23,172490.83,2544.0,2544.0,172490.83,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,45.03,0.4785,52.45,0.8269,67.803
2024-07-15,3449.0,232110.8,0.99,0.01,0.23,171206.11,2544.0,2544.0,171206.11,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,44.81,0.4787,52.66,0.8269,67.298
2024-07-16,3449.0,232017.68,1.01,0.01,0.23,171137.42,2544.0,2544.0,171137.42,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,44.99,0.4785,52.49,0.8269,67.271
2024-07-17,3449.0,228913.58,1.13,0.01,0.23,168847.82,2544.0,2544.0,168847.82,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,44.67,0.4789,52.8,0.8269,66.371
2024-07-18,3449.0,227037.32,1.11,0.01,0.23,167463.89,2544.0,2544.0,167463.89,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,44.97,0.4786,52.51,0.8269,65.827
2024-07-19,3449.0,224988.62,1.04,0.01,0.23,165952.75,2544.0,2544.0,165952.75,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,44.77,0.4788,52.69,0.8269,65.233
2024-07-22,3449.0,226092.3,1.08,0.01,0.23,166766.83,2544.0,2544.0,166766.83,,,,,,,,,,,,0.17,,100.0,60.99,0.0,0.0,0.0,100.0,45.17,0.4784,52.31,0.8269,65.553
2024-07-23,3654.0,239614.7,1.09,0.01,0.24,180268.42,2749.0,2749.0,180268.42,205.0,0.01,,,205.0,,0.01,205.0,,,,0.18,,100.0,62.82,0.0,0.0,0.0,100.0,42.44,0.4322,49.56,0.835,65.576
2024-07-24,3567.0,231573.21,1.05,0.01,0.23,172819.7,2662.0,2662.0,172819.7,,,,0.01,,87.0,,,,,87.0,0.17,0.01,100.0,62.07,0.0,0.0,0.0,100.0,43.5,0.4501,50.76,0.8317,64.921
2024-07-25,3567.0,229779.01,1.07,0.01,0.23,171480.72,2662.0,2662.0,171480.72,,,,,,,,,,,,0.17,,100.0,62.07,0.0,0.0,0.0,100.0,43.29,0.4502,50.94,0.8317,64.418
2024-07-26,3362.0,217699.59,1.02,0.01,0.22,159098.12,2457.0,2457.0,159098.12,,,,0.01,,205.0,,,,,205.0,0.16,0.01,100.0,57.29,0.0,0.0,0.0,100.0,46.29,0.5028,53.71,0.7839,64.753
2024-07-29,3362.0,217625.62,0.83,0.01,0.22,159044.07,2457.0,2457.0,159044.07,,,,,,,,,,,,0.16,,100.0,57.29,0.0,0.0,0.0,100.0,46.15,0.503,53.85,0.7839,64.731
2024-07-30,3448.0,223085.6,0.87,0.01,0.22,164532.1,2543.0,2543.0,164532.1,86.0,,86.0,,,,,86.0,0.01,,,0.16,,100.0,60.98,0.0,0.0,0.0,100.0,45.0,0.4788,52.51,0.8269,64.7
2024-07-31,3448.0,227757.64,0.87,0.01,0.23,167977.87,2543.0,2543.0,167977.87,,,,,,,,,,,,0.16,,100.0,60.98,0.0,0.0,0.0,100.0,45.53,0.4783,52.0,0.8269,66.055
2024-08-01,3448.0,225609.54,0.77,0.01,0.22,166393.58,2543.0,2543.0,166393.58,,,,,,,,,,,,0.17,,100.0,60.98,0.0,0.0,0.0,100.0,44.78,0.479,52.72,0.8269,65.432
2024-08-02,3448.0,217234.34,0.75,0.01,0.22,160216.63,2543.0,2543.0,160216.63,,,,,,,,,,,,0.16,,100.0,60.98,0.0,0.0,0.0,100.0,44.08,0.4799,53.39,0.8269,63.003
2024-08-05,3448.0,210548.67,0.72,0.01,0.21,155285.75,2543.0,2543.0,155285.75,,,,,,,,,,,,0.16,,100.0,60.98,0.0,0.0,0.0,100.0,44.26,0.4797,53.22,0.8269,61.064
2024-08-06,3448.0,212524.38,0.73,0.01,0.21,156742.89,2543.0,2543.0,156742.89,,,,,,,,,,,,0.16,,100.0,60.98,0.0,0.0,0.0,100.0,45.24,0.4786,52.27,0.8269,61.637
2024-08-07,3362.0,211785.83,0.71,0.01,0.21,154776.26,2457.0,2457.0,154776.26,,,,0.0,,86.0,,,,,86.0,0.15,0.01,100.0,60.16,0.0,0.0,0.0,100.0,46.72,0.5022,53.28,0.8232,62.994
2024-08-08,3362.0,213554.24,0.73,0.01,0.21,156068.64,2457.0,2457.0,156068.64,,,,,,,,,,,,0.16,,100.0,60.16,0.0,0.0,0.0,100.0,46.37,0.5026,53.63,0.8232,63.52
2024-08-09,3663.0,233435.66,0.75,0.01,0.23,175761.82,2758.0,2758.0,175761.82,301.0,,301.0,,,,,301.0,0.02,,,0.17,,100.0,62.9,0.0,0.0,0.0,100.0,42.46,0.4304,49.33,0.8353,63.728
2024-08-12,5215.0,334396.23,1.08,0.01,0.33,176848.48,2758.0,2758.0,176848.48,,,,,,,,,,,,0.17,,100.0,62.19,0.0,0.0,0.0,100.0,34.65,0.4784,59.58,1.1759,64.122
2024-08-13,2242.0,144259.25,0.44,0.01,0.14,86027.93,1337.0,1337.0,86027.93,131.0,0.01,,0.1,131.0,1552.0,0.01,131.0,,,1552.0,0.09,0.1,100.0,29.28,0.0,0.0,0.0,100.0,19.27,0.6889,80.73,0.491,64.344
2024-08-14,2242.0,143393.84,0.44,0.01,0.14,85511.85,1337.0,1337.0,85511.85,,,,,,,,,,,,0.09,,100.0,29.28,0.0,0.0,0.0,100.0,19.27,0.6889,80.73,0.491,63.958
2024-08-15,2242.0,145503.56,0.42,0.01,0.14,86769.96,1337.0,1337.0,86769.96,,,,,,,,,,,,0.09,,100.0,29.28,0.0,0.0,0.0,100.0,19.27,0.6889,80.73,0.491,64.899
2024-08-16,2242.0,146593.17,0.42,0.01,0.14,87419.75,1337.0,1337.0,87419.75,,,,,,,,,,,,0.09,,100.0,29.28,0.0,0.0,0.0,100.0,19.38,0.6875,80.62,0.491,65.385
2024-08-19,432.0,28288.22,0.08,0.0,0.03,28288.22,432.0,432.0,28288.22,,,,0.06,,905.0,,,,,905.0,0.03,0.06,100.0,11.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.118,65.482
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,432.0,,,,,432.0,0.0,0.03,0.0,0.0,3729.0,241844.3,0.24,0.0,,0.0,,0.0,64.855
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3329.0,216751.19,0.21,0.0,,0.0,,0.0,65.11
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,221506.54,0.22,0.0,,0.0,,0.0,64.598
2024-08-23,1600.0,104054.4,0.24,0.0,0.11,104054.4,1600.0,1600.0,104054.4,,,1600.0,,,,,,0.11,1600.0,,0.1,,100.0,46.66,0.0,0.0,0.0,100.0,,1.0,100.0,0.4666,65.034
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,,1600.0,,,,,1600.0,0.0,0.11,0.0,0.0,3429.0,221321.38,0.22,0.0,,0.0,,0.0,64.544
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,221444.82,0.22,0.0,,0.0,,0.0,64.58
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,221345.38,0.22,0.0,,0.0,,0.0,64.551
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,223368.49,0.22,0.0,,0.0,,0.0,65.141
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,223131.89,0.22,0.0,,0.0,,0.0,65.072
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,222552.39,0.22,0.0,,0.0,,0.0,64.903
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3429.0,220481.27,0.22,0.0,,0.0,,0.0,64.299
