,IPH FP Equity_DX_SI_QTY,IPH FP Equity_DX_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IPH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IPH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IPH FP Equity_DX_SI_MV,IPH FP Equity_DX_DSS,IPH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY,IPH FP Equity_DX_BROKER_SI_QTY,IPH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IPH FP Equity_DX_BROKER_SI_MV_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_x,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_x,IPH FP Equity_DX_BROKER_SI_MV_INC_x,IPH FP Equity_DX_SUPPLY_SI_MV_NEW,IPH FP Equity_DX_BROKER_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_NEW,IPH FP Equity_DX_SUPPLY_SI_MV_DEC,IPH FP Equity_DX_BROKER_SI_QTY_INC,IPH FP Equity_DX_SUPPLY_SI_QTY_DEC,IPH FP Equity_DX_BROKER_SI_MV_NEW_y,IPH FP Equity_DX_SUPPLY_SI_QTY_NEW_y,IPH FP Equity_DX_BROKER_SI_MV_INC_y,IPH FP Equity_DX_SUPPLY_SI_QTY_INC_y,IPH FP Equity_DX_BROKER_SI_MV_ADD,IPH FP Equity_DX_SUPPLY_SI_QTY_ADD,IPH FP Equity_DX_BROKER_SI_QTY_DEC,IPH FP Equity_DX_SUPPLY_SI_MV,IPH FP Equity_DX_BROKER_SI_MV_DEC,IPH FP Equity_DX_SUPPLY_SI_MV_RMV,IPH FP Equity_DX_BROKER_SI_MV_RMV,IPH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IPH FP Equity_DX_UTILIZATION_QUANTITY,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IPH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IPH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,IPH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IPH FP Equity_DX_ACTIVE_UTILIZATION_MV,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IPH FP Equity_DX_BROKER_SI_CON_RATIO,IPH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IPH FP Equity_DX_DEMAND_SUPPLY_RATIO,IPH FP Equity_PX_LAST
2012-02-14,2500.0,4750.0,0.01,0.01,0.01,0.0,0.0,0.0,2500.0,0.0,4750.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,14.07,0.0,0.0,,0.0,100.0,,0.0,,0.1407,1.9
2012-02-15,2500.0,4825.0,0.01,0.01,0.01,0.0,0.0,0.0,2500.0,0.0,4825.0,,,,,,,,,,,,,,,,,,0.0,,,,100.0,6.88,0.0,0.0,,0.0,100.0,,0.0,,0.0688,1.93
2012-02-16,12500.0,23875.0,0.06,0.03,0.03,0.02,0.0,9550.0,7500.0,5000.0,14325.0,,,,,,5000.0,,,,,,,,,0.01,5000.0,,0.01,,,,100.0,19.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3191,1.91
2012-02-17,12500.0,23375.0,0.06,0.03,0.03,0.02,0.0,9350.0,7500.0,5000.0,14025.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,42.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7033,1.87
2012-02-20,12500.0,24000.0,0.06,0.03,0.03,0.02,0.0,9600.0,7500.0,5000.0,14400.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,42.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7033,1.92
2012-02-21,12500.0,23875.0,0.06,0.03,0.03,0.02,0.0,9550.0,7500.0,5000.0,14325.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,42.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7033,1.91
2012-02-22,17500.0,33250.0,0.09,0.04,0.05,0.03,0.0,19000.0,7500.0,10000.0,14250.0,,,,0.01,,,,,5000.0,,,,0.01,,,,,0.01,,,,100.0,42.2,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9846,1.9
2012-02-23,17500.0,33600.0,0.09,0.04,0.05,0.03,0.0,19200.0,12500.0,10000.0,24000.0,,,,,,,,,,,,,,,,5000.0,,0.02,,,,100.0,26.43,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3701,1.92
2012-02-24,17500.0,33075.0,0.09,0.04,0.05,0.03,0.0,18900.0,12500.0,10000.0,23625.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,70.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9846,1.89
2012-02-27,20900.0,39501.0,0.11,0.05,0.06,0.04,0.0,18900.0,15900.0,10000.0,30051.0,,,3400.0,,,,,,,,,,,3400.0,,,,0.03,,,,100.0,89.46,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1759,1.89
2012-02-28,22698.0,42445.26,0.12,0.06,0.06,0.04,0.0,18700.0,17698.0,10000.0,33095.26,,,1798.0,,,,,,,,,,,1798.0,,,,0.03,,,,100.0,66.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8543,1.87
2012-02-29,24496.0,46787.36,0.13,0.07,0.06,0.05,0.0,22534.18,17698.0,11798.0,33803.18,,,,,,1798.0,,,,,,,,,0.0,,,0.03,,,,100.0,99.58,0.0,0.0,,0.0,100.0,15.81,0.7338,84.19,1.3783,1.91
2012-03-01,24496.0,46787.36,0.13,0.07,0.06,0.05,0.0,22534.18,17698.0,11798.0,33803.18,,,,,,,,,,,,,,,,,,0.03,,,,100.0,99.58,0.0,0.0,,0.0,100.0,15.36,0.7399,84.64,1.3783,1.91
2012-03-02,24496.0,47767.2,0.13,0.07,0.06,0.05,0.0,23006.1,17698.0,11798.0,34511.1,,,,,,,,,,,,,,,,,,0.03,,,,100.0,99.58,0.0,0.0,,0.0,100.0,15.63,0.7362,84.37,1.3783,1.95
2012-03-05,23839.0,48631.56,0.12,0.09,0.06,0.05,0.0,24067.92,17041.0,11798.0,34763.64,,,,,,,,0.0,,657.0,,,,,,,,0.03,,,,100.0,95.88,0.0,0.0,,0.0,100.0,15.43,0.739,84.57,1.3413,2.04
2012-03-06,23839.0,44578.93,0.12,0.08,0.06,0.05,0.0,22062.26,17041.0,11798.0,31866.67,,,,,,,,,,,,,,,,,,0.03,,,,100.0,95.88,0.0,0.0,,0.0,100.0,15.12,0.7433,84.88,1.3413,1.87
2012-03-07,23839.0,44340.54,0.12,0.08,0.06,0.05,0.0,21944.28,17041.0,11798.0,31696.26,,,,,,,,,,,,,,,,,,0.03,,,,100.0,95.88,0.0,0.0,,0.0,100.0,16.87,0.7195,83.13,1.3413,1.86
2012-03-08,23839.0,45055.71,0.12,0.08,0.06,0.04,0.0,22298.22,17041.0,11798.0,32207.49,,,,,,,,,,,,,,,,,,0.03,,,,100.0,95.88,0.0,0.0,,0.0,100.0,15.62,0.7364,84.38,1.3413,1.89
2012-03-09,23839.0,45055.71,0.12,0.08,0.06,0.05,0.0,12848.22,17041.0,6798.0,32207.49,,,,,,,,,,,,,,,,,5000.0,0.03,0.01,,,100.0,95.88,0.0,0.0,,0.0,100.0,15.42,0.7392,84.58,1.3413,1.89
2012-03-12,8839.0,16440.54,0.05,0.03,0.02,0.02,0.0,3344.28,7041.0,1798.0,13096.26,,,,,,,,0.02,,10000.0,,,,,,,5000.0,0.01,0.01,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4973,1.86
2012-03-13,8839.0,16617.32,0.05,0.03,0.02,0.02,0.0,3380.24,7041.0,1798.0,13237.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4973,1.88
2012-03-14,8839.0,16617.32,0.05,0.03,0.02,0.02,0.0,3380.24,7041.0,1798.0,13237.08,,,,,,,,,,,,,,,,,,0.01,,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4973,1.88
2012-03-15,8839.0,16528.93,0.05,0.03,0.02,0.02,0.0,3362.26,7041.0,1798.0,13166.67,,,,,,,,,,,,,,,,,,0.01,,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4973,1.87
2012-03-16,8839.0,16794.1,0.05,0.04,0.02,0.02,0.0,3416.2,7041.0,1798.0,13377.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,39.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4973,1.9
2012-03-19,8105.0,15885.8,0.04,0.04,0.02,0.02,0.0,3524.08,6307.0,1798.0,12361.72,,,,,,,,0.0,,734.0,,,,,,,,0.01,,,,100.0,35.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.456,1.96
2012-03-20,7371.0,14004.9,0.04,0.04,0.02,0.01,0.0,2021.6,6307.0,1064.0,11983.3,,,,,,,,,,,,,,,,,734.0,0.01,0.0,,,100.0,20.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2402,1.9
2012-03-21,7371.0,14299.74,0.04,0.05,0.02,0.01,0.0,2064.16,6307.0,1064.0,12235.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,35.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4147,1.94
2012-03-22,7371.0,13857.48,0.04,0.05,0.02,0.01,0.0,2000.32,6307.0,1064.0,11857.16,,,,,,,,,,,,,,,,,,0.01,,,,100.0,35.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4147,1.88
2012-03-23,7371.0,14078.61,0.04,0.05,0.02,0.01,0.0,2032.24,6307.0,1064.0,12046.37,,,,,,,,,,,,,,,,,,0.01,,,,100.0,14.8,0.0,0.0,,0.0,100.0,,1.0,100.0,0.173,1.91
2012-03-26,7371.0,14004.9,0.04,0.05,0.02,0.01,0.0,2021.6,6307.0,1064.0,11983.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,35.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4147,1.9
2012-03-27,7371.0,14152.32,0.04,0.05,0.02,0.01,0.0,2042.88,6307.0,1064.0,12109.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,29.21,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3413,1.92
2012-03-28,7371.0,14004.9,0.04,0.05,0.02,0.01,0.0,2021.6,6307.0,1064.0,11983.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,35.49,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4147,1.9
2012-03-29,7371.0,14373.45,0.04,0.05,0.02,0.01,0.0,2074.8,6307.0,1064.0,12298.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.22,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1311,1.95
2012-03-30,9371.0,17898.61,0.05,0.06,0.02,0.02,0.0,3942.24,7307.0,2064.0,13956.37,,,1000.0,,,1000.0,,,,,,,,1000.0,0.0,,,0.01,,,,100.0,41.11,0.0,0.0,,0.0,100.0,48.91,0.5002,51.09,0.5273,1.91
2012-04-02,7307.0,13810.23,0.04,0.04,0.02,0.01,0.0,3900.96,7307.0,2064.0,13810.23,,,,,,,,,,,,,,,,,,0.01,,,,100.0,41.11,0.0,0.0,,0.0,100.0,47.99,0.5008,52.01,0.4111,1.89
2012-04-03,12007.0,22573.16,0.06,0.07,0.03,0.02,0.0,12716.32,12007.0,6764.0,22573.16,,,4700.0,0.01,,,,,4700.0,,,,0.01,4700.0,,,,0.02,,,,100.0,22.58,0.0,0.0,,0.0,100.0,15.98,0.7315,84.02,0.2258,1.88
2012-04-04,12007.0,21852.74,0.06,0.07,0.03,0.02,0.0,12310.48,12007.0,6764.0,21852.74,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.58,0.0,0.0,,0.0,100.0,15.73,0.7349,84.27,0.2258,1.82
2012-04-05,12007.0,21252.39,0.06,0.07,0.03,0.02,0.0,11972.28,12007.0,6764.0,21252.39,,,,,,,,,,,,,,,,,,0.02,,,,100.0,67.56,0.0,0.0,,0.0,100.0,16.25,0.7279,83.75,0.6756,1.77
2012-04-06,12007.0,21252.39,0.06,0.07,0.03,0.02,0.0,11972.28,12007.0,6764.0,21252.39,,,,,,,,,,,,,,,,,,0.02,,,,100.0,67.56,0.0,0.0,,0.0,100.0,15.73,0.7349,84.27,0.6756,
2012-04-09,12007.0,21252.39,0.06,0.07,0.03,0.02,0.0,11972.28,12007.0,6764.0,21252.39,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.58,0.0,0.0,,0.0,100.0,16.27,0.7276,83.73,0.2258,
2012-04-10,12007.0,20051.69,0.06,0.07,0.03,0.02,0.0,11295.88,12007.0,6764.0,20051.69,,,,,,,,,,,,,,,,,,0.02,,,,100.0,67.56,0.0,0.0,,0.0,100.0,16.29,0.7273,83.71,0.6756,1.67
2012-04-11,12007.0,20531.97,0.06,0.07,0.03,0.02,0.0,11566.44,12007.0,6764.0,20531.97,,,,,,,,,,,,,,,,,,0.02,,,,100.0,67.56,0.0,0.0,,0.0,100.0,16.59,0.7233,83.41,0.6756,1.71
2012-04-12,13007.0,22502.11,0.07,0.07,0.03,0.02,0.0,13431.72,12007.0,7764.0,20772.11,,,,,,1000.0,,,,,,,,,0.0,,,0.02,,,,100.0,67.56,0.0,0.0,,0.0,100.0,13.3,0.5856,74.34,0.7318,1.73
2012-04-13,12007.0,20291.83,0.06,0.06,0.03,0.02,0.0,11431.16,11007.0,6764.0,18601.83,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.02,0.0,,,100.0,61.93,0.0,0.0,,0.0,100.0,15.9,0.538,70.26,0.6756,1.69
2012-04-16,12007.0,20291.83,0.06,0.06,0.03,0.02,0.0,11431.16,11007.0,6764.0,18601.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,14.82,0.0,0.0,,0.0,100.0,16.16,0.5342,69.91,0.1617,1.69
2012-04-17,12007.0,20291.83,0.06,0.06,0.03,0.02,0.0,11431.16,11007.0,6764.0,18601.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,15.88,0.5366,70.13,0.6756,1.69
2012-04-18,12007.0,20531.97,0.06,0.06,0.03,0.02,0.0,11566.44,11007.0,6764.0,18821.97,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,15.84,0.5349,69.97,0.6756,1.71
2012-04-19,12007.0,20291.83,0.06,0.07,0.03,0.02,0.0,11431.16,11007.0,6764.0,18601.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,15.64,0.5411,70.54,0.6756,1.69
2012-04-20,12007.0,19931.62,0.06,0.08,0.03,0.02,0.0,11228.24,11007.0,6764.0,18271.62,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,16.17,0.5348,69.96,0.6756,1.66
2012-04-23,12007.0,18370.71,0.06,0.08,0.03,0.02,0.0,10348.92,11007.0,6764.0,16840.71,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,16.08,0.5467,71.01,0.6756,1.53
2012-04-24,12007.0,18250.64,0.06,0.08,0.03,0.02,0.0,10281.28,11007.0,6764.0,16730.64,,,,,,,,,,,,,,,,,,0.02,,,,100.0,61.93,0.0,0.0,,0.0,100.0,17.12,0.5267,69.19,0.6756,1.52
2012-04-25,12007.0,19451.34,0.06,0.08,0.03,0.02,0.0,10957.68,10331.0,6764.0,16736.22,,,,,,,,0.0,,676.0,,,,,,,,0.02,,,,100.0,58.13,0.0,0.0,,0.0,100.0,15.74,0.53,69.54,0.6756,1.62
2012-04-26,14331.0,25079.25,0.07,0.09,0.04,0.02,0.0,15904.0,10019.0,9088.0,17533.25,,,,0.0,,,,0.0,2324.0,312.0,,,0.0,,,,,0.02,,,,100.0,56.37,0.0,0.0,,0.0,100.0,34.75,0.4211,53.54,0.8063,1.75
2012-04-27,13760.0,23667.2,0.07,0.07,0.04,0.02,0.0,15094.72,9760.0,8776.0,16787.2,,,,,,,,0.0,,259.0,,,,,,,312.0,0.02,0.0,,,100.0,13.19,0.0,0.0,,0.0,100.0,33.42,0.4329,55.6,0.186,1.72
2012-04-30,13751.0,22964.17,0.07,0.08,0.04,0.02,0.0,14655.92,9675.0,8776.0,16157.25,,,,,,,,0.0,,85.0,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,35.85,0.4274,53.66,0.7737,1.67
2012-05-01,13675.0,22837.25,0.07,0.08,0.04,0.02,0.0,14529.0,9675.0,8700.0,16157.25,,,,,,,,,,,,,,,,,76.0,0.02,0.0,,,100.0,13.08,0.0,0.0,,0.0,100.0,35.2,0.4272,54.0,0.1848,
2012-05-02,13675.0,22700.5,0.07,0.08,0.04,0.02,0.0,14442.0,9675.0,8700.0,16060.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,34.77,0.4292,54.48,0.7694,1.66
2012-05-03,13675.0,23657.75,0.07,0.08,0.04,0.02,0.0,15051.0,9675.0,8700.0,16737.75,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,35.18,0.4266,53.95,0.7694,1.73
2012-05-04,13675.0,23247.5,0.07,0.08,0.04,0.02,0.0,14790.0,9675.0,8700.0,16447.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,15.62,0.0,0.0,,0.0,100.0,34.34,0.4322,55.05,0.2208,1.7
2012-05-07,13675.0,22974.0,0.07,0.08,0.04,0.02,0.0,14616.0,9675.0,8700.0,16254.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,15.62,0.0,0.0,,0.0,100.0,35.24,0.4278,54.05,0.2208,1.68
2012-05-08,13675.0,23247.5,0.07,0.08,0.04,0.02,0.0,14790.0,9675.0,8700.0,16447.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,15.62,0.0,0.0,,0.0,100.0,34.71,0.4282,54.38,0.2208,1.7
2012-05-09,13675.0,23110.75,0.07,0.08,0.04,0.02,0.0,14703.0,9675.0,8700.0,16350.75,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,34.76,0.4289,54.45,0.7694,1.69
2012-05-10,13675.0,23247.5,0.07,0.08,0.04,0.02,0.0,14790.0,9675.0,8700.0,16447.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,19.57,0.0,0.0,,0.0,100.0,35.14,0.4258,53.88,0.2766,1.7
2012-05-11,13675.0,23110.75,0.07,0.08,0.04,0.02,0.0,14703.0,9675.0,8700.0,16350.75,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,34.27,0.4303,54.86,0.7694,1.69
2012-05-14,12926.0,21327.9,0.07,0.08,0.03,0.02,0.0,13119.15,9675.0,7951.0,15963.75,,,,,,,,,,,,,,,,,749.0,0.02,0.0,,,100.0,33.37,0.0,0.0,,0.0,100.0,28.59,0.4518,59.69,0.4458,1.65
2012-05-15,12926.0,21198.64,0.07,0.07,0.03,0.02,0.0,13039.64,9675.0,7951.0,15867.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,28.99,0.4485,59.21,0.7273,1.64
2012-05-16,12926.0,21069.38,0.07,0.09,0.03,0.02,0.0,12960.13,9675.0,7951.0,15770.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,29.43,0.4459,58.77,0.7273,1.63
2012-05-17,12926.0,21198.64,0.07,0.09,0.03,0.02,0.0,13039.64,9675.0,7951.0,15867.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,29.42,0.4458,58.76,0.7273,1.64
2012-05-18,12926.0,20681.6,0.07,0.1,0.03,0.02,0.0,12721.6,9675.0,7951.0,15480.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,19.57,0.0,0.0,,0.0,100.0,29.5,0.4475,58.91,0.2615,1.6
2012-05-21,12926.0,21457.16,0.07,0.1,0.03,0.02,0.0,13198.66,9675.0,7951.0,16060.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,19.57,0.0,0.0,,0.0,100.0,29.76,0.4407,58.08,0.2615,1.66
2012-05-22,12926.0,21069.38,0.07,0.09,0.03,0.02,0.0,12960.13,9675.0,7951.0,15770.25,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,29.03,0.4495,59.3,0.7273,1.63
2012-05-23,12926.0,20681.6,0.07,0.09,0.03,0.02,0.0,12721.6,9675.0,7951.0,15480.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,29.44,0.4461,58.79,0.7273,1.6
2012-05-24,12926.0,20810.86,0.07,0.09,0.03,0.02,0.0,12801.11,9675.0,7951.0,15576.75,,,,,,,,,,,,,,,,,,0.02,,,,100.0,54.44,0.0,0.0,,0.0,100.0,29.92,0.4442,58.4,0.7273,1.61
2012-05-25,10451.0,16826.11,0.05,0.08,0.03,0.02,0.0,12801.11,7200.0,7951.0,11592.0,,,,,,,,0.0,,2475.0,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,29.92,0.4443,58.4,0.588,1.61
2012-05-28,10079.0,16428.77,0.05,0.08,0.03,0.02,0.0,12353.77,7200.0,7579.0,11736.0,,,,,,,,,,,,,,,,,372.0,0.01,0.0,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.27,0.4615,61.43,0.5671,1.63
2012-05-29,10079.0,16327.98,0.05,0.08,0.03,0.02,0.0,12277.98,7200.0,7579.0,11664.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.28,0.4617,61.45,0.5671,1.62
2012-05-30,10079.0,16327.98,0.05,0.08,0.03,0.02,0.0,12277.98,7200.0,7579.0,11664.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.31,0.4626,61.53,0.5671,1.62
2012-05-31,10079.0,16428.77,0.05,0.08,0.03,0.02,0.0,12353.77,7200.0,7579.0,11736.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.27,0.4615,61.43,0.5671,1.63
2012-06-01,10079.0,15723.24,0.05,0.08,0.03,0.02,0.0,11823.24,7200.0,7579.0,11232.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.43,0.4657,61.81,0.5671,1.56
2012-06-04,10079.0,15320.08,0.05,0.08,0.03,0.02,0.0,11520.08,7200.0,7579.0,10944.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,27.27,0.4583,60.8,0.5671,1.52
2012-06-05,10079.0,15320.08,0.05,0.08,0.03,0.02,0.0,11520.08,7200.0,7579.0,10944.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,27.68,0.4539,60.22,0.5671,1.52
2012-06-06,10079.0,15824.03,0.05,0.08,0.03,0.02,0.0,11899.03,7200.0,7579.0,11304.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,27.56,0.4509,59.94,0.5671,1.57
2012-06-07,10079.0,16126.4,0.05,0.08,0.03,0.02,0.0,12126.4,7200.0,7579.0,11520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,26.75,0.4595,61.09,0.5671,1.6
2012-06-08,8200.0,13120.0,0.04,0.07,0.02,0.01,0.0,9120.0,7200.0,5700.0,11520.0,,,,,,,,,,,,,,,,,1879.0,0.01,0.0,,,100.0,40.51,0.0,0.0,,0.0,100.0,16.49,0.7246,83.51,0.4614,1.6
2012-06-11,8200.0,13120.0,0.04,0.1,0.02,0.01,0.0,9120.0,7200.0,5700.0,11520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,16.57,0.7235,83.43,0.4614,1.6
2012-06-12,8200.0,12874.0,0.04,0.1,0.02,0.01,0.0,8949.0,7200.0,5700.0,11304.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,16.99,0.718,83.01,0.4614,1.57
2012-06-13,7200.0,11160.0,0.04,0.09,0.02,0.01,0.0,7285.0,7200.0,4700.0,11160.0,,,,,,,,,,,,,,,,,1000.0,0.01,0.0,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.55
2012-06-14,7200.0,11088.0,0.04,0.09,0.02,0.01,0.0,7238.0,7200.0,4700.0,11088.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.54
2012-06-15,7200.0,10728.0,0.04,0.1,0.02,0.01,0.0,7003.0,7200.0,4700.0,10728.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.49
2012-06-18,7200.0,10800.0,0.04,0.1,0.02,0.01,0.0,7050.0,7200.0,4700.0,10800.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.5
2012-06-19,7200.0,10872.0,0.04,0.1,0.02,0.01,0.0,7097.0,7200.0,4700.0,10872.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.51
2012-06-20,7200.0,11520.0,0.04,0.1,0.02,0.01,0.0,7520.0,7200.0,4700.0,11520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.6
2012-06-21,7200.0,11304.0,0.04,0.1,0.02,0.01,0.0,7379.0,7200.0,4700.0,11304.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.57
2012-06-22,7200.0,11520.0,0.04,0.11,0.02,0.01,0.0,7520.0,7200.0,4700.0,11520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.6
2012-06-25,7200.0,11088.0,0.04,0.11,0.02,0.01,0.0,7238.0,7200.0,4700.0,11088.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.54
2012-06-26,7200.0,11160.0,0.04,0.11,0.02,0.01,0.0,7285.0,7200.0,4700.0,11160.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.55
2012-06-27,7200.0,11376.0,0.04,0.11,0.02,0.01,0.0,7426.0,7200.0,4700.0,11376.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.58
2012-06-28,7200.0,11304.0,0.04,0.11,0.02,0.01,0.0,7379.0,7200.0,4700.0,11304.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.57
2012-06-29,7200.0,11520.0,0.04,0.11,0.02,0.01,0.0,7520.0,7200.0,4700.0,11520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,40.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4051,1.6
