,ERTH FP Equity_DX_SI_QTY,ERTH FP Equity_DX_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ERTH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ERTH FP Equity_DX_SI_MV,ERTH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ERTH FP Equity_DX_SUPPLY_SI_QTY,ERTH FP Equity_DX_BROKER_SI_QTY,ERTH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ERTH FP Equity_DX_BROKER_SI_MV_INC_x,ERTH FP Equity_DX_BROKER_SI_QTY_ADD,ERTH FP Equity_DX_SUPPLY_SI_MV_DEC,ERTH FP Equity_DX_BROKER_SI_QTY_INC,ERTH FP Equity_DX_SUPPLY_SI_QTY_DEC,ERTH FP Equity_DX_BROKER_SI_MV_INC_y,ERTH FP Equity_DX_BROKER_SI_MV_ADD,ERTH FP Equity_DX_SUPPLY_SI_QTY_ADD,ERTH FP Equity_DX_BROKER_SI_QTY_DEC,ERTH FP Equity_DX_SUPPLY_SI_MV,ERTH FP Equity_DX_BROKER_SI_MV_DEC,ERTH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ERTH FP Equity_DX_UTILIZATION_QUANTITY,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ERTH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ERTH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ERTH FP Equity_DX_ACTIVE_UTILIZATION_MV,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ERTH FP Equity_DX_BROKER_SI_CON_RATIO,ERTH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ERTH FP Equity_DX_DEMAND_SUPPLY_RATIO,ERTH FP Equity_PX_LAST
2024-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.333
2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.362
2024-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.309
2024-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.361
2024-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.408
2024-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.389
2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.419
2024-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.442
2024-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.457
2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.462
2024-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412
2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.401
2024-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.426
2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.406
2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.428
2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.436
2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.478
2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.487
2024-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.531
2024-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.558
2024-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.596
2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.585
2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59
2024-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.513
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,100.0,752.4,0.0,0.0,,0.0,,0.0,7.524
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,100.0,756.8,0.0,0.0,,0.0,,0.0,7.568
2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.569
2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61
2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.613
2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2024-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.562
2024-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2024-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.595
2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614
2024-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.579
2024-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599
2024-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58
2024-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.529
2024-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.553
2024-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.542
2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.529
2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.507
2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.554
2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.606
2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.619
2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.627
2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.629
2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656
2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.686
2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.657
2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.664
2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.688
2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674
2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.622
2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.601
2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594
2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.606
2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.633
2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.601
2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.615
2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.646
2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.735
2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.687
2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.647
2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.621
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.609
2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.586
2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.584
2024-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594
2024-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.573
2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.582
2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.629
2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.673
2024-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656
2024-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.675
2024-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.589
2024-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555
2024-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.562
2024-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.613
2024-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58
2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.591
2024-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.547
2024-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.548
2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533
2024-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.546
2024-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.536
2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.519
2024-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.476
2024-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555
2024-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.601
2024-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.581
2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.568
2024-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.611
2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.611
2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.597
2024-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.619
2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.609
2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.619
2024-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2024-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701
2024-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.701
2024-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.733
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785
2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.825
2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.842
2024-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85
2024-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.849
2024-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.843
2024-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.853
2024-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.844
2024-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.838
2024-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.816
2024-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.744
2024-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.706
2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.704
2024-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.714
2024-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699
2024-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.647
2024-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.664
2024-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63
2024-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.634
2024-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.583
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.603
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.609
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.582
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.541
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.505
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.418
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.416
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.387
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.368
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.453
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.464
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.479
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.491
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.516
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.503
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.486
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.474
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.504
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.509
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.548
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.622
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.645
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.652
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.589
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.558
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.565
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.567
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.506
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.518
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.568
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.561
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.581
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.607
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.612
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.624
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.549
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.529
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.329
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.282
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.248
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.264
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.266
2025-03-14,82200.0,595867.8,3.32,0.33,0.6,297933.9,41100.0,41100.0,297933.9,,41100.0,,,,,0.3,41100.0,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.249
2025-03-17,82200.0,601539.6,3.31,0.33,0.6,300769.8,41100.0,41100.0,300769.8,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.318
2025-03-18,82200.0,600142.2,3.24,0.33,0.6,300071.1,41100.0,41100.0,300071.1,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.301
2025-03-19,82200.0,602197.2,3.95,0.33,0.6,301098.6,41100.0,41100.0,301098.6,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.326
2025-03-20,82200.0,602197.2,4.07,0.32,0.6,301098.6,41100.0,41100.0,301098.6,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0,7.326
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3,,41100.0,,,,41100.0,0.0,0.3,0.0,0.0,41100.0,301304.1,0.32,0.0,,0.0,,0.0,7.331
2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.332
2025-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.312
2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.307
2025-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.318
2025-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.349
2025-03-31,82200.0,605074.2,3.88,0.23,0.61,302537.1,41100.0,41100.0,302537.1,,41100.0,,,,,0.3,41100.0,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.96,0.5,50.04,2.0,7.361
2025-04-01,82200.0,607704.6,3.81,0.23,0.6,303852.3,41100.0,41100.0,303852.3,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.89,0.5,50.11,2.0,7.393
2025-04-02,82200.0,605156.4,3.92,0.23,0.6,302578.2,41100.0,41100.0,302578.2,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.89,0.5,50.11,2.0,7.362
2025-04-03,82200.0,608855.4,3.97,0.22,0.61,304427.7,41100.0,41100.0,304427.7,,,,,,,,,,0.31,,100.0,100.0,0.0,0.0,0.0,100.0,49.85,0.5,50.15,2.0,7.407
2025-04-04,82200.0,612718.8,3.88,0.22,0.61,306359.4,41100.0,41100.0,306359.4,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.84,0.5,50.16,2.0,7.454
2025-04-07,82200.0,608773.2,3.76,0.22,0.6,304386.6,41100.0,41100.0,304386.6,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.84,0.5,50.16,2.0,7.406
2025-04-08,82200.0,608115.6,3.61,0.22,0.61,304057.8,41100.0,41100.0,304057.8,,,,,,,,,,0.3,,100.0,100.0,0.0,0.0,0.0,100.0,49.97,0.5,50.03,2.0,7.398
2025-04-09,82200.0,607622.4,3.54,0.22,0.59,303811.2,41100.0,41100.0,303811.2,,,,,,,,,,0.29,,100.0,100.0,0.0,0.0,0.0,100.0,49.98,0.5,50.02,2.0,7.392
2025-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.424
2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.463
2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.514
2025-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.476
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2500.0,18755.0,0.02,0.0,,0.0,,0.0,7.502
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2500.0,18802.5,0.02,0.0,,0.0,,0.0,7.521
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,2500.0,18802.5,0.02,0.0,,0.0,,0.0,
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,4800.0,36100.8,0.04,0.0,,0.0,,0.0,
2025-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543
2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53
2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2025-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544
2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.514
2025-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52
2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.557
2025-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.498
2025-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.508
2025-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.488
2025-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.543
2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.507
2025-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.486
2025-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.433
2025-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.407
2025-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.393
2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.457
2025-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.488
2025-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.493
2025-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.476
2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.435
2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.435
2025-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.497
2025-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533
2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.523
2025-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555
2025-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.559
2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.545
2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.555
2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.548
2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.512
2025-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.538
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,100.0,753.2,0.0,0.0,,0.0,,0.0,7.532
2025-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57
2025-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539
2025-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594
2025-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539
2025-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.551
2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539
2025-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.566
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533
2025-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55
2025-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.557
2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.536
2025-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.525
2025-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.521
2025-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.511
2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.501
2025-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.539
2025-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.491
2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.526
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.526
2025-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.496
2025-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465
2025-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.466
2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.437
2025-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.423
2025-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.407
2025-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.422
2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44
2025-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.453
2025-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.436
2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.509
2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.527
2025-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.518
2025-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.453
2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.445
2025-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.462
2025-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.469
2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.453
2025-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.473
2025-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.471
2025-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.518
2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.524
2025-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.503
2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.523
2025-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.478
2025-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.467
2025-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.426
2025-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48
2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.459
