,PAR FP Equity_DX_SI_QTY,PAR FP Equity_DX_SHORT_INTEREST_VALUE,PAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PAR FP Equity_DX_SI_MV,PAR FP Equity_DX_DSS,PAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PAR FP Equity_DX_SUPPLY_SI_QTY,PAR FP Equity_DX_BROKER_SI_QTY,PAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,PAR FP Equity_DX_BROKER_SI_MV_INC_x,PAR FP Equity_DX_BROKER_SI_QTY_ADD,PAR FP Equity_DX_SUPPLY_SI_MV_DEC,PAR FP Equity_DX_BROKER_SI_QTY_INC,PAR FP Equity_DX_SUPPLY_SI_QTY_DEC,PAR FP Equity_DX_BROKER_SI_MV_INC_y,PAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,PAR FP Equity_DX_BROKER_SI_MV_ADD,PAR FP Equity_DX_SUPPLY_SI_QTY_ADD,PAR FP Equity_DX_BROKER_SI_QTY_DEC,PAR FP Equity_DX_SUPPLY_SI_MV,PAR FP Equity_DX_BROKER_SI_MV_DEC,PAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PAR FP Equity_DX_UTILIZATION_QUANTITY,PAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PAR FP Equity_DX_ACTIVE_UTILIZATION_MV,PAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PAR FP Equity_DX_BROKER_SI_CON_RATIO,PAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PAR FP Equity_DX_DEMAND_SUPPLY_RATIO,PAR FP Equity_PX_LAST
2022-08-23,8.0,512.0,0.0,0.03,0.0,0.0,0.0,256.0,4.0,4.0,256.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,64.0
2022-08-24,8.0,512.0,0.0,0.03,0.0,0.0,0.0,256.0,4.0,4.0,256.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,64.0
2022-08-25,8.0,504.0,0.0,0.03,0.0,0.0,0.0,252.0,4.0,4.0,252.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,63.0
2022-08-26,8.0,500.0,0.0,0.03,0.0,0.0,0.0,250.0,4.0,4.0,250.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,62.5
2022-08-29,8.0,512.0,0.0,0.03,0.0,0.0,0.0,256.0,4.0,4.0,256.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,64.0
2022-08-30,8.0,516.0,0.0,0.03,0.0,0.0,0.0,258.0,4.0,4.0,258.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,64.5
2022-08-31,8.0,512.0,0.0,0.03,0.0,0.0,0.0,256.0,4.0,4.0,256.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,64.0
2022-09-01,8.0,500.0,0.0,0.03,0.0,0.0,0.0,250.0,4.0,4.0,250.0,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0278,62.5
2022-09-02,4.0,252.0,0.0,0.02,0.0,0.0,0.0,126.0,2.0,2.0,126.0,,,,0.0,,2.0,,,,,2.0,0.0,0.0,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,63.0
2022-09-05,4.0,246.0,0.0,0.02,0.0,0.0,0.0,123.0,2.0,2.0,123.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,61.5
2022-09-06,4.0,244.0,0.0,0.02,0.0,0.0,0.0,122.0,2.0,2.0,122.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,61.0
2022-09-07,4.0,246.0,0.0,0.02,0.0,0.0,0.0,123.0,2.0,2.0,123.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,61.5
2022-09-08,4.0,240.0,0.0,0.02,0.0,0.0,0.0,120.0,2.0,2.0,120.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.0
2022-09-09,4.0,244.0,0.0,0.02,0.0,0.0,0.0,122.0,2.0,2.0,122.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,61.0
2022-09-12,4.0,242.0,0.0,0.02,0.0,0.0,0.0,121.0,2.0,2.0,121.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.5
2022-09-13,4.0,240.0,0.0,0.02,0.0,0.0,0.0,120.0,2.0,2.0,120.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.0
2022-09-14,4.0,240.0,0.0,0.02,0.0,0.0,0.0,120.0,2.0,2.0,120.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.0
2022-09-15,4.0,244.0,0.0,0.02,0.0,0.0,0.0,122.0,2.0,2.0,122.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,61.0
2022-09-16,4.0,240.0,0.0,0.02,0.0,0.0,0.0,120.0,2.0,2.0,120.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.0
2022-09-19,4.0,236.0,0.0,0.02,0.0,0.0,0.0,118.0,2.0,2.0,118.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,59.0
2022-09-20,4.0,240.0,0.0,0.02,0.0,0.0,0.0,120.0,2.0,2.0,120.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,60.0
2022-09-21,4.0,234.0,0.0,0.02,0.0,0.0,0.0,117.0,2.0,2.0,117.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,58.5
2022-09-22,4.0,236.0,0.0,0.02,0.0,0.0,0.0,118.0,2.0,2.0,118.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,59.0
2022-09-23,4.0,230.0,0.0,0.02,0.0,0.0,0.0,115.0,2.0,2.0,115.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,57.5
2022-09-26,4.0,232.0,0.0,0.02,0.0,0.0,0.0,116.0,2.0,2.0,116.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,58.0
2022-09-27,4.0,228.0,0.0,0.02,0.0,0.0,0.0,114.0,2.0,2.0,114.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,57.0
2022-09-28,4.0,230.0,0.0,0.03,0.0,0.0,0.0,115.0,2.0,2.0,115.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,57.5
2022-09-29,4.0,228.0,0.0,0.03,0.0,0.0,0.0,114.0,2.0,2.0,114.0,,,,,,,,,,,,0.0,,100.0,0.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139,57.0
2022-09-30,4.0,230.0,0.0,0.03,0.0,0.0,0.0,115.0,2.0,2.0,115.0,,,,,,,,,,,,0.0,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.012,57.5
2022-10-03,4.0,236.0,0.0,0.03,0.0,0.0,0.0,118.0,2.0,2.0,118.0,,,,,,,,,,,,0.0,,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.012,59.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,2.0,,,,,2.0,0.0,0.0,0.0,0.0,332.0,19588.0,0.02,0.0,,0.0,,0.0,59.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,19754.0,0.02,0.0,,0.0,,0.0,59.5
2022-10-06,14.0,812.0,0.01,0.09,0.0,0.0,0.0,406.0,7.0,7.0,406.0,,,7.0,,,,,,0.0,7.0,,0.0,,100.0,2.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0413,58.0
2022-10-07,114.0,6612.0,0.05,0.74,0.01,0.01,0.0,6206.0,107.0,107.0,6206.0,100.0,,100.0,,,,,100.0,0.01,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.01,0.7887,87.99,0.2597,58.0
2022-10-10,114.0,6498.0,0.05,0.81,0.01,0.01,0.0,6099.0,107.0,107.0,6099.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.0
2022-10-11,114.0,6612.0,0.05,0.81,0.01,0.01,0.0,6206.0,107.0,107.0,6206.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,58.0
2022-10-12,114.0,6555.0,0.05,0.79,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-13,114.0,6441.0,0.05,0.73,0.01,0.01,0.0,6045.5,107.0,107.0,6045.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,56.5
2022-10-14,114.0,6555.0,0.05,0.77,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-17,114.0,6555.0,0.05,0.77,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-18,114.0,6555.0,0.05,0.77,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-19,114.0,6498.0,0.05,0.75,0.01,0.01,0.0,6099.0,107.0,107.0,6099.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.0
2022-10-20,114.0,6498.0,0.05,0.74,0.01,0.01,0.0,6099.0,107.0,107.0,6099.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.0
2022-10-21,114.0,6555.0,0.05,0.79,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-24,114.0,6555.0,0.05,0.8,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-25,114.0,6555.0,0.05,0.82,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-26,114.0,6555.0,0.05,0.82,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-27,114.0,6555.0,0.05,0.81,0.01,0.01,0.0,6152.5,107.0,107.0,6152.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.5
2022-10-28,114.0,6498.0,0.05,0.81,0.01,0.01,0.0,6099.0,107.0,107.0,6099.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,57.0
2022-10-31,114.0,6669.0,0.05,0.8,0.01,0.01,0.0,6259.5,107.0,107.0,6259.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,58.5
2022-11-01,114.0,6612.0,0.05,0.79,0.01,0.01,0.0,6206.0,107.0,107.0,6206.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,58.0
2022-11-02,114.0,6669.0,0.05,0.8,0.01,0.01,0.0,6259.5,107.0,107.0,6259.5,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,58.5
2022-11-03,114.0,6612.0,0.05,0.82,0.01,0.01,0.0,6206.0,107.0,107.0,6206.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,58.0
2022-11-04,114.0,6840.0,0.05,0.85,0.01,0.01,0.0,6420.0,107.0,107.0,6420.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,60.0
2022-11-07,114.0,6840.0,0.05,0.87,0.01,0.01,0.0,6420.0,107.0,107.0,6420.0,,,,,,,,,,,,0.01,,100.0,24.37,0.0,0.0,0.0,100.0,12.28,0.7845,87.72,0.2597,60.0
2022-11-08,578.0,35258.0,0.27,4.41,0.04,0.03,0.0,17629.0,289.0,289.0,17629.0,,0.01,,0.01,182.0,100.0,0.01,,,282.0,,0.02,,100.0,46.54,0.0,0.0,0.0,100.0,2.43,0.9526,97.57,0.9308,61.0
2022-11-09,578.0,34680.0,0.27,4.7,0.04,0.04,0.0,17340.0,289.0,289.0,17340.0,,,,,,,,,,,,0.02,,100.0,85.25,0.0,0.0,0.0,100.0,2.43,0.9525,97.57,1.705,60.0
2022-11-10,20.0,1190.0,0.01,0.16,0.0,0.0,0.0,595.0,10.0,10.0,595.0,,,,0.02,,279.0,,,,,279.0,0.0,0.02,100.0,2.95,0.0,0.0,0.0,100.0,29.82,0.5815,70.18,0.059,59.5
2022-11-11,20.0,1210.0,0.01,0.16,0.0,0.0,0.0,605.0,10.0,10.0,605.0,,,,,,,,,,,,0.0,,100.0,10.64,0.0,0.0,0.0,100.0,29.92,0.5807,70.08,0.2128,60.5
2022-11-14,20.0,1210.0,0.01,0.16,0.0,0.0,0.0,605.0,10.0,10.0,605.0,,,,,,,,,,,,0.0,,100.0,2.95,0.0,0.0,0.0,100.0,30.09,0.5793,69.91,0.059,60.5
2022-11-15,206.0,12772.0,0.1,1.6,0.01,0.01,0.0,12586.0,203.0,203.0,12586.0,200.0,0.01,,0.0,193.0,7.0,0.01,200.0,,,,0.01,,100.0,38.16,0.0,0.0,0.0,100.0,2.76,0.9462,97.24,0.3872,62.0
2022-11-16,13.0,819.0,0.01,0.12,0.0,0.0,0.0,630.0,10.0,10.0,630.0,,,,0.01,,193.0,,,,,193.0,0.0,0.01,100.0,3.01,0.0,0.0,0.0,100.0,45.72,0.5037,54.28,0.0392,63.0
2022-11-17,13.0,812.5,0.01,0.12,0.0,0.0,0.0,625.0,10.0,10.0,625.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.2,0.5029,53.8,0.0392,62.5
2022-11-18,13.0,806.0,0.01,0.13,0.0,0.0,0.0,620.0,10.0,10.0,620.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.25,0.5028,53.75,0.0392,62.0
2022-11-21,13.0,793.0,0.01,0.13,0.0,0.0,0.0,610.0,10.0,10.0,610.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.49,0.5025,53.51,0.0392,61.0
2022-11-22,13.0,793.0,0.01,0.13,0.0,0.0,0.0,610.0,10.0,10.0,610.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.48,0.5025,53.52,0.0392,61.0
2022-11-23,13.0,780.0,0.01,0.12,0.0,0.0,0.0,600.0,10.0,10.0,600.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.43,0.5026,53.57,0.0392,60.0
2022-11-24,13.0,773.5,0.01,0.12,0.0,0.0,0.0,595.0,10.0,10.0,595.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.73,0.5021,53.27,0.0392,59.5
2022-11-25,13.0,780.0,0.01,0.1,0.0,0.0,0.0,600.0,10.0,10.0,600.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.87,0.502,53.13,0.0392,60.0
2022-11-28,13.0,793.0,0.01,0.09,0.0,0.0,0.0,610.0,10.0,10.0,610.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.84,0.502,53.16,0.0392,61.0
2022-11-29,13.0,786.5,0.01,0.09,0.0,0.0,0.0,605.0,10.0,10.0,605.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.64,0.5023,53.36,0.0392,60.5
2022-11-30,13.0,793.0,0.01,0.09,0.0,0.0,0.0,610.0,10.0,10.0,610.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.6,0.5023,53.4,0.0392,61.0
2022-12-01,13.0,812.5,0.01,0.09,0.0,0.0,0.0,625.0,10.0,10.0,625.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,46.3,0.5027,53.7,0.0392,62.5
2022-12-02,13.0,819.0,0.01,0.09,0.0,0.0,0.0,630.0,10.0,10.0,630.0,,,,,,,,,,,,0.0,,100.0,3.01,0.0,0.0,0.0,100.0,45.79,0.5036,54.21,0.0392,63.0
2022-12-05,4.0,254.0,0.0,0.03,0.0,0.0,0.0,127.0,2.0,2.0,127.0,,,,0.0,,8.0,,,,,8.0,0.0,0.0,100.0,0.6,0.0,0.0,0.0,100.0,,1.0,100.0,0.012,63.5
2022-12-06,2.0,125.0,0.0,0.01,0.0,0.0,0.0,62.5,1.0,1.0,62.5,,,,0.0,,1.0,,,,,1.0,0.0,0.0,100.0,0.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.006,62.5
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,64.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20750.0,0.02,0.0,,0.0,,0.0,62.5
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20916.0,0.02,0.0,,0.0,,0.0,63.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,64.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21082.0,0.02,0.0,,0.0,,0.0,63.5
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21082.0,0.02,0.0,,0.0,,0.0,63.5
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20916.0,0.02,0.0,,0.0,,0.0,63.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20750.0,0.02,0.0,,0.0,,0.0,62.5
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20750.0,0.02,0.0,,0.0,,0.0,62.5
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,64.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21414.0,0.02,0.0,,0.0,,0.0,64.5
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,20750.0,0.02,0.0,,0.0,,0.0,62.5
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,64.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21248.0,0.02,0.0,,0.0,,0.0,64.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21746.0,0.02,0.0,,0.0,,0.0,65.5
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,22078.0,0.02,0.0,,0.0,,0.0,66.5
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21912.0,0.02,0.0,,0.0,,0.0,66.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21746.0,0.02,0.0,,0.0,,0.0,65.5
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21580.0,0.02,0.0,,0.0,,0.0,65.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,22078.0,0.02,0.0,,0.0,,0.0,66.5
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,21912.0,0.02,0.0,,0.0,,0.0,66.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,22410.0,0.02,0.0,,0.0,,0.0,67.5
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,30228.0,0.03,0.0,,0.0,,0.0,66.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,30457.0,0.03,0.0,,0.0,,0.0,66.5
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,32518.0,0.03,0.0,,0.0,,0.0,71.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,31144.0,0.03,0.0,,0.0,,0.0,68.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,31831.0,0.03,0.0,,0.0,,0.0,69.5
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,31373.0,0.03,0.0,,0.0,,0.0,68.5
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,31831.0,0.03,0.0,,0.0,,0.0,69.5
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,458.0,31831.0,0.03,0.0,,0.0,,0.0,69.5
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,418.0,29678.0,0.03,0.0,,0.0,,0.0,71.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,418.0,29051.0,0.03,0.0,,0.0,,0.0,69.5
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,418.0,29260.0,0.03,0.0,,0.0,,0.0,70.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,418.0,29678.0,0.03,0.0,,0.0,,0.0,71.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,413.0,29323.0,0.03,0.0,,0.0,,0.0,71.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23572.0,0.02,0.0,,0.0,,0.0,71.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23572.0,0.02,0.0,,0.0,,0.0,71.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23572.0,0.02,0.0,,0.0,,0.0,71.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23738.0,0.02,0.0,,0.0,,0.0,71.5
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23738.0,0.02,0.0,,0.0,,0.0,71.5
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,332.0,23738.0,0.02,0.0,,0.0,,0.0,71.5
