,ALEMV FP Equity_DX_SI_QTY,ALEMV FP Equity_DX_SHORT_INTEREST_VALUE,ALEMV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEMV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEMV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEMV FP Equity_DX_SI_MV,ALEMV FP Equity_DX_DSS,ALEMV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEMV FP Equity_DX_SUPPLY_SI_QTY,ALEMV FP Equity_DX_BROKER_SI_QTY,ALEMV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEMV FP Equity_DX_BROKER_SI_QTY_ADD,ALEMV FP Equity_DX_SUPPLY_SI_MV_DEC,ALEMV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEMV FP Equity_DX_BROKER_SI_MV_ADD,ALEMV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEMV FP Equity_DX_BROKER_SI_QTY_DEC,ALEMV FP Equity_DX_SUPPLY_SI_MV,ALEMV FP Equity_DX_BROKER_SI_MV_DEC,ALEMV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEMV FP Equity_DX_UTILIZATION_QUANTITY,ALEMV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEMV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEMV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEMV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEMV FP Equity_DX_BROKER_SI_CON_RATIO,ALEMV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEMV FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,2.11,0.0,0.0,,0.0
2008-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.88,0.0,0.0,,0.0
2008-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.78,0.0,0.0,,0.0
2008-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.76,0.0,0.0,,0.0
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.77,0.0,0.0,,0.0
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.68,0.0,0.0,,0.0
2008-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.67,0.0,0.0,,0.0
2008-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.68,0.0,0.0,,0.0
2008-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.68,0.0,0.0,,0.0
2008-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.67,0.0,0.0,,0.0
2008-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.67,0.0,0.0,,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.68,0.0,0.0,,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.67,0.0,0.0,,0.0
2008-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1679175.0,1.67,0.0,0.0,,0.0
2008-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1399312.5,1.67,0.0,0.0,,0.0
2008-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1472076.75,1.69,0.0,0.0,,0.0
2008-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1492600.0,1.48,0.0,0.0,,0.0
2008-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1492600.0,1.5,0.0,0.0,,0.0
2008-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1526183.5,1.59,0.0,0.0,,0.0
2008-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1399312.5,1.53,0.0,0.0,,0.0
2008-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1524317.75,1.53,0.0,0.0,,0.0
2008-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1524317.75,1.53,0.0,0.0,,0.0
2008-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1524317.75,1.53,0.0,0.0,,0.0
2008-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1520586.25,1.52,0.0,0.0,,0.0
2008-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1473942.5,1.53,0.0,0.0,,0.0
2008-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1399312.5,1.48,0.0,0.0,,0.0
2008-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1306025.0,1.4,0.0,0.0,,0.0
2008-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1248186.75,1.29,0.0,0.0,,0.0
2008-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1306025.0,1.25,0.0,0.0,,0.0
2008-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1212737.5,1.31,0.0,0.0,,0.0
2008-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1268710.0,1.3,0.0,0.0,,0.0
2008-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1212737.5,1.27,0.0,0.0,,0.0
2008-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.2,0.0,0.0,,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.13,0.0,0.0,,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.65,0.0,0.0,,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.12,0.0,0.0,,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.13,0.0,0.0,,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.13,0.0,0.0,,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.04,0.0,0.0,,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,951532.5,1.06,0.0,0.0,,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,951532.5,0.94,0.0,0.0,,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,970190.0,0.96,0.0,0.0,,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,970190.0,0.98,0.0,0.0,,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1147436.25,1.3,0.0,0.0,,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1063477.5,1.29,0.0,0.0,,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1063477.5,1.14,0.0,0.0,,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1138107.5,1.14,0.0,0.0,,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1138107.5,1.14,0.0,0.0,,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1138107.5,1.13,0.0,0.0,,0.0
2008-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1026162.5,1.28,0.0,0.0,,0.0
2008-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1026162.5,1.02,0.0,0.0,,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1026162.5,1.03,0.0,0.0,,0.0
2008-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1026162.5,1.11,0.0,0.0,,0.0
2008-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1026162.5,1.03,0.0,0.0,,0.0
2008-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.13,0.0,0.0,,0.0
2008-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.4,0.0,0.0,,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.11,0.0,0.0,,0.0
2008-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.1,0.0,0.0,,0.0
2008-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.1,0.0,0.0,,0.0
2008-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.28,0.0,0.0,,0.0
2008-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.08,0.0,0.0,,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.09,0.0,0.0,,0.0
2008-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.35,0.0,0.0,,0.0
2008-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1119450.0,1.23,0.0,0.0,,0.0
2008-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.23,0.0,0.0,,0.0
2008-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.16,0.0,0.0,,0.0
2008-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.13,0.0,0.0,,0.0
2008-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.15,0.0,0.0,,0.0
2008-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.15,0.0,0.0,,0.0
2008-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.19,0.0,0.0,,0.0
2008-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.09,0.0,0.0,,0.0
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.07,0.0,0.0,,0.0
2008-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,1024296.75,1.06,0.0,0.0,,0.0
2008-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,990713.25,1.03,0.0,0.0,,0.0
2008-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,990713.25,1.0,0.0,0.0,,0.0
2008-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,932875.0,0.99,0.0,0.0,,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,841453.25,1.01,0.0,0.0,,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,748165.75,1.02,0.0,0.0,,0.0
2008-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,699656.25,1.02,0.0,0.0,,0.0
2008-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,699656.25,1.01,0.0,0.0,,0.0
2008-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,839587.5,1.0,0.0,0.0,,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,839587.5,0.84,0.0,0.0,,0.0
2008-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,839587.5,0.93,0.0,0.0,,0.0
2008-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,931009.25,0.92,0.0,0.0,,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,186575.0,888097.0,1.08,0.0,0.0,,0.0
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1250784.0,1.25,0.0,0.0,,0.0
2009-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1248966.0,1.25,0.0,0.0,,0.0
2009-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1248966.0,1.24,0.0,0.0,,0.0
2009-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1245330.0,1.25,0.0,0.0,,0.0
2009-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1245330.0,1.26,0.0,0.0,,0.0
2009-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1247148.0,1.25,0.0,0.0,,0.0
2009-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1247148.0,1.25,0.0,0.0,,0.0
2009-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1185336.0,1.26,0.0,0.0,,0.0
2009-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1248966.0,1.25,0.0,0.0,,0.0
2009-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,181800.0,1248966.0,1.25,0.0,0.0,,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,102900.0,453789.0,0.48,0.0,0.0,,0.0
2020-07-06,40000.0,39600.0,1.78,0.95,0.71,1.04,0.0,0.0,40000.0,0.0,39600.0,,,,,40000.0,,1.04,,8.84,8.84,412522.0,408396.78,10.76,8.84,1.0,100.0,0.0884
2020-07-07,40000.0,41200.0,1.78,1.01,0.71,1.02,0.0,0.0,40000.0,0.0,41200.0,,,,,,,1.02,,8.84,8.84,412522.0,424897.66,10.56,8.84,1.0,100.0,0.0884
2020-07-08,40000.0,39600.0,1.78,1.08,0.71,1.07,0.0,0.0,40000.0,0.0,39600.0,,,,,,,1.07,,8.84,8.84,412522.0,408396.78,11.05,8.84,1.0,100.0,0.0884
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,400.0,0.0,0.0,0.0,,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,200.0,370.0,0.0,0.0,0.0,,0.0
2021-04-13,21960.0,39528.0,0.88,0.71,0.39,0.04,0.0,19764.0,10980.0,10980.0,19764.0,10980.0,,,0.02,10980.0,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-14,21960.0,39967.2,0.88,0.77,0.39,0.04,0.0,19983.6,10980.0,10980.0,19983.6,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-15,21960.0,41504.4,0.88,0.88,0.39,0.04,0.0,20752.2,10980.0,10980.0,20752.2,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-16,21960.0,40955.4,0.88,0.89,0.39,0.04,0.0,20477.7,10980.0,10980.0,20477.7,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-19,21960.0,40077.0,0.88,0.89,0.39,0.04,0.0,20038.5,10980.0,10980.0,20038.5,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-20,21960.0,39528.0,0.88,0.9,0.39,0.04,0.0,19764.0,10980.0,10980.0,19764.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-21,21960.0,39528.0,0.88,1.03,0.39,0.04,0.0,19764.0,10980.0,10980.0,19764.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,10980.0,,,10980.0,0.0,0.02,0.0,0.0,400.0,720.0,0.0,0.0,0.0,,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,698.0,0.0,0.0,0.0,,0.0
2021-05-05,2760.0,5575.2,0.11,0.09,0.05,0.01,0.0,2787.6,1380.0,1380.0,2787.6,1380.0,,,0.0,1380.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-06,2760.0,5423.4,0.11,0.09,0.05,0.01,0.0,2711.7,1380.0,1380.0,2711.7,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-07,2760.0,5478.6,0.11,0.09,0.05,0.01,0.0,2739.3,1380.0,1380.0,2739.3,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-10,2760.0,5547.6,0.11,0.09,0.05,0.01,0.0,2773.8,1380.0,1380.0,2773.8,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-11,2760.0,5506.2,0.11,0.09,0.05,0.01,0.0,2753.1,1380.0,1380.0,2753.1,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-12,2760.0,5340.6,0.11,0.09,0.05,0.01,0.0,2670.3,1380.0,1380.0,2670.3,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-27,17600.0,32560.0,0.7,0.64,0.31,0.03,0.0,16280.0,8800.0,8800.0,16280.0,8800.0,,,0.02,8800.0,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-28,17600.0,32208.0,0.7,0.66,0.31,0.03,0.0,16104.0,8800.0,8800.0,16104.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-05-31,17600.0,32648.0,0.7,0.67,0.31,0.03,0.0,16324.0,8800.0,8800.0,16324.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-06-01,17600.0,32472.0,0.7,0.67,0.31,0.03,0.0,16236.0,8800.0,8800.0,16236.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-06-02,17600.0,32384.0,0.7,0.7,0.31,0.03,0.0,16192.0,8800.0,8800.0,16192.0,,,,,,,0.02,,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0
2021-06-03,8800.0,15972.0,0.35,0.36,0.16,0.02,0.0,0.0,8800.0,0.0,15972.0,,,,,,8800.0,0.02,0.02,100.0,50.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,8800.0,,,,0.0,,0.0,0.0,600.0,1071.0,0.0,0.0,0.0,,0.0
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,930.0,0.0,0.0,0.0,,0.0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,924.0,0.0,0.0,0.0,,0.0
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,400.0,604.0,0.0,0.0,0.0,,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,150.0,0.0,0.0,0.0,,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,150.5,0.0,0.0,0.0,,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,150.0,0.0,0.0,0.0,,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,149.0,0.0,0.0,0.0,,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,138.0,0.0,0.0,0.0,,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,137.5,0.0,0.0,0.0,,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,147.0,0.0,0.0,0.0,,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,700.0,966.0,0.0,0.0,0.0,,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,600.0,786.0,0.0,0.0,0.0,,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,139.0,0.0,0.0,0.0,,0.0
