,SCR FP Equity_DX_SI_QTY,SCR FP Equity_DX_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SCR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SCR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SCR FP Equity_DX_SI_MV,SCR FP Equity_DX_DSS,SCR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY,SCR FP Equity_DX_BROKER_SI_QTY,SCR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SCR FP Equity_DX_BROKER_SI_MV_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_x,SCR FP Equity_DX_BROKER_SI_MV_INC_x,SCR FP Equity_DX_SUPPLY_SI_MV_NEW,SCR FP Equity_DX_BROKER_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_NEW,SCR FP Equity_DX_SUPPLY_SI_MV_DEC,SCR FP Equity_DX_BROKER_SI_QTY_INC,SCR FP Equity_DX_SUPPLY_SI_QTY_DEC,SCR FP Equity_DX_BROKER_SI_MV_NEW_y,SCR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SCR FP Equity_DX_BROKER_SI_MV_INC_y,SCR FP Equity_DX_SUPPLY_SI_QTY_INC_y,SCR FP Equity_DX_BROKER_SI_MV_ADD,SCR FP Equity_DX_SUPPLY_SI_QTY_ADD,SCR FP Equity_DX_BROKER_SI_QTY_DEC,SCR FP Equity_DX_SUPPLY_SI_MV,SCR FP Equity_DX_BROKER_SI_MV_DEC,SCR FP Equity_DX_SUPPLY_SI_MV_RMV,SCR FP Equity_DX_BROKER_SI_MV_RMV,SCR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SCR FP Equity_DX_UTILIZATION_QUANTITY,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SCR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SCR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SCR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SCR FP Equity_DX_ACTIVE_UTILIZATION_MV,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SCR FP Equity_DX_BROKER_SI_CON_RATIO,SCR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SCR FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-03-17,533128.0,14294180.43,0.3,1.12,0.28,15.09,0.0,9177422.17,298839.0,342289.0,8012444.64,,,,,,,,0.46,,15000.0,,,,,,,55064.0,9.24,1.71,,,0.81,0.81,36551808.0,980023819.25,,1131.61,0.81,21.77,0.3447,53.19,0.0145
2015-03-18,544628.0,14678214.89,0.3,1.14,0.28,15.4,0.0,9534932.04,298839.0,353789.0,8053980.07,,,,0.46,,,,,15000.0,,,,0.46,,,,3500.0,9.24,0.11,,,0.8,0.8,36854880.0,993272193.88,,1128.85,0.81,21.28,0.3293,51.92,0.0147
2015-03-19,559628.0,14871007.71,0.31,1.21,0.29,15.95,0.0,9799838.57,299297.0,368789.0,7953226.06,,,,0.49,,,,,15000.0,,,,0.49,,,458.0,,9.22,,,,0.8,0.8,36997344.0,983131272.41,,1143.27,0.8,20.47,0.3096,50.19,0.015
2015-03-20,551997.0,15092595.84,0.31,1.18,0.29,15.59,0.0,9874712.6,299297.0,361158.0,8183321.03,,,,,,,,,,,,,,,,,7631.0,9.29,0.26,,,0.82,0.82,36343908.0,993708144.6,,1112.81,0.83,21.02,0.3197,51.07,0.0151
2015-03-23,544439.0,14670756.45,0.3,1.09,0.28,15.59,0.0,9719623.04,291739.0,360700.0,7861361.54,,,,,,,,0.23,,7558.0,,,,,,,458.0,9.09,0.0,,,0.78,0.78,36905624.0,994479493.86,,1152.28,0.78,20.97,0.319,51.01,0.0146
2015-03-24,522739.0,14233596.92,0.29,1.03,0.27,13.84,0.0,9230589.95,261739.0,339000.0,7126859.53,,,,,,,,0.0,,30000.0,,,,,,,21700.0,9.1,0.68,,,0.7,0.7,37044388.0,1008677154.59,,1150.5,0.78,23.62,0.3215,49.95,0.014
2015-03-25,600739.0,16185238.33,0.34,1.18,0.31,16.31,0.0,8729277.14,354739.0,324000.0,9557453.84,,,93000.0,,,,,,,,,,,93000.0,,,15000.0,11.07,0.5,,,0.94,0.94,37385884.0,1007258464.76,,1166.95,0.94,24.5,0.3454,51.9,0.0159
2015-03-26,596739.0,15898629.34,0.33,1.18,0.31,16.08,0.0,8525605.65,350739.0,320000.0,9344570.0,,,,,,,,0.13,,4000.0,,,,,,,4000.0,10.84,0.12,,,0.93,0.93,37436108.0,997392168.1,,1161.43,0.92,24.61,0.3517,52.5,0.0158
2015-03-27,582776.0,15688619.16,0.33,1.14,0.3,15.56,0.0,8222246.43,351349.0,305427.0,9458489.46,,,,,,,,,,,,,,,,610.0,14573.0,10.82,0.46,,,0.93,0.93,37609596.0,1012468990.48,,1156.97,0.93,25.59,0.3776,54.5,0.0154
2015-03-30,582776.0,15868337.13,0.33,1.14,0.3,15.67,0.0,8316434.79,351349.0,305427.0,9566839.37,,,,,,,,,,,,,,,,,,10.93,,,,0.92,0.92,37668196.0,1025662747.07,,1169.97,0.93,25.69,0.3765,54.34,0.0153
2015-03-31,592776.0,16176671.34,0.33,1.16,0.31,16.11,0.0,8335007.15,361349.0,305427.0,9861101.01,,,10000.0,,,,,,,,,,,10000.0,,,,11.35,,,,0.95,0.95,37743852.0,1030017896.98,,1186.73,0.95,27.57,0.3697,52.82,0.0156
2015-04-01,373886.0,10305540.2,0.21,0.71,0.19,11.8,0.0,510941.3,361349.0,18537.0,9959978.83,,,,,,4110.0,,,,,,,,,0.13,,,11.39,,,6.61,0.95,0.95,37761828.0,1040841423.56,,1188.17,0.95,28.63,0.2943,42.29,0.0098
2015-04-02,432491.0,11903982.29,0.24,0.81,0.22,13.71,0.0,2123274.25,368754.0,77142.0,10149670.36,,,,1.53,,10605.0,,,48000.0,,,,1.53,,0.33,7405.0,,11.61,,,,0.97,0.97,37767088.0,1039510062.85,,1193.81,0.96,23.25,0.2199,34.59,0.0113
2015-04-03,432491.0,11903982.29,0.24,0.8,0.22,13.7,0.0,2123274.25,368754.0,77142.0,10149670.36,,,,,,,,,,,,,,,,,,11.59,,,,0.97,0.97,37790744.0,1040161176.07,,1193.54,0.96,23.27,0.2198,34.56,0.0113
2015-04-06,435991.0,12000317.1,0.24,0.81,0.23,13.83,0.0,2123274.25,372254.0,77142.0,10246005.17,,,,,,,,,,,,,,,,3500.0,,11.72,,,,0.98,0.98,37778248.0,1039817233.27,,1196.42,0.97,23.24,0.2197,34.55,0.0114
2015-04-07,485086.0,13555991.5,0.27,0.9,0.25,15.5,0.0,1948838.31,429249.0,69737.0,11995596.23,,,63900.0,,,,,0.28,,10905.0,,,,63900.0,,4000.0,7405.0,13.71,0.24,,,1.2,1.2,35489856.0,991783284.13,,1134.61,1.19,20.06,0.2835,45.8,0.0135
2015-04-08,484659.0,13659837.93,0.27,0.89,0.25,15.66,0.0,1953462.88,429249.0,69310.0,12098138.63,,,2273.0,,,,,0.47,,14473.0,,,,2273.0,,12200.0,427.0,13.87,0.01,,,1.12,1.12,37822732.0,1066012163.45,,1221.5,1.12,20.06,0.2842,45.93,0.0127
2015-04-09,417338.0,11851254.85,0.23,0.75,0.22,15.19,0.0,2536159.11,335928.0,89310.0,9539434.08,,,,0.65,,,,1.37,20000.0,93321.0,,,0.65,,,,,12.56,,,,0.87,0.87,38129404.0,1082770521.64,,1241.82,1.0,21.09,0.3208,48.3,0.0109
2015-04-10,501480.0,14460648.72,0.28,0.91,0.26,16.45,0.0,4237499.5,362428.0,146952.0,10450953.17,,,22500.0,0.98,,30842.0,,0.19,30000.0,6000.0,,,0.98,22500.0,1.01,10000.0,3200.0,11.93,0.1,,,0.94,0.94,38071756.0,1097834987.85,,1251.41,0.94,24.63,0.3194,48.87,0.013
2015-04-13,518080.0,14995581.31,0.29,0.93,0.27,17.14,0.0,4832346.92,384070.0,166952.0,11116725.05,,,3100.0,0.66,,,,0.21,20000.0,6500.0,,,0.66,3100.0,,25042.0,,12.77,,,,1.0,1.0,38054496.0,1101469442.75,,1265.57,1.0,28.15,0.3143,46.59,0.0135
2015-04-14,602960.0,17413109.29,0.34,1.08,0.31,19.98,0.0,6562318.64,408670.0,227232.0,11802135.09,,,24600.0,1.9,,3100.0,,,57180.0,,,,1.9,24600.0,0.1,,,13.6,,,,1.07,1.07,37909952.0,1094815804.08,,1259.41,1.07,31.6,0.2878,40.6,0.0157
2015-04-15,757120.0,21993405.09,0.42,1.36,0.39,25.11,0.0,8229284.28,506770.0,283292.0,14721045.41,,,24850.0,1.85,,,,,56060.0,,,,1.85,24850.0,,73250.0,,16.88,,,,1.32,1.32,37854200.0,1099617966.96,,1259.81,1.32,29.08,0.2615,36.32,0.0197
2015-04-16,850234.0,24461905.4,0.48,1.5,0.44,28.3,0.0,10573755.09,515659.0,367517.0,14835917.73,,,8999.0,1.81,,30105.0,,0.0,54120.0,110.0,,,1.81,8999.0,1.06,,,17.19,,,,1.34,1.34,37942140.0,1091625410.42,,1260.07,1.35,25.05,0.2308,31.14,0.0221
2015-04-17,860401.0,24291020.11,0.48,1.52,0.45,28.31,0.0,10662853.3,519769.0,377684.0,14674226.59,,,4110.0,0.63,,,,,20448.0,,,,0.63,4110.0,,,10281.0,17.06,0.34,,,1.35,1.35,38027668.0,1073605037.98,,1250.15,1.35,27.43,0.2302,30.47,0.0223
2015-04-20,1305974.0,37602268.0,0.73,2.27,0.68,42.96,0.0,24048827.88,495770.0,835246.0,14274462.13,,,,15.44,,,,0.79,467108.0,23999.0,,,15.44,,,,9546.0,16.27,0.37,,,1.29,1.29,37925392.0,1091967186.09,,1239.53,1.3,17.75,0.2644,43.29,0.034
2015-04-21,1849479.0,53901818.22,1.03,3.22,0.96,60.56,0.0,27113286.72,1714210.0,930311.0,49959494.44,,,54000.0,3.47,,,,,100000.0,,,,3.47,54000.0,,1164440.0,4935.0,56.29,0.36,,,4.45,4.45,36766280.0,1071528436.59,,1222.96,4.4,20.37,0.1659,28.24,0.0481
2015-04-22,5084934.0,147512306.72,2.84,8.94,2.64,169.18,1.0,73211090.49,3473670.0,2523678.0,100770054.14,,,76689.0,51.14,,109362.0,,0.03,1534110.0,915.0,,,51.14,76689.0,3.67,1683686.0,50105.0,115.92,1.7,,,9.01,9.01,35087512.0,1017877485.15,,1176.75,8.97,17.88,0.237,40.68,0.1319
2015-04-23,5986821.0,171829528.41,3.35,10.56,3.11,197.31,1.0,95138055.2,4237777.0,3314765.0,121629696.87,,,120000.0,22.2,,118085.0,,0.33,716802.0,9286.0,,,22.2,120000.0,3.94,653393.0,43800.0,139.8,1.44,,,11.01,11.01,34261600.0,983352361.91,,1138.8,10.93,14.97,0.1971,34.95,0.1555
2015-04-24,5219427.0,148988199.94,2.92,9.2,2.71,170.91,1.0,79788257.54,4377732.0,2795181.0,124962071.6,,,71508.0,10.54,,,,2.83,310416.0,84110.0,,,10.54,71508.0,,152557.0,830000.0,143.28,28.03,,,11.4,11.4,34010452.0,970826112.27,,1120.78,11.33,19.95,0.1631,23.49,0.136
2015-04-27,6276861.0,180181315.66,3.51,11.06,3.26,205.55,1.0,105020791.59,4449795.0,3658542.0,127734215.8,,,85000.0,32.34,,,,5.83,984677.0,175528.0,,,32.34,85000.0,,162591.0,121316.0,145.4,3.94,,,11.7,11.7,33580200.0,963941150.84,,1104.74,11.63,21.78,0.2006,32.79,0.1651
2015-04-28,9386082.0,265519800.27,5.25,16.66,4.87,307.78,2.0,157398456.98,5695351.0,5564010.0,161113919.52,,,32731.0,2.48,,1837200.0,,5.2,74826.0,158612.0,,,2.48,32731.0,61.07,1371437.0,6558.0,186.1,0.6,,,14.94,14.94,32422000.0,917175341.55,,1065.92,14.86,21.5,0.1457,22.09,0.2462
2015-04-29,11825536.0,328519217.8,6.62,20.85,6.14,383.03,2.0,177457954.35,7601898.0,6387862.0,211184472.71,,,732130.0,5.33,,694637.0,,1.82,186687.0,51993.0,,,5.33,732130.0,22.62,1226410.0,57472.0,244.51,1.99,,,19.75,19.75,30894178.0,858255489.73,,999.49,19.66,17.29,0.1144,17.36,0.3072
2015-04-30,13533000.0,377716792.89,7.57,23.82,7.02,433.89,2.0,205208540.33,9326452.0,7352300.0,260308692.71,,,409378.0,23.64,,241000.0,,8.52,723438.0,246319.0,,,23.64,409378.0,8.0,1561495.0,,296.41,,,,24.25,24.25,29129396.0,813024609.17,,932.18,24.13,15.27,0.1051,16.55,0.3519
2015-05-01,14349000.0,400492001.86,8.03,24.96,7.45,463.98,2.0,230774828.84,9326452.0,8268300.0,260308692.71,,,,27.59,,100000.0,,,819000.0,,,,27.59,,3.38,,3000.0,299.6,0.1,,,24.17,24.17,29252736.0,816467126.66,,940.34,24.16,14.48,0.0986,15.56,0.3719
2015-05-04,18488636.0,514506761.76,10.34,32.16,9.59,599.02,2.0,335345212.39,10385073.0,12050523.0,288998619.47,,,639182.0,125.24,,,,3.69,3860845.0,114941.0,,,125.24,639182.0,,534380.0,78622.0,334.54,2.5,,,27.65,27.65,27169556.0,756081750.77,,902.79,27.04,13.62,0.1311,26.33,0.4923
2015-05-05,24883454.0,678110154.05,13.92,43.96,12.91,799.48,3.0,427438308.67,15424264.0,15684976.0,420333529.15,,,1944588.0,124.96,,15000.0,,4.23,3890897.0,130421.0,,,124.96,1944588.0,0.45,3225024.0,271444.0,489.88,8.95,,,40.23,40.23,22918580.0,624564492.31,,724.66,40.33,17.63,0.1322,25.34,0.649
2015-05-06,26610296.0,728794944.61,14.89,46.46,13.81,810.26,3.0,470061868.54,16098001.0,17163244.0,440887307.2,,,499710.0,42.71,,,,11.9,1687007.0,354118.0,,,42.71,499710.0,,528145.0,208740.0,479.84,9.64,,,41.87,41.87,22346616.0,612022533.3,,670.27,41.72,16.18,0.1293,25.98,0.6922
2015-05-07,21569752.0,598975308.69,12.07,38.55,11.19,663.64,3.0,369362606.87,15559649.0,13301149.0,432079402.81,,,82400.0,1.34,,282421.0,,27.71,12485.0,929257.0,,,1.34,82400.0,8.5,308505.0,4157000.0,472.26,127.03,,,40.35,40.35,23003968.0,638802376.3,,697.13,40.39,13.92,0.1015,19.05,0.5593
2015-05-08,17283344.0,484655039.58,9.67,31.06,8.97,533.19,2.0,271171197.52,13322661.0,9670270.0,373590596.49,,,68859.0,2.78,,37000.0,,78.09,76671.0,2605696.0,,,2.78,68859.0,1.14,299849.0,3744550.0,409.0,117.1,,,34.63,34.63,25148576.0,705209830.73,,771.59,34.64,17.58,0.1207,23.56,0.4493
2015-05-11,13546210.0,379490145.59,7.58,24.4,7.03,422.82,2.0,170702700.42,11435429.0,6093372.0,320357695.34,,,,4.07,,,,57.89,126255.0,1896632.0,,,4.07,,,9400.0,3703153.0,354.17,112.14,,,29.74,29.74,27009740.0,756664053.27,,834.63,29.79,11.57,0.1067,22.26,0.3524
2015-05-12,11529814.0,321168985.43,6.45,21.02,5.98,357.17,2.0,144602024.95,9692935.0,5191144.0,270001762.37,,,45729.0,3.89,,,,56.34,124473.0,1807859.0,,,3.89,45729.0,,19636.0,1026701.0,297.85,33.49,,,25.29,25.29,28633072.0,797589161.81,,881.2,25.26,13.72,0.1076,21.33,0.3008
2015-05-13,8702961.0,244125226.09,4.87,16.15,4.52,267.78,1.0,113562890.83,6806638.0,4048469.0,190931803.63,,,6577.0,2.39,,,,89.77,80887.0,2893874.0,,,2.39,6577.0,,1000.0,1223562.0,207.19,38.22,,,17.79,17.79,31457370.0,882405145.04,,964.24,17.69,18.06,0.1222,19.87,0.2274
2015-05-14,8913702.0,252101430.7,5.47,16.69,4.64,276.67,1.0,114505871.27,6596639.0,4048653.0,186569186.38,,,,3.55,,,,6.56,108168.0,216537.0,,,3.55,,,6538.0,107984.0,202.89,3.0,,,17.22,17.22,31707824.0,896775301.09,,979.84,17.15,17.05,0.1242,17.59,0.2327
2015-05-15,6537122.0,184974972.15,4.01,12.39,3.41,203.75,1.0,87520843.72,4734427.0,3093037.0,133965757.79,,,8200.0,1.46,,,,57.54,40462.0,1870412.0,,,1.46,8200.0,,,996078.0,146.49,31.68,,,12.3,12.3,33767828.0,955497395.34,,1049.95,12.24,14.32,0.1404,24.31,0.1698
2015-05-18,6271099.0,177703907.02,3.85,12.28,3.27,197.72,1.0,88855453.13,4652752.0,3135673.0,131844866.24,,,48047.0,1.54,,,,3.73,42647.0,130400.0,,,1.54,48047.0,,678.0,11.0,146.19,0.0,,,12.46,12.46,32682284.0,926116707.33,,1021.32,12.52,15.57,0.1476,25.1,0.168
2015-05-19,5310732.0,153601612.3,3.26,10.64,2.77,167.76,1.0,78501355.23,3205003.0,2714162.0,92697885.76,,,2295.0,1.6,,,,46.07,50889.0,1466257.0,,,1.6,2295.0,,16213.0,472400.0,101.41,15.31,,,8.36,8.36,35153356.0,1016735952.68,,1107.39,8.39,19.33,0.1818,29.86,0.1385
2015-05-20,3059937.0,88238099.58,1.88,6.14,1.59,98.07,1.0,57661324.9,1637780.0,1999590.0,47227964.08,,,,1.03,,,,50.04,16428.0,1578223.0,,,1.03,,,11000.0,731000.0,52.12,22.29,,,4.27,4.27,36719260.0,1058857656.3,,1169.04,4.27,29.47,0.2421,35.63,0.0798
2015-05-21,2506151.0,72007006.37,1.54,5.07,1.31,80.73,1.0,43652407.5,1869294.0,1519290.0,53708760.95,,,129474.0,0.88,,325000.0,,,30700.0,,,,0.88,129474.0,10.89,102040.0,836000.0,59.27,26.62,,,4.86,4.86,36585696.0,1051184244.23,,1160.1,4.86,15.69,0.2693,46.32,0.0652
2015-05-22,2628027.0,75246163.36,1.61,5.34,1.37,84.45,1.0,50126772.54,2271238.0,1750714.0,65030513.61,,,,0.67,,293899.0,,2.23,21472.0,69766.0,,,0.67,,9.3,471710.0,83947.0,72.08,2.79,,,5.9,5.9,36232144.0,1037405561.82,,1148.62,5.9,14.72,0.2526,43.99,0.0683
2015-05-25,2509987.0,72219823.91,1.54,5.11,1.31,80.68,1.0,49360203.47,2164070.0,1715505.0,62266758.49,,,20885.0,,,,,4.16,,130670.0,,,,20885.0,,2617.0,35209.0,68.55,1.24,,,5.62,5.62,36342416.0,1045679871.68,,1148.38,5.63,15.55,0.2736,45.77,0.0652
2015-05-26,2805991.0,80711254.12,1.72,5.88,1.46,90.35,1.0,57955871.25,2154120.0,2014882.0,61960899.63,,,30623.0,9.58,,,,1.34,299377.0,40573.0,,,9.58,30623.0,,,,68.63,,,,5.6,5.6,36323308.0,1044800123.2,,1155.02,5.61,22.64,0.2566,41.07,0.0729
2015-05-27,3121035.0,90708729.26,1.91,6.53,1.63,100.21,1.0,69554098.13,1716883.0,2393163.0,49898919.82,,,,11.9,,,,14.03,378281.0,437237.0,,,11.9,,,,,54.47,,,,4.46,4.46,36750084.0,1068092289.9,,1166.0,4.46,32.76,0.2613,35.48,0.0811
2015-05-28,2735594.0,79009406.84,1.68,5.72,1.42,88.45,1.0,57915905.34,1720038.0,2005260.0,49678125.52,,,7105.0,,,,,8.05,,255917.0,,,,7105.0,,251967.0,387903.0,54.78,11.83,,,4.47,4.47,36795920.0,1062739504.9,,1172.81,4.46,23.1,0.2541,40.47,0.071
2015-05-29,2632553.0,74610516.58,1.61,5.62,1.37,84.28,1.0,53797223.13,1659237.0,1898178.0,47025275.35,,,4041.0,,,,,2.07,,64842.0,,,,4041.0,,,107082.0,52.35,3.98,,,4.32,4.32,36758868.0,1041801677.05,,1161.26,4.31,22.81,0.2536,40.5,0.0685
2015-06-01,2705038.0,76566562.37,1.66,5.68,1.41,85.35,1.0,51227377.28,1820076.0,1809824.0,51517561.89,,,,0.0,,,,1.3,2018.0,41061.0,,,0.0,,,201900.0,90372.0,56.79,3.16,,,4.77,4.77,36337612.0,1028542310.88,,1134.23,4.77,27.15,0.2508,37.6,0.0709
2015-06-02,2723851.0,76715551.65,1.67,5.84,1.42,85.32,1.0,56032369.44,1813938.0,1989477.0,51088423.82,,,329.0,6.27,,,,1.49,201900.0,47527.0,,,6.27,329.0,,41060.0,22247.0,56.11,0.9,,,4.7,4.7,36742216.0,1034821423.46,,1135.43,4.71,27.12,0.2533,38.07,0.0706
2015-06-03,2723521.0,76743367.35,1.67,5.91,1.42,84.02,1.0,56205157.75,1749929.0,1994647.0,49309494.61,,,,1.44,,,,2.0,43450.0,64009.0,,,1.44,,,,38280.0,54.07,1.26,,,4.55,4.55,36676300.0,1033464681.88,,1132.69,4.56,27.43,0.2449,37.04,0.0709
2015-06-04,2687508.0,75850657.27,1.65,5.85,1.4,83.17,1.0,56422137.24,1537342.0,1999125.0,43389043.36,,,3300.0,0.23,,,,6.68,4478.0,215887.0,,,0.23,3300.0,,,,47.77,,,,4.0,4.0,36860928.0,1040341318.61,,1144.83,4.01,27.27,0.2446,37.14,0.07
2015-06-05,2471828.0,69370492.29,1.52,5.34,1.29,76.65,1.0,50051402.29,1483936.0,1783445.0,41645847.06,,,,,,3300.0,,0.89,,53406.0,,,,,0.1,,218980.0,46.96,6.63,,,3.86,3.86,36924644.0,1036269810.03,,1149.95,3.92,22.18,0.2419,39.34,0.0644
2015-06-08,2376366.0,66583471.45,1.46,5.1,1.24,72.85,1.0,49456082.54,1406830.0,1765089.0,39418012.69,,,31894.0,,,,,3.37,,109000.0,,,,31894.0,,,18356.0,43.92,0.91,,,3.66,3.66,37001280.0,1036739993.09,,1135.76,3.72,22.63,0.2434,39.23,0.0619
2015-06-09,2316102.0,65252596.35,1.42,4.98,1.21,71.05,1.0,47824158.77,1415016.0,1697490.0,39865890.14,,,7335.0,,,,,,,,,,,7335.0,,851.0,67599.0,43.62,2.14,,,3.69,3.69,36921384.0,1040202964.64,,1137.55,3.69,23.27,0.2495,39.34,0.0604
2015-06-10,2353165.0,66296789.13,1.44,5.08,1.23,72.47,1.0,48851250.26,1240281.0,1733946.0,34943001.41,,,607.0,1.24,,,,6.37,36456.0,206642.0,,,1.24,607.0,,31300.0,,38.35,,,,3.22,3.22,37252648.0,1049535816.16,,1152.63,3.22,22.91,0.2546,40.39,0.0611
2015-06-11,2202899.0,64354505.18,1.35,4.65,1.15,68.43,1.0,44937805.27,1302201.0,1538252.0,38041917.03,,,59303.0,2.42,,,,,75822.0,,,,2.42,59303.0,,2617.0,271516.0,40.93,8.37,,,3.38,3.38,37267440.0,1088714308.0,,1166.87,3.39,14.92,0.29,47.88,0.0571
2015-06-12,2142675.0,62264265.89,1.31,4.33,1.12,68.12,1.0,44237610.54,1257004.0,1522331.0,36527439.43,,,,,,,,1.05,,45197.0,,,,,,,15921.0,40.27,0.0,,,3.26,3.26,37319236.0,1084464434.9,,1197.29,3.25,14.67,0.2912,48.07,0.0555
2015-06-15,2098372.0,59547267.48,1.29,4.33,1.09,66.12,1.0,41943243.93,1257004.0,1478028.0,35671059.95,,,,,,,,,,,,,,,,,44303.0,39.83,1.57,,,3.25,3.25,37367776.0,1060416814.78,,1188.0,3.24,14.75,0.2836,47.03,0.0543
2015-06-16,1886980.0,53625553.27,1.16,3.88,0.98,59.91,1.0,38043740.47,1086672.0,1338686.0,30881825.57,,,,,,,,5.84,,175332.0,,,,,,5000.0,139342.0,34.01,3.57,,,2.82,2.82,37510488.0,1065999995.93,,1172.43,2.82,16.16,0.2545,42.5,0.0489
2015-06-17,1887721.0,52892112.29,1.16,3.97,0.98,58.03,1.0,37802351.33,1087413.0,1349167.0,30468258.02,,,,0.3,,,,0.3,10481.0,9740.0,,,0.3,,,10481.0,,33.64,,,,2.82,2.82,37514492.0,1051119695.78,,1165.84,2.8,16.3,0.2654,44.39,0.0489
2015-06-18,1815039.0,50896851.81,1.11,3.94,0.95,55.46,0.0,38540651.64,1049939.0,1374403.0,29442116.5,,,116656.0,0.67,,,,4.9,28536.0,156389.0,,,0.67,116656.0,,2259.0,3300.0,32.31,0.1,,,2.72,2.72,37549568.0,1052955224.71,,1155.0,2.72,16.36,0.2715,45.21,0.047
2015-06-19,1818248.0,51341945.31,1.12,3.96,0.95,56.67,0.0,38899688.03,990773.0,1377612.0,27976498.9,,,742.0,7.08,,,,5.76,229025.0,188878.0,,,7.08,742.0,,128970.0,225816.0,30.72,5.98,,,2.57,2.57,37600388.0,1061723738.58,,1163.84,2.57,25.47,0.2934,44.26,0.0471
2015-06-22,1529814.0,43906146.3,0.94,2.95,0.8,48.27,0.0,30125517.03,961185.0,1049658.0,27586313.91,,,34298.0,,,,,2.02,,63886.0,,,,34298.0,,,327954.0,30.13,9.89,,,2.5,2.5,37558852.0,1077950947.57,,1169.67,2.51,19.63,0.3152,49.33,0.0397
2015-06-23,1707090.0,49560025.19,1.05,3.18,0.89,54.75,0.0,35356615.34,1044400.0,1217855.0,30320891.29,,,13029.0,5.2,,18400.0,,0.13,149797.0,4307.0,,,5.2,13029.0,0.58,74493.0,,33.39,,,,2.74,2.74,37127876.0,1077891891.89,,1179.28,2.75,17.37,0.3398,53.17,0.0447
2015-06-24,1754870.0,50716024.94,1.08,3.24,0.91,56.4,0.0,37039457.41,1099196.0,1281635.0,31766941.0,,,24568.0,,,71796.0,,0.54,,17382.0,,,,24568.0,2.29,47610.0,8016.0,34.96,0.35,,,2.88,2.88,37057520.0,1070968281.66,,1182.06,2.87,16.73,0.3159,51.05,0.046
2015-06-25,1815060.0,53115032.45,1.11,3.27,0.95,58.35,0.0,39266513.73,1140743.0,1341825.0,33382147.95,,,,1.86,,43.0,,,60147.0,,,,1.86,,0.0,41547.0,,36.41,,,,3.01,3.01,36812192.0,1077254070.22,,1173.69,3.01,16.36,0.3284,52.56,0.0478
2015-06-26,1478677.0,43580220.74,0.91,2.62,0.77,48.17,0.0,37771880.47,864585.0,1281600.0,25481430.46,,,11213.0,0.26,,,,9.23,7973.0,287371.0,,,0.26,11213.0,,,68198.0,27.89,1.8,,,2.28,2.28,37021520.0,1091114566.49,,1194.96,2.28,16.08,0.4081,60.73,0.039
2015-06-29,1502099.0,43526883.15,0.92,2.64,0.78,48.99,0.0,37816109.39,870407.0,1305022.0,25222108.38,,,5822.0,0.81,,,,,23422.0,,,,0.81,5822.0,,,,27.96,,,,2.3,2.3,36973744.0,1071401974.65,,1190.96,2.29,15.92,0.4155,61.43,0.0397
2015-06-30,1717621.0,49374279.45,1.05,2.96,0.89,55.47,0.0,41763730.92,910694.0,1452867.0,26178569.11,,,151204.0,4.71,,,,4.18,152545.0,129712.0,,,4.71,151204.0,,18795.0,4700.0,29.07,0.15,,,2.4,2.4,37097096.0,1066383320.11,,1181.31,2.4,13.73,0.4236,62.75,0.0452
2015-07-01,1527119.0,44564018.56,0.94,2.6,0.8,49.12,0.0,37250953.03,940385.0,1276515.0,27442088.4,,6966.0,13725.0,,0.22,52673.0,,0.35,,11000.0,,6966.0,,13725.0,1.67,20000.0,229025.0,29.99,7.31,,,2.48,2.48,36986464.0,1079330077.1,,1177.78,2.48,7.11,0.5065,70.14,0.0403
2015-07-02,1576915.0,46239181.71,0.97,2.65,0.82,51.08,0.0,38407243.73,974739.0,1309819.0,28581840.96,,,,1.35,,,,,34354.0,,,,1.35,,,34354.0,1050.0,31.34,0.02,,,2.57,2.57,36955412.0,1083627215.66,,1189.04,2.57,6.81,0.5206,71.21,0.0416
2015-07-03,1592244.0,46500639.74,0.98,2.7,0.83,52.23,0.0,38700243.02,994382.0,1325148.0,29040397.79,,,,1.35,,,,0.21,22073.0,6744.0,,,1.35,,,26387.0,6744.0,32.06,0.2,,,2.62,2.62,36924584.0,1078362850.18,,1190.85,2.62,6.63,0.5349,72.28,0.042
