,RIO FP Equity_DX_SI_QTY,RIO FP Equity_DX_SHORT_INTEREST_VALUE,RIO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RIO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RIO FP Equity_DX_SI_MV,RIO FP Equity_DX_DSS,RIO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RIO FP Equity_DX_SUPPLY_SI_QTY,RIO FP Equity_DX_BROKER_SI_QTY,RIO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RIO FP Equity_DX_BROKER_SI_MV_NEW_x,RIO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RIO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RIO FP Equity_DX_BROKER_SI_MV_INC_x,RIO FP Equity_DX_SUPPLY_SI_MV_NEW,RIO FP Equity_DX_BROKER_SI_QTY_ADD,RIO FP Equity_DX_BROKER_SI_QTY_NEW,RIO FP Equity_DX_SUPPLY_SI_MV_DEC,RIO FP Equity_DX_BROKER_SI_QTY_INC,RIO FP Equity_DX_SUPPLY_SI_QTY_DEC,RIO FP Equity_DX_BROKER_SI_MV_NEW_y,RIO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RIO FP Equity_DX_BROKER_SI_MV_INC_y,RIO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RIO FP Equity_DX_BROKER_SI_MV_ADD,RIO FP Equity_DX_SUPPLY_SI_QTY_ADD,RIO FP Equity_DX_BROKER_SI_QTY_DEC,RIO FP Equity_DX_SUPPLY_SI_MV,RIO FP Equity_DX_BROKER_SI_MV_DEC,RIO FP Equity_DX_SUPPLY_SI_MV_RMV,RIO FP Equity_DX_BROKER_SI_MV_RMV,RIO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RIO FP Equity_DX_UTILIZATION_QUANTITY,RIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RIO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RIO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RIO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RIO FP Equity_DX_ACTIVE_UTILIZATION_MV,RIO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RIO FP Equity_DX_BROKER_SI_CON_RATIO,RIO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RIO FP Equity_DX_DEMAND_SUPPLY_RATIO
2011-09-28,3862.0,81102.0,0.04,0.02,0.08,,81102.0,0.0,3862.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.99,0.5579,67.01,0.0682
2011-09-29,1250.0,25437.5,0.01,0.01,0.03,,25437.5,0.0,1250.0,0.0,,,,,,,,,,,,,,,,,2612.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0221
2011-09-30,1250.0,25162.5,0.01,0.01,0.03,,25162.5,0.0,1250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0221
2011-10-03,1250.0,24425.0,0.01,0.01,0.03,,24425.0,0.0,1250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0221
2011-10-04,1250.0,23912.5,0.01,0.01,0.03,,23912.5,0.0,1250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0221
2011-10-05,1250.0,24512.5,0.01,0.01,0.02,,24512.5,0.0,1250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0221
2011-10-06,3200.0,65792.0,0.03,0.02,0.06,,65792.0,0.0,3200.0,0.0,,,,,,1950.0,,,,,,,,,0.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.75,0.44,52.54,0.0565
2011-10-07,3200.0,66688.0,0.03,0.02,0.06,,66688.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.74,0.4361,51.37,0.0565
2011-10-10,3200.0,66880.0,0.03,0.02,0.07,,66880.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.81,0.4409,52.6,0.0565
2011-10-11,2950.0,62776.0,0.03,0.02,0.06,,62776.0,0.0,2950.0,0.0,,,,,,,,,,,,,,,,,250.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.02,0.5098,56.98,0.0521
2011-10-12,12950.0,282828.0,0.11,0.07,0.28,,282828.0,0.0,12950.0,0.0,,,,,,10000.0,,,,,,,,,0.22,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.85,0.6255,77.43,0.2286
2011-10-13,12950.0,274281.0,0.1,0.07,0.28,,274281.0,0.0,12950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.91,0.6182,76.89,0.2286
2011-10-14,12950.0,278295.5,0.1,0.07,0.28,,278295.5,0.0,12950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.8,0.6248,77.38,0.2286
2011-10-17,12950.0,277518.5,0.1,0.07,0.28,,277518.5,0.0,12950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.14,0.6189,76.93,0.2286
2011-10-18,12950.0,274022.0,0.1,0.07,0.28,,274022.0,0.0,12950.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.19,0.6172,76.8,0.2286
2011-10-19,134267.0,2898824.53,1.04,0.73,2.84,,2898824.53,0.0,134267.0,0.0,,,,0.03,,120117.0,,,1200.0,,,,0.03,,2.54,,,0.0,,,,0.0,0.0,56648.0,1223030.32,,1.2,0.0,7.59,0.8022,89.22,2.3702
2011-10-20,134267.0,2787382.92,1.05,0.73,2.91,,2787382.92,0.0,134267.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,56648.0,1176012.48,,1.23,0.0,7.18,0.8091,89.63,2.3702
2011-10-21,134150.0,2868127.0,1.07,0.73,2.8,,2868127.0,0.0,134150.0,0.0,,,,,,,,,,,,,,,,,117.0,0.0,0.0,,,0.0,0.0,56648.0,1211134.24,,1.21,0.0,7.65,0.8018,89.19,2.3681
2011-10-24,135150.0,2974651.5,1.09,0.74,2.82,,2974651.5,0.0,135150.0,0.0,,,,0.02,,,,,1000.0,,,,0.02,,,,,0.0,,,,0.0,0.0,56648.0,1246822.48,,1.21,0.0,7.8,0.7861,88.27,2.3858
2011-10-25,135150.0,2925997.5,1.09,0.73,2.82,,2925997.5,0.0,135150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,56648.0,1226429.2,,1.24,0.0,7.67,0.7861,88.28,2.3858
2011-10-26,55150.0,1211645.5,0.5,0.3,1.22,,1211645.5,0.0,55150.0,0.0,,,,0.89,,,,,40000.0,,,,0.89,,,,120000.0,0.0,2.51,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.23,0.8276,90.71,0.9736
2011-10-27,55150.0,1264038.0,0.54,0.3,1.26,,1264038.0,0.0,55150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.08,0.8318,90.95,0.9736
2011-10-28,55150.0,1304849.0,0.55,0.3,1.3,,1304849.0,0.0,55150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.14,0.8303,90.86,0.9736
2011-10-31,55150.0,1296025.0,0.56,0.3,1.29,,1296025.0,0.0,55150.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.21,0.8273,90.69,0.9736
2011-11-01,83924.0,1892486.2,0.85,0.46,1.92,,1892486.2,0.0,83924.0,0.0,,,,0.01,,28174.0,,,600.0,,,,0.01,,0.66,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.51,0.4404,58.56,1.4815
2011-11-02,83924.0,1948715.28,0.8,0.46,1.93,,1948715.28,0.0,83924.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.26,0.4527,60.25,1.4815
2011-11-03,81050.0,1869013.0,0.75,0.44,1.88,,1869013.0,0.0,81050.0,0.0,,,,,,,,,,,,,,,,,2874.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.99,0.4778,61.54,1.4308
2011-11-04,80000.0,1835200.0,0.79,0.43,1.85,,1835200.0,0.0,80000.0,0.0,,,,,,,,,,,,,,,,,1050.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.23,0.4909,62.55,1.4506
2011-11-07,56000.0,1304240.0,0.56,0.31,1.29,,1304240.0,0.0,56000.0,0.0,,,,0.59,,,,,26000.0,,,,0.59,,,,50000.0,0.0,1.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.92,0.8338,91.07,1.0154
2011-11-08,54500.0,1267125.0,0.56,0.3,1.27,,1267125.0,0.0,54500.0,0.0,,,,,,,,,,,,,,,,,1500.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.27,0.8781,93.6,0.9883
2011-11-09,54300.0,1246185.0,0.56,0.3,1.26,,1246185.0,0.0,54300.0,0.0,,,,,,300.0,,,,,,,,,0.01,,500.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.15,0.8834,93.9,0.9846
2011-11-10,54300.0,1244013.0,0.61,0.3,1.25,,1244013.0,0.0,54300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.13,0.8837,93.92,0.9846
2011-11-11,54300.0,1263561.0,0.62,0.3,1.24,,1263561.0,0.0,54300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.1,0.8843,93.95,0.9846
2011-11-14,39458.0,913847.28,0.45,0.22,0.92,,913847.28,0.0,39458.0,0.0,,,,,,,,,,,,,,,,,14842.0,0.0,0.34,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.29,0.843,91.65,0.7155
2011-11-15,39458.0,909506.9,0.45,0.22,0.91,,909506.9,0.0,39458.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.29,0.8431,91.66,0.7155
2011-11-16,34068.0,791740.32,0.4,0.19,0.78,,791740.32,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,5390.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.01,0.8353,91.18,0.6178
2011-11-17,34068.0,786970.8,0.4,0.19,0.79,,786970.8,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.8355,91.19,0.6178
2011-11-18,34068.0,763123.2,0.43,0.19,0.79,,763123.2,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.9,0.8371,91.28,0.6178
2011-11-21,34068.0,735187.44,0.47,0.19,0.76,,735187.44,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.99,0.8356,91.19,0.6178
2011-11-22,34068.0,729055.2,0.46,0.19,0.76,,729055.2,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.88,0.8398,91.44,0.6178
2011-11-23,34068.0,716109.36,0.45,0.19,0.76,,716109.36,0.0,34068.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,4.82,0.8413,91.52,0.6178
2011-11-24,13298.0,275667.54,0.2,0.07,0.28,,275667.54,0.0,13298.0,0.0,,,,,,300.0,,,,,,,,,0.01,,21070.0,0.0,0.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.04,0.589,74.97,0.2429
2011-11-25,13298.0,276997.34,0.2,0.07,0.28,,276997.34,0.0,13298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.89,0.5906,75.1,0.2429
2011-11-28,13298.0,285907.0,0.21,0.07,0.28,,285907.0,0.0,13298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.8,0.5916,75.18,0.2429
2011-11-29,13298.0,287369.78,0.18,0.07,0.29,,287369.78,0.0,13298.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.78,0.5916,75.18,0.2429
2011-11-30,13109.0,294952.5,0.18,0.07,0.28,,294952.5,0.0,13109.0,0.0,,,,,,,,,,,,,,,,,189.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.88,0.6088,76.3,0.2394
2011-12-01,3267.0,74422.26,0.03,0.02,0.07,,74422.26,0.0,3267.0,0.0,,,,,,,,,,,,,,,,,9842.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.07,0.4346,51.7,0.0597
2011-12-02,3267.0,75173.67,0.03,0.02,0.07,,75173.67,0.0,3267.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.37,0.4343,51.44,0.0597
2011-12-05,3000.0,70080.0,0.03,0.02,0.07,,70080.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,267.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.22,0.5067,55.78,0.0548
2011-12-06,3000.0,69270.0,0.03,0.02,0.07,,69270.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.35,0.5088,56.65,0.0548
2011-12-07,3000.0,70110.0,0.03,0.02,0.07,,70110.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.89,0.5101,57.11,0.0548
2011-12-08,3300.0,74481.0,0.04,0.02,0.08,,74481.0,0.0,3300.0,0.0,,,,,,300.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.24,0.4285,51.59,0.0603
2011-12-09,2000.0,45740.0,0.02,0.01,0.05,,45740.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,1300.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.01,0.7448,84.99,0.0365
2011-12-12,1700.0,37825.0,0.02,0.01,0.04,,37825.0,0.0,1700.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.01,,,0.0,0.0,54748.0,1218143.0,,1.25,0.0,,1.0,100.0,0.0311
2011-12-13,10049.0,227006.91,0.12,0.06,0.22,,227006.91,0.0,10049.0,0.0,,,,,,8349.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.98,0.718,83.02,0.1836
2011-12-14,10288.0,227261.92,0.13,0.06,0.23,,227261.92,0.0,10288.0,0.0,,,,0.0,,,,,239.0,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.59,0.7233,83.41,0.1879
2011-12-15,90120.0,2009676.0,1.18,0.51,2.0,,1563676.0,20000.0,70120.0,446000.0,,,,,,61000.0,,,,,,,,,1.36,20000.0,1168.0,0.44,0.03,,,100.0,36.53,0.0,0.0,,0.0,100.0,39.98,0.3934,47.11,1.6461
2011-12-16,91274.0,2018068.14,1.2,0.51,2.03,,1575868.14,20000.0,71274.0,442200.0,,,,0.03,,,,,1154.0,,,,0.03,,,,,0.45,,,,100.0,35.34,0.0,0.0,,0.0,100.0,39.48,0.3837,46.13,1.6127
2011-12-19,91720.0,2006833.6,1.2,0.51,2.02,,1569233.6,20000.0,71720.0,437600.0,,,,0.01,,,,,446.0,,,,0.01,,,,,0.44,,,,100.0,35.34,0.0,0.0,,0.0,100.0,39.42,0.3797,45.59,1.6206
2011-12-20,91720.0,2035266.8,1.2,0.51,2.03,,1591466.8,20000.0,71720.0,443800.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,36.01,0.0,0.0,,0.0,100.0,39.05,0.3807,46.03,1.6515
2011-12-21,91720.0,2016922.8,1.15,0.51,2.03,,1577122.8,20000.0,71720.0,439800.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,36.01,0.0,0.0,,0.0,100.0,39.19,0.3797,45.77,1.6515
2011-12-22,82864.0,1859468.16,1.02,0.46,1.84,,1410668.16,20000.0,62864.0,448800.0,,,,,,,,,,,,,,,,,8856.0,0.44,0.2,,,100.0,36.01,0.0,0.0,,0.0,100.0,44.28,0.4753,52.77,1.492
2011-12-23,82864.0,1866925.92,0.99,0.46,1.85,,1416325.92,20000.0,62864.0,450600.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,36.01,0.0,0.0,,0.0,100.0,44.17,0.4752,52.85,1.492
2011-12-26,82864.0,1866925.92,0.98,0.46,1.86,,1416325.92,20000.0,62864.0,450600.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,36.01,0.0,0.0,,0.0,100.0,44.54,0.4747,52.5,1.492
2011-12-27,67700.0,1527312.0,0.8,0.38,1.53,,1076112.0,20000.0,47700.0,451200.0,,,,,,,,,,,,,,,,,15164.0,0.45,0.34,,,100.0,36.01,0.0,0.0,,0.0,100.0,27.25,0.5541,69.18,1.219
2011-12-28,67700.0,1499555.0,0.8,0.38,1.51,,1056555.0,20000.0,47700.0,443000.0,,,,,,,,,,,,,,,,,,0.45,,,,100.0,36.01,0.0,0.0,,0.0,100.0,27.6,0.5507,68.79,1.219
2011-12-29,18845.0,419489.7,0.22,0.11,0.42,,419489.7,0.0,18845.0,0.0,,,,,,1500.0,,0.45,,20000.0,,,,,0.03,,30355.0,0.0,0.67,,,0.0,0.0,0.0,0.0,,0.0,0.0,13.93,0.5147,69.38,0.3393
2011-12-30,78490.0,1755036.4,0.92,0.44,1.73,,1755036.4,0.0,78490.0,0.0,,,,,,70000.0,,,,,,,,,1.54,,10355.0,0.0,0.23,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.41,0.7965,89.07,1.4132
2012-01-02,180490.0,4066439.7,2.1,1.01,4.03,,4021379.7,2000.0,178490.0,45060.0,,,,2.26,,,,,100000.0,,,,2.26,,,2000.0,,0.05,,,,100.0,3.48,0.0,0.0,,0.0,100.0,1.49,0.9077,95.24,3.1368
2012-01-03,175200.0,4097928.0,2.03,0.98,3.95,,4051148.0,2000.0,173200.0,46780.0,,,,,,,,,,,,,,,,,5290.0,0.05,0.12,,,100.0,3.48,0.0,0.0,,0.0,100.0,0.97,0.964,98.18,3.0449
2012-01-04,155500.0,3691570.0,1.78,0.87,3.64,,3644090.0,2000.0,153500.0,47480.0,,,,,,35300.0,,,,,,,,,0.84,,55000.0,0.05,1.17,,,100.0,3.48,0.0,0.0,,0.0,100.0,23.28,0.613,74.74,2.7025
2012-01-05,179000.0,4208290.0,2.13,1.0,4.28,,4161270.0,2000.0,177000.0,47020.0,,,,,,25000.0,,,,,,,,,0.6,,1500.0,0.05,0.03,,,100.0,3.48,0.0,0.0,,0.0,100.0,19.81,0.4826,65.05,3.1109
2012-01-06,200600.0,4754220.0,2.41,1.12,4.73,,4706820.0,2000.0,198600.0,47400.0,,,,0.59,,,,,25000.0,,,,0.59,,,,3400.0,0.05,0.15,,,100.0,3.48,0.0,0.0,,0.0,100.0,30.51,0.4226,55.98,3.4863
2012-01-09,194800.0,4626500.0,2.24,1.09,4.61,,4579000.0,2000.0,192800.0,47500.0,,,,,,,,,,,,,,,,,5800.0,0.05,0.13,,,100.0,3.44,0.0,0.0,,0.0,100.0,31.44,0.4241,55.52,3.3483
2012-01-10,194800.0,4807664.0,2.22,1.09,4.66,,4758304.0,2000.0,192800.0,49360.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,3.44,0.0,0.0,,0.0,100.0,32.27,0.4216,54.85,3.3483
2012-01-11,187100.0,4640080.0,2.54,1.04,4.63,,4640080.0,0.0,187100.0,0.0,,,,,,,,0.05,,2000.0,,,,,,,5700.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.31,0.4171,54.29,3.3304
2012-01-12,187100.0,4655048.0,2.46,1.04,4.64,,4655048.0,0.0,187100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.3,0.4176,54.35,3.3304
2012-01-13,187100.0,4634467.0,3.27,1.04,4.67,,4634467.0,0.0,187100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,32.48,0.4173,54.24,3.3304
2012-01-16,101800.0,2562306.0,1.77,0.57,2.53,,2562306.0,0.0,101800.0,0.0,,,,,,,,,,,,,,,,,85300.0,0.0,2.14,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.8121
2012-01-17,91627.0,2320911.91,1.59,0.51,2.31,,2320911.91,0.0,91627.0,0.0,,,,,,,,,,,,,,,,,10173.0,0.0,0.21,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6195
2012-01-18,91627.0,2343818.66,1.59,0.51,2.31,,2343818.66,0.0,91627.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.6195
2012-01-19,54025.0,1400868.25,0.9,0.3,1.39,,1400868.25,0.0,54025.0,0.0,,,,,,,,,,,,,,,,,37602.0,0.0,0.91,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9549
2012-01-20,7500.0,193875.0,0.12,0.04,0.19,,193875.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,,,46525.0,0.0,1.19,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1326
2012-01-23,35134.0,915943.38,0.56,0.19,0.91,,524893.38,15000.0,20134.0,391050.0,,,,,,15000.0,,,,,,,,,0.39,15000.0,2366.0,0.39,0.06,,,39.19,26.51,23273.0,606727.11,,0.6,39.19,25.4,0.6211,74.6,0.621
2012-01-24,136134.0,3525870.6,2.21,0.74,3.54,,3137370.6,15000.0,121134.0,388500.0,,,,0.44,,84000.0,,,17000.0,,,,0.44,,2.18,,,0.39,,,,39.19,26.51,23273.0,602770.7,,0.61,39.19,26.35,0.5528,69.4,2.4061
2012-01-25,136134.0,3543568.02,2.11,0.74,3.54,,3153118.02,15000.0,121134.0,390450.0,,,,,,,,,,,,,,,,,,0.39,,,,39.19,26.51,23273.0,605796.19,,0.61,39.19,26.56,0.5512,69.2,2.4061
2012-01-26,187134.0,4959051.0,2.71,1.01,4.85,,4561551.0,15000.0,172134.0,397500.0,,,,,,135000.0,,,,,,,,,3.48,,84000.0,0.39,2.16,,,39.19,26.51,23273.0,616734.5,,0.6,39.19,18.94,0.6464,78.08,3.3075
2012-01-27,191134.0,4988597.4,2.65,1.02,4.99,,4544897.4,17000.0,174134.0,443700.0,,,2000.0,0.05,,,,,2000.0,,,,0.05,2000.0,,,,0.45,,,,100.0,24.92,0.0,0.0,,0.0,100.0,19.63,0.6379,77.36,2.802
2012-01-30,191134.0,4938902.56,2.61,1.02,4.95,,4499622.56,17000.0,174134.0,439280.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,24.92,0.0,0.0,,0.0,100.0,19.48,0.6402,77.54,2.802
2012-01-31,176134.0,4586529.36,2.25,0.93,4.57,,4143849.36,17000.0,159134.0,442680.0,,,,,,,,,,,,,,,,,15000.0,0.44,0.39,,,100.0,24.92,0.0,0.0,,0.0,100.0,12.0,0.7343,84.79,2.5821
2012-02-01,176134.0,4688687.08,2.23,0.92,4.57,,4236147.08,17000.0,159134.0,452540.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,24.92,0.0,0.0,,0.0,100.0,12.23,0.7307,84.54,2.5821
2012-02-02,170034.0,4594318.68,2.2,0.89,4.59,,4299800.68,10900.0,159134.0,294518.0,,,,,,,,0.15,,6100.0,,,,,,,,0.29,,,,30.36,15.98,25008.0,675716.16,,0.67,30.36,11.95,0.7357,84.87,2.4927
2012-02-03,153034.0,4214556.36,1.88,0.79,4.21,,4214556.36,0.0,153034.0,0.0,,,,,,,,0.29,,10900.0,,,,,,,6100.0,0.0,0.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.43,0.7874,88.27,2.2434
2012-02-06,140134.0,3859290.36,1.66,0.72,3.86,,3859290.36,0.0,140134.0,0.0,,,,,,,,,,,,,,,,,12900.0,0.0,0.36,,,0.0,0.0,0.0,0.0,,0.0,0.0,3.66,0.9294,96.34,2.0543
2012-02-07,6246.0,169953.66,0.07,0.03,0.17,,169953.66,0.0,6246.0,0.0,,,,0.03,,,,,1112.0,,,,0.03,,,,135000.0,0.0,3.68,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0354
2012-02-08,30246.0,831160.08,0.3,0.16,0.83,,831160.08,0.0,30246.0,0.0,,,,0.66,,,,,24000.0,,,,0.66,,,,,0.0,,,,0.0,0.0,284214.0,7810200.72,,7.77,0.0,,1.0,100.0,0.1064
2012-02-09,25112.0,682041.92,0.25,0.13,0.69,,682041.92,0.0,25112.0,0.0,,,,,,,,,,,,,,,,,5134.0,0.0,0.14,,,0.0,0.0,284214.0,7719252.24,,7.72,0.0,,1.0,100.0,0.0884
2012-02-10,25112.0,673503.84,0.25,0.13,0.68,,673503.84,0.0,25112.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,284214.0,7622619.48,,7.63,0.0,,1.0,100.0,0.0884
2012-02-13,25112.0,681288.56,0.2,0.12,0.67,,681288.56,0.0,25112.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,284214.0,7710725.82,,7.69,0.0,,1.0,100.0,0.0884
2012-02-14,1112.0,30424.32,0.01,0.01,0.03,,30424.32,0.0,1112.0,0.0,,,,,,,,,,,,,,,,,24000.0,0.0,0.65,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039
2012-02-15,1112.0,30635.6,0.01,0.01,0.03,,30635.6,0.0,1112.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0039
2012-02-16,22712.0,624125.76,0.14,0.11,0.63,,30557.76,21600.0,1112.0,593568.0,,,,,,,,,,,,,,,,21600.0,,0.6,,,,100.0,7.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0794
2012-02-17,44312.0,1225226.8,0.28,0.22,1.22,,627986.8,21600.0,22712.0,597240.0,,,,,,21600.0,,,,,,,,,0.59,,,0.6,,,,100.0,7.57,0.0,0.0,,0.0,100.0,4.9,0.9069,95.1,0.1553
2012-02-20,44312.0,1236747.92,0.28,0.22,1.23,,633891.92,21600.0,22712.0,602856.0,,,,,,,,,,,,,,,,,,0.6,,,,100.0,7.57,0.0,0.0,,0.0,100.0,4.9,0.9069,95.1,0.1553
2012-02-21,44312.0,1223454.32,0.29,0.22,1.23,,627078.32,21600.0,22712.0,596376.0,,,,,,,,,,,,,,,,,,0.59,,,,100.0,5.02,0.0,0.0,,0.0,100.0,4.9,0.9069,95.1,0.103
