,ALCRB FP Equity_DX_SI_QTY,ALCRB FP Equity_DX_SHORT_INTEREST_VALUE,ALCRB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCRB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCRB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCRB FP Equity_DX_SI_MV,ALCRB FP Equity_DX_DSS,ALCRB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCRB FP Equity_DX_SUPPLY_SI_QTY,ALCRB FP Equity_DX_BROKER_SI_QTY,ALCRB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCRB FP Equity_DX_BROKER_SI_MV_NEW_x,ALCRB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCRB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCRB FP Equity_DX_BROKER_SI_MV_INC_x,ALCRB FP Equity_DX_SUPPLY_SI_MV_NEW,ALCRB FP Equity_DX_BROKER_SI_QTY_ADD,ALCRB FP Equity_DX_BROKER_SI_QTY_NEW,ALCRB FP Equity_DX_SUPPLY_SI_MV_DEC,ALCRB FP Equity_DX_BROKER_SI_QTY_INC,ALCRB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCRB FP Equity_DX_BROKER_SI_MV_NEW_y,ALCRB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCRB FP Equity_DX_BROKER_SI_MV_INC_y,ALCRB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCRB FP Equity_DX_BROKER_SI_MV_ADD,ALCRB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCRB FP Equity_DX_BROKER_SI_QTY_DEC,ALCRB FP Equity_DX_SUPPLY_SI_MV,ALCRB FP Equity_DX_BROKER_SI_MV_DEC,ALCRB FP Equity_DX_SUPPLY_SI_MV_RMV,ALCRB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCRB FP Equity_DX_UTILIZATION_QUANTITY,ALCRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCRB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCRB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCRB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCRB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCRB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCRB FP Equity_DX_BROKER_SI_CON_RATIO,ALCRB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCRB FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-06-03,36842.0,1373469.76,0.38,0.52,0.33,1.38,0.0,1260660.48,15726.0,33816.0,586265.28,,,872.0,,,,,0.61,,15264.0,,,,872.0,,,15114.0,0.61,0.59,,100.0,9.92,0.0,0.0,,0.0,100.0,38.54,0.438,53.63,0.2324
2021-06-04,29144.0,1121461.12,0.3,0.4,0.26,1.09,0.0,958844.64,16926.0,24918.0,651312.48,,,1200.0,0.04,,,,,1200.0,,,,0.04,1200.0,,,10098.0,0.63,0.36,,100.0,10.68,0.0,0.0,,0.0,100.0,34.48,0.38,50.22,0.1839
2021-06-07,29144.0,1098145.92,0.3,0.43,0.26,1.12,0.0,938910.24,16926.0,24918.0,637771.68,,,,,,,,,,,,,,,,,,0.65,,,100.0,10.68,0.0,0.0,,0.0,100.0,34.62,0.3825,50.38,0.1839
2021-06-08,29144.0,1138947.52,0.3,0.45,0.26,1.1,0.0,973795.44,16926.0,24918.0,661468.08,,,,,,,,,,,,,,,,,,0.64,,,100.0,10.68,0.0,0.0,,0.0,100.0,34.58,0.3801,50.15,0.1839
2021-06-09,29144.0,1142444.8,0.3,0.46,0.26,1.13,0.0,976785.6,16926.0,24918.0,663499.2,,,,,,,,,,,,,,,,,,0.66,,,100.0,10.68,0.0,0.0,,0.0,100.0,34.74,0.384,50.49,0.1839
2021-06-10,29144.0,1148856.48,0.3,0.47,0.26,1.14,0.0,982267.56,16926.0,24918.0,667222.92,,,,,,,,,,,,,,,,,,0.66,,,100.0,10.68,0.0,0.0,,0.0,100.0,34.63,0.3816,50.28,0.1839
2021-06-11,29144.0,1130787.2,0.3,0.48,0.26,1.15,0.0,966818.4,16926.0,24918.0,656728.8,,,,,,,,,,,,,,,,,,0.67,,,100.0,10.68,0.0,0.0,,0.0,100.0,34.76,0.3822,50.25,0.1839
2021-06-14,37144.0,1435244.16,0.39,0.61,0.33,1.44,0.0,1117391.52,20926.0,28918.0,808580.64,,,4000.0,0.15,,,,,4000.0,,,,0.15,4000.0,,,,0.81,,,60.47,8.88,13680.0,528595.2,,0.58,58.17,38.2,0.4044,50.33,0.1576
2021-06-15,37144.0,1433758.4,0.39,0.65,0.33,1.43,0.0,1116234.8,20926.0,28918.0,807743.6,,,,,,,,,,,,,,,,,,0.81,,,60.47,8.88,13680.0,528048.0,,0.58,58.17,38.19,0.4044,50.34,0.1576
2021-06-16,30944.0,1196913.92,0.32,0.56,0.28,1.2,0.0,998640.24,17826.0,25818.0,689509.68,,,,,,,,0.12,,3100.0,,,,,,,3100.0,0.69,0.12,,100.0,8.02,0.0,0.0,,0.0,100.0,41.99,0.4863,55.65,0.1393
2021-06-17,30552.0,1173196.8,0.32,0.57,0.27,1.2,0.0,976358.4,17826.0,25426.0,684518.4,,,,,,,,,,,,,,,,,392.0,0.69,0.0,,100.0,7.56,0.0,0.0,,0.0,100.0,41.93,0.4866,55.73,0.1296
2021-06-18,30552.0,1130424.0,0.32,0.59,0.27,1.19,0.0,940762.0,17826.0,25426.0,659562.0,,,,,,,,,,,,,,,,,,0.69,,,100.0,7.56,0.0,0.0,,0.0,100.0,42.05,0.486,55.58,0.1296
2021-06-21,30672.0,1189460.16,0.32,0.6,0.27,1.15,0.0,980978.88,18076.0,25296.0,700987.28,,,250.0,,,250.0,,,,,,,,250.0,0.01,,380.0,0.69,0.03,,100.0,7.67,0.0,0.0,,0.0,100.0,42.04,0.4761,54.69,0.1301
2021-06-22,25792.0,1005372.16,0.27,0.51,0.23,1.0,0.0,810628.08,17696.0,20796.0,689790.08,,,,,,,,0.01,,380.0,,,,,,,4500.0,0.69,0.16,,100.0,7.98,0.0,0.0,,0.0,100.0,45.19,0.465,51.02,0.1163
2021-06-23,25792.0,984222.72,0.27,0.56,0.23,1.01,0.0,793575.36,17696.0,20796.0,675279.36,,,,,,,,,,,,,,,,,,0.69,,,100.0,7.53,0.0,0.0,,0.0,100.0,45.18,0.4645,50.98,0.1098
2021-06-24,25792.0,1121952.0,0.27,0.58,0.23,0.99,0.0,904626.0,17696.0,20796.0,769776.0,,,,,,,,,,,,,,,,,,0.68,,,100.0,7.53,0.0,0.0,,0.0,100.0,45.15,0.4639,50.95,0.1098
2021-06-25,25992.0,1129612.32,0.27,0.54,0.23,1.13,0.0,912486.16,17896.0,20996.0,777760.16,,,200.0,,,200.0,,,,,,,,200.0,0.01,,,0.78,,,100.0,8.05,0.0,0.0,,0.0,100.0,44.96,0.46,50.74,0.1169
2021-06-28,25992.0,1181596.32,0.27,0.52,0.23,1.13,0.0,954478.16,17896.0,20996.0,813552.16,,,,,,,,,,,,,,,,,,0.78,,,57.0,7.6,13500.0,613710.0,,0.65,54.65,44.89,0.4585,50.64,0.1104
2021-06-29,33886.0,1479462.76,0.35,0.68,0.3,1.54,0.0,1089011.38,21843.0,24943.0,953665.38,,,,,,3947.0,,,,,,,,,0.18,3947.0,,0.99,,,100.0,9.82,0.0,0.0,,0.0,100.0,38.84,0.3615,43.79,0.1524
2021-06-30,43516.0,1849430.0,0.45,0.93,0.39,1.9,1.0,1264715.0,26658.0,29758.0,1132965.0,,,4815.0,0.2,,,,,4815.0,,,,0.2,4815.0,,,,1.16,,,66.38,11.32,13500.0,573750.0,,0.65,64.22,33.28,0.3186,37.51,0.1848
2021-07-01,50052.0,2064144.48,0.52,1.12,0.45,2.13,1.0,1361992.24,29926.0,33026.0,1234148.24,,,3268.0,0.14,,,,,3518.0,,,,0.14,3268.0,,,250.0,1.27,0.01,,68.91,12.7,13500.0,556740.0,,0.63,66.83,33.08,0.3186,34.21,0.2124
2021-07-02,53093.0,2229906.0,0.55,1.18,0.48,2.21,1.0,1465674.0,31797.0,34897.0,1335474.0,,,1171.0,0.07,,,,,2071.0,,,,0.07,1171.0,,700.0,200.0,1.31,0.01,,70.2,13.47,13501.0,567042.0,,0.61,68.16,32.34,0.3245,36.61,0.2249
2021-07-05,55518.0,2422805.52,0.58,1.24,0.5,2.34,1.0,1628732.08,34222.0,37322.0,1493448.08,,,2425.0,0.11,,,,,2425.0,,,,0.11,2425.0,,,,1.44,,,100.0,15.18,0.0,0.0,,0.0,100.0,30.61,0.3316,40.32,0.2463
2021-07-06,56157.0,2482139.4,0.58,1.23,0.5,2.45,1.0,1677876.2,34222.0,37961.0,1512612.4,,,,0.06,,,,,639.0,,,,0.06,,,,,1.49,,,68.24,14.2,15926.0,703929.2,,0.76,66.14,30.23,0.3348,41.39,0.2331
2021-07-07,67172.0,2819880.56,0.7,1.53,0.6,2.97,1.0,1816726.48,40222.0,43276.0,1688519.56,,,1000.0,0.29,,,,,6315.0,,,,0.29,1000.0,,5000.0,1000.0,1.78,0.04,,70.38,16.56,16926.0,710553.48,,0.82,68.37,23.99,0.4026,55.48,0.2765
2021-07-08,66647.0,2748522.28,0.69,1.52,0.6,2.8,1.0,1700366.44,38816.0,41231.0,1600771.84,,,,,,,,0.19,,3626.0,,,,,,2220.0,2045.0,1.63,0.14,,73.49,16.42,14000.0,577360.0,,0.65,71.58,24.2,0.3993,55.03,0.282
2021-07-09,71691.0,3013889.64,0.74,1.61,0.64,2.96,1.0,1852072.2,41036.0,44055.0,1725153.44,,,2220.0,0.1,,,,,2824.0,,,,0.1,2220.0,,,,1.69,,,74.56,17.36,14000.0,588560.0,,0.64,72.7,22.07,0.4284,59.01,0.3033
2021-07-12,77142.0,3162822.0,0.8,1.82,0.69,3.24,1.0,1933478.0,44139.0,47158.0,1809699.0,,,2056.0,,,3900.0,,0.06,,1552.0,,,,2056.0,0.16,2599.0,797.0,1.86,0.02,,75.85,18.61,14056.0,576296.0,,0.65,74.06,20.16,0.3339,50.16,0.3252
2021-07-13,77142.0,3172079.04,0.8,1.88,0.69,3.17,1.0,1939136.96,44139.0,47158.0,1814995.68,,,,,,,,,,,,,,,,,,1.81,,,75.85,18.61,14056.0,577982.72,,0.63,74.1,20.12,0.3337,50.15,0.3252
2021-07-14,79226.0,3253019.56,0.82,1.96,0.71,3.26,1.0,2021876.52,46223.0,49242.0,1897916.38,,,2084.0,0.09,,,,,2084.0,,,,0.09,2084.0,,,,1.9,,,74.12,19.15,16140.0,662708.4,,0.73,72.25,19.53,0.3451,51.77,0.3283
2021-07-15,81550.0,3364753.0,0.85,2.04,0.73,3.35,1.0,2065228.04,47035.0,50054.0,1940664.1,,,1512.0,0.03,,,,0.03,812.0,700.0,,,0.03,1512.0,,,,1.93,,,75.29,19.6,15440.0,637054.4,,0.7,73.47,18.84,0.3572,53.42,0.3399
2021-07-16,81686.0,3287044.64,0.85,2.09,0.73,3.37,1.0,2016909.28,47103.0,50122.0,1895424.72,,,68.0,0.01,,,,,68.0,,,,0.01,68.0,,,,1.94,,,75.31,19.63,15440.0,621305.6,,0.7,73.5,18.8,0.358,53.52,0.3404
2021-07-19,83266.0,3220728.88,0.86,2.16,0.75,3.35,1.0,1949936.16,48393.0,50412.0,1871841.24,,,866.0,0.01,,,,0.03,866.0,576.0,,,0.01,866.0,,1000.0,576.0,1.95,0.03,,75.81,20.25,15440.0,597219.2,,0.68,74.01,18.37,0.3657,54.83,0.3484
2021-07-20,80305.0,3131895.0,0.83,2.05,0.72,3.11,1.0,1947816.0,46925.0,49944.0,1830075.0,,,25.0,,,1000.0,,0.07,,1493.0,,,,25.0,0.04,,1468.0,1.82,0.11,,75.21,19.55,15465.0,603135.0,,0.66,73.41,19.16,0.3857,56.68,0.3346
2021-07-21,78269.0,3165198.36,0.81,2.0,0.7,3.05,1.0,1978567.44,45907.0,48926.0,1856479.08,,,308.0,0.02,,,,0.05,308.0,1326.0,,,0.02,308.0,,,1326.0,1.79,0.05,,74.8,19.21,15465.0,625404.6,,0.66,72.97,19.74,0.4185,59.45,0.3275
2021-07-22,78893.0,3210945.1,0.82,2.02,0.71,3.2,1.0,2003986.6,46219.0,49238.0,1881113.3,,,375.0,0.08,,,,0.01,875.0,563.0,,,0.08,375.0,,500.0,563.0,1.87,0.02,,74.93,19.34,15465.0,629425.5,,0.69,73.11,19.85,0.4379,61.05,0.3301
2021-07-23,78653.0,3273537.86,0.82,2.01,0.7,3.21,1.0,2044291.16,45674.0,49118.0,1900951.88,,,,,,,,0.02,,545.0,,,,,,,120.0,1.86,0.0,,74.71,19.05,15465.0,643653.3,,0.69,72.88,19.93,0.4414,61.29,0.3281
2021-07-26,79068.0,3319274.64,0.82,2.04,0.71,3.29,1.0,2061763.74,46094.0,49113.0,1935026.12,,,420.0,,,420.0,,,,,,,,420.0,0.02,,425.0,1.92,0.02,,100.0,20.58,0.0,0.0,,0.0,100.0,19.96,0.4415,61.3,0.3531
2021-07-27,82861.0,3455303.7,0.86,2.13,0.74,3.48,1.0,2101680.0,46850.0,50400.0,1953645.0,,,2000.0,0.06,,,,0.04,1287.0,1244.0,,,0.06,2000.0,,,,1.97,,,75.76,19.68,14989.0,625041.3,,0.69,73.97,18.79,0.4619,63.52,0.3481
2021-07-28,76249.0,3240582.5,0.79,1.98,0.68,3.18,1.0,1970682.5,44269.0,46369.0,1881432.5,,,,,,,,0.11,,2581.0,,,,,,,4031.0,1.85,0.18,,74.71,18.65,14989.0,637032.5,,0.69,72.86,20.88,0.4381,60.52,0.3212
2021-07-29,69004.0,3047216.64,0.72,1.79,0.62,2.93,1.0,1793293.44,38509.0,40609.0,1700557.44,,,,,,,,0.23,,5760.0,,,,,,,5760.0,1.63,0.21,,100.0,17.55,0.0,0.0,,0.0,100.0,19.07,0.455,62.61,0.3144
2021-07-30,73523.0,3220307.4,0.76,1.87,0.66,3.25,1.0,1860711.6,41155.0,42482.0,1802589.0,,,3140.0,0.13,,,,0.03,1873.0,894.0,,,0.13,3140.0,,400.0,,1.82,,,100.0,17.99,0.0,0.0,,0.0,100.0,19.4,0.4294,60.68,0.3213
2021-08-02,73419.0,3105623.7,0.76,1.89,0.66,3.22,1.0,1867587.3,41051.0,44151.0,1736457.3,,,1100.0,0.06,,169.0,,0.06,1500.0,1204.0,,,0.06,1100.0,0.01,,,1.8,,,100.0,17.94,0.0,0.0,,0.0,100.0,19.4,0.4384,60.8,0.3209
2021-08-03,71318.0,3025309.56,0.74,1.85,0.64,3.04,1.0,1819987.68,39804.0,42904.0,1688485.68,,,,,,,,0.08,,1247.0,,,,,,,1247.0,1.71,0.09,,100.0,17.45,0.0,0.0,,0.0,100.0,20.12,0.4279,59.5,0.3126
2021-08-04,71230.0,2943223.6,0.74,1.86,0.64,3.03,1.0,1769157.12,39716.0,42816.0,1641065.12,,,,,,,,0.0,,88.0,,,,,,,88.0,1.69,0.0,,100.0,16.9,0.0,0.0,,0.0,100.0,20.16,0.4294,59.6,0.3031
2021-08-05,71230.0,3054342.4,0.74,1.85,0.64,2.95,1.0,1835950.08,39716.0,42816.0,1703022.08,,,,,,,,,,,,,,,,,,1.64,,,100.0,16.88,0.0,0.0,,0.0,100.0,20.15,0.4293,59.6,0.3028
2021-08-06,74784.0,3248616.96,0.78,2.36,0.67,3.21,1.0,1946242.32,41283.0,44803.0,1793333.52,,,1987.0,0.12,,,,0.02,1987.0,420.0,,,0.12,1987.0,,,,1.77,,,100.0,17.55,0.0,0.0,,0.0,100.0,18.82,0.4528,62.3,0.3179
2021-08-09,76147.0,3272798.06,0.79,2.62,0.68,3.31,1.0,1902466.72,42164.0,44264.0,1812208.72,,,902.0,,,,,0.0,,21.0,,,,902.0,,,539.0,1.83,0.01,,100.0,17.93,0.0,0.0,,0.0,100.0,18.4,0.4488,62.19,0.3237
2021-08-10,74169.0,3245635.44,0.77,2.77,0.66,3.19,1.0,1915594.0,41675.0,43775.0,1823698.0,,,1408.0,,,1000.0,,0.08,,1897.0,,,,1408.0,0.05,,1489.0,1.79,0.08,,100.0,17.72,0.0,0.0,,0.0,100.0,19.0,0.4173,59.18,0.3153
2021-08-11,76421.0,3353353.48,0.79,2.95,0.68,3.35,1.0,1746467.88,36701.0,39801.0,1610439.88,,,3647.0,,,,,0.37,,8621.0,,,,3647.0,,,3974.0,1.61,0.15,,73.14,15.2,13481.0,591546.28,,0.65,71.21,27.34,0.3588,49.93,0.3166
2021-08-12,75109.0,3423468.22,0.78,3.06,0.67,3.3,1.0,1784229.1,36045.0,39145.0,1642931.1,,,,,,,,0.03,,656.0,,,,,,,656.0,1.58,0.03,,72.78,14.93,13481.0,614463.98,,0.65,70.86,27.92,0.3529,48.86,0.3111
2021-08-13,70933.0,3121052.0,0.74,2.93,0.64,3.24,1.0,1630508.0,33957.0,37057.0,1494108.0,,,,,,,,0.06,,2088.0,,,,,,,2088.0,1.55,0.06,,71.58,14.07,13481.0,593164.0,,0.68,69.57,29.03,0.3431,46.88,0.2938
2021-08-16,71933.0,3098873.64,0.75,2.99,0.64,3.17,1.0,1639495.56,33957.0,38057.0,1462867.56,,,,0.04,,,,,1000.0,,,,0.04,,,,,1.49,,,71.58,14.07,13481.0,580761.48,,0.65,69.61,28.47,0.338,46.06,0.298
2021-08-17,60350.0,2532286.0,0.63,2.64,0.54,2.61,1.0,1355769.56,28120.0,32311.0,1179915.2,,,,,,,,0.27,,5837.0,,,,,,,5746.0,1.21,0.27,,69.26,11.75,12481.0,523702.76,,0.59,67.19,35.53,0.3315,37.16,0.2521
2021-08-18,58096.0,2484184.96,0.6,2.56,0.52,2.45,1.0,1329750.48,26998.0,31098.0,1154434.48,,,3568.0,0.01,,3500.0,,0.24,587.0,5381.0,,,0.01,3568.0,0.15,691.0,5300.0,1.13,0.24,,100.0,12.15,0.0,0.0,,0.0,100.0,28.96,0.2846,40.56,0.2614
2021-08-19,64053.0,2626173.0,0.66,2.97,0.57,2.75,1.0,1388752.0,30181.0,33872.0,1237421.0,,,3183.0,0.13,,,,,2774.0,,,,0.13,3183.0,,,,1.29,,,100.0,13.2,0.0,0.0,,0.0,100.0,26.09,0.2677,38.13,0.2801
2021-08-20,60168.0,2435600.64,0.62,2.92,0.54,2.47,1.0,1300784.32,28034.0,32134.0,1134816.32,,,900.0,,,,,0.14,,3147.0,,,,900.0,,100.0,1738.0,1.15,0.11,,100.0,12.26,0.0,0.0,,0.0,100.0,28.8,0.2668,37.12,0.2631
2021-08-23,62426.0,2604412.72,0.65,3.06,0.56,2.53,1.0,1387732.36,29163.0,33263.0,1216680.36,,,2299.0,0.04,,,,0.06,1129.0,1170.0,,,0.04,2299.0,,,,1.18,,,100.0,12.76,0.0,0.0,,0.0,100.0,26.64,0.2854,41.83,0.2731
2021-08-24,76072.0,3383682.56,0.79,3.8,0.68,3.18,1.0,1783025.28,35986.0,40086.0,1600657.28,,,4923.0,0.31,,,,,6823.0,,,,0.31,4923.0,,1900.0,,1.5,,,100.0,15.74,0.0,0.0,,0.0,100.0,22.02,0.2959,43.95,0.3328
2021-08-25,76155.0,3480283.5,0.79,3.59,0.68,3.39,1.0,1849798.9,36377.0,40477.0,1662428.9,,,1104.0,0.12,,,,0.04,1391.0,1412.0,,,0.12,1104.0,,699.0,1000.0,1.62,0.04,,100.0,15.87,0.0,0.0,,0.0,100.0,22.41,0.3061,44.73,0.3322
2021-08-26,76733.0,3400806.56,0.8,3.35,0.69,3.51,1.0,1806749.12,36666.0,40766.0,1625037.12,,,289.0,0.08,,,,,1118.0,,,,0.08,289.0,,,829.0,1.68,0.03,,100.0,15.94,0.0,0.0,,0.0,100.0,20.9,0.3235,48.07,0.3337
2021-08-27,72916.0,3160179.44,0.76,3.13,0.65,3.24,1.0,1668936.72,34408.0,38508.0,1491242.72,,,395.0,0.01,,,,0.13,783.0,2653.0,,,0.01,395.0,,,3041.0,1.52,0.14,,100.0,14.71,0.0,0.0,,0.0,100.0,22.3,0.381,55.61,0.3117
2021-08-30,63632.0,2765446.72,0.66,2.73,0.57,2.77,1.0,1471816.36,29766.0,33866.0,1293630.36,,,,,,,,0.21,,4642.0,,,,,,,4642.0,1.29,0.22,,100.0,12.68,0.0,0.0,,0.0,100.0,26.75,0.4299,58.32,0.2712
2021-08-31,65126.0,2872056.6,0.68,2.97,0.58,2.84,1.0,1526433.3,30513.0,34613.0,1345623.3,,,,0.03,,,,0.06,747.0,1398.0,,,0.03,,,2145.0,,1.33,,,100.0,13.0,0.0,0.0,,0.0,100.0,25.98,0.4388,59.5,0.2775
2021-09-01,68364.0,2962895.76,0.71,3.1,0.61,3.02,1.0,1570294.88,32132.0,36232.0,1392600.88,,,1997.0,0.08,,,,0.01,1619.0,378.0,,,0.08,1997.0,,,,1.42,,,100.0,13.71,0.0,0.0,,0.0,100.0,24.15,0.4621,62.36,0.2916
2021-09-02,61703.0,2739613.2,0.64,2.79,0.55,2.68,1.0,1468441.2,28973.0,33073.0,1286401.2,,,343.0,,,,,0.16,,3502.0,,,,343.0,,,3159.0,1.26,0.15,,100.0,12.36,0.0,0.0,,0.0,100.0,27.75,0.4186,56.73,0.2633
2021-09-03,70534.0,3075282.4,0.73,3.21,0.63,3.13,1.0,1627021.2,33217.0,37317.0,1448261.2,,,4244.0,0.21,,,,,4244.0,,,,0.21,4244.0,,,,1.47,,,100.0,13.91,0.0,0.0,,0.0,100.0,22.88,0.3965,54.71,0.2953
2021-09-06,66272.0,2947778.56,0.69,3.02,0.59,2.89,1.0,1565073.28,31086.0,35186.0,1382705.28,,,,,,,,0.11,,2131.0,,,,,,,2131.0,1.36,0.11,,100.0,13.01,0.0,0.0,,0.0,100.0,24.11,0.3826,52.51,0.2774
2021-09-07,66272.0,2926571.52,0.69,3.03,0.59,2.95,1.0,1553813.76,31086.0,35186.0,1372757.76,,,,,,,,,,,,,,,,,,1.38,,,100.0,13.01,0.0,0.0,,0.0,100.0,24.22,0.3824,52.46,0.2774
2021-09-08,66114.0,2914305.12,0.69,3.03,0.59,2.93,1.0,1547516.56,31007.0,35107.0,1366788.56,,,,,,,,0.0,,79.0,,,,,,,79.0,1.37,0.01,,100.0,12.79,0.0,0.0,,0.0,100.0,24.29,0.3815,52.31,0.2728
2021-09-09,65954.0,2847893.72,0.68,2.99,0.59,2.91,1.0,1512465.86,30927.0,35027.0,1335427.86,,,,,,,,0.0,,80.0,,,,,,,80.0,1.36,0.01,,100.0,12.58,0.0,0.0,,0.0,100.0,24.36,0.3806,52.15,0.2682
2021-09-10,64280.0,2794894.4,0.67,3.01,0.58,2.78,1.0,1486581.2,30090.0,34190.0,1308313.2,,,,,,,,0.04,,837.0,,,,,,,837.0,1.3,0.05,,100.0,12.23,0.0,0.0,,0.0,100.0,25.19,0.3712,50.5,0.2614
2021-09-13,62672.0,2657292.8,0.65,2.96,0.56,2.73,1.0,1415566.4,29286.0,33386.0,1241726.4,,,,,,,,0.03,,804.0,,,,,,,804.0,1.27,0.03,,100.0,11.91,0.0,0.0,,0.0,100.0,26.05,0.3626,48.84,0.2548
2021-09-14,60354.0,2549352.96,0.63,2.83,0.54,2.57,1.0,1361268.48,28127.0,32227.0,1188084.48,,,,,,2000.0,,0.14,,3159.0,,,,,0.08,2000.0,3159.0,1.19,0.15,,100.0,11.55,0.0,0.0,,0.0,100.0,27.39,0.2841,37.27,0.2479
2021-09-15,61556.0,2541031.68,0.64,2.83,0.55,2.61,1.0,1355139.84,28728.0,32828.0,1185891.84,,,1601.0,0.02,,,,0.04,601.0,1000.0,,,0.02,1601.0,,,,1.21,,,100.0,11.8,0.0,0.0,,0.0,100.0,26.09,0.2935,40.21,0.2529
2021-09-16,67310.0,2789326.4,0.7,3.12,0.6,2.79,1.0,1479615.2,31605.0,35705.0,1309711.2,,,4110.0,0.1,,,,0.05,2877.0,1233.0,,,0.1,4110.0,,,,1.31,,,100.0,12.98,0.0,0.0,,0.0,100.0,23.72,0.3174,45.68,0.2765
2021-09-17,76709.0,3230983.08,0.8,3.62,0.69,3.19,1.0,1749369.96,37433.0,41533.0,1576677.96,,,5828.0,0.24,,,,,5828.0,,,,0.24,5828.0,,,,1.55,,,100.0,15.1,0.0,0.0,,0.0,100.0,20.23,0.3579,52.66,0.3094
2021-09-20,75015.0,3002100.3,0.78,3.53,0.67,3.16,1.0,1655907.54,37277.0,41377.0,1491825.54,,,1382.0,,,,,0.06,,1538.0,,,,1382.0,,,156.0,1.57,0.0,,73.79,14.87,13239.0,529824.78,,0.61,71.91,20.8,0.3485,51.3,0.2992
2021-09-21,78487.0,3142619.48,0.81,3.48,0.7,3.15,1.0,1708026.32,38558.0,42658.0,1543862.32,,,2191.0,0.01,,,,0.06,1435.0,910.0,,,0.01,2191.0,,,154.0,1.54,0.01,,100.0,15.49,0.0,0.0,,0.0,100.0,19.64,0.3724,54.51,0.3153
2021-09-22,76921.0,3141453.64,0.8,3.36,0.69,3.09,1.0,1685385.12,37168.0,41268.0,1517941.12,,,,,,,,0.05,,1390.0,,,,,,,1390.0,1.49,0.06,,100.0,15.08,0.0,0.0,,0.0,100.0,20.14,0.3637,53.34,0.3121
2021-09-23,76713.0,3198932.1,0.8,3.36,0.69,3.14,1.0,1701735.3,36709.0,40809.0,1530765.3,,,,0.08,,,,0.09,2000.0,2459.0,,,0.08,,,2000.0,2459.0,1.5,0.08,,100.0,14.86,0.0,0.0,,0.0,100.0,20.19,0.3108,46.63,0.3105
2021-09-24,79142.0,3224245.08,0.82,3.59,0.71,3.31,1.0,1695639.54,37521.0,41621.0,1528605.54,,,1517.0,0.05,,,,0.02,812.0,805.0,,,0.05,1517.0,,100.0,,1.57,,,100.0,15.22,0.0,0.0,,0.0,100.0,19.95,0.3149,47.33,0.3211
2021-09-27,82914.0,3324851.4,0.85,3.75,0.74,3.39,1.0,1744630.7,39407.0,43507.0,1580220.7,,,1886.0,0.06,,,,,2002.0,,,,0.06,1886.0,,,116.0,1.61,0.01,,100.0,15.99,0.0,0.0,,0.0,100.0,18.8,0.337,50.71,0.3364
2021-09-28,76433.0,3040504.74,0.79,3.42,0.68,3.07,1.0,1638180.18,35252.0,41181.0,1402324.56,,,,,,,,0.17,,4155.0,,,,,,,2326.0,1.41,0.11,,100.0,14.29,0.0,0.0,,0.0,100.0,20.85,0.3248,48.37,0.3099
2021-09-29,71653.0,2874718.36,0.74,3.15,0.64,2.86,1.0,1574348.92,32412.0,39241.0,1300369.44,,,,0.03,,,,0.11,900.0,2840.0,,,0.03,,,,2840.0,1.29,0.12,,100.0,13.0,0.0,0.0,,0.0,100.0,24.36,0.2928,42.12,0.2875
2021-09-30,75250.0,3122875.0,0.78,3.32,0.67,3.03,1.0,1714323.5,36309.0,41309.0,1506823.5,,,4051.0,0.09,,,,0.01,2068.0,154.0,,,0.09,4051.0,,,,1.46,,,100.0,14.99,0.0,0.0,,0.0,100.0,22.85,0.2662,37.33,0.3106
2021-10-01,79878.0,3134412.72,0.82,3.41,0.72,3.31,1.0,1674959.4,38585.0,42685.0,1514075.4,,,4152.0,0.09,,,,0.06,1584.0,1876.0,,,0.09,4152.0,,,208.0,1.6,0.01,,100.0,15.37,0.0,0.0,,0.0,100.0,21.21,0.2886,42.69,0.3181
2021-10-04,76264.0,2829394.4,0.79,3.18,0.68,3.0,1.0,1507447.2,36532.0,40632.0,1355337.2,,,,,,,,0.14,,2053.0,,,,,,,2053.0,1.43,0.13,,100.0,14.61,0.0,0.0,,0.0,100.0,21.83,0.2792,40.68,0.3049
