,ANX FP Equity_DX_SI_QTY,ANX FP Equity_DX_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ANX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ANX FP Equity_DX_SI_MV,ANX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ANX FP Equity_DX_SUPPLY_SI_QTY,ANX FP Equity_DX_BROKER_SI_QTY,ANX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ANX FP Equity_DX_BROKER_SI_MV_NEW_x,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ANX FP Equity_DX_BROKER_SI_MV_INC_x,ANX FP Equity_DX_BROKER_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_NEW,ANX FP Equity_DX_SUPPLY_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_QTY_INC,ANX FP Equity_DX_SUPPLY_SI_QTY_DEC,ANX FP Equity_DX_BROKER_SI_MV_NEW_y,ANX FP Equity_DX_BROKER_SI_MV_INC_y,ANX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ANX FP Equity_DX_BROKER_SI_MV_ADD,ANX FP Equity_DX_SUPPLY_SI_QTY_ADD,ANX FP Equity_DX_BROKER_SI_QTY_DEC,ANX FP Equity_DX_SUPPLY_SI_MV,ANX FP Equity_DX_BROKER_SI_MV_DEC,ANX FP Equity_DX_BROKER_SI_MV_RMV,ANX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ANX FP Equity_DX_UTILIZATION_QUANTITY,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ANX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ANX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ANX FP Equity_DX_ACTIVE_UTILIZATION_MV,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ANX FP Equity_DX_BROKER_SI_CON_RATIO,ANX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ANX FP Equity_DX_DEMAND_SUPPLY_RATIO,ANX FP Equity_PX_LAST
2023-05-18,11757.0,1697005.38,4.43,0.22,1.65,837172.0,5957.0,5800.0,859833.38,,,,,,0.12,,843.0,,,,,,900.0,0.84,0.13,,100.0,73.31,0.0,0.0,0.0,100.0,1.34,0.9736,98.66,1.4468,144.34
2023-05-19,24157.0,3480540.56,9.29,0.46,3.48,1728960.0,12157.0,12000.0,1751580.56,,6200.0,0.92,,,,6200.0,,,0.92,6200.0,,,,1.75,,,100.0,84.92,0.0,0.0,0.0,100.0,0.65,0.9871,99.35,1.6875,144.08
2023-05-22,13757.0,1993389.3,8.27,0.26,1.98,985320.0,6957.0,6800.0,1008069.3,,,,,,0.75,,5200.0,,,,,,5200.0,1.0,0.75,,100.0,76.32,0.0,0.0,0.0,100.0,1.14,0.9774,98.86,1.5093,144.9
2023-05-23,157.0,22736.74,0.1,0.0,0.02,0.0,157.0,0.0,22736.74,,,,,,0.98,,6800.0,,,,,,6800.0,0.02,0.98,,100.0,5.49,0.0,0.0,0.0,100.0,,1.0,100.0,0.0549,144.82
2023-05-24,157.0,22369.36,0.1,0.0,0.02,0.0,157.0,0.0,22369.36,,,,,,,,,,,,,,,0.02,,,100.0,5.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0531,142.48
2023-05-25,157.0,23019.34,0.09,0.0,0.02,0.0,157.0,0.0,23019.34,,,,,,,,,,,,,,,0.02,,,100.0,5.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0531,146.62
2023-05-26,300.0,44958.0,0.17,0.01,0.04,14986.0,200.0,100.0,29972.0,,43.0,,100.0,,,,,,,43.0,0.01,,,0.03,,,100.0,6.72,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.1009,149.86
2023-05-29,300.0,45372.0,0.17,0.01,0.04,15124.0,200.0,100.0,30248.0,,,,,,,,,,,,,,,0.03,,,100.0,7.48,0.0,0.0,0.0,100.0,33.34,0.5555,66.66,0.1122,151.24
2023-05-30,300.0,45486.0,0.16,0.01,0.05,15162.0,200.0,100.0,30324.0,,,,,,,,,,,,,,,0.03,,,100.0,6.3,0.0,0.0,0.0,100.0,33.33,0.5555,66.67,0.0945,151.62
2023-05-31,300.0,45228.0,0.15,0.01,0.05,15076.0,200.0,100.0,30152.0,,,,,,,,,,,,,,,0.03,,,100.0,6.33,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0949,150.76
2023-06-01,300.0,45360.0,0.15,0.01,0.05,15120.0,200.0,100.0,30240.0,,,,,,,,,,,,,,,0.03,,,100.0,6.33,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0949,151.2
2023-06-02,300.0,46002.0,0.15,0.01,0.05,15334.0,200.0,100.0,30668.0,,,,,,,,,,,,,,,0.03,,,100.0,6.33,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.0949,153.34
2023-06-05,100.0,15464.0,0.05,0.0,0.02,0.0,100.0,0.0,15464.0,,,,,,0.01,,100.0,,,,,,100.0,0.02,0.02,,100.0,3.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0316,154.64
2023-06-06,100.0,15354.0,0.05,0.0,0.02,0.0,100.0,0.0,15354.0,,,,,,,,,,,,,,,0.02,,,100.0,4.42,0.0,0.0,0.0,100.0,,1.0,100.0,0.0442,153.54
2023-06-07,100.0,15256.0,0.04,0.0,0.02,0.0,100.0,0.0,15256.0,,,,,,,,,,,,,,,0.02,,,100.0,3.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0316,152.56
2023-06-08,100.0,15164.0,0.04,0.0,0.02,0.0,100.0,0.0,15164.0,,,,,,,,,,,,,,,0.02,,,100.0,2.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0298,151.64
2023-06-09,100.0,15266.0,0.04,0.0,0.02,0.0,100.0,0.0,15266.0,,,,,,,,,,,,,,,0.02,,,100.0,2.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0298,152.66
2023-06-12,100.0,15388.0,0.04,0.0,0.02,0.0,100.0,0.0,15388.0,,,,,,,,,,,,,,,0.02,,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0289,153.88
2023-06-13,100.0,15586.0,0.04,0.0,0.02,0.0,100.0,0.0,15586.0,,,,,,,,,,,,,,,0.02,,,100.0,2.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0298,155.86
2023-06-14,100.0,15618.0,0.04,0.0,0.02,0.0,100.0,0.0,15618.0,,,,,,,,,,,,,,,0.02,,,100.0,2.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0298,156.18
2023-06-15,100.0,15618.0,0.04,0.0,0.02,0.0,100.0,0.0,15618.0,,,,,,,,,,,,,,,0.02,,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0289,156.18
2023-06-16,100.0,15668.0,0.04,0.0,0.02,0.0,100.0,0.0,15668.0,,,,,,,,,,,,,,,0.02,,,100.0,2.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.0289,156.68
2023-06-19,100.0,15552.0,0.04,0.0,0.02,0.0,100.0,0.0,15552.0,,,,,,,,,,,,,,,0.02,,,100.0,2.95,0.0,0.0,0.0,100.0,,1.0,100.0,0.0295,155.52
2023-06-20,100.0,15530.0,0.03,0.0,0.02,0.0,100.0,0.0,15530.0,,,,,,,,,,,,,,,0.02,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0304,155.3
2023-06-21,100.0,15328.0,0.03,0.0,0.02,0.0,100.0,0.0,15328.0,,,,,,,,,,,,,,,0.02,,,100.0,3.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0304,153.28
2023-06-22,26500.0,4082590.0,8.86,0.48,4.06,2033592.0,13300.0,13200.0,2048998.0,,13200.0,,13200.0,,,,,,,13200.0,2.02,,,2.04,,,100.0,85.86,0.0,0.0,0.0,100.0,0.38,0.9925,99.62,1.7107,154.06
2023-06-23,28700.0,4424392.0,9.5,0.52,4.43,2374064.0,13300.0,15400.0,2050328.0,,,0.34,,,,2200.0,,,0.34,,,,,2.05,,,100.0,85.86,0.0,0.0,0.0,100.0,0.35,0.9931,99.65,1.8527,154.16
2023-06-26,2300.0,353832.0,0.76,0.04,0.35,338448.0,100.0,2200.0,15384.0,,,,,,2.03,,13200.0,,,,,,13200.0,0.02,2.03,,100.0,3.04,0.0,0.0,0.0,100.0,4.35,0.9169,95.65,0.6989,153.84
2023-06-27,2300.0,351026.0,0.75,0.04,0.35,335764.0,100.0,2200.0,15262.0,,,,,,,,,,,,,,,0.02,,,100.0,3.34,0.0,0.0,0.0,100.0,4.35,0.9168,95.65,0.769,152.62
2023-06-28,2300.0,356500.0,0.73,0.04,0.35,341000.0,100.0,2200.0,15500.0,,,,,,,,,,,,,,,0.02,,,100.0,3.86,0.0,0.0,0.0,100.0,4.34,0.9169,95.66,0.8877,155.0
2023-06-29,2300.0,357236.0,0.72,0.04,0.36,341704.0,100.0,2200.0,15532.0,,,,,,,,,,,,,,,0.02,,,100.0,3.86,0.0,0.0,0.0,100.0,4.34,0.917,95.66,0.8877,155.32
2023-06-30,178.0,27938.88,0.05,0.0,0.03,0.0,178.0,0.0,27938.88,,78.0,,,,,,,,,78.0,,,2200.0,0.03,0.34,,100.0,6.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.0687,156.96
2023-07-03,178.0,27970.92,0.05,0.0,0.03,0.0,178.0,0.0,27970.92,,,,,,,,,,,,,,,0.03,,,100.0,7.44,0.0,0.0,0.0,100.0,,1.0,100.0,0.0744,157.14
2023-07-04,178.0,28070.6,0.05,0.0,0.03,0.0,178.0,0.0,28070.6,,,,,,,,,,,,,,,0.03,,,100.0,7.51,0.0,0.0,0.0,100.0,,1.0,100.0,0.0751,157.7
2023-07-05,100.0,15796.0,0.03,0.0,0.02,0.0,100.0,0.0,15796.0,,,,,,0.01,,78.0,,,,,,,0.02,,,100.0,3.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.0324,157.96
2023-07-06,100.0,15592.0,0.03,0.0,0.02,0.0,100.0,0.0,15592.0,,,,,,,,,,,,,,,0.02,,,100.0,3.58,0.0,0.0,0.0,100.0,,1.0,100.0,0.0358,155.92
2023-07-07,26500.0,4126050.0,7.83,0.48,4.13,2055240.0,13300.0,13200.0,2070810.0,,13200.0,,13200.0,,,,,,,13200.0,2.06,,,2.07,,,100.0,85.86,0.0,0.0,0.0,100.0,0.38,0.9925,99.62,1.7107,155.7
2023-07-10,26500.0,4093720.0,7.52,0.48,4.13,2039136.0,13300.0,13200.0,2054584.0,,,,,,,,,,,,,,,2.07,,,100.0,85.86,0.0,0.0,0.0,100.0,0.38,0.9925,99.62,1.7107,154.48
2023-07-11,16500.0,2548590.0,4.69,0.3,2.55,1266572.0,8300.0,8200.0,1282018.0,,,,,,0.79,,5000.0,,,,,,5000.0,1.28,0.79,,100.0,79.12,0.0,0.0,0.0,100.0,0.61,0.988,99.39,1.5728,154.46
2023-07-12,1700.0,264452.0,0.5,0.03,0.26,124448.0,900.0,800.0,140004.0,,,,,,1.13,,7400.0,,,,,,7400.0,0.14,1.13,,100.0,29.12,0.0,0.0,0.0,100.0,5.88,0.8893,94.12,0.55,155.56
2023-07-13,209.0,32612.36,0.06,0.0,0.03,0.0,209.0,0.0,32612.36,,,,,,0.11,,691.0,,,,,,800.0,0.03,0.12,,100.0,7.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.0777,156.04
2023-07-14,209.0,32921.68,0.06,0.0,0.03,0.0,209.0,0.0,32921.68,,,,,,,,,,,,,,,0.03,,,100.0,7.77,0.0,0.0,0.0,100.0,,1.0,100.0,0.0777,157.52
2023-07-17,209.0,32871.52,0.06,0.0,0.03,0.0,209.0,0.0,32871.52,,,,,,,,,,,,,,,0.03,,,100.0,7.23,0.0,0.0,0.0,100.0,,1.0,100.0,0.0723,157.28
2023-07-18,209.0,32904.96,0.07,0.0,0.03,0.0,209.0,0.0,32904.96,,,,,,,,,,,,,,,0.03,,,100.0,6.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.0699,157.44
2023-07-19,209.0,33586.3,0.07,0.0,0.03,0.0,209.0,0.0,33586.3,,,,,,,,,,,,,,,0.03,,,100.0,6.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.0699,160.7
2023-07-20,209.0,33143.22,0.07,0.0,0.03,0.0,209.0,0.0,33143.22,,,,,,,,,,,,,,,0.03,,,100.0,8.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.087,158.58
2023-07-21,4209.0,662412.42,1.43,0.08,0.67,314760.0,2209.0,2000.0,347652.42,,2000.0,,2000.0,,,,,,,2000.0,0.32,,,0.35,,,100.0,49.95,0.0,0.0,0.0,100.0,4.97,0.9056,95.03,0.9518,157.38
2023-07-24,4209.0,662664.96,1.46,0.08,0.66,314880.0,2209.0,2000.0,347784.96,,,,,,,,,,,,,,,0.35,,,100.0,49.93,0.0,0.0,0.0,100.0,4.97,0.9056,95.03,0.9514,157.44
2023-07-25,4209.0,668641.74,1.47,0.08,0.66,317720.0,2209.0,2000.0,350921.74,,,,,,,,,,,,,,,0.35,,,100.0,49.92,0.0,0.0,0.0,100.0,4.97,0.9056,95.03,0.9512,158.86
2023-07-26,6409.0,1009802.04,2.38,0.11,1.02,488436.0,3309.0,3100.0,521366.04,,1100.0,0.18,,,,1100.0,,,0.18,1100.0,,,,0.53,,,100.0,59.89,0.0,0.0,0.0,100.0,3.26,0.9369,96.74,1.16,157.56
2023-07-27,2409.0,389728.02,0.98,0.04,0.38,177958.0,1309.0,1100.0,211770.02,,,,,,0.32,,2000.0,,,,,,2000.0,0.21,0.32,,100.0,37.13,0.0,0.0,0.0,100.0,8.68,0.8415,91.32,0.6834,161.78
2023-07-28,5009.0,808452.6,2.13,0.09,0.81,387360.0,2609.0,2400.0,421092.6,,1300.0,0.22,,,,1300.0,,,0.22,1300.0,,,,0.42,,,100.0,54.06,0.0,0.0,0.0,100.0,4.17,0.92,95.83,1.0379,161.4
2023-07-31,209.0,33728.42,0.1,0.0,0.03,0.0,209.0,0.0,33728.42,,,,,,0.39,,2400.0,,,,,,2400.0,0.03,0.39,,100.0,7.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.0799,161.38
2023-08-01,209.0,33874.72,0.1,0.0,0.03,0.0,209.0,0.0,33874.72,,,,,,,,,,,,,,,0.03,,,100.0,8.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.083,162.08
2023-08-02,209.0,33285.34,0.1,0.0,0.03,0.0,209.0,0.0,33285.34,,,,,,,,,,,,,,,0.03,,,100.0,8.28,0.0,0.0,0.0,100.0,,1.0,100.0,0.0828,159.26
2023-08-03,209.0,33113.96,0.1,0.0,0.03,0.0,209.0,0.0,33113.96,,,,,,,,,,,,,,,0.03,,,100.0,6.48,0.0,0.0,0.0,100.0,,1.0,100.0,0.0648,158.44
2023-08-04,209.0,33030.36,0.1,0.0,0.03,0.0,209.0,0.0,33030.36,,,,,,,,,,,,,,,0.03,,,100.0,6.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.065,158.04
2023-08-07,109.0,17108.64,0.05,0.0,0.02,0.0,109.0,0.0,17108.64,,,,,,0.02,,100.0,,,,,,,0.02,,,100.0,3.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.035,156.96
2023-08-08,109.0,17073.76,0.05,0.0,0.02,0.0,109.0,0.0,17073.76,,,,,,,,,,,,,,,0.02,,,100.0,3.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.0329,156.64
2023-08-09,109.0,16936.42,0.05,0.0,0.02,0.0,109.0,0.0,16936.42,,,,,,,,,,,,,,,0.02,,,100.0,3.62,0.0,0.0,0.0,100.0,,1.0,100.0,0.0362,155.38
2023-08-10,109.0,17025.8,0.05,0.0,0.02,0.0,109.0,0.0,17025.8,,,,,,,,,,,,,,,0.02,,,100.0,3.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.035,156.2
2023-08-11,109.0,16851.4,0.05,0.0,0.02,0.0,109.0,0.0,16851.4,,,,,,,,,,,,,,,0.02,,,100.0,3.46,0.0,0.0,0.0,100.0,,1.0,100.0,0.0346,154.6
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.02,,109.0,,,,,,,0.0,,,0.0,0.0,3351.0,525436.8,0.38,0.0,,0.0,,0.0,156.8
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3141.0,490749.84,0.35,0.0,,0.0,,0.0,156.24
2023-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3141.0,489493.44,0.36,0.0,,0.0,,0.0,155.84
2023-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3141.0,483902.46,0.35,0.0,,0.0,,0.0,154.06
2023-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3141.0,477557.64,0.35,0.0,,0.0,,0.0,152.04
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3341.0,513110.78,0.37,0.0,,0.0,,0.0,153.58
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3441.0,536727.18,0.39,0.0,,0.0,,0.0,155.98
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,511429.8,0.37,0.0,,0.0,,0.0,157.8
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,506697.94,0.37,0.0,,0.0,,0.0,156.34
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,502679.1,0.37,0.0,,0.0,,0.0,155.1
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,508577.72,0.37,0.0,,0.0,,0.0,156.92
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,517069.14,0.37,0.0,,0.0,,0.0,159.54
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3241.0,517069.14,0.37,0.0,,0.0,,0.0,159.54
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3341.0,541041.54,0.4,0.0,,0.0,,0.0,161.94
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3341.0,541242.0,0.4,0.0,,0.0,,0.0,162.0
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2241.0,364207.32,0.22,0.0,,0.0,,0.0,162.52
2023-09-05,6400.0,1047424.0,4.08,0.11,1.04,523712.0,3200.0,3200.0,523712.0,,,,3200.0,,,,,,,,0.52,3200.0,,0.52,,,100.0,59.15,0.0,0.0,0.0,100.0,,1.0,100.0,1.183,163.66
2023-09-06,10200.0,1653828.0,6.55,0.18,1.67,826914.0,5100.0,5100.0,826914.0,,1900.0,0.32,,,,1900.0,,,0.32,1900.0,,,,0.84,,,100.0,69.67,0.0,0.0,0.0,100.0,,1.0,100.0,1.3934,162.14
2023-09-07,22200.0,3568872.0,13.88,0.39,3.6,1784436.0,11100.0,11100.0,1784436.0,,6000.0,0.96,,,,6000.0,,,0.96,6000.0,,,,1.8,,,100.0,83.33,0.0,0.0,0.0,100.0,,1.0,100.0,1.6667,160.76
2023-09-08,14200.0,2300400.0,8.81,0.25,2.29,1150200.0,7100.0,7100.0,1150200.0,,,,,,0.66,,4000.0,,,,,,4000.0,1.14,0.66,,100.0,76.18,0.0,0.0,0.0,100.0,,1.0,100.0,1.5236,162.0
2023-09-11,14200.0,2297276.0,8.81,0.25,2.3,1148638.0,7100.0,7100.0,1148638.0,,,,,,,,,,,,,,,1.15,,,100.0,76.18,0.0,0.0,0.0,100.0,,1.0,100.0,1.5236,161.78
2023-09-12,14200.0,2296708.0,8.9,0.25,2.3,1148354.0,7100.0,7100.0,1148354.0,,,,,,,,,,,,,,,1.15,,,100.0,76.18,0.0,0.0,0.0,100.0,,1.0,100.0,1.5236,161.74
2023-09-13,19600.0,3174416.0,12.98,0.34,3.17,1587208.0,9800.0,9800.0,1587208.0,,2700.0,0.43,,,,2700.0,,,0.43,2700.0,,,,1.58,,,100.0,81.53,0.0,0.0,0.0,100.0,,1.0,100.0,1.6306,161.96
2023-09-14,20800.0,3408288.0,13.67,0.36,3.37,1704144.0,10400.0,10400.0,1704144.0,,600.0,0.09,,,,600.0,,,0.09,600.0,,,,1.68,,,100.0,82.02,0.0,0.0,0.0,100.0,,1.0,100.0,1.6404,163.86
2023-09-15,15400.0,2487408.0,10.39,0.27,2.52,1243704.0,7700.0,7700.0,1243704.0,,,,,,0.42,,2700.0,,,,,,2700.0,1.26,0.42,,100.0,60.73,0.0,0.0,0.0,100.0,,1.0,100.0,1.2145,161.52
2023-09-18,7600.0,1225272.0,5.33,0.13,1.23,612636.0,3800.0,3800.0,612636.0,,,,,,0.64,,3900.0,,,,,,3900.0,0.61,0.64,,100.0,62.5,0.0,0.0,0.0,100.0,,1.0,100.0,1.25,161.22
2023-09-19,7600.0,1214784.0,5.31,0.13,1.22,607392.0,3800.0,3800.0,607392.0,,,,,,,,,,,,,,,0.61,,,100.0,62.5,0.0,0.0,0.0,100.0,,1.0,100.0,1.25,159.84
2023-09-20,16600.0,2655004.0,11.67,0.29,2.64,1327502.0,8300.0,8300.0,1327502.0,,4500.0,0.71,,,,4500.0,,,0.71,4500.0,,,,1.32,,,100.0,78.45,0.0,0.0,0.0,100.0,,1.0,100.0,1.569,159.94
2023-09-21,6400.0,1003392.0,4.68,0.11,1.02,501696.0,3200.0,3200.0,501696.0,,,,,,0.82,,5100.0,,,,,,5100.0,0.51,0.82,,100.0,58.39,0.0,0.0,0.0,100.0,,1.0,100.0,1.1679,156.78
2023-09-22,6400.0,1007104.0,4.58,0.11,1.0,503552.0,3200.0,3200.0,503552.0,,,,,,,,,,,,,,,0.5,,,100.0,58.39,0.0,0.0,0.0,100.0,,1.0,100.0,1.1679,157.36
2023-09-25,6400.0,1007104.0,4.29,0.11,1.01,503552.0,3200.0,3200.0,503552.0,,,,,,,,,,,,,,,0.5,,,100.0,58.38,0.0,0.0,0.0,100.0,,1.0,100.0,1.1677,157.36
2023-09-26,10600.0,1652540.0,6.61,0.19,1.67,826270.0,5300.0,5300.0,826270.0,,2100.0,0.33,,,,2100.0,,,0.33,2100.0,,,,0.83,,,100.0,69.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.3982,155.9
2023-09-27,6400.0,1001856.0,3.95,0.11,1.0,500928.0,3200.0,3200.0,500928.0,,,,,,0.34,,2100.0,,,,,,2100.0,0.5,0.34,,100.0,58.38,0.0,0.0,0.0,100.0,,1.0,100.0,1.1677,156.54
2023-09-28,8400.0,1319304.0,5.22,0.15,1.32,659652.0,4200.0,4200.0,659652.0,,1000.0,0.16,,,,1000.0,,,0.16,1000.0,,,,0.66,,,100.0,64.79,0.0,0.0,0.0,100.0,,1.0,100.0,1.2959,157.06
2023-09-29,8400.0,1328544.0,5.15,0.15,1.32,664272.0,4200.0,4200.0,664272.0,,,,,,,,,,,,,,,0.66,,,100.0,64.79,0.0,0.0,0.0,100.0,,1.0,100.0,1.2959,158.16
2023-10-02,12800.0,2049280.0,7.72,0.22,2.02,1024640.0,6400.0,6400.0,1024640.0,,2200.0,0.35,,,,2200.0,,,0.35,2200.0,,,,1.01,,,100.0,73.72,0.0,0.0,0.0,100.0,,1.0,100.0,1.4743,160.1
2023-10-03,13400.0,2115056.0,8.03,0.23,2.15,1057528.0,6700.0,6700.0,1057528.0,,300.0,0.06,,,,300.0,,,0.06,300.0,,,,1.07,,,100.0,74.59,0.0,0.0,0.0,100.0,,1.0,100.0,1.4919,157.84
2023-10-04,1600.0,253088.0,0.92,0.03,0.25,205634.0,300.0,1300.0,47454.0,,,,,,1.02,,6400.0,,,,,,5400.0,0.05,0.86,,100.0,11.19,0.0,0.0,0.0,100.0,,1.0,100.0,0.5966,158.18
2023-10-05,2600.0,408044.0,1.45,0.05,0.41,204022.0,1300.0,1300.0,204022.0,,1000.0,,,,,,,,,1000.0,,,,0.21,,,100.0,36.29,0.0,0.0,0.0,100.0,,1.0,100.0,0.7259,156.94
2023-10-06,200.0,31668.0,0.1,0.0,0.03,15834.0,100.0,100.0,15834.0,,,,100.0,,0.19,,1200.0,,,,0.02,,1300.0,0.02,0.21,,100.0,2.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.0558,158.34
2023-10-09,200.0,31952.0,0.1,0.0,0.03,15976.0,100.0,100.0,15976.0,,,,,,,,,,,,,,,0.02,,,100.0,2.79,0.0,0.0,0.0,100.0,,1.0,100.0,0.0558,159.76
2023-10-10,200.0,32472.0,0.1,0.0,0.03,16236.0,100.0,100.0,16236.0,,,,,,,,,,,,,,,0.02,,,100.0,3.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0671,162.36
2023-10-11,200.0,32372.0,0.1,0.0,0.03,16186.0,100.0,100.0,16186.0,,,,,,,,,,,,,,,0.02,,,100.0,3.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.0671,161.86
2023-10-12,200.0,32804.0,0.1,0.0,0.03,16402.0,100.0,100.0,16402.0,,,,,,,,,,,,,,,0.02,,,100.0,2.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.0591,164.02
2023-10-13,1200.0,194400.0,0.59,0.02,0.2,97200.0,600.0,600.0,97200.0,,500.0,,500.0,,,,,,,500.0,0.08,,,0.1,,,100.0,17.74,0.0,0.0,0.0,100.0,16.67,0.7222,83.33,0.3548,162.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,600.0,,,,,,600.0,0.0,0.1,,0.0,0.0,3582.0,583579.44,0.44,0.0,,0.0,,0.0,162.92
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3482.0,563109.04,0.42,0.0,,0.0,,0.0,161.72
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3582.0,577919.88,0.44,0.0,,0.0,,0.0,161.34
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2283.0,364184.16,0.23,0.0,,0.0,,0.0,159.52
2023-10-20,3600.0,560232.0,1.78,0.06,0.57,280116.0,1800.0,1800.0,280116.0,,,,1800.0,,,,,,,,0.29,1800.0,,0.29,,,100.0,44.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.8817,155.62
